games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
0,4608,17,2048,2560,17,0,0,93
0,4608,17,2048,2560,17,0,0,93
0,4608,17,2048,2560,17,0,0,93
0,4608,17,2048,2560,17,0,0,93
0,4608,17,2048,2560,17,0,0,93
0,4608,17,2048,2560,17,0,0,93
0,4518,17,1933,2435,17,0,0,93
0,4345,17,1258,1676,17,0,0,93
0,4883,17,349,567,22,0,0,93
0,4755,17,20,-5,78,-665,525,142
-519,4189,17,-121,-110,17,-1618,1266,103
-1914,4091,17,-585,24,17,-2454,1936,93
-3322,3928,17,-1465,47,17,-3197,2542,93
-3858,2993,19,-2092,496,17,-3713,2828,159
-3858,1921,24,-1911,1473,17,-3574,1687,450
-3544,862,230,-1709,2515,17,-3439,571,390
-3247,-849,296,-1288,3376,17,-2852,-1365,179
-2980,-2478,101,-403,3523,17,-2295,-3133,185
-2615,-3980,17,190,2743,17,-2187,-4468,165
-3406,-4637,247,365,1810,17,-3843,-3686,341
-4051,-3824,320,-473,1476,17,-3365,-2249,148
-3476,-2774,17,-667,2281,17,-2975,-1105,177
-2661,-1261,17,-63,2949,17,-2614,-59,123
-2468,339,17,645,3815,17,-2300,843,95
-2222,2010,17,259,4624,17,-2678,2389,186
-2428,3608,17,-288,5187,17,-3032,4150,149
-2471,5079,83,-106,5254,17,-2768,4999,630
-2273,5103,816,130,5366,18,-1916,4910,1023
-1493,5098,1012,247,5430,20,-948,4712,1022
-631,4774,591,301,4984,22,-23,4522,696
525,4862,457,809,4470,227,786,5195,426
709,3570,1146,1518,3169,439,786,5195,426
840,2307,1534,2116,1780,375,786,5195,426
989,868,1634,2818,250,15,786,5195,426
1144,-619,1352,3558,-868,17,786,5195,426
256,3840,17,0,4608,17,0,0,93
256,3840,17,0,4608,17,0,0,93
256,3840,17,0,4608,17,0,0,93
256,3840,17,0,4608,17,0,0,93
256,3840,17,0,4608,17,0,0,93
243,3751,17,0,4551,66,0,0,93
80,2841,17,0,4015,84,0,0,93
1,1572,17,0,3382,17,0,0,93
-27,31,77,0,2936,17,7,-206,115
-107,-1309,84,0,2951,17,113,-2479,186
-316,-2642,17,88,2371,17,211,-4597,131
-1240,-2832,87,196,1864,17,240,-5215,111
-2329,-1666,251,249,1610,17,240,-5215,111
-3495,-419,64,257,1575,17,240,-5215,111
