games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z
256,3840,17,-256,3840,17,0,0,93
256,3840,17,-256,3840,17,0,0,93
256,3840,17,-256,3840,17,0,0,93
256,3840,17,-256,3840,17,0,0,93
256,3840,17,-256,3840,17,0,0,93
256,3840,17,-256,3840,17,0,0,93
313,3699,17,-231,3689,17,0,0,93
1145,3359,17,-40,2725,17,0,0,93
2265,3970,17,-2,1310,17,0,0,93
3432,3897,17,-81,168,133,-357,239,341
3457,2950,17,-637,-12,72,-1505,711,899
2436,2845,17,-1324,-28,17,-2667,1188,1115
902,3065,17,-2466,-39,17,-3777,1644,980
-809,2713,17,-3776,188,17,-3474,2041,596
-2343,2543,142,-4015,1358,98,-2871,2367,180
-3913,2226,137,-4026,2799,110,-3919,1613,690
-4020,2265,104,-3781,4145,78,-2966,1016,719
-3237,2781,17,-2578,4402,17,-2024,426,405
-2165,3619,17,-1421,4634,17,-1261,145,272
-1275,4156,17,-569,4970,17,-857,2341,781
-649,4117,17,-545,4969,17,-483,4368,926
-148,3360,17,-545,4969,17,-203,4169,699
576,3644,17,-447,4965,17,24,2937,110
308,4439,17,-67,4768,17,236,2060,365
582,4832,17,-64,5071,17,455,1159,305
1573,4627,103,62,5453,21,624,581,231
2678,4266,78,73,5380,18,529,2157,827
3681,3554,17,73,5401,19,435,3718,1087
3299,2748,17,63,5381,18,348,4861,991
1936,2809,17,68,5366,18,309,3976,529
329,3286,131,55,5457,21,170,3086,313
-1299,3610,102,-40,5162,17,-986,1807,898
-2782,3463,17,6,4152,17,-2065,613,1121
-3575,2046,17,42,2607,17,-3171,-611,1012
-3500,440,17,119,1174,17,-3852,-1729,569
-3792,-1232,17,97,-495,17,-3253,-2458,211
-3186,-2633,186,66,-2010,17,-2759,-3024,409
-2058,-3739,313,-7,-3039,17,-1664,-3771,390
-716,-4780,180,122,-3736,17,14,-4712,122
492,-5544,61,210,-4129,17,570,-5215,219
594,-4878,513,-83,-2849,156,570,-5215,219
726,-4225,188,-427,-1342,59,570,-5215,219
807,-3795,17,-890,-378,17,570,-5215,219
808,-3773,138,-1184,207,17,570,-5215,219
-2048,2560,17,256,3840,17,0,0,93
-2048,2560,17,256,3840,17,0,0,93
-2048,2560,17,256,3840,17,0,0,93
-2048,2560,17,256,3840,17,0,0,93
-2048,2560,17,256,3840,17,0,0,93
-1942,2473,17,258,3923,17,0,0,93
-1241,1967,17,69,4190,17,0,0,93
-290,919,17,50,3793,17,0,0,93
-253,545,101,12,2994,17,-806,-90,499
-638,1172,17,-573,2194,17,-2049,-582,898
-831,1075,17,-1883,1475,17,-3185,-1031,921
-1515,918,17,-3183,499,17,-3822,-1463,643
-2340,1311,17,-3513,-450,17,-3178,-1828,156
-2828,2079,17,-2694,-617,17,-2836,-1026,648
-3307,3251,17,-2195,367,17,-2556,-95,921
-2867,4382,17,-1891,1235,17,-2289,795,856
-2064,4895,17,-1801,1843,280,-1941,1872,596
-1352,4744,163,-1706,2480,464,-1263,3661,744
-310,4556,476,-1613,3110,288,-601,4982,246
686,4726,617,-1497,3889,17,-281,4773,683
1699,4941,396,-943,4619,32,24,4555,1034
2448,5035,41,-499,4758,17,306,4354,1033
1979,5070,74,33,4852,175,597,4146,688
819,5106,361,846,4570,283,726,5009,477
-618,5285,375,1720,4124,206,-533,4409,948
-874,5231,362,2684,3658,17,-1697,3854,1050
-704,5470,336,3406,4054,17,-2901,3280,806
-578,5726,174,2981,4142,17,-3978,2740,235
-246,5833,49,2144,4304,17,-3315,2503,214
-43,5292,16,1222,4655,17,-2220,2466,601
311,4510,17,559,4572,17,-1015,2525,863
1121,4302,17,1234,3837,50,190,2584,790
1995,4224,17,1876,3364,17,1396,2643,368
2538,4839,17,2453,2521,99,2386,2637,282
2048,5103,202,3092,1529,37,3215,2588,345
1429,4694,17,3255,1240,17,3937,2542,224
1188,3743,17,2769,1800,17,3917,2517,617
698,2909,17,2049,2630,17,3898,2492,667
-300,2804,17,1330,3460,17,3879,2468,374
-836,3532,17,777,4217,17,3649,2631,289
-616,4551,17,618,4944,17,3215,2963,275
-270,4992,17,451,5064,17,2823,3213,156
158,4926,17,299,5182,17,2439,3368,91
1103,4252,17,307,5175,17,2084,3511,102
2133,3530,17,338,5138,17,2156,2973,326
