games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
256,-3840,17,-256,-3840,17,0,0,93
256,-3840,17,-256,-3840,17,0,0,93
256,-3840,17,-256,-3840,17,0,0,93
256,-3840,17,-256,-3840,17,0,0,93
256,-3840,17,-256,-3840,17,0,0,93
256,-3840,17,-256,-3840,17,0,0,93
229,-3681,17,-338,-3662,17,0,0,93
24,-2680,17,-1136,-3587,17,0,0,93
-38,-1382,17,-2157,-3981,17,0,0,93
24,120,87,-3116,-3910,17,19,350,107
143,356,26,-2962,-2988,17,139,532,94
219,921,17,-1856,-1882,17,253,1078,94
437,1883,97,-814,-560,17,423,2050,88
628,2348,35,-512,956,17,-5,2859,93
406,2818,17,-694,2580,17,-399,3584,93
-495,3209,97,-698,4237,17,-514,4373,178
-1733,3377,73,-450,4475,187,-84,5202,337
-2830,2490,49,-851,3072,446,-84,5202,337
-3557,2076,42,-1272,1602,383,-84,5202,337
-3927,1997,44,-1700,103,36,-84,5202,337
-2048,-2560,25,256,-3840,26,0,0,93
-2048,-2560,17,256,-3840,17,0,0,93
-2048,-2560,17,256,-3840,17,0,0,93
-2048,-2560,17,256,-3840,17,0,0,93
-2048,-2560,17,256,-3840,17,0,0,93
-2048,-2560,17,256,-3840,17,0,0,93
-1747,-2338,17,218,-4012,17,0,0,93
-781,-1756,17,12,-4190,17,0,0,93
-85,-692,19,3,-3702,17,0,0,93
-84,-222,92,-15,-2882,17,269,43,153
-93,-300,17,441,-1922,17,903,-456,221
40,-718,25,893,-1744,17,1993,-2231,312
-277,-1688,89,1741,-2332,17,3089,-4016,107
-662,-2704,17,2108,-3535,17,3144,-4580,886
-916,-3594,17,1583,-4522,17,2794,-4694,1643
-968,-4559,17,647,-4841,17,2459,-4693,1838
-573,-4765,17,479,-4999,17,2147,-4520,1382
-84,-4320,17,1028,-4613,17,1838,-4349,587
512,-3619,17,2058,-4297,102,2201,-3832,531
1102,-2855,17,3262,-4124,30,3361,-2864,1161
1089,-2030,17,3670,-3148,17,3737,-2081,1363
1576,-1542,136,3119,-2144,78,3056,-1469,1124
2429,-932,471,2474,-925,357,2518,-854,636
3557,-249,474,2103,202,318,3795,446,1138
4079,381,432,1787,1173,49,3385,1474,1148
3960,772,51,2108,2139,22,2677,2397,802
3519,144,17,2307,3331,196,1960,3332,112
2573,9,17,2214,4724,115,1471,3983,426
1537,283,17,1987,5069,74,1519,4296,771
1517,1209,17,1742,4533,17,2961,3748,1656
2259,1288,17,2522,4267,17,3960,3278,1563
2977,1859,17,2718,4802,118,3859,2956,461
3783,2068,17,2572,5046,234,3450,3067,641
3997,1298,79,2454,5019,127,2877,3370,1165
3194,1230,17,2547,4888,17,2348,3649,1317
2165,2039,17,2387,4291,17,1800,3938,1123
902,2264,17,1633,3806,17,1426,4090,1060
285,2655,17,1106,3821,17,1296,4036,1423
293,2919,275,552,3510,17,1171,3984,1433
690,3366,467,-274,3376,17,1051,3934,1111
1329,3686,502,-40,2909,17,929,3883,428
1911,3968,266,270,2272,17,865,3806,369
2337,4174,17,621,1825,17,833,3710,556
2479,3772,17,589,1360,17,802,3615,401
2827,2819,84,791,532,17,954,3265,185
3153,1866,16,869,-491,43,1469,2535,149
3532,793,17,684,-1657,93,2223,2049,196
3720,-130,17,487,-3017,17,3022,1675,162
3467,-434,17,175,-4232,17,3796,1266,187
3642,-1120,17,-61,-4949,17,4002,169,279
3644,-1685,17,-12,-4927,17,3914,-966,120
3620,-1755,17,119,-4397,17,3813,-1619,213
3619,-2166,43,686,-3738,17,3843,-1465,397
3559,-3433,47,1421,-2913,17,3570,-1351,184
3359,-4468,36,2684,-2035,17,3398,-1341,199
2368,-4688,17,3833,-1023,133,3791,-251,369
1755,-3419,17,3874,-135,22,3664,1345,381
1817,-1737,17,3578,1030,99,3214,2758,124
2376,-388,17,3322,2266,54,2856,3876,198
3658,638,17,3101,3716,17,2521,4919,133
3788,2096,17,3590,4455,293,3381,4363,528
3886,3003,24,3352,4688,1017,3205,3820,1372
3201,3085,17,3030,4975,399,3034,3289,1852
3024,2246,107,3299,4138,17,2878,2821,1880
2978,1031,66,3570,2471,17,2729,2391,1482
3045,-184,17,3607,916,17,2661,1644,901
2953,-1139,17,3028,-603,17,2899,-236,595
