games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
2304.0,4608.0,16.0,256.0,3840.0,17.0,0.0,0.0,93.0
2140.0,4701.0,21.0,256.0,3840.0,17.0,0.0,0.0,93.0
1661.0,4846.0,17.0,256.0,3840.0,17.0,0.0,0.0,93.0
1340.0,4237.0,17.0,256.0,3840.0,17.0,0.0,0.0,93.0
2054.0,3555.0,17.0,256.0,3840.0,17.0,0.0,0.0,93.0
2797.0,2758.0,17.0,256.0,3840.0,17.0,0.0,0.0,93.0
3918.0,2379.0,99.0,246.0,3962.0,17.0,0.0,0.0,93.0
4079.0,2110.0,417.0,-2.0,4254.0,17.0,0.0,0.0,93.0
3915.0,1503.0,27.0,-16.0,3894.0,17.0,0.0,0.0,93.0
2774.0,1757.0,17.0,-13.0,3105.0,17.0,677.0,-529.0,323.0
1752.0,2535.0,17.0,496.0,2235.0,17.0,2085.0,-1671.0,517.0
549.0,2630.0,17.0,1770.0,2495.0,17.0,3511.0,-2829.0,374.0
-550.0,3105.0,17.0,2736.0,3559.0,17.0,3447.0,-3791.0,144.0
-1125.0,3868.0,17.0,3004.0,4765.0,24.0,2684.0,-4544.0,133.0
-1001.0,4501.0,17.0,2008.0,4918.0,16.0,2041.0,-5019.0,235.0
-525.0,4646.0,92.0,1132.0,3983.0,17.0,1524.0,-5008.0,405.0
-317.0,4680.0,242.0,380.0,2632.0,17.0,1017.0,-4983.0,229.0
-705.0,3340.0,872.0,-253.0,1259.0,17.0,672.0,-5211.0,166.0
-1088.0,2016.0,1167.0,-358.0,-330.0,17.0,672.0,-5211.0,166.0
-1485.0,645.0,1128.0,-367.0,-1984.0,17.0,672.0,-5211.0,166.0
,,,10.0,-3618.0,17.0,672.0,-5211.0,166.0
,,,2048.0,2560.0,17.0,0.0,0.0,93.0
,,,2048.0,2560.0,16.0,0.0,0.0,93.0
,,,2048.0,2560.0,16.0,0.0,0.0,93.0
,,,2048.0,2560.0,16.0,0.0,0.0,93.0
,,,2048.0,2560.0,16.0,0.0,0.0,93.0
,,,2048.0,2560.0,16.0,0.0,0.0,93.0
,,,1741.0,2246.0,17.0,0.0,0.0,93.0
,,,994.0,1329.0,17.0,0.0,0.0,93.0
,,,100.0,196.0,102.0,0.0,0.0,93.0
,,,-107.0,-87.0,102.0,-607.0,-227.0,609.0
,,,-380.0,-240.0,17.0,-1246.0,-500.0,789.0
,,,-1030.0,-75.0,17.0,-1893.0,-776.0,631.0
,,,-1905.0,-13.0,17.0,-2504.0,-1037.0,153.0
,,,-2972.0,23.0,17.0,-3853.0,-570.0,93.0
,,,-4083.0,128.0,246.0,-3996.0,-271.0,636.0
,,,-3635.0,-220.0,843.0,-3574.0,-532.0,1495.0
,,,-3062.0,-664.0,729.0,-3037.0,-1239.0,1640.0
,,,-2404.0,-1346.0,364.0,-2602.0,-1884.0,767.0
,,,-1966.0,-2142.0,17.0,-2252.0,-2402.0,348.0
,,,-1803.0,-1923.0,17.0,-2017.0,-2750.0,768.0
,,,-1770.0,-2199.0,17.0,-2048.0,-3183.0,993.0
,,,-1950.0,-2736.0,17.0,-3359.0,-4085.0,1648.0
,,,-2163.0,-2852.0,17.0,-3383.0,-3735.0,1061.0
,,,-2883.0,-2833.0,137.0,-3102.0,-3118.0,181.0
,,,-3864.0,-2799.0,217.0,-2798.0,-2685.0,710.0
,,,-4018.0,-2753.0,100.0,-2511.0,-2277.0,881.0
,,,-3687.0,-1867.0,17.0,-2220.0,-1863.0,715.0
,,,-3250.0,-719.0,106.0,-1946.0,-1472.0,230.0
,,,-2522.0,505.0,37.0,-1316.0,137.0,338.0
,,,-1394.0,1570.0,96.0,-680.0,1804.0,320.0
,,,-281.0,2513.0,16.0,-87.0,3355.0,148.0
,,,1167.0,3337.0,17.0,435.0,4722.0,145.0
,,,2462.0,3764.0,178.0,621.0,5209.0,111.0
,,,3863.0,3070.0,433.0,621.0,5209.0,111.0
,,,4078.0,2464.0,273.0,621.0,5209.0,111.0
,,,3998.0,1859.0,80.0,621.0,5209.0,111.0
,,,-256.0,3840.0,16.0,0.0,0.0,93.0
,,,-256.0,3840.0,16.0,0.0,0.0,93.0
,,,-256.0,3840.0,16.0,0.0,0.0,93.0
,,,-256.0,3840.0,16.0,0.0,0.0,93.0
,,,-256.0,3840.0,16.0,0.0,0.0,93.0
,,,-256.0,3840.0,16.0,0.0,0.0,93.0
,,,-143.0,4087.0,17.0,0.0,0.0,93.0
,,,-16.0,4125.0,17.0,0.0,0.0,93.0
,,,-2.0,3585.0,17.0,0.0,0.0,93.0
,,,-165.0,2701.0,17.0,-115.0,-95.0,101.0
,,,-219.0,1419.0,17.0,-190.0,-143.0,102.0
,,,-162.0,-276.0,96.0,-474.0,-182.0,272.0
,,,-324.0,-1442.0,74.0,-1006.0,196.0,435.0
,,,-823.0,-2300.0,17.0,-1531.0,570.0,253.0
,,,-1655.0,-1974.0,17.0,-1938.0,816.0,203.0
,,,-2052.0,-1061.0,17.0,-2269.0,980.0,113.0
,,,-2052.0,224.0,103.0,-2242.0,1631.0,356.0
,,,-1711.0,1774.0,71.0,-2045.0,2487.0,403.0
,,,-1203.0,3289.0,17.0,-1516.0,3762.0,672.0
,,,-491.0,4354.0,17.0,-962.0,5012.0,655.0
,,,-480.0,4323.0,112.0,-612.0,4276.0,263.0
,,,-443.0,3843.0,104.0,-816.0,3205.0,178.0
,,,-461.0,3573.0,17.0,-1053.0,2249.0,107.0
,,,-887.0,3384.0,17.0,-1257.0,1444.0,104.0
,,,-1341.0,2570.0,88.0,-1500.0,660.0,118.0
,,,-2020.0,1319.0,90.0,-2184.0,-796.0,96.0
,,,-2890.0,187.0,17.0,-2818.0,-2149.0,98.0
,,,-3964.0,-465.0,53.0,-3367.0,-3321.0,93.0
,,,-4031.0,-1658.0,117.0,-3726.0,-4204.0,286.0
,,,-3478.0,-2512.0,17.0,-3743.0,-3651.0,1044.0
,,,-2936.0,-1905.0,17.0,-3792.0,-2999.0,1484.0
,,,-3137.0,-945.0,17.0,-3842.0,-2340.0,1588.0
,,,-3650.0,-66.0,17.0,-3962.0,-1228.0,1516.0
,,,-3750.0,943.0,17.0,-3772.0,-3.0,1191.0
,,,-3689.0,1705.0,168.0,-3588.0,1181.0,537.0
,,,-3672.0,1931.0,134.0,-3426.0,2346.0,279.0
,,,-3550.0,2182.0,17.0,-3226.0,4413.0,113.0
,,,-3344.0,2894.0,17.0,-2462.0,5023.0,693.0
,,,-2705.0,4018.0,17.0,-2082.0,4501.0,983.0
,,,-2180.0,4733.0,17.0,-2368.0,3369.0,947.0
,,,-1579.0,4192.0,17.0,-2645.0,2274.0,574.0
,,,-1981.0,3050.0,201.0,-2590.0,2672.0,483.0
,,,-3102.0,1988.0,242.0,-2240.0,4431.0,604.0
,,,-4032.0,946.0,117.0,-1920.0,4377.0,362.0
,,,-3605.0,128.0,17.0,-1195.0,4698.0,204.0
,,,-2805.0,545.0,17.0,-663.0,5215.0,112.0
,,,-2143.0,1666.0,17.0,-663.0,5215.0,112.0
,,,-1281.0,3005.0,109.0,-663.0,5215.0,112.0
,,,-381.0,4402.0,33.0,-663.0,5215.0,112.0
,,,-2048.0,2560.0,31.0,0.0,0.0,93.0
,,,-2048.0,2560.0,16.0,0.0,0.0,93.0
,,,-2048.0,2560.0,16.0,0.0,0.0,93.0
,,,-2048.0,2560.0,16.0,0.0,0.0,93.0
,,,-2048.0,2560.0,16.0,0.0,0.0,93.0
,,,-2048.0,2560.0,16.0,0.0,0.0,93.0
,,,-1832.0,2344.0,17.0,0.0,0.0,93.0
,,,-1080.0,1546.0,17.0,0.0,0.0,93.0
,,,-232.0,376.0,77.0,0.0,0.0,93.0
,,,685.0,43.0,141.0,1959.0,401.0,93.0
,,,1641.0,291.0,16.0,3987.0,1136.0,426.0
,,,2820.0,188.0,17.0,3846.0,1570.0,1496.0
,,,3934.0,199.0,36.0,3527.0,1937.0,1833.0
,,,-2283.0,4490.0,17.0,3005.0,2240.0,1422.0
,,,-1950.0,4111.0,17.0,2512.0,2526.0,705.0
,,,-1079.0,3986.0,17.0,1872.0,1263.0,681.0
,,,-435.0,2955.0,17.0,1213.0,-441.0,634.0
,,,762.0,1792.0,96.0,547.0,-2165.0,231.0
,,,2029.0,689.0,24.0,65.0,-3564.0,285.0
,,,3179.0,-293.0,17.0,-369.0,-4879.0,226.0
,,,0.0,4608.0,17.0,-486.0,-5212.0,176.0
,,,0.0,4608.0,17.0,-486.0,-5212.0,176.0
,,,0.0,4608.0,17.0,-486.0,-5212.0,176.0
,,,0.0,4608.0,17.0,-486.0,-5212.0,176.0
,,,0.0,4608.0,17.0,0.0,0.0,93.0
,,,0.0,4608.0,17.0,0.0,0.0,93.0
,,,0.0,4221.0,17.0,0.0,0.0,93.0
,,,0.0,3425.0,17.0,0.0,0.0,93.0
,,,0.0,2496.0,17.0,0.0,0.0,93.0
,,,-2.0,1427.0,17.0,0.0,0.0,93.0
,,,-358.0,272.0,36.0,0.0,0.0,93.0
,,,-155.0,-554.0,112.0,0.0,0.0,93.0
,,,149.0,-1133.0,48.0,0.0,0.0,93.0
,,,154.0,-1095.0,17.0,-149.0,37.0,93.0
,,,-7.0,-247.0,30.0,-409.0,47.0,115.0
,,,72.0,1053.0,105.0,-629.0,1079.0,1342.0
,,,138.0,2394.0,17.0,-808.0,2122.0,1745.0
,,,-462.0,3691.0,17.0,-956.0,3015.0,937.0
,,,-1368.0,4594.0,227.0,-1086.0,3802.0,241.0
,,,-1758.0,4870.0,181.0,-1169.0,4302.0,717.0
,,,-1900.0,4650.0,17.0,-1247.0,4775.0,838.0
,,,-1733.0,4299.0,17.0,-1307.0,4896.0,703.0
,,,-2308.0,4007.0,17.0,-1363.0,4733.0,393.0
,,,-3160.0,4200.0,17.0,-1597.0,4337.0,527.0
,,,-3009.0,4834.0,43.0,-1816.0,3471.0,270.0
,,,-2043.0,4729.0,17.0,-2013.0,3073.0,288.0
,,,-1770.0,4478.0,27.0,-2320.0,4189.0,598.0
,,,-1679.0,4088.0,153.0,-2618.0,4880.0,556.0
,,,-1543.0,3534.0,66.0,-2896.0,4245.0,184.0
,,,-1462.0,3536.0,17.0,-2778.0,4832.0,386.0
,,,-1056.0,3925.0,17.0,-2189.0,4619.0,439.0
,,,-212.0,4156.0,17.0,-1776.0,4219.0,285.0
,,,571.0,3714.0,17.0,-1749.0,3969.0,110.0
,,,1207.0,2886.0,17.0,-1110.0,3481.0,339.0
,,,2008.0,1642.0,17.0,334.0,2435.0,540.0
,,,2467.0,-17.0,17.0,1762.0,1400.0,396.0
,,,2401.0,-1648.0,67.0,3080.0,435.0,174.0
,,,1424.0,-2835.0,96.0,3925.0,-336.0,267.0
,,,563.0,-4017.0,17.0,3315.0,-886.0,267.0
