games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
-256,3840,17,0,4608,17,0,0,92
-256,3840,17,0,4608,17,0,0,92
-256,3840,17,0,4608,17,0,0,92
-256,3840,17,0,4608,17,0,0,92
-256,3840,17,0,4608,17,0,0,92
-256,3840,17,0,4608,17,0,0,92
-236,3680,17,0,4457,79,0,0,92
34,2744,17,0,3865,84,0,0,92
74,1283,17,0,3149,17,0,0,92
14,-86,90,0,2184,17,-51,-420,132
-60,-1160,28,-366,1342,17,-2285,-6,95
-725,-2021,17,-1583,1679,17,-3998,443,515
-1655,-3079,17,-2495,2926,17,-3974,731,1548
-2638,-3902,17,-3141,4484,17,-3655,941,1930
-3746,-3541,17,-2095,5032,39,-3225,1114,1805
-3748,-2010,17,-1537,4089,17,-2815,1280,1352
-3039,-433,17,-1945,2570,17,-2395,1449,535
-1916,751,17,-2397,1007,82,-2218,739,533
-498,1202,17,-2825,-516,17,-2228,-823,1089
727,319,17,-3496,-1931,17,-2236,-2315,1287
994,-928,17,-3824,-3279,16,-2245,-3776,1150
181,-1564,17,-2913,-3627,17,-2254,-4893,667
-799,-1841,17,-2276,-3990,85,-2272,-4222,232
-1364,-2375,17,-2212,-4668,71,-2343,-4832,942
-1683,-2545,116,-2367,-5104,243,-2404,-4127,1082
-2270,-2826,428,-2929,-5014,154,-2461,-3477,879
-2794,-3389,666,-2720,-4121,17,-2040,-3644,475
-3285,-4199,564,-1849,-3684,17,-1290,-4432,203
-3379,-4650,209,-1357,-3675,17,-630,-4476,497
-3077,-4118,17,-449,-3719,17,60,-4211,554
-2457,-4034,86,848,-3885,194,756,-3981,293
-1860,-4158,17,2308,-4128,385,1037,-4542,230
-862,-4234,17,3665,-4354,248,1224,-5027,166
676,-4418,17,3625,-4337,109,1355,-4762,118
2275,-4758,17,2945,-3925,17,1976,-4696,412
3240,-3976,19,2849,-3238,17,2708,-3974,455
3418,-3366,211,3408,-3260,129,3125,-3174,284
3671,-2641,45,3934,-3781,109,2873,-2321,119
3752,-1818,17,4017,-3871,181,2658,-1676,123
3522,-324,17,4075,-3410,226,2465,-1124,97
2659,720,17,3991,-2758,74,2313,-691,93
2163,421,17,3358,-2298,17,2012,-225,130
1156,209,17,2389,-1442,17,1088,585,92
351,1374,17,1322,-104,17,493,1502,123
628,2836,76,263,1305,17,633,2756,199
1241,3430,109,-425,2657,17,1092,3232,537
1782,3952,17,264,4023,17,1541,3689,526
1757,3974,242,1700,4208,177,1855,4325,340
1532,4061,335,3456,4222,159,1895,4780,336
1215,4284,38,4074,3672,266,1908,4116,97
954,4719,17,3761,3629,17,1399,4071,308
684,5055,17,2804,4253,17,554,4294,260
-175,4587,105,1403,4612,17,-184,4433,176
-659,4417,88,-259,4913,17,16,3723,929
-1079,4275,17,-561,3695,17,263,2966,1381
-1057,3588,17,-84,2993,17,486,2283,1468
-411,3056,67,472,2101,214,724,1551,1209
725,2359,83,999,880,414,942,883,638
1928,1489,17,1954,-549,399,1156,305,288
2158,475,17,2815,-1837,152,1335,-59,546
2292,-312,17,3215,-3331,17,1508,-411,472
1675,-770,16,2507,-4489,17,1541,-743,155
1051,-365,17,1116,-4253,17,710,-862,132
94,-237,17,-408,-3395,17,16,-982,102
-485,-972,86,-224,-2131,17,-511,-1303,110
-1254,-2004,83,40,-788,17,-1606,-1805,595
-1732,-2747,17,-160,586,17,-3079,-1442,1117
-2268,-3564,17,-1125,678,17,-3705,-1103,1267
-3123,-3718,17,-1516,313,92,-2888,-811,1054
-3453,-3000,17,-1892,-175,360,-2080,-522,516
-3280,-2199,17,-2087,-1046,357,-1708,-1895,192
-2321,-2223,17,-2259,-1806,111,-1472,-3150,308
-1372,-2602,17,-1960,-2287,17,-813,-3788,123
-200,-2892,17,-1039,-2015,17,392,-3356,209
1207,-2650,19,137,-1289,17,1498,-2964,136
