games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
256,3840,17,-2048,2560,17,0,0,93
256,3840,17,-2048,2560,17,0,0,93
256,3840,17,-2048,2560,17,0,0,93
256,3840,17,-2048,2560,17,0,0,93
256,3840,17,-2048,2560,17,0,0,93
256,3840,17,-2048,2560,17,0,0,93
259,3920,61,-1950,2462,17,0,0,93
-3,4469,105,-1294,1700,17,0,0,93
-164,4821,17,-432,619,25,0,0,93
8,4405,17,271,245,86,526,117,101
777,4211,17,780,364,17,1266,339,95
2228,4157,17,1406,566,17,1839,512,93
3560,3125,17,1953,1000,17,2326,660,93
3530,1658,17,2562,1073,17,2689,770,93
2419,310,93,3248,492,17,3105,-46,270
1330,-859,34,3667,-69,17,3528,-1028,146
-142,-1257,17,3929,-944,37,3889,-1790,149
-1482,-767,17,3990,-1930,159,3933,-2355,237
-3032,-315,17,3816,-3014,188,3544,-2432,830
-3937,466,39,3579,-3874,18,2977,-2367,1162
-3453,1359,17,3000,-4073,17,2403,-2302,1159
-2517,1853,17,2548,-3487,17,1849,-2239,816
-1819,1145,17,2231,-2576,17,353,-2018,832
-2273,-282,30,1558,-1785,17,-1223,-1781,611
-2591,-1724,180,931,-1053,17,-2272,-1879,131
-2689,-3214,109,308,-193,17,-1661,-2895,175
-3264,-3963,17,-76,666,17,-1219,-3094,410
-3732,-3113,17,-445,1700,17,-1061,-1665,1138
-3601,-1711,43,-188,2708,17,-903,-235,1525
-3545,-79,87,319,3520,17,-749,1162,1558
-3410,1632,17,310,4111,17,-598,2529,1244
-3202,3130,17,64,4388,172,-457,3820,620
-2752,4723,17,-579,4614,252,-865,4537,321
-1669,4863,17,-1299,4769,125,-1696,4627,602
-1541,4368,17,-1640,4725,17,-2499,4715,533
-1582,3721,17,-1544,4788,17,-3143,4681,200
-839,3630,17,-933,4997,17,-3021,4884,770
-143,3998,17,-368,5127,17,-2639,5023,1477
722,4013,17,51,5364,18,-2291,4927,1762
1053,4765,17,2,5362,18,-1983,4800,1671
291,4998,113,-303,5234,244,-1685,4677,1260
-813,4927,368,-1053,4792,453,-1305,4870,985
-1914,4753,633,-1662,4380,576,-949,4924,721
-3183,4567,605,-2189,4019,397,-600,4714,161
-3833,4199,221,-2694,3668,25,-379,4519,350
-3320,3669,17,-2391,3900,17,-165,4319,311
-2215,4026,17,-1230,4370,17,34,4133,156
-557,4616,17,-83,4410,17,268,4367,459
134,4811,116,402,4572,17,514,4887,643
744,5305,289,495,4837,22,764,4959,262
683,5551,245,918,4994,173,935,4822,312
426,5681,30,1136,4818,164,1083,4669,308
282,5194,89,1351,5086,112,445,4974,297
259,4732,317,1467,5094,130,171,4648,816
242,4290,255,1004,5000,17,-4,4177,1155
181,3876,17,406,4564,17,-175,3717,1149
-330,4085,17,-109,4153,17,-340,3272,812
-1102,4100,17,-296,4130,17,-511,2813,103
-1937,3999,17,-642,3815,17,-702,2584,422
-2996,4162,17,-976,2860,155,-906,2344,420
-3468,3418,17,-1374,1786,227,-2009,2284,114
-3194,2271,135,-2162,728,87,-3052,2215,225
-2433,950,106,-2618,-169,17,-2239,1655,739
-1723,165,17,-3448,19,17,-1471,1126,881
-771,111,17,-3115,674,53,-711,602,678
-60,276,156,-2433,1134,17,-85,-22,286
288,294,115,-1466,979,17,135,-1064,97
920,202,17,-676,-120,17,277,-1902,142
1327,-832,17,145,-1686,17,400,-2671,96
1437,-2514,17,453,-3307,17,407,-3531,151
