games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
2048,2560,17,256,3840,17,0,0,93
2048,2560,17,256,3840,17,0,0,93
2048,2560,17,256,3840,17,0,0,93
2048,2560,17,256,3840,17,0,0,93
2048,2560,17,256,3840,17,0,0,93
2048,2560,17,256,3840,17,0,0,93
1929,2472,17,256,3930,17,0,0,93
1099,1931,17,31,4229,17,0,0,93
205,858,17,-1,3698,17,0,0,93
-133,-472,116,82,2551,17,1341,1292,169
-571,-1775,15,1060,2385,17,2794,2683,120
-1283,-1499,17,2293,3361,17,3959,3848,225
-2197,-958,94,3285,4263,17,3715,4215,859
-3343,-255,16,3318,4722,842,3394,4509,1138
-3789,1228,17,3489,4551,1486,3061,4358,1081
-3540,2874,17,3552,4488,1018,2729,3957,712
-2904,4244,17,2748,5088,775,2409,3557,140
-1450,4593,17,1393,5103,965,2236,3207,436
-616,4815,17,805,5107,539,1661,3550,737
-221,4727,164,603,5144,19,1041,3983,758
509,4399,479,578,5144,17,751,4118,524
1484,3880,440,420,4738,17,2144,2765,404
2407,3379,146,1022,4332,17,3487,1440,165
3186,2713,17,1920,4147,17,3686,482,338
3068,1117,17,2846,3961,17,3068,-325,269
2705,-529,17,3342,3052,17,2556,-1034,172
1930,-1840,113,3496,2014,17,1803,-2008,393
792,-3128,40,2827,1224,17,759,-3291,501
-451,-4301,17,1345,989,17,-753,-3614,387
-1734,-5090,107,-158,1060,17,-2854,-2793,94
-2829,-4473,17,-883,1978,17,-3736,-2132,454
-3092,-2973,17,-990,3284,17,-2971,-1573,967
-2595,-1475,17,-671,4350,17,-2188,-1001,1138
-2533,244,17,-394,4680,17,-1449,-458,960
-1733,1443,40,-203,4347,17,-1036,691,1096
-646,2082,303,-81,3866,20,-626,1828,894
432,2713,313,-90,3231,265,-310,3071,384
1615,3428,14,-591,2154,277,-701,5089,215
2387,3857,52,-1064,1112,40,-727,5213,229
2877,3824,17,-1533,308,17,-727,5213,229
2919,3910,185,-1917,-356,17,-727,5213,229
3116,4306,165,-2128,-723,17,-727,5213,229
-2048,2560,17,2048,2560,17,0,0,93
-2048,2560,17,2048,2560,17,0,0,93
-2048,2560,17,2048,2560,17,0,0,93
-2048,2560,17,2048,2560,17,0,0,93
-2048,2560,17,2048,2560,17,0,0,93
-2017,2530,17,2064,2576,17,0,0,93
-1451,2123,17,2383,2930,17,0,0,93
-379,1325,17,2792,3555,17,0,0,93
17,-130,97,3085,4144,17,385,1016,93
221,-1672,50,2617,3983,17,1081,2860,93
-417,-3133,17,1683,4577,68,1597,4434,128
-2015,-3864,17,255,5220,81,758,4535,320
-3529,-3837,17,-821,5654,44,-81,4635,154
-3896,-2257,25,-613,5604,27,-688,4712,169
-3586,-746,17,-592,5091,17,-1225,4782,121
-3008,772,17,-1400,4906,17,-1668,4839,96
-2466,2008,103,-2279,4894,17,-2576,4691,108
-2221,3062,21,-3300,4648,94,-3461,4463,215
-2328,3139,17,-3984,4000,365,-3993,3734,441
-2630,2655,17,-4079,3326,393,-3876,3015,376
-3130,2093,17,-3885,2583,67,-3773,2342,151
-3260,1598,17,-3552,1372,91,-3350,927,561
-2725,616,17,-3163,-148,76,-2863,-637,688
-1673,223,17,-2866,-1763,72,-2386,-2167,466
-928,978,17,-2120,-3337,88,-2108,-1258,354
-920,1508,17,-1242,-4599,17,-1867,-185,161
-1372,1460,17,-16,-4364,17,-1684,657,181
-1573,851,17,665,-3164,17,-1673,547,456
-1586,-24,17,1140,-1549,17,-1813,-432,874
-2017,-944,70,229,-1019,17,-1947,-1378,937
-2381,-2003,256,-772,-982,17,-2080,-2314,656
-2279,-3279,250,-1784,-1063,17,-2206,-3204,121
-2105,-4467,73,-2659,-768,17,-2276,-3725,377
