games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
0,4608,17,2048,2560,17,0,0,93
0,4608,17,2048,2560,17,0,0,93
0,4608,17,2048,2560,17,0,0,93
0,4608,17,2048,2560,17,0,0,93
0,4608,17,2048,2560,17,0,0,93
0,4608,17,2048,2560,17,0,0,93
0,4506,17,1931,2443,17,0,0,93
0,4333,17,1271,1700,17,0,0,93
0,4840,17,413,592,46,0,0,93
0,4622,17,-144,302,169,-246,32,92
-224,3967,17,-395,585,33,-572,84,92
-785,3324,17,-683,401,17,-888,135,92
-1752,2973,17,-1259,15,17,-1447,-191,119
-2772,3016,17,-1994,-408,17,-2062,-629,97
-3677,2461,17,-2769,-1327,108,-3162,-1390,178
-3900,1544,27,-3627,-2271,16,-3130,-1541,310
-2817,533,17,-3473,-3308,17,-1804,-1623,99
-1222,-55,17,-2661,-4314,17,-716,-1716,149
-76,841,17,-1714,-3814,17,653,-1323,216
342,2334,17,-917,-2836,17,2388,-363,187
1342,3483,17,-30,-1532,17,3942,478,146
2917,4042,17,550,-3,17,3916,1092,1056
3388,4653,557,-44,1444,17,3876,1656,1576
2961,5014,1010,-154,2853,17,3834,2240,1762
2241,5103,700,-51,4366,17,3795,2792,1595
1995,5096,134,223,5012,17,3757,3338,1086
2176,4900,17,301,4976,17,3721,3872,243
2674,4877,17,40,5109,17,3685,4240,519
3079,4909,412,-38,5148,17,3428,4307,671
3386,4103,574,-38,5148,17,3537,3659,706
3649,3364,448,16,5121,17,3985,2272,623
3942,2489,43,432,4845,17,3696,1194,253
3936,1569,40,587,4131,17,3618,895,377
3684,919,143,454,4330,17,3621,896,455
3488,657,80,678,4186,17,3623,898,201
3490,688,17,604,4273,17,3596,845,220
3707,1087,271,265,4756,17,3666,722,665
3924,1499,287,65,5041,17,3789,577,1046
3959,1779,54,55,5011,17,3914,429,1083
3921,1236,56,-92,4465,17,3987,283,789
3899,190,233,501,3963,17,3982,12,463
4042,-1092,209,1012,3325,17,3549,-248,1099
3639,-2065,17,1048,2335,17,3100,-517,1405
2717,-1734,17,1135,1822,17,2686,-765,1356
1987,-789,17,1100,2150,17,2257,-1022,954
1586,362,17,837,1916,17,1279,-729,633
480,988,17,-65,1263,17,20,-152,207
-865,576,212,-1039,222,244,-1082,-108,345
-2448,36,179,-2251,-647,223,-2313,-1686,483
