games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
256,3840,17,2048,2560,17,0,0,93
256,3840,17,2048,2560,17,0,0,93
256,3840,17,2048,2560,17,0,0,93
256,3840,17,2048,2560,17,0,0,93
256,3840,17,2048,2560,17,0,0,93
256,3840,17,2048,2560,17,0,0,93
197,3996,89,1914,2405,17,0,0,93
-19,4401,120,1338,1672,17,0,0,93
-272,4882,17,411,564,20,0,0,93
-201,4716,17,-133,286,113,-151,94,93
-147,4591,17,-402,527,16,-378,239,93
-351,5097,17,-545,263,17,-593,30,152
-419,5250,17,-810,-416,89,-879,-574,147
-530,4749,17,-1363,-1408,70,-2211,-1975,280
-1546,4217,17,-1821,-2254,17,-3447,-3272,106
-3036,3872,17,-2542,-3357,17,-3770,-4125,614
-3788,2622,17,-3299,-4246,17,-3313,-4474,1082
-3713,927,17,-3236,-4804,759,-2838,-4780,1191
-3209,-438,17,-2412,-4887,1125,-2388,-5000,981
-1745,-953,17,-1296,-4705,1056,-1996,-4829,573
-1115,-1809,17,-278,-4535,717,-1655,-4661,220
-1157,-2873,180,807,-4360,69,-1428,-4496,425
-1330,-4330,386,1656,-4199,33,-1147,-4535,264
-1595,-5103,469,1565,-4229,17,-748,-4664,151
-2090,-5103,408,708,-4076,17,-483,-4585,116
-2437,-4779,17,-475,-3896,17,-1488,-4476,118
-2149,-4156,17,-940,-2790,17,-1801,-4364,461
-1600,-3798,62,-446,-2223,17,-1098,-4274,882
-733,-3794,372,5,-2939,249,-425,-4188,942
258,-4019,722,412,-3942,542,217,-4221,705
1385,-4258,652,395,-4728,798,631,-5211,519
2467,-3131,925,59,-3717,1741,631,-5211,519
3612,-1938,860,-269,-2705,1935,631,-5211,519
4079,-866,553,-533,-1882,1611,631,-5211,519
-256,3840,34,256,3840,34,0,0,96
-256,3840,17,256,3840,17,0,0,93
-256,3840,17,256,3840,17,0,0,93
-256,3840,17,256,3840,17,0,0,93
-256,3840,17,256,3840,17,0,0,93
-256,3840,17,256,3840,17,0,0,93
-225,3630,17,341,3656,17,0,0,93
-7,2592,17,1264,3573,17,0,0,93
-20,1259,17,2225,3925,17,0,0,93
22,-295,89,3210,4064,17,-19,-511,160
58,-1741,35,3429,3175,17,-83,-2153,150
-194,-3340,82,2655,2663,17,-76,-3548,392
-870,-3500,61,1620,2550,17,208,-4924,1626
-1587,-3662,17,1465,1387,17,396,-4033,1321
-2477,-3969,17,1100,-146,35,563,-3087,642
-3402,-4030,17,869,-1627,268,709,-2259,330
-3531,-3152,17,724,-3080,329,25,-3049,724
-2762,-3120,17,624,-4406,27,-833,-4140,798
-2481,-3706,17,471,-4523,17,-1619,-4937,532
-2137,-4609,74,9,-4108,17,-1999,-4718,284
-2109,-5086,110,304,-3444,17,-1913,-4552,702
-2460,-4915,15,871,-3424,17,-1859,-3923,710
-2564,-3908,17,1114,-2606,17,-1806,-3315,393
-1489,-2945,17,2224,4409,17,-1443,-2311,306
-256,-1717,17,1579,4251,17,-638,-752,508
-106,-186,102,586,3818,173,168,808,359
-88,1507,30,-829,3931,199,875,2210,185
-60,3227,17,-2154,4040,17,1473,3459,199
284,4512,49,-2941,4454,17,648,4271,140
1070,4725,96,-3328,4713,357,413,4030,292
1656,4938,18,-3364,4675,644,262,3922,380
1200,4970,18,-256,3840,34,-69,4727,549
776,4862,127,-256,3840,17,-270,5215,475
1904,3724,146,-256,3840,17,-270,5215,475
