games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
0,-4608,17,-2048,-2560,17,0,0,92
0,-4608,17,-2048,-2560,17,0,0,92
0,-4608,17,-2048,-2560,17,0,0,92
0,-4608,17,-2048,-2560,17,0,0,92
0,-4608,17,-2048,-2560,17,0,0,92
0,-4608,17,-2048,-2560,17,0,0,92
-6,-4401,17,-1931,-2443,17,0,0,92
-613,-3613,17,-1255,-1712,17,0,0,92
-1948,-3744,17,-377,-560,81,0,0,92
-3291,-4160,17,52,-369,118,-327,38,93
-3933,-3277,39,176,-539,16,-800,244,130
-3437,-1858,64,-205,-515,17,-2173,-382,329
-2967,-333,140,-506,-1142,17,-3211,-263,650
-2610,1280,81,-986,-1723,17,-3673,1006,1334
-2514,2703,17,-1536,-1327,20,-3906,2170,1652
-3443,3962,17,-2472,-842,99,-3596,3156,1573
-3714,4326,627,-3551,-182,17,-3299,4098,1156
-3310,4730,608,-3486,775,17,-2929,4890,439
-2913,4521,16,-2681,1472,17,-2297,4898,313
-2029,4584,155,-1749,1544,17,-1756,4824,445
-1086,5035,268,-1393,2184,17,-2134,4732,922
-401,5038,162,-2110,2299,17,-3136,4619,1502
279,5012,17,-2752,1611,17,-3405,4047,1573
1150,4507,17,-3464,1416,17,-3490,3412,1272
2522,4253,17,-3552,2259,217,-3577,2754,609
3907,3480,28,-3913,3378,256,-3919,3661,764
3440,1942,17,-3863,4175,386,-3374,4410,806
2076,1140,17,-3156,4497,16,-2742,4986,477
512,861,17,-2982,4375,17,-3230,4347,93
-957,503,17,-3097,3805,17,-3316,3644,93
-2565,140,17,-3668,2994,17,-3919,2628,116
-4036,500,115,-4006,2171,89,-3946,1813,338
-4073,1599,210,-3736,946,16,-3853,1092,219
-3019,1934,17,-3531,1062,17,-3781,412,176
-2308,540,17,-2966,711,17,-3731,-159,117
-2275,-960,17,-2795,-571,99,-3320,-563,191
-2404,-2619,17,-2738,-1962,16,-2629,-891,93
-2495,-4280,17,-1957,-2754,17,-1772,-1355,99
-1530,-4749,17,-1191,-2562,46,-1326,-2390,156
-1231,-4036,17,-1327,-2568,95,-2084,-3011,382
-2009,-3696,17,-1485,-2580,17,-2962,-3587,312
-3045,-3981,54,-1733,-2314,17,-3722,-4122,166
-3970,-3966,153,-2169,-2759,17,-3759,-4066,578
-3901,-4127,267,-1831,-3610,17,-3763,-3982,653
-3514,-4521,231,-1765,-4378,17,-3766,-3900,385
-2864,-4510,17,-1429,-4689,17,-3784,-3855,223
-3053,-3853,17,-662,-4928,17,-3819,-3856,269
-3938,-3895,122,-168,-5081,17,-3970,-3814,354
-4079,-3584,306,-182,-5077,17,-3987,-3608,863
-4078,-3466,906,85,-5160,17,-3761,-3825,1046
-3991,-3985,1071,-258,-5053,17,-2861,-4967,955
-3461,-4579,588,-920,-4904,22,-1856,-5020,607
-2587,-5099,138,-1449,-5049,188,-1750,-4960,397
-1907,-4857,17,-1831,-4956,135,-2702,-4788,413
-2075,-4261,17,-2244,-4873,17,-3323,-4401,131
-2159,-3554,17,-2323,-4852,17,-3412,-3860,152
-1484,-2945,17,-2042,-4907,17,-3489,-3351,106
-1801,-2193,17,-2383,-4613,17,-3551,-2934,93
-1760,-1292,17,-2857,-3991,17,-3942,-2317,267
-919,-1346,17,-3162,-3251,17,-3661,-1640,661
-1104,-2153,17,-3112,-2227,17,-3388,-986,710
-1934,-2118,17,-3042,-1149,17,-3110,-317,407
-2142,-1189,17,-2967,-74,111,-2905,262,230
-1675,-274,17,-2876,1225,109,-2778,762,296
-2194,890,17,-2549,2574,17,-2655,1250,126
-3238,1886,92,-2030,2539,147,-2794,2473,398
-4006,3040,88,-1835,2161,16,-3091,4237,500
-3223,3743,17,-1355,2195,17,-2418,4667,220
-2312,3529,17,-932,2961,17,-1592,4565,234
-1063,4107,17,-552,4121,179,-700,4417,239
471,4397,18,-494,4463,357,-506,5199,533
1385,4473,17,-453,2995,605,-506,5199,533
2110,4065,17,-408,1346,531,-506,5199,533
2422,3733,17,-363,-283,91,-506,5199,533
2048,-2560,32,0,-4608,33,0,0,92
2048,-2560,17,0,-4608,17,0,0,92
2048,-2560,17,0,-4608,17,0,0,92
2048,-2560,17,0,-4608,17,0,0,92
2048,-2560,17,0,-4608,17,0,0,92
2048,-2560,17,0,-4608,17,0,0,92
1793,-2368,17,0,-4408,17,0,0,92
987,-1831,17,0,-3732,17,0,0,92
79,-794,19,0,-2829,17,0,0,92
40,214,89,45,-1800,17,1183,-569,612
-14,1023,17,790,-1556,17,2721,-1202,1001
-802,1266,17,1222,-2308,17,3828,-1828,1055
-1867,761,100,1598,-2642,78,2976,-2273,801
-3126,163,16,2271,-2947,336,2038,-2832,602
-3808,-932,17,2448,-4433,405,1096,-3536,918
-3112,-2505,17,2541,-4784,266,144,-4247,882
-2295,-3981,17,2582,-4418,17,-746,-4912,510
-1174,-4924,17,2524,-4505,17,-1298,-4562,186
-572,-4512,17,1995,-4662,17,-1677,-4073,309
-1205,-3907,17,1081,-4587,17,-2038,-3607,93
-1946,-4404,17,169,-4629,17,-2670,-4574,704
-1668,-5083,92,-783,-4508,17,-2778,-4453,896
-1372,-5054,60,-1662,-3844,27,-2610,-3719,683
-1355,-5043,48,-2784,-2980,250,-2330,-3536,537
-1115,-4939,17,-4053,-2118,167,-1894,-4214,669
-1249,-5037,193,-4031,-2108,119,-1468,-4877,452
-1312,-4953,118,-3529,-2427,17,-1548,-4749,383
-1476,-4757,139,-2814,-3059,17,-1710,-4537,272
-2026,-4075,169,-2104,-3698,17,-952,-4690,515
-2609,-3322,15,-824,-4048,17,-355,-4063,317
-2274,-3100,17,525,-3695,98,680,-3337,116
-1514,-3302,17,2069,-3407,28,2071,-2537,105
-680,-3102,17,2975,-3526,17,1908,-2155,430
528,-2421,17,3042,-3972,17,1753,-1790,407
1898,-1349,145,2263,-4042,17,1966,-1412,404
2965,-416,100,1287,-3840,17,3010,-1397,1084
4084,369,248,1470,-3339,17,3984,-1385,1414
4079,-140,856,1670,-2979,17,3379,-1430,1394
4079,-1114,615,1866,-2497,61,2794,-1474,1035
4030,-1996,110,2255,-1517,346,2324,-1326,416
3013,-2542,17,2513,-312,347,2848,752,109
2022,-1991,17,2843,1157,148,3292,2488,212
1309,-773,17,3255,2637,17,3711,4120,124
712,517,17,3107,4265,17,3298,4443,776
-476,1162,17,1516,4761,17,2870,4666,1040
-818,2115,17,98,5329,116,2437,4893,966
9,2452,17,-714,5057,156,2035,4981,605
751,3017,27,-1451,4714,17,1667,4853,171
1244,4078,220,-1619,4158,17,1447,4767,373
1704,5105,354,-966,3803,17,1665,4631,503
1765,5096,449,-371,3056,17,2364,3614,484
1943,5103,582,697,1838,17,3039,2631,126
2434,5103,217,2092,877,17,3542,1893,247
2307,4591,17,3508,919,92,3934,1225,176
1766,3907,17,4060,1786,173,3223,1970,860
1479,3077,17,3558,2158,17,2331,2817,1220
1008,2617,17,3245,1521,17,1479,3627,1238
652,2874,17,3675,577,17,615,4448,916
116,3687,17,3419,-356,17,-190,5214,294
-80,2859,118,2816,13,17,-190,5214,294
-24,1798,16,2551,344,143,-190,5214,294
401,1528,17,2336,614,236,-190,5214,294
666,1444,17,2136,857,17,-190,5214,294
256,-3840,16,2048,-2560,16,0,0,92
256,-3840,16,2048,-2560,16,0,0,92
256,-3840,16,2048,-2560,16,0,0,92
256,-3840,16,2048,-2560,16,0,0,92
256,-3840,16,2048,-2560,16,0,0,92
278,-3759,17,1986,-2498,17,0,0,92
906,-3425,17,1456,-1921,17,0,0,92
2125,-3926,17,547,-821,17,0,0,92
3396,-4047,17,-53,-245,107,-451,-553,434
3754,-3059,17,-384,-589,18,-1368,-1496,755
2531,-2487,17,-607,-428,17,-2275,-2428,728
1607,-3497,17,-1255,-559,17,-3152,-3329,362
223,-4419,17,-1700,-1339,92,-3845,-4071,265
-1341,-4402,17,-2349,-2516,36,-3434,-3843,432
-2806,-3748,205,-2951,-3636,194,-2895,-3633,423
-3669,-2914,192,-4036,-3842,191,-1895,-3521,745
-3969,-2280,57,-3960,-3854,87,-928,-3413,716
-2976,-2053,17,-3895,-3804,110,28,-3306,344
-1443,-2510,17,-3631,-3820,106,798,-3186,266
-8,-2805,17,-3437,-3918,17,1445,-3056,298
1627,-3047,17,-2939,-4270,17,2055,-2934,137
3130,-2716,115,-2051,-4218,17,3352,-2564,498
4081,-2689,278,-1117,-4247,17,3475,-2184,563
4078,-3582,261,-185,-4309,17,2536,-1859,209
3443,-4093,17,-22,-4292,17,1606,-2341,149
2110,-4355,17,28,-4227,17,670,-3398,212
431,-4811,12,323,-3808,290,363,-5029,748
-396,-5236,17,616,-3366,291,583,-4116,1143
67,-5618,27,890,-2922,16,796,-3233,1186
668,-5102,17,1369,-2540,17,1003,-2370,890
1349,-4637,17,1510,-2100,17,1665,-2688,569
2429,-4104,62,1019,-2358,17,2595,-3752,117
3758,-3205,113,826,-3194,17,3641,-2860,489
4079,-2581,372,524,-3978,17,3617,-2072,542
3774,-1748,14,-1,-4615,17,3008,-1400,240
2520,-989,127,100,-4911,17,2962,-2374,421
1432,-267,38,721,-4911,17,3132,-3968,586
321,-155,17,1464,-4793,17,2704,-4695,403
-290,-1321,89,2368,-4669,100,2587,-4319,151
-738,-2600,40,3430,-4516,93,3638,-3556,112
-1232,-4031,17,3740,-3949,18,4002,-2989,460
-614,-4869,17,3436,-4049,17,3384,-3617,699
337,-4975,17,2619,-4498,17,2387,-4918,635
1250,-4477,46,1614,-4596,22,1759,-4360,283
2504,-3540,91,1343,-4321,111,1768,-4986,266
3760,-3061,17,1196,-4089,16,1711,-4698,152
3899,-3979,76,1260,-4383,17,1694,-4389,97
3279,-4679,103,1869,-4371,107,2320,-4748,627
2365,-4921,17,2586,-4226,23,3144,-4557,1094
2263,-4071,17,3226,-3919,17,3687,-3799,1141
3167,-3856,17,3720,-3348,17,3900,-3146,886
3698,-3268,17,3653,-2613,107,3588,-2533,322
3072,-2535,17,3162,-1900,95,2863,-1362,100
2220,-1424,17,2609,-1076,17,2193,-293,119
1271,-759,17,1623,-389,124,1462,-678,701
446,-1527,17,-108,-670,73,668,-1861,1347
203,-2648,17,-1528,-567,17,-99,-3005,1632
-255,-3539,17,-3075,-27,17,-841,-4111,1575
-1129,-4227,17,-3934,-791,39,-1548,-4909,1177
-1954,-4383,19,-3668,-2258,17,-2036,-4261,477
-2477,-3584,90,-3355,-3963,17,-1822,-3836,943
-3066,-2856,17,-2147,-4907,17,-1074,-3716,1870
-3724,-3194,17,-876,-4572,17,-476,-3702,1483
-3252,-4010,17,-70,-3946,112,100,-3702,623
-1975,-4821,17,1074,-3498,183,-34,-5111,108
-2453,-4364,364,2274,-2629,218,-52,-5198,96
-3617,-3625,565,3380,-1535,56,-52,-5198,96
-4079,-2743,453,4074,-413,217,-52,-5198,96
-4021,-1912,100,4079,585,391,-52,-5198,96
-256,-3840,17,256,-3840,17,0,0,92
-256,-3840,17,256,-3840,17,0,0,92
-256,-3840,17,256,-3840,17,0,0,92
-256,-3840,17,256,-3840,17,0,0,92
-256,-3840,17,256,-3840,17,0,0,92
-261,-3795,17,252,-3795,17,0,0,92
