games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z
256,-3840,17,2048,-2560,17,0,0,93
256,-3840,17,2048,-2560,17,0,0,93
256,-3840,17,2048,-2560,17,0,0,93
256,-3840,17,2048,-2560,17,0,0,93
256,-3840,17,2048,-2560,17,0,0,93
256,-3840,17,2048,-2560,17,0,0,93
275,-3687,17,1936,-2448,17,0,0,93
1079,-3419,17,1273,-1717,17,0,0,93
2178,-3852,17,422,-624,68,0,0,93
3367,-3841,17,-503,-115,343,-490,-156,93
3359,-2978,17,-1245,-218,469,-1183,-534,93
2156,-2745,17,-2075,-336,259,-1731,-823,93
478,-2970,17,-2897,-259,17,-2174,-1053,93
-942,-3466,17,-3687,-120,17,-2523,-1234,93
-2476,-4029,17,-3896,-960,27,-2873,-1416,93
-3820,-3583,17,-3767,-1758,17,-3207,-1588,93
-3848,-2050,18,-3311,-1631,17,-3125,-1439,234
-3358,-743,17,-2721,-1249,17,-2616,-964,252
-2075,280,17,-2203,-591,17,-2083,-366,199
-653,-152,17,-1461,324,17,-1411,571,277
707,110,17,-488,1508,117,-562,573,844
1781,-109,17,557,2516,19,389,-679,1906
2124,-1429,17,2118,2585,17,1204,-1794,1224
1935,-2736,102,3086,1207,17,1890,-2746,272
1913,-3375,76,3654,-359,17,1765,-3206,490
1836,-3710,17,3865,-1821,21,1649,-3636,356
1509,-4130,17,3545,-3296,17,1578,-4036,179
1115,-4383,17,2673,-4692,17,1586,-4408,192
1132,-4904,97,1329,-4990,24,112,-5212,174
2032,-4239,687,2098,-4163,430,112,-5212,174
3200,-3305,1058,3180,-3196,584,112,-5212,174
4077,-2475,1078,4076,-2190,390,112,-5212,174
4079,-1773,949,3935,-1155,39,112,-5212,174
-2048,-2560,17,256,-3840,16,0,0,93
-2048,-2560,17,256,-3840,16,0,0,93
-2048,-2560,17,256,-3840,16,0,0,93
-2048,-2560,17,256,-3840,16,0,0,93
-2048,-2560,17,256,-3840,16,0,0,93
-1985,-2511,17,261,-3895,17,0,0,93
-1208,-2050,17,44,-4210,17,0,0,93
-227,-1084,17,55,-3921,17,0,0,93
-79,-104,146,56,-3146,17,208,267,554
-173,-35,71,430,-2324,17,774,1222,1334
-299,232,17,1389,-1659,17,1333,2168,1762
-35,897,55,2835,-698,17,1874,3081,1835
657,1711,94,3742,594,17,2397,3965,1574
1508,2679,17,3530,1978,17,2932,4868,954
2294,3388,17,3496,2160,17,2684,4459,148
3236,4247,17,3600,1599,17,3684,4245,871
4005,3889,155,3745,807,17,3858,3543,1079
4079,3043,587,3521,-144,17,3981,2816,959
3961,1970,631,3292,-945,17,3536,2004,573
3664,386,79,3231,-625,17,2680,1025,198
3397,-894,101,2483,-727,17,2011,285,402
3211,-1499,17,1546,-1266,17,1358,-437,257
2522,-1690,17,329,-614,116,1188,-775,144
1599,-1726,17,-872,54,20,1487,-619,108
1659,-918,17,-1157,1151,17,1715,-521,93
2204,251,17,-1038,1990,17,1768,407,206
1736,1530,37,-965,2489,17,1550,1506,209
853,2384,19,-834,2911,17,912,2475,174
324,3022,17,5,3244,17,353,3336,139
866,4345,127,601,3968,121,569,4101,1011
1487,5103,259,1233,4517,21,968,4644,1804
2038,4999,25,1489,4377,17,1298,4737,1495
1903,4764,186,1398,4065,17,1615,4707,621
1638,4540,76,1446,3834,17,1998,4839,898
1506,4446,33,1877,4068,17,2395,5017,1538
1225,4283,17,2444,3683,17,2685,4895,1802
814,3708,17,2792,2562,89,2985,4769,1715
