games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
0,-4608,17,-256,-3840,17,0,0,93
0,-4608,17,-256,-3840,17,0,0,93
0,-4608,17,-256,-3840,17,0,0,93
0,-4608,17,-256,-3840,17,0,0,93
0,-4608,17,-256,-3840,17,0,0,93
0,-4608,17,-256,-3840,17,0,0,93
2,-4393,17,-256,-3840,17,0,0,93
487,-3650,17,-256,-3840,17,0,0,93
1886,-3441,17,-256,-3790,17,0,0,93
3012,-4252,17,-121,-4068,17,-17,-510,237
2397,-5104,277,-7,-4663,55,-82,-2538,596
764,-5105,485,-91,-4908,347,-146,-4544,607
-768,-5155,420,-266,-4741,408,-197,-4770,1352
-533,-5221,16,-409,-4535,262,-238,-4377,1896
-332,-4739,17,-590,-4323,16,-271,-3979,1676
-388,-4118,160,-761,-3849,17,-301,-3594,1039
-318,-3106,327,-289,-3733,17,116,-3143,759
-153,-1835,258,393,-4138,17,1343,-2249,1410
36,-666,16,1246,-4314,17,2528,-1386,1693
1017,-31,17,2246,-3997,17,3648,-570,1631
2081,52,17,3198,-3159,17,3545,122,1260
2892,688,202,3597,-2108,17,2911,711,586
3085,1408,254,2762,-1800,17,3692,291,147
3265,2198,51,2608,-2417,17,3685,-193,396
3208,2338,17,2806,-2192,17,3203,-613,362
2772,1948,17,2707,-1331,91,2775,-1006,140
2158,1257,17,2836,-598,106,3325,-438,767
1629,428,17,2966,-140,17,3986,207,1140
2107,-156,17,3091,306,17,3552,711,1124
2440,272,17,2923,861,17,3143,1188,766
1969,1017,17,2820,1811,91,2693,1633,311
1575,1781,17,2684,3016,63,1958,1989,613
1122,2200,237,2326,3976,17,1247,2332,565
856,2845,351,1462,3694,17,1054,3025,699
704,3533,250,1521,2870,17,1122,3919,758
369,4150,17,1722,3020,17,1188,4783,467
-488,4140,90,1697,3167,17,1854,4451,181
-1642,4177,83,1920,3431,17,3092,3523,131
-2894,4075,17,2432,3074,17,4002,2727,253
-3223,3099,17,2682,2184,106,3993,2217,640
-2304,1809,17,3039,896,53,3614,1132,724
-1794,193,91,3625,-179,17,2944,-406,498
-1336,-1498,16,3531,-1520,17,2318,-1884,179
-917,-3111,17,2972,-3083,17,1889,-3029,310
-664,-4622,17,1892,-4251,22,1455,-4188,102
593,-5007,17,287,-4361,90,-583,-4852,360
994,-4111,17,-1288,-4342,17,-2519,-4796,338
75,-2884,17,-2997,-4159,17,-3499,-3892,128
-1319,-2440,17,-3940,-3246,41,-3820,-2773,131
-2557,-1608,17,-3933,-1519,39,-3737,-1213,272
-2451,-118,17,-3707,133,17,-3464,557,207
-1516,975,17,-3755,1901,17,-3225,2185,161
-378,1982,17,-3620,3408,17,-3023,3643,116
2637,-4483,17,-2840,4944,88,-2563,4858,155
2058,-4228,17,-1996,4996,25,-1489,4603,277
1187,-4427,17,-1627,4839,101,-584,4066,119
335,-4790,17,-1421,4717,44,-1305,2251,818
-800,-4596,62,-1100,4591,17,-2003,496,1154
-2102,-3912,212,-466,4178,17,-2693,-1240,1142
-3420,-3200,134,-126,3401,17,-3360,-2918,791
-4030,-2749,118,-28,2179,101,-3547,-4072,159
-3713,-3225,17,66,753,35,-2669,-3954,344
-3238,-4002,17,147,-552,17,-2450,-4802,856
-2666,-4749,17,13,-2285,17,-2362,-4548,1024
-1690,-4836,17,264,-3963,17,-2271,-3928,817
-1568,-4051,17,111,-5157,17,-1988,-3806,469
-2296,-3304,17,-142,-5146,32,-1345,-4521,96
-3208,-2769,17,-1039,-4846,248,-1395,-4781,255
-4054,-2905,150,-1914,-4573,214,-3308,-4394,93
-3936,-3779,49,-2889,-4273,17,-3994,-3685,572
-3183,-4300,17,-3785,-3740,17,-3971,-2867,706
-1894,-4284,90,-3844,-2829,18,-3487,-3345,587
-448,-4199,16,-3117,-2432,17,-2599,-4916,192
823,-4174,17,-2224,-3382,17,-1987,-4247,297
1370,-3180,17,-1442,-3684,17,-131,-4271,241
1843,-2306,17,-394,-3823,98,1686,-4366,228
2139,-1257,17,1042,-4064,58,3270,-4450,154
2610,-439,17,2340,-4173,17,3885,-3994,715
3480,-17,17,3573,-3700,17,4000,-3427,990
3827,-806,17,3797,-3172,17,3945,-2919,931
2867,-1632,17,3839,-2636,19,3891,-2423,529
2060,-2774,17,3820,-1887,17,3733,-1790,162
