games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
-256,3840,17,256,3840,17,0,0,93
-256,3840,17,256,3840,17,0,0,93
-256,3840,17,256,3840,17,0,0,93
-256,3840,17,256,3840,17,0,0,93
-256,3840,17,256,3840,17,0,0,93
-256,3840,17,256,3840,17,0,0,93
-238,3692,17,307,3704,17,0,0,93
-80,2726,17,1155,3614,17,0,0,93
3,1339,17,2131,3875,17,0,0,93
-8,-243,76,3179,4104,17,14,-560,235
-3,-1524,56,3803,3334,17,68,-2657,551
461,-2877,17,3753,2213,90,123,-4778,515
1207,-3059,17,3535,810,40,134,-5197,464
1219,-3044,17,3352,-327,17,134,-5197,464
1219,-3044,17,3187,-1380,17,134,-5197,464
1219,-3044,17,3076,-2088,17,134,-5197,464
0,4608,17,-256,3840,17,0,0,93
0,4608,17,-256,3840,17,0,0,93
0,4608,17,-256,3840,17,0,0,93
0,4608,17,-256,3840,17,0,0,93
0,4608,17,-256,3840,17,0,0,93
0,4594,17,-256,3826,17,0,0,93
-182,3951,17,-162,3254,17,0,0,93
-1210,3366,17,-10,1953,17,0,0,93
-2498,3935,17,-16,446,71,0,0,93
-3739,3787,17,-216,-346,88,965,-1012,891
-3891,2408,25,-333,-817,17,2034,-2264,1438
-3703,674,17,161,-787,17,3091,-3503,1635
-3738,-1024,17,932,-955,17,3412,-4011,1400
-3633,-2541,17,1426,-1823,17,2703,-3503,719
-3049,-4142,17,1601,-2068,17,2057,-3001,303
-1839,-4534,17,1397,-1666,17,1563,-2543,634
-1625,-3780,17,1060,-892,17,1085,-2101,622
-1985,-2673,17,354,-152,17,612,-1663,274
-1528,-1170,17,131,949,107,429,-159,344
-1281,546,88,-34,2283,16,343,1755,333
-1094,2055,40,188,3467,83,425,3470,184
-604,3677,17,1059,4656,91,1719,4394,506
934,4122,17,1721,5103,219,2874,4850,511
2443,3986,17,2022,5091,122,3631,4264,262
4028,3784,175,1899,4809,17,4003,3384,283
4079,3094,435,1592,4102,17,3981,2345,818
4079,2157,899,1644,3240,17,3960,1387,987
4079,646,813,1881,2441,17,3709,387,680
3777,-89,12,1939,1809,17,2738,-1063,340
2543,-1216,102,1159,889,17,2016,-2245,676
1317,-2316,17,-339,590,17,1333,-3363,657
-22,-2199,17,-1957,517,17,658,-4468,303
-1296,-1925,17,-3326,187,17,-536,-5149,275
-2267,-2150,22,-3287,-81,17,-684,-5214,268
-1966,-2101,17,-3287,-82,17,-684,-5214,268
-1813,-1499,17,-3287,-82,17,-684,-5214,268
-2378,-1020,17,-3287,-82,17,-684,-5214,268
2048,2560,17,0,4608,17,0,0,93
2048,2560,17,0,4608,17,0,0,93
2048,2560,17,0,4608,17,0,0,93
2048,2560,17,0,4608,17,0,0,93
2048,2560,17,0,4608,17,0,0,93
2016,2532,17,0,4582,17,0,0,93
1457,2185,17,0,4247,17,0,0,93
525,1314,17,0,4618,17,0,0,93
28,263,82,0,4943,17,-24,132,441
-263,57,53,-51,4494,17,-417,-209,1336
-748,-60,17,-730,4299,17,-789,-531,1838
-1666,-32,95,-2107,4208,17,-1111,-859,1858
-2761,-7,26,-3360,3724,17,-1380,-1181,1426
-3878,238,22,-3370,2729,17,-1651,-1506,641
-3757,1056,16,-3192,1715,17,-1840,-1733,341
-2933,955,17,-2689,932,77,-1957,-1873,686
-2332,192,17,-1766,316,16,-2065,-2002,664
-2713,-415,17,-1289,939,17,-2159,-1745,369
-3416,213,17,-1093,1797,17,-2213,-303,177
-3119,1360,17,-1662,2330,17,-2272,897,205
-1989,1927,17,-2447,1468,100,-2731,1362,353
-1626,2818,17,-3234,397,111,-4014,441,815
-2417,3506,17,-4073,-403,196,-3262,-210,810
-3347,3709,17,-4079,52,758,-2542,-838,465
-3624,2994,17,-4079,1113,779,-2697,-120,963
-3025,2827,17,-4079,2125,709,-3112,998,1465
-2600,3601,17,-4079,3288,283,-3512,2080,1617
-2243,4506,17,-3505,4025,17,-3917,3175,1424
-1936,5066,71,-2639,4303,17,-3665,4214,1489
-1606,5103,475,-1929,4902,17,-2822,4614,1421
-1816,5054,971,-1550,5103,537,-2035,4988,1021
-2469,4797,1016,-1622,5103,358,-3227,4487,686
-3156,4513,788,-1747,4751,17,-3896,3701,132
