games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
2048,2560,17,0,4608,17,0,0,93
2048,2560,17,0,4608,17,0,0,93
2048,2560,17,0,4608,17,0,0,93
2048,2560,17,0,4608,17,0,0,93
2048,2560,17,0,4608,17,0,0,93
2048,2560,17,0,4608,17,0,0,93
1873,2428,17,0,4470,17,0,0,93
1109,1970,17,0,3799,100,0,0,93
59,946,17,0,2807,40,0,0,93
-86,-460,99,137,1904,17,1011,993,568
-302,-2059,16,774,1977,17,2503,2027,900
-1823,-2421,17,706,2821,17,3912,3003,885
-2867,-1448,17,1095,3722,17,3190,3646,562
-3456,43,17,2011,4257,148,2407,4198,178
-3040,1536,17,2980,4837,194,2831,3865,557
-2538,3180,17,3199,4732,85,3469,3373,632
-1754,4497,17,3154,4025,17,3969,2933,368
-639,4969,17,3721,2958,162,3781,2988,305
449,4841,17,4080,2253,284,3959,3661,691
1882,4621,81,3871,1624,18,3757,4086,632
3366,4442,245,3154,2234,17,3594,4302,342
3966,3926,217,2493,3431,17,3847,2707,1063
4025,3255,108,1321,3703,17,3669,1196,1352
3767,1946,71,879,2776,17,3496,-281,1297
3718,470,98,927,1524,98,3326,-1726,906
3742,-1236,17,997,26,29,3158,-3155,175
4078,-2827,235,1033,-757,17,3911,-3971,310
3926,-4083,748,914,-1405,17,3671,-4219,759
3070,-4779,38,874,-2516,17,2160,-5001,810
1978,-3976,98,715,-3567,82,1149,-4504,585
823,-2907,40,702,-4536,238,699,-3316,749
219,-1686,17,735,-5593,142,724,-1699,1128
222,-120,95,711,-5867,66,749,-98,1176
99,1587,55,366,-5066,17,774,1539,870
456,3156,46,-44,-3846,17,797,3069,248
1454,4222,122,-98,-2244,17,1925,4277,166
2423,5087,113,-59,-599,93,2961,4928,415
3245,4796,820,-7,922,38,3311,4593,957
3910,4117,1090,-17,2627,17,3614,3921,1348
4079,3339,877,-191,4346,17,2630,4300,1521
4045,3226,136,79,5345,17,1656,4675,1357
3509,3981,17,103,5270,17,709,5021,861
2519,4488,17,39,4987,134,-74,4757,101
1059,4810,17,-554,4486,152,-718,3902,309
-265,4143,17,-1200,3974,17,-1348,3060,199
-1446,2982,17,-2036,3164,17,-1897,2327,170
-1730,1536,17,-2595,2126,85,-2360,1709,118
-1475,156,17,-3276,656,78,-2758,1178,94
-527,-583,17,-4008,-464,84,-3059,777,93
224,185,17,-4079,-393,664,-2958,646,208
657,1125,17,-4048,573,140,-2430,781,216
1083,2166,17,-3015,1533,17,-1931,1213,213
1367,3314,17,-1507,2132,153,-1503,2114,357
953,4280,17,-76,1984,146,-1184,3229,526
-217,4581,118,990,1663,17,-854,4383,349
-1658,4983,167,1781,1334,17,-500,4937,468
-2776,4738,54,1856,2238,17,336,4707,413
-3146,4597,21,999,3189,17,1095,4496,121
-2602,4712,70,1264,4420,17,1613,4343,222
-1663,4754,91,2085,4323,17,2113,4195,134
-591,4797,17,2640,4483,17,2535,4070,109
204,4940,17,3145,4317,22,2927,3954,93
363,4973,17,3341,4143,96,3498,3349,603
939,4546,17,3642,4309,103,3942,2528,1001
1522,3315,17,3655,3497,17,3586,1890,1021
2300,1867,17,3250,2141,17,3226,1245,694
3026,549,17,3005,764,17,2870,681,138
3729,-909,17,2538,-32,17,2369,551,104
2885,-1832,17,2073,445,17,1905,579,117
1559,-1037,17,1430,1212,17,1000,1274,165
671,488,17,141,1777,98,-73,1792,166
-327,1832,17,-1336,1663,63,-1565,1972,93
55,3302,17,-2590,1884,17,-2151,2873,325
161,4422,17,-3229,3330,17,-1684,4724,563
-633,4595,17,-2596,4588,17,-1286,4121,456
-944,3492,46,-1217,5049,47,-935,3097,136
-800,1916,101,15,5077,18,435,2723,592
-512,475,17,918,4569,17,2337,2604,844
561,154,17,1614,3660,17,3907,2501,743
917,985,17,2499,2590,171,2876,2524,357
66,1424,17,3017,2109,172,3427,2260,90
-288,2227,17,3487,1680,17,3952,2021,184
264,2916,17,3600,1938,17,3873,1842,361
838,3828,17,3583,1899,17,3794,1665,191
1734,4173,17,3990,1744,131,3568,1124,332
2202,3550,17,4078,1689,279,3376,259,296
1560,3166,17,4079,1930,558,2962,223,254
1025,3771,17,4079,2651,297,2020,2228,532
922,4493,301,3389,3921,17,1089,4210,463
781,5054,403,2093,4757,17,585,4529,211
701,5559,232,511,4580,163,216,4570,210
414,5749,33,-1115,5067,175,-1756,4468,133
132,5143,17,-2485,5091,113,-3495,4365,147
39,4317,17,-3729,4311,578,-3897,3848,658
-400,3575,17,-4078,2905,277,-3169,4555,433
-1132,4065,17,-2905,2551,17,-2413,4938,202
-1796,4842,149,-1428,3379,17,-2075,5035,231
-2684,4797,268,-888,4659,17,-3247,4265,181
-3486,4503,134,226,4648,45,-3991,3594,302
-4054,3749,187,1058,4691,17,-3970,3031,498
-4038,2535,384,916,4593,17,-3920,2409,351
-3679,1381,320,250,4330,17,-2841,2243,226
-3302,142,115,-241,3481,17,-1825,2190,244
-3086,-1110,17,-1209,2170,159,-1427,2570,94
-3048,-2438,98,-2457,1038,132,-1787,3449,93
-3003,-4049,16,-3383,415,17,-2088,4214,93
-2062,-5089,102,-3340,969,17,-2338,4860,93
-718,-4575,17,-3112,2021,98,-2489,5026,303
-230,-2901,96,-2796,3204,16,-2610,5023,287
103,-1280,39,-1932,3991,17,-1898,4730,413
850,308,17,-1021,4360,55,-836,4317,391
1972,1559,17,-10,3936,192,289,3641,177
2343,2406,17,876,3373,72,1427,2798,153
2398,1997,84,1885,3187,17,2215,2091,183
2514,1200,109,2726,3749,17,2060,1518,342
2617,483,17,3468,3823,17,1915,983,160
2177,552,17,3180,2860,17,1819,499,178
1224,301,117,2100,2325,17,1987,1057,451
466,138,19,1977,2262,17,2188,1751,440
-217,637,17,2433,2498,17,2374,2399,103
66,1424,17,2397,2514,17,2268,2368,101
-38,2462,17,1817,1917,46,1711,1802,175
-206,3484,17,670,1109,118,792,765,452
-818,4271,17,-401,121,17,-169,-327,432
-1366,4235,17,-1403,-550,17,185,-463,877
-1044,4499,101,-1966,276,17,840,-372,1148
-500,4909,32,-1179,590,17,1473,-285,1070
-365,4858,17,154,638,17,2092,-199,656
-32,4321,17,1874,499,17,2654,-140,177
567,3604,17,3207,463,17,3065,-191,446
1408,3017,17,3626,157,17,3453,-238,357
1888,2177,17,3763,-412,94,3958,-634,178
1751,1235,17,4023,-1040,108,3766,-1144,350
894,1355,17,3969,-1292,58,3879,-1193,520
1114,2161,17,4000,-1071,83,3904,-1090,522
1920,2467,17,3867,-980,119,3354,-826,329
2672,2893,17,3193,-1481,90,2168,-167,89
2233,3664,17,2771,-2036,17,1191,354,167
1291,4230,17,2043,-2106,17,236,855,118
400,4773,17,2010,-1231,17,-1463,964,97
-93,4952,17,2034,-98,99,-3232,1022,93
