games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
2048,2560,17,256,3840,17,0,0,93
2048,2560,17,256,3840,17,0,0,93
2048,2560,17,256,3840,17,0,0,93
2048,2560,17,256,3840,17,0,0,93
2048,2560,17,256,3840,17,0,0,93
2048,2560,17,256,3840,17,0,0,93
1926,2463,17,255,3934,17,0,0,93
1130,1905,17,-52,4206,17,0,0,93
193,860,17,-63,3852,17,0,0,93
279,65,92,-20,3093,17,913,-48,666
609,-76,21,430,2424,17,2369,-219,1330
1163,-75,66,1527,2809,17,3809,-388,1650
2288,9,97,2798,3768,17,3357,-450,1058
3264,243,17,2705,4983,28,2680,-494,87
3529,1422,17,1687,4832,17,1937,416,516
3563,2524,17,1091,3772,17,1159,1599,559
3312,3665,17,461,2516,214,476,2320,497
2519,4406,17,-433,3039,500,114,873,1264
1291,4260,99,-1356,3965,493,-235,-526,1657
47,4135,48,-2187,4799,174,-577,-1894,1696
-1413,4098,17,-2842,5054,260,-903,-3202,1400
-2679,3956,17,-3226,4790,179,-1229,-4510,761
-3419,2849,17,-2775,4297,17,-1485,-4617,189
-3505,1538,17,-1929,4383,17,-1668,-3975,483
-2820,-86,17,-906,4514,17,-1847,-3346,424
-2298,-1747,97,-145,4581,17,-2016,-2753,122
-2117,-3226,162,-113,3954,17,-1434,-2851,337
-2019,-4673,17,-87,3037,17,-276,-3446,292
-2367,-4604,17,200,2234,17,780,-3979,163
-3064,-3970,17,949,2517,17,1686,-4420,116
-2823,-2827,17,625,3184,17,2443,-4782,92
-1350,-2000,17,-8,2757,17,3111,-4818,330
3,-964,17,612,2289,17,3824,-4089,695
1534,-327,17,963,3009,17,4000,-3023,746
2938,-760,52,548,3741,17,3995,-1761,454
4027,-792,303,723,4093,17,3952,-1295,140
4079,-684,404,1003,3649,17,3834,-1951,93
4076,-1239,237,1051,2838,17,3674,-2460,93
3715,-2520,17,1895,2813,17,3550,-2851,93
2735,-3321,17,2530,2276,17,2425,-4200,641
1561,-4224,105,2016,1694,17,1032,-4577,1254
555,-5009,20,887,1199,105,-63,-3678,1446
504,-4800,17,-393,639,29,-1133,-2798,1297
-350,-4431,17,-1851,-41,17,-2180,-1938,813
-1104,-3895,82,-3046,-941,71,-3191,-1214,158
-2002,-2745,93,-4059,-1999,169,-3889,-2618,801
-2800,-1562,17,-4075,-1903,227,-3296,-3638,970
-3424,-458,17,-3818,-1477,16,-2729,-4613,798
-3483,793,17,-3328,-1899,17,-2193,-4723,355
-2487,1020,17,-3397,-1657,17,-2748,-3693,140
-1737,436,17,-3570,-1177,17,-3893,-2468,105
-924,863,17,-4081,-1022,334,-3992,-1637,610
-670,1901,17,-3980,-1017,601,-3669,317,873
-1359,3091,17,-4005,-992,524,-3373,2102,772
-2587,3940,171,-4021,-958,116,-3081,3869,337
-3465,4546,169,-3677,-233,17,-3082,3515,616
-3650,4294,94,-2794,482,17,-2460,2184,941
-3219,3948,17,-1273,616,17,-1851,883,921
-2269,3598,17,-539,-317,17,-1255,-389,563
-1291,2309,17,-347,-1103,17,-731,-1525,196
-608,855,17,192,-2007,17,-351,-2401,393
382,-433,17,225,-2934,105,9,-3229,236
1322,-1767,17,325,-4444,97,475,-4587,501
1690,-2682,17,533,-5893,75,1065,-4667,158
1703,-3173,237,879,-5748,290,1395,-4224,561
1772,-3822,564,611,-5427,20,1577,-3965,654
1634,-4627,594,363,-4770,17,993,-4654,687
1458,-5083,544,732,-3939,17,522,-5210,471
2488,-4276,991,1654,-3095,17,522,-5210,471
3620,-3391,1141,2588,-2459,17,522,-5210,471
4010,-2670,972,3045,-1846,17,522,-5210,471
0,4608,17,256,3840,17,0,0,100
0,4608,17,256,3840,17,0,0,93
