games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
-2048,-2560,17,0,-4608,17,0,0,93
-2048,-2560,17,0,-4608,17,0,0,93
-2048,-2560,17,0,-4608,17,0,0,93
-2048,-2560,17,0,-4608,17,0,0,93
-2048,-2560,17,0,-4608,17,0,0,93
-2048,-2560,17,0,-4608,17,0,0,93
-1934,-2476,17,0,-4518,17,0,0,93
-1134,-1928,17,0,-3933,17,0,0,93
-254,-838,19,0,-3023,17,0,0,93
209,18,89,15,-2150,17,554,321,404
1323,-170,34,691,-1577,17,1564,1031,659
2485,-305,17,2093,-1021,17,2563,1733,568
3772,373,17,2428,-294,17,3540,2420,133
4079,1803,335,1672,-42,17,3857,2797,321
3518,3198,188,811,86,17,3284,3302,393
2450,4074,59,407,987,17,2405,4190,325
1083,4754,17,-169,1829,17,1595,5001,167
916,4814,17,-241,2556,17,93,4848,105
1200,4238,17,-1137,3167,17,-1483,4578,102
807,3346,68,-2276,2753,17,-1910,3128,593
418,1979,108,-2761,1515,17,-2092,1426,882
-3,578,16,-3186,96,94,-2275,-297,826
205,-1124,17,-3565,-1619,25,-2452,-1962,425
87,-2729,17,-3537,-3095,17,-2634,-3347,256
-152,-4270,17,-2835,-4338,17,-2841,-4561,361
-877,-4774,17,-2395,-4600,17,-2584,-4620,223
-2045,-4269,76,-2102,-4360,129,-2191,-4210,185
-2822,-3525,101,-2149,-4454,163,-1214,-4704,889
-3568,-2990,17,-2111,-4526,17,-426,-3902,1082
-4077,-3383,234,-1350,-4634,17,336,-3127,929
-3680,-3961,15,-348,-5030,17,1089,-2360,434
-2650,-4116,17,377,-5018,17,1477,-2514,137
-1582,-4261,17,999,-4445,17,1375,-3470,204
-779,-4768,124,1085,-3953,124,618,-4621,369
-576,-5502,581,1006,-3541,99,232,-5207,326
-879,-5394,316,1392,-2000,42,232,-5207,326
-719,-5467,21,1770,-566,47,232,-5207,326
-643,-5510,23,2083,407,44,232,-5207,326
256,-3840,17,0,-4608,20,0,0,93
256,-3840,17,0,-4608,16,0,0,93
256,-3840,17,0,-4608,16,0,0,93
256,-3840,17,0,-4608,16,0,0,93
256,-3840,17,0,-4608,16,0,0,93
256,-3840,17,0,-4608,16,0,0,93
187,-3451,17,0,-4436,98,0,0,93
-2,-2373,17,0,-4018,69,0,0,93
-17,-953,17,0,-3465,17,0,0,93
283,-17,103,0,-2951,17,-85,-128,96
820,219,23,-174,-2030,17,-212,-341,93
1353,409,17,-343,-631,75,-317,-453,101
1899,-141,17,417,644,121,1028,1417,380
2308,-1394,100,1363,2070,17,2323,3183,320
2809,-2859,48,2671,2849,17,3322,4603,373
3070,-4181,17,3567,1886,17,3195,4700,1185
1972,-4878,17,3614,643,17,3073,4793,1627
530,-4074,17,3138,-12,17,2936,4856,1722
-706,-2918,17,3091,93,17,2797,4867,1478
-434,-1571,17,3152,527,17,3435,4032,1389
728,-762,17,3473,1092,17,3968,3222,968
1970,-539,17,3565,1920,17,3615,2682,459
2435,579,17,3278,2817,17,3233,2876,165
1837,1338,17,2949,3594,17,2817,3557,137
693,1634,17,1813,3650,100,1803,3910,469
-119,2912,143,665,3551,28,552,4282,737
-821,4284,340,178,3312,17,-685,4649,650
-1312,5103,589,-296,3082,17,-1003,5021,807
-1191,5103,861,-751,3452,17,-1122,4820,687
-1495,5103,1171,-1383,4204,17,-1748,4582,540
-2088,5103,634,-2402,3957,17,-3102,4309,492
-2715,4833,16,-3572,3679,22,-3843,3754,114
-3586,3644,17,-3970,3287,152,-3855,3497,367
-4054,2164,156,-3998,3086,250,-3458,3502,347
-3703,616,17,-3928,2924,152,-3112,3487,140
-2768,-413,17,-3670,3123,17,-2918,3405,173
-1406,270,17,-2752,3262,17,-2162,3771,141
-24,1095,17,-1405,3987,43,-1086,4386,102
1325,1523,17,-54,4824,103,-980,4619,561
1349,2750,17,868,5396,79,-1422,4662,1039
-27,2911,17,879,5626,363,-1881,4706,1183
-1281,2827,17,765,5925,110,-2299,4746,987
-2527,3925,24,841,5164,35,-2737,4788,433
-2805,5032,294,1270,4275,17,-3394,4480,244
-2720,5090,409,2332,4149,17,-3929,3882,294
-2764,4687,16,3380,3865,17,-3926,3286,132
-2652,3520,17,3711,2392,17,-3697,2848,93
-3601,2286,55,3674,666,17,-3514,2531,93
-3981,1937,66,2932,-687,17,-3653,2606,361
-3512,2365,17,1576,-503,17,-2973,2652,276
-2620,2538,75,585,311,17,-2415,2667,177
-1313,2701,96,69,1029,17,-1344,3385,423
6,2831,17,-535,1382,17,-275,3863,392
1098,2767,113,-844,762,17,1033,3177,306
2323,3079,176,-295,-21,17,1719,3138,148
3610,3476,15,619,176,17,2009,3237,114
4079,3470,608,1436,502,17,2311,2960,106
4079,2698,774,2372,1062,17,2886,2107,122
4079,1571,288,3491,1330,111,3810,909,382
3879,198,96,4080,1239,325,3392,-98,721
3608,-1358,82,4079,639,470,2679,-1021,700
3362,-3017,17,3866,-398,16,1982,-1923,333
2761,-4530,17,2584,-1509,17,1451,-2632,268
1435,-4474,17,1562,-2872,17,1041,-3197,292
499,-3440,110,1573,-4316,17,623,-3145,306
-628,-2475,34,747,-4731,17,1010,-2880,661
-1813,-1991,17,916,-3779,17,1371,-2633,654
-2399,-2900,17,1522,-2928,17,1736,-2383,300
-1607,-3333,17,2111,-1885,92,2246,-1655,405
-545,-2628,17,2767,-696,16,2998,-313,711
122,-1321,17,3613,120,17,3710,954,664
-213,217,17,3720,1404,17,3764,1988,334
-817,1688,17,3416,2890,104,3274,3104,321
-532,2907,17,2983,4489,21,2664,4692,523
800,3718,17,1782,4732,17,2171,4309,309
2332,3592,115,73,4818,17,2616,3304,264
3889,3005,59,-1493,4298,17,3967,2140,340
4079,2231,475,-2737,3359,17,3140,1411,101
3934,769,37,-3420,1727,17,2521,836,171
3226,-660,17,-3689,116,17,1755,-115,230
2107,-1814,86,-3515,-1581,17,811,-1512,250
956,-3083,63,-3304,-3133,17,-40,-2770,148
-242,-4323,57,-2246,-4497,17,-292,-4654,279
-1128,-4207,465,-2241,-4799,227,-342,-5210,261
-2106,-3113,854,-3558,-4364,453,-342,-5210,261
-3164,-1929,907,-4079,-3433,420,-342,-5210,261
-4046,-885,638,-4079,-2628,405,-342,-5210,261
-256,-3840,17,256,-3840,17,0,0,93
-256,-3840,17,256,-3840,17,0,0,93
-256,-3840,17,256,-3840,17,0,0,93
-256,-3840,17,256,-3840,17,0,0,93
-256,-3840,17,256,-3840,17,0,0,93
-256,-3839,17,256,-3839,17,0,0,93
-533,-3479,17,185,-3351,17,0,0,93
-1620,-3716,17,-7,-2086,17,0,0,93
-2865,-4190,17,-42,-618,82,0,0,93
-3556,-3435,17,490,419,120,-250,117,93
-3054,-2357,17,957,1044,16,-594,206,93
-2172,-1130,17,539,988,17,-890,273,93
