games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
256,3840,17,0,4608,17,0,0,93
256,3840,17,0,4608,17,0,0,93
256,3840,17,0,4608,17,0,0,93
256,3840,17,0,4608,17,0,0,93
256,3840,17,0,4608,17,0,0,93
256,3840,17,0,4608,17,0,0,93
228,3645,17,0,4484,17,0,0,93
91,2769,17,0,3915,17,0,0,93
41,1320,17,0,3029,17,0,0,93
-34,-170,93,0,2403,17,2,-479,93
-118,-1663,21,358,1859,17,17,-2553,93
646,-2992,17,1246,1847,17,-342,-3367,420
2001,-3644,17,1415,1109,17,-1342,-2267,1075
3683,-3822,17,475,1135,17,-2378,-1128,1402
4078,-2338,262,-666,2083,17,-3356,-51,1367
3787,-746,21,-1681,2348,17,-3827,803,1045
3352,865,113,-2511,1870,17,-3436,1312,467
2894,2424,17,-3974,1142,110,-2502,1420,208
2125,3633,17,-4079,1003,280,-1745,1427,290
1428,4564,17,-4062,1604,176,-1012,1434,119
1053,4646,17,-3929,2435,37,-378,1439,124
1144,4664,17,-3685,3467,17,112,2054,281
873,4688,17,-2937,4239,17,444,3177,316
546,4522,215,-1826,4787,17,121,4419,261
27,4155,173,-944,4506,17,-1579,4156,142
-462,3842,17,-997,4159,17,-3066,3915,144
-1118,4136,17,-670,4575,17,-3984,3655,389
-1282,4887,17,-188,5187,17,-4002,3331,864
-1320,4943,18,117,5574,26,-3767,3257,1175
-1484,4998,26,54,5493,23,-2817,3895,1765
-1022,4986,17,54,5493,23,-1936,4487,1901
-415,4983,234,54,5493,23,-1123,5026,1517
-120,4841,496,-57,5311,17,-592,4761,859
-133,4697,489,-226,5099,17,-451,4765,110
-222,4561,227,-269,5027,17,-364,4406,475
-444,4309,17,-291,4548,218,-277,4052,492
-369,3754,228,-29,3620,377,-265,3159,109
-278,3178,347,410,2587,270,-287,2065,282
-155,2598,122,577,1733,17,-409,1593,460
-247,1786,19,-86,1582,17,-554,1294,373
-1117,822,103,-1081,626,86,-809,352,179
-2038,7,16,-2005,-468,29,-1132,-1132,133
-3568,50,17,-1955,-2038,17,-1395,-2453,95
-3837,1378,16,256,3840,17,-1068,-3790,215
-2372,1906,17,256,3840,17,-65,-5200,270
-1024,1291,17,256,3840,17,-65,-5200,270
18,358,17,256,3840,17,-65,-5200,270
820,-183,17,256,3840,17,-65,-5200,270
1438,-531,17,278,3760,17,-65,-5200,270
-256,3840,17,1024,3452,17,0,0,93
-256,3840,17,2319,3780,17,0,0,93
-256,3840,17,3564,4098,17,0,0,93
-256,3840,17,3991,3227,74,0,0,93
-256,3840,17,3704,1762,17,0,0,93
-252,3754,17,3117,169,19,0,0,93
-65,2888,17,2546,-1332,179,0,0,93
24,1500,17,2020,-2701,121,0,0,93
2705,4523,17,1032,-3909,17,535,111,212
2979,4111,17,-684,-4131,17,2149,-207,424
2530,3601,22,-2363,-4194,17,3801,-533,295
1438,3762,172,-3478,-3343,17,3146,-834,114
386,3970,84,-2806,-2202,17,2092,-1389,131
-658,4358,17,-1336,-2267,82,564,-2625,97
-1588,4103,17,8,-2171,74,-728,-3655,93
-1559,3379,17,1267,-1736,17,-2217,-4196,246
-657,3163,17,2412,-552,17,-3965,-3668,484
255,2776,17,3503,488,17,-2955,-3120,382
897,3280,17,3485,2115,17,-2030,-2633,164
346,3953,17,3222,3760,17,-1112,-2172,332
-94,4452,17,2154,4553,17,500,-1278,540
529,4712,17,1436,3808,87,1988,-453,399
1365,4071,57,1245,2818,80,3404,331,168
2596,2789,85,1659,1915,17,3684,894,404
3771,1639,17,1882,992,17,3053,1340,460
4079,443,844,1366,169,17,2420,1874,168
4043,-1040,1257,706,-657,17,1870,2974,211
3474,-2659,1158,296,-1579,22,1604,3544,366
2963,-4098,987,213,-2872,323,2162,2270,1278
2517,-5103,433,307,-3878,404,2700,1038,1820
2974,-4744,19,410,-4765,240,3204,-130,1847
3316,-3986,17,783,-5504,24,3670,-1226,1377
2533,-2927,17,879,-5306,267,2919,-2171,803
1172,-2177,75,914,-4804,148,1889,-3065,193
-467,-2129,88,947,-4067,17,1209,-3635,538
-2082,-2032,17,592,-2868,17,536,-4199,535
-3149,-856,17,-554,-2185,17,653,-3568,774
-3655,563,17,-539,-1110,17,775,-2922,668
-2868,1278,17,-359,138,17,892,-2298,219
-2082,547,17,-238,1365,17,-347,-3126,525
-2722,-680,138,-122,2469,17,-1571,-3977,538
-3763,-1778,128,-132,3618,17,-2838,-4859,200
-4079,-2524,493,-79,3770,17,-3444,-4250,1644
-4064,-3282,177,-16,3564,17,-3380,-3189,1669
-3476,-4201,18,-79,2625,17,-3178,-2018,1058
-2488,-4324,17,468,1937,17,-2988,-924,150
-1801,-3696,17,1352,2345,17,-3541,183,488
-1657,-2525,93,2223,2958,17,-2451,989,441
-1647,-1089,24,3018,4198,17,-1433,1743,107
-1474,170,17,2258,5019,34,-621,2367,234
-1269,1540,17,1323,4663,17,-69,2428,330
-706,2565,17,776,3967,17,14,1291,799
17,2183,55,455,3635,17,93,217,905
416,1057,134,-40,3958,17,171,-845,675
745,-113,23,-27,4628,17,247,-1872,120
305,-933,17,31,4869,17,359,-2546,358
-640,-993,17,40,4905,17,274,-953,353
-1509,-475,17,55,4957,17,141,1156,128
-1863,463,17,69,5196,17,-627,837,376
-2693,1444,112,-169,5011,17,-1715,-424,371
-3524,2274,81,-206,4943,17,-2722,-1585,127
-3961,2808,54,-52,5439,20,-3568,-2419,218
-3486,2636,17,-54,5555,25,-3732,-998,557
-2588,3453,17,151,5104,172,-3211,188,529
-1335,4254,32,275,4356,326,-2744,1293,196
184,5129,253,139,3239,393,-3143,1137,160
778,5103,381,-135,1618,358,-2730,1520,428
629,4695,264,-406,6,21,-1982,2122,595
440,4327,17,-140,-319,17,-1167,2894,660
339,4259,17,-256,3840,17,-173,4006,772
-2048,2560,17,-256,3840,17,766,5058,542
-2048,2560,17,-256,3840,17,590,5214,364
-2048,2560,17,-256,3840,17,590,5214,364
-2048,2560,17,-256,3840,17,590,5214,364
-2048,2560,17,-256,3840,17,590,5214,364
-2048,2560,17,-138,4091,17,0,0,93
-1647,2243,17,4,4142,17,0,0,93
-664,1477,17,73,3567,17,0,0,93
-63,178,103,143,2804,17,0,0,93
-51,30,86,1020,2592,17,0,0,93
137,-105,17,1473,3491,17,0,0,93
802,-53,75,2331,4067,17,0,0,93
1902,76,84,3061,3955,17,0,0,93
2896,469,17,2978,4239,17,-10,63,138
3223,1462,17,2750,4620,17,724,-48,402
3536,2592,17,2181,5055,58,1450,-172,317
3495,3745,17,1252,4911,17,2334,-87,140
3080,4629,18,636,5054,92,3455,309,100
1912,5097,124,748,4842,279,3995,903,459
623,5013,254,886,4460,225,3971,1709,849
-830,4664,233,1109,3976,17,3564,3057,751
-2474,4260,43,1333,2952,116,3058,4567,287
-3769,4194,104,1584,1223,182,2188,4997,461
-3915,3163,29,1804,-297,22,1307,4979,544
-2955,3100,22,3036,-913,17,820,4694,595
-2007,3818,102,3701,323,17,978,3989,881
-888,4696,17,3596,2045,17,1138,3275,814
-151,5045,17,3593,3734,17,1288,2601,408
123,5033,17,3750,4289,277,1856,2832,502
-11,5049,17,3113,4677,24,2426,3082,270
512,4982,17,2494,3776,17,2856,3296,217
1111,4181,17,1830,2367,98,3219,3497,158
1118,3266,17,827,1083,28,3554,3683,135
275,2726,17,-699,838,17,3616,3878,193
-331,2695,17,-2181,377,17,3459,4068,108
-905,2536,93,-3784,55,17,3023,3842,97
-1632,2329,16,-4042,1284,132,2490,3191,94
-2222,2644,17,-3511,2609,17,1426,2057,95
-2498,3675,17,-2305,3604,17,455,1793,284
-3028,4543,17,-2261,4519,17,-224,2302,311
-2594,5026,39,-3115,4471,148,-915,2239,357
-2393,4868,17,-3753,4182,208,-1642,1645,390
-2321,4353,17,-3970,3817,91,-2390,2255,543
-2690,4267,17,-3402,3935,17,-3130,3593,649
-2965,4232,217,-2898,4442,17,-3446,4353,618
-3321,4045,186,-3351,4494,114,-3228,4364,491
-3583,3951,17,-3702,4222,129,-3028,4478,390
-3262,4266,87,-3663,3822,17,-3121,4608,898
-2490,4768,78,-3247,3902,17,-3203,4724,1055
-2026,5017,32,-3526,4199,126,-3148,4654,842
-1935,4997,26,-3720,4150,158,-3092,4583,269
-1565,4948,18,-3791,4009,51,-3335,4539,478
-1343,5103,435,-3857,3709,22,-3487,4377,734
-1750,4734,727,-3093,3201,17,-3630,4223,639
-2321,4118,648,-2136,2385,17,-3774,4070,203
-2865,3560,289,-1892,795,17,-3332,4386,514
-3507,2989,17,-2176,-628,17,-2632,4748,843
-3923,1763,34,-1722,-1081,17,-1923,4968,873
-3752,259,17,-1644,-1311,17,-1587,4251,833
-3063,-1310,114,-2079,-1877,17,-1586,2774,722
-2134,-2383,140,-1827,-2533,17,-1585,1378,273
-1075,-3342,19,-952,-2277,17,-1563,274,308
2688,4608,34,268,-1585,91,-1534,-703,302
2801,4371,17,1595,-824,17,-2026,-1300,226
2847,3754,17,2827,-288,17,-2456,-1804,163
1952,3767,17,3893,504,26,-1575,-2534,528
1628,4532,17,3106,979,17,138,-3410,889
1576,4578,17,2011,1091,17,1757,-4237,901
1203,4839,17,1312,1608,17,3005,-4620,568
387,4942,17,1172,2446,17,2875,-3606,166
-653,4425,49,1631,3248,78,2746,-2762,371
-1892,3481,135,1667,4930,67,2624,-1964,221
-3130,2285,88,1677,5053,418,2516,-1254,188
-3946,1192,43,1688,5016,462,2322,-466,111
-3177,142,17,1713,4974,144,1899,597,94
-1963,837,17,1525,4930,17,1714,1797,121
-1106,2385,17,945,4828,17,1377,3196,411
-710,4099,17,224,5310,17,376,4355,1380
-561,5119,17,-212,5232,17,-498,4690,1510
-879,5423,181,-482,4807,32,-1241,4087,745
-825,5897,103,-742,4255,339,-2175,3710,106
-360,5690,30,-1202,4380,399,-3320,3674,94
464,5314,17,-1698,4514,136,-3902,3988,359
900,4441,17,-2334,4294,17,-3212,4555,711
1032,3443,17,-3292,4081,17,-2346,4952,742
314,3016,17,-3574,3813,17,-1139,4444,541
-726,3235,17,-3680,3460,17,-1046,4046,1091
-2203,3259,116,-3696,2830,200,-1947,3748,1659
-2985,3170,124,-3507,2432,154,-2631,3437,616
-3514,3195,17,-3422,2272,17,-3112,3219,467
-3221,3675,17,-3103,1881,17,-3481,3051,899
-2626,4099,17,-2292,2359,17,-3838,2890,969
-1699,4172,17,-1166,2972,17,-3896,2756,786
-931,4773,17,404,3265,113,-3681,2666,377
-181,5180,17,1931,3508,59,-3211,2894,127
738,4921,137,3103,4164,17,-2856,3001,192
1924,4566,81,2248,5001,27,-2398,3320,183
2912,4231,17,1191,4624,17,-1250,5006,408
3504,3378,17,511,3737,107,-384,3911,213
3627,2303,17,-114,2784,16,710,3216,344
3601,1371,17,-321,3249,17,2811,3103,736
3550,314,17,-179,4045,17,3527,3023,743
2825,-130,17,360,4580,17,2349,2985,379
2225,681,107,1170,4731,17,1249,3944,203
1678,1951,73,2351,4902,17,1087,4871,599
1135,3290,17,3416,4320,147,2687,4680,1484
1099,3264,210,4029,3328,325,3401,3910,1537
1601,1781,312,4080,2601,358,3602,2850,1002
2058,430,93,4078,2647,271,3968,2072,267
2552,-945,52,3990,2696,73,3755,3294,378
2048,2560,17,3901,2711,28,3412,4432,192
2048,2560,17,3877,2715,23,2578,4731,208
2048,2560,17,3858,2717,20,1836,5003,145
2048,2560,17,-2048,2560,17,1270,4910,92
2048,2560,17,-2048,2560,17,457,5130,236
2038,2550,17,-2048,2560,17,238,5211,243
2053,1956,17,-2048,2560,17,238,5211,243
3088,1854,17,-2048,2560,17,238,5211,243
3516,2829,17,-2038,2550,17,238,5211,243
3117,4116,17,-1555,2067,17,0,0,93
1891,4698,17,-817,1133,17,0,0,93
484,5027,17,181,115,144,0,0,93
447,5041,17,1532,-665,82,0,0,93
773,4916,17,2090,-776,17,0,0,93
429,5057,17,2584,-319,17,0,0,93
15,4714,122,3402,-119,17,0,0,93
-476,4200,387,3705,883,17,0,0,93
-1238,3454,736,3433,2487,17,-418,468,93
-1921,2452,673,2836,3744,17,-1822,2010,93
-2537,1543,240,1409,4423,17,-3126,3449,93
-3051,741,86,251,3998,17,-3746,4180,547
-3257,267,17,-472,3125,83,-3682,4214,1184
-3193,-240,17,-1330,1751,113,-3619,4248,1462
-3409,-1094,17,-2188,609,17,-3105,4004,1776
-3158,-2102,17,-2657,-697,17,-2495,3702,1827
-1977,-2268,17,-2771,-1876,125,-1905,3411,1537
-910,-1414,17,-2565,-3435,177,-1335,3129,924
-150,-213,17,-2343,-4889,39,-767,2845,161
1069,63,115,-1815,-5013,33,-1155,1547,1193
2595,277,204,-1709,-4306,17,-1669,109,1957
4075,503,218,-923,-3453,17,-2113,-953,1455
4077,1037,250,395,-2453,17,-2553,-2005,622
3878,1942,57,1733,-1355,17,-2076,-3551,542
3448,3057,127,3040,-314,17,-1239,-4889,591
2968,4325,17,3560,1089,17,-578,-3871,263
1926,4916,17,2883,2723,17,233,-2763,714
786,4630,17,2037,3983,17,1035,-1666,823
259,3446,78,1367,4837,17,1847,-557,578
-303,2127,99,1019,4960,17,2170,500,639
-992,1199,17,696,5118,17,2263,1601,683
-2047,1438,17,217,5406,19,2353,2665,377
-2345,2331,17,5,5168,17,3030,3671,545
-2921,3243,17,-58,5126,17,3466,4048,841
-3052,4251,17,216,5357,18,2883,3426,742
-2357,4692,17,168,4898,17,2326,2832,298
-1561,3849,17,-246,4046,17,1280,2963,102
-844,2280,17,-1531,3129,166,-34,3298,98
-603,798,140,-2746,2332,208,-2963,3079,93
-276,-842,385,-3994,1490,71,-3992,2946,1073
348,-2472,633,-3786,244,15,-3706,2869,1930
1098,-3784,830,-2626,-669,17,-3132,2822,1784
1925,-5110,725,-985,-1322,17,-2618,2780,1314
2746,-5085,613,153,-1918,17,-2074,2737,469
3508,-4526,224,502,-2580,17,-1464,1816,1140
3472,-3970,17,379,-3054,17,-852,525,1951
2866,-3901,17,70,-3735,153,-472,-489,1377
2277,-3104,17,-354,-4818,210,-108,-1458,478
1602,-1588,17,-758,-5846,102,156,-2156,466
1003,72,17,-810,-5713,37,367,-2714,763
641,1524,17,-546,-5000,17,207,-3752,923
871,3246,17,-2,-3635,17,-11,-4860,786
316,4431,17,35,-2130,17,-87,-4457,411
-385,5030,17,-4,-409,17,-868,-4122,505
-604,5011,17,36,1347,17,-2081,-3487,814
-1264,4453,17,-17,2949,17,-3294,-2852,781
-2300,3453,17,-674,4378,17,-3733,-2273,475
-3084,2091,17,-1347,4860,17,-3173,-1692,218
-3461,394,17,-1968,4417,139,-3623,-311,774
-3098,-1003,17,-2663,3486,103,-3971,996,962
-3775,-2468,17,-3433,2187,17,-3713,2089,733
-2552,4455,17,-4053,713,150,-3461,3158,164
-1923,4173,17,-2304,4608,34,-3089,4034,370
-1343,3583,17,-2162,4317,17,-2363,4975,387
-434,3466,17,-1416,4384,17,-2174,4118,206
-255,4370,17,1,4738,98,-2888,2757,96
56,4995,17,1680,5056,65,-3522,1517,94
650,4945,17,3049,4561,17,-3986,471,192
1444,4941,17,3294,3878,17,-3812,-1101,316
2111,4892,17,3411,4010,17,-3652,-2742,175
2382,4204,92,3193,4054,17,-3315,-4383,285
2705,3313,374,3091,4032,17,-1881,-4552,257
3015,2112,702,2995,3975,242,-605,-4326,200
2780,1103,661,2787,3570,407,714,-3660,148
2506,77,341,2639,3022,303,2024,-2783,112
2142,-584,17,2512,2484,17,3456,-1839,93
1633,-68,17,2948,2159,17,3994,-1187,561
700,425,94,3267,2735,17,3779,-337,1202
-469,1048,17,2286,3210,17,3576,467,1464
-1433,850,17,828,2913,17,3376,1262,1380
-1810,-98,124,-683,2098,17,3182,2030,959
-1807,-1244,86,-1967,1201,17,2990,2790,198
-2184,-1642,17,-3438,231,102,2901,3345,447
-2387,-917,75,-4076,-717,243,2869,3480,787
-2500,255,82,-4079,-622,403,2909,2997,1089
-2480,1450,17,-4079,-728,810,2948,2529,1041
-1880,2303,17,-4079,-1248,681,2776,1910,892
-1109,3117,17,-3827,-1078,15,1299,1563,1389
-722,4117,17,-3730,-113,17,-231,1204,1553
-433,4824,17,-3728,1192,93,-1643,872,1372
-329,4850,17,-3705,2644,17,-3073,536,850
-240,4746,17,-3314,3838,17,-3709,273,124
17,4302,17,-2210,4369,17,-2982,156,296
55,4090,17,-1102,3863,17,-2239,35,179
130,3365,17,-189,3257,17,-1512,-471,266
58,2423,17,125,2496,17,-645,-1878,405
-59,1478,17,83,1595,268,253,-3336,197
-841,767,17,-44,417,531,1706,-3484,266
-1368,-35,17,-427,-1071,495,3517,-2845,233
-1973,-767,17,-757,-2380,220,3541,-2345,869
-2644,-1020,17,-1053,-3555,17,2986,-1924,1452
-2946,-1263,17,-814,-4450,106,2437,-1507,1692
0,4608,17,-314,-4102,522,1882,-1086,1579
0,4608,17,249,-2741,959,1370,-697,1143
0,4608,17,767,-1487,1052,852,-304,362
0,4608,17,1350,-80,803,509,5,452
0,4608,17,2048,2560,17,240,275,631
0,4608,17,2048,2560,17,39,74,462
0,4313,17,2048,2560,17,48,-1945,178
0,4579,17,2048,2560,17,-24,-3549,307
0,5045,17,2048,2560,17,-660,-3925,284
73,4677,17,2048,2560,17,-844,-4824,246
877,4427,17,1678,2189,17,-791,-5206,253
2053,4181,17,879,1208,17,-791,-5206,253
3094,3969,17,26,169,97,-791,-5206,253
3048,3183,17,-449,30,60,-791,-5206,253
3076,2637,30,-773,-310,17,0,0,93
3741,2147,285,-1357,-553,17,0,0,93
4079,1695,299,-2211,-142,17,0,0,93
3773,672,17,-3095,1,17,0,0,93
3290,-666,17,-3915,483,31,0,0,93
3818,-2289,126,-3769,1917,17,0,0,93
4074,-3106,223,-3310,3368,17,0,0,93
3748,-2815,15,-2578,4661,17,0,0,93
3229,-3460,17,-1196,4905,17,115,59,203
3613,-4377,163,-369,4870,17,1369,169,731
3665,-4203,51,-676,4951,17,2568,273,887
3691,-3346,17,-1021,5031,24,3700,372,705
2766,-2221,17,-811,5008,17,3493,489,265
1168,-1826,17,-133,4805,17,3587,967,667
701,-592,17,-6,4099,17,3690,1465,738
1186,944,94,406,3722,17,3788,1936,461
