games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
-2048,2560,17,256,3840,17,0,0,93
-2048,2560,17,256,3840,17,0,0,93
-2048,2560,17,256,3840,17,0,0,93
-2048,2560,17,256,3840,17,0,0,93
-2048,2560,17,256,3840,17,0,0,93
-2048,2560,17,256,3840,17,0,0,93
-1885,2422,17,245,3966,17,0,0,93
-1172,1869,17,27,4433,17,0,0,93
-60,920,17,0,5174,17,0,0,93
-186,-411,105,-26,4958,17,-987,1124,99
-668,-1620,48,-667,4592,17,-2286,2602,93
-238,-1802,17,-2058,4202,17,-3536,4026,93
483,-1373,100,-3431,4370,28,-3662,4249,876
1677,-896,80,-3598,4442,963,-3605,4273,1355
2881,-427,17,-3592,4385,1734,-3548,4297,1484
3518,399,17,-3794,4093,1834,-3496,4319,1287
3289,1793,17,-3627,4412,1209,-3442,4342,746
2154,3182,17,-3433,4558,132,-3348,4321,212
1423,4579,17,-2860,4442,17,-3138,4169,437
583,4831,17,-2420,4672,20,-2932,4020,315
-405,4724,17,-1671,4502,227,-1847,4025,99
-1358,3832,86,-977,4159,112,-1239,3643,434
-2533,2696,73,-323,3476,17,-1571,2306,1193
-3385,1464,17,118,2733,17,-1898,983,1591
-3342,9,208,135,1640,17,-2208,-266,1631
-3065,-1263,493,78,968,17,-2514,-1502,1335
-2651,-2627,834,96,640,17,-2652,-2746,1071
-2268,-4050,779,23,63,17,-2414,-4128,1310
-1845,-4945,294,35,79,17,-2212,-4765,1193
-1660,-4661,17,-322,-33,17,-2073,-3999,746
-2099,-4225,17,-1041,48,17,-2272,-2844,339
-3030,-4079,17,-1824,675,17,-3187,-958,461
-3589,-3041,17,-2266,1633,17,-3960,847,250
-3626,-1366,17,-2620,2443,17,-3456,2010,184
-3408,348,17,-3041,2990,88,-3153,2886,163
-2681,1701,17,-3627,3026,81,-3630,2842,181
-1142,2165,17,-4041,3153,266,-3849,3167,250
165,2557,17,-3982,2902,314,-3716,4152,370
1058,3701,17,-3890,2641,81,-3111,4359,136
636,4567,17,-3733,2508,66,-2677,4411,189
-226,4761,17,-3463,2464,17,-2105,4100,146
-1019,4022,107,-3275,3270,17,-1344,3992,275
-2202,3594,124,-2709,4477,17,-626,4935,501
-3316,3249,17,-2458,4518,17,-415,5212,502
-4036,3842,198,-3511,3831,17,-415,5212,502
-3382,4471,45,-4058,3405,170,-415,5212,502
-2764,4429,17,-3800,3627,16,-415,5212,502
2048,2560,17,-2048,2560,17,0,0,93
2048,2560,17,-2048,2560,17,0,0,93
2048,2560,17,-2048,2560,17,0,0,93
2048,2560,17,-2048,2560,17,0,0,93
2048,2560,17,-2048,2560,17,0,0,93
2048,2560,17,-2048,2560,17,0,0,93
1841,2075,17,-1735,2175,17,0,0,93
2707,1489,17,-926,1180,17,0,0,93
3399,2163,17,-77,91,123,53,45,101
3394,3373,17,111,-151,88,871,567,93
2820,4554,17,279,-138,17,1599,1062,93
1931,4346,17,608,302,17,2183,1470,93
2111,3294,17,1194,1009,95,2661,1807,93
3117,1977,17,1657,2206,82,3055,1674,210
3875,656,22,2266,3275,17,3564,-88,596
3358,-880,17,2394,4158,17,3968,-1795,629
3162,-2235,17,1461,4210,17,3690,-3144,352
3524,-3886,17,552,4019,17,3752,-3761,469
2411,-4866,17,438,3612,17,2987,-3205,766
1503,-4168,17,864,3264,17,2230,-2655,716
798,-3166,17,924,2965,17,1498,-2123,328
325,-1788,100,555,2796,17,1356,-1239,305
-118,-327,17,388,3245,17,1496,-187,373
-474,994,17,1118,3378,17,1626,795,99
-813,2368,17,1520,2955,17,1731,1586,192
-422,3733,17,1785,2140,17,1627,1974,542
152,4510,17,1758,2357,17,1508,2298,589
-138,5284,17,1338,2798,20,1390,2617,291
