games5425898691_pos_x,games5425898691_pos_y,games5425898691_pos_z,enpitsu_pos_x,enpitsu_pos_y,enpitsu_pos_z,ball_pos_x,ball_pos_y,ball_pos_z-GAME-WENT-OT
2048,-2560,17,0,-4608,17,0,0,93
2048,-2560,17,0,-4608,17,0,0,93
2048,-2560,17,0,-4608,17,0,0,93
2048,-2560,17,0,-4608,17,0,0,93
2048,-2560,17,0,-4608,17,0,0,93
2048,-2560,17,0,-4608,17,0,0,93
1872,-2427,17,0,-4586,17,0,0,93
1059,-1825,17,0,-4170,17,0,0,93
125,-981,17,0,-3352,17,0,0,93
108,430,92,199,-2425,17,1763,-263,294
216,1592,23,1046,-2126,17,3638,-575,425
-524,2510,17,1730,-1241,193,1906,-902,427
-1505,1965,78,2002,-4,264,714,-1811,255
-2537,876,86,2203,1144,89,323,-3722,116
-3635,-94,17,2019,1947,17,4,-5197,121
-3746,-1332,17,1840,2372,17,4,-5197,121
-3330,-2095,17,1758,2565,17,4,-5197,121
-2989,-2564,17,1756,2570,17,4,-5197,121
-2999,-2786,151,1756,2570,17,4,-5197,121
256,-3840,17,2048,-2560,16,0,0,93
256,-3840,17,2048,-2560,16,0,0,93
256,-3840,17,2048,-2560,16,0,0,93
256,-3840,17,2048,-2560,16,0,0,93
256,-3840,17,2048,-2560,16,0,0,93
292,-3711,17,1947,-2449,17,0,0,93
996,-3422,17,1423,-1781,17,0,0,93
2272,-3823,17,509,-716,17,0,0,93
3480,-3821,17,-166,-178,190,-31,-70,121
3588,-2895,17,-611,-205,119,-65,-187,96
2624,-2823,17,-739,-266,17,-237,-1043,265
1232,-3557,17,-437,-769,17,-489,-2313,247
320,-4539,17,-540,-1515,17,-426,-3656,102
-159,-4482,97,-843,-2504,17,436,-4248,310
-493,-4411,52,-1310,-3301,17,1645,-3871,615
-615,-4717,17,-2329,-3609,17,2868,-3490,583
-130,-5190,17,-3124,-4041,17,3959,-3112,226
495,-4960,17,-2730,-4584,17,3329,-4244,410
1480,-4792,140,-1945,-4842,17,2107,-4606,238
2736,-4457,163,-915,-4794,17,3413,-3937,202
3947,-3990,131,-91,-4924,17,3473,-3170,613
3789,-3068,14,10,-5019,17,2729,-2486,905
2682,-2274,110,-258,-5465,21,2001,-1817,852
1530,-1349,281,-150,-5196,17,1298,-1170,469
149,-406,281,-13,-4584,17,149,135,418
-1215,506,59,-205,-4035,17,-997,1456,103
-2563,362,17,-814,-3512,17,-2153,833,557
-3706,-291,17,-1522,-3387,17,-3367,-348,792
-3722,-1324,17,-2114,-3276,17,-3667,-1403,708
-3206,-2326,22,-2679,-2587,199,-2979,-2291,325
-2269,-2853,124,-3568,-2137,225,-3946,-1121,141
-1303,-3226,17,-4079,-1695,352,-3990,-200,705
-305,-2646,17,-4079,-757,414,-3974,683,922
414,-1338,17,-3993,521,75,-3960,1537,800
969,-4,17,-3909,1932,30,-3946,2382,343
1479,1207,17,-3755,3533,16,-3710,3909,386
2335,2406,17,-2765,4279,22,-2686,4520,351
2258,3489,17,-2040,4960,97,-2678,5001,621
1259,3561,17,-1900,5045,53,-3463,4367,907
540,2337,17,-1748,4481,17,-3958,3622,814
-211,1039,17,-1921,3657,22,-3746,3001,470
-1419,-139,17,-1640,2936,17,-3459,1896,166
-2710,-783,17,-991,2735,17,-3193,344,118
-3195,-60,17,-596,2000,17,-2377,-1054,391
-2468,335,17,-230,824,17,-962,-2451,741
-1829,-691,17,145,-853,17,405,-3800,731
-2444,-1919,17,517,-2519,17,1702,-4985,385
-2561,-3069,17,1217,-3854,17,2432,-4309,225
-1794,-4070,17,2778,-4197,17,3048,-3710,280
-1053,-4843,17,3619,-3449,49,3620,-3154,137
37,-4934,17,3940,-1882,100,3977,-1512,438
974,-4021,17,4022,-226,105,3727,-20,411
1098,-2486,22,3591,1334,17,3442,1413,99
692,-839,88,3139,2820,17,2782,2955,94
316,675,17,2144,4157,17,1861,4222,175
-238,2300,17,917,3686,17,614,4682,351
-645,3676,17,1140,2695,17,709,3366,668
-1884,3849,17,1272,1660,17,801,2093,627
-2399,2794,100,783,909,208,871,1091,428
-2869,1239,71,145,-462,170,884,891,500
-3044,-328,17,-351,-1550,17,897,683,223
-3038,-1806,96,104,-1162,17,911,465,230
-3089,-3496,39,812,-259,244,1268,-212,406
-2503,-4957,18,1520,865,232,3640,-36,898
-1183,-4652,17,2273,2058,16,2854,166,956
-454,-3157,17,2854,3620,17,1509,369,659
747,-3021,17,3776,4087,50,211,561,126
1545,-3795,17,3677,3213,17,-668,633,385
884,-4364,17,2720,2181,17,-1527,704,301
-510,-4091,17,1437,2006,58,-2324,769,174
-1492,-2977,17,1184,1955,17,-3019,825,132
-2420,-1552,17,1690,1873,17,-3643,876,105
-3588,-301,17,2300,1159,17,-3973,581,250
-4079,-480,789,3057,-3,22,-3955,-354,319
-4079,-1275,684,3176,-1618,91,-3906,-1215,136
-3607,-1860,16,3272,-3152,17,-3390,-2022,233
-2741,-3111,17,2685,-4567,17,-2240,-2877,399
-1589,-4024,17,1164,-4953,18,-1141,-3693,232
107,-4170,122,-390,-4334,176,308,-3908,295
1544,-4209,23,-1760,-3650,175,1918,-3691,324
3091,-4247,17,-2999,-3402,17,3423,-3497,126
4009,-3947,661,-3025,-4334,17,3793,-3402,627
4079,-3055,774,-2110,-4658,17,3481,-3340,1074
3792,-2703,12,-1107,-4760,17,3176,-3280,1174
3290,-3514,17,-405,-5337,17,2875,-3221,928
2923,-4440,17,364,-5116,17,2590,-3165,368
2029,-4420,17,1218,-4223,17,2427,-3124,352
1930,-3574,17,2339,-3129,289,2341,-3090,460
1197,-2934,17,3268,-1886,312,2491,-2061,1260
1164,-1993,17,4026,-508,109,2636,-1067,1693
1591,-1073,27,3434,109,17,2772,-139,1782
2150,115,331,3198,538,17,2919,866,1519
2855,1534,616,2706,1137,17,3054,1796,929
3549,2836,578,1992,1831,17,3436,3539,507
3877,4159,254,1307,2380,17,2865,4212,153
2898,4097,17,1484,3289,173,1907,4041,288
2138,2863,17,1695,4325,199,2048,4386,1065
1261,1502,17,1795,5050,139,2618,4798,1681
1213,332,17,1976,5039,47,3006,4218,1090
2180,-241,17,2810,4619,17,3381,3657,179
2854,579,127,3026,3491,17,3575,3265,552
3327,1807,441,2958,2248,17,3748,2900,709
3957,2932,621,3152,997,17,3596,3302,1500
4079,3503,542,3192,-111,17,3461,4463,1425
4075,3114,233,2777,-547,17,2800,4604,516
3371,3050,17,2650,16,17,2961,4854,267
3203,3634,122,3143,104,17,3052,4641,587
3170,4475,448,3707,-26,17,3010,4305,569
2774,5012,467,3468,667,17,2435,3519,204
2249,5104,311,2503,1525,133,1994,2962,266
1706,5102,173,1559,2654,277,1709,2854,358
1626,4529,17,758,3821,203,1991,4057,784
1994,3810,17,-52,4631,17,2236,4925,862
2349,3700,52,-753,4193,17,2342,4211,577
2567,3552,202,-334,3672,17,2427,3576,147
2681,3173,117,235,2916,17,2436,3079,360
