,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_ball_cam,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect
0,607,15.0,True,0,2661.140634373147,907.530029296875,3183.22998046875,505.5,-3091.7001342773438,19623.699951171875,368.4000015258789,-3632.9000854492188,-2716.400146484375,3927.0999145507812,0.0,-0.6986878634198395,0.773203625359204,0.25324189730998636,76561198039309853,enpitsu,27.0,902.7999877929688,3007.7099609375,368.05999755859375,4962.200012207031,13143.00048828125,1513.0000305175781,4935.899963378906,1430.3999328613281,1959.4999694824219,128.0,128.0,,-0.8061953633013987,0.5998433677051003,0.49916077145817855,True,2,False,156.0,False,False,,bf81d8692db,games5425898691,24.0,2133.760009765625,3678.919921875,459.2200012207031,1349.7000122070312,-4514.800109863281,-12010.699462890625,-314.4000053405762,-85.10000228881836,-144.60000038146973,255.0,128.0,,-0.37667473439228805,-1.4812806297719954,-0.2702483926606265,True,10,False,12,85.0,False,,iCrazyBad,b6b5b9138ab,7,772.4500122070312,3036.469970703125,295.739990234375,-13152.80029296875,-3971.099853515625,-11593.499755859375,-2328.000030517578,788.0999755859375,4161.199951171875,255.0,141.0,False,-0.6173545443349615,-3.0861099503995204,0.733245963362266,False,0.0,False,6,6,True,,KING_KIA7,889383288701620212,8.0,72.26000213623047,4169.52978515625,16.989999771118164,-3745.7000732421875,11101.500244140625,4.799999892711639,0.09999999776482582,-1.0000000149011612,1807.7999877929688,255.0,255.0,,0.009542742518897659,1.8995353681543108,0.0003299655504872546,True,207.0,False,6,6,False,34.0
1,1373,33.0,True,0,108.39210461684023,-791.1099853515625,5112.669921875,94.16999816894531,6357.2998046875,18104.200439453125,-1546.3999938964844,-3675.7998657226562,4276.099853515625,1808.9999389648438,0.0,0.5864401587246441,-3.0037249188841666,2.7170362274392557,76561198039309853,enpitsu,27.0,-830.3099975585938,4918.5,129.1300048828125,10156.400146484375,12967.900390625,3102.5,-790.0,5392.7001953125,-737.7999877929688,255.0,128.0,False,0.3032204169217554,0.9604145468907919,0.24396105015173922,True,6,False,95.0,False,5,,bf81d8692db,games5425898691,24.0,-935.0700073242188,4679.06982421875,96.97000122070312,8744.000244140625,19707.80029296875,6249.0997314453125,0.0,0.0,-7.699999809265137,255.0,128.0,,0.00959421856365668,1.1472598592243328,5.213990089538616e-05,True,8,3,10,0.0,False,,iCrazyBad,b6b5b9138ab,7,-1051.4200439453125,3609.929931640625,83.0999984741211,10189.199829101562,18469.3994140625,-1497.2000122070312,-2250.800018310547,1831.4999389648438,-264.0999984741211,177.0,128.0,False,-0.5970156892676428,1.044953765166344,-0.1639862020484168,False,,False,10,8,True,,KING_KIA7,889383288701620212,8.0,-1500.8599853515625,4109.14013671875,17.0,12716.300048828125,19164.89990234375,0.9000000357627869,0.09999999776482582,0.7000000029802322,0.0,255.0,128.0,,0.009576615066374885,0.9849778929918908,-5.921720923702417e-05,True,1.1962409096379503,True,6,8,False,
2,1900,43.0,True,0,3509.156426545619,2297.639892578125,3685.75,495.1000061035156,-17153.499755859375,8974.199829101562,3439.89990234375,5646.500244140625,-1898.0999755859375,716.2999725341797,0.0,-0.5895327535250008,-2.7791409126420117,0.5230063159370263,bf81d8692db,games5425898691,24.0,2374.070068359375,3715.340087890625,359.0799865722656,-4222.099914550781,20807.099609375,-465.9000015258789,5047.300109863281,192.39999771118164,-1661.4999389648438,128.0,251.0,,-0.46818411683883565,0.9528396636488562,0.7465761035718013,True,6,False,41.025703235339115,True,False,,76561198039309853,enpitsu,27.0,891.760009765625,1682.06005859375,17.049999237060547,-12493.699951171875,4716.099853515625,3.100000023841858,-1.0000000149011612,0.29999999329447746,-2184.199981689453,255.0,0.0,False,0.016750398353684633,2.7294869080693753,-0.00010059800957518966,True,2,False,2,199.0,False,,iCrazyBad,b6b5b9138ab,7,2256.699951171875,3956.77001953125,267.3699951171875,-330.40000915527344,-11623.1005859375,2672.5,-2133.800048828125,-1055.8000183105469,2934.8001098632812,217.0,141.0,,-0.7074661348345047,-1.2800583962335599,2.342056425598726,False,41.14140232404075,True,4,3,True,,KING_KIA7,889383288701620212,9.0,1617.77001953125,4803.490234375,17.030000686645508,-13626.199951171875,1516.7999267578125,-0.5000000074505806,-0.5999999865889549,-0.3999999910593033,0.7000000029802322,128.0,128.0,,0.009610438720526073,3.0308815319617572,-3.004781397799881e-05,True,0.0,False,False,False,False,
3,2636,60.0,False,0,2882.9664613168056,1438.0999755859375,3447.820068359375,544.7000122070312,-9054.299926757812,13545.6005859375,2697.9000854492188,2759.4000244140625,-2951.7001342773438,4435.299987792969,0.0,1.0131733685747089,0.9575146784049757,1.5768993994833005,76561198039309853,enpitsu,27.0,1518.9000244140625,3345.199951171875,456.95001220703125,5913.800048828125,10921.800537109375,1288.699951171875,3822.3001098632812,519.5999908447266,3397.39990234375,255.0,255.0,False,-1.1881487303180234,1.1731403142631283,0.10658768634323164,True,4,False,124.0,False,2,,bf81d8692db,games5425898691,24.0,2858.820068359375,3712.909912109375,17.010000228881836,-8542.5,-11603.800048828125,2.0999999344348907,-2.0999999344348907,-3.3000001311302185,-689.4000244140625,255.0,128.0,,0.009581121583706938,-2.23960469695695,-1.7490721713818947e-05,True,4,False,6,108.0,False,,iCrazyBad,b6b5b9138ab,8,63.459999084472656,2730.139892578125,17.010000228881836,7410.5999755859375,20605.90087890625,2.0999999344348907,0.0,0.29999999329447746,241.10000610351562,128.0,140.0,,0.009645291455059924,1.2343747991825333,-2.8280791932870515e-05,False,252.0,False,14,14,True,27.0,KING_KIA7,889383288701620212,9.0,2691.97998046875,3385.919921875,16.989999771118164,-13568.800048828125,-15079.100341796875,2.5,0.29999999329447746,0.0,-2001.6999816894531,255.0,0.0,,0.009566097900522902,-2.3781834436815985,2.0478664568253363e-05,True,211.10100671809204,True,False,False,False,
4,2744,64.0,False,0,1298.0840058578526,-504.6300048828125,3902.320068359375,296.489990234375,4956.9000244140625,7575.30029296875,-953.0999755859375,-1920.7000732421875,91.30000114440918,-1866.9999694824219,0.0,-0.3092591868373976,-0.936517737381382,-1.9742081991003229,bf81d8692db,games5425898691,24.0,-588.77001953125,3749.889892578125,220.77000427246094,891.6000366210938,2287.5,1467.4000549316406,-3067.7999877929688,-1475.2000427246094,1880.0999450683594,255.0,231.0,,-0.2691963828976596,1.263434193938396,-0.5591557033234784,True,8,False,0.0,False,5,,76561198039309853,enpitsu,27.0,1696.5799560546875,2938.2900390625,17.040000915527344,-18366.700439453125,-313.0999946594238,4.1999998688697815,-0.7000000029802322,0.0,-1872.5,255.0,128.0,False,0.01677372350010949,3.1045421589275604,-0.000100339658481781,True,2,False,4,44.0,False,,iCrazyBad,b6b5b9138ab,8,188.8000030517578,5495.2099609375,22.59000015258789,-4552.900085449219,-2115.5999755859375,-83.4000015258789,0.19999999552965164,-80.0,2021.6000366210938,146.0,255.0,,0.024877033853461347,-2.7429316490267643,-0.03635233295934783,4,193.0,False,16,14,True,,KING_KIA7,889383288701620212,9.0,-19.219999313354492,5238.18017578125,63.130001068115234,7971.9000244140625,1413.0000305175781,-1964.7999572753906,-2456.199951171875,-3790.0,1628.699951171875,255.0,128.0,,0.3746521384275695,-0.6881996138179435,-0.741963267838867,True,195.0,False,False,False,False,
5,3370,78.0,False,1,5166.833518013912,-0.11999999731779099,51.470001220703125,92.13999938964844,-1476.6000366210938,29858.701171875,1271.8000030517578,-4148.399963378906,-860.1999664306641,-4248.500061035156,1.0,-0.021996703097939697,0.08865066560320897,0.08653407767409153,b6b5b9138ab,iCrazyBad,7.0,-5.300000190734863,-124.47000122070312,105.38999938964844,-4816.099853515625,19306.99951171875,2391.9000244140625,304.4000053405762,-5345.30029296875,1258.8999938964844,255.0,246.0,True,-0.238807255370178,1.6940944041171426,-0.682686509407128,True,4,False,0.0,False,3,,889383288701620212,KING_KIA7,9.0,1303.6300048828125,-3164.090087890625,17.010000228881836,11877.900390625,-1502.5,2.3999999463558197,-0.0,-0.0,-2328.2000732421875,200.0,0.0,,-0.009566407640466868,-2.953297828510133,2.3294508379789967e-05,True,False,False,False,146.0,False,,enpitsu,76561198039309853,27,3.680000066757202,355.4700012207031,74.68000030517578,-256.8000030517578,-18149.49951171875,2576.0000610351562,0.7000000029802322,-0.19999999552965164,0.0,128.0,128.0,,-0.017128802080780835,-1.5566370430721312,1.600710583076723e-05,False,31.0,False,2,False,True,,games5425898691,bf81d8692db,24.0,-2640.419921875,4171.759765625,17.010000228881836,-18145.0,8518.300170898438,2.3000000417232513,1.0000000149011612,-0.3999999910593033,1789.7999572753906,128.0,255.0,,-0.009654858526400028,0.38638976013767207,0.0001505925024806627,True,0.0,False,False,False,False,
6,3617,87.0,False,0,1312.4685402426849,-244.6199951171875,4000.580078125,151.35000610351562,-7057.60009765625,14899.000244140625,8307.7001953125,458.3000183105469,3471.4999389648438,4872.099914550781,0.0,0.43102867352802915,1.201148798859162,0.8362062705086746,76561198039309853,enpitsu,27.0,-152.0800018310547,3893.300048828125,165.60000610351562,6655.8001708984375,15559.100341796875,3879.8001098632812,-109.20000076293945,-4096.700134277344,-3667.9998779296875,128.0,255.0,,-0.031880368304124246,0.91994007349291,-0.6732103545857511,True,4,False,0.0,False,1,,bf81d8692db,games5425898691,25.0,1353.449951171875,4131.2001953125,17.020000457763672,13890.799560546875,-13333.199462890625,1.1999999731779099,0.19999999552965164,0.0,-2005.5000305175781,255.0,0.0,,0.00956555903146368,-0.8409528667142903,-4.562337733625212e-06,True,4,False,4,189.0,False,,iCrazyBad,b6b5b9138ab,7,-360.9200134277344,4170.43017578125,17.010000228881836,8821.599731445312,-8655.2001953125,0.09999999776482582,0.19999999552965164,0.0,2371.999969482422,255.0,253.0,False,0.00953765125546796,-0.7119891085182137,-2.9718509013205533e-05,False,229.97133766451188,True,6,6,True,,KING_KIA7,889383288701620212,8.0,-668.9199829101562,3571.85009765625,17.020000457763672,11143.900146484375,-12893.599853515625,-1.7000000178813934,0.7000000029802322,-1.0000000149011612,-1935.2000427246094,255.0,0.0,,0.009600212182785643,-0.9168568296673362,-3.916310966590931e-05,True,64.27735041546565,True,False,False,False,
7,3821,94.0,True,1,2347.847679785766,2693.6298828125,3629.72998046875,100.5,-20709.09912109375,15573.800048828125,5208.900146484375,-5131.6998291015625,2391.0000610351562,-1986.9000244140625,1.0,-0.04669444668935942,3.1203586084473667,-2.7325070150992863,b6b5b9138ab,iCrazyBad,7.0,2839.18994140625,3644.889892578125,16.280000686645508,-15065.2001953125,13565.899658203125,53.20000171661377,12.799999713897705,6.299999952316284,747.3999786376953,255.0,255.0,,-0.004800202650361613,0.654706301161974,0.037507826419442364,True,8,4,8.0,False,6,,889383288701620212,KING_KIA7,8.0,2834.580078125,3773.02001953125,17.010000228881836,-3444.8001098632812,1436.6999816894531,2.0999999344348907,-0.5999999865889549,-0.29999999329447746,0.0,128.0,128.0,,-0.009602496868917666,0.3951569551875907,-4.619336301158395e-05,True,False,False,False,255.0,False,,enpitsu,76561198039309853,27,-12.970000267028809,-2670.469970703125,17.049999237060547,-1111.6999816894531,16465.0,0.29999999329447746,-0.0,0.19999999552965164,0.7000000029802322,255.0,128.0,,-0.016779879171695905,1.5032657735157458,-2.1012782191839424e-05,False,12.210288181099843,True,4,2,True,,games5425898691,bf81d8692db,24.0,2405.909912109375,1711.3199462890625,81.43000030517578,-2577.3001098632812,22623.30078125,-139.49999809265137,-5464.1998291015625,-625.9999847412109,0.0,255.0,128.0,,1.4722986840153078,-1.6849906956729623,3.1414648853872635,True,7.0,False,7,10,False,
8,6267,165.0,True,1,5489.752251938092,3499.429931640625,306.8299865722656,100.19999694824219,-17465.30029296875,25165.30029296875,8351.799926757812,-5902.2998046875,484.50000762939453,-962.7999877929688,1.0,-0.24340735560192273,-2.95491522609217,1.5714997992754256,b6b5b9138ab,iCrazyBad,7.0,3630.610107421875,165.49000549316406,45.5,-21449.19921875,7941.400146484375,2421.300048828125,1695.0,-150.600004196167,982.9000091552734,255.0,255.0,True,0.15133208495798986,0.5987237700467768,0.1270137228076558,True,22,False,245.59035701136435,True,13,,889383288701620212,KING_KIA7,8.0,3603.139892578125,-1056.7900390625,17.0,-3116.300048828125,13792.39990234375,3.400000035762787,-0.0,-0.3999999910593033,0.0,252.0,128.0,,-0.009592177602921892,1.3485895279028808,3.376863074998753e-05,True,10,False,12,255.0,False,,enpitsu,76561198039309853,27,-181.47999572753906,4993.669921875,17.049999237060547,4075.4998779296875,1992.4000549316406,0.19999999552965164,1.2999999523162842,1.0000000149011612,-2921.099853515625,255.0,255.0,False,-0.016909542386384868,-2.065161627621584,-0.00012376475524337533,False,226.0,False,14,14,True,,games5425898691,bf81d8692db,24.0,3478.52001953125,-480.0899963378906,21.969999313354492,3937.2000122070312,14995.400390625,3000.4000854492188,0.19999999552965164,1.0999999940395355,236.00000381469727,255.0,166.0,,-0.009599107453690943,1.83035175331681,9.368153689621715e-05,,,False,24,31,False,
9,6896,179.0,False,1,4892.138602683674,-2141.449951171875,1305.0400390625,128.5800018310547,9328.300170898438,17501.700439453125,2488.000030517578,1527.2000122070312,2055.0999450683594,440.2000045776367,1.0,0.27747235860964936,-0.04492118913878996,2.1259401916728544,889383288701620212,KING_KIA7,8.0,-2195.070068359375,1179.93994140625,16.829999923706055,6876.6998291015625,15873.900146484375,-43.29999923706055,647.3999786376953,-26.30000114440918,-322.20001220703125,255.0,128.0,,0.004170926253540202,1.9820467267652124,0.006457958340595877,True,4,False,10.512584975970688,True,4,,b6b5b9138ab,iCrazyBad,7.0,-3048.6201171875,1659.9000244140625,16.989999771118164,14565.899658203125,15707.900390625,2.199999988079071,-0.0,0.5000000074505806,8.00000011920929,255.0,128.0,False,-0.009572067621806093,2.3174509535454964,-3.7539827263640275e-05,True,6,4,8,70.76873985157219,True,,enpitsu,76561198039309853,27,1470.06005859375,3032.89990234375,90.72000122070312,-13485.2001953125,18561.800537109375,-154.49999809265137,-4551.099853515625,-3088.0999755859375,-8.700000047683716,128.0,128.0,False,0.35524372141140675,-2.1663891509036266,-3.139843945963449,False,0.0,False,8,8,True,,games5425898691,bf81d8692db,24.0,-3003.300048828125,-1162.72998046875,17.010000228881836,924.5999908447266,17976.500244140625,-0.29999999329447746,-0.0,0.7999999821186066,13.40000033378601,255.0,128.0,,-0.009599594476038876,1.6203366439371283,-4.703895572235163e-05,True,68.02807748702266,True,4,4,False,
