,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_ball_cam,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect
10,6921,179.0,False,1,3179.027934690782,-1314.75,2855.530029296875,94.81999969482422,8402.7001953125,15315.400390625,1890.5999755859375,-3154.5001220703125,3884.2001342773438,440.2000045776367,1.0,0.24703505515417623,-1.8701669589488112,-0.32249169120626536,889383288701620212,KING_KIA7,8.0,-1478.510009765625,2763.3798828125,135.97000122070312,7977.19970703125,17497.099609375,5194.000244140625,-1267.5,670.1000213623047,-217.09999084472656,255.0,128.0,,-0.15238913932687162,2.0804720128920957,-0.004612156993823166,True,6,3,31.0,False,4,,b6b5b9138ab,iCrazyBad,7.0,-1745.5899658203125,3170.68994140625,43.33000183105469,14418.499755859375,17054.200439453125,3405.0,168.4000015258789,-175.10000228881836,-1793.0999755859375,128.0,25.0,False,-0.005631313462823948,2.3716875292829003,-0.0004948973245808038,True,6,4,9,60.0,False,,enpitsu,76561198039309853,27,284.6499938964844,4320.169921875,17.049999237060547,-11769.3994140625,4112.39990234375,5.299999713897705,-0.0,4.300000071525574,102.5,128.0,255.0,False,-0.017083299261535012,0.32345381803274414,-0.000125139257198397,False,0.0,False,8,8,True,,games5425898691,bf81d8692db,24.0,-3017.909912109375,761.77001953125,17.010000228881836,-2702.7999877929688,22838.89892578125,2.0000000298023224,-0.0,-0.5999999865889549,-144.79999542236328,255.0,84.0,,-0.009588045288992994,1.451053964304911,-5.964468910122288e-05,True,6.0,False,4,4,False,
11,6937,180.0,False,1,2183.874617757274,-809.4600219726562,3775.919921875,95.26000213623047,7854.5001220703125,14020.899658203125,1031.3999938964844,-4594.2999267578125,3843.800048828125,341.3999938964844,1.0,-0.3603355302160797,-2.6661595067935453,2.9259127777156246,889383288701620212,KING_KIA7,8.0,-1061.6400146484375,3673.31005859375,312.1000061035156,8177.8997802734375,17659.100341796875,1652.5,-2523.300018310547,-1934.6000671386719,-2955.5999755859375,255.0,0.0,,-0.5624999165003253,-2.850975594595573,-0.8458715108536244,True,6,4,31.0,False,4,,b6b5b9138ab,iCrazyBad,7.0,-859.6400146484375,4199.83984375,171.6999969482422,16193.599853515625,10503.299560546875,188.70000839233398,4394.599914550781,2880.10009765625,-1625.3999328613281,243.0,37.0,False,-0.13573094074181716,-2.9680771868492855,0.12153890083183248,True,7,4,10,60.0,False,,enpitsu,76561198039309853,27,-227.07000732421875,4302.740234375,22.010000228881836,-4663.299865722656,-2666.6000366210938,2997.0001220703125,2.0999999344348907,3.700000047683716,-113.50000381469727,128.0,0.0,False,-0.01685771981209302,-0.5547026677322382,-0.00024349156012357646,False,15.84262356706845,True,10,9,True,,games5425898691,bf81d8692db,24.0,-2985.419921875,2206.06005859375,17.010000228881836,4722.0001220703125,22274.49951171875,2.0999999344348907,0.7000000029802322,3.0000001192092896,-647.7999877929688,255.0,128.0,,-0.009598452371723387,1.8190429606381056,2.4935371127470956e-05,True,6.0,False,4,4,False,
12,7098,186.0,False,0,2525.8617300420506,-1079.739990234375,2620.830078125,95.75,3601.7001342773438,13589.300537109375,2808.0999755859375,-4799.2999267578125,-668.6000061035156,-3538.2000732421875,0.0,-0.08080700936087182,-0.9225621550740051,-0.2605086915220303,bf81d8692db,games5425898691,24.0,-1023.8300170898438,2297.860107421875,17.010000228881836,-3770.7000732421875,13157.7001953125,2.199999988079071,0.29999999329447746,0.19999999552965164,-1503.699951171875,255.0,0.0,,0.009600397405796508,1.858902073443542,-0.0003882344460252901,True,6,False,0.0,False,6,,76561198039309853,enpitsu,28.0,2481.909912109375,937.8800048828125,17.059999465942383,-17394.300537109375,12579.7998046875,1.5000000596046448,-4.399999976158142,3.1999999284744263,850.0,255.0,255.0,False,0.016769422458036514,2.5161091219095093,0.00015105335011160058,True,10,False,10,255.0,False,,iCrazyBad,b6b5b9138ab,7,2518.4599609375,120.79000091552734,17.010000228881836,8483.599853515625,21028.5009765625,2.0999999344348907,0.09999999776482582,0.5999999865889549,5.299999713897705,184.0,128.0,,0.009586994813106311,1.1880206128115907,-5.462455160114724e-05,4,31.0,False,14,12,True,,KING_KIA7,889383288701620212,8.0,-490.9100036621094,1135.8900146484375,107.62999725341797,-5780.9002685546875,22183.9990234375,50.10000228881836,-5114.4000244140625,-2019.4000244140625,118.00000190734863,255.0,128.0,,1.3809123475076557,1.3449509058190647,-0.5903432537052618,True,0.0,False,9,12,4,
13,7123,187.0,True,0,1235.0575451053232,-749.3499755859375,3913.679931640625,96.06999969482422,3083.2000732421875,20431.199951171875,879.8000335693359,-2711.4999389648438,2543.2000732421875,1727.8999328613281,0.0,0.5559283782474504,-0.22968355352870212,0.10815005400588491,bf81d8692db,games5425898691,24.0,-748.8800048828125,3713.909912109375,96.08000183105469,6245.7000732421875,17144.300537109375,135.9000015258789,-3918.3999633789062,3855.1998901367188,-182.09999084472656,255.0,128.0,,0.5521617536100832,-2.6896028335968407,2.867027589476587,True,8,False,31.0,False,7,,76561198039309853,enpitsu,27.0,700.2000122070312,1528.050048828125,17.059999465942383,-16787.19970703125,10761.99951171875,1.5999999642372131,-4.399999976158142,2.8999999165534973,-1580.8000183105469,128.0,128.0,False,0.016778512335827212,2.5159481613960013,-0.00010271936533514742,True,10,False,10,255.0,False,,iCrazyBad,b6b5b9138ab,7,2947.610107421875,2124.93994140625,17.010000228881836,1968.2000732421875,22915.6005859375,0.0,-0.09999999776482582,0.29999999329447746,5.799999833106995,255.0,129.0,,0.009582481936084818,1.485322522501306,-2.7955381645725157e-05,4,5.9204900956922994,True,14,12,True,,KING_KIA7,889383288701620212,8.0,-1041.56005859375,3364.449951171875,15.350000381469727,-1154.7000122070312,21983.20068359375,-138.00000190734863,254.89999771118164,-1133.7999725341797,-450.09998321533203,255.0,28.0,,0.014386127061875769,1.543384618167391,0.005243227088388674,True,0.0,False,10,12,4,
14,7562,194.0,False,0,1817.7185274988058,712.6300048828125,4293.58984375,347.5799865722656,801.3999938964844,17305.6005859375,9359.500122070312,2449.2999267578125,-5154.1998291015625,1853.3000183105469,0.0,0.22627542344904603,2.9224701709441105,-2.319687295534558,bf81d8692db,games5425898691,24.0,633.3300170898438,4131.31982421875,182.6199951171875,14809.200439453125,8780.599975585938,1413.699951171875,-3732.2000122070312,-3000.10009765625,-2705.4000854492188,255.0,255.0,,-0.799442722340964,0.2043425090922662,-0.2230593521825254,True,4,False,255.0,False,3,,76561198039309853,enpitsu,27.0,1684.1199951171875,3542.469970703125,17.030000686645508,-10624.49951171875,-6967.1002197265625,5.0,0.7000000029802322,-0.29999999329447746,0.0,255.0,128.0,,0.016796570214684645,-2.5611939017237146,3.3161712994246824e-05,True,2,False,2,193.0,False,,iCrazyBad,b6b5b9138ab,7,-2536.1201171875,4151.31982421875,17.010000228881836,9726.500244140625,1651.7999267578125,2.5,0.0,0.0,2463.0999755859375,223.0,255.0,True,0.009554960013702938,0.2321391257188346,-1.0244547741732602e-05,False,,False,8,6,True,,KING_KIA7,889383288701620212,9.0,733.6799926757812,4647.85009765625,17.010000228881836,-7491.7999267578125,-7612.8997802734375,2.0000000298023224,0.5000000074505806,-0.09999999776482582,0.0,255.0,128.0,,0.009496934363626384,-2.3481888529520805,1.8561880714208563e-05,True,,False,False,False,False,
15,8123,214.0,False,1,2267.1054053656044,325.69000244140625,2945.800048828125,431.7699890136719,-2393.6000061035156,13370.799560546875,2628.2998657226562,5392.5,2496.9000244140625,828.0000305175781,1.0,0.705572120691382,-0.5445988235100339,-1.3593227243928963,889383288701620212,KING_KIA7,8.0,253.5800018310547,3034.2900390625,303.489990234375,-9520.2001953125,20672.900390625,496.3999938964844,1693.3999633789062,3922.2000122070312,-120.39999961853027,255.0,128.0,,0.10032084125798436,1.1534093188552537,0.10337144050707156,True,8,4,0.0,False,6,,b6b5b9138ab,iCrazyBad,8.0,-820.5700073242188,1621.68994140625,17.010000228881836,-13065.50048828125,15548.399658203125,2.3000000417232513,-0.5000000074505806,0.3999999910593033,-1832.8999328613281,128.0,18.0,,-0.009643132018878202,0.9313819281341338,-9.449689970854032e-05,True,10,4,14,202.0,False,,enpitsu,76561198039309853,27,237.57000732421875,3319.8798828125,128.41000366210938,-6967.7001953125,11965.400390625,3665.0,-5.099999904632568,7.099999785423279,642.7999877929688,0.0,128.0,,-0.017072713038447592,0.8807735233006663,0.0015145965893268419,False,188.0,False,10,9,True,,games5425898691,bf81d8692db,24.0,1247.9100341796875,4788.93017578125,17.010000228881836,-20273.1005859375,-863.3999633789062,2.0000000298023224,-0.0,-0.19999999552965164,-69.20000076293945,255.0,128.0,,-0.009576685176692011,-0.03551655407869082,3.519188815357982e-05,True,255.0,False,8,8,False,
16,9428,252.0,True,1,4244.052107500254,2826.949951171875,1360.6600341796875,242.61000061035156,-13460.6005859375,23237.80029296875,2335.800018310547,1170.8999633789062,-2537.2999572753906,5309.5001220703125,1.0,-0.20036390338485108,-0.3058078347341804,2.415000759194312,b6b5b9138ab,iCrazyBad,7.0,2910.070068359375,1094.800048828125,187.8000030517578,-4593.599853515625,18323.299560546875,1166.6999816894531,-163.1999969482422,-59.099998474121094,-40.50000190734863,198.0,159.0,,0.09007362482711025,1.203093736623884,-0.0033761881598466065,True,10,False,191.0,False,8,,889383288701620212,KING_KIA7,8.0,1216.760009765625,4504.5498046875,17.0,-13780.999755859375,2034.1999816894531,3.3000001311302185,-0.5999999865889549,-0.0,0.0,255.0,128.0,,-0.009554850788012761,0.14655377723374297,-4.687656399361395e-05,True,False,6,6,255.0,False,,enpitsu,76561198039309853,27,-2595.429931640625,4235.7099609375,17.049999237060547,-7637.7001953125,-2674.2001342773438,2.5999999046325684,0.5999999865889549,-0.0,0.0,0.0,255.0,,-0.016934099607854636,2.8047077556445057,-4.79790393019293e-05,False,85.0,False,False,False,True,,games5425898691,bf81d8692db,24.0,2839.179931640625,2200.590087890625,116.3499984741211,-3955.7000732421875,-22457.7001953125,-157.29999542236328,5096.000061035156,-2038.3999633789062,-353.10001373291016,255.0,128.0,,-0.00501735879787944,2.1910717153127353,-3.0762104810805893,True,0.0,False,9,10,False,
17,10178,270.0,False,0,1803.5386627914584,495.1199951171875,3992.159912109375,106.30999755859375,-12329.200439453125,16511.800537109375,3304.5999145507812,-1975.0999450683594,-3122.3001098632812,4727.5,0.0,0.604769408161683,1.9600174443526783,-0.13486339448029575,76561198039309853,enpitsu,28.0,496.3500061035156,3798.4599609375,66.55000305175781,-1750.3999328613281,2924.8001098632812,2660.10009765625,-269.6999931335449,-4318.0999755859375,3395.7000732421875,128.0,255.0,False,-0.057517714317430725,1.2247068594233932,-0.0922102443985519,True,6,False,14.0,False,5,,bf81d8692db,games5425898691,24.0,3396.429931640625,4530.64013671875,81.91000366210938,1461.300048828125,-5818.0999755859375,-2608.900146484375,-147.70000457763672,2365.399932861328,-1651.0000610351562,255.0,0.0,,0.4363030427439182,-1.3557963471193137,0.6438121979416914,True,10,False,12,0.0,True,,iCrazyBad,b6b5b9138ab,7,2187.27001953125,2748.35009765625,60.650001525878906,3951.7999267578125,-323.69998931884766,-726.2000274658203,507.00000762939453,2227.5999450683594,-323.4000015258789,244.0,198.0,,0.13471426482516521,0.9562959823915139,-1.4773661358798849,False,227.0,False,10,10,True,,KING_KIA7,889383288701620212,8.0,682.8900146484375,4077.85009765625,94.11000061035156,-12958.199462890625,-10126.599731445312,2487.7999877929688,5228.0999755859375,1665.2000427246094,378.8999938964844,255.0,196.0,,0.1950282028498955,-2.562475372811982,-0.5873006231483144,True,99.0,False,7,8,False,
18,11207,298.0,False,1,5207.70562192795,-1.4700000286102295,10.210000038146973,93.20999908447266,1412.5,23108.20068359375,1574.1000366210938,-2228.9999389648438,-27.899999618530273,-5570.4998779296875,1.0,-0.000994910364199529,0.05906884596282301,0.023627039440042935,889383288701620212,KING_KIA7,7.0,29.06999969482422,-246.91000366210938,49.15999984741211,-10765.999755859375,16510.400390625,3536.7999267578125,-257.00000762939453,-147.70000457763672,-1446.9000244140625,255.0,24.0,,-0.01758106978991461,1.1013625306935637,-0.0004321006078730924,True,4,False,0.0,False,False,,b6b5b9138ab,iCrazyBad,7.0,2556.85009765625,-4010.179931640625,17.010000228881836,15765.799560546875,-3294.4000244140625,2.3999999463558197,0.29999999329447746,-0.09999999776482582,1951.9000244140625,206.0,251.0,True,-0.00960758736215991,-2.9761113268120623,0.00024801867800079474,True,False,False,False,0.0,False,,enpitsu,76561198039309853,27,-20.889999389648438,3708.169921875,17.049999237060547,-131.99999809265137,-9685.30029296875,2.5999999046325684,0.09999999776482582,-0.5999999865889549,5.5000001192092896,255.0,128.0,,-0.016662847142555677,-1.5579208844400918,-5.3925482840604206e-05,False,116.0,False,False,False,True,,games5425898691,bf81d8692db,24.0,-44.279998779296875,566.780029296875,73.6500015258789,-2104.1000366210938,-22345.90087890625,3046.4999389648438,4299.800109863281,-2175.800018310547,-1917.5,255.0,82.0,,-0.14001879710971946,-1.380323845608814,0.012548550683297069,True,31.0,False,3,4,False,
19,11418,,False,1,313.9844948740149,778.030029296875,4849.02001953125,139.49000549316406,1075.1000213623047,3965.2999877929688,1371.6000366210938,756.9000244140625,-5523.499755859375,2217.5,1.0,0.9181134816356851,-0.059323059027594105,1.5334775987803306,b6b5b9138ab,iCrazyBad,7.0,673.4000244140625,4773.43017578125,17.010000228881836,4867.9998779296875,-320.9000015258789,2.0999999344348907,5.299999713897705,0.29999999329447746,-1171.3999938964844,226.0,131.0,False,-0.009459333778996576,-3.087048892388098,-4.756204265749778e-05,True,4,False,78.0,False,4,,889383288701620212,KING_KIA7,8.0,1102.5799560546875,4889.8798828125,52.5099983215332,-4214.89990234375,1678.0000305175781,3667.2000122070312,-186.00000381469727,-579.5999908447266,497.7000045776367,255.0,148.0,,-0.026925601239713975,0.3489351050014263,-0.002111043380163674,True,6,False,7,31.0,False,,enpitsu,76561198039309853,27,363.07000732421875,3775.3798828125,341.67999267578125,-11517.19970703125,-7845.3997802734375,-6381.9000244140625,-162.5,132.39999771118164,248.60000610351562,128.0,128.0,False,0.7917386364325188,-0.029113887027537824,-0.41979129320483594,False,204.0,False,2,2,True,,games5425898691,bf81d8692db,24.0,2178.860107421875,5036.990234375,43.66999816894531,4485.299987792969,-5895.4998779296875,-4061.9000244140625,-5085.7000732421875,1794.1000366210938,-1079.800033569336,255.0,0.0,,-0.4514217810036479,-2.0965049469959163,0.27685972257571395,True,51.0,False,8,8,False,
20,11425,,False,1,239.6719254021704,755.030029296875,4946.169921875,156.72000122070312,-14268.699951171875,3339.8001098632812,859.8000335693359,345.09998321533203,1696.9999694824219,-1010.1000213623047,1.0,-0.22127745699681686,-0.49056776307750655,1.6843610982295878,889383288701620212,KING_KIA7,8.0,922.0499877929688,4934.91015625,114.94999694824219,-9341.799926757812,2185.399932861328,562.5,-421.30001068115234,-5480.3997802734375,192.99999237060547,255.0,128.0,,-1.2159058230372826,0.6493216958256488,-0.5375464343586508,True,8,False,31.0,False,7,,b6b5b9138ab,iCrazyBad,7.0,745.489990234375,4775.2900390625,16.950000762939453,-243.70000839233398,-210.9000015258789,8.999999761581421,64.60000038146973,-18.09999942779541,-288.1999969482422,0.0,208.0,False,-0.010530495036544258,3.05674265256886,-0.0019342527575359077,True,4,False,4,78.0,False,,enpitsu,76561198039309853,27,75.06999969482422,3579.179931640625,161.17999267578125,-11517.19970703125,-7845.3997802734375,-8004.89990234375,-40.0,64.49999809265137,80.29999732971191,128.0,128.0,False,0.8158736013859325,-0.04418500420556387,-0.3900165127857996,False,204.0,False,2,2,True,,games5425898691,bf81d8692db,24.0,2227.989990234375,4827.41015625,16.489999771118164,-618.4000015258789,-9478.499755859375,116.5999984741211,123.80000114440918,-102.39999771118164,-2390.800018310547,255.0,0.0,,-0.0021135313464510923,-1.4658668002013822,-0.0058714884061437465,True,51.0,False,8,8,False,
