,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost_collect
0,808,14,False,0,4996.114184619542,414.92999267578125,318.94000244140625,133.4199981689453,-2591.0000610351562,21925.70068359375,8699.600219726562,5556.9000244140625,1217.7999877929688,1907.1000671386719,0.0,0.4436994926467484,1.2004352862901724,-0.38942535940887724,1050108442328652631,xx_machado23_xx,13.0,444.82000732421875,114.87000274658203,17.010000228881836,3074.8001098632812,21735.10009765625,-0.3999999910593033,0.0,1.2999999523162842,215.59999465942383,255.0,128.0,,0.009596038682342966,1.4533036961498567,-0.00018225210205121973,True,False,False,20.141118359822077,True,False,,1942814351299910691,xx_diogopinho_xx,14.0,823.4500122070312,-220.9499969482422,17.010000228881836,4550.7000732421875,4824.800109863281,2.5,-1.2999999523162842,-1.5000000596046448,-533.8999938964844,238.0,99.0,,0.00951620350001785,0.8358725462645911,-0.00014789918839125822,True,4,False,4,0.0,False,,enpitsu,76561198039309853,26.0,-296.45001220703125,165.16000366210938,16.200000762939453,318.50000381469727,141.09999656677246,120.20000457763672,11.699999570846558,-24.600000381469727,618.1999969482422,255.0,255.0,,0.016660011926671933,-0.015214375296674871,-0.0006824406471007321,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,-3175.239990234375,2516.889892578125,17.010000228881836,16851.800537109375,-8000.30029296875,0.0,0.5000000074505806,-0.09999999776482582,1977.4000549316406,255.0,255.0,,0.009595022954067611,-0.3726239652684749,-3.543087061832186e-05,True,200.45941502817215,True,False,False,False,
1,1041,22,True,1,3546.621606804666,-1845.3399658203125,2889.760009765625,427.20001220703125,13574.100341796875,19299.69970703125,658.4999847412109,4520.199890136719,-1676.4999389648438,-2624.2999267578125,1.0,0.4059571420370921,2.0960433820635833,-1.3093448465982411,bf81d8692db,games5425898691,21.0,-1949.9599609375,2828.18994140625,298.0,10789.89990234375,20307.5,-159.7000026702881,-1321.9000244140625,3106.0000610351562,4342.200012207031,255.0,128.0,,-0.25092958195741066,0.20794556434239303,2.1040195397512815,True,7,8,0.0,False,False,,76561198039309853,enpitsu,26.0,31.56999969482422,-755.2000122070312,17.049999237060547,6531.099853515625,19216.700439453125,3.100000023841858,-0.3999999910593033,-0.5999999865889549,2011.0000610351562,255.0,128.0,False,-0.016756038247319725,1.8276730161894437,6.695701227369874e-05,True,4,False,4,50.0,False,,xx_diogopinho_xx,1942814351299910691,14.0,-1354.72998046875,3081.2099609375,17.010000228881836,2618.5000610351562,18882.60009765625,-0.29999999329447746,0.9000000357627869,6.1000001430511475,-875.6999969482422,255.0,128.0,,-0.009603270000372772,1.7534037766297663,-4.41740665781117e-05,True,169.4576514126152,True,6,False,6,,xx_machado23_xx,1050108442328652631,13.0,-3212.68994140625,3544.260009765625,16.989999771118164,635.0,22761.59912109375,4.600000083446503,-0.0,-1.4000000059604645,-1106.6000366210938,180.0,0.0,False,-0.009594837426645419,1.6004483737504887,-0.00027198047302343456,True,0.0,False,False,False,False,
2,1716,37,True,0,348.7301401670612,-981.9199829101562,4802.02001953125,319.2799987792969,14718.00048828125,15689.300537109375,-1485.2999877929688,2060.5999755859375,-1570.8000183105469,5411.5997314453125,0.0,-0.8719028774384777,2.623011400418597,1.4403463086242874,1942814351299910691,xx_diogopinho_xx,14.0,-1142.8299560546875,4593.580078125,330.1700134277344,15769.49951171875,9758.200073242188,122.60000228881836,5188.800048828125,1585.5999755859375,-900.6999969482422,242.0,0.0,,0.1958830964762716,0.28443375952029276,2.772046986160641,True,False,4,65.0,False,4,,1050108442328652631,xx_machado23_xx,13.0,-285.6300048828125,2373.43994140625,16.989999771118164,11804.100341796875,2197.5999450683594,4.600000083446503,0.3999999910593033,-0.09999999776482582,210.6999969482422,,128.0,,0.00967557129621701,0.2083431977920152,-0.00014377878055849325,True,6,False,6,203.0,False,,enpitsu,76561198039309853,26.0,-1489.8599853515625,4907.27978515625,17.049999237060547,14056.400146484375,4375.199890136719,2.5999999046325684,-0.5999999865889549,-0.09999999776482582,0.0,255.0,,,0.01677130519255858,0.301748379718756,5.5953940910750116e-05,True,227.0,False,6,False,6,,games5425898691,bf81d8692db,21.0,-1087.6500244140625,4652.5498046875,17.010000228881836,7646.300048828125,-5727.39990234375,-0.09999999776482582,3.700000047683716,-2.5,-1483.0000305175781,255.0,87.0,,0.009528707960557931,-0.6587983579329842,-0.00016159826349517768,True,219.41965616646632,True,4,4,False,
3,3434,91,False,0,1663.6470962889066,724.4099731445312,4763.18017578125,706.6199951171875,-3057.60009765625,16095.2001953125,-2619.2001342773438,-3329.2999267578125,2118.800048828125,4519.5001220703125,0.0,0.19686203614812442,-0.14065637816131393,-1.2322381383062648,1050108442328652631,xx_machado23_xx,13.0,695.969970703125,4687.8798828125,608.9099731445312,-1578.0000305175781,13830.50048828125,-1492.7000427246094,5337.80029296875,-824.8000335693359,-1037.699966430664,128.0,150.0,False,-1.141873854197939,-0.27430162305034156,1.7961568814531703,True,16,20,97.0,False,False,,1942814351299910691,xx_diogopinho_xx,14.0,3669.590087890625,2426.9599609375,1147.02001953125,-1520.8999633789062,-7537.60009765625,-9118.200073242188,-183.60000610351562,284.6999931335449,-424.59999084472656,233.0,128.0,,-0.9866925569169749,-0.7906298903063795,-1.0615316845514724,True,12,6,18,31.0,False,,enpitsu,76561198039309853,26.0,352.6499938964844,4954.83984375,433.1199951171875,5416.199951171875,-3230.10009765625,5066.199951171875,-615.8000183105469,2.7000001072883606,-163.50000381469727,255.0,255.0,False,-1.040832280097665,-2.046738702775632,1.253971125726461,True,101.0,False,12,False,7,,games5425898691,bf81d8692db,21.0,2265.699951171875,4501.830078125,16.989999771118164,-6599.1998291015625,10987.900390625,4.600000083446503,-0.09999999776482582,0.0,-467.59998321533203,255.0,128.0,,0.009556841321109342,2.065356217357552,0.00023294157481547085,True,255.0,False,12,12,False,
4,4202,119,False,1,4488.258712584016,-2743.449951171875,2513.429931640625,115.88999938964844,12897.7001953125,13527.099609375,5267.8997802734375,4705.10009765625,-1183.3000183105469,1278.8999938964844,1.0,0.09931180174229745,0.5130773002382968,-1.2865419375286684,76561198039309853,enpitsu,26.0,-2882.27001953125,2326.969970703125,46.0099983215332,3790.8999633789062,12177.900390625,3326.400146484375,-399.1999816894531,104.60000038146973,-1514.6000671386719,255.0,0.0,False,-0.025178539366814016,1.919396622569616,-0.0017997341116478712,True,15,20,44.0,False,False,,bf81d8692db,games5425898691,21.0,-917.719970703125,859.3400268554688,16.989999771118164,1001.3999938964844,-18132.5,4.799999892711639,-0.0,0.19999999552965164,1980.3999328613281,255.0,255.0,,-0.00958528748429275,-1.6983855241219818,2.3657147100032232e-05,True,22,False,24,201.0,False,,xx_diogopinho_xx,1942814351299910691,14.0,-3958.179931640625,2992.6201171875,51.45000076293945,3644.5999145507812,-10935.899658203125,-2058.000030517578,928.7000274658203,-1893.5000610351562,1970.7000732421875,255.0,255.0,,-0.21252011943882557,-1.9349586683357483,-0.5205336911176082,True,165.36738053957623,True,26,6,20,,xx_machado23_xx,1050108442328652631,13.0,-2925.840087890625,3800.93994140625,16.989999771118164,4441.700134277344,8474.099731445312,2.199999988079071,0.19999999552965164,0.5999999865889549,163.09999465942383,255.0,128.0,False,-0.009524578583524346,2.0369745279050497,-0.00014397769045468593,True,38.65259332041584,True,22,26,False,
5,6050,186,False,1,8278.019525678497,-3290.6298828125,-2001.27001953125,140.5399932861328,10441.8994140625,25469.3994140625,11108.800048828125,5789.69970703125,-334.1999816894531,-1538.3999633789062,1.0,-0.32353161454880336,-1.9160608096607161,1.8365654195166428,bf81d8692db,games5425898691,20.0,-3351.43994140625,-2185.300048828125,57.56999969482422,2935.7000732421875,22675.2001953125,2489.1000366210938,-2652.6998901367188,306.299991607666,233.29999923706055,255.0,128.0,,-0.06251715963955091,1.6805648381698188,0.0004935662073585646,True,49,58,116.0,False,False,,76561198039309853,enpitsu,26.0,-3788.4599609375,-939.8400268554688,16.790000915527344,822.5,730.8999633789062,55.70000171661377,-10.099999904632568,22.899999618530273,-4.000000059604645,255.0,128.0,False,-0.015141204334182654,2.1678882111545716,-0.0009396871119177218,True,42,False,46,126.0,False,,xx_diogopinho_xx,1942814351299910691,14.0,-3841.139892578125,-536.1699829101562,11.039999961853027,16726.700439453125,-8107.9998779296875,-1474.9000549316406,1242.2000122070312,-5232.2998046875,1071.500015258789,255.0,255.0,,-0.03417719472671616,-2.7250084825543164,-0.008795984974983243,True,3.7551915466144616,True,40,8,30,,xx_machado23_xx,1050108442328652631,13.0,-1099.800048828125,3074.68994140625,16.989999771118164,12065.899658203125,2337.2999572753906,5.199999809265137,-0.3999999910593033,-0.19999999552965164,2708.3999633789062,141.0,255.0,False,-0.00959362749372782,2.81109481468331,-3.540163312641154e-05,True,207.0,False,36,46,False,
6,6329,196,True,0,5952.023894000418,633.9099731445312,-612.0399780273438,101.33999633789062,-2580.7998657226562,28525.10009765625,-3167.2000122070312,-3289.5001220703125,-776.2999725341797,-4957.39990234375,0.0,0.5153692330222239,1.3205342804951374,-1.6106662728045809,1942814351299910691,xx_diogopinho_xx,14.0,675.9199829101562,-766.77001953125,73.25,-9073.300170898438,14463.699951171875,1893.2000732421875,4551.300048828125,-534.3999862670898,-3041.300048828125,249.0,255.0,,-0.002067174561743637,1.9572383227987349,-0.5574563916902794,True,33,44,149.0,False,8,,1050108442328652631,xx_machado23_xx,13.0,449.8900146484375,-1292.3699951171875,16.989999771118164,6693.0999755859375,-17722.60009765625,4.600000083446503,1.5999999642372131,-3.700000047683716,-1135.2999877929688,130.0,128.0,,0.009567033482837554,-1.2841293585265163,0.00010113979705869922,True,38,False,50,1.0,False,,enpitsu,76561198039309853,26.0,625.25,1175.0999755859375,17.049999237060547,-2343.699951171875,12005.50048828125,4.099999964237213,0.19999999552965164,0.0,3418.800048828125,255.0,255.0,True,0.016741437773429745,2.3045180839691057,5.772072031645274e-05,True,150.0,False,48,False,44,,games5425898691,bf81d8692db,21.0,-3150.969970703125,1148.199951171875,41.61000061035156,-1173.1999969482422,21947.900390625,-2456.199951171875,-1798.699951171875,-85.50000190734863,-0.3999999910593033,255.0,128.0,,-0.28382862757965477,1.6187337233609604,0.00014184583550324228,False,1.0,False,56,64,False,
7,6804,204,True,1,7027.194670463828,-463.3699951171875,-1754.4599609375,108.0199966430664,1213.8999938964844,27120.2001953125,9191.300048828125,4622.5,3597.5,1299.7000122070312,1.0,-0.5036376216046522,-3.0392368867385517,-3.0863572168561175,bf81d8692db,games5425898691,21.0,-463.3999938964844,-2028.1500244140625,17.0,5732.39990234375,22274.09912109375,0.9000000357627869,0.7000000029802322,2.3999999463558197,-360.0,255.0,157.0,,-0.009600374166021636,1.8644586757424149,0.00014576811140101396,True,False,False,52.921995896165036,True,False,,76561198039309853,enpitsu,26.0,-2717.340087890625,-3438.639892578125,17.059999465942383,-6911.400146484375,-9177.7001953125,1.1999999731779099,0.5000000074505806,0.7000000029802322,-32.99999952316284,255.0,128.0,,-0.016717630219901535,-0.9210578624166825,8.538732560338932e-05,True,4,False,4,,False,,xx_diogopinho_xx,1942814351299910691,14.0,581.3699951171875,29.920000076293945,83.04000091552734,-4516.099853515625,17710.6005859375,-146.09999656677246,-5295.5999755859375,-1485.2999877929688,6.200000047683716,243.0,128.0,,0.8191893721845173,-1.8454989610124244,3.139890072185879,True,,False,6,False,5,,xx_machado23_xx,1050108442328652631,13.0,-83.62000274658203,-3474.0,16.989999771118164,11950.699462890625,11099.000244140625,2.199999988079071,0.5999999865889549,0.7000000029802322,133.90000343322754,255.0,128.0,,-0.00958643246266897,2.376788756126934,-0.0001391109203064109,True,127.8594840367635,True,False,False,False,
8,7776,230,False,0,3102.572808435219,-668.489990234375,2045.780029296875,93.0999984741211,8043.599853515625,18136.500244140625,-79.0999984741211,-3924.8001098632812,4220.5999755859375,1507.5999450683594,0.0,0.747635386898923,-2.1188610104426644,0.06849983843530218,1050108442328652631,xx_machado23_xx,13.0,-598.530029296875,1904.7900390625,16.979999542236328,5802.9998779296875,18853.699951171875,5.600000023841858,2.5999999046325684,14.500000476837158,367.09999084472656,166.0,116.0,False,0.009467521845759615,1.3113726409271482,-0.000796428379373519,True,6,6,0.0,False,False,,1942814351299910691,xx_diogopinho_xx,14.0,-525.2999877929688,1820.300048828125,16.989999771118164,9633.900146484375,20345.10009765625,1.2999999523162842,-23.900001049041748,-43.89999866485596,-1370.7000732421875,244.0,0.0,,0.009487830803346748,1.1113935602180167,0.002443451831521673,True,4,6,8,23.0,False,,enpitsu,76561198039309853,26.0,-2674.909912109375,-1064.3199462890625,17.020000457763672,3038.900146484375,6402.8997802734375,2.199999988079071,-2.0999999344348907,-2.3000000417232513,730.8000183105469,255.0,128.0,False,0.01659977529231641,1.156692500409116,-0.0002126744277762251,True,173.62747541037942,True,8,False,8,,games5425898691,bf81d8692db,21.0,-589.4400024414062,2832.39990234375,21.940000534057617,-3789.2999267578125,-22490.6005859375,2968.0999755859375,0.0,-0.5000000074505806,313.799991607666,255.0,152.0,,0.009624141423087993,-1.7307800158311526,3.981423431997769e-05,True,128.0,False,16,17,False,
9,7777,230,False,0,3001.671236349054,-621.7899780273438,2150.8798828125,93.13999938964844,7984.1998291015625,17950.2001953125,0.0,-4124.89990234375,4116.499938964844,1427.7000427246094,0.0,0.4169224932858134,-2.0916214575811702,-0.03739419770249534,1942814351299910691,xx_diogopinho_xx,14.0,-406.8599853515625,2032.0899658203125,16.989999771118164,12255.30029296875,18637.099609375,4.399999976158142,-2.800000011920929,-3.0000001192092896,-1839.4000244140625,244.0,20.0,,0.009551558808255796,0.9291724288512093,7.41068368770273e-05,True,4,8,23.0,False,6,,1050108442328652631,xx_machado23_xx,13.0,-598.530029296875,1904.7900390625,16.979999542236328,5802.9998779296875,18853.699951171875,5.600000023841858,2.5999999046325684,14.500000476837158,367.09999084472656,166.0,116.0,False,0.009467521845759615,1.3113726409271482,-0.000796428379373519,True,6,False,6,0.0,False,,enpitsu,76561198039309853,26.0,-2645.389892578125,-997.3300170898438,17.020000457763672,3373.3999633789062,8036.9000244140625,2.199999988079071,0.09999999776482582,1.4000000059604645,142.89999961853027,255.0,128.0,False,0.01664419195512754,1.1870353465907033,-0.00017903697456263492,True,170.47453775200796,True,8,False,8,,games5425898691,bf81d8692db,21.0,-623.1400146484375,2626.320068359375,51.68000030517578,-3652.39990234375,-22444.09912109375,3434.7000122070312,616.5000152587891,-89.30000305175781,222.29999542236328,255.0,128.0,,0.027791469225340606,-1.7079445391201016,0.0001102092217632264,True,128.0,False,16,18,False,
