,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,177,0,False,0,5177.174302057913,-0.10999999940395355,40.93000030517578,99.37000274658203,-1082.7999877929688,26164.3994140625,3744.5999145507812,5981.6998291015625,-335.40000915527344,325.49999237060547,0.0,-0.007551851312779641,0.006454921070534172,0.1271269835060377,bf81d8692db,games5425898691,24.0,17.1200008392334,-157.7100067138672,87.16000366210938,1489.9000549316406,22859.7998046875,1973.3000183105469,-5498.699951171875,111.09999656677246,39.100000858306885,255.0,133.0,,0.7281255785336702,1.5116002873341068,-0.02315029540663261,True,4,3,22.0,False,False,,76561198039309853,enpitsu,26.0,0.0,-4951.7998046875,17.049999237060547,0.0,3560.0,2.5999999046325684,-0.7000000029802322,0.0,0.0,255.0,255.0,,0.016517885932029172,1.5707729566138313,-2.5279878503283695e-07,True,116.0,False,False,False,False,,requiem of souls,76561198990245574,9,2973.679931640625,4038.639892578125,17.010000228881836,19741.99951171875,-4844.89990234375,2.5,0.0,0.0,-2461.0000610351562,255.0,0.0,True,0.009596295394882066,-0.34603109876541094,-0.00014911083193145774,True,255.0,False,False,False,False,300.0,?,76561198341509278,9.0,69.13999938964844,247.4600067138672,296.3900146484375,740.0,-19433.299560546875,-1428.3000183105469,1140.0,5177.1002197265625,1465.3999328613281,128.0,255.0,,0.7523823366643546,-1.8007304439621818,3.114468567259166,True,False,4,4,0.0,False,
1,847,15,False,1,4598.871735029678,-962.780029296875,933.510009765625,96.69999694824219,5714.4000244140625,18310.50048828125,699.4999694824219,-1288.699951171875,-1217.6000213623047,627.0000076293945,1.0,-0.8278989771242854,-0.3080605202912082,1.968414235186085,76561198990245574,requiem of souls,9.0,-1005.239990234375,738.8200073242188,17.049999237060547,8277.000122070312,15034.69970703125,49.20000076293945,449.0999984741211,-633.8999938964844,2021.6000366210938,255.0,255.0,,0.0039934086462528,2.0626968823279186,-0.00594332886324657,True,8,8,100.81772051319,True,False,,76561198341509278,?,9.0,1537.3900146484375,1542.6500244140625,17.059999465942383,-9460.999755859375,8315.599975585938,1.2999999523162842,-1.2999999523162842,-0.09999999776482582,472.59998321533203,128.0,128.0,False,-0.01676071638511433,0.6755687927957406,-0.00028924309365970104,True,237.0,False,4,False,4,,enpitsu,76561198039309853,26,-752.739990234375,2616.97998046875,17.049999237060547,8876.799926757812,1509.4999694824219,2.5,-0.7000000029802322,1.7000000178813934,0.0,0.0,128.0,False,-0.016699051456388364,2.9731391718294335,4.008798279549644e-05,True,191.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,1375.239990234375,3660.0400390625,17.020000457763672,-5431.400146484375,12636.300048828125,0.7999999821186066,2.0000000298023224,-3.8999998569488525,1296.6999816894531,255.0,128.0,,-0.00958273418372865,1.090795853779535,-0.0001291267598677618,True,8,False,8,98.0,False,
2,860,15,False,1,3730.1205424576497,-702.8200073242188,1769.9000244140625,93.8499984741211,5312.5,17250.2001953125,135.10000228881836,-3486.6000366210938,-340.0,627.0000076293945,1.0,-0.3592600422986586,-1.38937063610929,3.0684019680564885,76561198990245574,requiem of souls,9.0,-822.3900146484375,1634.0799560546875,86.30999755859375,2141.3999938964844,22827.39990234375,1822.8999328613281,-5494.7998046875,235.9000015258789,21.19999885559082,255.0,128.0,,-0.7652729341347566,1.6100654032084274,0.0032276229744562642,True,10,9,74.06780216514422,True,False,,76561198341509278,?,9.0,1099.3299560546875,1881.1800537109375,17.059999465942383,-7973.599853515625,6018.800048828125,1.2999999523162842,-0.3999999910593033,0.09999999776482582,0.0,128.0,128.0,False,-0.016845050010057188,0.6465688479480871,-3.948711803369939e-05,True,237.0,False,4,False,4,,enpitsu,76561198039309853,26,-517.1199951171875,2657.06005859375,17.049999237060547,-186.90000534057617,-31.600000858306885,2.5,-0.09999999776482582,-2.199999988079071,0.0,128.0,128.0,False,-0.017251019093614758,2.97313872004303,4.337909510740292e-05,True,191.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,1113.969970703125,4165.25,17.020000457763672,-8436.799926757812,11164.200439453125,1.0999999940395355,0.7999999821186066,-1.1999999731779099,2078.6000061035156,255.0,255.0,,-0.00957072027338116,0.8727302565060473,0.0001380886687558781,True,8,False,8,98.0,False,
3,871,16,False,1,3024.2966546643856,-493.6700134277344,2453.889892578125,93.1500015258789,4917.900085449219,16221.099853515625,0.0,-5728.2000732421875,557.2000122070312,627.0000076293945,1.0,1.4536015666880027,-2.4402856638665273,2.367835236816656,76561198990245574,requiem of souls,9.0,-735.2100219726562,2566.14990234375,89.12999725341797,2128.9999389648438,22726.201171875,-148.50000381469727,-5495.2001953125,227.00000762939453,14.299999475479126,255.0,,,0.5778912335643339,-1.5311812144066235,3.1384834397505705,True,10,9,74.0,False,False,,76561198341509278,?,9.0,793.9400024414062,2111.68994140625,17.059999465942383,-6155.0,4646.000061035156,1.2999999523162842,-0.3999999910593033,0.09999999776482582,0.0,,,,-0.016845050010057188,0.6465688479480871,-3.948711803369939e-05,True,237.0,False,4,False,4,,enpitsu,76561198039309853,26,-488.0899963378906,2662.030029296875,80.70999908447266,6813.900146484375,1157.7999877929688,2839.5001220703125,-866.2999725341797,5094.89990234375,0.0,255.0,,,-0.19111984131884216,2.9731455446923,-1.8019227285225076e-05,True,175.0,False,2,1,False,,games5425898691,bf81d8692db,24.0,626.6699829101562,4415.22021484375,17.020000457763672,-11525.10009765625,-154.0999984741211,1.0999999940395355,0.19999999552965164,-0.0,2238.699951171875,,255.0,,-0.009635312843473293,-0.07521716717591873,3.3224929834678735e-05,True,8,False,8,98.0,False,
4,1269,30,False,1,3473.098814588705,3341.489990234375,2673.830078125,148.6999969482422,-15627.19970703125,10851.300048828125,5697.2998046875,-2645.1998901367188,4927.5,-1608.0999755859375,1.0,0.2335573445936235,1.5106931590120016,2.1274787119158143,76561198990245574,requiem of souls,9.0,3481.81005859375,2625.60009765625,47.84000015258789,-12021.400146484375,7399.5001220703125,2725.1998901367188,2605.1998901367188,-2303.5000610351562,2703.2998657226562,255.0,128.0,False,-0.027452996020942644,0.5058049135089506,-0.06156251444467762,True,18,14,75.0,False,False,,76561198341509278,?,9.0,2539.199951171875,4968.169921875,21.90999984741211,110.60000419616699,-105.50000190734863,62.30000019073486,-57.30000019073486,113.29999923706055,287.8000068664551,255.0,255.0,,-0.0678137690959224,-1.0638418206184732,-0.10007108397520384,True,169.0,False,6,False,4,,enpitsu,76561198039309853,26,3390.639892578125,3065.820068359375,22.0,4678.800048828125,-17109.300537109375,2991.7999267578125,-0.19999999552965164,0.7000000029802322,-3.700000047683716,255.0,0.0,False,-0.016790935963956196,-1.837303536126367,4.148404469363209e-05,True,170.56297636801196,True,8,7,False,,games5425898691,bf81d8692db,24.0,1989.300048828125,4607.89013671875,17.020000457763672,2712.9998779296875,-11807.80029296875,1.4000000059604645,0.3999999910593033,-2.3999999463558197,-2353.0999755859375,255.0,0.0,,-0.009569478987629654,-1.7321683230102087,-0.00011409960225526598,True,14,False,16,122.0,False,
5,1326,32,True,1,682.5452642002463,299.0799865722656,4809.009765625,160.89999389648438,-19258.699951171875,16265.2001953125,4007.9000854492188,-2179.199981689453,135.10000228881836,-1605.3999328613281,1.0,-1.0635860695153383,0.2018632871799333,1.2188109005705283,76561198341509278,?,10.0,474.69000244140625,4653.72998046875,84.87000274658203,-19423.399658203125,10102.39990234375,3333.900146484375,17.300000190734863,-17.5,-2518.5000610351562,255.0,128.0,,-0.016917264633639663,0.7024826197082716,0.00011538425756023408,True,8,4,40.617126849389834,True,False,,76561198990245574,requiem of souls,9.0,532.4500122070312,4278.3701171875,16.979999542236328,-21060.50048828125,6738.3001708984375,5.699999928474426,-0.5000000074505806,-0.0,0.3999999910593033,255.0,128.0,False,-0.009585774846206417,0.3095902440496098,-4.887059193975144e-05,True,0.0,False,18,False,14,,enpitsu,76561198039309853,26,3346.75,-1311.0,17.049999237060547,245.10000228881836,-17592.5,2.7000001072883606,-0.5999999865889549,-0.0,0.09999999776482582,128.0,128.0,False,-0.01690738637464274,-1.5847454213057912,3.4191242953189894e-06,True,171.0,False,8,8,False,,games5425898691,bf81d8692db,24.0,437.6600036621094,4704.919921875,16.90999984741211,-8826.599731445312,18773.199462890625,-2.5999999046325684,15.399999618530273,-6.000000238418579,297.09999084472656,255.0,188.0,,-0.010853415418858385,1.1325970261483889,0.001033301693863665,True,14,False,16,34.399320512689556,True,
6,1757,39,False,0,3157.3150952830742,2125.719970703125,4224.66015625,272.44000244140625,-9656.699829101562,5263.2000732421875,7199.2999267578125,1755.5000305175781,1747.2000122070312,-5464.7998046875,0.0,-0.5124193315323359,-1.8714671361440127,-1.4110372692181645,76561198039309853,enpitsu,26.0,2195.77001953125,4110.56982421875,147.02999877929688,-14445.799560546875,-1535.0,6387.8997802734375,-361.1000061035156,717.0999908447266,-2329.7999572753906,128.0,0.0,,-0.2194443872784355,2.905372961498648,0.04988960186307114,True,4,2,224.0,False,2,,bf81d8692db,games5425898691,24.0,-1256.510009765625,3038.139892578125,17.010000228881836,18307.60009765625,2093.8999938964844,0.0,0.19999999552965164,0.0,-1973.699951171875,255.0,0.0,,0.009589370137046548,0.0437396656827339,-2.2281434109733308e-05,True,139.34568596911686,True,False,False,False,,requiem of souls,76561198990245574,9,-1448.0,4614.8798828125,16.989999771118164,18402.7001953125,614.7000122070312,4.600000083446503,-0.5999999865889549,0.3999999910593033,-38.59999895095825,128.0,128.0,,0.009597262840257038,0.02820039280933591,7.598395689719646e-05,True,255.0,False,8,8,False,,?,76561198341509278,10.0,635.4500122070312,4481.81982421875,49.040000915527344,14987.5,-1252.5,3514.89990234375,7.400000095367432,-0.19999999552965164,-355.49999237060547,128.0,128.0,False,0.016831863059058566,-0.13284437368030153,0.0009836057032529249,True,False,False,4,87.6485075412258,True,
7,2922,81,True,0,5268.066444587806,3630.389892578125,2444.760009765625,992.530029296875,-18080.999755859375,12937.19970703125,3519.89990234375,1093.0999755859375,5008.699951171875,3117.3001098632812,0.0,0.9983522814552842,-1.4863489136347277,-0.9162661352426094,bf81d8692db,games5425898691,24.0,3788.0400390625,2424.0,952.9099731445312,-12185.50048828125,18130.2001953125,1031.9999694824219,-533.4000015258789,-5350.2001953125,-1157.5,255.0,255.0,,-0.10685427675669008,1.2905129500281236,-2.7946968316580847,True,18,15,0.0,False,False,,76561198039309853,enpitsu,26.0,1023.969970703125,-2593.39990234375,17.059999465942383,4497.9998779296875,-2307.100067138672,1.4000000059604645,0.0,0.0,-2126.7999267578125,255.0,128.0,False,0.01657798092757347,-1.9096984617799482,-1.1070184147787446e-05,True,255.0,False,10,2,6,,requiem of souls,76561198990245574,10,3718.60009765625,2645.169921875,1094.5699462890625,-9377.19970703125,-15721.099853515625,767.5,4215.299987792969,-2663.800048828125,2320.500030517578,255.0,128.0,,0.8918270105959157,-1.5218533750801573,0.7360921830415053,True,141.6794665551955,True,24,17,8,,?,76561198341509278,10.0,-210.1300048828125,-2526.0,17.059999465942383,-5979.7998046875,12646.700439453125,1.8000000715255737,-0.7000000029802322,1.5999999642372131,-1955.5000305175781,255.0,0.0,False,0.016758542928055287,1.9783040336527937,-0.00023016145500812582,True,10,6,14,169.0,False,
8,3239,84,False,0,5091.060586117366,-12.3100004196167,126.22000122070312,100.80000305175781,-2761.400146484375,30218.40087890625,2164.7999572753906,235.20000457763672,90.79999923706055,-2329.1000366210938,0.0,0.004253219522134649,-0.09702313458628117,0.009618261664519179,bf81d8692db,games5425898691,24.0,0.8500000238418579,-139.3000030517578,58.189998626708984,-7176.7999267578125,18572.39990234375,2662.60009765625,3652.3001098632812,-1106.2999725341797,-2337.899932861328,255.0,202.0,,0.01927130941773025,1.645083485915219,-0.023006449279385274,True,4,3,19.0,False,False,,76561198039309853,enpitsu,26.0,-20.31999969482422,-3669.47998046875,17.049999237060547,-486.89998626708984,10377.099609375,2.5999999046325684,-0.09999999776482582,0.5000000074505806,6.1000001430511475,255.0,128.0,,0.016676294274364085,1.6185633908985355,-4.433217186383311e-05,True,116.0,False,False,False,False,,requiem of souls,76561198990245574,9,1473.699951171875,4479.60009765625,17.010000228881836,-11302.2998046875,4257.39990234375,2.5,-0.09999999776482582,0.0,2368.2000732421875,255.0,255.0,False,0.009555046284654586,2.8482745055899485,-3.176867544132937e-05,True,75.0,False,False,False,False,,?,76561198341509278,9.0,-2048.0,2560.0,16.65999984741211,0.0,0.0,69.00000095367432,6.000000238418579,6.000000238418579,0.0,,,,0.016265511925523418,-0.7854267880529354,6.821185990764275e-06,True,False,False,False,85.0,False,
9,3676,99,True,0,1830.7288013292982,590.6799926757812,4071.659912109375,108.0,-4976.199951171875,26968.89892578125,3241.6000366210938,-2667.9998779296875,2625.8999633789062,-4688.900146484375,0.0,0.791657527433965,-0.10668607407935699,-2.3081448944584815,76561198039309853,enpitsu,26.0,710.3900146484375,3970.81005859375,75.2699966430664,-4810.0,18822.19970703125,2748.900146484375,-4229.5001220703125,922.3000335693359,97.5,255.0,128.0,,0.10807363499167524,2.0351452109778303,0.0965840649706458,True,4,1,242.0,False,False,,bf81d8692db,games5425898691,24.0,405.42999267578125,2771.840087890625,17.010000228881836,18325.999755859375,-1202.5,2.0999999344348907,-0.5999999865889549,-0.29999999329447746,-16.59999966621399,255.0,128.0,,0.009626416423050094,-0.06785334543366045,5.6535372930061554e-05,True,31.0,False,10,False,10,,requiem of souls,76561198990245574,9,-3066.5400390625,1588.18994140625,16.1200008392334,1741.9999694824219,21930.0,121.5999984741211,24.600000381469727,-21.90000057220459,218.99999618530273,128.0,128.0,,0.011548911972558475,1.5092531537254477,0.0004994165463976814,True,244.0,False,12,10,False,,?,76561198341509278,9.0,-3030.110107421875,3255.760009765625,17.040000915527344,-159.79999542236328,11883.399658203125,3.799999952316284,0.0,-1.5000000596046448,-110.79999923706055,255.0,128.0,,0.016708619414196164,1.5708957666743177,0.00016099460360002171,True,4,False,4,0.0,False,
