,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect,team_mate_handbrake
0,649,17,True,0,4204.887415509023,1740.81005859375,1864.5899658203125,205.8300018310547,-10760.699462890625,21582.39990234375,4931.9000244140625,100.20000457763672,1195.2999877929688,-5878.800048828125,0.0,-0.46352608478661195,2.2816142546197677,-3.1228917281138546,998199732707499505,Paul_lechtape,8.0,1781.1400146484375,1729.02001953125,94.80000305175781,-9262.5,20848.9990234375,2918.9999389648438,-3189.5001220703125,3435.10009765625,2876.9000244140625,128.0,0.0,,-0.16929215131773054,2.748632567972968,0.1704533049951797,False,185.80787081359534,True,False,15,18,,3840399533858939784,ksadm5,7.0,1549.31005859375,-3679.449951171875,17.049999237060547,0.0,0.09999999776482582,3.100000023841858,-0.5000000074505806,0.19999999552965164,0.0,,,0.01682385523364882,-1.7699837938870253,1.3460462274923439e-05,True,130.0,False,False,False,False,,enpitsu,76561198039309853,26.0,-174.08999633789062,5526.5498046875,23.8700008392334,-2.0000000298023224,2.0000000298023224,-0.19999999552965164,0.29999999329447746,0.0,0.0,128.0,128.0,,0.055918024845795375,-1.4303771308381104,0.005524917608458741,True,False,92.0,False,2,2,,games5425898691,bf81d8692db,24.0,642.77001953125,1716.530029296875,16.989999771118164,-7887.60009765625,21441.79931640625,5.199999809265137,0.9000000357627869,-2.199999988079071,543.4000015258789,255.0,128.0,,0.009598401894220015,1.9638003491632812,-7.291567792385073e-05,True,64.0,False,8,False,8,,
1,959,19,False,0,5247.501727296067,-4.739999771118164,-31.260000228881836,95.5199966430664,1361.300048828125,23719.29931640625,4973.399963378906,-5840.9002685546875,80.39999961853027,1370.0,0.0,-0.0008848921377247313,0.03388117489411306,-0.01114619733408544,3840399533858939784,ksadm5,7.0,-29.709999084472656,-307.25,49.20000076293945,462.7000045776367,20366.400146484375,3536.7999267578125,-518.4000015258789,30.09999990463257,13.200000524520874,255.0,158.0,,0.029788151220185473,1.5283615694497996,0.0004896686255676957,True,22.0,False,False,False,4,,998199732707499505,Paul_lechtape,8.0,-3090.260009765625,-3827.47998046875,17.010000228881836,-6271.9000244140625,12926.300048828125,0.5999999865889549,0.0,-0.29999999329447746,-2341.6000366210938,255.0,0.0,0.009568638141943961,1.9286765595157005,7.92903514489502e-05,True,236.2694880911099,True,False,False,False,,enpitsu,76561198039309853,26.0,2941.699951171875,4027.8798828125,17.049999237060547,13998.1005859375,-112.5,4.1999998688697815,1.0999999940395355,-0.29999999329447746,-2831.7999267578125,255.0,0.0,False,0.01678630822592972,-0.14589817511397815,-0.00012864854628503794,True,False,255.0,False,False,False,,games5425898691,bf81d8692db,30.0,11.079999923706055,85.11000061035156,90.94000244140625,-663.0000305175781,-19376.800537109375,360.60001373291016,4702.799987792969,62.39999771118164,-1961.7999267578125,128.0,128.0,,1.3493270415101146,1.523986908011943,-3.082757380150157,True,31.0,False,3,False,4,,False
2,1196,28,True,1,1562.8369439481962,-536.4400024414062,4515.0400390625,98.9800033569336,-2611.4999389648438,21140.2001953125,5070.10009765625,1840.8999633789062,-3157.60009765625,-4758.0999755859375,1.0,1.004077454468388,2.3048181984217724,0.9472130814253596,bf81d8692db,games5425898691,24.0,-561.2899780273438,4329.58984375,17.010000228881836,-12553.900146484375,18513.00048828125,3.0000001192092896,-0.0,0.09999999776482582,-2733.5000610351562,255.0,0.0,True,-0.009596250342620244,1.1427801834055882,-0.00014734303716384422,True,99.0,False,False,6,6,,76561198039309853,enpitsu,26.0,1525.760009765625,5060.22998046875,63.02000045776367,-763.0999755859375,-352.99999237060547,-440.29998779296875,-391.89998626708984,-155.600004196167,119.0999984741211,128.0,128.0,-0.027398862706900638,0.004943321447198321,-0.8060429898924908,True,216.0,False,2,False,2,,Paul_lechtape,998199732707499505,8.0,2394.719970703125,4232.9599609375,106.68000030517578,-19602.099609375,6775.30029296875,-153.99999618530273,2633.5000610351562,-4674.599914550781,1209.000015258789,128.0,255.0,,-0.6115345790589894,1.413890035793885,-2.422305577147704,True,5,0.0,False,8,4,,ksadm5,3840399533858939784,8.0,-1481.97998046875,4734.18994140625,17.040000915527344,22013.701171875,6422.39990234375,6.1000001430511475,0.7999999821186066,-0.0,-1749.2999267578125,255.0,0.0,,-0.016786408898470367,2.9073849616007355,-0.00014915208261018293,True,0.0,False,8,False,8,,
3,1461,28,False,0,5146.665505002105,-8.460000038146973,70.44000244140625,102.08000183105469,-3439.2001342773438,30071.8994140625,4239.599914550781,-237.19999313354492,-190.30000686645508,1255.999984741211,0.0,-0.004659288690944964,0.031418757096678636,-0.005992047368328619,998199732707499505,Paul_lechtape,8.0,-0.11999999731779099,-108.83000183105469,50.95000076293945,-10300.699462890625,19640.0,2445.7000732421875,4402.5,-3241.199951171875,601.5000152587891,210.0,255.0,,-0.1155246080580855,1.7462723099475281,-0.04593239199978933,False,31.0,False,False,5,6,,3840399533858939784,ksadm5,7.0,2003.4000244140625,-3851.320068359375,17.049999237060547,13639.599609375,-3539.1000366210938,3.100000023841858,1.0000000149011612,0.0,109.89999771118164,255.0,128.0,0.016751365403699207,-0.24126228277105377,-0.00011227195288160467,True,28.0,False,False,False,False,,enpitsu,76561198039309853,26.0,-23.34000015258789,596.010009765625,93.88999938964844,-1651.9000244140625,-22800.6005859375,2523.2000732421875,3982.5,-304.4000053405762,-16.59999966621399,255.0,128.0,,0.24988699259572347,-1.6482538115356973,-0.000314546295147741,True,1,31.0,False,2,False,,games5425898691,bf81d8692db,24.0,-2502.760009765625,4034.3701171875,17.010000228881836,-19193.399658203125,8554.89990234375,2.800000011920929,-0.19999999552965164,0.09999999776482582,1479.1000366210938,255.0,255.0,,0.009596053760068926,2.747834311919844,0.0002038627983229694,True,0.0,False,False,False,False,,
4,1463,28,False,1,5411.525203154794,30.719999313354492,-201.89999389648438,143.3300018310547,746.8000030517578,19399.000244140625,8791.199951171875,5992.9998779296875,231.90000534057617,-170.20000457763672,1.0,-0.00125686019444188,-0.05802004428038554,-0.4380260290403542,76561198039309853,enpitsu,26.0,38.52000045776367,-386.739990234375,113.91999816894531,1655.5999755859375,22851.39892578125,1896.0000610351562,-5483.3001708984375,427.20001220703125,-3.400000035762787,255.0,128.0,,-0.9008287128328099,1.6493771166128508,-0.0008880782706036444,True,31.0,False,False,1,2,,bf81d8692db,games5425898691,24.0,2682.47998046875,-4101.08984375,17.010000228881836,19941.099853515625,-6030.10009765625,2.800000011920929,-1.0000000149011612,0.3999999910593033,1853.699951171875,255.0,255.0,-0.009570182004461789,-2.905966736666016,0.00012216548529238942,True,0.0,False,False,False,False,,Paul_lechtape,998199732707499505,8.0,0.11999999731779099,108.83000183105469,50.95000076293945,10300.699462890625,-19640.0,2445.7000732421875,-4402.5,3241.199951171875,601.5000152587891,210.0,255.0,,0.1155246080580855,-1.7462723099475281,-0.04593239199978933,False,5,31.0,False,6,False,,ksadm5,3840399533858939784,7.0,-2128.77001953125,3882.6201171875,17.049999237060547,-13696.400146484375,3346.0000610351562,3.100000023841858,-0.7000000029802322,-0.0,27.899999618530273,255.0,128.0,,-0.01675159828011375,0.2361325748361331,-6.930581393669e-05,False,28.0,False,False,False,False,,
5,1894,44,False,0,5475.281155806891,-2403.580078125,-123.63999938964844,154.44000244140625,10881.800537109375,27257.80029296875,-913.6000061035156,-2313.699951171875,3550.4000854492188,2608.3999633789062,0.0,-1.3983666963250538,-2.4084088532146812,-1.3473891369450233,998199732707499505,Paul_lechtape,9.0,-2476.409912109375,-432.0799865722656,139.10000610351562,5928.699951171875,22222.7001953125,8.799999952316284,-1235.1000213623047,5356.9000244140625,-167.00000762939453,128.0,2.0,,0.2013358755781535,1.758372633868406,1.5395204413026016,True,97.02720010408791,True,False,13,14,,3840399533858939784,ksadm5,7.0,-3288.159912109375,473.5,17.059999465942383,11460.2001953125,13587.80029296875,2.0000000298023224,-2.800000011920929,-2.7000001072883606,-316.8000030517578,255.0,96.0,0.01675012993359372,0.8741097369321947,-7.62718202597326e-05,True,255.0,False,4,False,6,,enpitsu,76561198039309853,26.0,-2446.5400390625,-290.0899963378906,17.860000610351562,-9224.500122070312,20738.1005859375,2430.399932861328,-1488.3999633789062,-680.1000213623047,-1140.8000183105469,255.0,0.0,,0.038274126031556506,1.9775412302301092,-0.0007544875011043878,True,9,78.0,False,10,False,,games5425898691,bf81d8692db,24.0,703.739990234375,545.3400268554688,17.0,1546.300048828125,22843.60107421875,3.8999998569488525,0.0,0.29999999329447746,56.19999885559082,255.0,128.0,,0.009600566386485447,1.5098921011538706,-5.582646348335436e-05,True,18.0,False,6,False,6,,
6,2140,53,False,1,4136.130737572209,-326.5899963378906,1188.68994140625,98.75,-1364.1999816894531,24062.60009765625,5334.1998291015625,819.4999694824219,-5586.500244140625,-2029.4999694824219,1.0,-0.17169600441119912,2.639965520123717,-2.212414153464309,bf81d8692db,games5425898691,24.0,-379.3500061035156,1005.6400146484375,16.989999771118164,-6869.69970703125,21313.00048828125,5.5000001192092896,-0.09999999776482582,0.7000000029802322,-2489.600067138672,255.0,20.0,True,-0.009595227769460585,1.3873057987919226,-0.00019749855959202175,True,0.0,False,False,8,8,,76561198039309853,enpitsu,26.0,,,,,,,,,,,,,,,True,,,,,,,Paul_lechtape,998199732707499505,8.0,-143.32000732421875,1883.719970703125,58.2400016784668,-12858.399658203125,-14830.0,3618.2000732421875,-545.099983215332,374.50000762939453,1439.7000122070312,202.0,119.0,,0.019438242202173706,-1.026102821263316,-0.0005915727934428127,True,18,201.0,False,20,False,,ksadm5,3840399533858939784,8.0,475.4100036621094,1718.25,17.040000915527344,-13931.400146484375,13008.599853515625,4.600000083446503,3.8999998569488525,-3.4999999403953552,-980.4000091552734,255.0,9.0,,-0.016783195475694464,0.7602674943979872,-8.891903757758526e-05,True,,False,6,4,10,,
7,4845,151,True,1,4385.880937281426,-2135.820068359375,1970.77001953125,181.67999267578125,17091.400146484375,24783.89892578125,5475.8001708984375,5868.3001708984375,1012.0999908447266,733.4999847412109,1.0,1.0611560556066306,-0.5270406130539471,-2.3605047959913157,bf81d8692db,games5425898691,24.0,-2293.2900390625,1686.800048828125,116.08000183105469,13904.000244140625,18173.1005859375,2323.2000732421875,-2333.800048828125,841.6999816894531,1104.000015258789,255.0,128.0,,-0.051154545402489746,1.8964996517521142,0.0017636960313406253,True,207.0,False,False,13,18,,76561198039309853,enpitsu,26.0,971.010009765625,731.0499877929688,17.040000915527344,-12484.7998046875,14135.400390625,5.0,-0.09999999776482582,0.09999999776482582,-2052.5,255.0,0.0,-0.016765649981832293,0.9220332333696145,-2.10322907193961e-05,True,226.0,False,20,False,20,,Paul_lechtape,998199732707499505,8.0,-3870.5400390625,159.2100067138672,21.139999389648438,670.5999755859375,-16018.00048828125,-50.0,346.6999816894531,-88.00000190734863,1858.2000732421875,213.0,255.0,False,-0.028405344891466157,-1.6572961454572268,-0.148081644524684,True,4,0.0,False,6,4,,ksadm5,3840399533858939784,7.0,-1977.2099609375,4372.169921875,17.049999237060547,11510.10009765625,-7474.000244140625,3.700000047683716,-2.0999999344348907,1.7000000178813934,1841.0000610351562,128.0,255.0,,-0.016838032551788118,-2.5898518238829964,0.00031877901217465326,True,238.0,False,False,False,False,,False
8,5436,163,False,0,2624.343021411504,1419.530029296875,3904.889892578125,128.4600067138672,-13537.39990234375,14686.800537109375,59.699997901916504,-3153.900146484375,2210.0,4600.899963378906,0.0,-0.9120129980877775,-1.1749704793592248,-0.4944937243781727,998199732707499505,Paul_lechtape,8.0,1582.06005859375,3811.169921875,111.56999969482422,-8279.000244140625,19063.299560546875,209.79999542236328,-147.39999771118164,-5470.7000732421875,546.3999938964844,128.0,255.0,False,0.30564013687069436,1.6509440085319984,-1.2635217985112517,False,109.97035679765929,True,False,5,6,,3840399533858939784,ksadm5,7.0,15.510000228881836,974.8400268554688,17.049999237060547,4505.7000732421875,21861.69921875,3.1999999284744263,0.0,0.0,-0.09999999776482582,255.0,128.0,0.01677978831502941,1.367526777131121,-1.1056799552492476e-06,True,123.0,False,6,False,6,,enpitsu,76561198039309853,26.0,-24.56999969482422,3143.4599609375,17.030000686645508,-1716.4999389648438,22737.5,5.699999928474426,0.0,0.0,27.999999523162842,255.0,128.0,False,0.01678279742256661,1.6490962677399779,-6.951979947661787e-06,True,4,167.0,False,4,False,,games5425898691,bf81d8692db,24.0,674.97998046875,4807.35986328125,209.61000061035156,2409.600067138672,-1996.6999816894531,324.7999954223633,132.2000026702881,110.20000457763672,-189.20000076293945,255.0,37.0,,-0.43799803353512706,-0.3328967365725892,-0.18254029537202715,True,221.0,False,6,False,8,,
9,7037,213,True,1,3879.566269078476,-2004.6400146484375,2563.699951171875,128.22999572753906,12371.300048828125,14928.00048828125,5309.6002197265625,3673.699951171875,340.40000915527344,4731.499938964844,1.0,-0.49772836363563056,2.8932110134057383,1.3831407250987102,76561198039309853,enpitsu,26.0,-2105.320068359375,2355.06005859375,92.6500015258789,21952.39990234375,6371.6998291015625,1866.0000610351562,-4466.9000244140625,3084.89990234375,882.7999877929688,255.0,255.0,False,-0.5905370257901738,3.0925770332669336,-0.5442504178056878,True,96.0,False,False,9,10,,bf81d8692db,games5425898691,24.0,-3451.77001953125,-1936.25,17.010000228881836,10981.700439453125,18964.000244140625,2.7000001072883606,0.09999999776482582,0.5000000074505806,-15.90000033378601,255.0,128.0,-0.009584288359728523,2.097757440108106,-3.299096945214989e-05,True,240.0,False,4,False,4,,Paul_lechtape,998199732707499505,8.0,-2101.989990234375,2879.820068359375,17.010000228881836,1238.7999725341797,-862.6000213623047,2.8999999165534973,-0.09999999776482582,-0.7000000029802322,787.7999877929688,128.0,255.0,False,-0.009669983073167366,-2.4079059105958853,-5.722755581682656e-05,False,4,191.0,False,4,False,,ksadm5,3840399533858939784,7.0,-2301.780029296875,4581.75,16.700000762939453,97.60000228881836,-1029.5999908447266,63.20000171661377,-4.699999988079071,-0.19999999552965164,13.899999856948853,128.0,,,-0.017164052648424615,-1.6688279791185647,1.6713668272433772e-06,True,85.0,False,False,False,False,,
