,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
10,4890,125.0,False,0,5137.824134284548,0.75,81.04000091552734,91.76000213623047,138.1999969482422,31972.099609375,185.79999923706055,-211.00000381469727,-174.20000076293945,-937.2000122070312,0.0,-0.00444705404113526,-0.02344182138616571,0.00033807055426491705,bf81d8692db,games5425898691,20.0,2.240000009536743,-39.15999984741211,93.94000244140625,324.3000030517578,19364.599609375,164.59999084472656,-5465.5999755859375,90.0,607.2000122070312,128.0,128.0,,1.2255588491644887,-1.5777534258649004,3.1067440436018483,True,31.0,False,3,4,False,,76561198039309853,enpitsu,25.0,-3013.43994140625,-4171.66015625,17.049999237060547,-15952.7001953125,5279.69970703125,4.399999976158142,-0.5999999865889549,0.29999999329447746,-3085.7998657226562,255.0,0.0,False,0.01678226320072044,2.582869266192006,-0.00017272874776972405,True,False,False,255.0,False,False,,Disguised Koala on YT,76561198364567027,6,0.0,4531.25,17.010000228881836,0.0,-6672.39990234375,2.7000001072883606,0.7999999821186066,0.0,0.0,248.0,,,0.009437596099305234,-1.570804567119204,-3.8982555224187095e-08,True,116.0,False,False,False,False,,ruben_ess,639725539893080646,8.0,-589.8200073242188,362.0,17.010000228881836,-16805.799560546875,-14010.899658203125,2.3999999463558197,0.9000000357627869,0.7000000029802322,-1506.199951171875,255.0,37.0,,0.00959635920324493,-2.4791228047904044,-0.00015124472223439762,True,False,False,False,0.0,False,
11,5392,143.0,True,1,1241.3108424404252,-345.25,5127.7099609375,93.8499984741211,-1506.4999389648438,6710.10009765625,1639.7999572753906,-5835.999755859375,-1310.2000427246094,473.1999969482422,1.0,-0.7452037254043468,-0.5072053817258168,-0.4931321629240284,639725539893080646,ruben_ess,8.0,-436.0199890136719,4759.83984375,82.16999816894531,-3518.0999755859375,11827.19970703125,-154.7000026702881,2384.199981689453,-191.10000610351562,-4952.60009765625,128.0,128.0,,-1.259303118357061,2.1786528804854233,0.16673366744942436,True,101.0,False,5,8,False,,76561198364567027,Disguised Koala on YT,7.0,-667.7100219726562,563.1400146484375,17.010000228881836,12234.000244140625,13952.2998046875,2.8999999165534973,3.100000023841858,4.000000059604645,-3.0000001192092896,128.0,128.0,False,-0.009631095733419387,2.2910568317349362,-0.0002515161289984146,True,8,6,254.0,False,False,,enpitsu,76561198039309853,25,159.19000244140625,4523.08984375,17.059999465942383,-3592.9998779296875,17487.39990234375,2.0000000298023224,0.3999999910593033,-0.0,0.0,255.0,255.0,,-0.016816969011750834,1.368139443482041,7.4155687805506515e-06,True,0.0,False,9,False,6,,games5425898691,bf81d8692db,20.0,2979.9599609375,-481.5199890136719,17.010000228881836,4043.2998657226562,-287.39999771118164,2.199999988079071,-1.5999999642372131,-0.3999999910593033,3502.5,255.0,255.0,False,-0.009313848622754096,-0.749116921944998,3.70816467736518e-06,True,8,False,8,181.0,False,
12,5947,154.0,False,1,4303.761044951247,1373.22998046875,862.780029296875,93.13999938964844,-3230.4000854492188,23116.79931640625,0.0,-4524.200134277344,988.3999633789062,1058.1999969482422,1.0,0.6404521780343483,-1.610673138207724,-3.0798897354062356,76561198364567027,Disguised Koala on YT,6.0,1529.0999755859375,668.6900024414062,16.969999313354492,-724.4999694824219,22583.701171875,8.500000238418579,0.9000000357627869,1.7000000178813934,-50.59999942779541,253.0,128.0,,-0.009804777474422922,1.544791895240787,-0.0005973704949759728,True,94.0,False,False,4,4,,639725539893080646,ruben_ess,8.0,-953.4199829101562,912.6199951171875,17.0,-5476.7999267578125,22337.099609375,3.700000047683716,-0.0,-0.29999999329447746,0.0,255.0,128.0,False,-0.009593961385991563,1.3303539873533519,3.699224007763201e-05,True,6,6,58.0,False,False,,enpitsu,76561198039309853,25,2024.2099609375,-1188.31005859375,17.040000915527344,-2098.2000732421875,22903.9990234375,4.300000071525574,0.09999999776482582,0.5000000074505806,0.0,255.0,128.0,False,-0.01679666407028533,1.4794278200512097,-4.169378593250741e-05,True,27.86077397356751,True,2,False,2,,games5425898691,bf81d8692db,19.0,1164.260009765625,144.3000030517578,88.48999786376953,-2398.5000610351562,22733.60107421875,-157.70000457763672,-5469.5001220703125,-577.7999877929688,0.0,255.0,128.0,,-0.024763152313955837,-1.6760401007696493,3.1415676122111056,True,5,False,8,99.0,False,
13,5958,154.0,False,1,3450.2242643424534,1256.300048828125,1708.6400146484375,93.13999938964844,-3012.9998779296875,22023.20068359375,0.0,-5916.199951171875,413.10001373291016,909.5999908447266,1.0,0.3460074729646498,1.8233925151645454,0.48036980289975567,76561198364567027,Disguised Koala on YT,6.0,1501.3699951171875,1602.780029296875,17.0,-1529.7999572753906,22948.9990234375,1.5000000596046448,0.09999999776482582,-1.4000000059604645,748.8999938964844,255.0,163.0,,-0.009611561561417443,1.4821609059448495,7.494339689161525e-05,True,68.93700667094157,True,False,4,4,,639725539893080646,ruben_ess,8.0,-1147.3499755859375,1752.68994140625,17.0,-4646.700134277344,22515.30029296875,3.700000047683716,-0.0,-0.0,-24.90000009536743,255.0,128.0,False,-0.00959269829181954,1.3700922669488118,-2.768277749532581e-07,True,6,6,58.0,False,False,,enpitsu,76561198039309853,25,1952.4599609375,-403.8699951171875,17.040000915527344,-2098.2000732421875,22903.9990234375,0.29999999329447746,0.09999999776482582,0.5000000074505806,0.0,255.0,128.0,False,-0.01679666407028533,1.4794278200512097,-4.169378593250741e-05,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,1082.5999755859375,918.5399780273438,79.2699966430664,-2388.9999389648438,22657.60009765625,-823.3999633789062,-3893.900146484375,-410.8000183105469,0.0,255.0,128.0,,1.0010881590655623,1.465703829792164,9.182377185181181e-05,True,6,False,8,99.0,False,
14,5970,155.0,False,1,2446.0944280605904,1121.47998046875,2704.320068359375,93.13999938964844,-2774.4000244140625,20673.798828125,0.0,-5970.8001708984375,-163.89999389648438,567.599983215332,1.0,-0.6960800262129445,-1.6912040640675203,-2.8042600730325518,76561198364567027,Disguised Koala on YT,6.0,1442.4100341796875,2593.27001953125,17.0,1590.3999328613281,22741.10107421875,3.8999998569488525,-0.0,-0.19999999552965164,-218.99999618530273,252.0,128.0,,-0.009598056854757758,1.6632595419821345,0.0001134945001140614,True,68.0,False,False,4,4,,639725539893080646,ruben_ess,8.0,-1545.9300537109375,2762.3798828125,17.0,-13142.80029296875,18123.599853515625,3.799999952316284,-0.5000000074505806,0.5999999865889549,161.49999618530273,255.0,128.0,False,-0.009585574212863674,0.9247459084412809,-0.00013012829997408046,False,6,6,58.0,False,False,,enpitsu,76561198039309853,25,1903.530029296875,741.8699951171875,17.040000915527344,1897.2999572753906,22764.3994140625,4.399999976158142,-0.0,-0.5999999865889549,-152.2000026702881,255.0,0.0,False,-0.01677957045564019,1.6687425803367257,0.00010187265723136143,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,966.219970703125,2023.8599853515625,16.079999923706055,-2406.4999389648438,22873.701171875,37.00000047683716,-3.400000035762787,1.2999999523162842,-0.29999999329447746,255.0,128.0,,-0.010615500723720214,1.4659772315749162,-6.961072508062485e-05,True,6,False,8,61.374150432566175,True,
15,5993,156.0,False,1,813.0807806160033,905.9400024414062,4326.97998046875,93.13999938964844,-2411.3999938964844,18301.8994140625,0.0,-5965.30029296875,-598.1000137329102,238.50000381469727,1.0,-1.1933405678369322,1.731891810516492,0.09673548509436578,76561198364567027,Disguised Koala on YT,6.0,1098.8599853515625,4261.77978515625,17.0,-4686.400146484375,16196.700439453125,3.8999998569488525,0.3999999910593033,-0.3999999910593033,-94.39999580383301,249.0,128.0,,-0.009619815299917763,1.3009291230830395,8.946597342667551e-05,True,68.0,False,False,4,4,,639725539893080646,ruben_ess,8.0,-2557.860107421875,4239.02001953125,17.0,-17642.099609375,10436.600341796875,4.600000083446503,0.7000000029802322,-0.09999999776482582,3182.0999145507812,255.0,255.0,False,-0.009600551712534542,0.3033119921581558,7.721369874695046e-05,True,6,6,26.0,False,False,,enpitsu,76561198039309853,25,2494.10009765625,2513.030029296875,17.040000915527344,8475.499877929688,21379.49951171875,4.300000071525574,-0.0,-0.19999999552965164,0.0,255.0,128.0,False,-0.016781153134659294,1.9482352974200996,1.845805935884852e-05,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,761.2100219726562,3975.1201171875,16.989999771118164,-2395.0999450683594,22874.89990234375,2.800000011920929,0.5000000074505806,-0.09999999776482582,-31.400001049041748,255.0,114.0,,-0.009641889774283267,1.4662337753537813,-7.3205681110502095e-06,True,6,False,8,23.84575501308646,True,
16,5998,156.0,True,1,498.25370412464173,864.3900146484375,4642.75,93.13999938964844,-2341.3999938964844,17810.799560546875,0.0,-5962.39990234375,-639.7000122070312,198.29999923706055,1.0,-0.8750041805844845,-1.8337847949227046,-2.7109367270106226,76561198364567027,Disguised Koala on YT,6.0,1020.1699829101562,4546.009765625,17.0,-4400.4998779296875,16183.399658203125,3.8999998569488525,-0.0,-0.5999999865889549,-5.899999737739563,128.0,128.0,,-0.009620017109639167,1.30618152086558,6.420198322363295e-05,True,68.0,False,False,4,4,,639725539893080646,ruben_ess,8.0,-2877.22998046875,4312.2900390625,17.0,-17892.39990234375,-1175.199966430664,4.300000071525574,0.5999999865889549,0.09999999776482582,2451.199951171875,255.0,255.0,False,-0.00960093164038529,-0.20361410938322994,-7.663171683034937e-05,True,6,6,26.0,False,False,,enpitsu,76561198039309853,25,2642.360107421875,2887.25,17.040000915527344,8475.499877929688,21379.19921875,4.300000071525574,-0.0,-0.19999999552965164,0.0,255.0,128.0,False,-0.016781153134659294,1.9482352974200996,1.845805935884852e-05,True,0.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,746.0800170898438,4378.06005859375,16.989999771118164,1441.6999816894531,22954.69970703125,2.8999999165534973,-0.0,1.0000000149011612,-1802.1000671386719,255.0,0.0,,-0.009599465852251462,1.6907559828094585,-0.000133163095586652,True,6,False,8,8.18762156014801,True,
17,7299,194.0,True,1,1887.132770017864,1189.3699951171875,3275.81005859375,163.83999633789062,-7876.500244140625,24649.09912109375,6602.8997802734375,5464.1998291015625,-1436.0000610351562,2019.7000122070312,1.0,1.2185683328662997,-0.2852260206673801,-0.3104506486091063,76561198364567027,Disguised Koala on YT,6.0,1224.5899658203125,3083.9599609375,145.0800018310547,-191.10000610351562,16192.2998046875,1280.0,-1898.800048828125,-4726.000061035156,2075.800018310547,255.0,226.0,False,-0.2762577702787615,1.3357495011625646,0.19874302479126493,True,186.0,False,13,14,False,,639725539893080646,ruben_ess,9.0,3959.469970703125,2934.7900390625,51.27000045776367,377.99999237060547,-17080.699462890625,268.799991607666,777.3999786376953,-428.69998931884766,-1099.000015258789,255.0,0.0,False,0.008473007195172655,-1.6004542588172919,0.5441552331655791,True,12,10,226.0,False,False,,enpitsu,76561198039309853,25,-1301.7900390625,3430.090087890625,17.059999465942383,-8285.399780273438,12607.80029296875,2.199999988079071,0.19999999552965164,-0.09999999776482582,-1682.7000427246094,0.0,255.0,False,-0.01676739925846322,-2.023977641104211,-1.7832211147877924e-05,True,83.0,False,6,False,6,,games5425898691,bf81d8692db,20.0,2657.570068359375,4943.89990234375,18.25,-11751.099853515625,6069.6002197265625,266.9000053405762,1068.3999633789062,201.70000076293945,237.99999237060547,255.0,128.0,,0.004653268058855142,0.4682248219782793,-0.04646386098792743,True,12,4,14,199.26650305204492,True,
18,7645,197.0,True,0,3506.716563975977,1905.300048828125,3030.550048828125,201.86000061035156,-21690.0,24064.19921875,5159.000244140625,3472.9000854492188,-2225.5999755859375,4357.200012207031,0.0,-0.9621421493849681,2.492594909533398,0.6071230203821855,bf81d8692db,games5425898691,19.0,2018.47998046875,2723.8798828125,148.58999633789062,-3711.7001342773438,18054.7998046875,2436.7999267578125,-3249.5001220703125,-4436.099853515625,105.20000457763672,255.0,255.0,,0.02374585654052378,1.0320636275457795,-0.1646158476786207,True,31.0,False,5,6,False,,76561198039309853,enpitsu,25.0,-610.760009765625,-2731.97998046875,17.059999465942383,6606.199951171875,21842.7001953125,1.899999976158142,0.0,0.19999999552965164,280.49999237060547,255.0,128.0,,0.016774058351560883,1.302157729121474,-0.00012645628270642684,True,2,2,175.0,False,False,,Disguised Koala on YT,76561198364567027,6,2254.179931640625,3687.669921875,17.0,-11658.599853515625,-1282.7000427246094,1.5999999642372131,-2.5999999046325684,-0.29999999329447746,-2047.2000122070312,255.0,0.0,False,0.00955470845183959,-3.01371884950125,-0.00037754351958888514,True,159.6968602159972,True,4,False,4,,ruben_ess,639725539893080646,7.0,1115.6800537109375,1775.6500244140625,17.010000228881836,-1294.6000671386719,12471.600341796875,2.7000001072883606,-1.0999999940395355,4.099999964237213,249.50000762939453,255.0,128.0,False,0.009514162307796418,1.7040824603402516,-0.0003743341091983195,True,6,False,4,0.0,False,
19,8525,220.0,False,0,5783.020983093913,1865.9000244140625,59.130001068115234,105.79000091552734,-6738.2000732421875,22416.79931640625,1568.8999938964844,-1810.7000732421875,-394.1999816894531,1939.7999572753906,0.0,-1.4918759288950358,1.4550894864860788,2.0121534733851307,bf81d8692db,games5425898691,20.0,1797.06005859375,-142.80999755859375,49.15999984741211,-8602.999877929688,17904.599609375,3537.7999877929688,-362.7000045776367,1434.1999816894531,-1532.5999450683594,128.0,0.0,,0.0062436200100459,1.8965954990230216,0.037336781475150786,True,141.0,False,10,11,False,,76561198039309853,enpitsu,25.0,2211.68994140625,-373.45001220703125,93.66999816894531,-13061.800537109375,15826.199951171875,-154.7000026702881,-4427.39990234375,-3262.9998779296875,-10.90000033378601,128.0,128.0,False,-1.1548925798332137,-0.9402114376864337,-3.1366067998150546,True,8,6,180.0,False,False,,Disguised Koala on YT,76561198364567027,6,309.3800048828125,3358.919921875,17.010000228881836,-364.7999954223633,21691.79931640625,2.5999999046325684,0.0,0.0,170.59999465942383,231.0,140.0,False,0.009598153393837997,1.5931406827946748,2.330828730756849e-05,True,93.0,False,10,4,8,,ruben_ess,639725539893080646,8.0,1878.8199462890625,1144.489990234375,17.010000228881836,-10912.39990234375,10238.099975585938,0.0,1.0999999940395355,-1.0999999940395355,-299.4000053405762,255.0,128.0,False,0.009596256844228703,2.354409445517365,0.00025012975259412366,True,10,False,10,220.21311811990634,True,
20,9859,269.0,True,0,1762.4401838939737,828.3699951171875,4775.66015625,113.43000030517578,-14943.1005859375,23372.39990234375,5930.7000732421875,-2981.199951171875,4817.699890136719,1975.2999877929688,0.0,-1.2184981189171633,1.1768027142412087,0.8656491128031815,bf81d8692db,games5425898691,20.0,978.239990234375,4644.91015625,43.38999938964844,-3105.7000732421875,20460.6005859375,2752.9000854492188,2610.5999755859375,2298.000030517578,3399.1000366210938,255.0,255.0,,-0.10316229683677254,1.958607777202657,0.048667298722075175,True,96.23622365920777,True,30,35,False,,76561198039309853,enpitsu,25.0,1342.199951171875,4139.43994140625,17.059999465942383,-3284.5999145507812,18305.30029296875,1.899999976158142,-0.7999999821186066,0.09999999776482582,43.400001525878906,128.0,255.0,False,0.016789933199569302,1.7532235019300952,-4.256418163197961e-05,True,24,20,0.0,False,False,,Disguised Koala on YT,76561198364567027,6,1533.300048828125,4222.43017578125,17.010000228881836,-10431.099853515625,17986.800537109375,0.19999999552965164,0.19999999552965164,-0.5000000074505806,-107.20000267028809,255.0,128.0,False,0.009597585489909381,2.0839886862267454,9.670198771297022e-05,True,154.77827091370858,True,30,6,22,,ruben_ess,639725539893080646,8.0,228.5500030517578,4438.16015625,21.969999313354492,8076.9000244140625,15276.400146484375,3001.0000610351562,-2.199999988079071,-4.4999998807907104,-509.70001220703125,255.0,11.0,,0.009594533505538983,1.0886629290340528,-2.538090569054383e-05,True,6,4,10,0.0,False,
21,10125,269.0,False,0,5165.040822529402,-1.7000000476837158,52.970001220703125,99.30000305175781,-950.6999969482422,25291.201171875,3275.0,5999.5001220703125,52.10000038146973,56.90000057220459,0.0,0.0014168076596381735,0.0018681763744960729,0.18195516016409793,bf81d8692db,games5425898691,20.0,8.609999656677246,-89.27999877929688,85.98999786376953,-149.3000030517578,20699.3994140625,-52.69999980926514,-5478.2000732421875,-243.99999618530273,423.8999938964844,128.0,128.0,,1.397258748966209,1.5855812132676865,-0.026581703283129022,True,31.0,False,3,4,False,,76561198039309853,enpitsu,25.0,0.0,-2360.93994140625,17.059999465942383,0.5999999865889549,13309.300537109375,2.0000000298023224,0.09999999776482582,0.0,0.0,255.0,,,0.016754405656531524,1.570713954547713,6.880067065127502e-06,True,2,2,116.0,False,False,,Disguised Koala on YT,76561198364567027,6,2890.0,4216.97021484375,17.010000228881836,14728.800048828125,-3370.8999633789062,3.1999999284744263,0.9000000357627869,-0.09999999776482582,-2818.900146484375,248.0,0.0,False,0.00958576106336823,-0.39273701040635517,-0.00017425013188474285,True,255.0,False,False,False,False,,ruben_ess,639725539893080646,7.0,-85.0,343.1499938964844,104.0999984741211,1570.8000183105469,-22851.201171875,2063.2000732421875,3408.2000732421875,2638.5000610351562,-691.5000152587891,255.0,255.0,,0.047548261216694566,-2.270365110852871,-0.05634951678138909,True,3,False,4,31.0,False,
22,10462,281.0,False,1,2425.049837967457,-1061.02001953125,3707.889892578125,93.54000091552734,10493.299560546875,21336.0009765625,1129.000015258789,-3685.2999877929688,-1723.0999755859375,4410.0,1.0,0.1258157459242958,1.8097994677900227,3.0575666323622017,76561198364567027,Disguised Koala on YT,7.0,-1168.010009765625,3500.070068359375,60.18000030517578,14905.30029296875,10307.5,2780.10009765625,-5174.2999267578125,259.0999984741211,1846.300048828125,252.0,255.0,False,-0.10101074557850918,2.6624424221939864,-0.13951952803738132,True,208.0,False,3,8,6,,639725539893080646,ruben_ess,9.0,-799.0800170898438,3330.3798828125,17.010000228881836,8985.999755859375,9049.7998046875,2.800000011920929,-0.29999999329447746,-0.0,-2315.8999633789062,255.0,0.0,False,-0.009542531836116776,2.4195329882809298,3.355517913913161e-05,True,6,6,197.0,False,False,,enpitsu,76561198039309853,25,-953.030029296875,3988.800048828125,132.47000122070312,-6826.099853515625,-12420.0,2220.8999633789062,1275.199966430664,-5109.4000244140625,-1586.6000366210938,255.0,255.0,False,-0.7642338373998495,-1.1404220066665078,0.5014987924000176,True,94.0,False,6,False,3,,games5425898691,bf81d8692db,20.0,-1666.949951171875,4278.14013671875,367.54998779296875,-1332.1000671386719,-5567.1002197265625,-4800.4998779296875,-489.00001525878906,1360.0,-593.4000015258789,255.0,128.0,,-0.5572568427916123,3.0130993703042175,1.2883896294490305,True,8,False,8,141.0,False,
23,11338,305.0,True,1,3832.4941552244663,-1512.550048828125,2158.909912109375,794.1099853515625,8004.6002197265625,27076.10107421875,1973.2000732421875,-2981.7001342773438,571.8000030517578,-1049.1000366210938,1.0,1.224660760844714,-1.3258155818962756,1.9834308315506821,76561198364567027,Disguised Koala on YT,6.0,-1603.8199462890625,1897.699951171875,662.97998046875,5465.999755859375,20760.10009765625,4931.9000244140625,-1732.4000549316406,1222.9000091552734,508.80001068115234,250.0,174.0,,0.9933557808691469,2.5625453445388913,0.7961163885008439,True,98.0,False,False,4,4,,639725539893080646,ruben_ess,9.0,3643.419921875,-47.9900016784668,17.0,11317.5,-7117.9998779296875,3.1999999284744263,0.19999999552965164,-0.19999999552965164,-3182.39990234375,255.0,0.0,False,-0.009583871486353418,-2.3465970326984675,-9.773478504613874e-05,True,4,4,251.88609056575325,True,False,,enpitsu,76561198039309853,25,136.9199981689453,4785.7900390625,17.059999465942383,-7119.4000244140625,2266.699981689453,2.3000000417232513,-6.800000071525574,1.0000000149011612,-1860.0999450683594,128.0,128.0,,-0.01679069668855755,0.32066551723851017,-8.67664337389191e-05,True,206.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,-3666.25,1843.449951171875,16.989999771118164,5190.9002685546875,22406.4990234375,2.800000011920929,0.5000000074505806,3.799999952316284,-2.5999999046325684,255.0,128.0,,-0.009576421385126141,1.798757171892679,-0.00019780522421865987,True,6,False,6,168.0,False,
