,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,792,22.0,False,0,6557.337823224723,1470.989990234375,-975.22998046875,95.94000244140625,-10527.60009765625,31756.99951171875,1511.300048828125,1064.4000244140625,-2782.6998901367188,5207.9998779296875,0.0,0.5028268865961982,2.183907124402577,2.8498689777995625,76561198039309853,enpitsu,25.0,1493.1700439453125,-1241.81005859375,68.69999694824219,6122.80029296875,22083.701171875,1954.1999816894531,-4853.699951171875,-397.7000045776367,750.1999664306641,255.0,255.0,False,0.15000510085684837,1.0106350048430786,-0.03485680075228151,True,188.0,False,9,10,False,,bf81d8692db,games5425898691,20.0,664.2999877929688,-2910.860107421875,17.010000228881836,-8962.19970703125,11708.599853515625,2.800000011920929,2.3999999463558197,-3.1999999284744263,-826.9999694824219,255.0,2.0,,0.009599969355790921,2.2102839237572574,3.62260374615205e-05,True,10,10,83.0,False,False,,Disguised Koala on YT,76561198364567027,7,2603.469970703125,-72.9800033569336,17.020000457763672,-8113.0999755859375,13333.699951171875,-1.1999999731779099,0.19999999552965164,-0.09999999776482582,54.80000019073486,255.0,65.0,False,0.009596520512452768,2.148596139547119,-0.0002598469577355171,True,146.09047739736494,True,8,False,6,,ruben_ess,639725539893080646,9.0,462.6000061035156,1408.8299560546875,17.010000228881836,-11969.200439453125,10455.400390625,0.5999999865889549,-0.09999999776482582,0.0,-2045.8999633789062,255.0,2.0,False,0.009576680748580063,2.3563705030091078,-1.2736443344910022e-05,True,8,False,8,200.74155680082174,True,
1,986,29.0,True,1,6069.463472365318,1119.4200439453125,-925.3499755859375,143.88999938964844,-3367.5,26453.60107421875,5572.8997802734375,2463.3999633789062,4815.899963378906,-2595.7000732421875,1.0,0.5086573573695081,0.8257337867988379,2.2610027444110408,76561198364567027,Disguised Koala on YT,7.0,1222.0799560546875,-1203.6300048828125,68.52999877929688,-9457.5,19948.199462890625,3156.6000366210938,-2435.8999633789062,-1712.4000549316406,1646.7999267578125,255.0,128.0,False,-0.09133980092344056,0.9111899777072505,0.004366132884648904,True,16.0,False,9,12,False,,639725539893080646,ruben_ess,8.0,2556.81005859375,-1437.9000244140625,16.989999771118164,-3600.8999633789062,13564.69970703125,3.6000001430511475,-0.7999999821186066,-0.29999999329447746,-1955.5000305175781,255.0,0.0,False,-0.00950880898636182,1.288229198888701,-0.000157968885161172,True,10,10,152.0614021234615,True,False,,enpitsu,76561198039309853,25,-519.6799926757812,-1179.760009765625,17.059999465942383,6382.1002197265625,21456.69921875,-3.1999999284744263,-0.0,0.5999999865889549,332.7000045776367,255.0,128.0,False,-0.01677625583641763,1.832467776792404,-0.00022980805898981124,True,87.0,False,12,False,12,,games5425898691,bf81d8692db,20.0,-1013.7000122070312,-2275.530029296875,73.4000015258789,4793.2000732421875,22327.19970703125,2668.9999389648438,-5194.000244140625,1789.1999816894531,-265.2000045776367,255.0,128.0,,-0.3430121782841986,1.9191362161894796,-0.004197033118162653,True,11,False,12,31.0,False,
2,1749,48.0,True,1,5878.6768857806865,1591.0799560546875,-697.4400024414062,427.1199951171875,-7764.89990234375,28907.099609375,2791.7999267578125,5335.5999755859375,1605.2000427246094,-2225.7000732421875,1.0,1.0342171026649425,-0.23473965083501902,2.7098061068339963,76561198364567027,Disguised Koala on YT,7.0,1635.1199951171875,-930.5599975585938,293.7099914550781,-9565.30029296875,20823.20068359375,1937.1000671386719,-4538.0999755859375,-841.2999725341797,-265.3000068664551,253.0,81.0,False,0.9367373820763345,0.7426721943422179,-0.5552266536557676,True,17.0,False,7,10,False,,639725539893080646,ruben_ess,9.0,2427.81005859375,-533.8599853515625,17.020000457763672,-4928.800048828125,11340.30029296875,-1.0999999940395355,0.09999999776482582,-0.7999999821186066,-10.399999618530273,255.0,128.0,,-0.009550495540169844,1.1624419187845807,4.531715616299878e-05,True,8,6,213.41685158462934,True,False,,enpitsu,76561198039309853,25,1368.02001953125,-271.9599914550781,190.4499969482422,675.8000183105469,-8747.60009765625,3763.0999755859375,-1798.3999633789062,29.700000286102295,1024.5999908447266,255.0,128.0,False,0.6917733221218506,-2.047839750124373,-0.1731824747071809,True,151.69599998638193,True,6,2,3,,games5425898691,bf81d8692db,20.0,2703.919921875,531.7000122070312,17.010000228881836,-12291.400146484375,6683.699951171875,2.5999999046325684,-0.5000000074505806,0.5000000074505806,2.8999999165534973,255.0,128.0,,-0.00959720955473269,0.4975559226388479,-6.132348996732937e-05,True,10,False,10,104.0,False,
3,2174,54.0,False,0,4763.024920364303,532.4500122070312,596.219970703125,140.52000427246094,-763.7999725341797,27949.599609375,-9922.999877929688,-2676.300048828125,-5138.2000732421875,1560.5999755859375,0.0,-0.016113516873205152,-0.06572765561263628,0.24222585089618787,76561198039309853,enpitsu,25.0,569.219970703125,322.739990234375,156.10000610351562,8555.10009765625,19762.5,2248.000030517578,-5108.0999755859375,2038.699951171875,24.500000476837158,255.0,,,1.0904484347156957,1.199603737015965,0.009034202912460846,True,120.0,False,1,2,False,,bf81d8692db,games5425898691,20.0,3544.239990234375,364.30999755859375,40.029998779296875,13419.100341796875,-16873.900146484375,-2529.1000366210938,2546.199951171875,477.5,-1057.9000091552734,255.0,0.0,,-0.25528630720565887,-1.3512493888630732,0.30271150730564106,True,6,6,31.0,False,False,,Disguised Koala on YT,76561198364567027,6,1869.4599609375,1306.1199951171875,102.04000091552734,8650.599975585938,15028.599853515625,2870.0,-5487.9998779296875,-256.200008392334,255.10000228881836,128.0,85.0,,-0.6330933416811054,-2.1035947391247007,0.3264480742490879,True,123.0,False,6,False,5,,ruben_ess,639725539893080646,8.0,-1995.949951171875,2500.800048828125,17.010000228881836,19255.799560546875,9112.100219726562,2.800000011920929,-0.5000000074505806,0.0,1962.7999877929688,167.0,255.0,,0.009573808637095687,0.514964383420318,6.0828936733530724e-05,True,6,False,6,188.0,False,
4,2266,57.0,False,0,1466.0134936028387,552.469970703125,4913.8798828125,108.37999725341797,343.8999938964844,7328.499755859375,933.8999938964844,-580.9000015258789,1385.2999877929688,-3512.0999145507812,0.0,0.7907183752701249,2.8784236443840836,-3.0142114987185096,76561198039309853,enpitsu,25.0,605.510009765625,4762.08984375,17.059999465942383,-2017.1000671386719,4592.699890136719,1.899999976158142,-0.19999999552965164,1.0000000149011612,38.399999141693115,255.0,0.0,False,0.016864133249898973,1.9910364618661176,-0.00010118718806382348,True,105.0,False,2,2,False,,bf81d8692db,games5425898691,20.0,921.6300048828125,2598.77001953125,17.020000457763672,-5871.500244140625,22237.900390625,-1.1999999731779099,0.5000000074505806,-1.7000000178813934,459.7999954223633,255.0,128.0,,0.009596874686908391,1.8685134033027662,-0.000204018120864402,True,6,6,138.57335048337134,True,False,,Disguised Koala on YT,76561198364567027,6,1631.260009765625,5095.22998046875,390.92999267578125,-9830.30029296875,461.89998626708984,6443.4002685546875,-794.0000152587891,-19.600000381469727,-557.5,252.0,128.0,False,-0.5690570713410923,-2.8483816221015026,-1.725242352675755,True,161.02793969133847,True,6,False,6,,ruben_ess,639725539893080646,8.0,1550.739990234375,5048.490234375,498.6000061035156,-8598.900146484375,-1367.7999877929688,7868.0999755859375,-315.3000068664551,-1520.7000732421875,-1396.6000366210938,255.0,255.0,False,-1.330301641425553,-1.8782694400893343,-3.0703579178170735,True,8,False,8,167.0,False,
5,2277,58.0,True,0,1464.1739252476207,566.47998046875,5210.41015625,93.44000244140625,468.69998931884766,6295.30029296875,996.5000152587891,-3156.6000366210938,1029.8999786376953,-3512.0999145507812,0.0,0.5894186478692379,1.8380339326074084,-2.3403073648942336,76561198039309853,enpitsu,25.0,548.0399780273438,4966.47998046875,17.049999237060547,-1008.3999633789062,5002.900085449219,3.100000023841858,-0.5000000074505806,-0.5000000074505806,-30.899999141693115,128.0,128.0,False,0.016805080320241916,1.764974066424929,5.7563478904156604e-05,True,105.0,False,2,2,False,,bf81d8692db,games5425898691,20.0,612.2000122070312,3549.81005859375,17.020000457763672,-7043.800048828125,21894.7998046875,-1.1999999731779099,1.0999999940395355,-3.100000023841858,-730.1000213623047,255.0,21.0,,0.00959944108284848,1.878063627875906,-0.00011932392475884187,True,6,6,104.13031396045474,True,False,,Disguised Koala on YT,76561198364567027,6,1138.47998046875,5103.009765625,596.75,-14788.800048828125,-3.700000047683716,1184.3000030517578,0.3999999910593033,-2049.7999572753906,3.8999998569488525,255.0,255.0,False,-0.04263498479822446,3.131747175900167,-1.570378317825813,True,126.58490316842186,True,6,False,6,,ruben_ess,639725539893080646,8.0,1190.6300048828125,4990.919921875,773.5999755859375,-8915.0,-1391.3999938964844,5518.4002685546875,-2131.300048828125,-4746.099853515625,-1649.7000122070312,255.0,255.0,False,-0.11688689461800808,2.7218564088179718,-1.8616546400310419,True,8,False,8,167.0,False,
6,2816,68.0,False,1,4635.060462962735,-2949.0400390625,2551.669921875,139.02999877929688,13848.699951171875,13913.199462890625,1780.8999633789062,-348.6000061035156,-3395.5999755859375,-1603.800048828125,1.0,0.35047439344591297,1.842733193985698,0.6981408055969588,639725539893080646,ruben_ess,8.0,-3049.449951171875,2571.719970703125,16.809999465942383,14694.300537109375,15690.0,-234.79999542236328,-1146.2999725341797,522.0999908447266,-528.8000106811523,255.0,109.0,False,-0.019263350710167295,2.402852016974175,-0.004106875233474973,False,42.84827526410421,True,4,4,False,,76561198364567027,Disguised Koala on YT,7.0,-2407.5,-1004.3400268554688,69.55999755859375,8721.199951171875,16289.3994140625,-1723.6000061035156,-1403.3000183105469,1810.2999877929688,-543.1000137329102,128.0,128.0,False,0.4160741250170132,1.815451078715938,-0.5360583123237024,True,8,8,194.0,False,False,,enpitsu,76561198039309853,25,-3026.1201171875,4270.9501953125,17.040000915527344,11629.599609375,9116.599731445312,5.199999809265137,0.5999999865889549,0.29999999329447746,-2418.6000061035156,255.0,0.0,False,-0.01678238490665219,2.579782715895959,4.152445906988593e-05,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,-2970.1298828125,4783.18017578125,20.549999237060547,18404.599609375,6765.8001708984375,-1430.8999633789062,-2673.5000610351562,-1639.6000671386719,-536.8999862670898,255.0,128.0,,-0.08166486839508408,2.870260483933608,0.16521065657420866,True,8,False,8,216.0,False,
7,3058,77.0,True,0,1821.6688795377363,-1379.9100341796875,3383.780029296875,101.36000061035156,14584.000244140625,18699.300537109375,2253.3999633789062,-232.29999542236328,-1401.6999816894531,2771.400146484375,0.0,-0.24445340694904114,2.461637332998824,0.6651426265160594,76561198039309853,enpitsu,25.0,-1568.1600341796875,3210.610107421875,17.059999465942383,12962.19970703125,16141.700439453125,-2.3000000417232513,-0.3999999910593033,-0.5000000074505806,-484.59999084472656,255.0,128.0,,0.01677728760820763,0.8509512237046776,0.000240532825538701,True,9.02769048239595,True,6,6,False,,bf81d8692db,games5425898691,20.0,-1712.5799560546875,2433.8798828125,17.010000228881836,7488.3001708984375,21746.79931640625,0.19999999552965164,0.0,-0.5999999865889549,-1131.2000274658203,255.0,31.0,,0.0095932287612095,1.2127716096355794,-0.00011544570844032797,True,10,10,38.93415928143331,True,False,,Disguised Koala on YT,76561198364567027,6,,,,,,,,,,,,,,,,True,,,,,,,ruben_ess,639725539893080646,8.0,-21.280000686645508,1538.989990234375,41.75,7548.900146484375,19266.099853515625,1945.7000732421875,1328.8999938964844,4430.4998779296875,-515.4000091552734,255.0,128.0,False,0.04134448021887047,1.1767979879808024,0.3086736643884333,True,13,False,12,31.0,False,
8,3979,101.0,False,1,2079.4355525376536,531.0499877929688,3092.840087890625,641.6400146484375,-5974.69970703125,16594.89990234375,-3287.9000854492188,-4298.800048828125,-3937.5,1419.6000671386719,1.0,1.09211239162945,-0.9846060119556486,-0.024291493725052925,639725539893080646,ruben_ess,8.0,555.1900024414062,2893.3701171875,566.3200073242188,-1974.4999694824219,9346.400146484375,-273.1999969482422,1771.0000610351562,-12.100000381469727,1302.8999328613281,255.0,75.0,False,0.8141554683925601,-0.112096139049429,1.7042415758452367,True,127.0,False,8,10,4,,76561198364567027,Disguised Koala on YT,6.0,1662.02001953125,4133.35009765625,17.010000228881836,-11888.900146484375,-6270.4998779296875,2.5,1.5999999642372131,-2.3000000417232513,-1.5000000596046448,72.0,128.0,False,-0.009636709867709651,-0.48506386313723715,2.221682239145551e-05,True,8,6,188.0,False,False,,enpitsu,76561198039309853,25,590.030029296875,4742.75,17.059999465942383,-6607.19970703125,-787.3000335693359,1.899999976158142,0.5999999865889549,-0.29999999329447746,-0.7999999821186066,128.0,128.0,False,-0.016820636613418857,-0.11843076002410642,5.144930284015052e-05,True,102.0,False,6,False,6,,games5425898691,bf81d8692db,20.0,1280.1199951171875,2716.580078125,160.88999938964844,2637.6998901367188,-13014.7998046875,-4716.400146484375,157.7999973297119,-208.09999465942383,-60.50000190734863,255.0,128.0,,-0.5997187955012161,-0.49523730775291885,1.6707062935202175,True,10,False,12,128.0,False,
9,4577,123.0,True,0,5384.066081303894,3427.449951171875,1931.27001953125,177.66000366210938,-16896.199951171875,19626.700439453125,3582.60009765625,2761.4999389648438,3330.4998779296875,-4157.0001220703125,0.0,0.5431386428218562,1.9944909693814774,-0.3209878954516617,76561198039309853,enpitsu,25.0,3558.260009765625,1796.0999755859375,62.27000045776367,-14207.39990234375,17904.100341796875,2567.0001220703125,-1153.0000305175781,-4353.399963378906,2838.699951171875,255.0,255.0,,0.1036189050901344,2.2277861610407728,-0.03085638942269637,True,2.0,False,13,14,False,,bf81d8692db,games5425898691,20.0,-282.6499938964844,-2598.260009765625,92.5999984741211,-1788.699951171875,21876.0009765625,2408.5000610351562,-5479.4000244140625,-475.49999237060547,-5.400000214576721,255.0,,,0.872016053043497,1.6561086704996204,-0.0017017039088892958,True,24,19,79.0,False,False,,Disguised Koala on YT,76561198364567027,6,3874.699951171875,3100.489990234375,19.459999084472656,-8405.30029296875,20442.7001953125,-1348.0000305175781,-685.4000091552734,2718.3999633789062,-264.3000030517578,255.0,128.0,,0.07621998889729528,1.9689152853912324,-0.15048489282571462,True,239.4940561120228,True,18,4,14,,ruben_ess,639725539893080646,8.0,2988.7099609375,-58.310001373291016,17.010000228881836,-2928.599853515625,22671.79931640625,2.5999999046325684,0.0,-0.29999999329447746,-4.399999976158142,255.0,128.0,,0.009599536975382955,1.698672999413111,4.123754241263232e-05,True,12,4,16,178.0,False,
