,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,170,0.0,False,0,5201.450628900439,-2.0199999809265137,15.949999809265137,99.4000015258789,402.90000915527344,22961.99951171875,7127.2998046875,4492.60009765625,1943.0999755859375,-3284.89990234375,0.0,0.01670886403719278,-0.027063389062453837,0.03722625670567263,335979853580063001,dodi06031998,8.0,20.559999465942383,-215.6199951171875,17.010000228881836,-8806.199951171875,17359.49951171875,2.199999988079071,-1.8000000715255737,4.099999964237213,-1254.5999908447266,255.0,128.0,,0.009604872255801018,1.9795374551644684,-2.72711559578173e-05,True,0.0,False,False,False,False,,76561198087298264,Anus da Guarda,11.0,18.760000228881836,-2445.219970703125,17.010000228881836,-1701.7999267578125,10429.49951171875,2.0999999344348907,0.0,0.29999999329447746,-94.0999984741211,239.0,123.0,,0.009556366490253968,1.7333725053966282,-4.051902610390895e-05,True,False,False,False,116.0,False,,enpitsu,76561198039309853,27,18.940000534057617,4177.41015625,17.049999237060547,-240.6999969482422,-7496.199951171875,2.5999999046325684,0.7999999821186066,0.0,0.0,255.0,128.0,False,0.01657350523691541,-1.602927690455387,7.78611455870106e-07,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-58.900001525878906,472.3800048828125,64.36000061035156,11.299999952316284,-22685.400390625,2968.5000610351562,5432.7001953125,-568.3000183105469,-642.3000335693359,128.0,128.0,0.15262631351515402,-1.6914260071199,-0.001116864726530363,True,31.0,False,4,3,False,,
1,543,13.0,True,0,2129.356383414228,271.010009765625,3358.919921875,104.94999694824219,-7872.7001953125,20360.699462890625,2635.4000854492188,-532.2999954223633,-4064.5001220703125,-4381.300048828125,0.0,0.47939144304683357,2.7077073471955995,-1.8669298355054738,76561198087298264,Anus da Guarda,11.0,215.17999267578125,3189.570068359375,16.75,-11089.300537109375,18441.199951171875,12.000000476837158,950.5999755859375,-1787.2000122070312,2905.4998779296875,240.0,205.0,False,0.009952720092883694,2.096126185501708,-0.0453555967915691,True,143.0,False,False,4,4,,335979853580063001,dodi06031998,8.0,-495.3900146484375,608.1300048828125,17.0,-14342.60009765625,7947.9998779296875,3.3000001311302185,0.19999999552965164,-0.09999999776482582,-468.49998474121094,255.0,79.0,False,0.009599430385079967,2.6328293099844,-0.0001046603073574636,True,8,False,8,240.0,False,,enpitsu,76561198039309853,27,3458.330078125,-2483.31005859375,17.030000686645508,10204.7998046875,19356.300048828125,5.5000001192092896,-0.29999999329447746,-0.5999999865889549,1994.1999816894531,255.0,128.0,False,0.016761119609307377,1.157494755585052,7.97924333099246e-05,True,179.0,False,2,False,2,,games5425898691,bf81d8692db,24.0,529.760009765625,3452.3798828125,17.0,-12830.30029296875,-7364.89990234375,1.2999999523162842,0.29999999329447746,0.0,-2141.699981689453,255.0,0.0,0.009576042653527394,-2.6894084949144355,2.7198036498322186e-05,True,181.0526193239356,True,6,6,False,,
2,1735,47.0,False,1,3353.254762159988,-1385.1800537109375,2682.25,355.2099914550781,12508.900146484375,18596.600341796875,-3999.5001220703125,342.5,1000.8999633789062,-5905.9002685546875,1.0,0.5237934234966054,-0.769593352612588,2.1464818644280372,76561198039309853,enpitsu,28.0,-1471.2099609375,2579.840087890625,323.3500061035156,-8393.599853515625,18936.600341796875,1536.9000244140625,-2001.6999816894531,-5038.399963378906,-925.9999847412109,255.0,0.0,False,0.16434025773434446,0.8148236212400423,-0.38670009889602147,True,156.0,False,False,8,7,,bf81d8692db,games5425898691,24.0,-2111.580078125,2296.0400390625,16.989999771118164,8187.8997802734375,-14368.900146484375,4.600000083446503,0.9000000357627869,-1.5000000596046448,384.1999816894531,255.0,189.0,,-0.009591275530135262,-2.088634056453813,2.267803212943291e-05,True,12,False,12,222.0,False,,Anus da Guarda,76561198087298264,11,-395.7799987792969,4366.4501953125,17.020000457763672,-2323.8999938964844,-141.30000114440918,0.7999999821186066,-0.09999999776482582,-0.5000000074505806,-76.30000114440918,231.0,118.0,False,-0.00943238854638817,-0.07049849760299387,-5.064802196587993e-05,True,160.0,False,8,False,8,,dodi06031998,335979853580063001,8.0,-3422.080078125,523.5800170898438,19.459999084472656,7273.0999755859375,21086.79931640625,2961.4999389648438,1.0000000149011612,2.7000001072883606,-1393.5000610351562,255.0,91.0,-0.009592525600546204,1.969271479165204,1.674435279430277e-05,True,240.0,False,13,12,False,,False
3,2638,80.0,False,1,739.8757986289924,553.5999755859375,4484.1201171875,313.739990234375,-4286.9000244140625,10898.299560546875,-1093.3000183105469,3788.3999633789062,-3287.7999877929688,3292.0999145507812,1.0,0.23895228079951503,2.911061677761313,-1.3253977502893803,bf81d8692db,games5425898691,24.0,554.4199829101562,4321.68994140625,195.88999938964844,12187.39990234375,14846.800537109375,2305.2000427246094,-2004.1999816894531,-1480.0,-226.20000839233398,255.0,255.0,,0.5326480214825986,2.8050179930496446,-0.04173764471563753,True,10.0,False,False,24,23,,76561198039309853,enpitsu,27.0,-2299.0400390625,-2470.179931640625,17.040000915527344,9771.199951171875,10167.5,3.799999952316284,-0.5999999865889549,-0.19999999552965164,0.0,255.0,128.0,False,-0.016756242716447087,2.3363499908991288,4.699593071008016e-05,True,12,False,12,255.0,False,,Anus da Guarda,76561198087298264,11,361.9700012207031,4543.4599609375,191.60000610351562,11079.599609375,-5170.4998779296875,-143.59999656677246,4467.799987792969,247.39999771118164,-3197.9000854492188,242.0,42.0,False,-1.1784482417161153,2.09677843384683,2.9243164990319728,True,170.0,False,18,False,13,,dodi06031998,335979853580063001,8.0,379.3900146484375,4658.419921875,132.9499969482422,8836.799926757812,-16168.800048828125,3526.4999389648438,2176.1000061035156,3332.3001098632812,707.6999664306641,255.0,201.0,0.09809145414974269,-1.8745797385519054,-0.04184919199512802,True,25.9223655269992,True,28,27,False,,False
4,3931,127.0,False,1,4431.863159926443,2612.610107421875,1054.0899658203125,103.55999755859375,-12422.80029296875,15784.89990234375,4765.199890136719,2853.599853515625,-1387.8999328613281,-5092.099914550781,1.0,0.30149681864195343,2.3469372216796835,0.27955843224991794,bf81d8692db,games5425898691,24.0,2675.889892578125,897.5800170898438,16.600000381469727,-15220.400390625,8777.19970703125,-31.19999885559082,1233.499984741211,375.9000015258789,401.6999816894531,255.0,156.0,,0.01376460527032346,0.5547091282609942,-0.018064577435037636,True,66.58331198077047,True,False,44,40,,76561198039309853,enpitsu,27.0,3716.56005859375,2358.8701171875,16.84000015258789,-10153.200073242188,-20184.89990234375,37.799999713897705,2.0999999344348907,-38.09999942779541,-1978.5000610351562,255.0,255.0,False,-0.01531758857452701,-1.0343815981358402,-0.0020180353153999974,True,24,False,24,164.0,False,,Anus da Guarda,76561198087298264,11,3487.1298828125,2522.77001953125,17.010000228881836,-6374.6002197265625,11027.5,-0.19999999552965164,0.5999999865889549,-1.1999999731779099,862.9000091552734,255.0,139.0,False,-0.009563788254480015,0.9923335689550987,-0.00022663073400546024,True,51.55901073640393,True,26,False,18,,dodi06031998,335979853580063001,9.0,2974.580078125,3491.159912109375,17.0,-13922.19970703125,-6130.0,0.9000000357627869,0.7999999821186066,0.19999999552965164,-288.700008392334,255.0,128.0,-0.00958469793599629,-0.38369819112666903,0.00019653412303784963,True,40.460808454021326,True,48,46,4,,False
5,3956,128.0,False,1,2695.743579230617,1469.010009765625,2505.860107421875,268.9599914550781,-15877.5,19738.1005859375,1634.4999694824219,1469.9000549316406,-151.19999885559082,-5815.10009765625,1.0,-0.12572951185566322,1.746031965368213,0.31584248933333553,bf81d8692db,games5425898691,24.0,1593.52001953125,2326.610107421875,152.1699981689453,-15919.000244140625,16391.099853515625,2606.6000366210938,661.5000152587891,-4166.400146484375,101.19999885559082,255.0,248.0,,0.27668840383556775,1.2132539972341183,-0.06941821523744215,True,32.0,False,False,46,41,,76561198039309853,enpitsu,27.0,2541.449951171875,867.1500244140625,17.040000915527344,-16954.49951171875,-14570.400390625,3.799999952316284,0.5000000074505806,0.29999999329447746,-74.00000095367432,255.0,128.0,,-0.016768397112636474,-0.7021735699886376,6.879261541909846e-05,True,24,False,24,164.0,False,,Anus da Guarda,76561198087298264,11,2439.929931640625,3480.97998046875,108.97000122070312,-17099.300537109375,13787.60009765625,528.8000106811523,-3810.2999877929688,-3965.4998779296875,-75.0,241.0,117.0,,-1.2486098171336162,0.5073835026043051,0.24583528806089788,True,19.0,False,28,False,19,,dodi06031998,335979853580063001,8.0,1710.489990234375,3148.47998046875,135.3800048828125,-15022.2998046875,-4551.400146484375,3749.5001220703125,-812.7999877929688,1640.0,1451.9000244140625,255.0,128.0,0.34825981895961555,-0.7554392636467555,-0.05403443238551775,True,32.58305351964889,True,50,46,4,,
6,4784,149.0,False,1,5197.471171969233,0.5299999713897705,20.25,96.5199966430664,-61.10000133514404,28205.50048828125,3235.8999633789062,5997.8997802734375,-157.10000038146973,-0.09999999776482582,1.0,-0.001590894896221305,4.29407507657626e-05,-0.06074966156179243,76561198039309853,enpitsu,27.0,4.559999942779541,-100.5199966430664,90.20999908447266,532.9000091552734,20347.7001953125,-215.6999969482422,-5370.7000732421875,-138.69999885559082,1177.2000122070312,255.0,128.0,,-1.378213919425436,1.5960734012528286,-0.02233685838574592,True,31.0,False,False,2,1,,bf81d8692db,games5425898691,24.0,2727.489990234375,-4018.780029296875,17.010000228881836,18030.400390625,-9637.5,2.3000000417232513,-0.5999999865889549,0.7000000029802322,1672.8999328613281,128.0,255.0,,-0.009621798053903799,-2.6916678082124394,0.00018345854165007798,True,False,False,False,0.0,False,,Anus da Guarda,76561198087298264,11,11.210000038146973,235.86000061035156,84.36000061035156,-2449.1000366210938,-22695.6005859375,2772.0999145507812,4827.300109863281,-1838.2000732421875,-904.4999694824219,231.0,57.0,,-0.1922600471661284,-1.6609547445141981,0.025441165246087433,True,31.0,False,4,False,3,,dodi06031998,335979853580063001,8.0,-0.0,2530.60009765625,17.010000228881836,-0.0,-12428.299560546875,2.0999999344348907,0.7999999821186066,-0.0,0.0,199.0,,-0.009498631517434493,-1.5707883339511282,-3.803362393823418e-08,True,116.0,False,False,False,False,,
7,5794,186.0,False,1,1248.047100013919,403.3299865722656,3993.31005859375,93.94000244140625,-289.89999771118164,17979.300537109375,2604.4000244140625,3473.2000732421875,3395.4998779296875,-3522.3001098632812,1.0,0.7286578017109914,-1.9846836659156482,2.550069617898331,76561198039309853,enpitsu,27.0,413.82000732421875,3837.010009765625,92.37000274658203,-1827.7999877929688,10596.99951171875,2256.199951171875,-4298.399963378906,-3210.10009765625,1211.8000030517578,0.0,128.0,False,0.47888977244018976,-1.2444984655162703,0.4876812536918239,True,43.0,False,False,12,11,,bf81d8692db,games5425898691,24.0,-664.489990234375,3439.030029296875,17.0,7839.6002197265625,-9122.80029296875,3.400000035762787,-0.0,-0.0,450.40000915527344,255.0,156.0,,-0.009566289750482569,-2.285793774207322,3.069437504982097e-05,True,18,False,18,37.0,False,,Anus da Guarda,76561198087298264,11,197.7899932861328,4162.330078125,118.52999877929688,13502.7001953125,-3716.6000366210938,3123.2000732421875,1646.4999389648438,4238.900146484375,-1337.2999572753906,240.0,109.0,,-0.37210785191638446,-2.732185365357697,-0.032841734373270697,True,31.0,False,12,False,13,,dodi06031998,335979853580063001,9.0,427.79998779296875,4842.31982421875,45.060001373291016,4126.400146484375,-1306.6000366210938,-3657.6998901367188,-220.0,244.50000762939453,-522.7999877929688,255.0,128.0,-0.285473312726705,-0.44652815929356315,-0.3217062327417165,True,200.19157841128688,True,18,16,False,,
8,6741,220.0,True,1,2118.201315519297,40.08000183105469,3202.429931640625,189.9499969482422,-1921.7999267578125,26591.59912109375,-12429.7998046875,-5137.19970703125,1580.2999877929688,-2666.4999389648438,1.0,-0.5097184329527131,1.411089315300241,-1.2122811681260701,bf81d8692db,games5425898691,24.0,10.800000190734863,3035.56005859375,272.6600036621094,-6864.000244140625,17997.099609375,1016.6000366210938,-5253.599853515625,-763.4999847412109,1437.2000122070312,255.0,201.0,,-0.5292815258088222,1.7098485399561725,-0.08442967980276424,True,120.21120861525179,True,False,28,25,,76561198039309853,enpitsu,27.0,,,,,,,,,,,,,,,,True,,,,,,,Anus da Guarda,76561198087298264,11,86.5999984741211,4583.0498046875,17.0,-6102.5,44.29999828338623,3.700000047683716,2.800000011920929,-2.5,1750.5999755859375,0.0,253.0,,-0.009726672715693115,-0.005843016377848059,7.697080756509401e-05,True,94.0,False,22,False,22,,dodi06031998,335979853580063001,9.0,-200.77999877929688,2796.260009765625,19.479999542236328,6.299999952316284,0.29999999329447746,2958.900146484375,-0.19999999552965164,0.29999999329447746,0.0,128.0,128.0,-0.009636905449127724,-0.07186980523941082,-2.6032666833771084e-05,True,242.0,False,31,26,4,,False
9,7281,231.0,False,1,3005.608066902421,-633.6799926757812,2552.77001953125,268.0799865722656,15156.800537109375,27025.30029296875,4353.999938964844,-1850.3999328613281,-4323.599853515625,2376.3999938964844,1.0,-0.2962651308536859,0.8719933170998321,-1.8000700632861615,76561198039309853,enpitsu,27.0,-795.6599731445312,2389.179931640625,164.99000549316406,14960.30029296875,17081.199951171875,2829.5999145507812,-0.5000000074505806,-0.0,-228.1999969482422,128.0,128.0,,-0.017119200614395525,2.444786581854992,0.0008284651009791294,True,70.0,False,False,6,4,,bf81d8692db,games5425898691,24.0,-865.530029296875,-2234.639892578125,17.010000228881836,4783.699951171875,-12500.30029296875,2.0999999344348907,-0.0,0.7000000029802322,-2.3000000417232513,255.0,128.0,,-0.009561595000355704,-1.9358897549580751,6.601359501387956e-05,True,6,False,6,168.0,False,,Anus da Guarda,76561198087298264,11,-748.760009765625,844.280029296875,16.559999465942383,1028.8999938964844,21057.60009765625,91.5999984741211,1.2999999523162842,14.800000190734863,-29.000000953674316,238.0,128.0,False,-0.009579981620530975,1.6213989197856975,-0.0011277428773466874,True,99.0,False,8,4,6,,dodi06031998,335979853580063001,9.0,-593.0999755859375,2875.8701171875,224.3699951171875,1723.3999633789062,-16328.900146484375,2012.4000549316406,4101.199951171875,569.7999954223633,-468.69998931884766,255.0,179.0,0.27412229918602043,-1.3124417453116795,0.04534180632941298,True,173.09076962932465,True,10,9,False,,
