,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect
0,1094,24.0,False,0,2402.7754915852843,-317.6400146484375,2807.8701171875,830.8699951171875,-206.5999984741211,17310.10009765625,-5219.7998046875,-5817.19970703125,-1467.5999450683594,72.1999979019165,0.0,-0.45009247923367046,2.8546753867189834,2.885841335267038,8518890617260618382,Kirin_YR,14.0,-272.7799987792969,2658.280029296875,812.469970703125,4501.099853515625,8057.80029296875,3836.7999267578125,-177.80000686645508,4148.2000732421875,3607.0001220703125,255.0,94.0,,-0.411166910892445,1.5842689430112287,0.17700751407951057,True,150.46757866233906,True,4,10,8,,4577449629340377701,Guzo_Derac,14.0,390.760009765625,2872.340087890625,292.95001220703125,-1548.5000610351562,-9540.10009765625,2257.2000122070312,-669.1000366210938,3672.9998779296875,-3052.0001220703125,23.0,255.0,,-1.0620201458463814,-1.5584008659379078,-0.8107400384243243,True,4,4,178.0,False,6,,enpitsu,76561198039309853,25.0,-241.92999267578125,4977.35009765625,17.049999237060547,2696.300048828125,9852.999877929688,3.1999999284744263,0.19999999552965164,1.8000000715255737,-2083.699951171875,128.0,0.0,True,0.016832341430126043,1.277126858508734,-0.00018346294390651226,True,False,False,False,177.0,False,,games5425898691,bf81d8692db,23.0,-1048.969970703125,3954.10009765625,17.1299991607666,3851.099853515625,-1178.1999969482422,-666.9000244140625,-1358.2000732421875,1519.1000366210938,-1859.2999267578125,255.0,130.0,,-0.018692090635961105,0.01690047884382462,0.004875788746927508,True,8,8,218.0,False,False,
1,1416,36.0,False,1,2943.4488121709405,-1785.8199462890625,3926.85009765625,137.44000244140625,13063.199462890625,14158.699951171875,-1598.6000061035156,1272.300033569336,2491.199951171875,-4628.599853515625,1.0,0.6421446753177317,-2.404376537033474,-1.7441228905598753,76561198039309853,enpitsu,26.0,-1926.0899658203125,3714.22998046875,155.60000610351562,7831.6998291015625,9478.200073242188,3085.10009765625,-3028.900146484375,1326.0000610351562,2406.699981689453,255.0,128.0,False,-0.21960858816656403,2.3039735058180746,0.012107884497648793,True,137.0,False,False,6,3,,bf81d8692db,games5425898691,23.0,373.6499938964844,2664.679931640625,17.010000228881836,5067.300109863281,-12410.999755859375,2.3000000417232513,-0.0,-0.0,2245.399932861328,255.0,255.0,,-0.009566468588842369,-2.024694609650768,8.87167429476717e-06,True,12,False,160.0,False,12,,Guzo_Derac,4577449629340377701,14.0,-646.5,4934.43994140625,17.010000228881836,4388.699951171875,3985.10009765625,2.0999999344348907,-0.7000000029802322,0.19999999552965164,93.4000015258789,103.0,128.0,False,-0.009666085060208699,-0.755752923530011,-9.254203275986812e-05,True,8,4,6,98.0,False,,Kirin_YR,8518890617260618382,16.0,-1535.52001953125,5102.93017578125,321.94000244140625,9186.500244140625,-2.0999999344348907,286.8000030517578,-8.700000047683716,-1477.4000549316406,-0.09999999776482582,207.0,128.0,,0.10054246698443568,3.124820270465248,1.5691913635865629,True,14,12,255.0,False,4,
2,2147,62.0,False,1,2746.2815028427926,2965.8701171875,3335.090087890625,132.50999450683594,-13355.999755859375,11045.799560546875,648.4999847412109,3473.3999633789062,80.10000228881836,4891.600036621094,1.0,-0.9523568404985623,2.4637090759753155,-2.227430345773493,bf81d8692db,games5425898691,22.0,3101.64990234375,3314.830078125,15.949999809265137,-6544.6002197265625,18834.200439453125,-342.59998321533203,146.5999984741211,-1675.3999328613281,2442.5,128.0,255.0,,-0.027677810618030426,1.1392106091516212,-0.039515300593034215,True,107.0,False,False,16,18,,76561198039309853,enpitsu,25.0,67.55999755859375,-4544.419921875,17.049999237060547,-1235.6999969482422,11084.89990234375,2.5999999046325684,-0.29999999329447746,-1.1999999731779099,-220.0,0.0,128.0,False,-0.016830399487502007,1.48457410925577,0.00019147171269068636,True,8,False,224.0,False,10,,Guzo_Derac,4577449629340377701,14.0,-40.06999969482422,4927.27001953125,17.0,1056.6999816894531,-608.1000137329102,3.1999999284744263,-0.3999999910593033,1.0999999940395355,21.700000762939453,203.0,128.0,False,-0.009460266730095075,-2.6214388347631434,3.3814932534866417e-05,True,18,4,12,255.0,False,,Kirin_YR,8518890617260618382,17.0,2917.31005859375,2299.300048828125,17.040000915527344,-945.5999755859375,16066.99951171875,-0.3999999910593033,-0.0,-1.1999999731779099,-50.79999923706055,255.0,128.0,,-0.01678887393067455,1.5176989596009665,7.185300651131863e-05,True,20,16,158.85100214455716,True,4,
3,3530,112.0,False,0,5243.99682713987,-2420.39990234375,122.45999908447266,110.0999984741211,9810.599975585938,20669.19921875,-429.50000762939453,-1619.7000122070312,-1844.4999694824219,-5474.7998046875,0.0,-0.5903674702982462,1.2407637546171728,-0.9750205346414341,4577449629340377701,Guzo_Derac,14.0,-2479.199951171875,-86.54000091552734,17.010000228881836,-3584.89990234375,13559.89990234375,0.29999999329447746,1.8000000715255737,1.5999999642372131,-1937.2999572753906,255.0,0.0,,0.009710400046097863,1.794686170960417,-0.00019054708985319883,True,199.6049806584594,True,False,4,4,,8518890617260618382,Kirin_YR,13.0,-1157.9000244140625,2018.0999755859375,17.030000686645508,14383.00048828125,15343.199462890625,2.0999999344348907,2.0999999344348907,2.0999999344348907,225.49999237060547,255.0,171.0,,0.01678396805386256,0.825622404008382,-6.4015793119786e-05,False,32,4,186.72807753983363,True,36,,enpitsu,76561198039309853,25.0,-180.8800048828125,5504.06005859375,22.989999771118164,4415.400085449219,-4859.200134277344,-192.19999313354492,0.0,106.70000076293945,-2707.2000122070312,255.0,0.0,False,0.05021666864713457,-1.0150888314672295,0.020770195704086947,True,22,False,18,242.0,False,,games5425898691,bf81d8692db,23.0,313.3900146484375,2596.139892578125,17.010000228881836,-58.60000133514404,14099.300537109375,2.0999999344348907,0.0,-0.9000000357627869,-6.3999998569488525,255.0,128.0,,0.00959769558765166,1.5739299565511198,8.370363308220087e-05,True,34,36,217.0,False,False,
4,3694,118.0,False,1,2762.375517781034,1748.5899658203125,2512.489990234375,261.1199951171875,-6624.7998046875,14705.30029296875,-6874.89990234375,4690.4998779296875,-3023.0999755859375,2204.4000244140625,1.0,0.28809420597280666,0.7131814802283725,1.8827153549344136,76561198039309853,enpitsu,25.0,1860.4300537109375,2410.090087890625,201.85000610351562,-980.8999633789062,22971.8994140625,280.9000015258789,-2975.0,4615.799865722656,-304.3000030517578,255.0,128.0,False,-0.03980504866258151,1.0339570351040337,1.1580530216939156,True,89.0,False,False,24,19,,bf81d8692db,games5425898691,23.0,1218.9200439453125,-3445.1298828125,17.010000228881836,-4832.200012207031,12333.900146484375,2.0999999344348907,-0.29999999329447746,1.0000000149011612,-396.6999816894531,255.0,128.0,,-0.009573321414774988,1.2320860585146753,0.00014312170611291127,True,False,False,116.0,False,False,,Guzo_Derac,4577449629340377701,14.0,1640.489990234375,2622.31005859375,281.5,-2542.2000122070312,12598.900146484375,2134.600067138672,951.9999694824219,180.10000228881836,108.80000114440918,248.0,110.0,False,1.3935216017605199,0.6978694352754249,-0.5781703649967047,True,6,False,4,162.0,False,,Kirin_YR,8518890617260618382,13.0,3662.949951171875,575.6400146484375,17.049999237060547,2478.0999755859375,22167.900390625,6.800000071525574,6.000000238418579,1.8000000715255737,1961.3999938964844,255.0,203.0,,-0.017082565099609027,1.6098077134044841,-0.00016537294533631653,True,40,36,255.0,False,4,
5,3918,127.0,False,1,4354.042371767693,-1557.47998046875,1543.0400390625,499.760009765625,10839.599609375,26083.30078125,-3878.699951171875,-2273.300018310547,3239.5001220703125,-4509.599914550781,1.0,0.8913632779809951,0.491935891362332,2.1949959756262967,bf81d8692db,games5425898691,23.0,-1597.3800048828125,1356.449951171875,467.5299987792969,3791.9000244140625,21507.60009765625,-142.5,-5187.2998046875,1823.5000610351562,-129.20000076293945,255.0,128.0,,1.0316622094410104,-0.5791497082889563,-2.5495511909326605,True,155.0,False,False,4,4,,76561198039309853,enpitsu,26.0,2367.780029296875,-1613.5699462890625,17.049999237060547,-7423.4002685546875,7295.5999755859375,2.7000001072883606,-4.099999964237213,4.300000071525574,-1329.6000671386719,255.0,128.0,False,-0.01669408022190015,0.8442827309554588,0.00020794985929456793,True,24,False,255.0,False,28,,Guzo_Derac,4577449629340377701,14.0,-836.1099853515625,4089.199951171875,17.010000228881836,6229.89990234375,12463.699951171875,2.199999988079071,1.2999999523162842,2.199999988079071,776.2999725341797,255.0,233.0,,-0.009589611573106968,2.0395576528501236,0.00014974940695652747,True,6,False,4,226.0,False,,Kirin_YR,8518890617260618382,13.0,-2079.989990234375,1538.3399658203125,1015.3099975585938,5079.2999267578125,-7667.7001953125,-436.30001068115234,-852.5,527.599983215332,5407.80029296875,151.0,243.0,,-1.2637312924986461,2.059860708407505,1.017403871716484,True,44,40,208.0,False,4,
6,4007,130.0,True,1,752.0027054310375,188.9600067138672,4883.8701171875,201.50999450683594,10853.399658203125,27099.49951171875,4913.699951171875,5525.5999755859375,-400.60001373291016,2303.699951171875,1.0,-0.6736510753609,-2.129653378105224,-1.097220194136355,bf81d8692db,games5425898691,22.0,52.709999084472656,4555.81982421875,147.27000427246094,12124.100341796875,19344.49951171875,2769.4000244140625,-4913.999938964844,1565.3999328613281,1546.6999816894531,255.0,161.0,,-0.22307942958212643,2.019719183410727,0.00275111831762308,True,75.0,False,False,6,5,,76561198039309853,enpitsu,26.0,1353.969970703125,1720.239990234375,17.049999237060547,-3342.3001098632812,13929.7998046875,2.5,-0.7000000029802322,-0.09999999776482582,0.0,128.0,,,-0.01679470617275673,1.3353056907007927,-3.1262235331763696e-06,True,24,False,186.0,False,28,,Guzo_Derac,4577449629340377701,14.0,334.9599914550781,5588.58984375,84.5,920.1000213623047,-8587.60009765625,3697.2000122070312,-1666.6999816894531,-66.19999885559082,-420.2000045776367,255.0,83.0,,0.08952939018363343,-1.6336491140395415,-0.010969218899312922,True,10,False,6,135.87840005146566,True,,Kirin_YR,8518890617260618382,13.0,-524.6400146484375,1242.5799560546875,17.059999465942383,1991.6000366210938,12283.900146484375,1.2999999523162842,-0.0,0.7999999821186066,0.0,255.0,128.0,,-0.0167113601780313,1.7315344589594688,-6.766809332756892e-05,True,44,40,239.0,False,4,
7,4341,133.0,False,0,2279.8091203973468,256.5799865722656,3173.0,100.08000183105469,698.3000183105469,14554.300537109375,3124.8001098632812,-3567.60009765625,433.49998474121094,-2329.7000122070312,0.0,-0.04036582281440594,-0.6723122759996794,2.2877050001535664,8518890617260618382,Kirin_YR,12.0,278.260009765625,2923.909912109375,48.7599983215332,811.3999938964844,22168.9990234375,3273.5000610351562,-518.8999938964844,18.99999976158142,0.0,255.0,128.0,,0.02976072489462897,1.5341911958707264,-3.021208047845486e-06,False,32.29040863949767,True,False,4,False,,4577449629340377701,Guzo_Derac,14.0,-1699.9000244140625,102.01000213623047,17.010000228881836,-12748.599853515625,-1742.2999572753906,2.0999999344348907,1.1999999731779099,0.19999999552965164,482.90000915527344,255.0,128.0,,0.00958647841109746,-2.9638194679010876,-0.00018013473689575167,True,4,False,31.0,False,4,,enpitsu,76561198039309853,25.0,167.42999267578125,1083.1600341796875,17.049999237060547,5151.5997314453125,10243.00048828125,2.5999999046325684,-0.5000000074505806,-0.9000000357627869,-55.19999980926514,255.0,128.0,False,0.016710839104216883,1.097773745477543,0.00010819392323967794,True,2,False,2,31.0,False,,games5425898691,bf81d8692db,22.0,-1118.4000244140625,4348.3798828125,17.0,18555.30029296875,13080.799560546875,3.4999999403953552,0.19999999552965164,0.19999999552965164,-1959.4999694824219,255.0,0.0,,0.009585340884355522,0.5374802164595978,-4.0500826979507126e-05,True,False,False,82.0,False,False,
8,5367,170.0,True,1,5350.72424624509,3680.360107421875,570.7999877929688,1467.780029296875,-16228.499755859375,17372.2998046875,3311.300048828125,-4876.300048828125,2595.7000732421875,-2074.4000244140625,1.0,0.8156581827800636,1.8330842559003004,1.7583372362668643,bf81d8692db,games5425898691,23.0,3854.090087890625,336.5899963378906,1417.8900146484375,-12444.7998046875,10721.500244140625,12083.199462890625,-693.6000061035156,-5434.0997314453125,-488.3000183105469,255.0,255.0,,0.042703981919000225,1.6257817189924781,-2.1376503551365618,True,212.0,False,False,18,17,,76561198039309853,enpitsu,26.0,-179.67999267578125,-4886.6201171875,17.049999237060547,-588.6000061035156,-1178.7999725341797,2.5,0.5000000074505806,-0.3999999910593033,0.0,255.0,255.0,,-0.016299869181458714,2.0356539551706088,-7.979026411818495e-07,True,4,False,255.0,False,6,,Guzo_Derac,4577449629340377701,15.0,3909.550048828125,772.3599853515625,1232.77001953125,-4813.999938964844,-13333.499755859375,5736.9000244140625,49.60000038146973,-1155.0,-2123.9999389648438,255.0,128.0,,0.34309284971828125,-0.7605830535225299,1.92484455944303,True,14,False,12,115.8244386616574,True,,Kirin_YR,8518890617260618382,60.0,1755.97998046875,1968.4000244140625,17.040000915527344,1835.5000305175781,13516.99951171875,4.300000071525574,-0.0,0.19999999552965164,1687.2999572753906,240.0,225.0,,-0.016747160142180462,1.6928881033893786,0.00024530590478283673,True,16,14,153.0,False,4,
9,5850,179.0,False,1,2800.89684393432,403.17999267578125,2382.800048828125,130.5,-592.0999908447266,13866.300048828125,7557.2998046875,2772.39990234375,1598.0999755859375,5075.299987792969,1.0,-0.3877441766811574,-1.4607982837242228,-1.9307155102343099,bf81d8692db,games5425898691,22.0,428.6499938964844,2209.419921875,68.52999877929688,13904.200439453125,16523.399658203125,3156.7001342773438,-2253.2000732421875,894.7000122070312,1831.6999816894531,255.0,184.0,,-0.05256292994655851,2.2774254290661418,-0.004120570590525595,True,0.0,False,False,6,5,,76561198039309853,enpitsu,25.0,-487.1300048828125,-4604.22021484375,17.049999237060547,10470.899658203125,-1150.6999969482422,2.5999999046325684,-0.19999999552965164,0.5000000074505806,0.0,128.0,128.0,,-0.016820782467338403,-3.032100512773811,2.3724792894235554e-05,True,False,False,255.0,False,False,,Guzo_Derac,4577449629340377701,14.0,471.1499938964844,1592.0799560546875,683.4099731445312,11785.699462890625,-12935.10009765625,-3591.400146484375,2745.4998779296875,-1378.3000183105469,-2341.9000244140625,255.0,58.0,,-0.40469903605678875,1.7015210720145466,-2.5473023302893427,True,4,4,False,85.0,False,,Kirin_YR,8518890617260618382,46.0,-1253.02001953125,3050.820068359375,17.040000915527344,1927.2999572753906,19924.200439453125,-0.3999999910593033,0.09999999776482582,1.4000000059604645,80.9000015258789,255.0,128.0,,-0.016789314712535423,1.6586282987143295,-9.630044835995878e-05,True,4,4,185.30615067481995,True,False,
