,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_dodge_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,1094,33,False,0,3330.3071662728685,1955.4300537109375,3419.449951171875,96.4800033569336,-15744.000244140625,12410.50048828125,436.50001525878906,-1618.0999755859375,-3260.7000732421875,3889.4000244140625,0.0,0.032432940788291995,-0.3362333081228836,1.4945708877017485,bf81d8692db,games5425898691,24.0,2171.0,3512.5,16.959999084472656,-12951.099853515625,16020.0,14.299999475479126,-2.3000000417232513,6.600000262260437,2732.39990234375,128.0,255.0,True,0.009862761114467414,2.746654621853302,-0.00022925671037692162,True,0.0,False,12,False,12,,76561198039309853,enpitsu,27.0,1000.5499877929688,144.66000366210938,17.059999465942383,-15004.200439453125,11838.399658203125,1.1999999731779099,0.9000000357627869,-0.7000000029802322,-264.59999084472656,255.0,128.0,False,0.016784013142492022,2.4467706658423314,0.00019380154575676908,True,10,2,182.0,False,8,,Martuccidaniele_,2411202488257828954,10.0,2718.47998046875,1327.52001953125,17.010000228881836,442.7000045776367,22745.30029296875,3.8999998569488525,-0.9000000357627869,9.399999976158142,-1514.7999572753906,255.0,16.0,False,0.00951516207260386,1.516120359724573,-0.0006418084750755435,True,4,12,14,0.0,False,,Xx_nic0laturboXx,1044040509235754335,11.0,1458.31005859375,4906.1298828125,17.059999465942383,-5593.499755859375,10058.300170898438,2.0000000298023224,0.19999999552965164,-0.29999999329447746,2234.499969482422,128.0,255.0,False,0.01685380625499825,2.1322878388691735,4.013755800123074e-05,True,8,4,12,197.0,False,
1,1101,33,False,0,2854.5920194488695,1578.3599853515625,3716.5400390625,94.7699966430664,-15293.599853515625,12031.300048828125,126.49999618530273,-2328.9999389648438,-4047.39990234375,3767.39990234375,0.0,-0.6306019140696509,0.8842754193413916,0.8471343898270894,bf81d8692db,games5425898691,24.0,1832.9000244140625,3870.159912109375,17.010000228881836,-12723.900146484375,11901.700439453125,2.5,0.29999999329447746,0.09999999776482582,2728.2998657226562,,255.0,True,0.009590387832302646,-2.799307862910611,-2.3226962112840898e-05,True,,False,12,False,12,,76561198039309853,enpitsu,27.0,638.5399780273438,477.1099853515625,17.059999465942383,-12646.99951171875,14132.5,1.2999999523162842,-1.4000000059604645,1.5999999642372131,-531.8999862670898,255.0,,,0.01677726697487773,2.263241371423557,0.00012342786710420418,True,10,2,182.0,False,8,,Martuccidaniele_,2411202488257828954,10.0,2800.489990234375,1885.719970703125,17.010000228881836,4794.200134277344,22034.3994140625,2.0999999344348907,0.0,-0.3999999910593033,-73.89999866485596,245.0,,,0.00958888960971671,1.3476508868597132,6.957690924679352e-05,True,4,12,14,,False,,Xx_nic0laturboXx,1044040509235754335,11.0,1276.43994140625,5066.83984375,68.70999908447266,-8454.69970703125,3356.7001342773438,3295.10009765625,3672.3001098632812,-1663.6000061035156,479.50000762939453,255.0,219.0,,-0.4331244346908675,2.77150845454238,-0.7449566151403066,True,8,4,12,193.8763615495415,True,
2,1184,36,True,0,1447.4663973965642,-1441.47998046875,3799.25,147.94000244140625,21074.69970703125,19050.400390625,-3970.7998657226562,-3522.3001098632812,-461.8000030517578,4835.199890136719,0.0,-0.7662224581843488,0.12391837012275565,1.93380173710266,76561198039309853,enpitsu,27.0,-1681.0400390625,3587.47998046875,131.0500030517578,17308.00048828125,14716.500244140625,3531.199951171875,1039.000015258789,1883.9999389648438,-958.4999847412109,128.0,0.0,False,0.01698924073445426,1.0594724533397568,0.017206771657834772,True,112.0,False,12,2,9,,bf81d8692db,games5425898691,24.0,2101.300048828125,1772.6600341796875,98.87000274658203,10799.3994140625,-14752.2998046875,-157.70000457763672,4258.0999755859375,3481.0000610351562,13.500000238418579,255.0,128.0,False,0.02500646060465945,2.256057108256491,3.1391391617676083,False,14,False,31.0,False,13,,Martuccidaniele_,2411202488257828954,10.0,96.02999877929688,4648.93994140625,17.010000228881836,-12647.099609375,-6447.7001953125,2.3000000417232513,0.3999999910593033,0.29999999329447746,1822.5999450683594,128.0,255.0,,0.009648678662768646,-2.634835328930805,0.00016348646434914145,True,4,12,14,255.0,False,,Xx_nic0laturboXx,1044040509235754335,11.0,-1519.199951171875,3861.739990234375,17.030000686645508,-6440.0,-10238.900146484375,1.7000000178813934,0.29999999329447746,1.2999999523162842,2259.2999267578125,255.0,255.0,,0.016741032132699084,-2.090851162357607,0.000133026195549007,True,8,4,12,105.49429692504226,True,
3,1460,37,False,1,5176.525479121088,-6.53000020980835,42.7599983215332,98.06999969482422,-2103.000030517578,21241.69921875,2638.800048828125,-50.10000228881836,704.1999816894531,-5958.3001708984375,1.0,0.025697357013089055,0.22116162553164187,0.004737081495986545,1044040509235754335,Xx_nic0laturboXx,11.0,52.41999816894531,-202.6699981689453,88.51000213623047,-18683.900146484375,13183.00048828125,2350.0999450683594,1151.9000244140625,-5314.89990234375,821.3999938964844,255.0,255.0,False,-0.4102360351156782,0.8166714771556116,-0.4898105637861005,True,0.0,False,4,False,3,,2411202488257828954,Martuccidaniele_,10.0,2936.889892578125,-3963.27001953125,17.010000228881836,17439.200439453125,-1981.199951171875,2.5,-1.2999999523162842,0.09999999776482582,2557.5999450683594,255.0,255.0,True,-0.009586336228243892,3.1355876933721296,9.89165667492538e-05,True,False,False,0.0,False,False,310.0,enpitsu,76561198039309853,27.0,-14.760000228881836,3587.050048828125,17.049999237060547,-8.00000011920929,-10083.300170898438,2.7000001072883606,0.29999999329447746,-0.3999999910593033,0.0,255.0,128.0,False,-0.01665520718325056,-1.5700108897318472,-3.711965136481794e-05,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,24.0,-125.68000030517578,360.5,89.54000091552734,4390.199890136719,-22454.49951171875,2208.3999633789062,5109.700012207031,2017.7999877929688,262.8000068664551,255.0,172.0,,-0.6943202953786505,-1.5566861475128897,-0.23460770463261357,True,3,False,4,0.0,False,
4,2094,60,True,1,433.9771945238496,463.2900085449219,5173.14013671875,131.77999877929688,-14449.100341796875,18551.099853515625,-2171.1000061035156,-231.20000839233398,2798.699951171875,-2556.999969482422,1.0,0.26989767205475995,2.415808310206185,-0.08284240123206431,1044040509235754335,Xx_nic0laturboXx,11.0,566.8900146484375,5049.4599609375,116.66000366210938,-14966.500244140625,9500.30029296875,-163.99999618530273,-3415.8999633789062,-4309.700012207031,-89.49999809265137,255.0,68.0,False,-1.1737482048894392,-2.5102634149656984,-3.0793365562948196,True,0.0,False,10,False,9,,2411202488257828954,Martuccidaniele_,10.0,-1426.1800537109375,2597.2099609375,17.020000457763672,5570.5999755859375,14415.799560546875,1.0000000149011612,0.19999999552965164,0.7000000029802322,-1756.300048828125,255.0,0.0,False,-0.00958888828952229,1.973310475344241,-0.00017318953685120043,True,8,6,188.0,False,4,,enpitsu,76561198039309853,27.0,252.22000122070312,5148.5498046875,19.510000228881836,6133.0999755859375,4397.900085449219,2961.7001342773438,0.7999999821186066,-3.1999999284744263,-2042.2000122070312,128.0,0.0,False,-0.0170798957203077,2.5393003825897753,-4.4798903226250216e-05,True,False,5,8,14.8572130767248,True,,games5425898691,bf81d8692db,24.0,-857.5599975585938,4773.39013671875,17.010000228881836,6658.0999755859375,8209.89990234375,2.5,-0.09999999776482582,-0.0,-2381.699981689453,255.0,0.0,,-0.00953379200341014,2.3066282115534578,2.086063362665878e-05,True,8,False,8,255.0,False,
5,3575,105,False,1,549.412640917553,521.5,4738.0,250.13999938964844,-26556.4990234375,8877.80029296875,10302.80029296875,3916.7001342773438,-1940.3999328613281,4110.10009765625,1.0,0.534164955119064,1.4130897384159717,1.3619318590740257,1044040509235754335,Xx_nic0laturboXx,11.0,590.6300048828125,4639.60986328125,170.89999389648438,-1099.1999816894531,21373.30078125,2570.1998901367188,-4300.799865722656,-1199.5999908447266,3211.400146484375,255.0,128.0,,-0.5628498492237902,1.7424490292294565,-0.009371997142684938,True,17.033660006779495,True,10,False,9,,2411202488257828954,Martuccidaniele_,10.0,1391.47998046875,713.6300048828125,17.020000457763672,-13156.99951171875,5023.900146484375,0.7999999821186066,-0.0,-0.09999999776482582,227.70000457763672,255.0,128.0,,-0.009566500185577248,0.3422744990724741,-0.00011494076807645577,True,20,False,255.0,False,20,,enpitsu,76561198039309853,27.0,727.6500244140625,4898.580078125,98.16999816894531,-20409.599609375,-5807.9998779296875,57.30000019073486,2828.599853515625,-4357.799987792969,-1804.9000549316406,128.0,128.0,,-0.5733987855371387,0.6968938686753122,-1.2393578256879674,True,False,19,20,41.0,False,,games5425898691,bf81d8692db,24.0,258.0,4103.919921875,16.989999771118164,4362.200012207031,7586.6998291015625,2.199999988079071,0.3999999910593033,1.0000000149011612,-413.4000015258789,255.0,128.0,,-0.009515265448286361,2.1222040951226933,0.00017037078585261197,True,12,False,14,145.86594396252784,True,
6,4040,122,True,1,1910.366675970864,2255.530029296875,3797.919921875,103.29000091552734,-20317.60009765625,13365.6005859375,2511.9000244140625,2943.599853515625,-3012.0001220703125,774.1999816894531,1.0,-0.8004647711006112,0.8418172554740742,2.7378509000966096,2411202488257828954,Martuccidaniele_,10.0,2384.43994140625,3676.56005859375,56.7400016784668,-16076.199951171875,7105.4998779296875,2826.199951171875,4024.4000244140625,-2181.999969482422,3048.2998657226562,255.0,255.0,False,0.03693562118919061,0.9724104611096862,-0.0699909861537176,True,97.84345811925907,True,28,False,25,,1044040509235754335,Xx_nic0laturboXx,10.0,-852.3699951171875,-1836.5,17.049999237060547,4285.5999755859375,21869.69970703125,2.5999999046325684,-0.7999999821186066,-5.099999904632568,1007.6000213623047,255.0,128.0,False,-0.016773636048983905,1.7061350885557707,-5.857420716715573e-05,True,20,4,174.0,False,18,,enpitsu,76561198039309853,27.0,2748.6201171875,5002.43994140625,130.22000122070312,2364.1000366210938,-1255.5000305175781,-1969.9000549316406,60.0,4041.400146484375,2907.9998779296875,128.0,0.0,False,0.11857902860695424,-0.1758480590123065,1.10147100400552,True,False,26,26,210.19492460322635,True,,games5425898691,bf81d8692db,24.0,3869.429931640625,543.75,16.510000228881836,-12634.599609375,17737.19970703125,-1686.7999267578125,-271.1000061035156,4142.300109863281,-257.2999954223633,255.0,128.0,,-0.07713480397894185,0.9366789573328193,-0.11075162896110421,True,18,False,20,103.25653314077722,True,
7,4762,139,True,1,4120.575867479152,-2526.739990234375,2845.659912109375,125.86000061035156,19161.8994140625,14963.1005859375,4623.900146484375,4752.799987792969,1747.7000427246094,-3217.9998779296875,1.0,0.5280910725428986,0.3879437833059748,-2.896152482884609,2411202488257828954,Martuccidaniele_,10.0,-2632.139892578125,2720.320068359375,49.31999969482422,12682.19970703125,12256.99951171875,2753.2998657226562,-1762.5,1585.3999328613281,-5.400000214576721,128.0,112.0,,0.02289460914458317,-0.725387882089977,0.0021082540104225256,True,53.0,False,14,False,13,,1044040509235754335,Xx_nic0laturboXx,11.0,-1475.969970703125,-4864.08984375,16.969999313354492,17618.699951171875,5612.2998046875,18.40000033378601,-21.90000057220459,6.299999952316284,291.49999618530273,255.0,128.0,,-0.01584454947128406,2.804284321943486,0.001083512622556952,True,4,False,255.0,False,4,,enpitsu,76561198039309853,27.0,-1738.68994140625,4858.9599609375,17.049999237060547,5501.6998291015625,-444.59999084472656,2.5,0.19999999552965164,-0.29999999329447746,0.0,128.0,128.0,False,-0.0166447935857364,-3.0609205931177303,-2.9239104233784702e-05,True,False,4,4,227.0,False,,games5425898691,bf81d8692db,24.0,-1192.1400146484375,4865.3701171875,16.450000762939453,1885.3999328613281,-4229.100036621094,122.29999542236328,113.00000190734863,-12.100000381469727,3.6000001430511475,0.0,128.0,,-0.003886633565770363,-1.9905844278845035,-0.0031581361920368397,True,4,False,6,121.0,False,
8,5612,161,True,1,851.3335341661884,128.02000427246094,4772.60986328125,458.92999267578125,4059.7000122070312,20295.10009765625,6746.300048828125,5742.2998046875,-1686.6999816894531,-424.00001525878906,1.0,0.09743043477320128,0.976678999516857,2.898516232639515,1044040509235754335,Xx_nic0laturboXx,11.0,96.0,4665.330078125,315.1600036621094,2781.099853515625,19735.2001953125,213.60000610351562,-1294.9000549316406,5269.69970703125,896.2000274658203,255.0,0.0,True,0.18317221245376228,1.4180568338212418,-1.362702749764137,True,82.99567322064472,True,10,False,9,,2411202488257828954,Martuccidaniele_,10.0,1417.2099609375,3439.320068359375,17.010000228881836,-10252.39990234375,-3557.5,2.0999999344348907,-0.29999999329447746,0.7000000029802322,12.5,131.0,128.0,False,-0.009650486197364824,-0.3359577603454918,-2.146712837117298e-05,True,10,False,146.0,False,10,,enpitsu,76561198039309853,28.0,431.2799987792969,4903.77001953125,146.2100067138672,-7257.8997802734375,9149.299926757812,3357.7999877929688,1664.6000671386719,1056.1000061035156,2615.2999877929688,128.0,128.0,False,0.4212173602174194,0.3689112406383745,-0.11526404884698527,True,False,4,6,0.0,False,,games5425898691,bf81d8692db,24.0,-37.540000915527344,4995.66015625,232.00999450683594,8371.300048828125,-996.1000061035156,1655.5999755859375,1230.6999969482422,-899.4000244140625,-851.1000061035156,255.0,0.0,,1.057558357849474,-2.634659637628265,0.2358707102975282,True,6,False,10,0.0,False,
9,6061,168,False,1,6339.369584121398,2079.530029296875,-1087.9100341796875,532.260009765625,-10738.499755859375,23615.80078125,4744.2999267578125,2512.5,-3312.2000122070312,4326.099853515625,1.0,-0.561164206949815,-2.7476951165249734,1.6466064618973613,2411202488257828954,Martuccidaniele_,10.0,2179.22998046875,-1232.6199951171875,437.8399963378906,12195.50048828125,17221.099853515625,508.6000061035156,1733.9999389648438,-3965.8999633789062,3393.2998657226562,255.0,178.0,True,0.30155566948619333,1.21743645808036,0.4888160790426779,True,157.93960449516138,True,4,False,3,,1044040509235754335,Xx_nic0laturboXx,11.0,2813.43994140625,-1415.81005859375,17.049999237060547,-11591.800537109375,-2863.599853515625,2.5,0.5999999865889549,-0.3999999910593033,-0.09999999776482582,255.0,128.0,False,-0.016662735277026254,-0.2421528145218086,4.373621244312787e-05,True,8,False,255.0,False,8,,enpitsu,76561198039309853,27.0,2961.47998046875,-309.239990234375,17.110000610351562,-2658.800048828125,9452.899780273438,-723.0999755859375,-1026.6000366210938,-1144.5999908447266,-4087.0001220703125,128.0,128.0,False,-0.03318787157950199,-2.3270398585063194,0.007782032836144715,True,False,2,2,221.0,False,,games5425898691,bf81d8692db,24.0,1940.0,5014.52001953125,31.809999465942383,-9130.0,-2386.1000061035156,-967.3000335693359,-1964.1000366210938,-304.89999771118164,1396.300048828125,255.0,217.0,,-0.11510086172520878,-0.27173034826635784,-0.423808313427388,True,6,False,6,255.0,False,
