,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,team_mate_handbrake
10,3112,88,False,0,4519.256629648179,383.5899963378906,805.6799926757812,156.1699981689453,-1354.1000366210938,19397.80029296875,4837.9998779296875,2211.300048828125,2597.5,4935.799865722656,0.0,0.29298969469335345,-1.2806899373438472,0.4085145261435374,76561198039309853,enpitsu,25.0,470.6499938964844,715.7999877929688,98.22000122070312,8693.200073242188,20047.5,2043.9999389648438,-4198.0999755859375,-2616.7999267578125,2403.6000061035156,128.0,255.0,,0.5657874554457369,1.0388313649973606,-0.5082410231422155,True,0.0,False,10,False,9,,bf81d8692db,games5425898691,19.0,-570.6400146484375,-4122.490234375,178.77999877929688,19319.7998046875,26.500000953674316,-590.0,-199.0999984741211,4416.000061035156,50.999999046325684,255.0,128.0,-0.6474391840101584,0.03626003894016128,0.014644934464709438,True,94.0,False,16,4,18,,shakz_m2855,4836773994170625710,14.0,213.6699981689453,4267.93017578125,17.010000228881836,698.7999725341797,10936.600341796875,2.0999999344348907,-0.09999999776482582,-0.5999999865889549,-1296.6000366210938,0.0,193.0,False,0.009644730948488122,-1.7483727844345995,1.459820941903743e-05,True,255.0,False,14,10,6,,tricaespinhas,5417135860859824013,14.0,818.6799926757812,2053.639892578125,16.989999771118164,2373.0999755859375,19668.199462890625,4.399999976158142,0.0,0.7000000029802322,4.300000071525574,200.0,128.0,False,0.009587910028124676,1.4513417680269745,-6.890065707192958e-05,True,8,False,10,228.0,False,,
11,3582,105,False,0,3554.7625082149925,2106.169921875,3236.5,482.45001220703125,-10271.700439453125,11124.89990234375,2082.5999450683594,4255.400085449219,-450.2000045776367,4205.7000732421875,0.0,0.5852512351192295,0.21039954160422722,-1.6225142764599203,76561198039309853,enpitsu,25.0,2208.219970703125,3094.110107421875,357.4700012207031,-3080.7998657226562,11474.7998046875,471.3999938964844,1922.2000122070312,-1813.2000732421875,-4823.599853515625,128.0,255.0,False,-1.049216048686088,2.4548977348089416,-2.1476646669707953,True,188.0,False,16,False,13,,bf81d8692db,games5425898691,20.0,3102.030029296875,3798.280029296875,17.010000228881836,3287.3001098632812,-9658.099975585938,2.3999999463558197,0.5000000074505806,-1.2999999523162842,-2103.8999938964844,255.0,0.0,0.009534444253395996,-1.2599349253199403,-0.0002281276431830755,True,255.0,False,20,4,22,,shakz_m2855,4836773994170625710,14.0,912.3499755859375,4688.14013671875,17.0,-3070.10009765625,2812.2000122070312,3.6000001430511475,0.29999999329447746,0.19999999552965164,-1937.5,229.0,0.0,,0.009550316071818488,2.4725003858516517,-4.7139254910713486e-05,True,175.0,False,20,16,6,,tricaespinhas,5417135860859824013,14.0,3287.5,3348.489990234375,17.010000228881836,-12175.699462890625,5185.30029296875,-0.3999999910593033,2.0999999344348907,-0.9000000357627869,-162.80000686645508,255.0,128.0,,0.009557285263036347,2.7194291929086645,0.0001866235663302614,True,14,False,16,75.87700626414306,True,,
12,3671,108,False,0,2030.7510777392347,-1064.1199951171875,3116.219970703125,100.43000030517578,2740.4998779296875,8329.000244140625,5981.400146484375,3237.60009765625,-628.4000015258789,-5012.200012207031,0.0,-1.3085793129820809,2.951057440250453,-0.7673202107241832,bf81d8692db,games5425898691,20.0,-1171.6600341796875,3053.9599609375,16.020000457763672,-8672.80029296875,11958.399658203125,45.70000171661377,-21.90000057220459,90.39999961853027,-1291.9999694824219,128.0,0.0,,0.007380277817791007,2.098879362250688,-0.026829338202658353,True,138.0,False,22,4,20,,76561198039309853,enpitsu,25.0,-53.0099983215332,3359.860107421875,86.58000183105469,-17270.10009765625,-12654.49951171875,1585.2999877929688,-483.1999969482422,-2099.2999267578125,2088.000030517578,255.0,255.0,0.02900833114681565,-1.9791984016704989,1.3056305221059412,True,99.0,False,14,False,16,,shakz_m2855,4836773994170625710,14.0,-557.9500122070312,3332.56005859375,16.989999771118164,-20947.19970703125,-3311.6000366210938,2.5,0.0,0.0,-1998.9999389648438,255.0,0.0,,0.00958476890591255,-3.0604692928189317,-2.6755385972286166e-05,True,140.52063668927843,True,22,18,6,,tricaespinhas,5417135860859824013,14.0,217.44000244140625,3588.080078125,36.369998931884766,-12635.999755859375,-2276.4999389648438,-309.50000762939453,-420.29998779296875,-1025.8999633789062,1589.1000366210938,0.0,0.0,False,-0.2631127462766834,-2.778452835520907,-0.4316856205560175,True,14,False,16,0.0,False,,False
13,5128,161,False,0,2056.3247235093063,730.6400146484375,3882.02001953125,725.8099975585938,-13512.2998046875,29250.10009765625,435.99998474121094,-469.00001525878906,-571.3999938964844,-107.5,0.0,-0.6108121491631507,1.4955408858390418,-1.0792707936321142,bf81d8692db,games5425898691,20.0,777.1199951171875,3755.969970703125,660.5399780273438,-5654.6002197265625,14787.39990234375,4128.599853515625,-4142.900085449219,-166.8000030517578,3613.599853515625,255.0,128.0,,-0.35431309437599245,1.9867885019167897,0.49754487576126694,True,79.606270897773,True,38,4,33,,76561198039309853,enpitsu,25.0,1101.4200439453125,3559.239990234375,394.6600036621094,-18493.499755859375,-742.3999786376953,1073.3000183105469,-1554.4999694824219,-402.40001678466797,-671.6000366210938,255.0,0.0,-0.6095008125300827,2.120401583670327,0.4827027727428702,True,0.0,False,25,False,32,,shakz_m2855,4836773994170625710,14.0,2352.1298828125,3889.949951171875,17.010000228881836,-13500.699462890625,2825.4000854492188,2.3000000417232513,0.5000000074505806,-0.09999999776482582,2200.0999450683594,255.0,255.0,,0.009581016249690164,3.0012378465481198,4.580465692973332e-05,True,48.0,False,40,28,12,,tricaespinhas,5417135860859824013,12.0,754.27001953125,4023.010009765625,445.3599853515625,963.3000183105469,1649.9000549316406,1025.1000213623047,-986.1000061035156,-5409.1998291015625,132.2000026702881,,128.0,,0.08461818220217017,-1.7478165379232526,-1.1242260366748116,True,26,8,30,185.60627089777302,True,,
14,6421,208,False,1,4112.322984623259,-2870.570068359375,3489.5,1449.3900146484375,11857.2998046875,7052.1002197265625,1068.0999755859375,658.8999938964844,1199.4000244140625,-2436.0000610351562,1.0,0.08266504762389226,-2.497426530815512,2.8707978261113074,5417135860859824013,tricaespinhas,12.0,-3047.719970703125,3446.530029296875,1388.56005859375,9611.699829101562,9761.599731445312,510.2000045776367,1351.0000610351562,-2737.3001098632812,-1353.3000183105469,128.0,78.0,,0.6557425588836698,3.0271226582594712,-0.7449177331888439,True,96.0,False,42,8,36,,4836773994170625710,shakz_m2855,13.0,-918.4400024414062,1116.22998046875,17.020000457763672,-259.0999984741211,11571.400146484375,-1.899999976158142,-0.0,-0.5000000074505806,-20.69999933242798,255.0,128.0,-0.009544552624110894,1.5514719390073284,3.1185828089392156e-05,True,242.5301077801694,True,40,14,54,,enpitsu,76561198039309853,25.0,-3063.550048828125,4954.830078125,1213.6800537109375,10700.400390625,7142.1002197265625,-2038.3000183105469,-109.89999771118164,-118.80000114440918,-1604.7999572753906,255.0,128.0,False,-0.1280681250430527,2.527639979019318,1.576808858749099,True,255.0,False,46,40,False,,games5425898691,bf81d8692db,19.0,767.1199951171875,5013.2998046875,17.0,-9678.200073242188,4180.0,3.400000035762787,-0.5000000074505806,-0.0,-289.89999771118164,255.0,100.0,,-0.0095347660103793,0.3951134611230622,-0.00016447154893831813,True,50,6,58,255.0,False,,False
15,6564,213,False,0,4167.238434959479,-2200.429931640625,1182.1800537109375,249.02999877929688,11853.900146484375,17556.800537109375,4475.199890136719,-3077.6998901367188,-5089.599914550781,789.3000030517578,0.0,-1.0331033385594084,2.453947201560488,-1.7940323683326418,bf81d8692db,games5425898691,20.0,-2377.93994140625,1094.43994140625,172.35000610351562,7744.89990234375,17054.599609375,1463.5000610351562,3082.6998901367188,4288.2000732421875,-1445.0,255.0,0.0,,-0.30658462804914083,0.5212353363087631,0.3428938244381873,True,54.15431410010143,True,62,6,53,,76561198039309853,enpitsu,25.0,-1948.969970703125,-24.1200008392334,17.030000686645508,4090.5999755859375,19585.50048828125,5.099999904632568,0.0,-0.3999999910593033,-7.099999785423279,255.0,128.0,0.01677925742481461,1.3640777092524885,3.904405558869431e-05,True,215.59045186606787,True,40,False,48,,shakz_m2855,4836773994170625710,14.0,420.29998779296875,-2107.8701171875,90.01000213623047,5706.6998291015625,22029.09912109375,-334.90001678466797,-4964.2999267578125,156.40000343322754,281.5999984741211,255.0,128.0,False,-1.2281161868962467,0.6106140229718154,0.9117319344419559,True,0.0,False,58,42,16,,tricaespinhas,5417135860859824013,12.0,-1697.8299560546875,-523.5700073242188,84.8499984741211,1055.0,22845.80078125,-161.5999984741211,-5421.500244140625,924.4999694824219,-44.89999771118164,255.0,136.0,,0.28666838832531716,-1.7373058695046522,-3.1346765414173925,True,39,8,46,0.0,False,,False
16,6630,216,True,0,1251.8300173083326,355.32000732421875,5104.27001953125,192.22000122070312,8662.60009765625,25004.19921875,247.19999313354492,-871.6000366210938,836.2000274658203,751.6999816894531,0.0,0.32982743028711126,0.3368351579390321,3.0683371913951745,bf81d8692db,games5425898691,20.0,366.7699890136719,4984.33984375,118.29000091552734,9736.599731445312,19547.900390625,191.10000610351562,-4806.600036621094,-162.60000228881836,2668.2000732421875,255.0,145.0,,1.288860809635065,0.982516395280663,-0.5374352966429111,True,31.0,False,64,6,55,,76561198039309853,enpitsu,25.0,711.8400268554688,2165.919921875,32.36000061035156,-679.0000152587891,11587.5,3163.900146484375,1.5999999642372131,-0.7999999821186066,2663.0999755859375,255.0,255.0,0.016678874806021253,1.7382533169832406,-0.00013155438946797573,True,184.0,False,40,False,50,,shakz_m2855,4836773994170625710,14.0,1918.6199951171875,3020.6298828125,17.010000228881836,8100.4998779296875,21260.30029296875,2.199999988079071,0.0,-0.19999999552965164,-1494.9000549316406,240.0,0.0,False,0.009598381984486655,1.1750545080205475,-0.00017364045121464046,True,61.0,False,58,42,16,,tricaespinhas,5417135860859824013,12.0,-203.3699951171875,4664.2099609375,103.73999786376953,15661.300048828125,16834.200439453125,160.0,1716.7999267578125,5197.0001220703125,-541.6999816894531,255.0,4.0,,0.3874843085347146,1.1177782406183943,1.255305006394395,False,43,8,50,0.0,False,,False
17,7992,256,True,1,4075.5668309740595,-1126.3499755859375,1601.5899658203125,125.77999877929688,14013.900146484375,25813.701171875,1189.5999908447266,-1841.4999389648438,4645.10009765625,75.99999904632568,1.0,-0.37715795203068053,2.0352230640354576,-0.2578514368848717,4836773994170625710,shakz_m2855,14.0,-1202.97998046875,1398.0400390625,67.41999816894531,6619.1998291015625,21879.3994140625,2539.1000366210938,-800.5999755859375,540.4000091552734,599.0999984741211,255.0,200.0,False,-0.0573050411455223,1.820005966519021,0.01716666551111291,True,0.0,False,22,4,19,,5417135860859824013,tricaespinhas,12.0,-1716.8399658203125,-995.989990234375,17.010000228881836,14435.899658203125,11743.699951171875,2.0999999344348907,-0.3999999910593033,-0.5000000074505806,295.5999946594238,255.0,128.0,-0.009596599773056286,2.430616958605998,-0.00010285515930885317,True,211.0,False,6,False,6,,enpitsu,76561198039309853,25.0,-3508.110107421875,2064.739990234375,88.77999877929688,1296.300048828125,22875.2001953125,-371.1000061035156,-4983.299865722656,280.3000068664551,-0.19999999552965164,128.0,128.0,,1.3227397060416521,1.6267148948279442,-0.00030884252739751355,True,25.0,False,22,22,False,,games5425898691,bf81d8692db,20.0,-2404.10009765625,3565.75,16.989999771118164,15981.300048828125,16130.999755859375,4.600000083446503,-0.0,-0.0,-17.999999523162842,255.0,128.0,,-0.009584937511552634,2.353566896205624,6.235016043008118e-06,True,10,False,12,12.0,False,,False
18,8361,260,False,1,5542.943656846232,2095.909912109375,-271.510009765625,107.55999755859375,-7333.800048828125,24111.8994140625,9691.400146484375,3488.800048828125,4642.200012207031,-1508.9999389648438,1.0,0.9287517671284035,2.013513742874552,-0.29648734819172007,5417135860859824013,tricaespinhas,12.0,2214.580078125,-535.25,17.010000228881836,-7070.2001953125,18020.699462890625,0.0,-0.0,0.09999999776482582,-46.30000114440918,255.0,128.0,False,-0.009602146989117951,1.200572981044272,-2.7376994468655147e-06,True,184.41294636777653,True,False,False,False,,4836773994170625710,shakz_m2855,14.0,1533.239990234375,-809.1400146484375,17.010000228881836,9617.100219726562,-8088.699951171875,2.3999999463558197,-0.3999999910593033,0.29999999329447746,2305.5999755859375,255.0,255.0,-0.009563686904335402,-2.5047505170755224,4.549054333296017e-05,True,31.0,False,4,False,4,,enpitsu,76561198039309853,25.0,-3029.179931640625,71.58000183105469,17.030000686645508,-14895.30029296875,189.69999313354492,5.099999904632568,0.19999999552965164,-0.19999999552965164,-0.09999999776482582,255.0,0.0,True,-0.016762279676822926,0.012769960268013273,1.7056433563475175e-05,True,0.0,False,2,2,False,,games5425898691,bf81d8692db,19.0,-684.5999755859375,2836.669921875,17.010000228881836,8226.099853515625,18390.0,2.3000000417232513,-0.29999999329447746,-0.0,2013.800048828125,255.0,255.0,,-0.009567949627700249,1.9134029099055827,3.2675673112785665e-05,True,False,False,False,191.0,False,,
19,9013,284,True,0,1078.9075032310818,-394.1400146484375,4184.919921875,294.9700012207031,9479.500122070312,22973.60107421875,-2826.400146484375,-354.3000030517578,555.6999969482422,4326.7999267578125,0.0,0.22226906887911624,1.4898610713809126,0.1592502328130831,bf81d8692db,games5425898691,20.0,-500.6000061035156,4147.259765625,155.3300018310547,2811.099853515625,15672.5,-4495.799865722656,1666.6000366210938,2613.9999389648438,4542.900085449219,255.0,31.0,,-0.19775571871123432,0.6271883788284763,1.4024301281289764,True,3.0,False,10,False,9,,76561198039309853,enpitsu,25.0,-128.42999267578125,-26.170000076293945,17.049999237060547,-1403.0999755859375,12625.799560546875,2.5999999046325684,0.5000000074505806,0.0,0.0,255.0,128.0,0.016779822308039767,1.6814936908776166,5.048495937293292e-06,True,255.0,False,8,False,8,,shakz_m2855,4836773994170625710,14.0,-1953.4599609375,3158.889892578125,17.010000228881836,2580.2999877929688,11038.599853515625,2.0999999344348907,-0.19999999552965164,-1.1999999731779099,-210.49999237060547,151.0,128.0,,0.009586902683015942,1.3151510880561508,0.00019860552801295663,True,116.0,False,12,8,4,,tricaespinhas,5417135860859824013,12.0,-417.8299865722656,3673.090087890625,682.4099731445312,-3745.2999877929688,-3004.7000122070312,-3622.0001220703125,-1081.6999816894531,1381.4999389648438,1401.300048828125,,84.0,,-0.590306507790186,-1.8434704972843856,0.5270817710467686,True,8,6,12,133.0,False,,
20,9438,290,False,0,2611.346863728298,1571.6099853515625,4285.580078125,165.07000732421875,-19931.500244140625,15503.800048828125,1935.5999755859375,-2373.3999633789062,4263.399963378906,-3491.300048828125,0.0,0.9687627291669101,-0.8715435110318888,-0.6581299790489142,bf81d8692db,games5425898691,20.0,1664.6300048828125,4208.97998046875,85.93000030517578,-20336.500244140625,7731.9000244140625,2418.800048828125,-2601.7001342773438,-4697.60009765625,-1188.499984741211,255.0,128.0,,0.6899825603281123,2.92465666926719,0.11798165383956716,True,174.0,False,6,False,5,,76561198039309853,enpitsu,25.0,-2887.72998046875,1401.02001953125,17.049999237060547,12315.10009765625,14383.699951171875,2.5,-0.09999999776482582,-0.5000000074505806,-0.09999999776482582,128.0,128.0,0.016794860896021665,0.8627048370160939,3.9172050530899184e-05,True,176.0,False,2,False,2,,shakz_m2855,4836773994170625710,14.0,2945.820068359375,3043.360107421875,17.010000228881836,5484.6002197265625,12711.8994140625,2.0999999344348907,-1.2999999523162842,-3.100000023841858,757.6999664306641,255.0,129.0,,0.00957663491593571,1.2067378982818917,-6.382794168642649e-05,True,,False,6,6,False,,tricaespinhas,5417135860859824013,12.0,801.3300170898438,4042.22998046875,67.0,7254.6002197265625,17671.8994140625,3453.9999389648438,0.7999999821186066,3.4999999403953552,-697.6000213623047,233.0,62.0,,0.009699825688491436,1.0523156346161262,0.0010978607906419256,True,4,False,6,113.0,False,,False
