,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,team_mate_handbrake
0,180,0,False,0,5116.430815118725,-6.96999979019165,101.4000015258789,128.5,428.69998931884766,18354.200439453125,9760.999755859375,5788.800048828125,-1297.5999450683594,-897.3000335693359,0.0,0.013602920141502968,-0.16701524626089645,-0.14480918359773975,76561198039309853,enpitsu,25.0,-32.150001525878906,-162.17999267578125,121.94000244140625,-3321.4999389648438,22672.39990234375,1826.9999694824219,-3615.10009765625,-3756.300048828125,1752.2000122070312,255.0,255.0,,0.8316333769612373,1.4653117234115227,-0.5978241398237515,True,31.0,False,2,False,1,,bf81d8692db,games5425898691,19.0,2882.780029296875,-4115.83984375,17.010000228881836,18793.699951171875,-7247.7001953125,2.3000000417232513,-1.0999999940395355,0.3999999910593033,1809.1000366210938,128.0,255.0,0.009640638052194981,-0.31314985823183983,0.00014385825157835482,True,255.0,False,False,False,False,,shakz_m2855,4836773994170625710,17.0,43.209999084472656,273.4200134277344,86.62000274658203,-4460.400085449219,-20103.900146484375,2426.9000244140625,4116.300048828125,-3612.7999877929688,-502.5,128.0,52.0,,0.6124200436936871,-1.6629277532375006,0.3590129435837985,True,31.0,False,4,3,False,,tricaespinhas,5417135860859824013,16.0,3216.2900390625,3925.830078125,17.010000228881836,11000.899658203125,-12728.699951171875,2.3999999463558197,-0.09999999776482582,0.0,-2091.699981689453,255.0,0.0,False,0.009595683077477742,-0.9429545192383479,4.309053535836358e-05,True,False,False,False,255.0,False,,
1,240,2,False,0,3655.6819902674215,-908.6699829101562,1484.3399658203125,170.11000061035156,5717.2998046875,20802.7001953125,9132.7001953125,2369.499969482422,-5493.800048828125,-449.70001220703125,0.0,-0.559660011024316,-0.7183930953011025,-1.2168865484944,76561198039309853,enpitsu,25.0,-980.6099853515625,1309.989990234375,81.37000274658203,8115.7000732421875,15436.400146484375,1864.4000244140625,-4874.800109863281,2544.7000122070312,100.79999923706055,255.0,128.0,,0.711123236541719,1.1057124380320202,0.01653098144362548,True,14.0,False,4,False,3,,bf81d8692db,games5425898691,19.0,3755.3798828125,-642.0700073242188,17.0,-1065.8999633789062,22888.30078125,3.400000035762787,0.0,0.7999999821186066,1329.9000549316406,255.0,255.0,0.00958839191692455,1.6377076795914889,0.0002140356750138554,True,180.0,False,False,False,False,,shakz_m2855,4836773994170625710,17.0,-581.9000244140625,560.510009765625,16.989999771118164,-4904.200134277344,10580.899658203125,4.600000083446503,0.19999999552965164,-0.9000000357627869,-12.5,255.0,128.0,,0.009541652688005366,2.0027748971034574,8.614883708847359e-05,True,0.0,False,4,4,False,,tricaespinhas,5417135860859824013,16.0,652.030029296875,2549.1201171875,17.010000228881836,-16777.7001953125,9659.400024414062,2.3000000417232513,-1.0999999940395355,0.5999999865889549,-1840.0,255.0,34.0,False,0.00959605966968029,2.5520808753395294,-5.4911657750378296e-05,True,False,False,False,229.0,False,,
2,449,9,False,1,4503.610340210642,-253.38999938964844,785.530029296875,94.05999755859375,349.00001525878906,23669.599609375,1979.9000549316406,-3011.099853515625,-3675.7998657226562,-789.0000152587891,1.0,-0.41964366521290725,-0.3462855262827048,0.408640306072352,5417135860859824013,tricaespinhas,14.0,-350.8299865722656,618.280029296875,17.0,-1991.9000244140625,21917.099609375,3.100000023841858,-0.0,1.4000000059604645,-608.8000106811523,255.0,128.0,False,-0.009596532412658128,1.5329805541688541,0.0001585810411419704,True,98.0,False,4,False,4,,4836773994170625710,shakz_m2855,14.0,2649.89990234375,-2970.320068359375,17.010000228881836,-11540.2001953125,7149.7998046875,2.0000000298023224,-0.3999999910593033,0.3999999910593033,-0.09999999776482582,255.0,128.0,-0.009582379989601424,0.554691354350073,-5.236511972778432e-05,True,,False,4,False,4,,enpitsu,76561198039309853,25.0,-3194.77001953125,-3736.830078125,37.7400016784668,-6240.2001953125,12169.7998046875,3266.199951171875,-100.69999694824219,-27.5,-637.7999877929688,255.0,0.0,,-0.017588088955260938,1.1631788453879144,0.0010719510619345768,True,0.0,False,8,5,False,,games5425898691,bf81d8692db,20.0,1799.030029296875,-153.86000061035156,332.6199951171875,-9455.499877929688,20931.298828125,-1212.9000091552734,-7.300000190734863,-8.100000023841858,11.299999952316284,255.0,128.0,,0.2553880322002008,1.0092475924550652,-0.04615610644953043,True,False,False,6,63.92986668053499,True,,False
3,475,10,False,1,2445.7346333248784,-226.9199981689453,2967.2900390625,95.37999725341797,298.50000381469727,24759.89990234375,-888.7000274658203,-2783.9999389648438,-3232.2000122070312,-154.60000038146973,1.0,0.6432555753588993,0.10121448143741327,-0.606122745028307,5417135860859824013,tricaespinhas,14.0,-218.8800048828125,2769.030029296875,16.989999771118164,2000.8999633789062,22912.7001953125,5.600000023841858,-0.0,-0.5000000074505806,0.0,255.0,128.0,False,-0.00959373303477908,1.6579244321383577,4.763084042973084e-05,True,30.0,False,4,False,4,,4836773994170625710,shakz_m2855,14.0,1555.300048828125,-2256.4599609375,17.010000228881836,-10633.900146484375,9245.499877929688,2.0999999344348907,0.09999999776482582,-0.0,-163.1999969482422,255.0,128.0,-0.009597861690951528,0.7329693128940574,8.95028790076151e-05,True,31.0,False,4,False,4,,enpitsu,76561198039309853,25.0,-3469.5400390625,-2067.969970703125,69.63999938964844,-2442.899932861328,17476.800537109375,-1669.2999267578125,-1944.2999267578125,925.1999664306641,-730.1000213623047,128.0,128.0,,0.2591776286002841,1.2143121611947032,-0.6342717659041365,True,0.0,False,8,6,False,,games5425898691,bf81d8692db,20.0,784.0900268554688,1940.969970703125,55.72999954223633,-10190.599975585938,20116.500244140625,-4525.10009765625,-0.19999999552965164,-0.3999999910593033,0.5999999865889549,255.0,128.0,,0.2531084459339444,1.0053847100484987,-0.04710576221991508,True,False,False,6,0.0,False,,False
4,489,11,False,1,1501.7216785908722,-218.57000732421875,4133.56982421875,93.1500015258789,90.20000457763672,22987.60009765625,0.0,-5580.3997802734375,-2200.399932861328,-127.29999542236328,1.0,-0.7053057966153942,-0.8199565638013443,2.039623199839804,5417135860859824013,tricaespinhas,14.0,-143.3800048828125,3950.02001953125,131.07000732421875,1309.1000366210938,22407.2998046875,2263.8999938964844,-2585.7000732421875,4592.699890136719,1571.6999816894531,128.0,128.0,False,-0.18993874808018354,1.1156365518993572,1.2044466773309577,True,30.0,False,6,False,4,,4836773994170625710,shakz_m2855,14.0,1042.7900390625,-1789.760009765625,17.010000228881836,-10394.000244140625,9527.899780273438,2.0999999344348907,0.19999999552965164,-0.09999999776482582,0.0,255.0,128.0,-0.009598167478735433,0.74198045798852,4.6257891087009764e-05,True,31.0,False,4,False,4,,enpitsu,76561198039309853,25.0,-3591.60009765625,-1223.3499755859375,64.12000274658203,-2281.9000244140625,17045.6005859375,2936.7999267578125,-1120.2999877929688,-36.30000114440918,-1331.6000366210938,255.0,0.0,,-0.07055585171018654,1.608637709146458,-0.002710069077498212,True,0.0,False,10,7,False,,games5425898691,bf81d8692db,20.0,257.3800048828125,2911.7099609375,17.010000228881836,-11299.100341796875,19370.6005859375,2.199999988079071,-0.7999999821186066,1.4000000059604645,1197.3999786376953,255.0,255.0,,-0.00959271315914039,1.0284095656688255,0.00018859414562331044,True,False,False,6,0.0,False,,False
5,498,11,True,1,1146.5057226138904,-216.9499969482422,4864.64990234375,93.1500015258789,15.700000524520874,22027.19970703125,0.0,-5822.1002197265625,-1446.9000244140625,-92.20000267028809,1.0,0.6430362418212991,-0.9134407455647698,-2.682004710243688,5417135860859824013,tricaespinhas,14.0,-172.47999572753906,4691.97998046875,158.1999969482422,-1296.1000061035156,22902.39990234375,-153.29999923706055,-459.59999084472656,995.8000183105469,5389.5001220703125,128.0,128.0,False,0.10221981213041152,-0.9605767395011325,1.7439378910016512,True,30.0,False,6,False,5,,4836773994170625710,shakz_m2855,14.0,687.6799926757812,-1464.280029296875,17.010000228881836,-10433.599853515625,9482.000122070312,2.0999999344348907,-0.5000000074505806,0.5000000074505806,163.79999160766602,255.0,173.0,-0.00959811344797238,0.7398621196346804,5.642426135824056e-05,False,31.0,False,4,False,4,,enpitsu,76561198039309853,25.0,-3658.010009765625,-480.3999938964844,104.88999938964844,-1912.8999328613281,22113.60107421875,-167.29999542236328,-5468.699951171875,519.900016784668,-270.0,128.0,128.0,,-0.801127043052785,-1.5267772316368904,-3.027239954764327,True,0.0,False,10,7,False,,games5425898691,bf81d8692db,20.0,-197.25999450683594,3471.669921875,17.010000228881836,-15374.599609375,15996.500244140625,2.0999999344348907,-0.3999999910593033,0.3999999910593033,44.29999828338623,255.0,128.0,,-0.0095904766215637,0.7996903954487703,-7.627630550272807e-05,True,False,False,6,0.0,False,,False
6,921,17,False,0,939.970728118672,-1664.739990234375,4599.08984375,176.89999389648438,26866.298828125,14235.50048828125,-10870.2001953125,-3921.400146484375,4008.699951171875,2133.3999633789062,0.0,-0.21783048219338366,-2.881626741147631,-1.8345682629391666,76561198039309853,enpitsu,25.0,-1931.949951171875,4481.02001953125,215.57000732421875,19191.300048828125,10014.199829101562,141.8000030517578,4820.4998779296875,2618.9999389648438,-390.9000015258789,128.0,0.0,,0.05940572326131491,0.45954076962821955,1.2701178592931646,True,0.0,False,2,False,1,,bf81d8692db,games5425898691,20.0,-1547.3599853515625,-4175.3798828125,17.010000228881836,12834.000244140625,15326.700439453125,0.0,1.0000000149011612,1.4000000059604645,1675.2999877929688,255.0,255.0,0.009590309077126298,0.9241789553146564,4.537347774677571e-05,True,201.59600014327674,True,6,False,6,,shakz_m2855,4836773994170625710,13.0,-1534.800048828125,4698.0,92.7699966430664,-9968.499755859375,-3460.4998779296875,4885.199890136719,-4.799999892711639,-0.7000000029802322,590.2000045776367,254.0,194.0,,0.009438029509990866,-2.756024259712358,0.0005616703222878137,True,255.0,False,4,False,3,,tricaespinhas,5417135860859824013,14.0,1889.489990234375,2799.39990234375,16.649999618530273,-12089.300537109375,14602.19970703125,73.29999923706055,13.40000033378601,26.90000057220459,-102.29999542236328,255.0,128.0,False,0.011191013109697074,2.251425101298003,-0.0006102600752777039,True,8,False,8,232.0,False,,
7,1289,30,False,1,2331.44026561488,1389.3699951171875,2861.360107421875,219.11000061035156,-6512.2998046875,22927.2998046875,6720.4998779296875,1805.3999328613281,-4711.300048828125,3247.0999145507812,1.0,0.381004277559261,2.0432921426473323,-2.23212222049661,4836773994170625710,shakz_m2855,14.0,1392.9000244140625,2686.580078125,155.47000122070312,-5500.3997802734375,14322.900390625,4124.800109863281,2877.2000122070312,1462.8999328613281,-2921.7001342773438,255.0,128.0,,0.04600703307463983,1.2956277428850238,0.010439579142079648,True,215.0,False,6,6,False,,5417135860859824013,tricaespinhas,14.0,1666.1099853515625,3485.18994140625,63.65999984741211,-7778.0999755859375,6759.000244140625,-5789.2999267578125,-226.00000381469727,2239.7999572753906,2357.4000549316406,255.0,236.0,0.03663652602449959,0.06938741413013427,0.6839049482104138,True,58.0,False,12,4,14,,enpitsu,76561198039309853,25.0,1394.2099609375,3042.889892578125,165.8000030517578,-10912.80029296875,-17418.699951171875,2870.1998901367188,-198.60000610351562,-5484.4000244140625,-362.5,128.0,0.0,False,-0.027496856954370368,-1.5083998870195914,0.595949956881794,True,187.0,False,6,5,False,,games5425898691,bf81d8692db,20.0,287.2900085449219,4616.72021484375,17.010000228881836,1495.3999328613281,-11024.599609375,2.0999999344348907,-0.0,1.1999999731779099,-274.59999084472656,255.0,128.0,,-0.00954583460029962,-1.6743293612228394,0.00021957060518666943,True,8,False,8,149.0,False,,
8,1679,45,False,1,2595.3603316586705,-1567.4300537109375,4323.0498046875,177.3699951171875,11135.0,3695.1998901367188,4804.800109863281,-4226.099853515625,-3730.10009765625,-2055.500030517578,1.0,-0.18335149615895277,-1.7569790895153894,-1.3775583660006157,5417135860859824013,tricaespinhas,14.0,-1692.0,4325.89013671875,58.0,11361.500244140625,2907.0999145507812,2706.199951171875,1877.2000122070312,3454.1000366210938,-1873.9999389648438,255.0,6.0,False,-0.03033147123478336,2.577231426942754,0.047181369870075276,True,79.0,False,20,4,17,,4836773994170625710,shakz_m2855,14.0,-451.70001220703125,2188.320068359375,17.010000228881836,8235.800170898438,9070.399780273438,2.0999999344348907,-0.9000000357627869,-0.7999999821186066,-216.00000381469727,255.0,128.0,-0.00955618370333479,2.333988258641587,0.0001936005658164954,True,163.0,False,6,8,12,,enpitsu,76561198039309853,25.0,3920.429931640625,-337.19000244140625,33.959999084472656,232.60000228881836,18674.599609375,100.69999694824219,-0.7000000029802322,-71.30000114440918,-12.5,255.0,128.0,,-0.009595659819001408,1.5965663871884745,-0.3587283676925202,True,255.0,False,10,10,False,,games5425898691,bf81d8692db,20.0,-1247.300048828125,4659.39990234375,17.010000228881836,575.2000045776367,-2.199999988079071,2.0999999344348907,0.5000000074505806,1.2999999523162842,0.0,255.0,128.0,,-0.00934912915626441,-3.1378537580688985,-5.524191016817605e-05,True,12,False,14,0.0,False,,
9,1719,46,True,1,915.2650278420351,24.600000381469727,4860.0498046875,188.47000122070312,15326.800537109375,11161.600341796875,2651.099853515625,-1988.3000183105469,287.99999237060547,-5653.599853515625,1.0,0.38399146841950554,0.094662228451464,0.7394819207419516,5417135860859824013,tricaespinhas,14.0,-117.91999816894531,4735.240234375,59.790000915527344,5808.800048828125,9597.80029296875,3123.3999633789062,-3629.2999267578125,-2285.0999450683594,2723.2000732421875,128.0,255.0,,-0.011474457761252036,2.543215648908964,-0.05767534495187765,True,79.0,False,22,4,19,,4836773994170625710,shakz_m2855,14.0,927.8900146484375,3402.27001953125,17.010000228881836,8388.800048828125,10753.1005859375,2.0999999344348907,0.29999999329447746,0.7000000029802322,0.29999999329447746,231.0,128.0,-0.009561052089797833,2.233234318335591,-6.88163593770293e-05,True,194.0,False,6,8,12,,enpitsu,76561198039309853,25.0,3962.56005859375,2433.010009765625,54.2599983215332,-800.5999755859375,18022.60009765625,-544.0999984741211,-844.1000366210938,234.20000076293945,1216.1000061035156,255.0,255.0,,-0.05304998445875561,1.526097163294778,-0.5623008429186585,True,242.44975495082076,True,10,10,False,,games5425898691,bf81d8692db,20.0,-1500.1800537109375,4662.509765625,43.91999816894531,-3226.300048828125,34.20000076293945,-3154.5001220703125,916.1000061035156,-1155.1000213623047,2488.000030517578,255.0,255.0,,-0.15890977408619938,2.765018076361631,0.04929630807606808,True,14,False,16,,False,,
