,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect
0,272,3,True,1,1509.7944939873819,1388.9000244140625,3712.929931640625,163.0,-8614.400024414062,17115.50048828125,3064.89990234375,-4182.799987792969,1971.3999938964844,3823.2000732421875,1.0,0.04616299292202885,1.5577587321335555,2.8009991214118646,7446556733963769775,Boss_Dems,10.0,1566.2099609375,3690.02001953125,117.33999633789062,-2568.900146484375,22395.90087890625,1558.9999389648438,-30.399999618530273,520.099983215332,3316.300048828125,255.0,128.0,,-0.15296895759272133,0.5078393246036718,0.06197158601301982,True,4,False,False,45.0,False,,6980277146675983970,ICW-Tazzajkad,10.0,2930.340087890625,-162.1199951171875,17.010000228881836,13824.3994140625,-2553.6000061035156,2.0999999344348907,-4.099999964237213,0.7999999821186066,1039.1999816894531,251.0,128.0,False,-0.009590179781345354,-2.980582128507324,0.00019507935959515914,True,4,0.0,False,False,4,,enpitsu,76561198039309853,30.0,1287.2099609375,2667.389892578125,78.47000122070312,5704.89990234375,18305.10009765625,-1669.2999267578125,-2661.400146484375,828.4999847412109,0.0,128.0,0.0,,0.5471106966633708,1.872735874916822,-5.576736804728349e-05,True,0.0,False,4,False,4,,games5425898691,bf81d8692db,19.0,95.7699966430664,4422.9599609375,84.68000030517578,21930.90087890625,6535.4998779296875,2306.699981689453,201.49999618530273,-2153.8999938964844,-1828.3999633789062,255.0,16.0,,0.1888085945770456,-3.069159676125347,0.019360171025132666,True,4,False,92.20596972844933,True,False,
1,652,8,False,0,2575.2112192109225,1233.25,3691.550048828125,422.8399963378906,-5843.0999755859375,6246.5997314453125,1626.7999267578125,-657.6999664306641,-4293.299865722656,4139.2999267578125,0.0,-0.6628046708523542,-0.20315105060241404,2.9462524152889977,bf81d8692db,games5425898691,18.0,1269.6199951171875,3587.389892578125,284.8500061035156,-1871.6000366210938,6460.9002685546875,3512.60009765625,78.29999923706055,683.0000305175781,266.49999618530273,255.0,128.0,,-0.8183848988504087,0.8404538577591001,1.7778261072538422,True,6,4,False,0.0,False,,76561198039309853,enpitsu,29.0,-35.540000915527344,-4803.33984375,17.049999237060547,-527.2000122070312,5924.6002197265625,2.5999999046325684,0.0,0.0,0.0,255.0,128.0,,0.016610340157923682,1.6595793201332527,4.6313460177927275e-06,True,False,116.0,False,False,False,,ICW-Tazzajkad,6980277146675983970,10.0,1403.25,4208.77978515625,17.010000228881836,-7876.400146484375,3641.300048828125,-0.29999999329447746,1.899999976158142,-0.9000000357627869,-113.50000381469727,255.0,128.0,False,0.009514675262384347,2.6968575025160457,0.00017722089462555976,True,94.11148371747746,True,4,False,4,,Boss_Dems,7446556733963769775,10.0,-3713.989990234375,2579.919921875,16.979999542236328,1195.5999755859375,22968.89892578125,3.400000035762787,0.0,-0.5999999865889549,156.09999656677246,255.0,128.0,,0.009584439460927099,1.5274761510658816,-1.6852221118534775e-05,True,False,False,177.0,False,False,
2,1607,42,False,1,3497.8438700077772,2456.169921875,2009.3800048828125,94.4800033569336,-8329.500122070312,14677.60009765625,-601.1000061035156,-4382.5,-2281.0000610351562,1428.3000183105469,1.0,0.6720137700734206,-1.5072090014636577,-2.374721067894556,7446556733963769775,Boss_Dems,10.0,2514.7900390625,1845.8199462890625,70.30000305175781,-8725.999755859375,16639.000244140625,3003.2000732421875,-3147.5,-1799.4000244140625,-298.8999938964844,255.0,128.0,,-0.07160092693026457,1.0650113188224677,-0.001690206914501521,True,14,13,False,0.0,False,,6980277146675983970,ICW-Tazzajkad,10.0,1589.739990234375,-1410.6099853515625,16.989999771118164,-7890.7000732421875,17569.100341796875,2.3000000417232513,0.29999999329447746,-0.29999999329447746,-1574.4000244140625,255.0,0.0,,-0.009607234677212518,1.178675113684465,-0.00016095566330958944,True,8,205.0,False,6,12,,enpitsu,76561198039309853,29.0,2244.550048828125,2931.1201171875,17.040000915527344,-7802.60009765625,3182.60009765625,3.8999998569488525,0.7000000029802322,-0.09999999776482582,-36.600000858306885,128.0,128.0,False,-0.01666370249359795,0.3918097084940064,7.562750583026541e-05,True,229.0,False,4,2,2,,games5425898691,bf81d8692db,18.0,-367.1300048828125,2606.320068359375,17.010000228881836,-5741.9000244140625,21919.19921875,2.0999999344348907,0.29999999329447746,0.5000000074505806,9.100000262260437,255.0,128.0,,-0.009636565267619968,1.3134060112277324,-3.766713212052095e-05,True,20,14,134.0,False,False,
3,2138,62,False,0,7309.629877447633,1555.8900146484375,-1746.1400146484375,166.6999969482422,-9242.999877929688,31194.09912109375,4565.400085449219,2824.89990234375,-3426.099853515625,4034.89990234375,0.0,0.7176074462987914,2.4180476819086736,1.480361398940203,76561198039309853,enpitsu,29.0,1589.4599609375,-1988.5799560546875,138.22999572753906,406.8000030517578,22832.5,2740.4998779296875,-843.1999969482422,-1987.5999450683594,491.30001068115234,128.0,255.0,False,0.016838870417416805,1.1733957179555516,-0.01783574753302802,True,14,11,2,114.0,False,,bf81d8692db,games5425898691,19.0,3395.590087890625,-3237.7900390625,17.0,-3539.2001342773438,-16752.2998046875,3.1999999284744263,0.0,-0.5000000074505806,4.699999988079071,255.0,128.0,,0.009575879331361468,-1.7786104033067545,-4.741908450025896e-05,True,16,12.0,False,False,22,,ICW-Tazzajkad,6980277146675983970,10.0,1983.5999755859375,-1810.050048828125,136.77000427246094,-19272.7001953125,6161.9000244140625,3660.5999755859375,-2204.499969482422,2267.4000549316406,518.6000061035156,255.0,0.0,False,-0.4180227163489666,-3.1149294454153114,0.02107773092508457,True,90.55949246755206,True,16,8,9,,Boss_Dems,7446556733963769775,11.0,281.8699951171875,4325.89013671875,17.010000228881836,5283.699951171875,-312.00000762939453,2.5999999046325684,0.29999999329447746,0.09999999776482582,-2543.300018310547,172.0,13.0,False,0.00952141159559475,-0.14976656462648055,7.011707606493143e-05,True,20,22,226.0,False,False,
4,3006,93,False,1,4880.852033192237,-2230.030029296875,1391.5799560546875,113.73999786376953,17689.300537109375,23205.2001953125,-783.3999633789062,4238.299865722656,-4203.800048828125,604.0000152587891,1.0,-0.2613608707617913,2.0935180197331684,-2.9989859188518184,6980277146675983970,ICW-Tazzajkad,10.0,-2361.550048828125,1246.8699951171875,148.97999572753906,12157.80029296875,15066.800537109375,-8461.199951171875,-2956.9000244140625,2326.3999938964844,1119.1999816894531,255.0,128.0,False,-0.16173023124499783,2.218975418395796,0.13796158874916256,True,22,14,8,77.14332056814624,True,,7446556733963769775,Boss_Dems,10.0,-2586.409912109375,204.89999389648438,17.0,8092.39990234375,14004.89990234375,3.3000001311302185,1.1999999731779099,2.0999999344348907,-778.8999938964844,255.0,121.0,,-0.009590493329488867,2.1193731870277586,-8.309787640189082e-05,True,34,255.0,False,False,32,,enpitsu,76561198039309853,29.0,-1178.47998046875,4440.5498046875,17.040000915527344,7504.6002197265625,5905.5999755859375,3.8999998569488525,0.19999999552965164,0.7000000029802322,0.0,0.0,128.0,False,-0.016917150164174593,-0.6666540265536719,6.277416141797779e-05,True,255.0,False,16,2,14,,games5425898691,bf81d8692db,19.0,-1623.4200439453125,-2444.72998046875,92.80000305175781,22683.40087890625,1032.300033569336,-139.7000026702881,-1699.4000244140625,5228.599853515625,150.9000015258789,255.0,128.0,,1.3947743114106848,-1.3021317546829645,2.15820112050309,True,34,28,201.0,False,False,
5,3599,115,False,1,1957.7118578080504,1540.8499755859375,3291.5400390625,127.56999969482422,-7553.3001708984375,10047.39990234375,195.79999923706055,255.40000915527344,170.20000457763672,-489.90001678466797,1.0,-0.7630817083224329,1.7301236149108525,1.301388422974461,6980277146675983970,ICW-Tazzajkad,10.0,1582.18994140625,3179.860107421875,16.8799991607666,-8035.5999755859375,10051.400146484375,11.299999952316284,74.80000019073486,-42.69999980926514,-1254.4999694824219,255.0,0.0,False,-0.012377255321278476,0.8889956389243766,0.006779019765255014,True,24,16,8,209.41268803996425,True,,7446556733963769775,Boss_Dems,10.0,316.4100036621094,-2005.1800537109375,17.010000228881836,6177.2998046875,10371.600341796875,2.0999999344348907,-0.0,-0.19999999552965164,128.59999656677246,128.0,133.0,False,-0.009671163634419692,2.1045460912441696,2.141099797811246e-05,True,4,255.0,False,False,4,,enpitsu,76561198039309853,29.0,200.6199951171875,5312.2099609375,17.1200008392334,2039.6000671386719,-1597.8999328613281,-19.800000190734863,-68.00000190734863,21.700000762939453,1126.9000244140625,128.0,128.0,False,-0.017789433749463294,-2.3538284097235356,0.001855008363861467,True,255.0,False,22,2,20,,games5425898691,bf81d8692db,19.0,1177.5400390625,2795.889892578125,17.010000228881836,1151.2000274658203,13834.100341796875,2.0000000298023224,0.3999999910593033,2.0999999344348907,-799.7000122070312,255.0,128.0,,-0.00959398930243543,1.7173342522180057,0.00022144363861862875,True,40,32,0.0,False,False,
6,3613,115,True,1,1171.3389731275847,1097.77001953125,3986.169921875,166.0399932861328,-7115.8001708984375,21583.798828125,1934.1999816894531,978.3999633789062,40.300002098083496,-785.0,1.0,-1.185067624392194,1.7616800154401233,2.05412334692011,6980277146675983970,ICW-Tazzajkad,10.0,1151.5699462890625,3747.7099609375,92.54000091552734,-7652.80029296875,18653.299560546875,2301.7999267578125,-4361.9000244140625,3169.89990234375,-1083.7000274658203,255.0,0.0,False,-0.17629571633056199,0.6627314986108637,0.8209237327401967,True,26,17,8,165.57095046709944,True,,7446556733963769775,Boss_Dems,10.0,573.8400268554688,-1541.5899658203125,17.010000228881836,4551.300048828125,8784.89990234375,2.0999999344348907,-0.0,-0.3999999910593033,101.00000381469727,161.0,132.0,False,-0.009592551641857712,2.0470719989864823,2.6762659591523465e-05,True,4,255.0,False,False,4,,enpitsu,76561198039309853,30.0,278.8699951171875,5236.60009765625,17.030000686645508,614.5000076293945,-657.5,5.099999904632568,-0.09999999776482582,-0.0,-74.40000057220459,255.0,128.0,False,-0.016863773866336036,-2.3316100036800265,5.495994601727942e-05,True,255.0,False,22,2,20,,games5425898691,bf81d8692db,19.0,1289.7900390625,3503.56005859375,59.369998931884766,-4303.399963378906,17024.100341796875,3076.4999389648438,-1559.7000122070312,-1711.300048828125,1534.9000549316406,255.0,231.0,,-0.040598525598141595,1.6017839625302774,-0.013206647702242481,True,42,33,0.0,False,False,
7,4526,140,True,1,2744.1399081146064,1733.050048828125,2526.639892578125,151.38999938964844,-5619.0997314453125,15969.89990234375,757.2000122070312,492.2999954223633,-892.6999664306641,805.5999755859375,1.0,-0.006538802930713726,2.864827848404627,1.8189804079505394,6980277146675983970,ICW-Tazzajkad,9.0,1777.199951171875,2394.1298828125,16.979999542236328,-4882.900085449219,15556.800537109375,3.4999999403953552,2.5,-4.799999892711639,-612.2999954223633,255.0,94.0,False,-0.009655321048996078,1.2721255664736195,7.937406112638258e-05,True,6,6,False,180.3893416466251,True,,7446556733963769775,Boss_Dems,10.0,319.1400146484375,-964.5700073242188,17.010000228881836,-3603.2998657226562,13631.400146484375,2.0999999344348907,-0.0,-0.19999999552965164,141.30000114440918,255.0,134.0,,-0.009585258914389024,1.3085465620662156,2.5145853078910783e-05,True,8,177.0,False,False,10,,enpitsu,76561198039309853,30.0,333.0299987792969,4617.4599609375,17.049999237060547,4356.300048828125,639.7999954223633,3.4999999403953552,-3.6000001430511475,-0.5999999865889549,-1158.7999725341797,255.0,128.0,False,-0.01661847924056388,2.918431203664216,-0.0002062721031122534,True,184.0,False,6,False,6,,games5425898691,bf81d8692db,19.0,3519.4599609375,2303.139892578125,17.0,-2204.199981689453,22893.9990234375,3.1999999284744263,-0.0,0.7999999821186066,0.09999999776482582,255.0,128.0,,-0.009596778332975823,1.4747881884506349,-6.599902105611231e-05,True,4,4,220.0,False,False,
8,5765,175,True,1,2237.6205551016633,-940.760009765625,3862.010009765625,157.10000610351562,3631.7999267578125,28102.39990234375,2238.800048828125,-4128.399963378906,2452.4000549316406,2763.2000732421875,1.0,-0.29294964251225636,-1.7538369182403026,1.2919997269571037,6980277146675983970,ICW-Tazzajkad,10.0,-898.8499755859375,3706.419921875,119.91999816894531,5801.5997314453125,20375.799560546875,845.4000091552734,1450.0,5301.400146484375,-205.30000686645508,255.0,128.0,True,0.04098743710009256,1.321470604800362,1.2187407957283842,True,8,7,False,136.07416800529728,True,,7446556733963769775,Boss_Dems,12.0,-980.1199951171875,3430.85009765625,49.52000045776367,10787.2998046875,9864.000244140625,3770.5999755859375,182.00000762939453,161.39999389648438,885.8999633789062,255.0,128.0,,-0.00492616304349774,2.288912163962242,0.022590883686440286,True,16,141.19421960205162,True,False,19,,enpitsu,76561198039309853,30.0,-2736.93994140625,4882.22021484375,17.079999923706055,13554.300537109375,10516.500244140625,35.59999942779541,153.50000381469727,-9.399999976158142,-1655.8999633789062,255.0,128.0,,-0.01550019150521661,2.5118580102524697,0.0013434960383184736,True,,False,4,False,2,,games5425898691,bf81d8692db,19.0,-359.2699890136719,4436.60986328125,70.16999816894531,-15648.1005859375,-12189.200439453125,2978.599853515625,3498.599853515625,-3257.60009765625,821.1000061035156,255.0,136.0,,-0.13140612785090067,-0.7866257223184949,-0.001478317787656154,True,16,13,78.0,False,False,
9,7273,221,False,1,1388.3707801876315,565.4199829101562,3791.56005859375,124.7300033569336,-11137.900390625,11434.3994140625,2060.0,1599.2999267578125,-549.3999862670898,-2419.2999267578125,1.0,0.8049908802628267,1.5655146350397933,1.280806341652631,6980277146675983970,ICW-Tazzajkad,10.0,589.969970703125,3657.06005859375,16.700000762939453,-12880.999755859375,8327.19970703125,-310.3000068664551,281.8000030517578,-121.70000076293945,-603.1999969482422,255.0,0.0,,-0.009298243012290219,0.5996904149904606,-0.0024173347892836377,True,12,10,False,154.0,False,,7446556733963769775,Boss_Dems,11.0,2563.39990234375,1953.4000244140625,17.010000228881836,-13706.600341796875,2283.000030517578,2.0999999344348907,-0.19999999552965164,-0.09999999776482582,156.49999618530273,255.0,138.0,,-0.009555694619892356,0.16372842515258157,2.2507332750760763e-05,True,16,195.0,False,False,16,,enpitsu,76561198039309853,29.0,3459.909912109375,2595.47998046875,74.83000183105469,-698.7999725341797,22455.2001953125,-1453.0999755859375,-3069.7000122070312,-115.10000228881836,0.29999999329447746,128.0,,,0.6715813255302392,1.533576436869252,0.0005621153746057044,True,31.0,False,22,False,22,,games5425898691,bf81d8692db,19.0,564.6699829101562,1887.22998046875,17.010000228881836,1595.0,21257.80029296875,4.900000095367432,-1.0000000149011612,-0.19999999552965164,-1.899999976158142,255.0,,,-0.009528844526938467,1.6460376162825803,1.5456393028956988e-05,True,8,4,,False,False,
