,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,177,0.0,False,1,5205.700901149661,1.0199999809265137,11.8100004196167,94.45999908447266,1262.7999877929688,23066.69921875,1836.300048828125,5943.699951171875,-408.80001068115234,-710.1000213623047,1.0,-0.00517652851419332,0.009890728710534969,-0.08103063623544908,bf81d8692db,games5425898691,22.0,-13.430000305175781,-273.7799987792969,96.58000183105469,1257.699966430664,22781.79931640625,2248.800048828125,-5461.5997314453125,646.3999938964844,-44.89999771118164,128.0,128.0,,-0.7549245492071199,1.6963359946691534,-0.007570045778176222,True,4,3,False,31.0,False,,76561198039309853,enpitsu,23.0,-0.0,-2409.330078125,17.049999237060547,-0.0,11475.899658203125,2.5999999046325684,-0.5999999865889549,-0.0,0.0,255.0,,,-0.01679249477401522,1.5707752440494631,1.76960554836063e-07,True,False,116.0,False,False,False,,Svdson,2535449988963982,10,9.59000015258789,2274.360107421875,17.010000228881836,-1759.9000549316406,-13968.599853515625,2.0999999344348907,-0.0,0.09999999776482582,-87.5,255.0,128.0,,-0.00958524743480333,-1.4355601415553705,5.438894368125939e-05,True,False,False,116.0,False,False,,cars-le-beau,bedbf2963eb,11.0,-4.519999980926514,212.52999877929688,93.72000122070312,2134.2999267578125,-22820.10009765625,1919.4000244140625,3672.2000122070312,4024.4000244140625,754.1000366210938,255.0,255.0,,-0.24467971071513198,-1.0074998607344836,-0.6624902013057156,True,18.54225366859026,True,False,4,3,
1,606,6.0,False,0,5202.726835865256,-0.8999999761581421,14.850000381469727,89.08000183105469,154.0999984741211,23930.6005859375,-2256.0000610351562,-5447.19970703125,-1397.1000671386719,-2091.699981689453,0.0,-0.027971306013699796,-0.03761899169641906,-0.10105964981421058,bedbf2963eb,cars-le-beau,11.0,0.9399999976158142,-168.50999450683594,114.58999633789062,-12159.49951171875,19392.099609375,-161.5999984741211,-5436.400146484375,-467.99999237060547,-689.7000122070312,255.0,13.0,,0.6964055357249248,-2.756096108176404,2.151703928701421,True,4,3,False,0.0,False,,2535449988963982,Svdson,10.0,-2972.530029296875,-4133.06005859375,44.40999984741211,-18164.49951171875,-5300.5999755859375,-2675.7998657226562,-442.5,-2117.899932861328,-2616.0000610351562,255.0,0.0,,-0.1437312503839112,3.1260765938832384,0.17279661042778705,True,4,255.0,False,4,False,,enpitsu,76561198039309853,23,15.270000457763672,3673.139892578125,17.049999237060547,-441.5999984741211,-9910.399780273438,2.7000001072883606,0.3999999910593033,0.3999999910593033,-0.5000000074505806,255.0,128.0,False,0.01664507010991745,-1.6154455028158952,4.043933076245212e-05,True,False,False,116.0,False,False,,games5425898691,bf81d8692db,22.0,-121.91000366210938,614.9000244140625,59.369998931884766,-2950.7000732421875,-22568.798828125,3076.300048828125,2541.1000061035156,-821.2999725341797,-1373.9999389648438,255.0,111.0,,0.06290579197335845,-1.8050744959085,0.0010647334915018223,True,31.0,False,False,4,3,
2,1960,46.0,True,0,2381.6737086544017,1257.1099853515625,4121.919921875,99.41000366210938,-13661.500244140625,16753.599853515625,-4635.0,-1469.1000366210938,-3790.7000732421875,-1527.2999572753906,0.0,0.6000876399174385,-1.7012821697001814,1.154713270203096,bedbf2963eb,cars-le-beau,11.0,1312.6199951171875,3982.1298828125,180.0399932861328,-13218.399658203125,14063.499755859375,344.3000030517578,-5278.2000732421875,-1393.8999938964844,668.3000183105469,255.0,49.0,,-0.008591334360075096,-1.5106532623566278,-3.089269327714364,True,6,5,False,0.0,False,,2535449988963982,Svdson,10.0,1197.0400390625,-514.1799926757812,17.010000228881836,-3872.9998779296875,16470.999755859375,2.0999999344348907,0.09999999776482582,-0.9000000357627869,-111.00000381469727,248.0,114.0,False,0.009592261135935018,1.803506088691204,1.5054802059503596e-05,True,6,255.0,False,6,False,,enpitsu,76561198039309853,23,4033.679931640625,1053.780029296875,117.80999755859375,4208.399963378906,17364.89990234375,5528.499755859375,-10.90000033378601,-3081.099853515625,252.5,255.0,128.0,,-0.3205639840566316,1.3184731480792615,-0.9078616457306704,True,2,False,209.0,False,2,,games5425898691,bf81d8692db,22.0,1682.949951171875,4647.39013671875,17.010000228881836,-20428.499755859375,665.2999877929688,-0.19999999552965164,-3.1999999284744263,0.0,937.5,255.0,255.0,,0.009581602589419229,3.1065954332533128,0.00024778456748880006,True,204.8855224860612,True,False,4,4,
3,2416,53.0,False,1,2808.624482807725,1264.5400390625,2355.659912109375,638.2000122070312,-12907.5,17196.8994140625,5018.800048828125,1664.6000671386719,4548.2000732421875,1236.2000274658203,1.0,-0.15188483996033747,0.9037906541854259,3.13626945918481,76561198039309853,enpitsu,23.0,1291.739990234375,2295.64990234375,475.20001220703125,-10455.10009765625,11731.700439453125,185.9000015258789,2633.9999389648438,-2342.7999877929688,1604.7999572753906,128.0,128.0,,1.1567793138998883,1.7625887267731961,0.6914994762857172,True,4,2,False,181.0,False,,bf81d8692db,games5425898691,22.0,1127.6600341796875,2551.97998046875,17.010000228881836,-11663.599853515625,-952.2000122070312,2.5,-0.0,0.29999999329447746,2337.100067138672,255.0,255.0,,-0.009577235851360937,-0.13795388067470288,-3.486093200867424e-06,True,4,184.0,False,4,False,,Svdson,2535449988963982,10,-1733.8599853515625,3803.449951171875,17.010000228881836,10839.7998046875,14729.49951171875,2.0999999344348907,-0.0,-0.3999999910593033,-3.0000001192092896,236.0,127.0,False,-0.009619178026144055,2.2051964737810406,2.2058721015328596e-05,True,6,False,255.0,False,6,,cars-le-beau,bedbf2963eb,14.0,3410.300048828125,4629.5498046875,1466.68994140625,-306.200008392334,306.00000381469727,787.6000213623047,-452.59998321533203,-455.09998321533203,-2.5,221.0,128.0,,1.3549704826013294,0.8633639752180683,-1.4946260744839197,True,,False,False,False,False,
4,2519,57.0,True,1,1587.4345191801547,-249.49000549316406,4041.0,420.7699890136719,-572.400016784668,19289.200439453125,2322.7999877929688,3364.2001342773438,703.3999633789062,3956.6000366210938,1.0,1.3627216111368223,2.719472473243514,-0.9178418167154566,bf81d8692db,games5425898691,22.0,-180.38999938964844,3920.340087890625,342.1600036621094,9195.0,12817.5,1651.4999389648438,4263.699951171875,-3181.9000244140625,1394.7000122070312,128.0,229.0,,0.5521618881810947,0.5700266723331273,-1.6067842631982412,True,8,4,False,90.0,False,,76561198039309853,enpitsu,23.0,-731.0399780273438,3275.3701171875,17.049999237060547,10692.900390625,-2530.399932861328,2.5999999046325684,0.9000000357627869,-0.0,36.70000076293945,255.0,255.0,False,-0.016676478340168128,-2.9140200461078503,-8.674792041006914e-05,True,2,211.0,False,4,False,,Svdson,2535449988963982,10,-928.5499877929688,4240.7998046875,17.010000228881836,11880.699462890625,3761.099853515625,2.3000000417232513,-0.7000000029802322,-0.19999999552965164,2147.899932861328,242.0,206.0,False,-0.009564635108705977,2.76688262407737,-2.620549303995354e-05,True,6,False,208.0,False,6,,cars-le-beau,bedbf2963eb,12.0,1197.47998046875,4821.35009765625,17.049999237060547,-13108.399658203125,3258.0999755859375,2.5,-0.0,-0.29999999329447746,-640.2999877929688,217.0,128.0,False,-0.016743119565494097,0.29787138949313596,0.00029721017118633844,True,,False,False,False,False,
5,3907,98.0,True,0,971.1009195378615,65.58000183105469,5004.35009765625,498.1099853515625,-11887.2998046875,24503.798828125,3872.39990234375,5032.900085449219,-2832.60009765625,1626.300048828125,0.0,0.9608397198716359,0.9009601037882539,2.6306014135048352,2535449988963982,Svdson,10.0,102.05999755859375,4850.66015625,344.1700134277344,-7611.6998291015625,21592.7001953125,429.1999816894531,-2250.500030517578,2922.6998901367188,4079.4000244140625,255.0,0.0,,-0.8463264578252389,2.1699106448034775,1.3231369741520347,True,14,13,False,43.0,False,,bedbf2963eb,cars-le-beau,12.0,2346.6298828125,4540.0,1989.969970703125,159.7000026702881,-2934.2001342773438,-1729.4999694824219,478.6000061035156,37.30000019073486,47.800002098083496,128.0,128.0,,0.21196931424870857,-1.3915177246127903,-3.116969778127561,True,14,34.0,False,18,False,,enpitsu,76561198039309853,23,63.0099983215332,5043.35009765625,295.9800109863281,1563.0999755859375,-6404.000244140625,2824.2999267578125,2721.4999389648438,-3552.3001098632812,3197.5,128.0,0.0,False,-0.653443725392972,-0.9759668940637075,1.062239912091609,True,16,False,94.0,False,15,,games5425898691,bf81d8692db,22.0,3088.330078125,3876.010009765625,17.010000228881836,-12398.699951171875,1599.6000671386719,2.5,0.0,-0.19999999552965164,-2319.1000366210938,255.0,0.0,,0.009544955999112552,2.9488646658846482,4.165891894628077e-06,True,31.0,False,False,16,16,
6,4170,98.0,False,1,5221.529040936321,5.650000095367432,-5.059999942779541,101.0999984741211,-2095.0999450683594,25998.60107421875,4950.4998779296875,5849.69970703125,1249.000015258789,469.59999084472656,1.0,0.001111325342474858,-0.09862452366944129,0.01584153266446442,bf81d8692db,games5425898691,22.0,26.440000534057617,-157.38999938964844,91.83000183105469,-235.6999969482422,22813.40087890625,218.79999160766602,-5441.5997314453125,-799.1000366210938,-0.29999999329447746,128.0,162.0,,-1.2627467281705194,1.8703431177811067,-0.42702130636692115,True,4,3,False,31.0,False,,76561198039309853,enpitsu,23.0,-0.0,-2214.6298828125,17.049999237060547,-0.0,14098.1005859375,2.7000001072883606,-0.7999999821186066,-0.0,0.0,255.0,,,-0.016700938006329092,1.5707744773734629,1.8233131328748382e-07,True,False,116.0,False,False,False,,Svdson,2535449988963982,10,-3.8499999046325684,3280.02001953125,17.010000228881836,70.3000020980835,-11861.600341796875,2.0999999344348907,0.29999999329447746,-0.09999999776482582,0.0,255.0,128.0,,-0.009521637020326788,-1.5767614131854373,-2.500784023029664e-05,True,False,False,116.0,False,False,,cars-le-beau,bedbf2963eb,12.0,-38.2599983215332,255.91000366210938,95.76000213623047,1189.8999786376953,-22923.20068359375,1451.7999267578125,3636.9000244140625,4006.4999389648438,984.8999786376953,255.0,255.0,,-0.3250126923656113,-1.0536330882950327,-0.711432504553514,True,15.332120546730618,True,False,4,3,
7,4858,123.0,True,1,1520.1122249433665,-594.7999877929688,4842.919921875,161.4499969482422,2372.5,27794.19921875,12960.2001953125,3911.4999389648438,4400.899963378906,-1153.7000274658203,1.0,-1.3092837729106566,2.6736456411066807,-2.7053662142287975,bf81d8692db,games5425898691,22.0,-545.5800170898438,4661.8701171875,69.76000213623047,-1853.800048828125,21616.0009765625,3393.599853515625,-389.59999084472656,2115.2000427246094,-2901.4999389648438,255.0,0.0,,-0.009716046318744318,1.411670770280303,0.017046614308555457,True,16,15,False,85.0,False,,76561198039309853,enpitsu,23.0,-1064.280029296875,4815.1298828125,347.3599853515625,13738.299560546875,-2370.500030517578,-5862.1002197265625,-2852.5,1251.500015258789,1797.8999328613281,128.0,128.0,,0.32629468316029325,-1.3546040302181015,-0.5996714901449047,True,8,246.0,False,12,False,,Svdson,2535449988963982,10,-2173.89990234375,3933.860107421875,16.989999771118164,15188.900146484375,4625.199890136719,4.300000071525574,0.5999999865889549,-0.0,2.3000000417232513,255.0,128.0,False,-0.009602920671777837,2.84562439320148,-5.751536838423831e-05,True,False,False,29.0,False,False,,cars-le-beau,bedbf2963eb,11.0,-987.9400024414062,4793.0400390625,17.049999237060547,11856.800537109375,10762.7001953125,0.19999999552965164,0.09999999776482582,0.09999999776482582,-2042.1000671386719,255.0,0.0,,-0.016772317574917397,2.4674671358074223,-1.6125144521682313e-05,True,117.66287311174536,True,False,12,10,
8,5949,154.0,False,0,3419.6108492210205,-322.80999755859375,1768.77001953125,476.3999938964844,4327.9998779296875,24044.3994140625,5620.4998779296875,4521.099853515625,-2644.89990234375,-2101.0000610351562,0.0,0.30850788136991253,0.4550533009119589,1.9207145818785032,2535449988963982,Svdson,10.0,-337.95001220703125,1549.3299560546875,384.3900146484375,4170.7000732421875,22586.298828125,286.49999618530273,-4152.099914550781,2927.2000122070312,2107.2000122070312,254.0,37.0,False,0.12079222396760467,1.9413280068504886,0.8066019881924522,True,6,5,False,105.0,False,,bedbf2963eb,cars-le-beau,13.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,23,-165.1199951171875,5302.14990234375,17.049999237060547,1236.6999816894531,737.2000122070312,3.3000001311302185,-3.6000001430511475,1.0000000149011612,-1199.8999786376953,255.0,0.0,False,0.017243002421553768,-0.8033432458884221,0.00014903564336423203,True,8,False,0.0,False,6,,games5425898691,bf81d8692db,22.0,3881.14990234375,1128.5400390625,23.350000381469727,-321.50001525878906,18205.899658203125,-64.80000019073486,-197.09999084472656,63.00000190734863,960.0,255.0,252.0,,0.01756909570113118,1.5882839935902777,-0.17949223635252406,True,221.83635273287373,True,False,10,10,
9,5993,156.0,True,0,1254.6411396189685,358.57000732421875,5153.35986328125,233.14999389648438,20417.80029296875,11202.39990234375,-9639.69970703125,4523.800048828125,2086.1000061035156,-3343.9999389648438,0.0,0.14332886304096437,-0.9255968293960908,-1.7903912489953968,2535449988963982,Svdson,11.0,197.44000244140625,5048.52001953125,164.64999389648438,3133.0999755859375,22387.80029296875,-4238.699951171875,232.00000762939453,3075.4998779296875,85.9000015258789,255.0,0.0,False,-0.8094752168038828,-0.09695070737261911,1.4737394928564636,True,6,6,False,81.0,False,,bedbf2963eb,cars-le-beau,12.0,3236.909912109375,-3820.139892578125,17.049999237060547,5261.500244140625,13152.39990234375,-1.0000000149011612,-0.29999999329447746,-0.5000000074505806,2231.999969482422,255.0,255.0,,0.016753661808746927,1.2530202954032528,1.2072688766134214e-05,True,False,229.34014634419512,True,False,False,,enpitsu,76561198039309853,23,27.399999618530273,5122.3798828125,199.00999450683594,1084.4999694824219,-999.1999816894531,-2011.6999816894531,-85.69999694824219,-245.20000457763672,-141.99999809265137,128.0,128.0,False,-1.0686988271798297,-1.843007574263841,0.7744412196671873,True,10,False,0.0,False,6,,games5425898691,bf81d8692db,22.0,3317.0400390625,4211.43994140625,17.010000228881836,-3753.5000610351562,20068.499755859375,2.199999988079071,0.19999999552965164,-1.0000000149011612,1707.4000549316406,255.0,247.0,,0.009603337719850183,1.8058578805838652,0.00012751680659785,True,230.0,False,False,10,10,
