,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_ball_cam,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,opp_2_handbrake
0,492,11,True,1,742.1930211793251,848.9500122070312,4399.2998046875,94.62999725341797,-10519.000244140625,16618.900146484375,-284.6999931335449,-1770.7000732421875,-2922.5,-4931.7999267578125,1.0,-1.026015305552697,-3.034703068728526,-2.5736905414497504,2535415867892561,eeast11,7.0,849.9299926757812,4227.2001953125,93.16999816894531,-15765.6005859375,10990.2001953125,167.99999237060547,122.79999732971191,-5248.900146484375,1638.0999755859375,255.0,230.0,,-0.6705405880239209,1.044329974800226,-1.1023134050043595,False,5,179.0,False,6,True,,b0f3597202b,Brainy_rl,8.0,2338.860107421875,4508.68017578125,99.05999755859375,-19333.199462890625,-5589.2999267578125,-154.20000076293945,5137.0001220703125,-1964.7999572753906,6.200000047683716,128.0,255.0,True,-0.34795574714686367,0.4871997418110381,-2.01290032491005,True,9,False,10,36.0,False,,enpitsu,76561198039309853,27,1458.8499755859375,4915.72998046875,17.049999237060547,-20704.3994140625,4742.200012207031,2.5,6.200000047683716,-1.0999999940395355,1005.2999877929688,255.0,128.0,False,-0.016792282916607757,0.1719726182621923,9.123245373817394e-06,True,2,171.0,False,4,False,,games5425898691,bf81d8692db,24.0,661.2899780273438,4327.919921875,59.22999954223633,-19384.3994140625,12379.000244140625,-53.89999866485596,-201.49999618530273,11.200000047683716,320.09998321533203,255.0,0.0,0.057886729366279296,-0.25742392810972803,0.21524677496057804,True,41.0,False,4,False,4,,
1,3080,96,False,0,5573.464854401802,1927.9200439453125,334.8999938964844,320.6700134277344,-12998.399658203125,24827.5,-9108.099975585938,-4669.599914550781,-2843.2000732421875,-2471.7999267578125,0.0,-0.07844284985908433,0.3606929125317589,3.1372546739148666,bf81d8692db,games5425898691,24.0,2058.60009765625,185.89999389648438,306.57000732421875,-7901.5997314453125,17306.199951171875,-289.20000076293945,-3333.9999389648438,-564.1999816894531,4337.699890136719,255.0,58.0,,-0.016714848413177455,-3.009251068088519,1.6372498946469156,4,27,,False,32,True,,76561198039309853,enpitsu,27.0,2936.780029296875,504.489990234375,17.049999237060547,-17878.199462890625,3500.0,3.1999999284744263,0.09999999776482582,0.0,2065.5999755859375,255.0,128.0,,0.01678019115624817,3.024686426760305,6.9754864631308286e-06,True,20,False,20,255.0,False,,Brainy_rl,b0f3597202b,8,1921.9000244140625,989.6199951171875,1471.4200439453125,-11603.299560546875,19060.2001953125,-4895.199890136719,3308.699951171875,2768.3999633789062,70.0,128.0,,True,-0.4336381982319896,2.2749046654501135,3.1237720287329767,True,40,219.0,False,46,8,,eeast11,2535415867892561,7.0,1973.81005859375,463.32000732421875,186.38999938964844,-5752.9998779296875,-8405.30029296875,1280.0999450683594,-2963.3999633789062,-733.4999847412109,4574.89990234375,0.0,0.0,-1.1913340514785091,-3.1232623644697646,2.038835551515591,True,209.0,False,18,False,8,,
2,3286,104,True,0,298.7711718613035,-1109.0999755859375,4930.58984375,265.2200012207031,16852.19970703125,7657.9998779296875,4997.39990234375,5697.2998046875,-8.999999761581421,1881.6000366210938,0.0,0.328267430643599,-1.267381909188687,2.8694320943930434,76561198039309853,enpitsu,27.0,-1206.949951171875,4837.580078125,135.38999938964844,10854.300537109375,12904.7998046875,3375.0,5.5000001192092896,6.3999998569488525,529.900016784668,128.0,128.0,,0.01660045171731732,1.0316492788157838,0.003043783099259196,False,22,220.0,False,24,True,,bf81d8692db,games5425898691,24.0,2.869999885559082,2968.949951171875,17.020000457763672,16908.699951171875,-3790.4000854492188,1.0000000149011612,1.7000000178813934,-0.29999999329447746,-1695.3999328613281,255.0,60.0,,0.00958584237848262,-0.29248885798786717,3.3095868727667596e-05,True,30,4,34,134.0,False,,Brainy_rl,b0f3597202b,8,-2634.02001953125,5025.4599609375,805.2899780273438,-1521.300048828125,-673.3999633789062,-4658.599853515625,3429.89990234375,-545.4999923706055,-68.20000171661377,128.0,128.0,False,0.2916056940458074,-1.8575884686982762,-0.1721607697701361,True,42,219.0,False,48,8,,eeast11,2535415867892561,8.0,-909.6900024414062,5034.60986328125,81.0,-9207.899780273438,-4576.000061035156,2885.0,4157.900085449219,-820.8999633789062,941.3999938964844,255.0,255.0,0.009567938247953142,2.9576610615833983,-0.05296933104077259,True,255.0,False,20,False,9,,
3,3546,104,False,1,5066.595076470385,24.15999984741211,148.97999572753906,94.93000030517578,3987.3001098632812,26617.39990234375,310.5999946594238,-612.5,103.50000381469727,5929.000244140625,1.0,0.00981255088846921,-0.36401053872281697,0.018353488001069368,b0f3597202b,Brainy_rl,8.0,58.86000061035156,-79.5999984741211,54.970001220703125,13706.199951171875,14959.49951171875,-2351.9000244140625,3522.3001098632812,2407.7000427246094,837.3999786376953,255.0,0.0,,0.5092319277174455,2.3170749512574234,0.1792222824702824,False,4,14.0,False,4,True,,2535415867892561,eeast11,7.0,2987.85009765625,-3490.989990234375,93.61000061035156,5407.7001953125,-5246.199951171875,-4099.700012207031,-307.90000915527344,1058.0999755859375,-425.60001373291016,128.0,128.0,,0.6508030057830079,-1.6475339980609667,0.10974850589033533,False,False,False,4,85.0,False,,enpitsu,76561198039309853,27,-80.16999816894531,399.29998779296875,94.76000213623047,17109.49951171875,-15191.500244140625,2254.7999572753906,3487.9998779296875,4250.0,-144.49999809265137,255.0,0.0,,-0.6112603706877074,-2.435868863395321,-0.0022348991655688597,True,1,0.0,False,2,False,,games5425898691,bf81d8692db,24.0,3185.5,2379.06005859375,19.479999542236328,400.8000183105469,13382.2998046875,2958.699951171875,0.09999999776482582,-0.19999999552965164,363.3000183105469,255.0,128.0,-0.009568357984227444,1.5621869473451215,-0.0002258450192407855,False,0.0,False,3,False,False,,
4,3938,119,False,0,1981.1415360842116,900.1699829101562,4304.1201171875,109.98999786376953,-2450.2999877929688,29888.20068359375,1819.1000366210938,4889.100036621094,-2391.199951171875,-2525.399932861328,0.0,1.117864172565531,-0.20645727982723322,-2.5175677209581804,bf81d8692db,games5425898691,24.0,910.7899780273438,4055.0,135.0399932861328,-3583.0999755859375,21838.701171875,591.3000106811523,-5232.1002197265625,-1682.2999572753906,210.10000228881836,255.0,217.0,,0.5556475373947535,1.3428846004844774,-0.29565923165326446,False,7,186.90853312451355,True,10,True,,76561198039309853,enpitsu,27.0,2605.840087890625,4939.830078125,17.049999237060547,-4022.60009765625,-5775.4998779296875,-676.2000274658203,-1798.3000183105469,-681.2000274658203,1310.0,255.0,128.0,,0.020607734002165666,-2.101677652010897,-0.027014351320121935,True,2,False,4,4.0,False,,Brainy_rl,b0f3597202b,8,854.3699951171875,4554.919921875,17.049999237060547,-6210.3997802734375,677.9000091552734,2.8999999165534973,-1.5000000596046448,-0.29999999329447746,2091.7999267578125,0.0,0.0,,0.01692617681813207,0.10426415165963952,0.00018631754071255055,True,8,183.0,False,10,4,,eeast11,2535415867892561,8.0,386.6400146484375,5095.8798828125,17.010000228881836,-5621.199951171875,-4037.3001098632812,2.5,-0.09999999776482582,-0.09999999776482582,2484.4000244140625,254.0,255.0,0.00950912478772345,-2.502500641883133,-4.1435676999311604e-05,True,233.0,False,6,False,False,,
5,4842,151,False,1,3024.232301481134,-678.5,2557.9599609375,415.6400146484375,5452.8997802734375,12350.50048828125,-273.6000061035156,-3451.9000244140625,432.09999084472656,-4888.500061035156,1.0,-1.3311098218841495,0.21953445032733057,0.5280868364553081,b0f3597202b,Brainy_rl,8.0,-811.9199829101562,2463.93994140625,405.6499938964844,-5284.7998046875,14692.900390625,4836.7999267578125,4111.499938964844,3259.2999267578125,1649.7000122070312,255.0,0.0,,0.863654918390694,2.6593631263907844,-0.8714128652825144,4,25,173.55780636110612,True,30,True,,2535415867892561,eeast11,8.0,-119.19999694824219,-174.0399932861328,17.010000228881836,-12677.900390625,3860.8999633789062,2.3000000417232513,-0.19999999552965164,-0.0,-2265.800018310547,243.0,0.0,,-0.009576673842889,0.3633828846916139,-3.159501199102022e-05,True,4,6,12,154.0,False,,enpitsu,76561198039309853,27,-207.8800048828125,5036.009765625,17.059999465942383,-4013.599853515625,-1426.199951171875,1.1999999731779099,-2.0999999344348907,-2.800000011920929,-705.1000213623047,128.0,128.0,,-0.016759086085300755,-0.3232464851042107,0.00023449113518886417,True,8,177.0,False,10,False,,games5425898691,bf81d8692db,24.0,-1453.8199462890625,4605.580078125,17.010000228881836,9357.100219726562,10511.99951171875,2.199999988079071,-2.0999999344348907,-2.8999999165534973,-932.6000213623047,255.0,0.0,-0.009595528910248223,2.273004113783753,-0.00028898515089133324,True,237.0,False,20,False,18,,
6,6557,214,True,1,5656.131643400813,-1974.1400146484375,266.17999267578125,107.72000122070312,10769.599609375,24277.39990234375,9014.400024414062,2803.3999633789062,-5290.7000732421875,-384.7999954223633,1.0,-0.39034950603281365,-2.5951151283946827,-0.451231728467442,2535415867892561,eeast11,7.0,-2081.18994140625,101.29000091552734,17.0,5624.6002197265625,22301.59912109375,0.9000000357627869,-1.0000000149011612,-3.6000001430511475,-826.6000366210938,255.0,29.0,,-0.009590661592125679,1.8445917245588395,7.276424650853785e-05,8,12,148.05353967092373,True,24,True,,b0f3597202b,Brainy_rl,8.0,-1522.6800537109375,4.130000114440918,17.049999237060547,-14849.599609375,-1225.8000183105469,-1.2999999523162842,4.900000095367432,1.1999999731779099,1835.0,255.0,128.0,False,-0.01679974261911869,-0.14914261039235516,-2.7039586833842052e-05,True,52,6,66,49.58282151017138,True,,enpitsu,76561198039309853,27,-2266.330078125,-1809.4100341796875,17.049999237060547,-12476.199951171875,19309.89990234375,0.19999999552965164,1.2999999523162842,-2.0999999344348907,474.7999954223633,255.0,128.0,,-0.016788890121065297,0.9624925547916089,-0.00019173694973281382,True,18,109.0,False,22,False,,games5425898691,bf81d8692db,24.0,-729.2100219726562,4395.509765625,17.010000228881836,8890.2001953125,-13906.099853515625,2.0999999344348907,2.5999999046325684,-4.4999998807907104,23.19999933242798,128.0,250.0,-0.00963107090588897,-2.079062332126843,0.00027877062602893964,True,255.0,False,42,False,36,,
7,7780,240,False,0,5148.713202236772,-0.7300000190734863,69.72000122070312,103.45999908447266,-585.2000045776367,31101.0009765625,5043.999938964844,5485.0,-19.90000009536743,-467.99999237060547,0.0,0.0003212010646790794,-0.011685336696561773,0.13713083384645192,bf81d8692db,games5425898691,24.0,5.039999961853027,-87.62000274658203,71.75,-109.49999809265137,19742.7001953125,1811.199951171875,-5405.7000732421875,-925.9999847412109,412.2999954223633,255.0,147.0,,0.6552973074815858,1.5257234948378893,-0.13496257294402594,False,3,22.0,False,4,True,,76561198039309853,enpitsu,27.0,-3034.580078125,-4069.429931640625,17.049999237060547,-15335.10009765625,8152.19970703125,3.700000047683716,-1.0000000149011612,0.5999999865889549,-2969.5001220703125,255.0,0.0,False,0.016783070307992334,2.4792413690886064,-0.00015139219381801722,True,False,False,False,255.0,False,,Brainy_rl,b0f3597202b,8,-2903.1201171875,4366.14013671875,17.049999237060547,2908.5000610351562,14380.30029296875,-0.7999999821186066,0.0,0.7999999821186066,-2640.0,255.0,0.0,False,0.016783423618588422,1.242372425647287,0.0001035235570048811,True,False,236.21281721258674,True,False,False,,eeast11,2535415867892561,7.0,-274.67999267578125,2244.02001953125,17.010000228881836,7144.89990234375,-2380.2999877929688,2.5,-0.7000000029802322,-3.100000023841858,1978.5000610351562,255.0,255.0,0.00974851450371288,-0.3352782790946441,0.00021607466939290105,True,22.0,False,False,False,False,,
8,8053,250,False,1,4807.025631769269,-384.0199890136719,506.5299987792969,111.91000366210938,-319.4000053405762,30710.90087890625,8365.900268554688,-180.6999969482422,-4131.9000244140625,4346.700134277344,1.0,-0.09252816636430111,-1.7476247030471947,-1.7252902603613498,2535415867892561,eeast11,8.0,-432.80999755859375,339.8999938964844,47.529998779296875,8273.200073242188,13068.900146484375,2596.7001342773438,2281.199951171875,-3519.8001098632812,3481.300048828125,255.0,255.0,False,0.06885581885360538,1.9491850845038037,-0.05067964082009618,4,False,199.0,False,6,True,,b0f3597202b,Brainy_rl,8.0,1051.550048828125,-47.380001068115234,17.059999465942383,-13050.999755859375,-92.60000228881836,3.3000001311302185,-2.0999999344348907,2.5,-2144.499969482422,255.0,0.0,False,-0.016879744515767185,0.034828198140524735,-0.00019146190435793134,True,4,4,8,228.0,False,,enpitsu,76561198039309853,27,-1923.1400146484375,1454.449951171875,17.030000686645508,19289.69970703125,12148.00048828125,5.199999809265137,-0.0,0.3999999910593033,430.6999969482422,0.0,128.0,False,-0.01680073165943937,2.5420132495972876,-0.0001881158470511091,True,4,154.33366033338731,True,5,False,,games5425898691,bf81d8692db,24.0,-1535.5,2856.429931640625,17.010000228881836,-16330.899658203125,-666.1000061035156,2.3000000417232513,-1.0999999940395355,-0.0,-1958.3999633789062,255.0,0.0,-0.00958605987409431,0.019934900036139055,-0.0001009475942195927,True,61.0,False,10,False,10,,
9,8177,254,False,1,1204.4942635212406,-162.05999755859375,4564.39990234375,1010.1699829101562,6144.89990234375,6895.8001708984375,-1097.300033569336,1768.3000183105469,4082.2000122070312,-3211.199951171875,1.0,0.1443326741970897,-1.4733816842140437,1.1855926972987212,b0f3597202b,Brainy_rl,8.0,-281.9800109863281,4467.1201171875,976.030029296875,-622.2000122070312,5067.5,-912.9000091552734,2724.8001098632812,3526.7999267578125,817.2000122070312,0.0,128.0,,-0.5902816524778876,-2.796968999385956,-2.4265018384545525,6,4,114.34298493528878,True,10,True,,2535415867892561,eeast11,7.0,-157.11000061035156,3890.0,17.010000228881836,4835.400085449219,6804.69970703125,2.0999999344348907,-0.0,0.7999999821186066,112.20000267028809,129.0,185.0,,-0.00956081540945486,2.2020634497466034,0.00010432611300018017,True,4,4,8,199.0,False,,enpitsu,76561198039309853,27,969.739990234375,5011.75,18.31999969482422,-8761.900024414062,1205.4000091552734,84.60000038146973,329.50000762939453,164.20000076293945,567.599983215332,128.0,128.0,,-0.007155769953446522,0.12244334222606512,-0.040151637551087,True,4,76.0,False,6,False,,games5425898691,bf81d8692db,24.0,-657.6699829101562,5898.39990234375,84.5,961.9999694824219,5743.900146484375,4601.7999267578125,3515.7000732421875,1240.6999969482422,-2307.899932861328,255.0,0.0,0.7070602990169794,1.7621652504274585,0.12097705717005318,True,61.0,False,10,False,10,,
