,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_ball_cam,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,opp_2_handbrake
0,2138,71,True,1,6948.2837052696705,-2280.780029296875,-1039.5400390625,330.54998779296875,11595.899658203125,30678.40087890625,595.4999923706055,1502.7999877929688,5450.5999755859375,-2008.0000305175781,1.0,-0.5573877772880061,-1.8720750722290809,3.0481670009398822,76561198349747130,Wrax Walking,7,-2299.1298828125,-1243.9100341796875,223.75,-5322.60009765625,20487.39990234375,3413.599853515625,-2055.8999633789062,1724.6000671386719,-570.4000091552734,255.0,31.0,False,0.4849126182999129,1.3474866780784285,0.1561125063680222,33,38,49.866184944747594,True,4,True,,76561198447795727,Bidoux,14.0,-3638.60009765625,-3281.469970703125,67.48999786376953,12451.400146484375,9451.900024414062,2683.0999755859375,-45.10000228881836,5456.199951171875,690.8999633789062,255.0,18.0,True,-0.08121859742587297,1.93443983492956,0.2309660825143588,True,29,4,162.0,False,42,,enpitsu,76561198039309853,25,-766.5800170898438,-4704.830078125,17.020000457763672,2083.8999938964844,11543.800048828125,2.3000000417232513,-0.7999999821186066,-0.5000000074505806,257.7000045776367,255.0,128.0,False,-0.016682259241441042,1.723814839341285,-8.509556949556125e-05,True,False,20,18,133.2875613961169,True,,games5425898691,bf81d8692db,19.0,-2506.97998046875,-669.4199829101562,102.27999877929688,3165.7000732421875,17144.599609375,479.1999816894531,-5086.099853515625,-2047.2999572753906,435.60001373291016,255.0,169.0,-0.9139824548060784,2.3041465096750184,-1.0078939093369004,True,21,24,False,31.0,False,,
1,3351,106,True,1,2035.1953141630443,-998.510009765625,4396.4599609375,633.9400024414062,6572.2998046875,13054.300537109375,-8067.60009765625,-1796.3999938964844,1769.1000366210938,-5444.5001220703125,1.0,0.23529774058813008,3.031333405657826,0.5148131546456769,76561198447795727,Bidoux,14,-1150.969970703125,4317.18017578125,634.469970703125,-8600.399780273438,19899.200439453125,-935.0,203.29999923706055,3585.7000732421875,-2180.7000732421875,207.0,43.0,False,-0.3767931272422983,-2.8422457441140945,0.7016951086036569,8,10,71.0,False,4,True,,76561198349747130,Wrax Walking,7.0,3867.260009765625,767.0900268554688,20.100000381469727,904.4000244140625,-15953.00048828125,-270.0,169.69999313354492,-2215.0,-95.9000015258789,255.0,128.0,False,-0.009852328122898131,-1.6713893505704798,0.11011195990142676,True,14,False,46.0,False,14,,enpitsu,76561198039309853,27,543.1300048828125,4963.14013671875,17.049999237060547,-18949.300537109375,3420.4000854492188,2.5,1.0999999940395355,-1.2999999523162842,-74.0999984741211,128.0,128.0,False,-0.016791537177601498,0.18680288708572015,0.00011221872474784709,True,2,6,6,110.0,False,,games5425898691,bf81d8692db,19.0,-694.8699951171875,4802.4599609375,21.979999542236328,-14995.6005859375,-7811.9000244140625,2999.4000244140625,-0.29999999329447746,-0.09999999776482582,-1595.7000732421875,255.0,27.0,-0.009607794302714396,-0.44824235981463606,-0.00022790844233303847,True,10,11,False,34.0,False,,
2,3963,119,False,1,2861.872706602429,-1902.510009765625,4541.1201171875,859.5499877929688,10451.99951171875,4673.500061035156,-6316.300048828125,290.79999923706055,-3468.2000732421875,-797.5,1.0,0.13842758985121428,-2.5762692974244534,-1.220549815175954,76561198447795727,Bidoux,14,-1955.6400146484375,4674.2900390625,770.010009765625,12720.999755859375,7731.5997314453125,-7941.6998291015625,-278.50000381469727,-287.5,-381.89998626708984,255.0,57.0,False,0.3887440725306115,-2.167418167850688,0.7903765276430735,6,6,24.61562145653592,True,False,True,,76561198349747130,Wrax Walking,7.0,-985.8800048828125,1560.3599853515625,17.059999465942383,1508.3000183105469,13403.399658203125,1.2999999523162842,0.09999999776482582,1.0999999940395355,71.99999809265137,255.0,128.0,False,-0.01674786310801724,1.6741265049719982,-0.00011736562541729263,True,6,False,255.0,False,8,,enpitsu,76561198039309853,33,-1354.3800048828125,4623.18994140625,52.20000076293945,2485.399932861328,3326.7001342773438,3604.1000366210938,0.5999999865889549,4.399999976158142,-203.79999160766602,128.0,128.0,False,-0.017067795413907547,2.2448940681583904,0.0006968614039764261,True,False,6,4,122.0,False,,games5425898691,bf81d8692db,19.0,-94.13999938964844,4860.89013671875,17.010000228881836,-4433.900146484375,663.3999633789062,2.5,0.7999999821186066,1.1999999731779099,-1306.199951171875,128.0,0.0,-0.009718445190736396,0.09194578991378158,-0.00017167472417060615,True,4,4,False,174.0,False,,
3,4965,146,True,1,836.3539500088272,1349.47998046875,4437.259765625,371.17999267578125,-21850.2001953125,24546.201171875,1649.9000549316406,3047.6998901367188,1713.800048828125,3815.2999877929688,1.0,0.2731124112305041,-2.542325078282331,0.06714754657000284,76561198349747130,Wrax Walking,7,1492.989990234375,4199.2900390625,308.0400085449219,-8447.5,21230.2001953125,2612.9000854492188,-2497.7000427246094,-4117.0001220703125,-2657.3001098632812,255.0,213.0,,0.26241122656421295,1.2421697841562758,-0.526139178894259,5,6,145.0,False,False,True,,76561198447795727,Bidoux,14.0,1627.22998046875,4140.3701171875,17.010000228881836,-7882.2998046875,-2317.5,2.0999999344348907,-0.0,-0.0,0.0,168.0,,,-0.009576458079064818,-0.2859794950328983,-2.1695049364315766e-07,True,10,False,217.0,False,10,,enpitsu,76561198039309853,25,911.8800048828125,4602.919921875,187.9499969482422,12421.99951171875,-1843.699951171875,2812.6998901367188,-63.00000190734863,-761.9000244140625,394.39998626708984,255.0,0.0,,0.4025599885932248,2.996299296756739,-0.04833724960742064,True,False,10,9,0.0,False,,games5425898691,bf81d8692db,19.0,2622.429931640625,5084.52978515625,102.30000305175781,-11674.000244140625,2889.7000122070312,3415.8999633789062,3616.199951171875,984.8000335693359,1331.3999938964844,255.0,128.0,0.37626050060779676,0.24882808698943137,-1.0846514030585623,True,10,10,False,21.0,False,,
4,6979,210,False,0,520.8537586186859,-588.52001953125,4719.58984375,305.6499938964844,7608.2000732421875,3580.1998901367188,3.4999999403953552,985.9999847412109,4397.60009765625,1596.3999938964844,0.0,-0.040819731175143564,-1.2574780954313471,-2.502073003530179,76561198039309853,enpitsu,25,-655.3400268554688,4599.9599609375,182.0,5390.3997802734375,-106.49999618530273,845.0,-1063.7000274658203,-5348.800048828125,-712.6999664306641,128.0,255.0,False,-0.862569149890589,1.3550488446949795,-1.477014095303616,21,22,87.0,False,False,True,,bf81d8692db,games5425898691,19.0,-2395.050048828125,4146.68994140625,17.010000228881836,11233.1005859375,-7358.2000732421875,2.0000000298023224,-1.2999999523162842,0.7000000029802322,-748.3999633789062,255.0,55.0,,0.009575751020968701,-0.5790673427566851,-0.00011128488070194684,True,22,False,129.0,False,24,,Wrax Walking,76561198349747130,7,-1490.8699951171875,3403.06005859375,16.940000534057617,2005.8000183105469,-11074.89990234375,28.69999885559082,3.3000001311302185,7.5,557.5,255.0,186.0,False,0.016425571364864264,-1.4068506116328008,0.0007753532764229221,True,False,6,4,192.0,False,,Bidoux,76561198447795727,14.0,-459.75,4953.93994140625,167.9499969482422,-3458.2000732421875,-12738.299560546875,3628.599853515625,1479.4000244140625,-928.6000061035156,726.8000030517578,255.0,41.0,-0.3347386141385899,-1.342872576070603,-0.041894081042139104,True,23,32,4,23.46830109627016,True,,False
5,7162,217,False,1,2992.6769669792775,1082.97998046875,2153.169921875,128.8000030517578,-12214.100341796875,19007.19970703125,2261.1000061035156,-3431.199951171875,4902.099914550781,442.09999084472656,1.0,0.9398641579723013,0.2369236409146566,0.3930731729532272,76561198349747130,Wrax Walking,7,1163.8399658203125,2051.75,16.799999237060547,-14167.19970703125,13936.199951171875,-38.499999046325684,-104.39999580383301,46.10000133514404,870.5000305175781,255.0,128.0,False,-0.019574026754275442,0.7299445277663614,0.013999960970831107,4,6,19.018425613321288,True,False,False,,76561198447795727,Bidoux,14.0,2159.5400390625,-3394.159912109375,17.010000228881836,-1478.2000732421875,13459.49951171875,2.0999999344348907,-0.0,-0.7999999821186066,-0.3999999910593033,255.0,128.0,False,-0.009577600897394475,1.4614755035772247,7.322883581776474e-05,True,26,4,227.0,False,34,,enpitsu,76561198039309853,27,483.2200012207031,1066.75,16.940000534057617,-8976.799926757812,10581.099853515625,28.900001049041748,8.500000238418579,-0.7999999821186066,-1481.0000610351562,255.0,0.0,,-0.01702707985367224,0.8697663311112956,4.3383957409930186e-05,True,False,26,26,0.0,False,,games5425898691,bf81d8692db,19.0,-799.469970703125,4042.14990234375,17.010000228881836,-8078.499755859375,11482.099609375,2.0999999344348907,2.199999988079071,-2.800000011920929,-780.9999847412109,255.0,0.0,-0.009573375580755978,0.9152824764325075,-0.00037919590679578557,True,24,26,False,159.0,False,,
6,7185,218,False,1,1625.8323500627696,61.52000045776367,3744.659912109375,95.8499984741211,-10624.100341796875,17319.49951171875,1744.6000671386719,-5859.69970703125,1230.5000305175781,385.8000183105469,1.0,-0.1165386595763627,-0.09452151158541032,-0.33977910637596276,76561198349747130,Wrax Walking,7,37.900001525878906,3562.760009765625,112.29000091552734,-12846.700439453125,18844.200439453125,-154.79999542236328,-5173.599853515625,-1866.199951171875,-16.699999570846558,255.0,67.0,False,0.15576877201524778,-2.1945608376222725,3.122148025685601,5,8,0.0,False,False,False,,76561198447795727,Bidoux,14.0,2016.719970703125,-2117.949951171875,17.010000228881836,-1660.0999450683594,14001.99951171875,2.0999999344348907,-0.0,-0.7000000029802322,20.399999618530273,255.0,129.0,False,-0.009603171899495772,1.4522218517143972,6.558567206875437e-05,True,26,4,227.0,False,34,,enpitsu,76561198039309853,27,180.94000244140625,2256.800048828125,17.059999465942383,-6813.800048828125,12077.19970703125,1.899999976158142,0.29999999329447746,-0.29999999329447746,2196.9000244140625,255.0,128.0,,-0.016757659889687606,0.9963721497931664,4.140908033822251e-05,True,False,26,26,0.0,False,,games5425898691,bf81d8692db,19.0,-682.1500244140625,4931.18017578125,17.010000228881836,8442.7001953125,2652.0001220703125,2.3999999463558197,-0.0,-0.5999999865889549,-2426.4999389648438,255.0,0.0,-0.009576674586051229,2.8729351235762413,-6.865599100251126e-06,True,24,26,False,159.0,False,,
7,7197,218,False,1,1416.454511561458,-369.42999267578125,4503.580078125,93.7300033569336,-7448.3001708984375,19079.49951171875,2006.300048828125,-5405.0,-2383.300018310547,-1050.999984741211,1.0,0.19150457582473548,0.36713542425309453,1.874082125240573,76561198349747130,Wrax Walking,7,-483.94000244140625,4329.77001953125,95.20999908447266,-12700.6005859375,18725.0,-1101.9999694824219,-2406.999969482422,-262.1999931335449,-1699.6000671386719,217.0,16.0,False,0.6544422347857373,1.8329823062728114,0.39121868640980295,6,8,0.0,False,False,False,,76561198447795727,Bidoux,14.0,1946.449951171875,-1546.47998046875,17.010000228881836,-1778.6000061035156,13987.39990234375,2.0999999344348907,-0.0,-0.7000000029802322,20.399999618530273,173.0,129.0,False,-0.009604745832040271,1.4437532107991586,7.57922606644277e-05,True,26,4,227.0,False,34,,enpitsu,76561198039309853,27,-168.83999633789062,2735.179931640625,17.059999465942383,-6272.9998779296875,12515.6005859375,1.7000000178813934,-2.7000001072883606,5.799999833106995,-1799.6000671386719,255.0,255.0,,-0.01674876361683739,1.1623449920543436,-9.957550870176089e-05,True,False,26,26,0.0,False,,games5425898691,bf81d8692db,19.0,-520.5999755859375,4944.97021484375,21.979999542236328,-401.3999938964844,304.20000076293945,2999.4000244140625,-2.199999988079071,-1.2999999523162842,544.7999954223633,128.0,0.0,-0.009766179832602357,-2.976349270045166,0.00020354638799327445,True,24,27,False,159.0,False,,
8,7290,222,False,1,3753.891684669818,-1431.780029296875,2194.97998046875,142.6300048828125,8487.999877929688,17710.2001953125,7331.6998291015625,2112.899932861328,795.2999877929688,-5559.000244140625,1.0,-0.049867121822457575,1.3735008325041125,-0.6944292720068433,76561198447795727,Bidoux,14,-1490.969970703125,1960.5400390625,49.15999984741211,-9451.300048828125,17162.099609375,3537.39990234375,-32.30000019073486,-21.700000762939453,-2264.4000244140625,184.0,0.0,,-0.010571097731124506,1.234764488702095,-0.0004588615460571156,26,36,188.0,False,4,True,,76561198349747130,Wrax Walking,7.0,-878.9500122070312,5749.919921875,250.3000030517578,2.7000001072883606,4428.399963378906,3367.3001098632812,-2198.000030517578,-3.4999999403953552,0.7000000029802322,255.0,3.0,False,0.7257261348099568,1.5487414465318736,1.5562449290464155,True,6,False,,False,8,,enpitsu,76561198039309853,27,-2590.7900390625,4992.18994140625,24.6299991607666,10405.899658203125,82.5,-214.0999984741211,-651.1000061035156,-202.5,123.90000343322754,255.0,128.0,False,-0.023566567803571265,3.121548514852515,0.24355075434450288,True,False,26,26,,False,,games5425898691,bf81d8692db,19.0,-12.0,4894.1201171875,17.010000228881836,1097.0999908447266,-304.89999771118164,2.0999999344348907,0.09999999776482582,0.3999999910593033,0.0,255.0,,-0.009294341952657634,0.2711508848134604,7.7108882022851e-07,True,26,28,False,159.0,False,,
9,8584,260,False,0,2697.537543191124,-2720.570068359375,3153.1298828125,265.0299987792969,21731.69921875,19120.50048828125,-1182.6000213623047,3790.10009765625,4588.299865722656,762.9000091552734,0.0,-0.027080821809419703,-3.0691858952975055,2.1978641374581667,76561198039309853,enpitsu,26,-2857.489990234375,3091.429931640625,181.77999877929688,9782.19970703125,20727.80029296875,1839.1000366210938,-5167.0001220703125,1872.1000671386719,-216.8000030517578,255.0,0.0,,0.7843232439202816,1.1837593905012633,-0.014864975663931208,1,2,234.0,False,False,True,,bf81d8692db,games5425898691,19.0,-3275.699951171875,-986.8499755859375,16.989999771118164,956.2000274658203,-22980.10009765625,2.5,-1.0000000149011612,-0.7999999821186066,-11.399999856948853,255.0,128.0,,0.009661653701268758,-1.530601611424275,-4.2360117982903105e-05,False,8,False,0.0,False,10,,Wrax Walking,76561198349747130,7,-2130.85009765625,3995.7099609375,49.06999969482422,-157.70000457763672,-3586.300048828125,3517.5,-483.3000183105469,1.7000000178813934,-924.4000244140625,255.0,151.0,,0.003849207573956485,-1.5837523302303274,-0.0005742644069498,True,False,9,8,95.52729463320908,True,,Bidoux,76561198447795727,14.0,-767.5599975585938,5536.52978515625,39.7400016784668,831.9000244140625,2691.4999389648438,-1991.9999694824219,-3784.89990234375,660.5999755859375,2680.4998779296875,255.0,251.0,-0.3010539429913067,-1.5091204638203872,0.07348145436182461,True,8,12,False,197.0,False,,False
