,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_ball_cam,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,853,24.0,False,0,5068.858933862441,3088.550048828125,2006.8399658203125,260.1300048828125,-11213.699951171875,14741.199951171875,4485.5999755859375,3750.7998657226562,-2042.8999328613281,4213.900146484375,0.0,0.7992843865960854,-1.2354761432168093,2.7591621566839324,bf81d8692db,games5425898691,24.0,3155.909912109375,1820.739990234375,170.25999450683594,2968.599853515625,21022.5,1475.8999633789062,-564.1999816894531,3852.9000854492188,-1299.4000244140625,255.0,18.0,,-0.3388399719024655,0.7317098124043889,0.403769074630657,True,3,False,4,135.89289487561874,True,,76561198039309853,enpitsu,27.0,1031.449951171875,4084.530029296875,17.049999237060547,-9053.599853515625,-8005.9002685546875,2.5999999046325684,-0.29999999329447746,-0.7000000029802322,0.3999999910593033,255.0,128.0,,0.01669072014701878,-2.417451134992995,-6.423002313559106e-05,True,10.0,2,8.0,208.0,False,,blablaxx,76561198046515681,4,2932.050048828125,4937.93017578125,63.08000183105469,-2202.5,-8324.500122070312,-6786.9000244140625,-3925.2999877929688,3130.7000732421875,-2244.7999572753906,255.0,7.0,False,0.6205399020491902,-1.9474429260715047,0.1394667474017814,153.57255073260237,True,8,10,False,True,,YM3159,4146498097048798442,15.0,1961.9300537109375,2199.820068359375,17.010000228881836,-3810.4998779296875,12768.199462890625,2.3000000417232513,0.19999999552965164,-0.7999999821186066,2193.6000061035156,250.0,255.0,0.009573443482287934,1.9172953894420515,8.759000544747592e-05,True,,False,6,6,False,,
1,1309,41.0,True,1,2934.0659856247985,-1892.75,4228.06982421875,159.64999389648438,16890.6005859375,10168.200073242188,2958.3999633789062,-2185.500030517578,2170.0,-5149.0997314453125,1.0,0.4075432327553198,-0.3562642969755237,-2.563595089743714,76561198046515681,blablaxx,5.0,-2004.6500244140625,4112.6298828125,202.8300018310547,7376.7999267578125,9014.500122070312,5785.30029296875,2959.89990234375,-4240.400085449219,1253.0000305175781,255.0,128.0,,0.10504601335990972,1.6042961268642413,-0.11134027150288812,True,8,8,16,0.0,False,,4146498097048798442,YM3159,15.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,27,-3562.52001953125,-642.510009765625,90.91000366210938,-1320.0999450683594,19243.699951171875,1869.7000122070312,-5473.800048828125,-521.3000106811523,-123.19999694824219,255.0,0.0,False,-1.0137967874161748,1.5118174536794524,-0.009819313136701938,0.0,False,3,4,False,True,,games5425898691,bf81d8692db,24.0,750.9000244140625,2354.179931640625,16.989999771118164,8470.900268554688,16218.399658203125,4.600000083446503,1.5000000596046448,2.8999999165534973,930.2999877929688,255.0,237.0,-0.009601659304371964,2.04226678199783,5.54458073016847e-05,True,10.0,False,6,6,False,,
2,1717,47.0,False,1,2455.4921368531127,1297.530029296875,2717.56005859375,157.5,-9552.899780273438,28662.900390625,3179.7000122070312,100.20000457763672,-4567.799987792969,3888.9999389648438,1.0,-0.28087396539844767,-1.9882993310565118,2.5119023214297265,76561198046515681,blablaxx,5.0,1321.9300537109375,2482.2099609375,87.04000091552734,-3836.4999389648438,22282.60009765625,3372.9998779296875,-25.0,-11.200000047683716,1098.3999633789062,255.0,236.0,,0.004297155261066153,1.3685294981176763,-0.000804166994311691,True,False,False,4,83.0,False,,4146498097048798442,YM3159,15.0,3298.52001953125,-1414.31005859375,17.020000457763672,-13308.199462890625,-1524.6000671386719,0.7999999821186066,-2.3000000417232513,-0.09999999776482582,-977.3999786376953,253.0,122.0,,-0.009563748555124875,-0.050313341836805095,0.00017048931834973187,True,6.0,False,6.0,255.0,False,,enpitsu,76561198039309853,28,1294.81005859375,3553.639892578125,32.209999084472656,-7315.0,-21579.19921875,3134.4000244140625,-4.4999998807907104,-12.200000286102295,1147.300033569336,255.0,128.0,,-0.01677180013316342,-1.2723678334149517,0.0007113603137751886,143.0,False,1,2,False,True,,games5425898691,bf81d8692db,24.0,-3970.780029296875,2281.199951171875,56.0099983215332,6747.2998046875,21502.60009765625,-4594.2999267578125,-588.4000015258789,-3334.7000122070312,542.599983215332,255.0,128.0,-0.2033529019301762,1.8800481696329272,0.5503522890021505,True,179.64670955493887,True,6,6,False,,
3,3275,94.0,False,0,6578.0952365021585,190.24000549316406,-1347.7900390625,106.95999908447266,768.8999938964844,28074.89990234375,9452.999877929688,4517.9998779296875,-3941.400146484375,227.39999771118164,0.0,0.14498068046915283,-0.8387214671871802,0.11197133777759921,76561198039309853,enpitsu,27.0,181.4600067138672,-1503.8800048828125,15.65999984741211,3963.2000732421875,19941.400146484375,-479.1999816894531,93.10000419616699,-683.7999725341797,2274.2999267578125,255.0,128.0,False,0.012513279364870568,1.4055000622884701,-0.031208792515891932,True,4,False,4,53.0,False,,bf81d8692db,games5425898691,24.0,-710.0399780273438,-3565.340087890625,17.010000228881836,-5183.0999755859375,12799.200439453125,2.0999999344348907,0.0,-0.19999999552965164,-103.50000381469727,255.0,128.0,,0.009581918848358299,1.943634006692756,7.587534754877935e-05,True,10.0,False,10.0,170.0,False,,blablaxx,76561198046515681,5,1327.3699951171875,3347.1201171875,18.790000915527344,-12501.99951171875,-2357.899932861328,1.5000000596046448,-0.5000000074505806,0.0,2248.5000610351562,255.0,242.0,False,-0.004784986391049442,-2.8902824537643923,-4.4362199925944994e-05,103.0,False,8,8,False,True,,YM3159,4146498097048798442,15.0,363.32000732421875,-1032.550048828125,52.130001068115234,-8918.699951171875,-2082.2999572753906,3594.5999145507812,135.50000190734863,-413.80001068115234,3001.7001342773438,255.0,255.0,0.02212528316021812,-2.714881428366551,0.000990221795771393,True,91.46269268374289,True,9,4,False,,
4,3820,114.0,True,0,3917.1198816107444,1918.5400390625,2415.6298828125,533.1599731445312,-15240.10009765625,16066.99951171875,5336.9000244140625,1693.2000732421875,-98.19999694824219,-2276.3999938964844,0.0,0.23706039898271786,0.9896652157132224,0.4452302702937587,76561198039309853,enpitsu,27.0,1982.72998046875,2362.2900390625,404.82000732421875,-8551.400146484375,11166.500244140625,1859.2999267578125,-3356.400146484375,-4090.7998657226562,1499.7999572753906,255.0,128.0,False,-0.5695001485534428,2.2869545930980166,-0.03732140664542605,True,9,False,10,123.0,False,,bf81d8692db,games5425898691,24.0,663.6400146484375,5133.2099609375,322.8500061035156,-4766.7999267578125,653.3999633789062,-6792.80029296875,2989.7000122070312,1575.8000183105469,-1878.699951171875,255.0,0.0,,-0.2580931888583869,-0.9697554195678392,2.0185439243776355,True,18.0,False,16.0,61.0,False,,blablaxx,76561198046515681,4,1651.010009765625,3124.719970703125,303.1700134277344,6385.3997802734375,-15485.50048828125,3909.2999267578125,-1259.5999908447266,-1219.1000366210938,-568.4000015258789,252.0,43.0,False,-0.37904338593908543,-0.9314286749030897,-0.003764180261893411,212.66473972156484,True,14,16,4,True,,YM3159,4146498097048798442,15.0,3080.139892578125,2489.60009765625,16.989999771118164,-5560.9002685546875,12926.199951171875,4.699999988079071,-0.5000000074505806,1.4000000059604645,1208.6000061035156,253.0,181.0,0.009585281611312302,1.981667682966098,0.00018929237251917756,True,108.0,False,14,8,False,,
5,4324,123.0,False,1,2693.0145756823363,2470.06005859375,2954.89990234375,109.77999877929688,-9496.699829101562,9918.400268554688,1522.5,-2002.5,59.80000019073486,-49.49999809265137,1.0,-0.5490164018666316,-0.9998801536126071,1.2061846350088683,4146498097048798442,YM3159,15.0,2614.659912109375,2967.14990234375,17.020000457763672,-8069.89990234375,11052.2998046875,48.499999046325684,-430.0,930.1999664306641,1449.9000549316406,243.0,255.0,,-0.0033462792301273956,0.8652923584876037,0.021386557376326734,True,4,False,6,0.0,False,,76561198046515681,blablaxx,5.0,1086.8699951171875,-3506.330078125,18.790000915527344,-11446.800537109375,12891.600341796875,1.5999999642372131,0.29999999329447746,-0.5000000074505806,-1531.300048828125,255.0,88.0,False,0.004818947261677795,0.8983130451457737,2.909157528157428e-05,True,8.0,False,8.0,235.0,False,,enpitsu,76561198039309853,28,3532.530029296875,1809.4100341796875,17.020000457763672,-1441.0000610351562,22593.20068359375,2.199999988079071,-0.0,-0.19999999552965164,-1.1999999731779099,255.0,255.0,False,-0.016792632521395952,1.5072420961382513,2.236915961281961e-05,74.77869220702874,True,6,6,False,True,,games5425898691,bf81d8692db,24.0,-634.9299926757812,5020.919921875,17.010000228881836,13764.300537109375,4671.9000244140625,2.0999999344348907,-2.5999999046325684,-0.9000000357627869,-954.1000366210938,255.0,24.0,-0.009591611783860133,2.815951016664607,-0.00011367994904466999,True,250.0,False,False,False,False,,
6,4340,124.0,False,1,1898.5327920646855,1838.02001953125,3491.659912109375,120.43000030517578,-12389.200439453125,10569.100341796875,-394.1999816894531,-2833.699951171875,206.90000534057617,-332.90000915527344,1.0,0.8785722169711605,-0.4368835428592474,2.067915336049711,4146498097048798442,YM3159,15.0,1942.72998046875,3384.760009765625,16.84000015258789,-12221.8994140625,6784.89990234375,-42.5,-150.2999973297119,-64.80000019073486,-1575.2999877929688,252.0,66.0,,-0.01524065593231973,0.5186380355588467,0.003988585310123923,True,4,False,6,0.0,False,,76561198046515681,blablaxx,5.0,591.3099975585938,-2602.64990234375,18.790000915527344,-6299.69970703125,17184.200439453125,1.7000000178813934,-0.0,-0.0,-31.099998950958252,255.0,128.0,False,0.00480897127187233,1.223969292912792,-5.87999689227749e-06,True,8.0,False,8.0,244.0,False,,enpitsu,76561198039309853,27,3269.81005859375,3141.64990234375,17.020000457763672,-7053.900146484375,21891.4990234375,3.6000001430511475,-0.19999999552965164,0.19999999552965164,15.0,255.0,128.0,False,-0.016772630607605168,1.257512776493595,-2.352656874334219e-05,78.0,False,6,6,False,True,,games5425898691,bf81d8692db,24.0,150.0800018310547,4892.52001953125,17.010000228881836,10791.400146484375,-8741.300048828125,2.3000000417232513,-0.0,-0.3999999910593033,-1689.9000549316406,255.0,33.0,-0.009601019934942912,-2.407351466654125,1.2856298752070698e-06,True,250.0,False,False,False,False,,
7,5074,150.0,True,1,6052.914022091062,-140.5500030517578,-823.5,325.510009765625,-2190.399932861328,25415.0,4877.099914550781,1516.1000061035156,-1736.0000610351562,-3002.5,1.0,0.33175996966346444,-1.1106145419158888,-1.3106706568089468,4146498097048798442,YM3159,15.0,-130.5500030517578,-1050.3499755859375,180.91000366210938,-1111.1000061035156,20471.199951171875,3691.7001342773438,382.99999237060547,-496.50001525878906,773.4999847412109,252.0,255.0,,0.506372654246714,1.7352218550824667,0.0001529556635453138,True,12,False,18,79.0,False,,76561198046515681,blablaxx,5.0,-1910.8900146484375,-1502.449951171875,18.780000686645508,389.70001220703125,13485.30029296875,2.800000011920929,0.5999999865889549,-0.09999999776482582,-2234.499969482422,255.0,0.0,,0.004744141134514245,1.6761587872726036,5.678715339200484e-06,True,10.0,False,8.0,172.0,False,,enpitsu,76561198039309853,28,-341.3500061035156,-154.5,118.88999938964844,4047.9998779296875,-17967.39990234375,3832.9998779296875,-753.3999633789062,-135.79999923706055,-130.2999973297119,255.0,255.0,,0.034151417979833246,-1.7414136261505428,0.0007859217512816153,172.68743246857838,True,13,14,False,True,,games5425898691,bf81d8692db,24.0,-2653.139892578125,-2521.780029296875,16.989999771118164,-19044.7998046875,14.299999475479126,2.5999999046325684,-0.5000000074505806,-1.8000000715255737,-1950.3999328613281,255.0,0.0,-0.009482217588433645,0.06742202510400983,-5.528038845108236e-05,,5.9973592578723895,True,16,16,False,,
8,5895,171.0,False,1,2255.0608560676087,3095.81005859375,4643.8798828125,841.5399780273438,-11348.900146484375,2052.899932861328,4885.799865722656,-3126.7001342773438,2383.800048828125,389.00001525878906,1.0,0.7313230691432511,2.769200889436468,0.47115101102210605,4146498097048798442,YM3159,15.0,3223.550048828125,4657.52978515625,728.510009765625,-8372.39990234375,1503.2000732421875,3222.7999877929688,-1543.800048828125,-1606.6999816894531,1436.3999938964844,198.0,179.0,,0.22048086661305075,0.6811884196966117,-1.5876080694526726,True,4,False,10,92.0,False,,76561198046515681,blablaxx,5.0,2899.860107421875,2623.830078125,18.790000915527344,-9678.300170898438,-7197.39990234375,1.5999999642372131,0.19999999552965164,0.19999999552965164,24.600000381469727,255.0,128.0,,0.004787002065430736,-0.6437137732331524,4.725874552478528e-05,True,8.0,6,4.0,220.0,False,,enpitsu,76561198039309853,27,484.7099914550781,4961.4501953125,17.049999237060547,-7226.099853515625,1754.9000549316406,2.5999999046325684,-0.09999999776482582,-0.5000000074505806,0.0,128.0,128.0,,-0.016969260488546276,-2.903319901690197,6.2402238739908546e-06,175.0,False,4,4,False,True,,games5425898691,bf81d8692db,24.0,3171.919921875,4394.10986328125,17.010000228881836,-2785.8999633789062,11211.300048828125,2.0999999344348907,0.09999999776482582,-1.0999999940395355,-66.99999809265137,255.0,128.0,-0.009542793332449541,1.3369442411715173,0.00011458906208842778,True,255.0,False,10,8,False,,
9,6425,190.0,False,0,3246.7031271760584,523.9500122070312,2220.27001953125,820.9299926757812,-4882.799987792969,18671.300048828125,2149.9000549316406,-3303.2998657226562,-3080.7000732421875,236.49999618530273,0.0,-1.0320507762669024,2.5522977070763715,3.102863527152148,bf81d8692db,games5425898691,24.0,584.2100219726562,2052.8798828125,690.3400268554688,4093.0999755859375,10675.699462890625,6083.699951171875,-1876.6000366210938,-388.3000183105469,-360.40000915527344,255.0,156.0,,-0.7210734022133404,1.9412991322370157,-0.8373364917354741,True,14,False,20,107.11003030756461,True,,76561198039309853,enpitsu,27.0,1213.4200439453125,-64.4000015258789,17.030000686645508,942.6000213623047,-21383.20068359375,5.0,0.0,0.29999999329447746,0.0,255.0,0.0,,0.01677309939768508,-1.5267449056039584,2.6089341976192576e-05,True,10.0,2,8.0,94.0,False,,blablaxx,76561198046515681,5,1680.9200439453125,4433.06005859375,18.780000686645508,-4642.799987792969,12058.900146484375,2.7000001072883606,-0.19999999552965164,-0.19999999552965164,2940.7000732421875,199.0,255.0,False,-0.004828040894354899,2.127093391539688,-1.3942114705930004e-05,255.0,False,6,14,8,True,,YM3159,4146498097048798442,15.0,570.8499755859375,2752.919921875,414.510009765625,4770.799865722656,-13032.900390625,4005.5999755859375,2122.2999572753906,-2991.4999389648438,3289.2999267578125,255.0,115.0,-0.7053082428914178,-0.98555192840005,2.592020948879722,True,183.02062822926425,True,16,8,False,,
