,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,889,26,False,1,523.6508280747912,1041.6400146484375,4637.009765625,378.3299865722656,-14481.800537109375,13693.1005859375,3151.199951171875,3251.300048828125,1873.5000610351562,4681.700134277344,1.0,-1.3981464785161515,2.6032790791838796,1.4835838212267956,76561198039309853,enpitsu,27.0,1148.530029296875,4485.33984375,233.5,-11519.7998046875,10471.800537109375,1315.5999755859375,-2630.5999755859375,2048.6000061035156,4373.999938964844,128.0,128.0,,0.9580194330605651,0.7243306471341676,0.9691896107768126,True,12,11,False,31.0,False,,bf81d8692db,games5425898691,24.0,-571.0700073242188,1523.81005859375,16.989999771118164,3775.8999633789062,22420.70068359375,5.099999904632568,-0.0,0.19999999552965164,10.0,255.0,128.0,,-0.009590017497474476,1.7363437519360154,-3.0055723915757027e-05,True,8,False,8,245.0,False,,KayFlop_G7,b8dd757a42b,13,3018.610107421875,-906.97998046875,16.940000534057617,-7773.3001708984375,-10299.49951171875,23.299999237060547,-9.200000166893005,8.600000143051147,-2164.7999572753906,255.0,0.0,False,-0.017387180411817017,-0.8882255294458787,3.4334508381104324e-05,True,168.37711820807507,True,False,12,10,,Ika WRLD,e230a57bcb064777a02358301c01d9a6,16.0,1124.5999755859375,4780.06982421875,299.5199890136719,-13923.00048828125,-6880.30029296875,-4829.700012207031,1501.7999267578125,-4473.2000732421875,-2825.7000732421875,255.0,111.0,False,-0.9131769988627382,-0.12289737250756286,-0.48734312559126136,True,9.0,12.0,False,139.60193550202155,True,
1,3786,131,True,0,2460.689764109048,1507.300048828125,4611.66015625,184.8300018310547,-28126.79931640625,15659.000244140625,130.600004196167,3499.8001098632812,-3059.5001220703125,3352.0999145507812,0.0,-0.8991715780429201,-2.8604291580669323,1.3234237443616772,e230a57bcb064777a02358301c01d9a6,Ika WRLD,15.0,1716.6500244140625,4429.5498046875,149.35000610351562,-18149.200439453125,13882.2998046875,2623.9999389648438,737.5,-653.0999755859375,-310.0,255.0,195.0,False,-0.5113229678422093,2.337344715824416,-0.010723621774835698,True,56,49,4,72.13391828793351,True,,b8dd757a42b,KayFlop_G7,13.0,1543.47998046875,2743.159912109375,17.040000915527344,-19263.199462890625,12003.699951171875,4.399999976158142,-0.3999999910593033,0.0,126.00000381469727,222.0,130.0,,0.016757608211469394,2.5930328656114554,-5.789943201024845e-05,True,32,8,42,186.0,False,,enpitsu,76561198039309853,27,557.8200073242188,4283.4599609375,57.56999969482422,10421.700439453125,20191.8994140625,3559.8001098632812,4.099999964237213,8.700000047683716,-790.6999969482422,128.0,128.0,,0.01694812623386476,0.9700719226851657,0.001571602701280482,True,29.0,False,False,42,40,,games5425898691,bf81d8692db,24.0,-399.0199890136719,4310.490234375,17.0,5988.4002685546875,12045.50048828125,4.1999998688697815,-0.5000000074505806,0.3999999910593033,-1895.5000305175781,128.0,0.0,,0.009778428617988142,1.0464382726336816,-3.310961317614396e-05,True,42.0,46.0,False,131.0,False,
2,4490,148,True,1,3038.758728239085,-1375.02001953125,3120.9599609375,496.54998779296875,11582.099609375,12312.60009765625,2984.5999145507812,2811.400146484375,4087.60009765625,-3374.4000244140625,1.0,0.17952588443222342,2.446347080133514,-2.9361928439904936,bf81d8692db,games5425898691,24.0,-1381.050048828125,2933.989990234375,358.1199951171875,-11995.799560546875,13487.19970703125,4068.0999755859375,-866.3999938964844,1118.7999725341797,-882.5,255.0,0.0,,0.9137269132384799,1.5406623624130422,0.49131681936547617,True,10,8,False,141.7444558938345,True,,76561198039309853,enpitsu,27.0,-1510.780029296875,2961.85009765625,170.35000610351562,13020.799560546875,6717.19970703125,3518.699951171875,-4357.099914550781,-1593.6000061035156,-1677.2999572753906,128.0,128.0,,0.6522834417777681,-2.9839886420510413,-0.06821347013702009,True,3,False,6,108.0,False,,KayFlop_G7,b8dd757a42b,13,-1113.5899658203125,3370.010009765625,17.059999465942383,-5545.5999755859375,-15036.500244140625,-3.0000001192092896,2.199999988079071,5.699999928474426,-625.6999969482422,255.0,56.0,,-0.01677299307799602,-1.2216415797503264,-0.00013055960368030568,True,151.02187544043352,True,False,6,6,,Ika WRLD,e230a57bcb064777a02358301c01d9a6,15.0,443.7200012207031,1379.280029296875,17.059999465942383,-1206.9999694824219,18338.399658203125,2.0000000298023224,0.7999999821186066,0.09999999776482582,-0.19999999552965164,255.0,128.0,,-0.01682460389502242,1.5050981104822183,-4.381594311685829e-06,True,14.0,14.0,False,91.0,False,
3,5558,177,False,0,3035.410269969682,267.3699951171875,2336.3798828125,420.7900085449219,-5771.500244140625,23183.20068359375,3466.4999389648438,5512.1002197265625,13.300000429153442,-1025.199966430664,0.0,-0.21738708814887564,-1.6332446508413494,0.3528482768102752,e230a57bcb064777a02358301c01d9a6,Ika WRLD,15.0,217.0,2170.22998046875,304.69000244140625,-13090.899658203125,17335.0,3277.9998779296875,-2821.199951171875,4557.200012207031,-1233.7999725341797,255.0,31.0,False,-0.7775426222642249,1.6737343128004305,-0.3804031410547956,True,18,15,False,124.11926028805391,True,,b8dd757a42b,KayFlop_G7,13.0,-223.19000244140625,1951.1400146484375,110.1500015258789,-16499.200439453125,-9129.099731445312,-158.29999923706055,160.59999465942383,-5443.2000732421875,-771.2999725341797,255.0,128.0,,0.09402838538405908,-0.5148489410598803,-3.0339565960022337,False,11,False,12,0.0,False,,enpitsu,76561198039309853,27,276.7200012207031,4954.02001953125,17.049999237060547,-5216.5997314453125,-3486.0000610351562,3.6000001430511475,0.0,-0.09999999776482582,-2305.0999450683594,128.0,0.0,False,0.0166493583456401,-2.5344073653051256,-3.614353283135096e-05,True,190.0,False,False,8,8,,games5425898691,bf81d8692db,24.0,562.989990234375,4788.08984375,17.010000228881836,-7957.9998779296875,-383.3000183105469,2.5999999046325684,0.9000000357627869,1.2999999523162842,-522.0000076293945,255.0,84.0,,0.00967865198775401,-3.084998494974146,-6.605941647169644e-05,True,10.0,10.0,False,48.0,False,
4,5920,190,True,0,1594.3395155256762,627.9600219726562,4671.52978515625,114.30999755859375,-5652.7001953125,10453.399658203125,7051.7999267578125,-4924.599914550781,-2662.9998779296875,-2157.7000427246094,0.0,0.5655058754933274,-1.9380204816118733,-0.2947355250579453,b8dd757a42b,KayFlop_G7,14.0,589.9500122070312,4478.419921875,203.11000061035156,-17368.599853515625,15076.600341796875,-162.90000915527344,1114.1999816894531,-4770.0,-2501.0000610351562,255.0,183.0,True,0.5023571251402936,1.3197199060411977,-2.0571305623136333,True,18,17,False,0.0,False,,e230a57bcb064777a02358301c01d9a6,Ika WRLD,16.0,565.7899780273438,615.6099853515625,17.059999465942383,-2440.2000427246094,22604.3994140625,2.0000000298023224,0.5000000074505806,0.09999999776482582,0.0,255.0,128.0,False,0.01682470131630247,1.6783344453028906,-3.7605808449954187e-06,True,20,False,22,200.0,False,,enpitsu,76561198039309853,27,-129.22000122070312,357.9100036621094,72.04000091552734,-327.7000045776367,22848.1005859375,-1783.699951171875,-2468.5000610351562,-35.299999713897705,0.0,255.0,128.0,False,-0.4789924977373643,1.585341098271982,0.00016328025208578575,True,92.0,False,False,18,18,,games5425898691,bf81d8692db,24.0,1677.1099853515625,320.69000244140625,60.54999923706055,-6660.5999755859375,21871.99951171875,-1989.1999816894531,-2141.7999267578125,-656.6000366210938,-5.099999904632568,255.0,128.0,,-0.40982038657185565,1.8696973488131068,-0.0027198516809743287,True,18.0,18.0,False,57.0,False,
5,6273,194,True,0,2749.3108594436662,220.02000427246094,2627.389892578125,93.80999755859375,-1199.800033569336,12364.599609375,3513.900146484375,-4496.7999267578125,-303.0999946594238,3960.5999755859375,0.0,1.2115697522229696,-0.2238972592761485,-1.001823375446473,b8dd757a42b,KayFlop_G7,13.0,306.07000732421875,2464.10009765625,74.5999984741211,-2064.2999267578125,20359.3994140625,3169.8001098632812,-1145.4000091552734,-139.79999542236328,1813.2000732421875,255.0,246.0,,0.08256801716954988,1.8241570950968211,0.007465982820509687,True,6,4,False,0.0,False,,e230a57bcb064777a02358301c01d9a6,Ika WRLD,15.0,-346.7200012207031,782.0,17.049999237060547,-613.6000061035156,11612.900390625,3.1999999284744263,-0.3999999910593033,0.29999999329447746,0.0,255.0,128.0,,0.016677159341504186,1.6236112178208817,-3.275071840034607e-05,True,4,False,4,0.0,False,,enpitsu,76561198039309853,27,1185.3699951171875,-1400.5799560546875,16.959999084472656,2074.499969482422,-8686.699829101562,25.0,5.299999713897705,-6.000000238418579,-1.7000000178813934,128.0,128.0,,0.016624128021168916,-1.3359542067725665,-0.0004512351242260596,True,51.0,False,False,2,2,,games5425898691,bf81d8692db,24.0,268.7099914550781,2107.830078125,78.72000122070312,-2708.900146484375,15976.99951171875,-1321.6000366210938,-2977.2000122070312,-755.4000091552734,22.899999618530273,255.0,128.0,,-0.7257181808770041,1.8125675830520465,0.017574114338241482,True,6.0,6.0,False,0.0,False,
6,6915,208,True,1,4083.6697178558184,1394.9000244140625,1086.9200439453125,213.80999755859375,-13224.300537109375,25749.49951171875,-326.5999984741211,-4248.2000732421875,2129.7999572753906,-259.59999084472656,1.0,-0.23978843828674937,0.19692034473991127,-0.4382877368068976,76561198039309853,enpitsu,27.0,1501.469970703125,864.6400146484375,102.4000015258789,-12925.699462890625,18971.99951171875,1408.800048828125,-4545.199890136719,-3096.7999267578125,0.0,255.0,128.0,False,-0.7834033204757336,0.9726672614705427,2.6658599142429386e-05,True,4,3,False,24.0,False,,bf81d8692db,games5425898691,24.0,2413.429931640625,-1049.1600341796875,100.08000183105469,-18678.599853515625,960.5000305175781,-153.80000114440918,700.8000183105469,-5454.7998046875,59.000000953674316,255.0,128.0,,0.22729945853433126,3.011329647934425,3.1305394997677847,True,9,False,10,238.0,False,,KayFlop_G7,b8dd757a42b,13,1018.1599731445312,4214.39013671875,17.059999465942383,-9631.400146484375,-8147.8997802734375,2.5,0.29999999329447746,-0.0,2332.7999877929688,214.0,255.0,False,-0.016737032006748944,-0.764870344017686,3.929575432973271e-05,True,31.0,False,False,4,4,,Ika WRLD,e230a57bcb064777a02358301c01d9a6,15.0,1710.6800537109375,79.30000305175781,54.029998779296875,-8298.200073242188,21254.19921875,-1676.300048828125,-2344.499969482422,-1104.000015258789,16.299999952316284,255.0,128.0,,0.580877379416501,1.135043426954429,0.00792832802328159,True,12.0,12.0,False,79.0,False,
7,7832,232,False,0,2981.9261963013246,-2820.510009765625,2862.25,380.2900085449219,20955.10009765625,13364.300537109375,-7360.0,-3595.4998779296875,1103.1999969482422,-4674.89990234375,0.0,-0.9630843124811863,-0.4154486299474618,-0.5346773366799182,e230a57bcb064777a02358301c01d9a6,Ika WRLD,15.0,-2973.0,2774.89990234375,385.3399963378906,3409.8001098632812,17839.69970703125,820.1000213623047,-2204.7000122070312,-2412.5999450683594,-4423.500061035156,255.0,219.0,,-0.24241263476994318,0.9539703701992867,-0.9015943222986501,True,12,11,False,104.5286023283518,True,,b8dd757a42b,KayFlop_G7,13.0,-3188.469970703125,2570.8701171875,166.75999450683594,5384.89990234375,5011.199951171875,1043.3999633789062,1240.199966430664,218.60000610351562,-1035.999984741211,255.0,0.0,False,-0.7119856348166271,0.9589026869694641,0.0229729197231293,True,12,False,16,0.0,False,,enpitsu,76561198039309853,27,-3701.60009765625,-628.5800170898438,17.030000686645508,1701.6000366210938,21801.39892578125,5.699999928474426,0.5999999865889549,-0.29999999329447746,-6.899999976158142,255.0,128.0,False,0.016837060412951507,1.4921443526606173,2.465009127210506e-05,True,0.0,False,False,12,12,,games5425898691,bf81d8692db,24.0,-1815.010009765625,3632.610107421875,17.030000686645508,3012.0001220703125,13587.80029296875,0.3999999910593033,0.0,0.0,2190.800018310547,255.0,255.0,,0.009573611038148348,1.4201704413220881,2.7425492896307552e-05,True,4.0,4.0,False,75.0,False,
8,8124,243,True,1,1060.5822057540538,1262.72998046875,4144.83984375,180.80999755859375,-11984.89990234375,18035.999755859375,1065.999984741211,-177.39999771118164,2522.100067138672,-5441.199951171875,1.0,-0.7062316979654331,-1.124576532796502,-1.304135008093135,76561198039309853,enpitsu,27.0,1336.4300537109375,4050.989990234375,111.16000366210938,-11538.299560546875,5389.1998291015625,402.09999084472656,-3806.0000610351562,-3305.5999755859375,-2199.2999267578125,255.0,0.0,False,-0.7355042009188,0.03363557159940798,0.1930663909538795,True,14,13,False,166.0,False,,bf81d8692db,games5425898691,24.0,-3528.85009765625,3483.81005859375,17.020000457763672,7256.400146484375,-9537.19970703125,1.2999999523162842,0.5999999865889549,-0.5999999865889549,67.8000020980835,255.0,128.0,,-0.00954809701605374,-2.2309874647562276,-0.00011575034784261282,True,6,False,8,184.0,False,,KayFlop_G7,b8dd757a42b,13,-432.79998779296875,4432.89013671875,134.35000610351562,21497.099609375,6776.6998291015625,4576.600036621094,248.60000610351562,-673.3999633789062,106.09999656677246,255.0,128.0,False,0.22238837880727416,2.745789071181915,-0.007524681364698213,True,120.2510623778065,True,3,24,18,,Ika WRLD,e230a57bcb064777a02358301c01d9a6,15.0,-864.8599853515625,4649.8701171875,17.040000915527344,14618.900146484375,8245.900268554688,4.399999976158142,-0.7999999821186066,-0.29999999329447746,342.7000045776367,255.0,134.0,False,-0.01675614020827177,2.620554685603347,3.928379314599127e-05,True,16.0,18.0,False,160.0,False,
9,9154,271,True,1,4339.069672620985,2583.27001953125,1142.4200439453125,143.0500030517578,-11582.39990234375,23094.49951171875,4075.10009765625,4338.900146484375,1998.800048828125,3630.10009765625,1.0,0.6060851217873293,-1.1072248304101482,-0.33481291236877664,76561198039309853,enpitsu,27.0,2617.840087890625,1041.300048828125,76.79000091552734,-7018.699951171875,20329.3994140625,1064.4000244140625,-3606.7999267578125,-4124.200134277344,480.40000915527344,255.0,255.0,False,-0.49855530552967575,1.3872247856299746,-0.3553111024303387,True,12,11,False,43.0,False,,bf81d8692db,games5425898691,24.0,3020.260009765625,-4982.83984375,505.3900146484375,-10495.50048828125,-6658.4002685546875,4228.299865722656,1504.4000244140625,-1728.0000305175781,-1279.7000122070312,255.0,0.0,,0.28505273326125025,-0.539912863346745,1.577735768014078,True,12,False,14,255.0,False,,KayFlop_G7,b8dd757a42b,13,2881.699951171875,1557.7900390625,46.25,-12410.999755859375,4094.2999267578125,3470.4998779296875,-122.70000457763672,-395.8000183105469,37.00000047683716,0.0,107.0,False,-0.008240127691578168,-2.840943457577347,-0.00017321031717139186,True,255.0,False,False,7,6,,Ika WRLD,e230a57bcb064777a02358301c01d9a6,15.0,-549.5,91.30000305175781,17.059999465942383,5163.0999755859375,21507.5,2.0000000298023224,0.3999999910593033,-0.19999999552965164,0.0,255.0,128.0,False,-0.01681839901064458,1.8064103401920437,7.029411631212675e-06,True,14.0,16.0,False,223.0,False,
