,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,178,0,False,0,5194.966468984497,2.25,23.280000686645508,90.75,1469.2999267578125,30953.30078125,-847.3999786376953,-4141.199951171875,-4.900000095367432,-72.60000228881836,0.0,-4.808761084383322e-05,-0.0005980819215934374,-0.0345015895960575,bf81d8692db,games5425898691,19.0,3.5999999046325684,-107.02999877929688,90.87999725341797,673.4999847412109,19503.699951171875,552.5,-128.80000114440918,1160.4000091552734,5374.6002197265625,128.0,128.0,,1.361999376340995,-1.6434155425339716,3.1046623791975887,True,3,False,4,31.0,False,,76561198039309853,enpitsu,25.0,0.0,-2681.219970703125,17.049999237060547,0.0,13759.89990234375,3.1999999284744263,-0.7999999821186066,0.0,0.0,255.0,,False,0.016670479253469563,1.5708183972553145,1.248316077359861e-07,True,False,False,116.0,False,False,,Castro,76561198869337620,20,0.0,3498.090087890625,144.85000610351562,0.0,-11079.300537109375,-5490.5999755859375,-1182.699966430664,0.0,0.0,128.0,,,0.01992067891997148,-1.5707887666350935,-1.5184149555142661e-05,True,False,4,4,31.219346251539,True,,Kapatranovic,76561198216153433,12.0,-2.619999885559082,459.6199951171875,129.33999633789062,-128.100004196167,-15185.6005859375,5261.7999267578125,0.3999999910593033,7.599999904632568,-861.9000244140625,128.0,128.0,,0.009509510866208142,-1.8446310276679503,-0.0026965039520059665,True,4,False,3,31.0,False,
1,181,0,False,0,4955.20771067371,25.5,271.2300109863281,103.30000305175781,3785.2999877929688,25726.0009765625,127.10000038146973,4562.0001220703125,3896.300048828125,-76.99999809265137,0.0,0.1471377415479076,0.012749591512482613,-0.011313083724972996,bf81d8692db,games5425898691,19.0,9.1899995803833,55.040000915527344,93.08000183105469,673.4999847412109,19503.699951171875,10.499999523162842,-5412.39990234375,-635.2000045776367,742.6000213623047,128.0,128.0,,0.8739795798786547,-1.4960653043701382,3.0218975069363014,True,3,False,4,31.0,False,,76561198039309853,enpitsu,25.0,0.0,-2565.8701171875,17.049999237060547,0.0,13907.7001953125,3.1999999284744263,-0.7999999821186066,0.0,0.0,255.0,,False,0.016670479253469563,1.5708183972553145,1.248316077359861e-07,True,False,False,116.0,False,False,,Castro,76561198869337620,20,0.0,3401.719970703125,96.6500015258789,0.0,-11960.2001953125,-6013.499755859375,-927.6000213623047,0.0,0.0,128.0,,,-0.06651793243970905,-1.5708036757022865,-1.5023900256909311e-05,True,False,4,4,21.79174175570088,True,,Kapatranovic,76561198216153433,12.0,-3.759999990463257,339.6499938964844,173.3000030517578,-212.60000228881836,-11448.1005859375,5870.4998779296875,-4780.899963378906,-2273.300018310547,1491.4999389648438,128.0,128.0,,-0.06962342482099397,-1.8671480669897382,0.07121270931169664,True,4,False,4,31.0,False,
2,395,7,False,1,3682.795355247668,-1223.06005859375,2127.929931640625,230.30999755859375,9589.7998046875,18026.600341796875,5362.2998046875,1772.7000427246094,-316.9000053405762,-2452.899932861328,1.0,0.5573969929168123,1.8160416220408904,1.9048035352514114,76561198869337620,Castro,20.0,-1313.47998046875,2027.9100341796875,89.23999786376953,3424.2001342773438,17654.69970703125,1431.9999694824219,-760.5999755859375,3749.5999145507812,-3951.099853515625,255.0,128.0,,-0.6833719834109675,1.7616893972048118,0.05752224961280471,True,3,6,8,0.0,False,,76561198216153433,Kapatranovic,13.0,-660.0999755859375,1931.0699462890625,17.020000457763672,5768.800048828125,16227.19970703125,1.4000000059604645,-0.0,-0.29999999329447746,-10.199999809265137,255.0,128.0,False,-0.009594416090818788,1.9138252781627776,4.930178436114182e-05,True,4,4,20.0,False,6,,enpitsu,76561198039309853,25,3530.56005859375,-3423.5,17.059999465942383,2155.500030517578,19933.299560546875,1.8000000715255737,-0.0,1.2999999523162842,201.5999984741211,255.0,128.0,False,-0.016770808211611858,1.657575216701028,-0.00016302344516017428,True,2,False,2,242.40167739570782,True,,games5425898691,bf81d8692db,20.0,-2124.10009765625,4855.9501953125,16.989999771118164,5943.3001708984375,8046.500244140625,5.5000001192092896,0.7999999821186066,1.1999999731779099,-2253.6000061035156,255.0,0.0,,-0.00954073790605473,2.2362353333683287,-0.00016497679791626675,True,4,4,False,186.0,False,
3,1739,56,True,0,4249.58058970718,-3094.18994140625,1503.1199951171875,119.33000183105469,19181.800537109375,22572.5,1911.3999938964844,6.600000262260437,-4646.499938964844,-1557.4000549316406,0.0,-0.4718483571436823,1.6761611229098115,-2.303422348022295,76561198039309853,enpitsu,25.0,-3219.469970703125,1258.75,101.25,8538.200073242188,21099.7998046875,3300.7000732421875,-3091.4999389648438,1821.0000610351562,-2024.1999816894531,255.0,0.0,False,0.24379973086350573,1.340718184525054,-0.011187544772397685,True,17,False,18,182.0,False,,bf81d8692db,games5425898691,20.0,,,,,,,,,,,,,,,,True,,,,,,,Castro,76561198869337620,19,-3145.739990234375,1976.9000244140625,17.0,1235.2999877929688,-13507.099609375,1.7000000178813934,0.09999999776482582,-3.8999998569488525,1012.6999664306641,255.0,255.0,,0.009567753131060723,-1.4893678289233119,0.0001835953189154334,True,12,6,16,97.64376785934613,True,,Kapatranovic,76561198216153433,13.0,-3170.699951171875,4287.77001953125,16.770000457763672,6173.2000732421875,-9817.19970703125,63.400001525878906,10.800000429153442,106.40000343322754,2332.7000427246094,255.0,255.0,False,0.005752976257914726,-0.9519692983646454,0.004954930641965728,True,6,6,False,47.0,False,
4,2041,58,False,1,5185.164860525612,-3.6600000858306885,33.47999954223633,103.33999633789062,-1225.999984741211,23599.69970703125,6823.2000732421875,4105.199890136719,2163.000030517578,-3660.2999877929688,1.0,0.03807156141707045,0.059750988024994574,-0.06729768144451088,76561198216153433,Kapatranovic,12.0,23.520000457763672,-191.83999633789062,17.010000228881836,-9698.699951171875,17019.7998046875,2.7000001072883606,0.19999999552965164,-0.29999999329447746,-41.500000953674316,255.0,128.0,,-0.009605348733364386,1.0581538391327827,6.454213101579936e-05,True,False,False,False,0.0,False,,76561198869337620,Castro,20.0,-80.47000122070312,-1924.719970703125,17.010000228881836,-901.3999938964844,13704.300537109375,2.7000001072883606,-0.0,-0.5000000074505806,0.0,255.0,128.0,,-0.009555153644411675,1.5050973067472297,6.208836061498863e-05,True,False,False,116.0,False,False,,enpitsu,76561198039309853,25,14.359999656677246,3685.590087890625,17.059999465942383,189.0999984741211,-9925.2001953125,2.0000000298023224,0.5000000074505806,0.29999999329447746,0.0,255.0,128.0,False,-0.01663281222572353,-1.589878742556767,2.8935600710245056e-05,True,False,False,False,116.0,False,,games5425898691,bf81d8692db,20.0,-54.20000076293945,462.80999755859375,57.86000061035156,-864.4999694824219,-22484.49951171875,2834.4000244140625,5401.300048828125,-749.0000152587891,-717.3000335693359,128.0,128.0,,-0.13470204507410485,-1.4170828382947376,-0.0006794828629958176,True,4,3,False,31.0,False,
5,2557,77,False,1,4884.012772344311,1569.22998046875,302.6099853515625,227.92999267578125,-7413.800048828125,18039.89990234375,7328.599853515625,-2764.4000244140625,4416.199951171875,785.8999633789062,1.0,0.2294295094698471,2.6225510138525148,3.105357831925046,76561198216153433,Kapatranovic,13.0,1610.25,189.8800048828125,57.380001068115234,-15543.599853515625,14356.199951171875,3259.4000244140625,8.100000023841858,-7.400000095367432,-442.20001220703125,128.0,128.0,False,-0.00958742099258548,0.7096004369623009,-0.0010953417271009046,True,6,False,12,189.0,False,,76561198869337620,Castro,20.0,665.760009765625,-956.1300048828125,17.010000228881836,-19121.300048828125,-5205.5999755859375,3.0000001192092896,-0.0,0.29999999329447746,2011.199951171875,255.0,255.0,,-0.009614923851918132,-0.34304071481303955,2.8448224369452816e-05,True,6,False,85.0,False,6,,enpitsu,76561198039309853,25,3369.39990234375,-1528.949951171875,17.040000915527344,3901.300048828125,22280.80078125,4.4999998807907104,0.3999999910593033,3.700000047683716,-544.7000122070312,255.0,128.0,False,-0.016766222077315266,1.774191126189017,1.4625664006346607e-05,True,4,False,6,26.0,False,,games5425898691,bf81d8692db,20.0,1150.8800048828125,674.02001953125,19.479999542236328,14019.49951171875,-1113.6000061035156,2959.5999145507812,0.29999999329447746,-0.0,-2195.2000427246094,255.0,0.0,,-0.009578719243920647,-2.992875210177208,-2.6536882062318034e-05,True,9,8,False,225.0,False,
6,2616,79,True,1,1401.057931322693,40.290000915527344,4030.6201171875,292.5,-6360.4998779296875,24107.60009765625,785.9999847412109,172.90000915527344,1653.0000305175781,2066.9000244140625,1.0,1.4063209652017472,-2.0179950857631153,-1.6359737064597046,76561198216153433,Kapatranovic,13.0,50.709999084472656,3938.639892578125,134.77999877929688,-4202.900085449219,19436.300048828125,-908.4999847412109,-1455.5000305175781,-4273.599853515625,-3141.199951171875,255.0,255.0,False,0.32217683658224644,1.615405347011911,-1.1149438659305355,True,7,False,14,211.0,False,,76561198869337620,Castro,19.0,-1757.75,-2745.2099609375,17.010000228881836,-14923.199462890625,3007.0001220703125,2.5999999046325684,0.5999999865889549,0.09999999776482582,-1.0999999940395355,255.0,128.0,,-0.009617917006031913,0.19904857038264218,5.345905999154858e-05,True,6,False,85.0,False,6,,enpitsu,76561198039309853,25,1871.0400390625,2539.35009765625,17.040000915527344,-16846.300048828125,15653.1005859375,4.300000071525574,-0.19999999552965164,0.09999999776482582,0.0,255.0,128.0,False,-0.01677159169287168,0.7486955634695148,-2.193738156516502e-05,True,4,False,6,176.0,False,,games5425898691,bf81d8692db,20.0,3523.659912109375,783.9099731445312,17.0,2010.5000305175781,19792.39990234375,1.5000000596046448,-0.0,0.7999999821186066,3.4999999403953552,255.0,128.0,,-0.009598764963027558,1.671537283261752,-7.139232997717838e-05,True,10,10,False,134.24001733462018,True,
7,3251,93,True,0,3081.7464986986215,1888.9599609375,3820.469970703125,349.3399963378906,-18205.999755859375,15583.399658203125,-3467.0001220703125,-1797.8999328613281,-638.3000183105469,5688.499755859375,0.0,-0.17021250931137796,-2.9237258625274247,1.1193106374084425,bf81d8692db,games5425898691,21.0,1990.3399658203125,3611.179931640625,283.57000732421875,2066.4999389648438,19325.30029296875,3657.7999877929688,-2070.399932861328,-1739.7000122070312,-1090.6999969482422,255.0,239.0,,-0.9383510161103032,1.5772641101227938,-0.43219406154313256,True,5,False,6,99.30100636841149,True,,76561198039309853,enpitsu,25.0,3463.840087890625,4316.56005859375,22.079999923706055,-12678.1005859375,-5126.6998291015625,-3429.7000122070312,-3833.5000610351562,3915.8999633789062,136.00000381469727,255.0,255.0,True,0.1926871671232424,-2.7334193633926085,-0.08709114733317955,True,8,False,0.0,False,8,,Castro,76561198869337620,20,977.0900268554688,2713.179931640625,17.010000228881836,4064.2999267578125,22313.89892578125,2.800000011920929,-0.09999999776482582,-0.7000000029802322,1861.6000366210938,255.0,255.0,,0.009595985627202168,1.4545612152527594,8.36324291424136e-05,True,8,False,8,60.0,False,,Kapatranovic,76561198216153433,13.0,2785.110107421875,4939.580078125,145.97000122070312,8234.7998046875,-2113.300018310547,-2996.7999267578125,1538.2000732421875,-867.6000213623047,-1013.3999633789062,128.0,128.0,,-0.7591554399788478,-0.5361047800991088,-0.42182517825078114,True,12,10,False,0.0,False,
8,3882,97,False,1,5196.916631486944,0.8899999856948853,20.75,93.41000366210938,-29.800000190734863,30981.39892578125,1037.2000122070312,3778.2998657226562,-161.5999984741211,-0.29999999329447746,1.0,-0.0013540111817877934,1.5918459975563154e-05,-0.03148003959539621,76561198869337620,Castro,20.0,5.53000020980835,-180.9499969482422,87.86000061035156,980.1999664306641,22909.69970703125,165.6999969482422,-5494.89990234375,235.10000228881836,0.0,255.0,128.0,,-1.2885112804619425,1.6136568417809303,-8.379126017664214e-05,True,3,False,4,31.0,False,,76561198216153433,Kapatranovic,12.0,-0.0,-2221.530029296875,17.010000228881836,-0.0,14096.099853515625,2.7000001072883606,-0.7999999821186066,-0.0,0.0,255.0,,,-0.00951389076875119,1.5708042542344733,-3.7693731894913176e-08,True,False,False,116.0,False,False,,enpitsu,76561198039309853,25,-38.290000915527344,196.92999267578125,110.38999938964844,-5661.9000244140625,-22201.4990234375,1919.9000549316406,3716.0000610351562,-3801.099853515625,-1411.3999938964844,255.0,0.0,,-0.6732878324544337,-1.6361816232723856,0.45297672650818027,True,1,False,2,31.0,False,,games5425898691,bf81d8692db,20.0,-2924.18994140625,4091.919921875,17.010000228881836,-19040.6005859375,914.8000335693359,2.800000011920929,0.29999999329447746,-0.0,1946.7999267578125,128.0,255.0,,-0.00963002674287372,-0.023959475185784913,3.444292235115632e-05,True,False,False,False,0.0,False,50.0
9,4149,107,False,0,6599.511034699411,-66.87000274658203,-1407.219970703125,248.82000732421875,3516.300048828125,27146.99951171875,4251.300048828125,1344.1000366210938,-899.4000244140625,549.1999816894531,0.0,-0.0046647645979567024,2.696161759271005,0.05114895123482363,bf81d8692db,games5425898691,20.0,-92.75,-1619.3499755859375,153.52999877929688,5540.3997802734375,22252.19970703125,1772.1000671386719,-2391.999969482422,4601.099853515625,1832.2999572753906,255.0,47.0,,-0.023342655468227964,1.1642512697812504,0.48864480020910994,True,5,False,6,83.38961719697518,True,,76561198039309853,enpitsu,25.0,-3901.780029296875,-4126.43017578125,364.9700012207031,-496.19998931884766,598.1999969482422,-11156.199951171875,-1928.0999755859375,-1512.7999877929688,-195.40000915527344,255.0,128.0,False,1.5442761531980347,3.046809875725875,2.406568414195328,True,2,False,108.43742800528003,True,4,,Castro,76561198869337620,20,-2317.27001953125,-3750.340087890625,48.15999984741211,-10154.7998046875,6669.5001220703125,-4171.199951171875,-20.499999523162842,-85.9000015258789,-2401.7999267578125,255.0,0.0,False,-0.6333283174467513,-2.8081019418574646,-0.7008697505156548,True,6,False,8,72.64890315199408,True,,Kapatranovic,76561198216153433,13.0,3219.669921875,2426.320068359375,44.849998474121094,-2484.7000122070312,19596.800537109375,-2799.2001342773438,-2597.5,-393.1999969482422,-1314.2999267578125,255.0,0.0,,-0.1159148719233908,1.7794775558710065,0.045869459107299206,False,6,4,4,0.0,False,
