,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_boost_collect,shot_taker_handbrake
0,1279,40,False,1,5670.675114128829,-1347.5,-68.0,104.61000061035156,8870.399780273438,30183.00048828125,6802.8997802734375,705.5999755859375,5098.900146484375,-3082.60009765625,1.0,-0.21433473231178068,1.1695198820219892,-1.3490908986422172,bf81d8692db,games5425898691,19.0,-1391.2099609375,-216.05999755859375,42.709999084472656,-7912.19970703125,18529.200439453125,2649.1000366210938,1768.6000061035156,2356.1000061035156,-4644.2999267578125,255.0,0.0,0.08524728690126473,1.4246758131184132,0.07978403484273934,True,139.7662451959426,True,False,7,6,,76561198039309853,enpitsu,27.0,-1715.4300537109375,-398.1400146484375,17.049999237060547,3737.5,1018.0000305175781,2.5999999046325684,0.7000000029802322,0.5999999865889549,22.999999523162842,128.0,128.0,,-0.017288358637189208,2.869150109981744,-7.522699649157094e-05,True,6,False,151.0,False,4,,Tsubasa,76561198090050877,7.0,-3718.080078125,2226.820068359375,17.010000228881836,-578.6000061035156,14299.89990234375,2.0000000298023224,-0.0,-3.0000001192092896,-412.5,255.0,90.0,False,-0.009597466623809248,1.5440494437568189,9.020852775063139e-05,True,161.0,False,26,22,4,,Neiko,76561198860453116,5.0,-1544.2900390625,3507.110107421875,17.0,8905.30029296875,10931.600341796875,3.3000001311302185,0.29999999329447746,0.5999999865889549,0.0,176.0,128.0,,-0.00958121443663139,2.25437239005098,-6.411405846237973e-05,True,12,14,168.0,False,4,,
1,1472,47,False,1,2522.4045915084466,1857.260009765625,2807.93994140625,349.6700134277344,-12638.699951171875,23237.80029296875,7735.10009765625,5367.9998779296875,746.3999938964844,-2574.2001342773438,1.0,0.38649614643966473,-0.0806089837969038,-0.38296686601707136,bf81d8692db,games5425898691,19.0,1917.2099609375,2612.18994140625,247.99000549316406,-13190.50048828125,12910.899658203125,2835.8999633789062,-3585.2999877929688,-2319.7999572753906,220.6999969482422,255.0,213.0,0.3723389653616371,1.7119268679483832,0.08204142846045735,True,109.42213313297563,True,False,10,7,,76561198039309853,enpitsu,27.0,2070.199951171875,-318.6700134277344,17.049999237060547,-12838.599853515625,-4104.800109863281,2.5,1.5000000596046448,0.19999999552965164,-188.29999923706055,255.0,128.0,False,-0.016724961461641305,-0.2884410309540182,0.0001884027107099554,True,6,False,228.0,False,4,,Tsubasa,76561198090050877,8.0,4073.06005859375,2089.85009765625,216.89999389648438,699.5999908447266,-4870.400085449219,4079.2999267578125,-1622.4000549316406,-1303.8999938964844,406.3999938964844,255.0,255.0,False,0.7189611781212586,-1.6947221684472125,1.3189448009122056,True,123.0,False,28,22,6,,Neiko,76561198860453116,5.0,339.9800109863281,5370.56005859375,18.15999984741211,-96.89999580383301,-0.29999999329447746,2.7000001072883606,23.299999237060547,10.700000524520874,22.699999809265137,128.0,128.0,False,-0.031601451224773744,-1.7692167473610267,0.005200868946978381,True,12,16,117.0,False,4,,
2,1726,56,False,1,4021.684653160272,-2390.6298828125,2822.239990234375,202.27999877929688,20041.600341796875,17396.099853515625,8633.300170898438,5163.0999755859375,1603.0999755859375,-2602.3001098632812,1.0,-0.6908292716140728,-0.9367626020454213,1.1151873864149415,bf81d8692db,games5425898691,19.0,-2544.530029296875,2587.449951171875,104.77999877929688,6653.900146484375,18016.400146484375,2463.2000732421875,-2339.7000122070312,768.0999755859375,317.60000228881836,255.0,128.0,-0.07469640943588852,1.8777079955403977,0.0033592136714698513,True,202.0,False,False,14,11,,76561198039309853,enpitsu,27.0,-1903.3299560546875,1707.6199951171875,17.059999465942383,7810.7000732421875,-10808.1005859375,1.899999976158142,-0.09999999776482582,0.3999999910593033,2118.300018310547,255.0,255.0,,-0.016727028768265012,-2.2422435235670526,0.00011547548839540564,True,8,False,164.0,False,4,,Tsubasa,76561198090050877,8.0,-148.99000549316406,4312.41015625,17.010000228881836,3784.89990234375,9350.900268554688,2.3000000417232513,-0.0,-0.0,3433.0999755859375,255.0,255.0,False,-0.00954753217324884,1.173149919426627,4.8044861950561405e-05,True,255.0,False,28,22,6,,Neiko,76561198860453116,5.0,-3260.659912109375,3539.510009765625,17.010000228881836,9321.900024414062,1633.9999389648438,1.1999999731779099,-0.5000000074505806,-0.0,2455.399932861328,255.0,246.0,False,-0.009518003651376165,2.9260003968154624,4.783419797979135e-05,True,14,20,248.74083453609097,True,6,,
3,2020,67,False,1,2978.467929676158,2066.06005859375,2400.97998046875,97.0,-14709.89990234375,13912.099609375,1438.0999755859375,-1719.4999694824219,-547.0999908447266,288.1999969482422,1.0,-1.2287259341058838,0.6088244756502585,-0.7298732662239255,76561198039309853,enpitsu,27.0,2171.139892578125,2284.31005859375,21.68000030517578,-12938.699951171875,11289.000244140625,2790.1998901367188,-998.8999938964844,-91.80000305175781,-275.10000228881836,255.0,128.0,-0.024096317935452694,0.7122389936578972,0.009520052417582874,True,131.8715008868966,True,False,10,5,,bf81d8692db,games5425898691,19.0,655.030029296875,2083.14990234375,17.020000457763672,12758.399658203125,3147.9998779296875,1.0999999940395355,0.3999999910593033,0.19999999552965164,-2226.0000610351562,255.0,0.0,,-0.009555578851001867,2.9581418535380313,-4.7452865487733435e-05,True,14,False,255.0,False,12,,Tsubasa,76561198090050877,8.0,-214.1699981689453,4310.830078125,17.010000228881836,6049.2999267578125,-9285.0,2.0999999344348907,1.0000000149011612,-1.0999999940395355,450.0,255.0,176.0,False,-0.009529755752119933,-2.138447920860469,0.00013336039426141508,True,116.0,False,False,False,False,,Neiko,76561198860453116,5.0,1908.72998046875,2852.090087890625,21.979999542236328,5686.400146484375,-15494.599609375,2999.2999267578125,-1.4000000059604645,3.4999999403953552,-1388.8999938964844,255.0,42.0,,-0.009595880320747775,-1.9070050858724639,-0.00022876577188563069,True,14,21,135.0,False,6,,
4,3904,135,False,1,6338.457910335265,3116.72998046875,-796.7000122070312,557.6300048828125,-11967.39990234375,29287.80029296875,-4833.900146484375,-1457.2999572753906,-1346.6000366210938,-1851.0000610351562,1.0,-1.0377734283663482,2.398022166008709,3.0388255301805436,bf81d8692db,games5425898691,19.0,3224.510009765625,-972.75,511.489990234375,-7281.400146484375,21253.60107421875,4925.7000732421875,-4288.299865722656,-2402.5,-2467.2000122070312,255.0,220.0,0.21069478447830392,1.3044192714316678,-0.45711686974760185,True,137.56837832543158,True,False,38,37,,76561198039309853,enpitsu,27.0,2552.18994140625,-1431.06005859375,17.059999465942383,464.50000762939453,15129.7998046875,1.8000000715255737,-0.0,-0.7000000029802322,2008.699951171875,255.0,255.0,,-0.01678535804655445,1.5455718595936776,6.674168258273223e-05,True,26,False,128.0,False,18,,Tsubasa,76561198090050877,8.0,3402.1298828125,3475.8701171875,17.010000228881836,-3907.5,20052.099609375,2.5,0.09999999776482582,-0.0,2535.0,128.0,255.0,True,-0.009608943848238363,1.2626318751048327,0.00017212511107519065,True,255.0,False,34,20,16,,Neiko,76561198860453116,5.0,2226.010009765625,-2317.860107421875,95.61000061035156,-1884.7000122070312,22843.60107421875,-17.000000476837158,-5243.699951171875,1604.7000122070312,-421.89998626708984,255.0,83.0,,-1.1044145866603847,0.6025734534314013,1.247039858155856,True,29,44,8.0,False,6,,
5,4456,155,False,0,4087.3529525998338,2287.659912109375,2576.64990234375,671.3099975585938,-14854.69970703125,16455.10009765625,542.0000076293945,-489.1999816894531,-1201.3999938964844,5857.9998779296875,0.0,0.14681063557810978,0.40202210595738985,0.5067366660428406,76561198860453116,Neiko,5.0,2381.02001953125,2467.10009765625,586.75,4284.5001220703125,16502.60009765625,2944.4000244140625,3530.8999633789062,3140.7000732421875,2813.900146484375,128.0,128.0,-1.3696294307715262,2.666605046306595,1.2179097452981646,True,131.0,False,10,48,30,,76561198090050877,Tsubasa,8.0,1825.3900146484375,5098.919921875,144.39999389648438,-7708.499755859375,-556.1000061035156,-3394.8001098632812,-1029.3000030517578,-2271.0000610351562,879.4999694824219,255.0,255.0,False,0.4106825032650437,-3.067967969039918,-1.4553528152500392,True,40,16,,False,24,,enpitsu,76561198039309853,27.0,1760.9200439453125,3295.68994140625,17.059999465942383,-7701.400146484375,-7151.300048828125,2.3000000417232513,-0.3999999910593033,-0.3999999910593033,-2889.5999145507812,255.0,0.0,False,0.016709298763610155,-2.5215039214190886,-4.544696498184346e-05,True,255.0,False,26,18,False,,games5425898691,bf81d8692db,18.0,1746.5999755859375,4809.39990234375,17.0,-10529.3994140625,2355.399932861328,3.3000001311302185,-3.6000001430511475,0.7999999821186066,-1124.3000030517578,255.0,128.0,,0.009533750644262467,2.85752144529977,0.00016805368623751135,True,44,44,255.0,False,False,,
6,5072,178,False,0,4674.027434845654,1617.4000244140625,1199.27001953125,130.25,-10566.600341796875,24454.599609375,2582.3001098632812,-1176.2999725341797,336.1000061035156,-5873.900146484375,0.0,-0.047513659475219704,1.1959352355993924,1.9757038056784817,76561198860453116,Neiko,5.0,1710.989990234375,949.010009765625,106.79000091552734,-4867.200012207031,20533.1005859375,2409.2999267578125,-515.4000091552734,-4186.600036621094,2098.800048828125,255.0,255.0,0.023223408526834955,1.6826717461168146,-0.04997455644035564,True,167.0,False,False,4,3,,76561198090050877,Tsubasa,8.0,3653.449951171875,-347.510009765625,16.989999771118164,-5244.4000244140625,-21161.59912109375,2.199999988079071,0.0,0.19999999552965164,-263.1999969482422,255.0,128.0,False,0.009590108973454869,-1.8404455176575825,0.00014659427262907434,True,50,18,236.3296258039372,True,32,,enpitsu,76561198039309853,27.0,-37.599998474121094,4306.0,17.040000915527344,1903.8999938964844,7380.999755859375,4.399999976158142,-0.29999999329447746,-0.19999999552965164,2449.1000366210938,255.0,128.0,False,0.016650496956600185,1.3300067359354972,3.7550487337644494e-05,True,83.0,False,32,24,False,,games5425898691,bf81d8692db,19.0,302.75,2556.81005859375,17.010000228881836,10853.499755859375,-2161.199951171875,2.5,0.19999999552965164,0.0,2383.0999755859375,255.0,255.0,,0.009541965122264587,-0.13817037617426733,-3.837206116730752e-05,True,56,56,31.0,False,False,,False
7,5236,184,False,0,3533.431902853339,866.260009765625,2077.389892578125,506.25,-5134.000244140625,31297.900390625,-878.8999938964844,-21.19999885559082,-848.6000061035156,-2538.800048828125,0.0,0.49223651978545097,-1.002051839526673,0.6598886276894841,76561198090050877,Tsubasa,8.0,896.5499877929688,1885.27001953125,482.19000244140625,-5170.10009765625,21633.20068359375,2115.2999877929688,-3348.699951171875,945.5999755859375,946.2000274658203,255.0,128.0,-0.20577154790698832,1.653798084749362,0.4118018123230654,True,123.08379351451835,True,20,52,32,,76561198860453116,Neiko,5.0,491.5,1116.6700439453125,14.479999542236328,-5836.7999267578125,-13945.2001953125,397.99999237060547,321.30001068115234,-124.39999580383301,727.2000122070312,,,,-0.010997705665151564,-2.018695800251314,0.0033500657342341016,True,4,False,123.0,False,6,,enpitsu,76561198039309853,27.0,134.80999755859375,5635.68017578125,28.18000030517578,1216.3999938964844,-3944.2001342773438,-155.2999973297119,0.09999999776482582,-64.60000038146973,1663.8999938964844,128.0,128.0,,0.05525831210575306,-1.3674182580046839,0.008240811894600361,True,83.0,False,34,24,False,,games5425898691,bf81d8692db,19.0,360.3399963378906,5118.83984375,17.010000228881836,-1880.8000183105469,-278.6000061035156,2.3000000417232513,0.19999999552965164,0.0,952.3000335693359,128.0,247.0,,0.009631565401319882,-3.1077058741120065,-2.5638933752119832e-05,True,58,58,31.0,False,False,,True
8,6320,223,False,0,501.6607414816958,-935.030029296875,4639.85986328125,132.97000122070312,7275.999755859375,11153.1005859375,14301.500244140625,3555.7000732421875,-1031.500015258789,4721.400146484375,0.0,-0.05439051269252471,1.5855010634395033,1.4067842327136086,76561198860453116,Neiko,5.0,-1038.2900390625,4505.02001953125,49.150001525878906,18134.3994140625,1638.5000610351562,3538.2000732421875,-53.29999923706055,316.200008392334,2186.699981689453,255.0,255.0,0.017628491257518124,0.25317487049961745,0.0007480065843511742,True,142.0,False,4,16,14,,76561198090050877,Tsubasa,8.0,-3527.320068359375,-3475.93994140625,16.700000762939453,5112.200012207031,-19956.500244140625,71.30000114440918,-13.40000033378601,51.599998474121094,1855.8000183105469,255.0,255.0,False,0.00951723114077489,-1.2595330518933163,0.0032309028477707567,True,68,22,31.0,False,46,,enpitsu,76561198039309853,27.0,-848.7000122070312,4776.18994140625,93.12000274658203,-12196.400146484375,-10046.199951171875,1555.2000427246094,3534.89990234375,-4140.299987792969,781.9999694824219,255.0,255.0,False,0.8213151707998637,-2.6545056010009493,-0.1511356478302615,True,209.0,False,42,31,False,,games5425898691,bf81d8692db,20.0,-1380.2099609375,4715.330078125,100.83000183105469,5246.400146484375,-5223.3001708984375,-163.50000381469727,872.0999908447266,3352.5,4271.9000244140625,255.0,128.0,,0.5729271593621249,-1.9041914969721743,1.7282785123375988,True,69,70,51.0,False,False,,False
9,6702,237,False,0,4229.704470806946,-3876.530029296875,2138.860107421875,1501.239990234375,13984.7998046875,12585.799560546875,2729.7000122070312,1003.3000183105469,-2214.499969482422,-5485.30029296875,0.0,0.990975447131663,1.6103780359327613,2.42904028470071,76561198860453116,Neiko,5.0,-3991.43994140625,1958.1300048828125,1462.1099853515625,10570.30029296875,7521.500244140625,9309.000244140625,-3577.7999877929688,1029.4999694824219,1873.0000305175781,255.0,0.0,-0.5736643700048526,1.648874743196186,1.5325326521754847,True,21.0,False,4,26,23,,76561198090050877,Tsubasa,8.0,-909.47998046875,-2414.669921875,16.989999771118164,-12567.80029296875,7320.2001953125,2.5999999046325684,-0.7000000029802322,0.09999999776482582,-2151.4999389648438,255.0,0.0,,0.009581594498988811,2.5476705196286082,-4.912321280824717e-05,True,70,22,244.61543230087526,True,48,,enpitsu,76561198039309853,27.0,697.0499877929688,5604.43017578125,26.940000534057617,-835.4000091552734,-315.10000228881836,-12.100000381469727,0.3999999910593033,-1.5000000596046448,-0.7000000029802322,255.0,128.0,False,0.029880593134167972,-2.7944765373137384,-0.03710117075241497,True,184.0,False,46,36,False,,games5425898691,bf81d8692db,19.0,-3889.860107421875,3463.85009765625,21.5,7700.3997802734375,-13869.7998046875,-2109.199981689453,-441.6999816894531,-3658.5000610351562,-794.5999908447266,255.0,128.0,,0.08362155453543256,-1.0834415352476636,-0.1815898072690393,True,72,72,106.0,False,False,,
