,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,1335,42.0,True,1,794.1089346081259,820.9000244140625,4349.4501953125,116.9800033569336,-182.09999084472656,18876.99951171875,11053.199462890625,5149.4000244140625,-3075.1998901367188,-161.20000839233398,1.0,-0.636947474120275,1.8606946050482673,-2.2004639037188065,76561198039309853,enpitsu,26.0,795.5700073242188,4222.5400390625,15.699999809265137,1145.8999633789062,16248.199462890625,-930.6999969482422,-718.3000183105469,1626.1000061035156,-930.4000091552734,128.0,128.0,False,-0.025676154687627933,1.6610997157745617,0.014505186206998982,True,80.0,False,2,False,2,,bf81d8692db,games5425898691,24.0,507.4800109863281,4257.4501953125,17.0,-26.19999885559082,-15155.30029296875,3.4999999403953552,0.09999999776482582,0.09999999776482582,2045.0,255.0,255.0,,-0.009586662177008057,-1.6362143184704567,3.12422732287669e-05,True,8,183.0,False,False,10,,Killua ﾑ,be6ca03909b,7,1244.8599853515625,4207.0498046875,17.010000228881836,-12776.099853515625,-1921.300048828125,0.09999999776482582,0.09999999776482582,-0.0,-2348.0999755859375,255.0,0.0,False,-0.00956100433006258,-0.08220350223542042,3.14374541200208e-05,True,163.16618503806407,True,False,False,False,,Steppke36,76561198071205052,12.0,466.07000732421875,2671.219970703125,17.010000228881836,-8507.999877929688,18692.900390625,2.0999999344348907,-0.0,-0.0,-6.3999998569488525,255.0,128.0,False,-0.009599511858364823,1.1445245494600853,8.950244710203045e-06,True,20,False,22,121.0,False,
1,2084,60.0,False,0,4358.990083164076,1420.6099853515625,1447.56005859375,688.9500122070312,-6942.1002197265625,15408.900146484375,4605.799865722656,-1012.3000335693359,2209.4000244140625,4384.5001220703125,0.0,0.40551705963703266,-1.7881734721284561,-1.5710291627230628,be6ca03909b,Killua ﾑ,7.0,1444.4599609375,1337.7099609375,529.280029296875,-5952.1002197265625,4847.200012207031,1634.7000122070312,-3398.0999755859375,530.6000137329102,-403.6000061035156,128.0,87.0,False,-1.0832963572034155,1.871014834521335,0.4853614083822159,True,148.98993568266593,True,14,4,12,,76561198071205052,Steppke36,12.0,699.9199829101562,2186.5,16.989999771118164,-13864.89990234375,-17472.19970703125,4.4999998807907104,-0.3999999910593033,-0.5000000074505806,-79.29999828338623,255.0,135.0,,0.009588246355278482,-2.2537147308615486,4.9901745884334686e-05,False,10,12.0,False,False,10,,enpitsu,76561198039309853,26,929.3499755859375,2903.43994140625,17.059999465942383,-2919.2999267578125,4773.800048828125,1.2999999523162842,0.19999999552965164,-0.9000000357627869,10.800000429153442,0.0,128.0,False,0.016953163107183148,-1.0195643885186292,-8.951462939844455e-05,True,231.0,False,4,4,False,,games5425898691,bf81d8692db,24.0,3606.510009765625,167.5500030517578,17.010000228881836,390.99998474121094,12353.699951171875,2.199999988079071,0.0,-3.0000001192092896,1660.8000183105469,255.0,188.0,,0.009566963344350138,1.5813360336316264,8.856529169364652e-05,True,4,False,6,255.0,False,
2,2753,84.0,True,0,1086.090721606519,-1251.3599853515625,4113.68994140625,429.8699951171875,17973.800048828125,12461.300048828125,601.8999862670898,-2188.300018310547,3923.2000732421875,-2573.699951171875,0.0,0.4965601081630145,1.7090555280461657,2.103690927252479,76561198071205052,Steppke36,12.0,-1364.4599609375,3978.719970703125,325.80999755859375,7315.4998779296875,5996.5997314453125,3641.0000610351562,4449.599914550781,-480.2000045776367,-2971.7001342773438,128.0,85.0,False,-0.9574182519566771,1.647717603124827,-0.3523451167321483,True,121.0,False,16,6,12,,be6ca03909b,Killua ﾑ,7.0,-3200.659912109375,4814.7001953125,167.50999450683594,-518.6000061035156,-6320.10009765625,-13300.799560546875,-4709.700012207031,-2806.300048828125,-439.1999816894531,255.0,0.0,False,1.0359296082379499,-1.5977268706948202,-0.7608083541006659,True,18,162.69186239857825,True,4,24,,enpitsu,76561198039309853,26,-1428.7099609375,4112.72998046875,148.91000366210938,17154.100341796875,-1485.5999755859375,3713.3999633789062,-93.29999923706055,-959.4000244140625,-1219.3000030517578,128.0,128.0,False,-0.2848365307366122,-0.47907693965752907,0.05254526227044008,True,91.0,False,12,10,False,,games5425898691,bf81d8692db,24.0,-1032.6099853515625,4181.7099609375,172.36000061035156,-12750.400390625,-11470.999755859375,2396.1000061035156,-149.49999809265137,271.70000076293945,32.799999713897705,255.0,148.0,,-0.8666748353087625,-2.5125264698328147,0.034522825326307585,True,10,False,14,160.15138930659137,True,
3,3558,104.0,False,1,1740.2292550667137,-474.1400146484375,4067.10009765625,218.60000610351562,811.8000030517578,26643.701171875,3805.4000854492188,1582.2000122070312,-5089.700012207031,-2755.10009765625,1.0,1.1966286575785983,2.734185088878107,-1.8427857316489367,76561198039309853,enpitsu,26.0,-523.4299926757812,3899.10009765625,170.17999267578125,-5846.9000244140625,20458.00048828125,28.499999046325684,-1572.7000427246094,5081.7999267578125,1396.7999267578125,128.0,0.0,,-0.042372305478024286,1.1905701469205574,1.2994583490538103,True,130.0,False,4,False,3,,bf81d8692db,games5425898691,24.0,15.079999923706055,2834.8798828125,16.989999771118164,-20289.200439453125,-10805.6005859375,4.4999998807907104,0.7999999821186066,0.5000000074505806,-428.3000183105469,255.0,67.0,,-0.009594639065775094,-0.4862082787068527,-7.163177058821615e-05,True,6,31.0,False,False,6,,Killua ﾑ,be6ca03909b,7,2216.7099609375,3174.9599609375,100.26000213623047,-7339.000244140625,21769.89990234375,-1099.7000122070312,-2184.1000366210938,1764.7999572753906,232.09999084472656,255.0,183.0,False,0.10732591699113117,1.1610233697095373,-0.5283393589018796,True,144.0,False,12,12,False,,Steppke36,76561198071205052,12.0,-116.06999969482422,4616.2998046875,165.86000061035156,-20396.400146484375,-10496.199951171875,1677.2999572753906,5484.6002197265625,290.49999237060547,290.10000228881836,255.0,255.0,False,-0.026092805641008722,-0.08335814380375489,-0.8491051626516871,True,11,False,10,127.0,False,
4,4261,130.0,False,1,2368.985002622599,-1106.25,3873.8701171875,130.5,5985.30029296875,17937.19970703125,5657.5,2648.2000732421875,-2315.2999877929688,-4860.5999755859375,1.0,-0.3925622769996252,-2.107642798858609,2.6502694404577425,76561198039309853,enpitsu,26.0,-1186.75,3722.300048828125,70.23999786376953,-5107.5,19772.2998046875,2981.0000610351562,-1287.2999572753906,1636.4999389648438,-3208.699951171875,128.0,0.0,,-0.07948581723276489,1.2785467513910054,0.008416581452344325,True,50.0,False,12,False,11,,bf81d8692db,games5425898691,24.0,-936.1099853515625,3898.199951171875,51.22999954223633,-11860.30029296875,-4837.300109863281,-1116.3999938964844,-398.4000015258789,2524.2999267578125,89.49999809265137,255.0,128.0,,-0.048417043487815656,-1.784109540761872,1.4715023497760584,True,14,116.0,False,False,14,,Killua ﾑ,be6ca03909b,6,-338.8399963378906,4244.830078125,17.010000228881836,-16481.600341796875,4057.3001098632812,1.899999976158142,0.7000000029802322,-0.0,-44.20000076293945,255.0,128.0,,-0.009604186521985823,0.2473428715940227,7.281083087127981e-05,True,12.0,False,22,18,False,,Steppke36,76561198071205052,12.0,-25.09000015258789,4965.31005859375,17.010000228881836,-5539.89990234375,2915.0,2.0999999344348907,0.19999999552965164,-0.19999999552965164,-217.70000457763672,46.0,128.0,,-0.009953357833928094,0.5153654209730217,0.00014964882712134364,True,18,False,18,202.0,False,
5,4811,150.0,True,0,855.423698959953,-110.02999877929688,4802.35986328125,193.5399932861328,25126.201171875,15551.800537109375,-4210.10009765625,-480.99998474121094,-243.1999969482422,-5975.7000732421875,0.0,0.5561139838873216,-1.2915209127968463,0.7267091818026952,76561198071205052,Steppke36,12.0,-275.8500061035156,4714.330078125,194.0800018310547,-5167.9998779296875,21429.49951171875,-143.99999618530273,-3456.400146484375,4278.0999755859375,-20.09999990463257,252.0,128.0,,-0.12666844860569876,2.4302944197782517,2.584921956185185,True,183.0674321266913,True,20,False,19,,be6ca03909b,Killua ﾑ,7.0,-907.1099853515625,4215.97021484375,16.989999771118164,12172.5,-12136.400146484375,4.399999976158142,0.3999999910593033,0.09999999776482582,0.0,255.0,128.0,,0.009552622758440106,-0.7839142452866308,-8.20204437320104e-06,True,22,0.0,False,False,28,,enpitsu,76561198039309853,26,-2548.280029296875,4754.25,17.030000686645508,16095.30029296875,15552.900390625,5.0,-0.29999999329447746,-0.19999999552965164,-11.200000047683716,255.0,0.0,,0.01676910463288532,0.7670456967042121,3.55572356725167e-05,True,255.0,False,20,18,False,,games5425898691,bf81d8692db,24.0,87.05000305175781,4532.72021484375,17.010000228881836,-1985.0999450683594,22806.10107421875,1.5000000596046448,0.0,1.5000000596046448,-1606.1000061035156,255.0,0.0,,0.009584317923973991,1.622241092079017,-0.00024186065165518437,True,18,False,20,27.85324712466168,True,
6,6363,197.0,False,1,115.58144710273196,900.0700073242188,5024.490234375,198.0500030517578,-11568.00048828125,7046.7999267578125,673.0999755859375,-4380.5999755859375,701.8000030517578,4039.4000244140625,1.0,-0.4612959808631888,0.14780444554482208,-0.6132520790119681,76561198039309853,enpitsu,26.0,1028.199951171875,4897.43017578125,235.16000366210938,45.39999961853027,8723.200073242188,5197.0001220703125,-1635.0999450683594,-737.3999786376953,1541.300048828125,255.0,128.0,False,-0.33723729525973506,0.30341018675547576,0.17566747703100635,True,175.0,False,12,2,10,,bf81d8692db,games5425898691,24.0,-574.8800048828125,1935.0999755859375,16.989999771118164,15938.00048828125,16582.39990234375,2.199999988079071,-1.8000000715255737,-1.7000000178813934,941.9000244140625,255.0,147.0,,-0.009588791751842124,2.2825908376017905,-6.442254095031802e-05,True,10,69.19747083417829,True,False,12,,Killua ﾑ,be6ca03909b,7,-267.6300048828125,2146.35009765625,16.90999984741211,20401.300048828125,5744.7998046875,26.90000057220459,24.500000476837158,1.1999999731779099,-147.39999771118164,255.0,128.0,False,-0.009900958316231988,2.8849235957581776,-0.0012299867221048809,True,187.0,False,20,16,False,,Steppke36,76561198071205052,12.0,-824.3300170898438,4608.35986328125,98.51000213623047,16444.200439453125,10570.899658203125,-384.7999954223633,-4506.199951171875,1726.3999938964844,232.60000228881836,255.0,128.0,False,1.1506562342391915,2.967200776825797,1.000871717240158,True,12,False,14,152.0,False,
7,6398,199.0,True,1,1163.512939328673,-249.47000122070312,4935.89013671875,134.2100067138672,-3923.900146484375,30963.798828125,1903.5000610351562,-1913.9999389648438,-4873.500061035156,148.59999656677246,1.0,0.0895050670820361,-1.9524327866529447,1.239757002530271,bf81d8692db,games5425898691,24.0,-243.1199951171875,4702.64990234375,111.5999984741211,-4717.099914550781,18974.49951171875,3736.7001342773438,2898.2000732421875,-2593.2998657226562,2949.7000122070312,255.0,207.0,,-0.20434551411224142,1.0795164414532168,-0.011173928679341255,True,24.0,False,14,False,10,,76561198039309853,enpitsu,26.0,1129.81005859375,4967.259765625,198.35000610351562,921.9999694824219,-937.3000335693359,-4696.499938964844,310.0,-354.70001220703125,-8.199999928474426,128.0,128.0,False,-0.20725949130106247,2.370626170750283,-2.1292764249423497,True,10,175.0,False,2,12,,Killua ﾑ,be6ca03909b,7,591.6599731445312,3892.97998046875,17.010000228881836,-11335.999755859375,13473.699951171875,2.0000000298023224,0.5000000074505806,-0.29999999329447746,-197.00000762939453,255.0,76.0,False,-0.00959996817712252,0.8418169686682668,-0.00024870924154769944,True,217.0,False,20,16,False,,Steppke36,76561198071205052,12.0,298.5,5301.72021484375,17.030000686645508,-3757.60009765625,-1191.2999725341797,-0.7000000029802322,3.6000001430511475,-0.5999999865889549,-0.19999999552965164,0.0,128.0,False,-0.00977787737047419,2.834721736086296,-7.639681138818864e-05,True,12,False,14,152.0,False,
8,6654,199.0,False,0,5132.095847332466,1.2699999809265137,86.94999694824219,94.6500015258789,904.1999816894531,27690.10009765625,845.1999664306641,-2608.5000610351562,85.10000228881836,5402.5,0.0,0.01268839566477378,0.19898724624501815,-0.09533748405098573,76561198071205052,Steppke36,12.0,-0.3400000035762787,-150.1199951171875,82.12000274658203,2107.4000549316406,19751.199951171875,3400.4000854492188,2561.400146484375,985.1000213623047,-4169.5001220703125,255.0,15.0,,0.07312297815114603,1.7258243721291175,-0.0012251497517938963,True,0.0,False,6,False,5,,be6ca03909b,Killua ﾑ,7.0,-2815.719970703125,-4072.39990234375,17.010000228881836,-17656.99951171875,-1831.6999816894531,2.5,0.0,0.0,-2759.5001220703125,255.0,0.0,False,0.009586034828419169,3.0973558088648057,-0.00013112150321966867,True,False,255.0,False,False,False,,enpitsu,76561198039309853,26,-65.7300033569336,3595.43994140625,17.049999237060547,-547.9999923706055,-10226.099853515625,2.5999999046325684,0.7000000029802322,0.09999999776482582,0.0,255.0,128.0,False,0.016631057488844705,-1.6243549720489774,1.2458749332840482e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-54.779998779296875,472.82000732421875,55.93000030517578,5777.7001953125,-20011.300048828125,2590.7998657226562,3610.1998901367188,3581.300048828125,221.70000076293945,128.0,197.0,,0.0863340818026875,-1.4792461917379012,-0.07392211735458648,True,3,False,4,0.0,False,
9,6882,207.0,False,0,4203.2800192374425,2297.85009765625,2407.43994140625,662.1699829101562,-16395.400390625,16154.000244140625,-3381.099853515625,-2600.7998657226562,-3367.0999145507812,4230.4998779296875,0.0,-0.14426490928353364,-2.9327152205704965,1.385327332308625,be6ca03909b,Killua ﾑ,7.0,2460.030029296875,2183.530029296875,632.5399780273438,-9864.600219726562,10823.399658203125,4165.7000732421875,-2813.599853515625,-1608.2000732421875,-803.4999847412109,255.0,128.0,,-0.4590892712303702,2.2130647596970365,0.03157927732964674,True,106.06516129483457,True,6,4,4,,76561198071205052,Steppke36,12.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,26,1201.8499755859375,4283.4599609375,17.049999237060547,-11489.7998046875,4828.800048828125,2.5,-1.4000000059604645,0.19999999552965164,213.4000015258789,128.0,128.0,,0.016836150803738865,2.768277572661323,-0.00018743895704203737,True,121.0,False,2,False,False,,games5425898691,bf81d8692db,24.0,3439.6201171875,4529.58984375,113.6500015258789,-10031.799926757812,8758.499755859375,-1331.4999389648438,-548.8000106811523,361.89998626708984,-11.399999856948853,255.0,128.0,,0.10961860870985327,2.416115693891014,-0.9356162065277169,True,6,False,6,116.0,False,
10,7831,242.0,False,1,5544.466372446736,2370.27001953125,-204.8699951171875,156.57000732421875,-10404.89990234375,20906.39892578125,9980.999755859375,4075.1998901367188,-3944.7000122070312,1957.4000549316406,1.0,0.30473788916869626,3.074746824168798,1.984123016984782,76561198039309853,enpitsu,26.0,2417.77001953125,-371.25,67.66999816894531,-4245.5999755859375,16711.099853515625,1698.0999755859375,-2736.4999389648438,-4293.999938964844,2078.8999938964844,255.0,255.0,False,-0.16451168921738862,1.4768088461653146,-0.17100986826005213,True,161.0,False,12,False,9,,bf81d8692db,games5425898691,24.0,3607.68994140625,-2179.969970703125,90.12000274658203,-3081.6000366210938,-19276.99951171875,-236.49999618530273,5091.9000244140625,-1184.1999816894531,-325.40000915527344,255.0,128.0,,1.394211031220278,-2.3913267471899813,-1.0477480363410823,True,14,0.0,False,False,20,,Killua ﾑ,be6ca03909b,7,1332.3599853515625,-407.510009765625,87.11000061035156,-21061.0009765625,-9109.299926757812,-1566.199951171875,-1343.3000183105469,-1319.7000122070312,-360.8000183105469,215.0,70.0,False,-0.08649459016193684,-0.8298275915939763,-0.46869989229069303,False,96.0,False,16,12,4,,Steppke36,76561198071205052,12.0,-588.4400024414062,3850.570068359375,17.020000457763672,13740.30029296875,2913.0999755859375,0.7999999821186066,-4.000000059604645,-1.0000000149011612,1371.6000366210938,255.0,128.0,False,-0.009585500818281861,2.8604308346994225,-8.738514303676266e-05,True,8,4,10,220.0,False,
11,8209,255.0,True,1,2259.0083492965114,-1313.6700439453125,4670.4501953125,121.68000030517578,19827.19970703125,10542.7001953125,-2873.2000732421875,-951.6999816894531,-1566.3999938964844,5713.0999755859375,1.0,0.3046678044829266,0.39255855192322997,-1.7462829838000842,bf81d8692db,games5425898691,24.0,-1441.3800048828125,4562.89990234375,66.33000183105469,18691.500244140625,-1124.1999816894531,2401.7999267578125,-676.8000030517578,5330.10009765625,-1175.1000213623047,255.0,203.0,,-0.20963937568354826,-3.0190262280027715,-0.0595933148518388,True,0.0,False,26,False,19,,76561198039309853,enpitsu,26.0,-902.1599731445312,3390.820068359375,17.049999237060547,3805.10009765625,4036.4999389648438,3.1999999284744263,2.0000000298023224,-0.5000000074505806,-1870.5000305175781,255.0,0.0,,-0.016765045266379393,2.2693061243342085,-0.0002512155794304236,True,12,141.0,False,False,14,,Killua ﾑ,be6ca03909b,7,-1472.6300048828125,4864.66015625,16.579999923706055,9842.80029296875,-5557.2998046875,76.70000076293945,143.50000381469727,11.000000238418579,2319.499969482422,255.0,255.0,False,-0.004601632655034408,-2.6714601822704402,-0.00735395846944837,True,154.68096344188976,True,18,12,4,,Steppke36,76561198071205052,12.0,-608.72998046875,4875.330078125,17.010000228881836,-3.1999999284744263,3.400000035762787,2.0999999344348907,-0.7000000029802322,-1.1999999731779099,-1.1999999731779099,128.0,128.0,,-0.009902088806277074,-3.1046088379129957,4.888788416357903e-05,True,10,6,14,82.0,False,
