,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,464,10,False,0,5595.205798985982,3462.389892578125,1631.3299560546875,219.1300048828125,-14003.399658203125,12770.2001953125,8871.500244140625,4945.299987792969,-3351.0000610351562,-559.7999954223633,0.0,-0.46147326337172123,-0.5212039927616924,2.662880781920494,76561198039309853,enpitsu,27.0,3500.8798828125,1652.6700439453125,92.58000183105469,-2006.199951171875,16260.2001953125,1318.699951171875,-2166.699981689453,-4876.7999267578125,1331.1000061035156,255.0,255.0,False,0.47298053588674394,1.496014478626942,-0.5026818860183688,True,6,5,False,125.0,False,,bf81d8692db,games5425898691,24.0,2614.830078125,339.6099853515625,17.010000228881836,225.49999237060547,12224.7998046875,2.0999999344348907,0.0,-2.5999999046325684,898.3000183105469,255.0,128.0,,0.009559543111172715,1.6170714386669007,-0.00021377150589065787,True,6,6,False,84.0,False,,Purpy B,b1c1424ec1b,8.0,3294.449951171875,1861.3800048828125,17.049999237060547,-12793.399658203125,5523.800048828125,2.5999999046325684,4.600000083446503,-1.8000000715255737,867.6999664306641,255.0,128.0,False,0.016752013220355834,2.779122026979471,-8.058623350347001e-05,True,125.0,False,8,8,False,,Rudrick,76561198028460939,7.0,-842.02001953125,-1155.3399658203125,91.20999908447266,5577.2998046875,17266.400146484375,-161.29999160766602,-5204.89990234375,1777.2000122070312,-4.300000071525574,255.0,128.0,,0.2660197423348439,-1.8996145025483375,-3.1407416894444222,True,221.0,False,False,6,5,
1,536,13,True,0,837.0412259162399,-97.44999694824219,4889.08984375,265.92999267578125,-16431.800537109375,20912.80029296875,-3231.7001342773438,5432.5,-2396.6000366210938,-861.9999694824219,0.0,0.6805045333411701,-0.590548780510307,-0.3184893730800639,bf81d8692db,games5425898691,24.0,-28.469999313354492,4750.33984375,197.47000122070312,-12585.6005859375,18549.599609375,-389.3000030517578,-5062.60009765625,-2065.2999877929688,594.3000030517578,255.0,128.0,,0.44055527330000493,2.371835465976226,0.3219806494742087,True,8,7,False,0.0,False,,76561198039309853,enpitsu,27.0,3146.43994140625,4095.93994140625,17.049999237060547,0.09999999776482582,0.0,2.5999999046325684,0.29999999329447746,0.7999999821186066,0.0,128.0,128.0,False,0.016830608275768683,2.243978768232186,-2.7728934776611e-05,True,6,6,False,125.0,False,,Purpy B,b1c1424ec1b,8.0,12.15999984741211,5397.3701171875,325.5400085449219,-18117.39990234375,13676.300048828125,-3703.599853515625,-996.9000244140625,-1194.4999694824219,-635.4999923706055,255.0,128.0,False,1.0356609910809653,-2.0133451255226764,-0.05286205992296786,True,0.0,False,8,10,4,,Rudrick,76561198028460939,7.0,-497.2099914550781,4004.360107421875,16.989999771118164,3626.099853515625,20848.30078125,4.4999998807907104,0.0,-0.7999999821186066,-0.3999999910593033,255.0,128.0,,0.009601676763391733,1.398515188870619,7.447695672534387e-05,True,158.0,False,False,6,6,
2,801,13,False,0,5178.747457668406,-2.9200000762939453,38.84000015258789,94.63999938964844,-3167.0001220703125,29352.7001953125,2284.9000549316406,-1115.4000091552734,-35.0,-522.0000076293945,0.0,-0.0006579748209166565,-0.008685306578497627,-0.0185827443330228,76561198039309853,enpitsu,27.0,43.560001373291016,-142.60000610351562,107.70999908447266,4776.7999267578125,19485.50048828125,1996.199951171875,-4236.199951171875,1939.9000549316406,2922.5,255.0,0.0,,0.6916685656778537,1.79071464918779,0.45744252558148385,True,2,1,False,31.0,False,,bf81d8692db,games5425898691,24.0,-3029.6298828125,-4309.0400390625,17.010000228881836,-3205.2999877929688,-14000.999755859375,2.3000000417232513,0.0,0.0,2104.1000366210938,255.0,255.0,,0.009584281291019098,-1.730199127571896,2.2831027495495086e-05,True,False,False,False,255.0,False,,Purpy B,b1c1424ec1b,8.0,-18.510000228881836,2195.93994140625,17.049999237060547,-144.7000026702881,-10106.599731445312,2.5999999046325684,-0.3999999910593033,0.0,0.0,255.0,128.0,,0.016732020590154977,-1.5851406990943546,2.0672182274619472e-06,True,116.0,False,False,False,False,,Rudrick,76561198028460939,7.0,39.63999938964844,666.8099975585938,17.010000228881836,2933.2000732421875,-15468.00048828125,2.3000000417232513,-0.09999999776482582,1.1999999731779099,1891.9000244140625,255.0,255.0,,0.009594813963789348,-1.33496533277252,0.00013789094659032565,True,31.0,False,False,False,False,
3,1524,39,True,0,292.3375568963912,-657.5900268554688,4970.81982421875,92.83999633789062,15673.800048828125,20904.49951171875,-1044.1000366210938,-2068.300018310547,288.0999946594238,2626.300048828125,0.0,0.32652799798604826,1.3242880053524888,1.13507205904577,bf81d8692db,games5425898691,24.0,-754.7100219726562,4841.18994140625,113.06999969482422,14254.69970703125,15964.49951171875,586.6999816894531,1053.499984741211,4617.799987792969,2795.5999755859375,255.0,128.0,,0.5369617249995249,-2.7948350814323577,3.0011262320704377,True,12,11,False,0.0,False,,76561198039309853,enpitsu,27.0,228.50999450683594,2045.1199951171875,17.049999237060547,3265.0,17904.69970703125,2.5999999046325684,0.0,-0.7999999821186066,0.0,128.0,128.0,,0.01685197999034092,1.3904064366064304,6.931256528988538e-05,True,8,8,False,96.0,False,,Purpy B,b1c1424ec1b,8.0,-2135.409912109375,4907.22021484375,17.030000686645508,19536.99951171875,10593.499755859375,5.0,-1.0999999940395355,-0.29999999329447746,-236.39999389648438,255.0,127.0,,0.016759141946730224,0.473991284417931,0.00016847287693324772,True,254.0,False,6,12,6,,Rudrick,76561198028460939,7.0,-3834.719970703125,365.0400085449219,45.52000045776367,1234.1000366210938,-1061.3999938964844,-816.1000061035156,-2139.199981689453,-3952.2000122070312,-3170.7000732421875,255.0,128.0,,0.008710720743570209,-2.0106015544559477,-1.3663159105235154,True,241.0,False,False,8,8,
4,2057,49,False,1,1842.444318365827,-511.260009765625,3950.7900390625,356.989990234375,-6572.8997802734375,30011.79931640625,-1909.6000671386719,-1575.2000427246094,2118.9999389648438,3065.10009765625,1.0,0.2400936910016157,1.1135773313462816,-0.6231179681038206,76561198028460939,Rudrick,7.0,-501.7099914550781,3719.06005859375,300.9599914550781,-5784.5001220703125,22211.59912109375,179.59999084472656,-2956.7001342773438,-3639.89990234375,-2873.699951171875,255.0,255.0,,-0.0001935025128197687,1.9153627708533412,-1.0754059750958493,True,4,3,False,164.0,False,,b1c1424ec1b,Purpy B,8.0,-880.780029296875,3969.68994140625,17.059999465942383,-942.6999664306641,-8162.7001953125,1.4000000059604645,-0.09999999776482582,-0.3999999910593033,-145.9000015258789,255.0,128.0,False,-0.016675048266970572,-1.4471182384138201,5.297759277598303e-05,True,8,8,False,147.0,False,,enpitsu,76561198039309853,27.0,3011.56005859375,4142.22998046875,54.869998931884766,-14863.699951171875,5859.7998046875,2469.7000122070312,-246.29999160766602,-900.5000305175781,2584.7000122070312,255.0,255.0,False,-0.055511749223617436,0.13537877769967968,0.0038249321923424194,True,255.0,False,7,8,False,,games5425898691,bf81d8692db,24.0,-757.1300048828125,5070.10986328125,66.94999694824219,2602.2000122070312,-6353.599853515625,3451.4999389648438,-1188.1999969482422,-1475.0,762.6000213623047,255.0,128.0,,0.10212755530012164,-2.065267481309392,0.07618361889819576,True,231.7482149370255,True,False,6,4,
5,2390,61,False,0,2249.652882295556,363.20001220703125,3275.77001953125,117.80999755859375,2278.300018310547,17832.5,-897.2000122070312,-546.1000061035156,-2975.2999877929688,5181.5997314453125,0.0,0.029087434330573148,0.36879092415763354,2.470947001712467,bf81d8692db,games5425898691,24.0,338.17999267578125,3123.2099609375,57.540000915527344,20041.400146484375,5668.499755859375,1915.2000427246094,1869.7999572753906,3316.300048828125,-1991.199951171875,255.0,163.0,,0.06764155964797178,0.1653854761989403,0.046228697008133965,True,10,9,False,147.0,False,,76561198039309853,enpitsu,27.0,1229.31005859375,2578.570068359375,17.049999237060547,-9153.900146484375,-14038.599853515625,2.5,0.0,0.5000000074505806,-0.09999999776482582,255.0,128.0,False,0.016797558944873163,-2.148645016483943,3.746390879043923e-05,True,12,12,False,220.0,False,,Purpy B,b1c1424ec1b,8.0,487.95001220703125,3562.909912109375,184.86000061035156,-13311.99951171875,-12332.60009765625,480.9000015258789,2117.7999877929688,-1385.2000427246094,160.0,240.0,128.0,False,0.3184278255096598,-2.1297599967706304,-0.010994817576237274,True,171.0,False,10,14,False,,Rudrick,76561198028460939,7.0,1297.8699951171875,3608.580078125,17.030000686645508,-10720.30029296875,-12202.19970703125,0.0,0.09999999776482582,0.0,2016.7999267578125,255.0,255.0,False,0.009595178083390185,-2.222328830152637,1.21342681140482e-05,True,80.0,False,False,6,6,
6,2589,69,False,1,1781.9027917424348,692.8099975585938,3369.719970703125,167.13999938964844,-754.4999694824219,27111.0009765625,7670.30029296875,2263.800048828125,-5554.7998046875,-138.99999618530273,1.0,-0.002112247680239096,-3.0363828946263514,-3.0258625810123347,b1c1424ec1b,Purpy B,8.0,649.1500244140625,3212.090087890625,69.19999694824219,-2629.4000244140625,20790.400390625,2850.8999633789062,391.19998931884766,1001.5000152587891,-3937.9998779296875,255.0,0.0,False,-0.005900560052313577,1.8687183599394033,0.03828552984234826,True,16,12,False,0.0,False,,76561198028460939,Rudrick,7.0,3297.179931640625,3675.97998046875,17.010000228881836,-4829.599914550781,14859.200439453125,2.0999999344348907,-0.0,-0.0,0.0,255.0,128.0,,-0.009591814947211723,1.2565443639473082,1.3356578897515577e-05,True,8,8,False,31.0,False,,enpitsu,76561198039309853,27.0,-256.2799987792969,4300.93017578125,17.040000915527344,9588.099975585938,497.40001678466797,3.700000047683716,-0.3999999910593033,-0.3999999910593033,0.0,128.0,128.0,,-0.016895925842072033,3.0897350581423746,4.423304491098685e-05,True,13.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,479.9599914550781,3716.820068359375,60.290000915527344,11529.49951171875,-19658.399658203125,3086.4999389648438,2489.600067138672,973.8999938964844,-732.7999877929688,255.0,107.0,,-0.06288493863639599,-2.0622819040576537,0.003060217681835241,True,60.0,False,False,12,11,
7,4233,129,False,1,326.58235330829854,755.489990234375,4845.18994140625,359.5799865722656,-21067.39990234375,4331.7999267578125,-7113.599853515625,-2810.7000732421875,-5093.0999755859375,-1469.4000244140625,1.0,-0.11580429004496468,0.15237455416741116,1.8583516687867316,76561198028460939,Rudrick,7.0,960.25,4775.509765625,294.7099914550781,-17211.600341796875,1906.6000366210938,2946.099853515625,43.400001525878906,541.1000061035156,-331.30001068115234,128.0,128.0,,0.8570353614476178,0.8666759905395651,0.3161167599250624,True,22,16,6,2.0,False,,b1c1424ec1b,Purpy B,8.0,458.2300109863281,3366.89990234375,17.049999237060547,-8365.700073242188,3631.199951171875,3.400000035762787,-0.09999999776482582,0.29999999329447746,2440.8999633789062,255.0,255.0,,-0.016705061642522563,0.37336835941953517,-9.397140731330925e-06,True,42,34,4,148.0,False,,enpitsu,76561198039309853,27.0,675.4500122070312,4672.89013671875,335.0,-9560.700073242188,-11281.8994140625,-157.10000038146973,3272.6998901367188,-337.90000915527344,4407.300109863281,128.0,255.0,,-0.8604044158230012,-1.1109620677773755,-2.5036930369366415,True,227.0,False,17,20,False,,games5425898691,bf81d8692db,24.0,563.3499755859375,4904.7099609375,191.19000244140625,11998.499755859375,-3776.7999267578125,3430.2999877929688,-600.4999923706055,-1737.7999877929688,-72.8000020980835,255.0,128.0,,0.9293171047419235,-2.7550284908268905,0.03389949687383907,True,35.942847133964634,True,False,12,8,
8,4928,154,False,1,2770.0236885136487,2642.5400390625,2989.969970703125,1879.0999755859375,-8954.199829101562,8425.2001953125,1969.7000122070312,79.40000057220459,1617.2000122070312,3.799999952316284,1.0,0.09323892959649596,2.742240520102198,-2.5185175686895342,b1c1424ec1b,Purpy B,9.0,2770.1298828125,2881.39990234375,1736.97998046875,-8922.899780273438,6226.7999267578125,1947.1000671386719,-4065.5999755859375,11.699999570846558,3703.9999389648438,6.0,58.0,,0.8748091478800265,-0.9997316005082655,-0.20073854036131866,True,50,36,4,57.0,False,,76561198028460939,Rudrick,7.0,1107.0899658203125,-78.23999786376953,17.020000457763672,-8810.499877929688,9035.499877929688,1.0999999940395355,-0.9000000357627869,1.0000000149011612,-2075.0999450683594,255.0,0.0,,-0.00957270343186711,0.8311544570054423,-0.0002085564725845216,True,26,18,6,255.0,False,,enpitsu,76561198039309853,27.0,3548.010009765625,2862.3798828125,17.020000457763672,-7824.6002197265625,18460.799560546875,2.3999999463558197,-3.100000023841858,-6.899999976158142,-422.40001678466797,255.0,128.0,,-0.01650128516232031,1.2026404667271366,0.00048803619265208744,True,27.0,False,28,30,False,,games5425898691,bf81d8692db,24.0,-930.0700073242188,4739.66015625,17.020000457763672,2223.800048828125,5517.7001953125,0.7999999821186066,-0.19999999552965164,-0.7000000029802322,-281.70000076293945,128.0,128.0,,-0.009648752271559176,1.9841925556346034,0.00021399370040278443,True,77.0,False,False,False,False,
9,5140,162,True,0,6739.356854359378,183.8000030517578,-1512.2900390625,124.80999755859375,1283.6000061035156,27400.30029296875,4689.700012207031,4217.5,3167.3001098632812,-2860.10009765625,0.0,-1.1651599533459978,-0.717927669120963,-1.2159456136183584,76561198039309853,enpitsu,27.0,186.3699951171875,-1779.449951171875,61.459999084472656,-3095.7000732421875,22655.80078125,2468.9999389648438,-2509.1000366210938,-1005.6999969482422,-259.50000762939453,255.0,255.0,False,0.07439506829583069,1.3478729401752036,-0.011726133623419628,True,32,31,False,4.0,False,,bf81d8692db,games5425898691,24.0,836.739990234375,-3434.0400390625,17.010000228881836,6357.80029296875,8991.900024414062,2.0999999344348907,-0.5000000074505806,-0.5000000074505806,-194.79999542236328,255.0,128.0,,0.009541534180684869,0.9332783299787317,0.000161241210066294,True,6,6,False,0.0,False,,Purpy B,b1c1424ec1b,8.0,737.260009765625,-2053.449951171875,17.040000915527344,-5033.0999755859375,22442.5,-0.3999999910593033,0.19999999552965164,-1.4000000059604645,-182.99999237060547,255.0,128.0,False,0.016789463153293802,1.7740948309990934,0.0001326531896659907,True,120.2692645519011,True,36,50,4,,Rudrick,76561198028460939,7.0,-939.8300170898438,-4923.85986328125,16.75,1594.6000671386719,6396.5997314453125,59.40000057220459,-91.00000381469727,-100.9000015258789,2389.7999572753906,255.0,255.0,,0.006341431214228545,1.3268296938565798,0.007524085392284382,True,222.0,False,6,28,20,
