,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_dodge_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect,shot_taker_handbrake
0,964,28,True,1,4186.974723896951,1837.010009765625,1060.1400146484375,105.61000061035156,-10717.7001953125,31449.19921875,7827.39990234375,-1824.4999694824219,2415.2999877929688,-5180.3997802734375,1.0,-0.9761675198255617,-2.1872347573369995,-0.3458807373350573,bf81d8692db,games5425898691,22.0,2054.969970703125,917.1799926757812,21.979999542236328,-19528.00048828125,746.6000366210938,2999.8001098632812,4.099999964237213,-0.9000000357627869,-1332.2999572753906,128.0,0.0,-0.009615148456326748,0.053033752667767615,-0.0002712157169342107,True,214.0,False,8,False,11,,76561198039309853,enpitsu,28.0,-3119.719970703125,-2756.1298828125,17.059999465942383,12449.69970703125,-5088.2000732421875,1.8000000715255737,-0.09999999776482582,0.09999999776482582,-383.80001068115234,255.0,128.0,False,-0.016744419774370477,-2.719232294208675,0.0002008706788662971,True,206.0,False,4,False,2,,Aymeric-GaM1nG,9116718483445146049,9,1214.68994140625,684.4299926757812,16.989999771118164,14645.50048828125,17255.799560546875,5.299999713897705,-1.7000000178813934,-2.199999988079071,1593.0000305175781,255.0,175.0,,-0.009599748577417511,2.2068766103453994,5.25083213290608e-05,False,8,45.0,False,8,False,,kiiralos62,2596338769623757372,9.0,-3723.4599609375,-2656.489990234375,16.989999771118164,-1649.1999816894531,18618.299560546875,2.8999999165534973,-0.0,-0.19999999552965164,-1413.9999389648438,255.0,0.0,,-0.009597536009650683,1.4984280420595877,-0.00024042180140153532,True,6,6,False,10.880128993782964,True,,
1,1877,52,True,1,2133.1212790713753,-965.4299926757812,4098.22998046875,221.77999877929688,9363.300170898438,8421.300048828125,1653.800048828125,5395.999755859375,1595.5000305175781,-2082.4000549316406,1.0,-0.2882188746647957,-1.0076288017219472,1.6841565507546814,bf81d8692db,games5425898691,22.0,-1062.5899658203125,3939.75,169.32000732421875,-2417.4000549316406,7452.1002197265625,2112.2000122070312,1128.3999633789062,5329.89990234375,753.7999725341797,255.0,0.0,0.2041730931018918,1.8369647752517486,0.76929213075834,True,157.0,False,13,False,16,,76561198039309853,enpitsu,28.0,-3894.590087890625,-376.25,25.649999618530273,-6078.900146484375,-4403.900146484375,1445.2000427246094,147.7999973297119,2399.7000122070312,-77.39999771118164,255.0,0.0,False,0.12335144739448257,1.0046289013193637,0.16241783786150712,True,255.0,False,6,False,6,,Aymeric-GaM1nG,9116718483445146049,8,-244.49000549316406,1154.8499755859375,17.010000228881836,7140.0,7419.4000244140625,2.5999999046325684,-0.29999999329447746,-0.7000000029802322,-10.59999942779541,255.0,128.0,,-0.00956476702039031,2.3388088298765357,6.853162964595663e-05,True,6,227.0,False,6,False,,kiiralos62,2596338769623757372,9.0,-1102.0899658203125,4856.7998046875,43.119998931884766,-1793.2000732421875,-1169.8999786376953,-1467.2999572753906,-2506.1000061035156,-3246.7999267578125,574.0000152587891,229.0,128.0,,0.6818955891027064,1.0658196259657078,0.03478743440713733,True,8,10,4,203.0,False,,
2,3672,108,False,1,5267.719279464643,1015.219970703125,-126.37000274658203,109.41999816894531,-7427.39990234375,24303.00048828125,2702.9998779296875,-1974.1999816894531,-2926.300048828125,-12.999999523162842,1.0,0.3002919678439486,-2.4509110160770917,-2.218831694425441,76561198039309853,enpitsu,28.0,1010.4099731445312,-298.5400085449219,49.400001525878906,-9220.499877929688,19738.299560546875,3335.5999755859375,93.80000114440918,500.09998321533203,-2406.7999267578125,255.0,128.0,-0.025498346291822904,1.2036347229229674,0.0024297226070855524,True,111.0,False,11,False,16,,bf81d8692db,games5425898691,23.0,352.3299865722656,-3647.280029296875,17.010000228881836,-10569.100341796875,-5882.19970703125,2.800000011920929,-3.3000001311302185,-1.7000000178813934,1396.300048828125,255.0,251.0,,-0.00956329799882801,-0.5173748168855427,6.960735275002789e-05,True,124.0,False,18,False,16,,Aymeric-GaM1nG,9116718483445146049,8,1100.300048828125,185.52000427246094,19.479999542236328,-6451.9000244140625,-8586.300048828125,2959.7000122070312,2.3999999463558197,4.300000071525574,-977.7999877929688,255.0,5.0,,-0.00952753736558686,-0.9661662328406075,-0.0004060146416172016,True,13,219.0,False,6,4,,kiiralos62,2596338769623757372,9.0,1673.5,-2660.679931640625,113.79000091552734,656.9999694824219,22871.201171875,2205.2999877929688,-5277.5,1519.2999267578125,-297.2999954223633,255.0,120.0,,-0.7707577752862921,1.8111136300067985,0.005994447473259864,True,13,14,False,104.0,False,,
3,4103,124,False,0,2520.56633758131,986.75,3464.139892578125,144.6699981689453,-14535.30029296875,19965.50048828125,8383.200073242188,4891.9000244140625,1357.1000671386719,3197.7999877929688,0.0,1.368926469472733,-3.0075978538566086,2.8069158336498767,2596338769623757372,kiiralos62,9.0,1065.8199462890625,3298.429931640625,86.55999755859375,-6992.39990234375,10501.099853515625,1978.5000610351562,-1483.2000732421875,549.0000152587891,-4029.7000122070312,128.0,128.0,0.13676796835005184,2.288331683438855,0.03586789140010876,True,220.0,False,15,6,20,29.0,9116718483445146049,Aymeric-GaM1nG,9.0,689.489990234375,437.70001220703125,17.010000228881836,8721.900024414062,7911.400146484375,2.7000001072883606,0.19999999552965164,4.900000095367432,-819.5999908447266,51.0,121.0,,0.009644784172683982,0.7050634403642064,-4.4388898092420984e-05,True,228.0,False,20,4,14,,enpitsu,76561198039309853,28,908.719970703125,3578.780029296875,116.69000244140625,1326.300048828125,-20198.00048828125,-152.60000228881836,5258.2000732421875,-938.6000061035156,-1311.4999389648438,255.0,0.0,False,0.9553098326539242,0.06452797171018332,1.9849190784346968,True,18,182.0,False,13,False,,games5425898691,bf81d8692db,23.0,-1019.219970703125,1977.6800537109375,17.0,4763.299865722656,22501.298828125,1.4000000059604645,-0.09999999776482582,0.09999999776482582,441.8000030517578,255.0,128.0,,0.009584315206897674,1.404640363677775,-0.00019327370771335208,True,18,20,False,203.0,False,,
4,4253,129,False,0,1773.3786498501972,348.8299865722656,3876.9599609375,629.760009765625,-5171.300048828125,14150.899658203125,2582.60009765625,-2361.199951171875,-1589.2999267578125,-901.9000244140625,0.0,-0.2768802081187297,-2.381214578604928,-1.992879100445383,9116718483445146049,Aymeric-GaM1nG,8.0,390.0299987792969,3747.31005859375,534.25,-1837.1000671386719,10371.099853515625,4935.899963378906,258.8999938964844,44.699997901916504,0.0,128.0,,-1.029689527093552,1.7473435023253898,-0.001438669624047593,True,170.0,False,14,6,22,,2596338769623757372,kiiralos62,9.0,-38.150001525878906,4632.68994140625,17.010000228881836,-9692.39990234375,-2867.60009765625,2.5999999046325684,0.5999999865889549,0.19999999552965164,-0.5999999865889549,244.0,128.0,,0.009547369412114162,-2.8540756502108877,5.744529841796614e-05,True,147.0,False,22,8,16,,enpitsu,76561198039309853,28,419.3500061035156,5668.60986328125,29.65999984741211,-256.49999618530273,-2267.4000549316406,-90.79999923706055,403.49998474121094,-10.299999713897705,-472.2999954223633,128.0,0.0,False,0.030823463061443453,-1.7190891392746432,-0.00506725822300431,True,21,88.35336767986257,True,16,False,,games5425898691,bf81d8692db,23.0,407.0,5453.60986328125,36.560001373291016,-2007.7000427246094,-9834.7998046875,528.4999847412109,987.7999877929688,504.1999816894531,1179.4000244140625,255.0,128.0,,0.15109116605902015,-1.7952596724767371,-0.10042334159947963,True,20,22,False,141.59802998778642,True,,
5,4606,142,False,0,4929.053769350843,-3060.0,711.3800048828125,115.72000122070312,16388.299560546875,22086.0009765625,3967.39990234375,-2804.1000366210938,-2872.9998779296875,4458.900146484375,0.0,-0.5509592279261792,0.1039063705142549,-0.03519357338412748,9116718483445146049,Aymeric-GaM1nG,10.0,-3233.389892578125,565.3599853515625,17.030000686645508,20169.100341796875,6862.2998046875,-2.800000011920929,0.0,-0.09999999776482582,-2003.3000183105469,255.0,0.0,0.009620192263227223,0.2514976451564352,7.965505612598046e-05,True,58.08622801175684,True,18,6,26,,2596338769623757372,kiiralos62,9.0,-215.3699951171875,-79.33000183105469,17.010000228881836,12005.30029296875,15789.000244140625,2.5999999046325684,-0.19999999552965164,-0.7000000029802322,427.00000762939453,255.0,128.0,False,0.009608441338748514,0.9601777592681906,-0.00014845815274852931,True,147.0,False,22,8,16,,enpitsu,76561198039309853,28,-21.100000381469727,4537.85009765625,17.059999465942383,-5195.5999755859375,16015.0,2.5,0.29999999329447746,0.29999999329447746,3223.9999389648438,255.0,255.0,True,0.016760062055341463,2.8082095538970258,1.9360072717105694e-05,True,26,250.0,False,22,False,,games5425898691,bf81d8692db,23.0,1635.25,1933.719970703125,16.989999771118164,-18291.500244140625,13794.100341796875,5.199999809265137,-1.5999999642372131,1.1999999731779099,1427.5,255.0,255.0,,0.009597607322793234,2.528901730951383,9.326619358048753e-05,True,28,30,False,165.0,False,,
6,5160,162,True,0,5061.7936287545745,2280.419921875,1198.9200439453125,103.06999969482422,-16804.69970703125,28390.0,6876.7999267578125,-2258.9999389648438,3443.599853515625,-4363.2000732421875,0.0,0.33844614911984555,0.2702133921916323,-0.13062562530155428,9116718483445146049,Aymeric-GaM1nG,8.0,2449.800048828125,1098.8800048828125,16.989999771118164,-13453.299560546875,18654.89990234375,3.0000001192092896,-0.09999999776482582,0.0,1981.300048828125,255.0,255.0,0.009570842330204138,2.2743703219425764,-1.4155370543781799e-05,True,128.21398715306356,True,20,6,28,,2596338769623757372,kiiralos62,9.0,-1119.0899658203125,216.2100067138672,17.010000228881836,-8140.30029296875,10983.00048828125,2.7000001072883606,0.29999999329447746,-0.5999999865889549,-1448.9999389648438,255.0,50.0,,0.009565625396950104,2.1854260834460444,-0.00010190299062981978,True,246.85449465628594,True,28,10,20,,enpitsu,76561198039309853,28,2045.5,2847.110107421875,17.059999465942383,-4384.89990234375,-3047.5,2.199999988079071,-0.09999999776482582,-0.3999999910593033,-2138.3999633789062,255.0,0.0,False,0.01662733872389391,-2.4881025961714798,-6.705961288184798e-05,True,28,255.0,False,22,False,,games5425898691,bf81d8692db,22.0,2299.969970703125,1014.8300170898438,17.270000457763672,11634.7998046875,19348.599853515625,168.79999160766602,301.00000381469727,-354.50000762939453,1193.499984741211,255.0,25.0,,-0.0226067768540912,1.0934315389433196,-0.021457483573437606,True,36,40,False,38.80490342775981,True,,
7,5759,175,True,0,1552.874465511406,273.0899963378906,4117.919921875,386.8999938964844,-7521.199951171875,19031.8994140625,2376.199951171875,3799.2999267578125,3386.6000366210938,1376.7999267578125,0.0,0.8331739029937653,-1.4720553991096987,2.1580212734882345,9116718483445146049,Aymeric-GaM1nG,9.0,359.0199890136719,3968.22998046875,270.5299987792969,-3004.89990234375,13450.799560546875,3394.8001098632812,-1365.8000183105469,-1087.300033569336,-564.3000030517578,128.0,159.0,-0.9664692167053546,2.1569096543843496,-0.562192237360693,True,185.0,False,5,False,6,,2596338769623757372,kiiralos62,9.0,-442.45001220703125,1026.3399658203125,17.010000228881836,3929.89990234375,20501.59912109375,2.5999999046325684,0.0,0.29999999329447746,93.10000419616699,235.0,128.0,False,0.009599261949798406,1.3923474340512045,-6.98001511906832e-05,True,179.0,False,6,False,6,,enpitsu,76561198039309853,28,-158.4199981689453,1510.77001953125,17.040000915527344,-5625.8001708984375,22299.19921875,4.300000071525574,-0.09999999776482582,0.5000000074505806,0.0,255.0,0.0,,0.016781146962369414,1.8179392346313434,-4.537610359129919e-05,True,2,44.0,False,False,2,,games5425898691,bf81d8692db,23.0,208.07000732421875,4021.320068359375,172.64999389648438,-2587.5,1783.3999633789062,-1396.9999694824219,-2934.5001220703125,-2996.400146484375,-583.8999938964844,255.0,30.0,,0.5936464719102137,-1.1429122516661139,-0.22962744389034348,True,6,6,False,2.3181419757104695,True,,
8,6527,194,True,0,1083.454256497865,162.1699981689453,4907.2998046875,203.25,6041.5997314453125,25792.2998046875,-168.09999465942383,-2101.9000244140625,-312.7000045776367,-94.20000076293945,0.0,0.09213520910939207,-2.378452982198754,-0.7638529992933881,2596338769623757372,kiiralos62,9.0,147.0800018310547,4718.89990234375,117.51000213623047,8460.10009765625,21340.2001953125,770.5000305175781,-5208.499755859375,1328.3000183105469,-1164.7000122070312,128.0,69.0,1.1058346759424142,1.987467901547862,0.543895962470879,True,171.0,False,7,False,8,,9116718483445146049,Aymeric-GaM1nG,8.0,-1313.7900390625,1742.030029296875,17.010000228881836,8810.499877929688,11008.599853515625,2.5999999046325684,0.0,0.0,1.1999999731779099,255.0,128.0,,0.00959618040601638,0.8960700280933653,-2.6447377358426128e-06,True,184.0,False,8,4,6,,enpitsu,76561198039309853,28,-80.98999786376953,2962.409912109375,17.059999465942383,-148.90000343322754,15897.60009765625,1.899999976158142,0.5000000074505806,0.0,0.0,128.0,,,0.0168995413625837,1.580163843812813,2.7987495859518187e-06,True,10,122.0,False,8,False,,games5425898691,bf81d8692db,23.0,-148.97000122070312,4155.669921875,17.010000228881836,7767.9998779296875,21106.8994140625,2.5999999046325684,0.0,-0.5000000074505806,-39.000000953674316,255.0,128.0,,0.009601936491871318,1.2132714832259122,6.370375071145591e-05,True,12,12,False,0.0,False,,
9,7270,211,False,0,3040.339062768437,178.0399932861328,2295.68994140625,436.3399963378906,-985.5000305175781,22626.201171875,-1647.5999450683594,185.20000457763672,-3066.300048828125,1519.2999267578125,0.0,-1.1317859035071385,0.4714185505131218,0.6492958569874471,2596338769623757372,kiiralos62,9.0,148.63999938964844,2032.6600341796875,442.7200012207031,-2492.2999572753906,16252.7001953125,1019.4000244140625,-3457.60009765625,2556.199951171875,-2923.5000610351562,128.0,117.0,0.3006636022866009,0.721776287893466,0.4074436165094638,True,157.67304078994263,True,4,6,8,,9116718483445146049,Aymeric-GaM1nG,9.0,-737.4299926757812,4569.47998046875,17.020000457763672,-9074.000244140625,-9323.499755859375,1.5999999642372131,0.0,-0.19999999552965164,1780.7000732421875,255.0,255.0,,0.0095608214326647,-2.3216636011604845,0.0001845107678052196,True,130.0,False,6,4,4,,enpitsu,76561198039309853,28,466.70001220703125,5270.6201171875,17.010000228881836,-3563.2998657226562,-4016.9000244140625,10.199999809265137,19.700000286102295,7.200000286102295,-93.10000419616699,128.0,128.0,,0.01597422212930857,-2.3046401728918555,0.0012414849106932916,True,2,255.0,False,2,False,,games5425898691,bf81d8692db,23.0,1195.2099609375,5040.2998046875,37.119998931884766,-11419.89990234375,287.7000045776367,-753.0999755859375,-881.9999694824219,-135.50000190734863,-201.10000610351562,255.0,128.0,,0.08517625627958907,3.1034453702954754,-0.5587166564725512,True,4,6,False,181.8903741759639,True,,
