,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_jump_active,opp_2_boost_collect
0,946,28,False,1,2665.2720580092173,-1296.5,3624.5400390625,161.9600067138672,15502.7001953125,13479.000244140625,4715.799865722656,4945.5999755859375,-1246.3999938964844,3160.10009765625,1.0,0.34971668787756316,1.2092111872907816,-1.7084052340224625,bf81d8692db,games5425898691,24.0,-1367.4599609375,3483.219970703125,119.5199966430664,19494.49951171875,8629.89990234375,1226.500015258789,-5056.600036621094,1709.7000122070312,1325.5999755859375,255.0,255.0,,-0.5984044831312358,-3.1048830309353797,-0.6918239403354867,True,11,158.0,False,4,14,,76561198039309853,enpitsu,26.0,1234.72998046875,1486.5799560546875,17.059999465942383,-3269.8001098632812,-5732.1002197265625,3.6000001430511475,-0.29999999329447746,-0.09999999776482582,-3348.699951171875,255.0,0.0,False,-0.01666818485517563,-0.40347759292483304,4.479721115337136e-07,True,8,False,8,129.0,False,,JohnyKinny,bbf838119db,13.0,-1429.4200439453125,4960.1298828125,18.149999618530273,13825.6005859375,-1671.7999267578125,-215.10000228881836,-996.8000030517578,-131.99999809265137,832.7999877929688,255.0,128.0,,-0.018894579148222693,-3.0529083455759896,0.0410337000158671,True,216.2046023466254,True,16,14,False,,Tigas007TGS,b6d38e460cb,14.0,52.630001068115234,3371.929931640625,17.010000228881836,2584.2001342773438,-1433.3000183105469,2.5,-0.7999999821186066,-0.09999999776482582,1569.7999572753906,255.0,255.0,False,-0.009541720199841994,-2.48053760058919,0.00016533578302836832,True,175.0,False,False,18,16,
1,2198,73,True,1,4174.738349627459,2241.56005859375,1188.050048828125,547.0800170898438,-12292.099609375,25548.798828125,860.9999847412109,-81.09999656677246,-4138.500061035156,-1087.0999908447266,1.0,-0.6717585186338711,-1.4526367089857652,-1.6057386927419655,bf81d8692db,games5425898691,25.0,2406.56005859375,1014.47998046875,447.7099914550781,-5465.2001953125,18966.500244140625,4279.800109863281,760.0,44.099998474121094,-5447.0001220703125,255.0,204.0,,0.4337196011922223,0.5226634047701589,-1.7129731908653194,True,21,46.1305722011033,True,6,30,,76561198039309853,enpitsu,26.0,2647.0,1340.489990234375,17.059999465942383,-8042.7001953125,16394.3994140625,2.199999988079071,-0.0,-0.19999999552965164,1586.4999389648438,0.0,128.0,False,-0.016850168518800397,1.0832084217209663,0.00018173796542930796,True,4,False,2,147.0,False,,JohnyKinny,bbf838119db,13.0,3161.800048828125,2105.909912109375,17.0,-9107.999877929688,18237.2998046875,1.5000000596046448,-0.0,-0.0,0.0,255.0,128.0,,-0.009600859819625022,1.1076241104004922,6.504078572567919e-06,True,211.21574213427886,True,30,18,6,,Tigas007TGS,b6d38e460cb,14.0,3432.919921875,-964.260009765625,87.75,-4032.0999145507812,22107.19970703125,1304.2999267578125,-5499.89990234375,-20.799999237060547,-21.90000057220459,255.0,128.0,,-1.0535230672374545,-1.564832374362391,3.130736892733669,True,167.0,False,False,33,32,
2,2504,75,False,0,5175.120802945248,-2.359999895095825,42.619998931884766,93.5999984741211,-1558.3999633789062,29936.99951171875,1423.9999389648438,-3163.599853515625,-520.2999877929688,-5071.499938964844,0.0,-0.011016925922793384,-0.08511737749929862,-0.05282762927406261,bbf838119db,JohnyKinny,13.0,-8.239999771118164,-132.67999267578125,79.0199966430664,-4840.10009765625,19507.7001953125,2475.2999877929688,2998.5000610351562,-3747.7999877929688,-416.19998931884766,255.0,210.0,,0.04758183319317603,1.5316152910835934,-0.12360372369874165,True,3,0.8158452100651239,True,False,4,,b6d38e460cb,Tigas007TGS,14.0,-1857.7900390625,-2091.3798828125,16.989999771118164,1573.3000183105469,11057.80029296875,10.59999942779541,-1.1999999731779099,1.5999999642372131,-424.7999954223633,255.0,128.0,,0.009451549285777655,1.3863227708372379,0.00012946077808583133,True,4,False,4,146.0,False,,enpitsu,76561198039309853,26.0,29.219999313354492,245.47999572753906,120.54000091552734,1296.199951171875,-22914.29931640625,1470.5999755859375,5489.5001220703125,338.8999938964844,4.399999976158142,255.0,128.0,,1.0035432057183036,-1.507815098140405,0.0014177924807368175,True,31.0,False,2,1,False,,games5425898691,bf81d8692db,24.0,3150.050048828125,4044.18994140625,17.010000228881836,12774.7998046875,-6877.0001220703125,2.800000011920929,0.0,-0.09999999776482582,-2087.7000427246094,255.0,0.0,,0.009610471748532757,-0.5595280233917763,-1.6296280894606895e-05,True,255.0,False,False,False,False,
3,3090,96,True,1,2154.272087128383,-495.75,3495.639892578125,98.4000015258789,12258.699951171875,26669.29931640625,6293.0999755859375,2282.2999572753906,3258.9999389648438,-4491.000061035156,1.0,-0.9293978161750135,1.3950782601352443,-0.6933606142443562,76561198039309853,enpitsu,26.0,-527.5499877929688,3301.919921875,48.90999984741211,9562.7001953125,20298.900146484375,3294.1000366210938,-3.4999999403953552,-1.8000000715255737,1271.3999938964844,128.0,128.0,False,-0.0170154047054768,1.871939321552174,-0.0002047443652788182,True,6,156.0,False,False,8,,bf81d8692db,games5425898691,25.0,-2663.280029296875,3448.139892578125,17.010000228881836,13840.799560546875,-1468.800048828125,2.5999999046325684,-0.7000000029802322,-0.0,-18.300000429153442,255.0,128.0,,-0.00957205253618289,-3.0330541863496054,6.892404039346987e-05,True,8,False,8,188.0,False,,JohnyKinny,bbf838119db,13.0,-1250.5799560546875,4837.14990234375,281.9800109863281,14071.199951171875,-5099.100036621094,-3675.4000854492188,-976.6999816894531,-402.40001678466797,432.2999954223633,255.0,128.0,,0.1361289721394038,2.9669440471654647,0.288098512910897,True,50.91861483358568,True,16,10,False,,Tigas007TGS,b6d38e460cb,15.0,-1822.0799560546875,4773.89990234375,16.989999771118164,12368.1005859375,617.9999923706055,2.800000011920929,-0.09999999776482582,0.19999999552965164,841.8000030517578,255.0,147.0,False,-0.009541003704599302,3.0474667225577177,-0.00018253489495930654,True,165.46174618762026,True,False,6,8,
4,3428,99,False,0,5313.6009450451365,1938.2099609375,645.3800048828125,138.1999969482422,-12076.300048828125,24130.70068359375,7044.2999267578125,2103.000030517578,4962.39990234375,-2636.4999389648438,0.0,0.5279020366860514,0.9437284327664742,-0.16611296533431297,b6d38e460cb,Tigas007TGS,14.0,2084.360107421875,415.30999755859375,84.13999938964844,-7547.9998779296875,20008.399658203125,2654.7000122070312,-231.49999618530273,-2170.7000732421875,1797.1000671386719,255.0,255.0,,0.02835091297066546,1.7818913978110298,-0.016807957812625746,True,5,80.0,False,False,6,,bbf838119db,JohnyKinny,12.0,-189.67999267578125,364.82000732421875,17.010000228881836,8856.900024414062,477.99999237060547,2.5999999046325684,0.9000000357627869,0.09999999776482582,-855.2999877929688,255.0,118.0,,0.009510230606553186,0.008400854056390347,0.00021797943865500474,True,4,False,4,0.0,False,,enpitsu,76561198039309853,25.0,565.4199829101562,612.5700073242188,17.059999465942383,-1279.7000122070312,10399.3994140625,1.899999976158142,-0.19999999552965164,1.7000000178813934,202.39999771118164,255.0,128.0,,0.016683841538519248,1.715924223300744,-0.00021011795679575797,True,31.0,False,2,2,False,,games5425898691,bf81d8692db,24.0,-2067.090087890625,2896.139892578125,17.010000228881836,10855.0,15843.800048828125,2.7000001072883606,-1.5999999642372131,-2.800000011920929,1435.5000305175781,255.0,131.0,,0.009601936517461834,1.0465247853106814,-7.222400076961825e-05,True,181.0,False,False,False,False,
5,4088,123,True,1,1285.3035706609016,-207.77999877929688,4481.4599609375,170.11000061035156,12414.3994140625,20736.10107421875,5633.900146484375,-351.5999984741211,2423.3999633789062,5477.5,1.0,-0.7319135974435563,-2.2927723608668718,-2.5435087036160957,bf81d8692db,games5425898691,25.0,-339.260009765625,4254.72998046875,131.22999572753906,18490.400390625,12446.099853515625,5309.1998291015625,0.3999999910593033,-0.0,-205.79999923706055,255.0,128.0,,-0.009544074183068227,2.6358463833441426,0.0008224929820201588,True,10,125.0,False,4,12,,76561198039309853,enpitsu,26.0,-2631.679931640625,5073.68017578125,93.98999786376953,1724.9000549316406,1197.7999877929688,1782.1000671386719,1893.699951171875,1354.4000244140625,-1066.1000061035156,255.0,128.0,,0.908664519567295,2.3467518663476308,0.6937062778735246,True,8,False,8,81.0,False,,JohnyKinny,bbf838119db,13.0,-677.0700073242188,4385.06005859375,17.010000228881836,12808.299560546875,1889.1000366210938,2.8999999165534973,-0.0,-0.0,-2298.699951171875,255.0,0.0,,-0.00956189456942237,3.0626504645894523,-5.716067174401577e-06,True,184.0,False,14,10,False,,Tigas007TGS,b6d38e460cb,14.0,-1594.5999755859375,4655.759765625,17.010000228881836,15966.99951171875,3740.10009765625,2.5999999046325684,-0.3999999910593033,0.09999999776482582,-214.69999313354492,255.0,128.0,,-0.009565922124265736,2.927693071130605,9.917780688702535e-05,True,154.0,False,False,10,12,
6,4351,124,False,0,5203.6171090100615,-3.0,13.579999923706055,93.06999969482422,-3119.2001342773438,25488.89892578125,591.5000152587891,1244.800033569336,413.8999938964844,-5854.7998046875,0.0,0.007433084229662107,-0.09234145461833936,0.019320423851690284,b6d38e460cb,Tigas007TGS,14.0,-46.4900016784668,-112.12999725341797,82.68000030517578,-16373.00048828125,13290.799560546875,118.29999923706055,-4235.0,-3060.8999633789062,-1716.1000061035156,255.0,88.0,,1.0967322583251824,-3.1408144286432984,0.8927405633195725,True,3,0.0,False,False,4,,bbf838119db,JohnyKinny,13.0,0.0,-2472.760009765625,16.889999389648438,0.19999999552965164,13430.699462890625,29.90000009536743,1.4000000059604645,0.09999999776482582,0.0,255.0,,,0.0096435918860475,1.5707431342288807,-7.88598332772894e-06,True,4,False,4,146.0,False,,enpitsu,76561198039309853,26.0,-6.769999980926514,2647.050048828125,17.049999237060547,-888.8999938964844,-9840.700073242188,3.1999999284744263,-0.5999999865889549,-6.1000001430511475,-735.5000305175781,255.0,128.0,,0.016703680990564337,-1.6843163103644532,-2.446463355997997e-05,True,116.0,False,False,False,False,,games5425898691,bf81d8692db,24.0,-87.77999877929688,472.70001220703125,65.69999694824219,-897.3999786376953,-22815.400390625,2745.0,4580.299987792969,-936.2999725341797,-1398.0999755859375,255.0,128.0,,0.12007029405496648,-1.806123719781186,-0.0036741254626802187,True,31.0,False,False,3,4,
7,4708,137,True,0,2681.498162217218,1627.9100341796875,4234.2900390625,696.219970703125,-7043.699951171875,7174.89990234375,1583.8999938964844,5962.1002197265625,-116.5999984741211,-662.6999664306641,0.0,-0.09562679287203811,-1.8654335912396756,-0.2616309743001005,b6d38e460cb,Tigas007TGS,14.0,1656.0899658203125,4317.27978515625,541.7100219726562,-5525.8001708984375,14717.5,1858.0000305175781,550.2999877929688,1949.6000671386719,-5012.799987792969,255.0,255.0,,-0.8898580548109711,-1.560288065709103,2.270909491398997,True,6,89.90295047657466,True,4,8,,bbf838119db,JohnyKinny,12.0,-2077.510009765625,-1259.4100341796875,17.010000228881836,11778.499755859375,12285.30029296875,2.8999999165534973,-0.19999999552965164,-0.09999999776482582,1982.2000122070312,255.0,255.0,,0.009588987580001415,0.8765662353636104,1.97904607352771e-05,True,10,False,10,0.0,False,,enpitsu,76561198039309853,26.0,760.6599731445312,4793.56982421875,146.22999572753906,2860.5999755859375,1241.9999694824219,3814.5999145507812,590.6999969482422,-1480.0999450683594,-1666.3999938964844,128.0,128.0,False,-0.3728193039031747,-0.0431583454411426,0.08007411760950273,True,176.2897376065613,True,2,False,False,,games5425898691,bf81d8692db,25.0,368.3699951171875,3327.8701171875,17.0,-10635.699462890625,8143.2000732421875,4.099999964237213,-0.3999999910593033,0.19999999552965164,-2256.3999938964844,255.0,0.0,,0.009562730866376715,2.4200633718414752,-3.8641854367868484e-05,True,148.0,False,False,6,8,
8,5951,173,True,1,1586.135707821979,-611.9000244140625,4648.0,189.11000061035156,-1160.0,10506.700439453125,9158.800048828125,3155.2999877929688,2551.699981689453,4419.5001220703125,1.0,-0.40741090952438846,0.3268581215806903,0.8476810374428708,76561198039309853,enpitsu,25.0,-600.6900024414062,4451.52001953125,96.2699966430664,7624.6002197265625,15755.2001953125,2654.2999267578125,-2578.2000732421875,-4828.0999755859375,539.7000122070312,128.0,255.0,,-0.04542159704321455,2.0210094418434754,-0.6479511308631533,True,3,216.0,False,False,4,,bf81d8692db,games5425898691,25.0,343.0199890136719,3870.110107421875,101.45999908447266,-17844.000244140625,14291.99951171875,2515.2999877929688,909.3000030517578,1858.3000183105469,1004.7000122070312,255.0,128.0,,0.2789236208955305,0.3123447029812991,-0.025512433579698707,True,14,False,10,43.53421073575174,True,,JohnyKinny,bbf838119db,12.0,-1642.93994140625,4703.4599609375,17.020000457763672,20799.19921875,5988.4002685546875,1.2999999523162842,-0.5999999865889549,-0.09999999776482582,-11.200000047683716,241.0,128.0,,-0.009596456488779413,2.8627510852552165,5.5583253019964084e-05,True,97.0,False,18,14,False,,Tigas007TGS,b6d38e460cb,14.0,-1982.4000244140625,4571.7001953125,17.010000228881836,19128.699951171875,9127.000122070312,2.800000011920929,0.5999999865889549,0.19999999552965164,-1912.5,255.0,3.0,,-0.00959388274795423,2.7666961378170525,-6.36948776896014e-05,True,,False,False,8,10,
9,6574,186,False,1,1195.3933042838148,1688.280029296875,4244.8701171875,399.8299865722656,-13067.80029296875,9470.800170898438,4595.400085449219,1466.0000610351562,583.4999847412109,-4772.799987792969,1.0,0.5913309328078284,-1.2533755815762624,2.820037696481936,76561198039309853,enpitsu,26.0,1837.3699951171875,4111.18994140625,240.05999755859375,-16030.899658203125,4727.699890136719,1578.5000610351562,-705.6999969482422,492.5,-843.4999847412109,128.0,128.0,,0.6375893335526818,-0.14850880743242775,-0.09094065838597859,True,4,0.0,False,False,8,,bf81d8692db,games5425898691,25.0,275.3699951171875,3329.2099609375,17.010000228881836,-13453.800048828125,23.900001049041748,2.8999999165534973,-1.4000000059604645,-0.09999999776482582,-2093.5000610351562,255.0,0.0,,-0.00955325025363862,0.04675160100025813,-0.00015320494281231305,True,4,False,4,170.0,False,,JohnyKinny,bbf838119db,13.0,1924.4200439453125,4987.4501953125,576.9600219726562,-12358.800048828125,-5002.60009765625,-235.10000228881836,-1525.8000183105469,-402.2999954223633,2448.2000732421875,255.0,14.0,,0.1082987564839754,-0.27142805654968605,-1.5409817647123243,True,208.0,False,8,4,False,,Tigas007TGS,b6d38e460cb,14.0,630.6199951171875,4351.22021484375,106.55999755859375,13424.89990234375,-3273.2000732421875,4165.5999755859375,-813.8999938964844,-1467.5,-1188.0000305175781,255.0,255.0,False,0.19313836829610456,-2.4905762561474516,0.020384333092408585,True,122.69123434764083,True,False,8,10,
