,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_ball_cam,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost,opp_2_boost_active,opp_2_boost_collect
0,1016,30,True,0,1313.7920377094993,-201.0800018310547,4025.0400390625,220.4600067138672,5526.7999267578125,31265.0,-3358.900146484375,-1029.1000366210938,2584.1000366210938,-5316.199951171875,0.0,-0.44102254207377356,2.708304634973493,-0.3150266569752665,76561198164411581,♿ DerKrabbo ♿,8.0,-220.1300048828125,3744.72998046875,202.89999389648438,-3011.7001342773438,22767.900390625,1244.000015258789,-3794.7000122070312,-3525.5999755859375,-1849.2999267578125,255.0,255.0,False,-0.0877006759913444,1.4579962796670431,-0.48493088985219374,17,128.0,False,False,18,True,,76561198094309427,El Rasho Macuin,9.0,1184.25,4010.139892578125,16.989999771118164,16215.0,3927.7999877929688,4.399999976158142,0.3999999910593033,0.0,203.1999969482422,255.0,128.0,False,0.009583436792147113,0.25790374938606464,-0.00011185900185583286,True,0.0,False,16,False,16,,enpitsu,76561198039309853,25,1773.989990234375,3129.590087890625,20.739999771118164,16564.89990234375,-3015.7000732421875,-1166.9999694824219,1023.4999847412109,-2317.100067138672,4881.9000244140625,255.0,255.0,False,0.119138255526828,0.6914437477929231,0.022574244139717606,True,False,142.0,False,12,12,,games5425898691,bf81d8692db,20.0,-515.5399780273438,1612.6300048828125,17.010000228881836,-11496.300048828125,19055.799560546875,2.0000000298023224,0.0,0.0,-60.0,255.0,97.0,,0.009589876818285626,2.123637671641007,-0.00011862669467690977,True,12,12,False,132.0,False,
1,2590,79,False,1,2718.217536536396,-1103.699951171875,3298.830078125,94.4800033569336,10903.299560546875,20651.4990234375,1116.6000366210938,-2607.2000122070312,1360.3999328613281,790.8000183105469,1.0,-0.22259472797311453,-1.348531526125692,2.963024715144561,76561198039309853,enpitsu,26.0,-1226.8199462890625,3195.830078125,136.9199981689453,8889.400024414062,19955.30029296875,23.599998950958252,-4765.10009765625,2727.6998901367188,-320.49999237060547,255.0,128.0,,0.8687716516810454,-0.9711542289793191,-3.080709328370723,16,31.0,False,False,18,True,,bf81d8692db,games5425898691,20.0,129.8699951171875,33.130001068115234,17.010000228881836,1074.3000030517578,16529.200439453125,2.0999999344348907,0.19999999552965164,-0.19999999552965164,144.60000038146973,255.0,136.0,,-0.009640778695852604,1.6306033608126194,1.693434041152528e-05,True,255.0,False,16,False,16,,♿ DerKrabbo ♿,76561198164411581,8,-770.4000244140625,3737.389892578125,73.11000061035156,-8350.599975585938,-18669.7998046875,2451.4999389648438,3192.9998779296875,-1128.0999755859375,492.90000915527344,255.0,128.0,False,-0.14171504604242602,-1.2490966618646806,0.001321960772918447,True,False,151.0,False,18,17,,El Rasho Macuin,76561198094309427,9.0,-3123.7900390625,3631.8701171875,16.989999771118164,-72.5,22916.39892578125,4.399999976158142,-0.0,-0.09999999776482582,0.0,246.0,128.0,False,-0.009567297012486122,1.5676324370719497,7.505300100591239e-06,True,20,16,4,177.0,False,
2,2731,84,False,0,4312.001856696921,8.170000076293945,923.8599853515625,97.41999816894531,3503.2998657226562,23778.20068359375,1966.300048828125,-276.1000061035156,-1980.8000183105469,-2151.0000610351562,0.0,0.8820083689333945,1.1860657092027398,-2.4973186182955733,76561198164411581,♿ DerKrabbo ♿,8.0,-55.20000076293945,771.9500122070312,16.950000762939453,1555.0999450683594,21922.7001953125,-22.59999990463257,1471.9999694824219,-726.6000366210938,-694.3000030517578,255.0,128.0,False,-0.0030949554170889605,1.488600781418509,-0.0050727529808451965,18,20.51242126957062,True,False,18,True,,76561198094309427,El Rasho Macuin,9.0,-1266.4300537109375,1158.3199462890625,17.010000228881836,-4095.8999633789062,17474.200439453125,-0.19999999552965164,0.0,-0.19999999552965164,0.0,255.0,128.0,False,0.009573609351746181,1.8010293363978134,3.173918271505609e-05,True,242.52043868905753,True,22,4,18,,enpitsu,76561198039309853,25,241.6999969482422,290.79998779296875,96.29000091552734,8646.599731445312,20917.900390625,-154.49999809265137,-1311.4999389648438,5305.8001708984375,-614.7999954223633,128.0,128.0,False,-0.5497957003856276,2.1385224855878104,-2.0665586023368707,True,False,0.0,False,22,20,,games5425898691,bf81d8692db,20.0,3577.1201171875,-956.3499755859375,86.7300033569336,613.4999847412109,22776.298828125,-144.399995803833,-5499.7998046875,-31.80000066757202,-13.700000047683716,255.0,128.0,,-0.8796453508901715,-1.5680238403871027,-3.1376273750053754,True,20,19,False,91.0,False,
3,2749,84,False,0,2917.148340484458,232.72999572753906,2450.070068359375,96.80000305175781,3175.8999633789062,22176.59912109375,1060.999984741211,-3380.10009765625,-1275.4000091552734,-2151.0000610351562,0.0,-0.25083373978317125,-0.5898610266788793,-3.0914965910329135,76561198164411581,♿ DerKrabbo ♿,8.0,106.63999938964844,2244.72998046875,142.22999572753906,2581.6000366210938,22522.80029296875,1656.1000061035156,4574.4000244140625,-567.9999923706055,-1470.2999877929688,0.0,128.0,False,-0.8513367119572666,1.0735954682358984,0.1943778026118251,18,18.0,False,False,20,True,,76561198094309427,El Rasho Macuin,9.0,-1569.81005859375,2532.669921875,17.010000228881836,-3104.89990234375,22789.3994140625,-0.29999999329447746,0.29999999329447746,-2.0000000298023224,-971.1000061035156,255.0,38.0,False,0.009571763165886938,1.6857023541023646,-6.847260424983274e-05,True,186.12344959730743,True,22,4,18,,enpitsu,76561198039309853,25,829.2999877929688,1675.1700439453125,16.3799991607666,6711.5997314453125,21167.900390625,89.79999542236328,16.49999976158142,-13.600000143051147,1884.1000366210938,255.0,255.0,False,0.016630321435976564,1.3278064289470257,0.0007980172399380162,True,False,0.0,False,24,20,,games5425898691,bf81d8692db,20.0,3613.610107421875,531.219970703125,15.970000267028809,550.9999847412109,22993.30078125,0.7999999821186066,-61.39999866485596,5.199999809265137,-76.39999866485596,255.0,128.0,,0.012690033441995836,1.5410995246401364,-0.000455506369125197,True,20,20,False,226.81974207201313,True,
4,2772,85,False,0,1660.8720019053837,481.17999267578125,4211.6298828125,93.08000183105469,2755.4000854492188,20108.699951171875,171.5999984741211,-5778.800048828125,-218.79999160766602,-1598.9999389648438,0.0,0.6648046857217467,0.7101658615788919,-1.1513191307460091,76561198164411581,♿ DerKrabbo ♿,8.0,310.3299865722656,4081.449951171875,58.939998626708984,1792.2000122070312,20264.300537109375,-2696.7999267578125,-3752.0001220703125,1583.6000061035156,221.8000030517578,128.0,,,0.06819975805307299,-1.941983365207439,2.812558209763258,18,0.0,True,False,20,True,,76561198094309427,El Rasho Macuin,9.0,-812.9500122070312,4194.68017578125,17.010000228881836,15984.3994140625,15770.30029296875,1.8000000715255737,-0.5000000074505806,-0.29999999329447746,-16.00000023841858,234.0,128.0,,0.009553943936916458,0.7768795336371173,5.67622562378157e-05,True,153.0,False,22,4,18,,enpitsu,76561198039309853,25,691.97998046875,3437.489990234375,103.29000091552734,-3468.5000610351562,22298.00048828125,-154.49999809265137,-2098.699951171875,-4997.699890136719,931.6000366210938,,,,-0.5244091719641883,0.9360887157114814,1.9248618234017432,True,False,,False,24,22,,games5425898691,bf81d8692db,20.0,3342.340087890625,2248.820068359375,16.989999771118164,-7170.8001708984375,21853.5009765625,2.199999988079071,-0.7000000029802322,2.800000011920929,969.0000152587891,255.0,247.0,,0.009601629020246541,1.8976895298066143,0.00010657640167462648,True,20,20,False,164.0,False,
5,2781,86,True,0,1490.8252958097996,572.6199951171875,4883.64990234375,93.1500015258789,2593.5000610351562,19197.39990234375,0.0,-5882.80029296875,149.49999809265137,-1170.5000305175781,0.0,-0.00998815856552,-1.0649505471911693,3.0321912846765704,76561198164411581,♿ DerKrabbo ♿,8.0,365.70001220703125,4728.91015625,42.04999923706055,1595.2999877929688,18351.500244140625,396.50001525878906,822.6999664306641,653.6000061035156,-1469.7999572753906,0.0,,,0.0003379624204100326,-2.2627462660720057,3.089293432234218,18,0.0,False,False,20,True,,76561198094309427,El Rasho Macuin,9.0,-265.2900085449219,4731.85986328125,17.010000228881836,16167.80029296875,15572.19970703125,1.8000000715255737,-1.5999999642372131,-1.5000000596046448,-427.00000762939453,230.0,71.0,,0.009562172525343554,0.7656069404010382,-1.7105195905616853e-05,True,153.0,False,22,4,18,,enpitsu,76561198039309853,25,567.7100219726562,4236.43017578125,66.04000091552734,-3468.5000610351562,22298.00048828125,-2156.199951171875,-876.6000366210938,-1352.7000427246094,675.6999969482422,,,,-0.16275160548293108,1.8745600787724668,0.5912398756087042,True,False,,False,24,22,,games5425898691,bf81d8692db,20.0,3017.489990234375,2954.8701171875,106.01000213623047,-10069.7998046875,20305.6005859375,3204.1000366210938,-484.7999954223633,-322.90000915527344,2010.2000427246094,128.0,128.0,,0.11033749704135547,2.539799360436959,0.020630774692535974,True,22,20,False,164.0,False,
6,3947,119,False,1,3046.5467727959817,214.8300018310547,2170.580078125,517.2999877929688,1738.0999755859375,18679.000244140625,-7278.599853515625,-4182.39990234375,-483.10001373291016,212.99999237060547,1.0,-0.5544493990032852,-1.0493177279518375,0.09026665625197831,76561198039309853,enpitsu,25.0,188.66000366210938,1937.6300048828125,561.1599731445312,-298.29999923706055,15093.800048828125,-156.899995803833,-5497.80029296875,-73.20000171661377,-134.399995803833,255.0,128.0,False,-1.2270497334113846,1.625771953174661,-0.07254197134727526,7,42.0,False,2,10,True,,bf81d8692db,games5425898691,20.0,-877.0900268554688,877.6599731445312,16.989999771118164,10665.999755859375,7981.099853515625,4.799999892711639,-0.5999999865889549,-0.7000000029802322,2068.9999389648438,255.0,209.0,,-0.009584179992243721,2.4307548896481754,-3.907040121788866e-05,True,120.0,False,10,False,8,,♿ DerKrabbo ♿,76561198164411581,8,1376.3499755859375,4427.08984375,17.010000228881836,-9202.000122070312,15792.19970703125,2.3000000417232513,-0.0,-0.29999999329447746,1960.7000732421875,128.0,255.0,False,-0.009636139830308551,0.9691911023281967,1.7711469242327876e-05,True,False,199.0,False,20,20,,El Rasho Macuin,76561198094309427,11.0,504.2699890136719,5009.509765625,17.0,-6647.0001220703125,-1042.7999877929688,3.1999999284744263,3.0000001192092896,-0.09999999776482582,5.5000001192092896,128.0,128.0,False,-0.009570950297765609,-0.15653116857046342,0.00016076977213866193,True,16,12,4,255.0,False,
7,4524,140,False,1,3934.3792534299514,-1671.6099853515625,2158.93994140625,104.1500015258789,5741.6998291015625,19709.000244140625,8640.30029296875,5330.10009765625,-2682.6998901367188,626.5000152587891,1.0,-0.29082207879523025,0.8585611831121576,2.0288592273129846,bf81d8692db,games5425898691,20.0,-1728.7099609375,1985.030029296875,16.989999771118164,11799.100341796875,12942.5,4.600000083446503,-0.0,-0.0,1533.699951171875,,238.0,,-0.009642378323437168,2.263023818485374,4.257009040541567e-05,14,197.0,False,False,16,True,,76561198039309853,enpitsu,25.0,-2193.530029296875,3211.889892578125,14.5600004196167,-5344.2999267578125,2413.0999755859375,-995.1000213623047,-2970.8999633789062,-2045.8999633789062,2240.2999877929688,255.0,255.0,,-0.029516590621076567,-0.8478921546098693,-0.04033105341360126,True,80.0,False,14,2,12,,♿ DerKrabbo ♿,76561198164411581,8,-2805.949951171875,1141.8299560546875,16.989999771118164,-8265.800170898438,21414.69970703125,4.399999976158142,0.19999999552965164,-0.3999999910593033,-123.80000114440918,255.0,128.0,,-0.009602285369989912,1.2165689937499897,9.106426063533315e-05,True,False,0.0,False,28,28,,El Rasho Macuin,76561198094309427,9.0,-978.77001953125,2673.81005859375,16.81999969482422,-3631.199951171875,-2711.9000244140625,40.70000171661377,22.999999523162842,-0.7999999821186066,-2286.999969482422,255.0,0.0,,-0.008528404042999666,-0.6539333987491542,0.000972562733531467,True,26,24,4,34.34604752448298,True,
8,4702,146,True,0,6535.836353141676,-864.4099731445312,-1395.760009765625,110.16999816894531,5419.4000244140625,27770.0,7545.10009765625,-46.39999866485596,-5709.2999267578125,1844.1000366210938,0.0,0.15257165188931537,0.3325910361381179,-0.3417651681030676,76561198164411581,♿ DerKrabbo ♿,8.0,-942.469970703125,-1561.9599609375,17.010000228881836,9824.400024414062,19536.500244140625,2.0999999344348907,0.7000000029802322,1.2999999523162842,-531.3999938964844,255.0,128.0,False,0.009596555419407527,1.0587423375956402,0.00014564106948470457,30,151.0,False,False,30,True,,76561198094309427,El Rasho Macuin,9.0,-583.260009765625,-3854.449951171875,16.3700008392334,-9307.5,2910.4998779296875,90.20000457763672,339.70001220703125,-232.39999771118164,-2294.199981689453,255.0,0.0,False,0.004019710879627865,2.801841197456138,0.020083170269457037,False,0.0,False,28,4,26,,enpitsu,76561198039309853,25,-493.1700134277344,-3850.830078125,65.06999969482422,-3548.800048828125,1485.3999328613281,-2446.300048828125,4555.0,385.60001373291016,-816.3999938964844,255.0,128.0,False,0.005597291957985206,1.646433522340921,0.016123048229030296,True,2,29.0,False,16,14,,games5425898691,bf81d8692db,20.0,-844.2899780273438,-2242.18994140625,17.010000228881836,2535.399932861328,22859.7998046875,-0.19999999552965164,-0.09999999776482582,-3.4999999403953552,479.0999984741211,255.0,128.0,,0.009595961834944485,1.4918206772464373,-4.316419301747599e-05,True,18,16,False,0.11589683255842242,True,
9,5463,165,False,0,2491.6954211684047,1082.8699951171875,3625.860107421875,216.72999572753906,-17652.19970703125,25178.60107421875,-7352.8997802734375,-2995.5999755859375,-2334.7000122070312,4644.800109863281,0.0,0.15038969603677313,0.24732619213589133,1.3989086980795271,76561198094309427,El Rasho Macuin,9.0,1234.27001953125,3363.43994140625,232.72999572753906,-7047.1002197265625,19518.1005859375,-38.29999923706055,-4480.400085449219,3089.7000122070312,793.0000305175781,255.0,0.0,True,0.10357545392766816,2.4719014633086154,1.3120984112777343,11,199.0,False,False,12,True,,76561198164411581,♿ DerKrabbo ♿,8.0,3360.10009765625,4653.64013671875,833.1799926757812,3348.599853515625,-2224.9000549316406,-3499.4000244140625,162.80000686645508,4763.0999755859375,239.59999084472656,128.0,128.0,,-1.013628447582472,-0.7433047820677997,0.5871368262954142,True,174.0,False,8,4,6,,enpitsu,76561198039309853,25,3612.340087890625,3824.010009765625,284.260009765625,8506.099853515625,-5002.60009765625,-6319.6002197265625,1597.1000671386719,996.6000366210938,200.40000915527344,255.0,0.0,,-0.7153239381853792,-1.1059121062698218,0.8259090057790133,True,False,139.0,False,4,4,,games5425898691,bf81d8692db,20.0,908.219970703125,3848.9599609375,201.30999755859375,14186.600341796875,-17859.89990234375,1597.7999877929688,3747.5,-3224.5999145507812,2409.9000549316406,255.0,61.0,,0.10228163154873875,-1.6909740583504347,0.6356687481702084,True,8,5,False,155.8733503203238,True,
