,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,1512,48,True,0,3913.7807862174827,671.6400146484375,1553.8900146484375,298.5400085449219,-3995.0,27679.49951171875,5963.699951171875,5033.2000732421875,648.4999847412109,3200.7998657226562,0.0,-0.15003677544173066,-1.3121523604120606,-0.8435153590390545,76561198039309853,enpitsu,25.0,725.4600219726562,1285.0799560546875,202.13999938964844,-3446.300048828125,22108.20068359375,1818.2000732421875,-2200.399932861328,3606.4999389648438,-1345.3999328613281,128.0,0.0,False,0.0170476590538461,2.1030635748505198,0.051293352412906945,True,20,19,139.0,False,False,,bf81d8692db,games5425898691,20.0,236.5500030517578,13.470000267028809,16.989999771118164,-1533.800048828125,-13286.800537109375,4.600000083446503,0.0,-0.7999999821186066,0.0,255.0,128.0,,0.009563876552856945,-1.6857319916169415,-6.877291155421855e-05,True,165.0,False,14,14,False,,ALUOKN,4331004931399464621,29.0,-2149.860107421875,3401.469970703125,18.34000015258789,11737.5,19779.49951171875,-0.19999999552965164,-0.19999999552965164,-0.5000000074505806,0.0,188.0,128.0,,0.017073437256139898,1.0352242324307044,3.0687093730403524e-05,True,37.0,False,18,False,16,,DI7-K,1662475212074431326,29.0,1007.8699951171875,4293.89990234375,17.010000228881836,-8226.099853515625,10457.80029296875,2.0999999344348907,-2.3999999463558197,2.8999999165534973,554.7999954223633,128.0,190.0,,0.009650218804203591,2.24510325627227,-6.12714217305589e-05,True,13.0,False,10,4,6,
1,3014,94,True,1,1591.1869051293716,825.1799926757812,3550.389892578125,312.5799865722656,-8662.999877929688,15247.099609375,3711.9000244140625,-2001.6000366210938,2753.699951171875,4686.400146484375,1.0,0.6122466256792575,2.493104025903185,-1.0608760030026383,1662475212074431326,DI7-K,29.0,959.030029296875,3530.60009765625,193.2899932861328,-3630.4000854492188,21009.69970703125,675.1000213623047,1708.3000183105469,1912.5999450683594,3153.2998657226562,,133.0,,0.7318545226765665,0.8483417121680864,-0.24557996295637238,True,22,16,19.0,False,4,,4331004931399464621,ALUOKN,28.0,1899.280029296875,2565.169921875,18.329999923706055,-9306.799926757812,11726.400146484375,2.8999999165534973,0.5999999865889549,0.7999999821186066,24.90000009536743,128.0,128.0,,-0.01720213020320041,0.8968010126895666,-2.0011311110797987e-05,True,156.0,False,16,20,4,,enpitsu,76561198039309853,25.0,-3381.389892578125,-2522.5400390625,17.030000686645508,3805.0,22683.00048828125,0.7999999821186066,-0.19999999552965164,-0.3999999910593033,-26.500000953674316,255.0,128.0,,-0.016772007143493514,1.7397645440268334,4.215931939476974e-05,True,233.11680871953246,True,4,False,4,,games5425898691,bf81d8692db,21.0,1075.760009765625,2359.9599609375,163.10000610351562,-10101.900024414062,19870.50048828125,-5666.7999267578125,-48.400001525878906,-25.399999618530273,8.199999928474426,255.0,,,-0.12505978899236259,1.0607485395913916,0.42432426788455657,True,15.0,False,16,False,14,
2,3478,101,False,1,5638.182122210143,-2813.39990234375,893.8900146484375,404.239990234375,13340.0,17004.599609375,3505.4998779296875,3084.5001220703125,772.5,4643.299865722656,1.0,0.26847159889858757,-0.8932367875615287,1.2320744966111412,1662475212074431326,DI7-K,38.0,-2938.469970703125,784.530029296875,238.6300048828125,8992.899780273438,21106.298828125,1627.8999328613281,3716.6000366210938,-3304.5999145507812,1180.199966430664,0.0,127.0,,0.9797812871069422,2.126627666338213,2.87225920616088,True,8,7,171.37519139884623,True,False,,4331004931399464621,ALUOKN,28.0,-3412.320068359375,-3946.72998046875,18.34000015258789,-11693.599853515625,9900.999755859375,-2.5,-0.09999999776482582,-0.0,-2101.300048828125,255.0,0.0,,-0.017056083778646078,0.7739159053590361,1.1181186793940955e-05,True,233.102029972179,True,6,6,False,,enpitsu,76561198039309853,25.0,-1051.6800537109375,4005.360107421875,17.049999237060547,4911.400146484375,6131.7999267578125,2.5,3.400000035762787,4.799999892711639,846.6999816894531,0.0,128.0,,-0.016909183369152977,-0.996925277772527,-8.943784455878821e-05,True,255.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,-1595.6600341796875,-816.8900146484375,17.020000457763672,3658.699951171875,22627.099609375,0.9000000357627869,0.3999999910593033,3.0000001192092896,-1187.9000091552734,255.0,82.0,,-0.009591283186620158,1.7687965386423645,-0.00015528949569272517,True,83.0,False,4,False,4,
3,4274,130,False,1,8446.851487678934,-450.3699951171875,-3198.860107421875,328.95001220703125,5142.8997802734375,32639.49951171875,3009.8001098632812,3998.599853515625,-1579.4000244140625,4067.7999877929688,1.0,0.9768650542913467,2.855960212202032,-0.21891847652780902,1662475212074431326,DI7-K,29.0,-425.7799987792969,-3398.75,219.5800018310547,927.2000122070312,22852.7001953125,2427.7000427246094,-4216.7999267578125,1058.499984741211,773.0999755859375,183.0,11.0,,0.38466388416084585,0.9361960832636137,-0.11523731912206887,True,20,17,160.15712705478876,True,False,,4331004931399464621,ALUOKN,28.0,446.44000244140625,-5080.60009765625,18.34000015258789,1329.2999267578125,2024.2999267578125,3.1999999284744263,1.2999999523162842,-10.800000429153442,1323.3999633789062,207.0,175.0,,-0.016537680383743505,0.6419005224026283,0.0004090375707710569,True,31.0,False,10,12,False,,enpitsu,76561198039309853,25.0,178.42999267578125,5378.18017578125,18.110000610351562,7058.800048828125,7979.0997314453125,153.100004196167,417.5,-141.99999809265137,3287.2000122070312,255.0,255.0,True,0.01459168108937659,1.691148529892388,0.002400190117534583,True,255.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,424.0400085449219,-5223.10986328125,16.959999084472656,2073.3999633789062,5581.5997314453125,15.90000033378601,-2.800000011920929,2.199999988079071,197.19999313354492,255.0,128.0,,-0.009284087303743338,1.863251182188694,-0.00011033829330412484,True,120.0,False,12,False,10,
4,4509,139,False,0,2305.0645771585873,-2227.659912109375,3258.510009765625,156.10000610351562,12951.300048828125,11810.400390625,8416.599731445312,5259.89990234375,1758.8999938964844,-2288.8999938964844,0.0,0.5446079737371899,0.2872851156562299,-2.5634151664774025,bf81d8692db,games5425898691,21.0,-2287.72998046875,3119.090087890625,42.70000076293945,5615.10009765625,8694.199829101562,2324.199981689453,-2180.2999877929688,-1039.1000366210938,-315.49999237060547,,0.0,,0.040357509333518414,0.918267065718335,-0.06499387938004972,True,13,10,61.0,False,False,,76561198039309853,enpitsu,25.0,-511.6199951171875,-5952.97998046875,350.82000732421875,-6.9999998807907104,-1291.3999938964844,-1720.8999633789062,1645.2999877929688,7.400000095367432,56.10000133514404,,,,1.0781015974444965,-1.5273885209929963,-3.0974161826919326,True,195.0,False,6,6,False,,ALUOKN,4331004931399464621,29.0,-3300.81005859375,4005.14990234375,18.34000015258789,-11405.699462890625,-5445.8001708984375,4.000000059604645,0.0,0.5999999865889549,3445.4000854492188,225.0,255.0,False,0.017025900145819645,-1.9074338415515932,4.76741142704495e-05,True,251.85012493082272,True,14,False,12,,DI7-K,1662475212074431326,29.0,3969.580078125,2160.530029296875,54.150001525878906,-9490.30029296875,19234.49951171875,-6527.60009765625,-769.8000335693359,3875.2999877929688,0.7000000029802322,233.0,128.0,,0.3181317032000072,2.0753155207260696,-0.5135287775423012,True,176.0,False,20,False,18,
5,5327,169,True,0,1472.7948605225542,-1959.68994140625,4121.330078125,380.30999755859375,10150.599975585938,6762.60009765625,5434.2999267578125,-3630.8999633789062,-4231.000061035156,2216.7999267578125,0.0,0.28206259275438544,-3.0639951930403404,0.7232071535062218,bf81d8692db,games5425898691,20.0,-2039.27001953125,4106.64013671875,225.9600067138672,14229.100341796875,-2028.0999755859375,1307.7000427246094,2103.800048828125,2680.8999633789062,4316.9000244140625,255.0,126.0,,-0.30259190337039804,-0.7194683224929621,0.935015922608362,True,28,21,,False,4,,76561198039309853,enpitsu,25.0,-682.2999877929688,-1013.969970703125,17.049999237060547,2383.800048828125,9678.499755859375,2.5999999046325684,-0.7999999821186066,0.09999999776482582,0.0,255.0,,,0.01661653650827693,1.3292796223350918,4.877101128363107e-06,True,255.0,False,6,6,False,,ALUOKN,4331004931399464621,28.0,-2177.85009765625,4292.93994140625,143.9199981689453,14934.7998046875,-5879.2999267578125,3804.5999145507812,-1961.199951171875,-1942.5999450683594,-1138.6000061035156,236.0,255.0,,-0.39659095220176166,-0.967822563993869,0.05972273348545852,True,170.88986648795427,True,24,False,18,,DI7-K,1662475212074431326,28.0,1411.72998046875,4373.56005859375,17.020000457763672,-3646.0000610351562,15811.300048828125,1.0000000149011612,-0.3999999910593033,-0.19999999552965164,1957.4000549316406,,255.0,,0.00960823934551013,1.8644192455310955,9.454661408563013e-06,True,186.0,False,28,False,26,
6,6233,192,False,0,5638.258455244953,-737.8499755859375,-496.0400085449219,338.80999755859375,-712.6999664306641,31420.90087890625,-5487.7001953125,-5124.6002197265625,877.0999908447266,1923.9999389648438,0.0,-0.3361417061160116,1.267276302660012,-0.19180157811470716,76561198039309853,enpitsu,25.0,-718.6799926757812,-642.97998046875,280.69000244140625,2102.4000549316406,18377.900390625,1362.2000122070312,4883.699951171875,-501.1000061035156,-2479.499969482422,255.0,128.0,False,-0.6567861053840602,1.8191232471306116,-0.18623223247384124,True,6,5,129.0,False,False,,bf81d8692db,games5425898691,20.0,-202.80999755859375,1679.3800048828125,17.010000228881836,1561.7999267578125,-13075.699462890625,2.0999999344348907,0.0,0.9000000357627869,-4.900000095367432,255.0,128.0,,0.009571823098080487,-1.4527267765917151,7.659271158952281e-05,True,39.0,False,8,8,False,,ALUOKN,4331004931399464621,29.0,69.98999786376953,4390.2001953125,18.34000015258789,-1326.199951171875,-3421.0000610351562,2.5999999046325684,-0.09999999776482582,-2.199999988079071,-973.3000183105469,0.0,19.0,,0.017481197060810666,-1.9281007107881987,-8.977577398622533e-06,True,79.0,False,6,False,4,,DI7-K,1662475212074431326,28.0,-811.969970703125,-1372.8900146484375,95.66000366210938,13376.099853515625,-18196.99951171875,2842.2000122070312,3060.2999877929688,4542.099914550781,502.90000915527344,255.0,248.0,,0.6447261975062202,-0.8001316256348874,-0.11255509754001733,False,0.0,False,12,4,9,
7,7122,225,False,1,3063.72998212558,2050.110107421875,2301.9599609375,176.5500030517578,-7336.199951171875,16061.700439453125,3697.9998779296875,-2099.9000549316406,-2898.3999633789062,-1078.7000274658203,1.0,0.38262886771302596,1.2660803768003475,-2.763498740041821,1662475212074431326,DI7-K,28.0,2137.5400390625,2121.989990234375,82.44999694824219,-3797.0999145507812,14374.69970703125,3434.89990234375,1324.1000366210938,382.5,1354.9000549316406,176.0,223.0,,0.0896803878293331,1.2004869515320615,-0.004034632655031407,True,20,16,100.73567296612647,True,4,,4331004931399464621,ALUOKN,28.0,1040.9000244140625,715.25,18.34000015258789,-5883.4002685546875,11921.99951171875,1.8000000715255737,-0.5000000074505806,-0.29999999329447746,0.0,128.0,,,-0.01708532312056471,1.112365000882419,6.408115367562266e-06,True,232.0,False,12,14,False,,enpitsu,76561198039309853,25.0,-3068.2099609375,4167.64990234375,17.049999237060547,-7684.1998291015625,-1498.6000061035156,2.5999999046325684,-0.7999999821186066,-4.1999998688697815,-62.199997901916504,255.0,128.0,,-0.01650694479538112,2.9697271510143426,0.0001603354939513376,True,236.1995356313644,True,False,False,False,,games5425898691,bf81d8692db,20.0,-740.77001953125,4134.89990234375,16.989999771118164,6731.199951171875,11885.30029296875,4.799999892711639,-0.0,0.5999999865889549,-1878.3000183105469,128.0,0.0,,-0.009617897066531335,2.1210061293062377,-0.00016210424726712184,True,184.0,False,14,False,12,
8,7157,226,False,1,734.6896436591456,1075.199951171875,4427.5,109.76000213623047,-8970.700073242188,18582.5,4134.700012207031,-5256.400146484375,-2862.5,-419.39998626708984,1.0,1.0166554285708231,2.1613748350143336,-1.1099723504596082,1662475212074431326,DI7-K,28.0,1108.68994140625,4260.22998046875,215.47000122070312,-10293.599853515625,20217.5,-388.69998931884766,-4115.799865722656,-1741.6999816894531,3205.7000732421875,87.0,226.0,,-1.1459386596224703,2.238296692637075,-0.8060600287872441,True,20,17,24.0,False,4,,4331004931399464621,ALUOKN,28.0,869.4400024414062,1370.800048828125,18.34000015258789,3241.6000366210938,4640.199890136719,2.199999988079071,-0.0,0.09999999776482582,-2147.5999450683594,201.0,0.0,,-0.01697661601904578,2.15575554409025,-3.632474753825993e-05,True,232.0,False,12,14,False,,enpitsu,76561198039309853,25.0,-2089.77001953125,4296.33984375,17.049999237060547,14150.400390625,503.8999938964844,2.5,-0.29999999329447746,0.09999999776482582,-32.00000047683716,255.0,128.0,,-0.016763483263783945,3.109852246660967,3.4054834470750484e-05,True,171.0,False,False,False,False,,games5425898691,bf81d8692db,20.0,729.1699829101562,4472.47021484375,178.14999389648438,22203.89892578125,870.2999877929688,607.2999954223633,787.3000335693359,5423.499755859375,463.80001068115234,255.0,165.0,,-0.17938662855818877,-2.8878890363510585,0.0654179621187012,True,121.41604301237282,True,16,False,13,
9,7788,249,False,1,3605.7032057524693,-1702.969970703125,2640.7099609375,127.30000305175781,6157.9998779296875,11079.3994140625,5595.10009765625,680.5000305175781,-5918.2000732421875,714.8000335693359,1.0,0.7927189437980859,-1.6760286026912494,-0.030188306572860448,1662475212074431326,DI7-K,28.0,-1834.75,2521.8798828125,16.15999984741211,3575.0,8675.10009765625,78.20000171661377,-69.40000057220459,-41.90000057220459,-2771.6000366210938,181.0,0.0,,-0.006137864095993835,2.056180673261725,0.0056485505191789815,True,30,28,202.0,False,6,,4331004931399464621,ALUOKN,28.0,-85.68000030517578,-3187.530029296875,18.34000015258789,1447.4000549316406,7713.699951171875,2.5999999046325684,-0.19999999552965164,-0.9000000357627869,1857.1000671386719,148.0,255.0,,-0.01703343446957809,1.7752444423289464,0.00029284284697186176,True,147.0,False,16,18,False,,enpitsu,76561198039309853,25.0,-2233.580078125,-1606.3499755859375,17.049999237060547,-3026.400146484375,-6826.300048828125,2.7000001072883606,-0.7000000029802322,-0.0,0.0,128.0,128.0,,-0.016647334994727963,1.988117872070065,2.3490017615832286e-05,True,138.0,False,4,False,4,,games5425898691,bf81d8692db,20.0,373.5199890136719,909.4000244140625,157.4600067138672,-371.1000061035156,22985.70068359375,720.6999969482422,-551.3000106811523,-3.1999999284744263,-6.499999761581421,255.0,128.0,,0.19708931081227088,1.5615834987646964,0.0012128451482752499,True,0.0,False,24,False,20,
