,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_dodge_active,opp_2_boost_collect,team_mate_handbrake
0,414,8,False,1,2753.019773366401,-1523.8499755859375,3827.199951171875,451.54998779296875,5156.199951171875,7819.1998291015625,7416.300048828125,3459.7000122070312,249.3000030517578,535.2999877929688,1.0,-0.4203150573831847,-2.0176959715967806,0.8276856246127413,76561198039309853,enpitsu,25.0,-1550.3199462890625,3838.840087890625,281.6300048828125,5653.3001708984375,13733.599853515625,1549.4999694824219,-330.8000183105469,1662.4000549316406,-3144.5001220703125,128.0,255.0,False,0.6143404232465297,2.755984591874991,-0.4788212285232508,True,4,1,2,159.0,False,,bf81d8692db,games5425898691,19.0,-3142.5,-799.530029296875,17.0,-7365.5999755859375,11183.900146484375,4.099999964237213,-0.19999999552965164,-0.0,-2256.699981689453,255.0,0.0,-0.009550909751700174,1.056479739954746,-2.060795836093253e-05,True,4,False,4,255.0,False,,PATESVALEURSÛR,bb72f1741fb,8.0,-3.8299999237060547,4389.47021484375,18.34000015258789,-136.19999885559082,-6908.2000732421875,2.3999999463558197,0.29999999329447746,-0.09999999776482582,-7.099999785423279,255.0,128.0,,-0.01689249540600851,-1.5505828606583159,-1.0565633032662595e-05,True,False,85.0,False,False,False,,mdpro8,b431ac6b46b,18.0,-1688.81005859375,3872.530029296875,411.80999755859375,15834.200439453125,-6594.000244140625,3018.5000610351562,1279.8999786376953,3108.800048828125,922.7999877929688,255.0,128.0,,-0.2034097864078583,-3.0940124229011414,-0.05627993500385215,True,192.3178924283674,True,4,8,6,,
1,1292,40,False,1,731.9789574837387,300.3900146484375,4714.509765625,132.63999938964844,-10357.19970703125,19748.399658203125,4086.6000366210938,5949.5001220703125,-13.600000143051147,-775.9999847412109,1.0,-0.4333304377725231,1.263437249176497,2.0610817384260565,bf81d8692db,games5425898691,19.0,428.42999267578125,4471.5,82.5199966430664,-8368.699951171875,19859.89990234375,2518.000030517578,-5291.099853515625,-1498.0999755859375,-97.70000457763672,255.0,123.0,,-0.6645641079329477,0.9875726016641521,0.18160726498549623,True,20,17,False,70.0,False,,76561198039309853,enpitsu,26.0,-293.3299865722656,-1007.5399780273438,17.049999237060547,1560.0999450683594,9307.39990234375,3.1999999284744263,-0.0,-1.0000000149011612,-202.5,128.0,128.0,-0.016867981052507357,1.7592649807752774,0.00016840063821541815,True,8,2,10,255.0,False,,PATESVALEURSÛR,bb72f1741fb,8.0,-512.7999877929688,-360.6400146484375,18.34000015258789,-14675.999755859375,-1401.6999816894531,2.3999999463558197,0.5999999865889549,0.5000000074505806,-6.700000166893005,205.0,128.0,False,-0.017101885216578495,-0.09431328922129502,5.6346781375067485e-05,True,8,148.0,False,10,False,,mdpro8,b431ac6b46b,18.0,-134.57000732421875,4965.5,80.87000274658203,18155.6005859375,4173.900146484375,2871.6000366210938,-3064.5001220703125,2508.0999755859375,1521.9000244140625,255.0,255.0,False,-0.04240341585798975,3.0929139693156933,-0.03566813235198085,True,128.2417718902711,True,4,22,19,,False
2,1296,41,False,1,714.3460997117711,203.8300018310547,4963.39013671875,207.94000244140625,-4263.0999755859375,20096.600341796875,9958.699951171875,4820.899963378906,2271.999969482422,-2756.099853515625,1.0,0.2521948814550526,1.6161471451999943,1.7949248654573489,bf81d8692db,games5425898691,19.0,286.6600036621094,4802.0498046875,95.9800033569336,-8087.8997802734375,18801.300048828125,-165.79999923706055,-5155.3997802734375,-1912.2999572753906,-120.69999694824219,255.0,128.0,,-1.1251948715797309,-1.364510324571684,2.632899455602563,True,20,17,False,70.0,False,,76561198039309853,enpitsu,26.0,-265.4200134277344,-860.6099853515625,17.049999237060547,1676.6999816894531,8391.900024414062,3.1999999284744263,-0.0,-0.7999999821186066,-13.300000429153442,128.0,128.0,-0.016868646255310392,1.7701085258357956,7.694223776179003e-05,True,8,2,10,255.0,False,,PATESVALEURSÛR,bb72f1741fb,8.0,-769.6300048828125,-384.9200134277344,18.34000015258789,-14676.800537109375,-1383.3999633789062,2.3999999463558197,0.5999999865889549,0.5000000074505806,-0.29999999329447746,211.0,128.0,False,-0.01710189640957778,-0.09392439056154973,5.3021198422451293e-05,True,8,148.0,False,10,False,,mdpro8,b431ac6b46b,18.0,143.00999450683594,5035.02001953125,111.02999877929688,18008.399658203125,5721.6998291015625,383.8999938964844,-4916.199951171875,2273.000030517578,955.5000305175781,255.0,0.0,False,-0.6347671789355639,-3.0243371924462132,-1.04166293704882,True,115.76079993606898,True,4,22,19,,False
3,1636,53,True,0,2823.7639143373126,-1803.1300048828125,2465.909912109375,475.19000244140625,8975.700073242188,17325.899658203125,5438.2000732421875,1651.1000061035156,-4577.39990234375,-2666.199951171875,0.0,1.3440396405104755,-0.5665244714131229,0.969891820885954,bb72f1741fb,PATESVALEURSÛR,8.0,-1889.6099853515625,2342.050048828125,309.42999267578125,11670.50048828125,19813.499755859375,-471.3999938964844,-96.30000114440918,-4007.2000122070312,-3765.8999633789062,255.0,201.0,True,-1.2058238929459089,0.6087711404089841,2.878903468172572,True,14,11,False,0.0,False,,b431ac6b46b,mdpro8,18.0,-2633.22998046875,-2811.22998046875,17.020000457763672,9306.500244140625,10589.000244140625,1.2999999523162842,-0.29999999329447746,-0.5999999865889549,0.0,255.0,128.0,0.009604768022664145,0.8497554874306531,6.445391594353773e-05,True,20,4,22,255.0,False,,enpitsu,76561198039309853,26.0,-3618.389892578125,-2490.22998046875,17.030000686645508,1161.1000061035156,17874.69970703125,1.4000000059604645,0.0,-0.3999999910593033,-5.400000214576721,255.0,128.0,False,0.01677990683226422,1.505290273496138,3.793714619884702e-05,True,10,131.5213590360457,True,14,2,,games5425898691,bf81d8692db,19.0,-2695.43994140625,4488.06005859375,16.989999771118164,13797.2998046875,14159.000244140625,5.299999713897705,0.5000000074505806,0.29999999329447746,-1849.1000366210938,255.0,4.0,,0.00960809424600457,0.7371895482894981,-6.536258502124572e-05,True,255.0,False,False,20,18,,False
4,2485,75,False,0,2649.1770959975124,979.27001953125,3268.77001953125,206.44000244140625,-15092.7001953125,22866.4990234375,979.1999816894531,-3572.9998779296875,4197.0001220703125,-1328.3999633789062,0.0,0.16903438344507005,-2.670828397606192,-1.5569576804846441,bb72f1741fb,PATESVALEURSÛR,8.0,1017.1900024414062,3175.5,96.0199966430664,-14575.10009765625,16686.199951171875,-225.49999237060547,-4397.9998779296875,-1809.2999267578125,2762.7999877929688,255.0,119.0,True,1.0536319108258914,2.7555393208750587,0.868915656439753,False,16,11,4,73.31429677624863,True,,b431ac6b46b,mdpro8,21.0,1738.260009765625,1214.219970703125,17.0,-9990.30029296875,-8834.199829101562,4.099999964237213,-0.5999999865889549,-0.5000000074505806,-1698.3999633789062,255.0,0.0,0.009569127773661782,-2.4239040152402542,-0.00033457953182047416,True,False,6,6,102.0,False,,enpitsu,76561198039309853,26.0,586.0599975585938,4047.3798828125,29.65999984741211,4734.700012207031,-17576.700439453125,3113.0999755859375,-1.7000000178813934,7.799999713897705,331.3999938964844,255.0,128.0,False,0.016803639712571643,-1.281851547308848,-0.0002922936494531957,True,5,162.71471840848204,True,6,False,,games5425898691,bf81d8692db,19.0,1086.1800537109375,515.5499877929688,83.37000274658203,1952.2999572753906,15153.1005859375,-140.20000457763672,-5430.9002685546875,868.8999938964844,-7.900000214576721,255.0,128.0,,-1.3334959402243678,-1.7356045582731772,-3.135240839799181,True,31.0,False,False,12,12,,False
5,2961,92,False,1,2114.79507410976,953.25,3025.97998046875,199.52000427246094,-7031.199951171875,24192.2998046875,-6562.0001220703125,-2398.3999633789062,-3338.699951171875,-4370.299987792969,1.0,0.43683724839082216,0.9814076437602786,-0.3208694246526656,bf81d8692db,games5425898691,19.0,995.989990234375,2794.75,195.9499969482422,-14853.1005859375,15595.2001953125,3135.0,-4332.200012207031,1413.699951171875,-211.20000839233398,255.0,3.0,,0.31929872167576984,0.9049645339477186,0.14280234163140937,True,18,17,False,116.0,False,,76561198039309853,enpitsu,26.0,-120.81999969482422,-2139.360107421875,17.059999465942383,-0.0,-0.09999999776482582,1.899999976158142,0.9000000357627869,-0.0,0.0,255.0,128.0,-0.01683521481260437,1.4953201851052773,-5.703318886650034e-06,True,8,False,8,107.0,False,,PATESVALEURSÛR,bb72f1741fb,8.0,1305.3299560546875,3110.489990234375,18.34000015258789,-1728.5000610351562,-74.49999809265137,2.3999999463558197,-0.0,5.899999737739563,-42.199997901916504,255.0,128.0,,-0.017238715799483502,-0.03754657797919109,4.848006528435434e-05,True,18,217.0,False,24,6,,mdpro8,b431ac6b46b,18.0,1185.3599853515625,4485.990234375,17.010000228881836,-5758.800048828125,2424.199981689453,2.800000011920929,-0.0,-0.0,-2351.300048828125,255.0,0.0,False,-0.009509612278622055,0.3861705965770131,-2.8840430191852777e-05,True,92.0,False,8,14,8,,
6,3699,119,True,1,1109.6658271128815,721.8800048828125,4044.080078125,551.97998046875,-17908.299560546875,17333.599853515625,467.5,2791.199951171875,-174.79999542236328,996.5000152587891,1.0,-0.7588346288080714,0.001120402768855726,-1.5188270484191497,bf81d8692db,games5425898691,19.0,856.7100219726562,3830.889892578125,536.530029296875,-7078.599853515625,18384.200439453125,-110.69999694824219,-2108.2000732421875,-3683.5000610351562,3498.0999755859375,255.0,255.0,,-0.42003893589725394,0.8742416793600186,0.5309998435774645,True,22,21,False,215.6441892577756,True,,76561198039309853,enpitsu,26.0,-1155.1500244140625,-4636.18994140625,17.059999465942383,-13998.599853515625,-1703.5000610351562,1.899999976158142,-0.29999999329447746,-0.0,0.09999999776482582,255.0,0.0,-0.01678334816272573,-0.12113243790409177,-2.53724557151344e-05,True,10,False,10,255.0,False,,PATESVALEURSÛR,bb72f1741fb,8.0,1766.6800537109375,4135.240234375,18.34000015258789,-10733.1005859375,4580.10009765625,3.0000001192092896,-0.19999999552965164,-0.0,-2368.9999389648438,255.0,8.0,,-0.01701002583798895,0.4671556612990448,-3.767379550396323e-05,True,22,255.0,False,30,6,,mdpro8,b431ac6b46b,18.0,817.8400268554688,3939.409912109375,327.0299987792969,-13620.10009765625,-13963.499755859375,5179.6002197265625,-4446.499938964844,1746.9000244140625,-2408.000030517578,0.0,0.0,,0.953889732267284,-0.40636635896546597,0.37422214482786625,True,169.6441892577756,True,12,18,8,,
7,5227,166,True,1,1413.7744465055223,1043.489990234375,3733.93994140625,95.08999633789062,-6492.1002197265625,20204.100341796875,992.2000122070312,-5274.2999267578125,1307.8999328613281,2543.699951171875,1.0,-0.04581619324417836,1.8250083703825362,-1.898658612665286,76561198039309853,enpitsu,26.0,1060.43994140625,3435.5,17.06999969482422,-11106.8994140625,16920.2001953125,0.5000000074505806,0.09999999776482582,0.3999999910593033,5.299999713897705,255.0,255.0,,-0.01681651891013826,0.9893046347049262,-1.707103178964252e-05,True,10,8,2,0.0,False,,bf81d8692db,games5425898691,19.0,523.2100219726562,2399.820068359375,17.0,-6044.4000244140625,22184.49951171875,3.700000047683716,-0.0,-0.0,0.0,255.0,128.0,-0.009591265305403667,1.3047828683096514,-2.1883474495497815e-06,True,18,False,18,0.0,False,,PATESVALEURSÛR,bb72f1741fb,8.0,-3151.429931640625,-2422.31005859375,100.30999755859375,-7902.9998779296875,14375.30029296875,-142.5,-5175.9002685546875,-1705.0,-743.3999633789062,255.0,55.0,True,0.9598228363565822,-1.455119950169554,-2.705664314686302,True,11,,False,18,6,,mdpro8,b431ac6b46b,18.0,174.0800018310547,2660.429931640625,88.45999908447266,-4756.600036621094,22470.0,-154.49999809265137,-5489.89990234375,305.2000045776367,-129.89999771118164,128.0,128.0,,1.4905331219294036,-1.216480953897142,-2.841899933854524,True,,False,False,26,26,,
8,6115,189,False,0,7427.407983367523,2678.389892578125,-1370.77001953125,825.5999755859375,-12184.300537109375,25131.79931640625,2404.9000549316406,-338.80001068115234,1422.5999450683594,-1665.0999450683594,0.0,-0.8052609266676544,-1.2979133681655766,0.24274301547544816,b431ac6b46b,mdpro8,18.0,2765.35009765625,-1634.699951171875,766.27001953125,-5327.19970703125,16829.300537109375,2824.5001220703125,-1787.7000427246094,5201.300048828125,11.100000143051147,255.0,255.0,False,0.29301810867684663,1.5507876339692634,0.14563262283634565,True,8,6,4,132.83521734258176,True,,bb72f1741fb,PATESVALEURSÛR,8.0,-2919.0400390625,-3320.75,18.350000381469727,8518.300170898438,12846.700439453125,-3.8999998569488525,0.7000000029802322,0.9000000357627869,-1985.7000732421875,255.0,8.0,0.017084050722970322,0.9284847100135306,-5.498245239671216e-05,True,False,False,False,201.7522322490651,True,,enpitsu,76561198039309853,26.0,201.99000549316406,4817.3701171875,17.059999465942383,-176.49999618530273,-83.4000015258789,1.8000000715255737,-0.09999999776482582,0.5999999865889549,1.1999999731779099,128.0,128.0,False,0.01676573999173919,-1.1294329140314503,6.271046050597529e-05,True,4,255.0,False,4,False,,games5425898691,bf81d8692db,20.0,2900.679931640625,479.45001220703125,17.010000228881836,-10172.899780273438,6282.60009765625,2.8999999165534973,-2.199999988079071,1.4000000059604645,-2128.6000061035156,255.0,0.0,,0.00956944275330316,2.559630584794667,-0.00025846465295180745,True,255.0,False,False,8,8,,False
9,7157,227,False,0,6390.733317760214,1331.3599853515625,-850.02001953125,482.0,-6766.6998291015625,25990.6005859375,7004.7998046875,2018.3999633789062,-3398.3999633789062,4513.999938964844,0.0,0.11886818409362412,-1.263367643322773,-0.36203440283118743,bb72f1741fb,PATESVALEURSÛR,8.0,1361.3299560546875,-1024.219970703125,417.8500061035156,13593.299560546875,13568.699951171875,750.0,-45.999999046325684,1756.1000061035156,5211.7999267578125,203.0,23.0,True,-0.31760830671221396,1.3330236636229875,-1.3603670442066462,True,16,10,4,151.52112698554993,True,,b431ac6b46b,mdpro8,18.0,-3028.360107421875,-4279.7099609375,17.010000228881836,-2586.300048828125,-6279.2999267578125,3.400000035762787,0.0,0.19999999552965164,2926.099853515625,255.0,255.0,0.009523059503799496,-1.794591368735623,-4.13006651618804e-05,True,False,False,False,69.0,False,,enpitsu,76561198039309853,25.0,-2093.64990234375,3499.93994140625,17.059999465942383,16190.6005859375,12408.800048828125,1.899999976158142,-0.19999999552965164,0.0,-2.7000001072883606,255.0,128.0,,0.016770154211769348,0.6536051608780316,1.648353171876255e-05,True,8,255.0,False,10,False,,games5425898691,bf81d8692db,19.0,1628.8699951171875,-287.9700012207031,143.41000366210938,-14702.7001953125,-14675.899658203125,-1424.2999267578125,227.5,275.2000045776367,233.99999618530273,255.0,128.0,,-0.9620312854926649,-1.9163192681462726,-0.34764526871946044,True,38.0,False,False,16,12,,False
