,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect
0,170,0,False,1,5296.136674546383,51.41999816894531,-88.36000061035156,105.0999984741211,2618.599853515625,19018.699951171875,8330.499877929688,5150.4998779296875,1289.4000244140625,-2794.5001220703125,1.0,0.12439854507851425,0.14131134937763506,-0.2763901070672041,bf81d8692db,games5425898691,19.0,81.75,-245.60000610351562,84.97000122070312,-1559.1999816894531,17897.099609375,1625.5000305175781,-4245.899963378906,-2016.199951171875,2855.8999633789062,255.0,127.0,,-0.7835369387876392,1.5198872039424098,-0.0782800224622033,True,0.0,False,4,False,3,,76561198039309853,enpitsu,27.0,-155.66000366210938,-3825.989990234375,17.049999237060547,-2848.2000732421875,8946.900024414062,2.5999999046325684,-0.3999999910593033,0.3999999910593033,2.0000000298023224,255.0,0.0,False,-0.01665358061017659,1.2622659508484904,-4.327833647757053e-05,True,116.0,False,False,False,False,,GooseXRebound,76561198081243327,10,-3181.860107421875,4126.8701171875,97.30999755859375,-21196.10107421875,8480.599975585938,-153.80000114440918,-3668.2998657226562,-4039.2999267578125,-690.1999664306641,218.0,255.0,,0.18567163718511628,-1.492472272705503,-2.786789493593739,True,255.0,False,3,False,4,,High_Tester_Vega,9074164143877586957,9.0,6.929999828338623,84.9000015258789,77.31999969482422,17272.099609375,-14864.300537109375,3080.1998901367188,-1063.7000274658203,3197.0001220703125,-4236.400146484375,255.0,214.0,True,0.05878784176012817,-1.8830103288191584,0.016807425351147497,True,False,3,0.0,False,4,
1,884,26,False,1,4272.054898540027,1961.8399658203125,1003.0399780273438,98.9800033569336,-7097.60009765625,17166.800537109375,3263.2998657226562,-2241.699981689453,1893.8999938964844,2683.800048828125,1.0,0.5272613639962674,-1.0921059901850299,-1.7338670284940345,76561198039309853,enpitsu,27.0,2074.1201171875,1042.0699462890625,16.770000457763672,-4217.39990234375,21300.0,-317.1999931335449,141.40000343322754,2108.9999389648438,2824.7000122070312,255.0,255.0,,-0.01029927746662993,1.2502767438270168,0.016418744076763473,True,133.0,False,2,False,2,13.0,bf81d8692db,games5425898691,19.0,-2545.219970703125,-4108.919921875,17.010000228881836,-22808.00048828125,-1705.5999755859375,2.0999999344348907,-0.19999999552965164,0.5000000074505806,171.39999389648438,255.0,128.0,,-0.009644140808964507,-0.09243056431935487,-8.86341796720468e-05,True,57.0,False,16,False,16,,GooseXRebound,76561198081243327,9,1199.75,3096.909912109375,17.0,7742.0001220703125,-12819.200439453125,3.1999999284744263,0.7000000029802322,-1.5000000596046448,-294.20000076293945,201.0,128.0,,-0.009609548315013114,-2.098466351659958,-2.7910873880576608e-05,True,233.0,False,14,False,14,,High_Tester_Vega,9074164143877586957,8.0,3752.97998046875,-156.44000244140625,17.0,-571.5000152587891,19001.700439453125,3.1999999284744263,1.0000000149011612,1.0999999940395355,89.49999809265137,247.0,128.0,False,-0.009632356942411498,1.530811220965514,-0.00010500711815415238,True,False,6,0.0,False,10,
2,1453,46,False,0,2758.85824467063,-532.0,2405.260009765625,622.510009765625,3317.60009765625,18403.1005859375,-5261.400146484375,-4143.900146484375,-1257.6000213623047,-4152.799987792969,0.0,0.455006814488295,2.2816179542274164,2.5608130091786414,76561198081243327,GooseXRebound,9.0,-616.6599731445312,2259.0,606.280029296875,-12211.800537109375,11980.999755859375,1054.7000122070312,3605.7000732421875,1107.2000122070312,-4002.7999877929688,0.0,0.0,,-0.2766089366359158,1.7350572956310282,0.45784077514840543,True,141.83249879396087,True,22,4,20,,9074164143877586957,High_Tester_Vega,8.0,,,,,,,,,,,,,,,,True,,,,,,,enpitsu,76561198039309853,27,-935.8400268554688,2970.8701171875,17.040000915527344,-18600.999755859375,11721.500244140625,3.700000047683716,0.29999999329447746,-0.09999999776482582,-0.7999999821186066,255.0,128.0,,0.016782599418395074,2.5791879096326107,3.203630639945595e-05,False,0.0,False,4,2,4,,games5425898691,bf81d8692db,19.0,570.1900024414062,5086.68017578125,15.699999809265137,-5767.2998046875,-2820.5999755859375,142.2000026702881,105.69999694824219,-64.29999828338623,-1179.4999694824219,255.0,39.0,,0.003348119123538655,-2.5693569201518245,0.002745112039123769,True,False,24,,False,24,
3,5018,176,True,1,5221.12264735465,3653.330078125,706.3499755859375,111.08999633789062,-17471.99951171875,17980.699462890625,8755.499877929688,4330.299987792969,-318.50000381469727,4140.799865722656,1.0,-0.0219240824319831,-2.492029352279832,2.751358254258202,bf81d8692db,games5425898691,19.0,3667.159912109375,564.2100219726562,88.69999694824219,-9278.300170898438,13068.199462890625,272.00000762939453,-1538.0000305175781,-2358.000030517578,-4724.800109863281,255.0,114.0,,-0.4142633735923409,2.837225437494696,-2.1673403598952845,True,52.0,False,68,4,57,,76561198039309853,enpitsu,27.0,-512.47998046875,-4208.93994140625,17.049999237060547,6808.4002685546875,-439.0999984741211,3.100000023841858,-0.0,-0.0,-2372.4000549316406,255.0,128.0,,-0.016649209194436656,-3.0835502029668542,-3.5355043931574933e-05,True,255.0,False,30,4,24,,GooseXRebound,76561198081243327,9,3750.449951171875,847.510009765625,45.209999084472656,5204.0997314453125,-18718.1005859375,2141.699981689453,-4721.499938964844,-78.00000190734863,-1910.5999755859375,221.0,0.0,,0.11274551434354767,-1.7495631298072707,-0.02596577882774463,True,132.85753095021812,True,60,8,78,,High_Tester_Vega,9074164143877586957,8.0,16.649999618530273,-1030.43994140625,17.0,-16516.199951171875,-2608.699951171875,3.100000023841858,-1.0000000149011612,-0.0,91.5999984741211,131.0,131.0,,-0.00959052086132737,-0.16095702263568318,-6.541083499328332e-05,True,False,26,98.0,False,40,
4,5725,193,False,1,1271.8100302153468,-277.2300109863281,4649.0498046875,414.82000732421875,4106.300048828125,2463.9999389648438,4264.5001220703125,2480.0,-5456.9000244140625,-266.00000381469727,1.0,0.35907972427108276,1.3026191796542421,-1.7790718632119529,76561198039309853,enpitsu,27.0,-309.75,4598.22021484375,271.6199951171875,6965.999755859375,3470.10009765625,2661.400146484375,2694.4000244140625,3208.900146484375,3562.6998901367188,255.0,,,0.11313799197503598,2.7476870459375666,1.0453931830090533,True,71.0,False,4,False,3,,bf81d8692db,games5425898691,19.0,-313.010009765625,4334.2900390625,215.0,-1444.1000366210938,10908.499755859375,233.79999160766602,462.00000762939453,5125.30029296875,1940.8000183105469,255.0,0.0,,0.07619785532776427,1.501684858586915,2.184218148531172,True,245.68018057013072,True,8,False,7,,GooseXRebound,76561198081243327,9,-64.05999755859375,4715.9599609375,260.510009765625,-19381.8994140625,5218.2000732421875,3169.7000122070312,458.49998474121094,237.5,876.6999816894531,170.0,191.0,,0.5287684542190346,-0.34430797082028775,-0.2397038731119221,True,124.68018057013072,True,10,False,12,,High_Tester_Vega,9074164143877586957,8.0,-246.3000030517578,5889.6201171875,79.45999908447266,3557.3001098632812,-3843.699951171875,-3100.4000854492188,-2111.999969482422,1768.3999633789062,-1604.1999816894531,255.0,2.0,,-0.46944677440311194,-2.2971952408668765,0.44571219544277335,True,False,False,121.0,False,6,
5,6685,228,True,0,2561.5953762704457,375.8999938964844,2916.47998046875,526.3599853515625,-2392.4000549316406,11969.599609375,4602.900085449219,3948.800048828125,101.99999809265137,-618.6000061035156,0.0,-0.0924290904874555,2.6400407043110836,0.564661119046874,76561198081243327,GooseXRebound,9.0,375.2300109863281,2783.889892578125,372.20001220703125,301.3999938964844,14878.599853515625,1574.1000366210938,467.00000762939453,3601.300048828125,4130.5999755859375,255.0,0.0,False,-0.6728343974876687,1.3139626845044725,3.0740011286464397,True,157.1255742785751,True,26,4,21,,9074164143877586957,High_Tester_Vega,8.0,306.19000244140625,763.8699951171875,16.989999771118164,14038.299560546875,-8426.699829101562,4.600000083446503,0.9000000357627869,-0.3999999910593033,-1849.4999694824219,245.0,7.0,,0.009551553982407986,-0.5857019506700837,-0.00014715105293076745,True,31.0,False,18,False,12,,enpitsu,76561198039309853,27,448.92999267578125,1814.3299560546875,135.6199951171875,-8430.599975585938,-20242.80029296875,-154.399995803833,4202.5,-3518.599853515625,-455.6999969482422,255.0,0.0,False,-0.1857426530942899,0.8581231448120996,-3.0134174395178333,True,8.0,False,15,False,18,,games5425898691,bf81d8692db,19.0,-466.2900085449219,5264.8798828125,17.0,6408.499755859375,652.2000122070312,3.799999952316284,0.0,-1.0000000149011612,-2273.2000732421875,255.0,0.0,,0.009591754222756897,0.10455149525035849,-5.455341327796276e-05,True,False,16,0.0,False,16,
6,7393,244,True,0,5055.034419761129,2625.659912109375,1513.530029296875,195.94000244140625,-15270.999755859375,25688.5009765625,-425.2000045776367,-51.90000057220459,-1955.7000732421875,-889.1999816894531,0.0,-0.545664332424429,0.13090794805726752,-0.3172360917246461,9074164143877586957,High_Tester_Vega,8.0,2821.340087890625,1307.4000244140625,120.83000183105469,-12991.199951171875,18840.2001953125,2296.1000061035156,-723.4999847412109,-4783.0999755859375,-2616.7999267578125,255.0,115.0,True,0.4007043547041507,2.1010846000989694,-0.9225418647733709,True,95.34735494018884,True,10,False,9,,76561198081243327,GooseXRebound,9.0,1440.56005859375,-2224.300048828125,17.0,8183.900146484375,12643.699951171875,1.0999999940395355,0.19999999552965164,0.3999999910593033,1035.4000091552734,255.0,213.0,,0.00958590668631404,1.0032816043715984,0.0001688112550006342,True,148.48540205340228,True,8,False,8,,enpitsu,76561198039309853,27,2591.72998046875,1900.22998046875,49.099998474121094,4483.699951171875,7235.3997802734375,3416.7999267578125,417.00000762939453,-277.09999084472656,-852.0999908447266,0.0,0.0,,0.005607566542340209,0.9943233192757913,-0.0005724042377318307,True,223.0,False,3,False,4,,games5425898691,bf81d8692db,19.0,1064.6400146484375,406.1700134277344,103.95999908447266,-6394.4000244140625,21357.60009765625,-143.4000015258789,-4634.700012207031,-2843.699951171875,825.8000183105469,255.0,128.0,,-0.7610057797965225,-0.5637129616269428,2.7092494450017504,True,False,13,107.0,False,14,
7,9017,294,False,1,2323.7199345718836,1536.3399658203125,2906.25,121.38999938964844,-11309.200439453125,22506.39892578125,9896.799926757812,1696.7999267578125,5671.6998291015625,-975.8000183105469,1.0,0.28445873263052357,1.804950855283227,-0.014679536531161429,76561198039309853,enpitsu,27.0,1674.3299560546875,2761.360107421875,74.36000061035156,-9063.699951171875,17395.799560546875,2486.199951171875,-1356.6999816894531,-5283.499755859375,702.3999786376953,255.0,128.0,,-0.45147362920341355,1.1372522693725242,-0.45514020321761184,True,130.0,False,14,False,13,,bf81d8692db,games5425898691,19.0,-1833.0899658203125,1089.47998046875,17.010000228881836,12035.30029296875,6579.69970703125,2.0999999344348907,-0.29999999329447746,-0.0,0.0,255.0,128.0,,-0.009560642474558137,2.6413089035627526,4.282171724118377e-05,True,72.0,False,28,False,24,,GooseXRebound,76561198081243327,9,-2347.25,4379.72998046875,17.0,20380.30029296875,4128.299865722656,3.3000001311302185,-0.9000000357627869,-0.0,-166.39999389648438,255.0,128.0,False,-0.009580984548371058,2.9611855057205516,0.0001353184248336633,True,255.0,False,18,False,26,,High_Tester_Vega,9074164143877586957,8.0,-608.8200073242188,3067.159912109375,32.22999954223633,11726.600341796875,19460.799560546875,3149.8001098632812,-1.1999999731779099,-1.5000000596046448,-1831.199951171875,255.0,69.0,,-0.00955684136761968,2.177057715713389,-0.00019123074583198897,True,False,12,0.0,False,15,
8,9083,296,False,1,2462.63083504925,-651.8599853515625,3224.6201171875,401.9200134277344,7257.1002197265625,15762.900390625,6178.3001708984375,5065.4998779296875,-3011.9000244140625,1126.1000061035156,1.0,-0.8583125700975496,-2.860584171656809,-0.10600802107756689,bf81d8692db,games5425898691,19.0,-786.4500122070312,3014.25,312.5899963378906,9816.900024414062,13215.30029296875,1915.8999633789062,-1900.5000305175781,4142.60009765625,2857.7999877929688,255.0,128.0,,-0.23686721587341766,2.5456994666218398,0.8289239031280684,True,6.110451770085167,True,30,False,25,,76561198039309853,enpitsu,27.0,-805.9400024414062,4762.6298828125,17.049999237060547,22.40000009536743,-8684.69970703125,2.5,-0.0,-0.7999999821186066,119.0999984741211,255.0,128.0,False,-0.01666489765731687,-1.5918262272098203,-0.00010713199094368231,True,130.0,False,14,False,14,,GooseXRebound,76561198081243327,9,-836.1599731445312,3415.340087890625,213.7899932861328,-7436.9000244140625,-12848.599853515625,2316.300048828125,233.4000015258789,540.9999847412109,1776.7999267578125,255.0,201.0,False,0.26253277992389673,-1.7908369495085712,-0.16002377669430076,True,194.19420225645905,True,18,False,28,,High_Tester_Vega,9074164143877586957,8.0,878.280029296875,5735.4501953125,122.88999938964844,-258.700008392334,-6678.2000732421875,-2326.300048828125,2266.9000244140625,828.3999633789062,-425.8000183105469,255.0,7.0,,-0.28796121661805646,-1.5611555593550475,1.5443587638327103,True,False,12,0.0,False,16,
9,9140,298,False,1,925.8230452426588,639.97998046875,4250.27978515625,225.5800018310547,30.69999933242798,9166.599731445312,8111.099853515625,3508.2000732421875,-2579.1000366210938,4127.900085449219,1.0,-0.7936214858971534,-2.4476788435588244,0.19371538296853574,76561198039309853,enpitsu,27.0,677.7899780273438,4188.02978515625,106.77999877929688,12965.400390625,7774.1998291015625,2409.4000244140625,-5440.0,-701.8000030517578,404.0999984741211,128.0,255.0,False,-0.033868089808114364,2.9824953398827416,-0.6582767116999104,True,137.0,False,16,False,15,,bf81d8692db,games5425898691,19.0,738.6699829101562,4881.7099609375,17.010000228881836,445.49999237060547,-3846.400146484375,2.5,0.5999999865889549,-2.0999999344348907,1227.300033569336,255.0,255.0,,-0.009450764008199022,-1.599711576503527,0.00021294863121231687,True,0.0,False,30,False,26,,GooseXRebound,76561198081243327,9,-704.780029296875,120.4000015258789,17.010000228881836,14177.7001953125,-2923.2000732421875,0.09999999776482582,-0.5999999865889549,-0.0,2396.999969482422,255.0,255.0,False,-0.009597498778987568,-3.039417654993928,-3.158092684766136e-05,True,173.62500621682852,True,20,False,28,,High_Tester_Vega,9074164143877586957,8.0,-433.9800109863281,4375.56005859375,35.220001220703125,-7438.699951171875,-6695.2001953125,-4615.7000732421875,471.1000061035156,-27.100000381469727,3827.6998901367188,255.0,255.0,,-0.015013706047962273,-1.6348394017826824,-0.08157220783292655,True,False,12,0.0,False,18,
