,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_jump_active,opp_2_boost_collect
0,1718,56.0,True,0,1339.9213485350417,-1170.56005859375,3828.510009765625,250.7100067138672,20011.800537109375,16483.1005859375,-368.4000015258789,-5156.5997314453125,2525.0,1741.6999816894531,0.0,-0.18752143962086487,2.447955531510877,2.9619858017972867,76561198039309853,enpitsu,26.0,-1319.010009765625,3654.489990234375,215.07000732421875,12692.60009765625,10648.900146484375,1282.4000549316406,1106.9000244140625,1830.5999755859375,-1667.5,255.0,0.0,,0.01716110941095046,1.01518688464133,0.015662960002934892,True,14,69.0,False,False,11,,bf81d8692db,games5425898691,24.0,224.97999572753906,2973.89990234375,17.010000228881836,14975.999755859375,11346.8994140625,2.3000000417232513,-1.1999999731779099,-0.5000000074505806,1789.4999694824219,128.0,255.0,,0.009631518961495668,0.6992271293463121,0.00015238138442382845,True,115.0,False,24,False,24,,probsbbs,76561198293556409,13,-38.119998931884766,4726.990234375,29.68000030517578,-8573.499755859375,3776.400146484375,3121.0000610351562,0.5999999865889549,-2.199999988079071,2550.5999755859375,128.0,255.0,False,0.009613675059844699,2.8258419357482367,-3.9167626585487915e-05,True,,False,25,6,18,,Tlacc_xx,b5e81b3349b,12.0,-694.7000122070312,144.22000122070312,95.48999786376953,340.60001373291016,20824.69970703125,-1565.0,-2776.6000366210938,-232.29999542236328,78.80000114440918,217.0,128.0,,-0.577727057976424,1.6357459450893301,0.03421021706873224,True,68.0,False,12,4,22,
1,2186,63.0,True,1,1897.7889082131387,1007.8499755859375,3245.510009765625,140.6199951171875,-6805.7000732421875,20788.9990234375,3858.3999633789062,4657.0001220703125,-3673.2998657226562,-904.7000122070312,1.0,0.6429133626501566,1.7111390207878379,-1.7000191440049128,b5e81b3349b,Tlacc_xx,12.0,973.1099853515625,3080.219970703125,68.48999786376953,-9641.300048828125,17339.100341796875,1859.6000671386719,-3475.8999633789062,4256.300048828125,227.09999084472656,170.0,0.0,,-0.05255215437817788,0.9727452227608652,0.5930909614103025,True,6,152.0,False,False,5,,76561198293556409,probsbbs,13.0,1546.8199462890625,4243.330078125,71.11000061035156,-7813.4002685546875,-11791.500244140625,3102.2000122070312,297.8000068664551,-150.600004196167,1328.0000305175781,128.0,128.0,False,-0.04573251169022173,-1.2472765520693696,0.0022012868984771007,True,218.0,False,8,3,6,,enpitsu,76561198039309853,26,2151.56005859375,3869.489990234375,17.059999465942383,-12585.400390625,8956.699829101562,1.1999999731779099,-0.0,-0.0,-362.90000915527344,255.0,128.0,,-0.016781030296119104,0.6510748796689653,0.0001718863604487861,True,0.0,False,6,False,6,,games5425898691,bf81d8692db,24.0,608.9500122070312,3668.820068359375,19.479999542236328,9574.7998046875,-16721.500244140625,2957.3001098632812,-0.5000000074505806,1.0000000149011612,377.00000762939453,255.0,151.0,,-0.009593946577362483,-2.111706770907853,-7.945320743993113e-05,True,162.0,False,False,False,3,
2,3392,98.0,False,1,5855.462967477197,-13.039999961853027,-644.469970703125,122.58000183105469,2280.399932861328,26810.30029296875,4930.10009765625,1790.3999328613281,-3097.6998901367188,4816.400146484375,1.0,-0.3701464204477616,0.7009736544930032,-2.4707644593867446,76561198293556409,probsbbs,13.0,-29.860000610351562,-827.510009765625,89.0999984741211,14745.6005859375,10976.500244140625,1583.0999755859375,3035.2999877929688,403.69998931884766,4462.900085449219,128.0,0.0,True,0.0020275717152337153,1.8779434408548081,-0.29784290117681506,True,4,180.0,False,False,3,,b5e81b3349b,Tlacc_xx,12.0,1150.8199462890625,-746.9099731445312,16.899999618530273,-3710.4000854492188,-18037.2998046875,21.19999885559082,-10.700000524520874,-46.79999828338623,1917.7999877929688,255.0,255.0,,-0.00966328296817151,-1.4312560496604876,-0.0025720365852637305,False,3.0,False,16,False,16,,enpitsu,76561198039309853,26,2739.31005859375,1764.489990234375,17.020000457763672,-8284.7998046875,10538.399658203125,2.199999988079071,0.29999999329447746,-0.7999999821186066,-9.300000071525574,255.0,128.0,False,-0.01672225313445324,0.905716325266735,7.668227366057583e-05,True,116.28779349275813,True,8,False,8,,games5425898691,bf81d8692db,24.0,-1435.8900146484375,3379.68994140625,17.020000457763672,-10600.30029296875,3264.1000366210938,1.0999999940395355,-0.19999999552965164,-0.0,-2241.4999389648438,128.0,0.0,,-0.009647200581950255,0.3580966019439965,-4.0967691788679234e-05,True,255.0,False,22,False,22,
3,5600,169.0,True,0,4541.692313638744,2774.260009765625,2464.89990234375,338.4800109863281,-17794.89990234375,17073.499755859375,3160.4998779296875,2870.8999633789062,2448.800048828125,4664.800109863281,0.0,0.04036000481023611,0.9019884811267646,1.1399698431116239,bf81d8692db,games5425898691,24.0,2947.050048828125,2388.25,212.66000366210938,-3880.10009765625,17830.899658203125,970.9999847412109,-1905.5999755859375,-4658.2000732421875,-2217.7999877929688,255.0,241.0,,-0.22697158053891256,1.8261607215156657,-0.6374772044143628,True,26,41.27016773531514,True,False,25,,76561198039309853,enpitsu,26.0,-1058.1300048828125,-4192.7900390625,17.040000915527344,17521.099853515625,332.90000915527344,3.799999952316284,-0.3999999910593033,0.0,-2.0000000298023224,255.0,128.0,,0.01677304617408467,0.018737338284524313,3.305926170316495e-05,True,35.0,False,4,False,4,,probsbbs,76561198293556409,13,1651.219970703125,7.699999809265137,17.0,-3753.2000732421875,17185.30029296875,3.0000001192092896,0.0,-0.7999999821186066,0.0,255.0,128.0,,0.009553708692871272,1.7858106037978059,7.185186419265437e-05,True,126.0,False,16,6,12,,Tlacc_xx,b5e81b3349b,12.0,2922.679931640625,2587.330078125,131.2100067138672,4957.699890136719,-6037.7001953125,1723.3000183105469,3430.8999633789062,-4262.099914550781,559.3000030517578,255.0,0.0,,-0.14900610422441582,-0.936083428466019,0.7988172169867525,True,239.0,False,21,False,22,
4,7426,226.0,True,1,584.4506347885184,813.719970703125,4561.3701171875,602.0399780273438,-13729.7998046875,15863.199462890625,-3358.5000610351562,843.6000061035156,-3931.0000610351562,4453.599853515625,1.0,0.2066725100857532,-0.9449453626750103,-2.8691942837745326,b5e81b3349b,Tlacc_xx,12.0,914.6500244140625,4370.31005859375,531.3900146484375,-1738.8999938964844,12504.89990234375,391.8000030517578,-448.1999969482422,-4628.0999755859375,-2937.60009765625,128.0,202.0,,0.381938538208464,0.858324616065366,2.72559721828831,True,6,92.0,False,False,4,,76561198293556409,probsbbs,13.0,2639.590087890625,3548.320068359375,17.010000228881836,-10436.099853515625,-9281.199951171875,1.8000000715255737,0.3999999910593033,0.3999999910593033,-0.09999999776482582,255.0,128.0,False,-0.00955634525002975,-0.7268366779070967,5.009778784580148e-05,True,255.0,False,22,4,14,,enpitsu,76561198039309853,26,-3235.239990234375,3982.9599609375,17.049999237060547,7580.2001953125,20111.300048828125,3.0000001192092896,0.09999999776482582,0.19999999552965164,-2036.199951171875,255.0,0.0,,-0.01677751168543917,2.00710996236628,-3.853222639893306e-05,True,,False,24,False,22,50.0,games5425898691,bf81d8692db,24.0,959.0900268554688,4334.740234375,300.0400085449219,-16196.99951171875,15946.800537109375,3514.5999145507812,253.4000015258789,333.49998474121094,-182.90000915527344,255.0,128.0,,0.960838340150595,1.3287701456332588,0.2754528346208055,True,10.45784108100399,True,22,False,24,
5,7796,230.0,False,0,3381.4019160761377,-3923.35009765625,3633.669921875,806.1300048828125,4494.700012207031,26599.7998046875,296.49999618530273,454.39998626708984,-3790.4000854492188,4628.800048828125,0.0,-0.45501984802018985,-2.9395251687784985,-1.0270715840845477,bf81d8692db,games5425898691,24.0,-3967.47998046875,3375.320068359375,773.4600219726562,6646.199951171875,20106.099853515625,-1081.6000366210938,3558.9999389648438,-1315.5999755859375,-3816.9000244140625,255.0,,,-0.03811953536030182,1.51351792458102,1.5496480593192845,True,4,148.0,False,4,False,,76561198039309853,enpitsu,26.0,-2003.22998046875,285.4800109863281,17.059999465942383,-5731.9000244140625,11484.599609375,1.899999976158142,-0.5999999865889549,1.4000000059604645,-1992.8999328613281,255.0,,,0.01674187456754028,2.0078881097900267,-0.0002520262206012271,True,61.0,False,2,False,2,,probsbbs,76561198293556409,13,-4006.830078125,3892.389892578125,804.22998046875,1386.3999938964844,-16456.400146484375,8202.39990234375,1790.2999877929688,347.2999954223633,1058.6000061035156,,255.0,True,-0.382083266991668,-1.9709364127344957,-1.441898108400346,True,201.0,False,4,False,3,,Tlacc_xx,b5e81b3349b,12.0,3572.7099609375,264.6600036621094,16.989999771118164,1751.4999389648438,18225.899658203125,2.199999988079071,0.0,0.3999999910593033,822.7999877929688,255.0,174.0,,0.009599689033500322,1.5111368153878555,-8.035577859790909e-05,True,251.8740472229578,True,4,False,4,
6,7851,232.0,True,0,1616.8460310240077,-509.739990234375,3569.969970703125,252.1300048828125,17368.599853515625,23255.80078125,6221.199951171875,3284.89990234375,4469.700012207031,2069.499969482422,0.0,0.5736390989111195,-0.5410152569280752,0.21329860415740506,76561198039309853,enpitsu,26.0,-549.0,3415.429931640625,190.6300048828125,15709.3994140625,12880.899658203125,1377.8999328613281,3840.10009765625,3776.199951171875,1114.8999786376953,128.0,0.0,,-0.5837927438521735,1.138135789949523,0.6803413262439562,True,4,0.0,False,False,3,,bf81d8692db,games5425898691,24.0,-2129.0,4377.759765625,17.0,9293.800048828125,-10603.499755859375,3.3000001311302185,0.3999999910593033,0.19999999552965164,-1.2999999523162842,255.0,128.0,,0.00955374710014689,-0.8513541460879797,-1.6356903567084321e-06,True,148.0,False,4,4,False,,probsbbs,76561198293556409,13,-3877.739990234375,980.7899780273438,276.75,627.9000091552734,-14327.5,-9080.999755859375,1590.2999877929688,4.699999988079071,496.1000061035156,,128.0,False,1.1396895459065561,0.8404571364960907,0.78766986169925,True,201.0,False,4,False,4,,Tlacc_xx,b5e81b3349b,12.0,1043.1800537109375,3790.010009765625,16.989999771118164,-18225.400390625,12433.599853515625,4.600000083446503,0.09999999776482582,-0.09999999776482582,-282.5,231.0,128.0,,0.009600529647940961,2.514331896984422,0.00013596639109659132,True,118.0,False,4,False,4,
7,8132,233.0,False,0,5256.2976083090525,-14.470000267028809,-41.849998474121094,95.5999984741211,-3109.8001098632812,21988.20068359375,3303.9999389648438,-2136.699981689453,416.19998931884766,1653.800048828125,0.0,0.013408891901125257,0.06546360633274217,-0.056089174568058016,76561198039309853,enpitsu,26.0,-0.7200000286102295,-196.60000610351562,109.68000030517578,3042.60009765625,16210.30029296875,1906.7999267578125,-2452.4000549316406,-1031.8000030517578,4813.500061035156,255.0,0.0,,0.7441819262443029,1.7577592603690049,0.33710928588414346,True,2,31.0,False,False,1,,bf81d8692db,games5425898691,24.0,2689.6298828125,-4125.27978515625,17.010000228881836,18737.60009765625,-6175.30029296875,2.3000000417232513,-0.29999999329447746,0.09999999776482582,1966.3999938964844,255.0,255.0,,0.009580117712713545,-0.24764741110988603,5.259946995474561e-05,True,0.0,False,False,False,False,,probsbbs,76561198293556409,14,58.5099983215332,206.08999633789062,75.38999938964844,-4369.800109863281,-22428.00048828125,2606.199951171875,4047.3001098632812,-2714.8001098632812,-838.3000183105469,255.0,0.0,,0.142771993623235,-1.5202762353463863,0.036217098276637584,True,12.0,False,4,False,3,,Tlacc_xx,b5e81b3349b,12.0,0.0,3809.56005859375,17.010000228881836,0.0,-9190.800170898438,2.0999999344348907,0.0,0.0,0.0,255.0,,,0.00951389076875119,-1.5707884064815436,3.7693731894913176e-08,True,116.0,False,False,False,False,
8,8385,242.0,False,0,497.98106483245516,-521.219970703125,4812.08984375,552.3499755859375,-4013.2000732421875,19364.89990234375,14668.00048828125,4109.599914550781,4368.299865722656,168.60000610351562,0.0,0.6682632709510692,0.6171842370065088,0.018156818532473657,bf81d8692db,games5425898691,24.0,-404.17999267578125,4574.31005859375,386.9100036621094,-10134.400024414062,20394.7998046875,3215.5999755859375,-3068.800048828125,-3456.300048828125,-1641.7999267578125,255.0,188.0,,-0.28446917447945497,2.278549268806517,-0.32957681583751763,True,4,182.92006878442658,True,False,3,,76561198039309853,enpitsu,26.0,-960.8300170898438,4396.93017578125,84.97000122070312,14039.69970703125,7049.000244140625,4241.9000244140625,-4.1999998688697815,-1.5999999642372131,507.20001220703125,128.0,0.0,False,0.016901253580679367,0.5940210277079913,-0.0020770165661511725,True,10.0,False,6,False,4,,probsbbs,76561198293556409,14,-1103.3599853515625,4527.02001953125,17.010000228881836,16159.69970703125,9356.900024414062,2.0000000298023224,-2.5,-1.4000000059604645,-1430.0,255.0,0.0,False,0.00956861717509577,0.49172421369480096,-2.9491640921276087e-05,True,188.0,False,8,False,8,,Tlacc_xx,b5e81b3349b,12.0,-667.2899780273438,5000.58984375,547.5700073242188,15289.49951171875,-2897.0999145507812,-3087.60009765625,-67.8000020980835,893.4999847412109,35.899999141693115,128.0,108.0,,0.39291274491685846,0.12630438111798625,1.6128652092044644,True,92.0,False,False,False,4,
9,8677,253.0,False,1,2770.664721437999,3202.610107421875,3605.030029296875,115.55999755859375,-16110.899658203125,8162.9998779296875,7348.499755859375,5725.2001953125,-15.399999618530273,1794.7000122070312,1.0,0.2895334844861895,1.0039283217957282,-0.3396380307129006,76561198293556409,probsbbs,14.0,3351.77001953125,3475.070068359375,16.989999771118164,-9087.999877929688,10070.800170898438,4.399999976158142,-0.3999999910593033,0.5000000074505806,202.00000762939453,128.0,128.0,,-0.009618056536368306,0.8138270546493913,-0.00013278633775938947,True,12,82.0,False,False,10,,b5e81b3349b,Tlacc_xx,12.0,3624.860107421875,4415.06005859375,356.260009765625,-4965.799865722656,4963.699951171875,-3706.6000366210938,-1718.8999938964844,-1719.2999267578125,-0.09999999776482582,237.0,255.0,False,-0.46350515402183007,0.7960297604910649,-1.5755225517711264,True,255.0,False,10,False,8,,enpitsu,76561198039309853,26,377.5400085449219,5028.85986328125,17.049999237060547,373.1999969482422,30.09999990463257,2.5999999046325684,0.5999999865889549,-0.3999999910593033,0.0,255.0,0.0,False,-0.016896702239515792,3.059970869626467,-4.976043984809765e-05,True,255.0,False,6,False,4,,games5425898691,bf81d8692db,24.0,3177.780029296875,4460.33984375,48.79999923706055,-4820.5999755859375,1480.0,153.00000190734863,-3981.6000366210938,-493.3000183105469,1008.1999969482422,255.0,128.0,,1.3708937825935068,1.8685748613429214,0.22263744743004824,True,34.89791832944399,True,12,False,12,
