,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,334,6.0,False,0,4130.223400345759,-3811.68994140625,2214.679931640625,540.0,-25023.30078125,17553.699951171875,1064.1999816894531,5054.5001220703125,-2031.6000366210938,-2514.7000122070312,0.0,-0.484659069422597,-0.5641819218197057,-2.3425329340321004,bf81d8692db,games5425898691,19,-3698.159912109375,2099.340087890625,505.6199951171875,-17145.0,9917.60009765625,2579.2001342773438,-1786.3999938964844,-3736.6000366210938,3618.800048828125,255.0,174.0,,-0.16748601476031585,2.1172060830016686,-0.19016467336492796,True,170.46516136456563,True,4,3,False,,76561198039309853,enpitsu,26.0,-2540.22998046875,-1437.7099609375,17.049999237060547,1335.2999877929688,7173.0999755859375,2.5999999046325684,-0.19999999552965164,-1.5000000596046448,-242.70000457763672,255.0,128.0,False,0.01664639194518958,1.3638976991119909,0.00023542412892647537,True,2,2,255.0,False,False,,KyYomi,76561198381668455,10,-2799.4599609375,4227.5400390625,17.010000228881836,-7405.9002685546875,10735.10009765625,2.3000000417232513,0.0,0.0,-2291.1000061035156,255.0,0.0,,0.009560101922512243,2.106906257767567,-8.860576624587019e-06,True,153.0,False,4,4,False,,KxrL_StxLz,1121353984912220357,9.0,81.27999877929688,5322.68994140625,17.149999618530273,-1351.1000061035156,-860.6999969482422,-10.0,-43.29999923706055,-4.699999988079071,-4.000000059604645,250.0,128.0,,0.011919017992110304,-2.574326712729924,-0.004859270332207985,True,255.0,False,4,False,4,
1,534,13.0,True,1,4806.560252998305,-3450.179931640625,3087.260009765625,492.04998779296875,23239.49951171875,11385.400390625,5334.2999267578125,5001.700134277344,-1543.6000061035156,-2932.5,1.0,0.09525758300176325,0.6758030092083979,1.8072607948577064,76561198381668455,KyYomi,10,-3638.580078125,2991.280029296875,425.30999755859375,5854.6002197265625,16651.199951171875,2670.4000854492188,-2668.0999755859375,-898.7000274658203,-4724.700012207031,255.0,160.0,True,0.8413605842081444,2.5881686105154054,1.874727434903892,True,161.0181244727103,True,8,7,False,,1121353984912220357,KxrL_StxLz,9.0,-1399.1600341796875,2188.06005859375,17.0,-2150.8999633789062,11492.2998046875,3.6000001430511475,-0.0,-0.0,-2369.1000366210938,250.0,0.0,,-0.009554855528329244,1.4483869700845566,-3.0346432383447255e-06,True,8,8,255.0,False,False,,enpitsu,76561198039309853,26,-348.69000244140625,5294.2099609375,17.049999237060547,-0.0,-0.0,3.0000001192092896,0.19999999552965164,-0.5000000074505806,0.0,128.0,128.0,False,-0.016713493081294238,-0.743920916237625,-1.760635896497152e-05,True,255.0,False,2,2,False,,games5425898691,bf81d8692db,19.0,1787.6800537109375,4583.7099609375,17.010000228881836,-18528.1005859375,8967.19970703125,2.0000000298023224,-1.8000000715255737,0.7000000029802322,462.59998321533203,255.0,187.0,,-0.009586603013581716,0.44544404021865713,2.690593294296835e-06,True,207.0,False,8,False,8,
2,837,15.0,False,1,5196.331696217921,7.110000133514404,20.260000228881836,95.80000305175781,3560.1998901367188,26638.30078125,2735.4998779296875,1301.199951171875,-858.0000305175781,2651.300048828125,1.0,-0.007278146733421069,-0.02206441355499818,-0.010758632696518245,76561198381668455,KyYomi,10,-40.0,-203.13999938964844,55.56999969482422,13809.200439453125,18226.500244140625,-2469.600067138672,695.4000091552734,656.6000366210938,-1991.9000244140625,255.0,0.0,,0.1478996721802152,1.9724819586721078,-0.40589740838730454,True,0.0,False,4,4,False,,1121353984912220357,KxrL_StxLz,9.0,-18.110000610351562,-5366.77001953125,17.90999984741211,193.1999969482422,-3373.9999389648438,113.69999885559082,-200.9000015258789,-16.00000023841858,1.0999999940395355,250.0,128.0,,-0.027031815071011468,1.5141956839345079,0.00226898975402105,True,False,False,116.0,False,False,,enpitsu,76561198039309853,26,291.2200012207031,367.25,100.05999755859375,-18219.69970703125,-13787.39990234375,2613.0999755859375,1740.3999328613281,-4871.9000244140625,-1866.7999267578125,255.0,0.0,,-0.3048655053153711,-0.8285885001229852,0.021940932288714774,True,0.0,False,2,1,False,,games5425898691,bf81d8692db,19.0,2567.3701171875,4085.820068359375,17.010000228881836,17393.399658203125,698.7000274658203,2.3000000417232513,0.5000000074505806,0.29999999329447746,-1895.2999877929688,128.0,0.0,,-0.00961897437905655,-3.1174496288487688,-5.677432606924832e-05,True,0.0,False,False,False,False,
3,1360,34.0,False,0,5569.843884280082,-3119.800048828125,33.349998474121094,152.27000427246094,9913.099975585938,18397.39990234375,10354.000244140625,5942.5,499.7999954223633,-660.5999755859375,0.0,-0.7462256837670503,-2.94231506074607,1.9627462186480453,76561198039309853,enpitsu,26,-3207.080078125,-231.61000061035156,66.30999755859375,9053.200073242188,14324.599609375,3315.0,-2429.9000549316406,1543.2000732421875,-15.299999713897705,255.0,128.0,False,0.088107854109408,1.0044160010312642,-8.603385749427301e-05,True,196.0,False,8,7,False,,bf81d8692db,games5425898691,19.0,-3891.050048828125,1169.469970703125,121.68000030517578,4495.199890136719,-18689.49951171875,-237.19999313354492,3383.599853515625,1851.9000244140625,-3920.4998779296875,255.0,143.0,,0.6651626542488006,-2.828889301405747,-1.7083105624814041,True,8,5,0.0,False,False,,KyYomi,76561198381668455,10,-3386.570068359375,2914.1201171875,17.010000228881836,9912.60009765625,-3240.4000854492188,2.3999999463558197,2.3000000417232513,-0.5000000074505806,1526.3999938964844,255.0,255.0,,0.009530941061703517,-0.3243837718101101,0.0002170937766029749,True,255.0,False,8,8,False,,KxrL_StxLz,1121353984912220357,9.0,-3378.320068359375,353.3900146484375,45.900001525878906,11718.499755859375,-19506.199951171875,3324.2999267578125,254.79999542236328,165.0,1468.0999755859375,248.0,246.0,,0.016077817960679756,-0.935373039334797,0.0005406549559991892,True,45.0,False,10,4,4,
4,1495,39.0,True,0,1918.5715514158824,932.02001953125,4557.5400390625,131.14999389648438,-4564.2999267578125,25928.9990234375,7545.7000732421875,4866.400146484375,2678.2998657226562,-2268.000030517578,0.0,0.6376638948637223,-2.454278066600975,2.334648917114565,76561198039309853,enpitsu,26,971.25,4366.06982421875,67.4800033569336,-12106.8994140625,19396.199951171875,2480.8999633789062,-3823.2998657226562,-2863.0999755859375,514.5999908447266,128.0,0.0,False,0.13858112693386046,2.2256341160138735,6.359159958937691e-05,True,151.0,False,10,9,False,,bf81d8692db,games5425898691,19.0,441.7099914550781,-2215.85009765625,17.0,2568.2998657226562,22833.00048828125,3.100000023841858,-0.09999999776482582,-0.5000000074505806,269.20000076293945,255.0,128.0,,0.00958775507704884,1.4837410047981403,-8.922092263707675e-05,True,8,6,183.0,False,False,,KyYomi,76561198381668455,10,134.6999969482422,4947.9599609375,44.41999816894531,-6859.2999267578125,-3235.0,-2111.7999267578125,-625.099983215332,-1820.8999633789062,1063.7000274658203,255.0,184.0,False,0.2396532923482184,-1.9190610453262555,-0.06755996478981524,True,164.0,False,12,10,4,,KxrL_StxLz,1121353984912220357,9.0,1180.6500244140625,1986.050048828125,17.0,-3302.9000854492188,13570.0,3.3000001311302185,0.0,0.5000000074505806,450.0,247.0,141.0,,0.009590061690085635,1.8398080988826317,-0.00014965067025726753,True,75.0,False,10,4,6,
5,3036,85.0,True,0,4344.414958131647,-3085.340087890625,1387.5699462890625,153.74000549316406,15731.199951171875,15822.80029296875,5239.000244140625,4958.0999755859375,-2924.4000244140625,-1692.5,0.0,-0.24317812287966123,-1.4591996483695104,-1.0498663392857197,bf81d8692db,games5425898691,19,-3244.969970703125,1204.760009765625,124.2300033569336,13335.999755859375,10600.999755859375,1240.8999633789062,-2596.4999389648438,4847.099914550781,-114.89999771118164,255.0,133.0,,1.0024732916307597,0.45915832786602995,-0.03613164259037858,True,255.0,False,20,13,False,,76561198039309853,enpitsu,26.0,-849.72998046875,-1955.81005859375,17.049999237060547,-10065.399780273438,-9539.199829101562,2.7000001072883606,0.0,0.0,-46.99999809265137,255.0,0.0,False,0.016743343745475227,-2.3878170262973955,1.858794085016765e-05,True,8,6,117.0,False,False,,KyYomi,76561198381668455,10,-3748.64990234375,2653.1298828125,185.8699951171875,-17921.400146484375,-11248.499755859375,-3638.9999389648438,2743.5000610351562,900.1999664306641,2033.8999938964844,255.0,255.0,,-0.7305980253861323,-2.0517946755619794,-0.1185569674443234,True,147.0,False,24,22,4,,KxrL_StxLz,1121353984912220357,9.0,-3644.97998046875,3168.3701171875,793.6699829101562,-17492.099609375,-6638.699951171875,103.50000381469727,348.10001373291016,1695.2999877929688,2674.89990234375,128.0,255.0,False,0.09233066483171087,-2.6743697221040232,0.12142859374547799,True,207.0,False,18,6,12,
6,4950,146.0,True,1,1424.5892196074215,717.010009765625,3726.699951171875,122.0999984741211,-12722.2998046875,24555.2001953125,-2139.7000122070312,-3151.9000244140625,191.10000610351562,5101.7999267578125,1.0,0.9552774025462225,-2.891139355027985,-3.048587367008744,76561198381668455,KyYomi,10,745.0399780273438,3475.75,86.7300033569336,-1157.7999877929688,16955.10009765625,3166.4999389648438,-1581.4999389648438,3865.5999755859375,-3452.7999877929688,255.0,0.0,,-0.05349114797473816,1.4921410748933956,0.04422469300495349,True,224.6231568705651,True,14,11,False,,1121353984912220357,KxrL_StxLz,9.0,1634.469970703125,3736.64990234375,24.899999618530273,-9831.400146484375,-9032.2998046875,-524.3999862670898,-738.1999969482422,-1164.000015258789,-637.2000122070312,250.0,128.0,,-0.0067244904212103674,-0.640019785598473,-0.3107636125690046,True,18,12,31.0,False,8,,enpitsu,76561198039309853,26,1944.02001953125,4831.66015625,17.049999237060547,-9260.900268554688,4151.7999267578125,-0.7999999821186066,0.19999999552965164,-0.09999999776482582,2507.2000122070312,255.0,128.0,False,-0.01670184141688893,0.366496676913365,-2.8231707750901605e-05,True,101.27279130105049,True,12,6,False,,games5425898691,bf81d8692db,19.0,1781.6400146484375,3955.5,47.380001068115234,-1548.3000183105469,-7228.2000732421875,-497.59998321533203,-159.399995803833,-786.6999816894531,-2138.5000610351562,255.0,0.0,,0.29060540494948783,-2.0690508490112323,0.049823439032752354,True,230.0,False,18,False,18,
7,5888,171.0,False,1,4324.171991213002,2932.18994140625,1325.239990234375,1781.47998046875,-10560.699462890625,15180.899658203125,1125.2999877929688,-1262.7999877929688,31.400001049041748,788.8999938964844,1.0,0.2191615140324411,-2.236658194008423,-1.35243343135313,76561198381668455,KyYomi,10,3107.25,1240.1800537109375,1728.050048828125,-9390.900268554688,14830.30029296875,1442.2999572753906,6.700000166893005,76.30000114440918,-148.80000114440918,255.0,0.0,,0.10591854005760346,-0.03269155782775844,-0.28185385662265705,True,29.277815075330842,True,10,6,4,,1121353984912220357,KxrL_StxLz,9.0,-4058.2099609375,934.1900024414062,649.4199829101562,3345.5999755859375,11112.900390625,11581.600341796875,-1905.8000183105469,-72.89999961853027,-47.39999771118164,249.0,0.0,,0.7414820451185177,1.5573851331285524,1.559352360464102,True,15,12,140.0,False,4,,enpitsu,76561198039309853,26,-3507.9599609375,2074.85009765625,103.95999908447266,487.99999237060547,22828.1005859375,-155.2999973297119,-5471.6998291015625,555.9000015258789,-24.000000953674316,128.0,,,0.16605863530091441,-1.4688094621816385,-3.1371224673884552,,,False,10,7,False,,games5425898691,bf81d8692db,19.0,-1227.6600341796875,4744.47998046875,17.020000457763672,3842.60009765625,10992.2998046875,1.1999999731779099,1.899999976158142,-1.4000000059604645,-2038.9999389648438,128.0,0.0,,-0.009823023926715668,1.9602818937104645,-3.229584797446647e-05,True,81.0,False,12,False,12,
8,5924,172.0,False,1,1973.583429632338,1568.56005859375,3284.550048828125,1367.239990234375,-11077.099609375,15158.800048828125,-7375.10009765625,-1084.4000244140625,363.8999938964844,772.3999786376953,1.0,0.20612539503667182,2.2766297646906066,-2.956494837228708,76561198381668455,KyYomi,10,1744.449951171875,3183.3798828125,1351.8599853515625,-10800.2001953125,14758.399658203125,-7062.1002197265625,-32.40000009536743,-398.10001373291016,-889.8999786376953,255.0,0.0,,0.08357454610205432,-0.10718305705606974,-0.27665697452652205,True,8.0,False,10,6,4,,1121353984912220357,KxrL_StxLz,9.0,-2977.27001953125,2427.5400390625,1415.3900146484375,12510.400390625,10170.10009765625,-154.49999809265137,3735.0,3491.0000610351562,2027.7000427246094,128.0,129.0,False,0.4457436307482064,1.3111225742700907,2.9679469541421635,True,16,13,93.0,False,4,,enpitsu,76561198039309853,26,-2601.2900390625,4419.52001953125,17.059999465942383,17665.10009765625,2290.399932861328,1.1999999731779099,-1.1999999731779099,-0.0,-188.60000610351562,128.0,128.0,False,-0.016756466717559083,3.0343898571037378,0.00014807064574169236,False,255.0,False,10,8,False,,games5425898691,bf81d8692db,19.0,-674.25,5040.16015625,17.0,5141.500244140625,255.30000686645508,3.3000001311302185,0.29999999329447746,-0.09999999776482582,0.5999999865889549,255.0,128.0,,-0.009504176935551837,3.091819975551117,-3.8648165471574505e-05,True,81.0,False,12,False,12,
9,5936,172.0,False,1,1230.424897502862,1097.4000244140625,3926.169921875,996.1599731445312,-12117.19970703125,15550.999755859375,-10065.10009765625,-989.5999908447266,563.1000137329102,578.3000183105469,1.0,-0.2664937452188951,1.949679406387607,-3.0519569227545227,76561198381668455,KyYomi,10,1261.449951171875,3812.9599609375,993.8699951171875,-11840.2001953125,14905.999755859375,-9740.700073242188,-204.89999771118164,-519.0999984741211,-1156.2999725341797,255.0,147.0,,-0.014053740384164737,0.45846860968832,-0.29556580538194377,True,0.0,False,10,6,4,,1121353984912220357,KxrL_StxLz,9.0,-2466.199951171875,2843.02001953125,1390.75,12510.400390625,10170.10009765625,-1669.2999267578125,238.60000610351562,2870.4000854492188,1577.8999328613281,128.0,255.0,False,0.6582268671691168,-3.0625401690992318,-0.33218567060177023,True,16,14,93.0,False,4,,enpitsu,76561198039309853,26,-1873.27001953125,4492.56982421875,17.059999465942383,15213.199462890625,1440.0,1.1999999731779099,-0.7999999821186066,4.699999988079071,-0.09999999776482582,0.0,128.0,False,-0.01695209325066344,3.0472580701521332,2.78544156242841e-05,False,255.0,False,10,8,False,,games5425898691,bf81d8692db,19.0,-388.510009765625,5051.27978515625,71.12999725341797,8286.300048828125,192.5,3119.7000122070312,4.1999998688697815,-1351.7999267578125,-656.6999816894531,255.0,77.0,,0.0695492529634973,-3.1106042194125267,0.0011483152124325121,True,71.60098073815786,True,14,False,12,
