,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,team_mate_handbrake
0,1084,33,True,0,4498.789644328243,-716.5700073242188,644.7899780273438,116.4800033569336,1939.7999572753906,26192.099609375,8320.10009765625,2169.499969482422,5456.6998291015625,-1231.6000366210938,0.0,0.9836234767013469,0.6024437540481805,1.7658787469203725,76561198039309853,enpitsu,25.0,-702.8400268554688,499.2699890136719,15.489999771118164,-5679.5001220703125,18395.799560546875,-275.49999237060547,-340.99998474121094,858.6000061035156,-2309.9000549316406,255.0,128.0,False,0.02094041098365512,1.8463986115787336,0.03765342862678872,True,19.0,False,2,False,2,,bf81d8692db,games5425898691,19.0,-2060.989990234375,968.5399780273438,16.989999771118164,6731.5997314453125,19304.000244140625,2.3000000417232513,-0.09999999776482582,0.5000000074505806,0.0,255.0,128.0,0.009558735085348172,1.2352479016428213,-3.262277600318038e-05,True,False,16,62.85944088043705,True,16,20.0,purp,76561198138118100,7.0,-1853.31005859375,-372.55999755859375,94.01000213623047,5333.2000732421875,22237.7001953125,2318.000030517578,-5484.5001220703125,336.30001068115234,237.90000915527344,255.0,152.0,,0.6834530008836941,1.2828547313077352,-0.12369520217183268,True,14,False,34.0,False,13,,Clay,76561198118731872,6.0,-2739.739990234375,1523.8199462890625,111.6500015258789,9989.7998046875,18131.99951171875,772.9000091552734,-3322.0999145507812,1695.8999633789062,31.400001049041748,255.0,128.0,,-0.9106317557463057,1.0877461276782674,0.013863196731937082,True,223.67723875148326,True,10,False,10,,
1,1494,39,False,1,2907.625096591279,-408.2799987792969,2541.320068359375,121.79000091552734,-1893.0000305175781,20464.100341796875,481.19998931884766,642.3999786376953,1868.9999389648438,5665.10009765625,1.0,1.0062691671791704,0.7520043627301315,1.7919387611487163,76561198118731872,Clay,6.0,-348.0199890136719,2401.02001953125,121.25,14824.89990234375,15464.7998046875,519.3000030517578,-267.90000915527344,4550.199890136719,-98.59999656677246,255.0,224.0,,-1.1545389844525296,-1.2836824609637918,-2.838512531947579,True,10.0,False,4,False,3,,76561198138118100,purp,7.0,-616.6300048828125,2068.159912109375,17.010000228881836,4928.599853515625,12941.600341796875,2.0999999344348907,-0.0,-0.0,-459.7999954223633,255.0,103.0,-0.009580575290990458,1.9666404686574879,0.00012513050050004515,True,False,4,,False,4,,games5425898691,bf81d8692db,19.0,576.9500122070312,2093.1298828125,17.010000228881836,5274.000244140625,22386.79931640625,0.3999999910593033,-0.0,-0.7999999821186066,158.4000015258789,255.0,128.0,,-0.009597258586268139,1.7942596082074178,5.696952131721349e-06,True,False,False,117.0,False,False,,enpitsu,76561198039309853,25.0,-392.3599853515625,2679.77001953125,44.7400016784668,1076.2999725341797,7290.2001953125,2749.2001342773438,-833.0999755859375,11.799999475479126,-627.0999908447266,0.0,,,-0.03139297779523704,1.6680305964502322,-0.0019324512481636565,True,2.0,False,4,False,3,,
2,1879,53,False,1,4047.3156280830385,-1640.4200439453125,1986.06005859375,93.62000274658203,8628.900146484375,22071.79931640625,1416.9999694824219,-246.70000076293945,-2610.7000732421875,49.099998474121094,1.0,-0.17732273007119465,0.20662393848268204,-2.51379605399662,76561198118731872,Clay,6.0,-1722.6600341796875,1847.8499755859375,17.020000457763672,8698.300170898438,21290.10009765625,46.30000114440918,380.0,-331.6999816894531,-99.20000076293945,255.0,128.0,,-0.005624757449425161,1.9613226326262956,-0.001563564123448307,False,138.43499363622357,True,8,False,8,,76561198138118100,purp,7.0,-1171.760009765625,-2876.909912109375,17.010000228881836,-8712.19970703125,11083.199462890625,2.0999999344348907,-0.09999999776482582,0.09999999776482582,12.000000476837158,255.0,128.0,-0.009591427762189644,0.9028035306710651,-3.9372841027335836e-05,True,False,6,46.0,False,8,,games5425898691,bf81d8692db,19.0,1718.6199951171875,3888.840087890625,17.030000686645508,-7152.8997802734375,11544.49951171875,-0.3999999910593033,-0.0,-0.0,816.5000152587891,255.0,153.0,,-0.0095685796294273,0.9663763766193738,-0.00021354501844007557,True,6,False,213.0,False,6,,enpitsu,76561198039309853,25.0,-1988.260009765625,1357.1800537109375,17.030000686645508,8844.099731445312,16880.2001953125,5.099999904632568,-0.0,-0.29999999329447746,-167.99999237060547,255.0,255.0,,-0.016778424016326877,2.069394824164295,9.779282572693843e-05,True,0.0,False,6,False,6,,
3,1892,53,False,1,3037.6919790177494,-1248.6500244140625,2988.7099609375,94.62000274658203,8145.9002685546875,21047.80029296875,730.8999633789062,-2209.4000244140625,-1618.3999633789062,49.099998474121094,1.0,-1.3548027309595636,0.3092497745927807,-2.707117993076842,76561198118731872,Clay,6.0,-1443.1099853515625,2744.989990234375,16.979999542236328,5424.000244140625,22351.201171875,3.400000035762787,0.09999999776482582,0.9000000357627869,18.09999942779541,255.0,128.0,,-0.009593518639731062,1.806654547056032,-8.408826616778116e-05,False,105.15255067681754,True,8,False,8,,76561198138118100,purp,7.0,-1658.1300048828125,-2354.449951171875,17.010000228881836,-10227.19970703125,9652.80029296875,2.199999988079071,0.7000000029802322,-0.7000000029802322,-1463.8999938964844,255.0,0.0,-0.009582306263413727,0.75974939110233,-0.00025341301682033226,True,False,6,46.0,False,8,,games5425898691,bf81d8692db,19.0,1168.7099609375,4429.27978515625,17.030000686645508,-14227.80029296875,10296.600341796875,-4.000000059604645,1.7000000178813934,-1.2999999523162842,278.8999938964844,255.0,128.0,,-0.009589055911708218,0.6031026876864518,-0.0001407259066053957,True,6,False,172.27468390874967,True,6,,enpitsu,76561198039309853,25.0,-1725.9599609375,2235.85009765625,17.030000686645508,1216.500015258789,18558.299560546875,5.400000214576721,0.09999999776482582,-0.29999999329447746,1609.9000549316406,255.0,255.0,,-0.016790735336470387,1.604845991925989,0.00019484504376357864,True,31.0,False,6,False,6,12.0,
4,1906,54,False,1,2061.931814916501,-845.25,4035.639892578125,93.20999908447266,7597.7001953125,19891.600341796875,101.09999656677246,-4496.499938964844,-458.69998931884766,49.099998474121094,1.0,-0.058859881473595305,-1.8931436871703664,-0.5623330998535672,76561198118731872,Clay,6.0,-957.22998046875,3858.550048828125,99.4000015258789,16528.800048828125,15773.399658203125,2487.5,3099.5001220703125,4501.499938964844,-615.4000091552734,255.0,0.0,,-0.16796031180718907,2.3256534699339575,0.7004941823743678,False,96.0,False,10,False,9,,76561198138118100,purp,7.0,-2017.8599853515625,-1744.06005859375,17.010000228881836,-4708.500061035156,13272.2998046875,2.0999999344348907,-0.3999999910593033,1.2999999523162842,-340.40000915527344,255.0,128.0,-0.009592647713709523,1.2582649312934777,9.79179915044995e-05,True,False,6,77.0,False,8,,games5425898691,bf81d8692db,19.0,263.44000244140625,4845.25,17.030000686645508,-21686.10107421875,1550.3999328613281,-3.700000047683716,0.19999999552965164,-0.09999999776482582,1951.300048828125,255.0,247.0,,-0.00957577335318957,-0.0037063803953820717,2.3140754447308865e-05,True,6,False,128.40567721090017,True,6,,enpitsu,76561198039309853,25.0,-2057.780029296875,3042.610107421875,17.030000686645508,-13269.000244140625,10695.30029296875,5.5000001192092896,-0.0,-0.0,2020.5999755859375,255.0,128.0,,-0.016772242061028238,0.6097644243706376,9.947718689006177e-06,True,31.0,False,6,False,6,,
5,1914,54,False,1,1594.0477175081612,-616.6400146484375,4637.10009765625,93.1500015258789,7224.69970703125,19113.199462890625,0.0,-5988.900146484375,360.6999969482422,47.89999961853027,1.0,1.2233196075619024,3.1106631838967127,-2.139688853727031,76561198118731872,Clay,6.0,-418.0400085449219,4373.7900390625,108.29000091552734,16609.89990234375,15908.599853515625,-157.2000026702881,3195.5999755859375,4415.400085449219,-736.1000061035156,255.0,128.0,,-0.1395572878505384,2.04689611362301,-3.126795165867287,False,96.0,False,10,False,9,,76561198138118100,purp,7.0,-2144.89990234375,-1304.4300537109375,17.010000228881836,-2932.2000122070312,13782.099609375,2.0999999344348907,-0.29999999329447746,1.899999976158142,-375.0,255.0,128.0,-0.009589403021225754,1.3846820343196593,4.4401955544572155e-05,True,False,6,77.0,False,8,,games5425898691,bf81d8692db,19.0,-300.17999267578125,4775.22998046875,58.529998779296875,-22324.89990234375,-4884.2999267578125,2582.60009765625,1271.3999938964844,-4192.60009765625,600.8000183105469,255.0,128.0,,-0.09181341467785611,-0.3050073996587364,-1.3822502348962865e-05,True,8,False,131.0,False,7,,enpitsu,76561198039309853,25.0,-2411.22998046875,3242.52001953125,17.030000686645508,-15226.500244140625,7057.80029296875,5.0,-0.9000000357627869,0.29999999329447746,95.10000228881836,255.0,0.0,True,-0.016767626935339335,0.42320179659323476,-0.00010911706777032133,True,31.0,False,6,False,6,,
6,1983,56,False,1,5162.878571293318,-3548.969970703125,2513.679931640625,217.9600067138672,17325.400390625,16112.39990234375,7079.000244140625,3175.1998901367188,-2643.900146484375,-4350.4998779296875,1.0,-0.5116228982466413,-0.45077231289146413,-1.17793941450766,76561198138118100,purp,7.0,-3613.669921875,2366.330078125,190.63999938964844,-1987.5999450683594,10245.10009765625,1393.2000732421875,1322.2000122070312,2891.099853515625,-4488.0999755859375,128.0,0.0,,0.18674173285819215,1.7818401019998467,0.503044376707818,True,55.0,False,10,False,7,,76561198118731872,Clay,6.0,1220.719970703125,4067.97998046875,346.80999755859375,6284.2999267578125,-18956.400146484375,-223.4000015258789,-1928.5000610351562,5145.3997802734375,234.69999313354492,255.0,255.0,-0.042719612407866564,-1.9293789519284583,2.8794746948808077,True,False,12,0.0,False,10,,games5425898691,bf81d8692db,19.0,-3655.14990234375,2585.1298828125,106.0199966430664,6084.4000244140625,-19413.00048828125,131.99999809265137,2526.300048828125,3909.8001098632812,-2395.5999755859375,255.0,255.0,,-0.7207272638382374,-1.4539557240049237,-1.0281815373518888,True,10,False,146.0,False,9,10.0,enpitsu,76561198039309853,25.0,-2311.43994140625,3175.5,17.040000915527344,8890.999755859375,-6776.500244140625,4.600000083446503,-0.19999999552965164,0.29999999329447746,2651.199951171875,255.0,255.0,False,-0.016708803194563023,-2.5748292318167305,5.067491409302839e-05,True,255.0,False,6,False,6,,
7,3580,114,True,0,1938.0613393259762,1036.6099853515625,4994.740234375,155.42999267578125,-26509.19921875,3654.4000244140625,4887.5,2736.6000366210938,987.0999908447266,-73.60000133514404,0.0,1.0907094237002704,-1.5554296448054106,-1.986780682955381,76561198039309853,enpitsu,25.0,1356.6099853515625,4921.27001953125,74.63999938964844,-20407.900390625,2662.7999877929688,2573.699951171875,0.09999999776482582,-2.0000000298023224,938.3999633789062,128.0,128.0,,0.017269997968034287,-3.0509809976992264,-0.0008209734778780882,True,174.0,False,18,False,16,,bf81d8692db,games5425898691,19.0,-546.1400146484375,336.92999267578125,17.010000228881836,-8971.300048828125,20871.4990234375,2.0999999344348907,0.0,-0.09999999776482582,-394.3000030517578,255.0,96.0,0.00959856939853868,1.969426600720856,-4.591404842616396e-05,True,False,28,184.0,False,30,,purp,76561198138118100,7.0,388.04998779296875,4499.31005859375,16.989999771118164,4473.500061035156,17465.30029296875,4.699999988079071,0.0,0.5000000074505806,-1307.2000122070312,255.0,63.0,,0.009590127681502037,1.2626061779660873,5.458168119451106e-05,True,22,6,0.0,False,16,,Clay,76561198118731872,5.0,-42.97999954223633,4345.009765625,17.0,-3931.6000366210938,-3562.6998901367188,3.799999952316284,-0.9000000357627869,-3.3000001311302185,-1634.1999816894531,255.0,0.0,,0.009424542076566208,-2.2467582428148707,-0.00047390342980451,True,31.0,False,6,False,6,,
8,3858,115,False,1,5202.918372481144,-0.6700000166893005,14.930000305175781,92.61000061035156,1383.5000610351562,29346.69921875,2028.8999938964844,-1948.3000183105469,716.5000152587891,3009.7000122070312,1.0,0.006164385287914794,-0.025043128869217328,0.016168068194950896,76561198138118100,purp,7.0,-11.350000381469727,-231.42999267578125,110.41000366210938,-4293.399963378906,22474.09912109375,2296.699981689453,-4803.399963378906,-2448.699951171875,1086.6999816894531,248.0,210.0,,-0.4803991224951261,1.5368801030181631,-0.0744630788872017,True,31.0,False,4,False,3,,76561198118731872,Clay,7.0,-1031.6700439453125,-2674.64990234375,17.010000228881836,-640.1999664306641,13747.5,2.0999999344348907,-0.09999999776482582,-0.09999999776482582,-175.10000228881836,255.0,128.0,-0.009566857937557082,1.5420624897934405,9.930546557877621e-05,True,False,False,146.0,False,False,,games5425898691,bf81d8692db,19.0,-2806.5400390625,4184.72021484375,17.010000228881836,-19583.299560546875,3935.5999755859375,2.3000000417232513,0.19999999552965164,-0.0,1976.9999694824219,255.0,255.0,,-0.009596539934677826,0.1258321257966867,2.7870667021841267e-05,True,False,False,0.0,False,False,,enpitsu,76561198039309853,25.0,24.84000015258789,165.8300018310547,104.30999755859375,4719.200134277344,-22463.1005859375,1460.5999755859375,3890.10009765625,3588.699951171875,1495.8999633789062,255.0,255.0,,-0.7323106054040652,-1.4296926955536027,-0.5159595883140334,True,31.0,False,2,False,1,,
9,3979,120,False,1,4373.189710467026,2106.320068359375,937.6300048828125,184.47000122070312,-10355.2001953125,18767.099609375,6999.2999267578125,4863.699951171875,-3452.6998901367188,-650.1000213623047,1.0,0.8473529953585397,-1.4280472347765707,0.18247222285182413,76561198118731872,Clay,7.0,2131.31005859375,779.7999877929688,71.91000366210938,-4391.400146484375,17607.2998046875,3222.0001220703125,-4226.099853515625,-2190.2000427246094,863.7999725341797,255.0,185.0,,-0.12737533346882707,1.4396497692802963,-0.018830392625810783,True,46.0,False,4,False,3,,76561198138118100,purp,7.0,1579.3800048828125,611.6300048828125,17.010000228881836,2425.800018310547,8889.400024414062,2.3999999463558197,0.29999999329447746,-1.0000000149011612,2295.2000427246094,235.0,255.0,-0.009588619393484567,1.8111557354293468,0.00011006412890446793,True,False,4,31.0,False,4,,games5425898691,bf81d8692db,19.0,1327.0,3416.60009765625,17.0,10519.69970703125,13412.19970703125,3.400000035762787,1.1999999731779099,1.5000000596046448,1373.5000610351562,255.0,255.0,,-0.009590465179948127,2.217497574276692,0.0001414774008662093,True,False,False,255.0,False,False,,enpitsu,76561198039309853,25.0,3805.97998046875,1439.260009765625,16.0,-7754.7998046875,18523.900146484375,-48.89999866485596,121.99999809265137,642.3999786376953,830.4000091552734,255.0,255.0,,-0.019374681485976715,1.168566239674805,0.0009833302773061756,True,186.11686039996403,True,4,False,4,,
