,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_boost_collect,opp_2_handbrake
0,981,29,False,0,3739.480424791887,751.9099731445312,1783.199951171875,118.41000366210938,-5633.4002685546875,21020.50048828125,3333.5000610351562,3190.8999633789062,-1693.3000183105469,-4790.5999755859375,0.0,-0.5904147464441135,0.9058907896040885,0.12888771062465165,bf81d8692db,games5425898691,19.0,827.8800048828125,1462.469970703125,55.91999816894531,-16309.69970703125,15995.50048828125,2663.800048828125,-2339.199981689453,-627.5,-2381.7999267578125,255.0,38.0,,0.04660749122414908,2.3770903780384733,0.009345193509216426,True,130.0,False,False,5,8,,76561198039309853,enpitsu,27.0,1341.0799560546875,1105.3499755859375,17.059999465942383,-15125.400390625,-16674.100341796875,1.8000000715255737,0.09999999776482582,0.3999999910593033,-0.09999999776482582,255.0,128.0,False,0.016795154787973162,-2.307550986175891,3.514607432958571e-05,True,165.0,False,6,2,6,,HarvM77,2535473491471165,9.0,439.8699951171875,2434.27001953125,17.059999465942383,-20832.7001953125,-706.2000274658203,2.3000000417232513,-0.09999999776482582,0.0,-2060.5999755859375,254.0,0.0,,0.016776126391879413,3.097991927836321,-2.582724816635755e-05,True,0.0,False,10,10,False,,Maxwell6873,2533274960909038,8.0,886.25,1919.31005859375,17.010000228881836,-13483.599853515625,-9663.499755859375,2.800000011920929,-2.199999988079071,-0.7999999821186066,-1686.9000244140625,255.0,15.0,0.009631123463109473,-2.5610066242300222,-0.00018018062886260503,True,4,8,172.0,False,10,,
1,1088,33,False,0,3491.67314225959,-1799.43994140625,1767.22998046875,266.4100036621094,10006.099853515625,17570.30029296875,-5981.199951171875,-5868.699951171875,-259.0999984741211,1220.6999969482422,0.0,0.29063425915696695,0.4944505960441114,-0.49534474994195543,76561198039309853,enpitsu,27.0,-1826.530029296875,1554.800048828125,244.16000366210938,13024.89990234375,9906.900024414062,-161.70000076293945,420.29998779296875,5483.499755859375,-62.39999771118164,255.0,255.0,False,0.3652706660876448,2.149844043784965,2.7219108565471397,True,105.0,False,2,7,8,,bf81d8692db,games5425898691,19.0,-3903.52001953125,1042.6300048828125,27.239999771118164,2877.9000854492188,-22804.09912109375,-828.1999969482422,-399.00001525878906,-1613.9999389648438,-4.399999976158142,255.0,128.0,,0.03930007606340742,-1.4449499743422805,-0.27313190049756697,True,19.0,False,8,False,6,,HarvM77,2535473491471165,9.0,-1191.3599853515625,4670.580078125,17.059999465942383,13949.599609375,2053.699951171875,1.8000000715255737,0.0,0.0,-49.60000038146973,255.0,117.0,False,0.016768215996786573,0.1470000564291869,-5.817503053193466e-05,True,255.0,False,10,10,False,,Maxwell6873,2533274960909038,8.0,-1311.1800537109375,2157.610107421875,17.010000228881836,7874.2999267578125,2245.0,3.0000001192092896,-0.5000000074505806,0.0,2502.100067138672,254.0,255.0,0.009516908676430473,0.3068495276807106,5.7829952290160544e-05,True,4,8,203.0,False,10,,
2,1509,48,True,1,5971.57005117237,-1766.1600341796875,-205.3300018310547,122.04000091552734,12202.7001953125,25918.5009765625,3821.400146484375,240.6999969482422,-5855.2001953125,1287.4000549316406,1.0,0.2536284827674525,0.8016947594438829,-1.7552866258174376,2533274960909038,Maxwell6873,8.0,-1851.6800537109375,-361.6400146484375,16.989999771118164,14963.299560546875,17466.600341796875,5.0,-0.29999999329447746,-0.3999999910593033,6.9999998807907104,255.0,129.0,,-0.009597308392221383,2.2791352612267963,6.291201675013886e-05,True,94.0,False,8,10,16,,2535473491471165,HarvM77,9.0,864.4400024414062,-3735.110107421875,17.059999465942383,17810.799560546875,-2367.899932861328,2.0000000298023224,-0.19999999552965164,-0.29999999329447746,0.0,254.0,128.0,,-0.016810550534833612,-3.009421417285404,1.743702575211927e-05,False,,False,18,4,14,,enpitsu,76561198039309853,27.0,-1477.68994140625,1748.300048828125,61.380001068115234,17062.099609375,-8451.400146484375,3782.0001220703125,-4.799999892711639,2.8999999165534973,197.19999313354492,128.0,0.0,False,-0.016934731141507106,-2.7135044084499103,-0.0009042044927405658,True,184.0,False,14,12,2,,games5425898691,bf81d8692db,19.0,-3489.659912109375,1558.8499755859375,105.95999908447266,2231.6000366210938,22577.80029296875,-139.0999984741211,-5250.3997802734375,1635.8999633789062,-81.40000343322754,255.0,128.0,1.5467869767910016,0.5383730380702036,-1.3345115858237342,False,False,16,0.0,False,18,,
3,1916,54,True,0,3809.6867560847963,-2208.659912109375,1563.5999755859375,247.8300018310547,11457.2998046875,15298.299560546875,3183.5000610351562,2167.5,-4824.200134277344,-2833.3999633789062,0.0,0.08232920084275999,2.183171824805899,1.953433778626842,76561198039309853,enpitsu,27.0,-2325.219970703125,1548.1500244140625,174.8699951171875,8010.7000732421875,20329.7998046875,1762.2000122070312,-1552.2000122070312,5229.5001220703125,-702.0999908447266,128.0,0.0,,0.4938904934502408,1.262635258306779,0.4767861832573504,True,21.0,False,False,3,4,,bf81d8692db,games5425898691,19.0,-1752.47998046875,-36.25,17.010000228881836,-16606.700439453125,-1332.7000427246094,0.09999999776482582,-0.5999999865889549,-0.5000000074505806,4.399999976158142,255.0,128.0,,0.009553291158290013,-3.060868967818701,-5.153880277097927e-05,False,9.1144946723856,True,4,False,4,,HarvM77,2535473491471165,9.0,840.030029296875,-456.9599914550781,75.01000213623047,14453.699951171875,7245.3997802734375,2032.2999572753906,-2802.5,4732.099914550781,50.999999046325684,255.0,128.0,,0.5913439077717297,0.5407279310054768,0.0031252715974566686,True,21.0,False,6,5,False,,Maxwell6873,2533274960909038,8.0,-3172.77001953125,4193.60986328125,16.989999771118164,-14880.30029296875,4307.60009765625,5.299999713897705,0.0,0.0,-2030.5999755859375,254.0,0.0,0.009599170507487615,2.7932288999380153,-1.8419330642647225e-05,True,False,False,255.0,False,False,,
4,2755,75,True,1,1178.7693368854543,-281.7900085449219,5091.9599609375,96.45999908447266,-14782.19970703125,20393.00048828125,5529.4000244140625,4496.499938964844,-2059.499969482422,-38.09999942779541,1.0,1.4179264787531334,-1.018900564660634,0.9609647372691783,2533274960909038,Maxwell6873,9.0,-242.9199981689453,4968.18017578125,16.40999984741211,-13295.699462890625,14765.899658203125,88.90000343322754,102.60000228881836,943.7999725341797,-3255.7000732421875,255.0,128.0,,0.030601096824859425,0.9674122442390763,0.03492692591861848,True,45.80461067794472,True,4,False,4,,2535473491471165,HarvM77,9.0,308.3900146484375,4822.9501953125,17.059999465942383,-11492.5,1372.7999877929688,2.5,1.7000000178813934,-0.3999999910593033,2059.1000366210938,255.0,255.0,,-0.016686569067785706,0.09833985155589478,0.0002537427624960405,True,0.0,False,8,4,6,,enpitsu,76561198039309853,27.0,-898.5599975585938,4860.22998046875,17.059999465942383,15956.99951171875,15541.600341796875,2.0999999344348907,4.300000071525574,4.900000095367432,-1413.699951171875,128.0,128.0,,-0.016820551709255237,2.434775551930142,-3.396863576108527e-05,True,84.0,False,5,4,False,,games5425898691,bf81d8692db,19.0,2807.929931640625,432.1499938964844,17.020000457763672,10237.39990234375,20361.199951171875,1.2999999523162842,0.29999999329447746,0.5999999865889549,32.30000019073486,255.0,128.0,-0.009598254202303378,2.0326365802711894,-7.787195776739031e-05,True,False,10,0.0,False,10,,
5,3621,97,True,0,5155.264498957122,3037.81005859375,1808.050048828125,257.2799987792969,-18233.499755859375,20964.599609375,5657.8997802734375,-1762.4000549316406,4049.89990234375,-3725.5999755859375,0.0,-0.18705495958287016,2.5543319657836645,-0.7565233146546799,76561198039309853,enpitsu,27.0,3152.010009765625,1700.3399658203125,163.66000366210938,-14844.7998046875,15846.700439453125,1332.4000549316406,3037.3001098632812,-4521.7999267578125,-759.8999786376953,128.0,255.0,False,0.035682436921459386,2.1712688511424143,-0.6268878372006763,True,23.0,False,False,3,4,,bf81d8692db,games5425898691,19.0,2570.159912109375,339.2099914550781,17.0,-8984.89990234375,21172.39990234375,1.5999999642372131,0.09999999776482582,-0.3999999910593033,1591.1000061035156,255.0,255.0,,0.009587577263508727,2.009749513518416,0.00019228372014816147,True,107.18092039579987,True,6,False,6,,HarvM77,2535473491471165,9.0,1289.3199462890625,620.1900024414062,108.06999969482422,-1728.699951171875,22866.298828125,-145.9000015258789,-5484.1998291015625,-415.9000015258789,0.0,254.0,128.0,,1.3991611581022267,-1.495318487721408,3.1413689919233465,True,16.0,False,10,5,4,,Maxwell6873,2533274960909038,9.0,2084.010009765625,527.239990234375,17.0,3799.5001220703125,22454.599609375,3.8999998569488525,0.0,-0.3999999910593033,0.0,255.0,128.0,0.009589403890186364,1.4031579110227514,4.418579819628095e-05,True,4,False,121.0,False,4,,
6,4091,105,False,0,2874.564359104302,1818.6700439453125,4194.64990234375,647.75,-25227.80029296875,9078.800048828125,-3464.5001220703125,-3835.4998779296875,-4527.300109863281,890.1000213623047,0.0,1.1571966620031124,1.5962453108771557,0.3023791892808481,bf81d8692db,games5425898691,19.0,1928.719970703125,4146.25,560.530029296875,-15960.400390625,2615.1998901367188,3651.0000610351562,3407.5,1838.8999938964844,-3905.8999633789062,255.0,179.0,,-0.8499481544285028,-2.9418121484725126,-0.8778239944255422,True,164.2278711257442,True,False,7,8,,76561198039309853,enpitsu,27.0,1181.780029296875,2057.85009765625,17.049999237060547,-9983.699951171875,-8588.599853515625,3.100000023841858,-0.3999999910593033,-0.5999999865889549,9.200000166893005,255.0,0.0,False,0.01672060786540498,-2.4299436093900906,-6.501869045073502e-05,True,245.0,False,False,False,False,,HarvM77,2535473491471165,9.0,112.33999633789062,4983.64990234375,17.059999465942383,9491.099853515625,1974.4999694824219,1.8000000715255737,-2.199999988079071,3.1999999284744263,-249.3000030517578,0.0,88.0,,0.01708766580634091,0.2099652128733588,-4.930646189830269e-05,True,255.0,False,6,6,False,,Maxwell6873,2533274960909038,8.0,1813.9200439453125,4890.8798828125,14.819999694824219,-6060.2001953125,-9434.099731445312,306.70000076293945,218.70000839233398,-90.79999923706055,-2085.0999450683594,254.0,0.0,-0.010857549887339403,-2.148623489853892,0.01812731827372514,True,False,False,116.0,False,False,,
7,4309,113,True,1,2248.4200267554215,1891.6800537109375,3124.06005859375,97.94999694824219,-8044.000244140625,10356.500244140625,4140.7000732421875,-4297.5,-2985.1998901367188,-2935.8999633789062,1.0,0.7885619837549994,1.9248130815108548,-0.9837763902829189,2535473491471165,HarvM77,9.0,2024.6600341796875,2975.389892578125,51.84000015258789,-20464.599609375,9907.19970703125,3451.7999267578125,-63.69999885559082,-141.5999984741211,-2106.1000061035156,255.0,0.0,,-0.021405647261659205,0.6063780796106876,-0.001377249440965757,True,47.0,False,False,8,10,,2533274960909038,Maxwell6873,8.0,2400.719970703125,-3619.159912109375,117.37999725341797,-6016.9000244140625,13848.00048828125,-90.9000015258789,-4649.700012207031,-2926.9000244140625,250.59999465942383,254.0,192.0,,-1.4774736431711666,2.7949485560834413,-1.8092394868660215,True,85.0,False,4,False,3,,enpitsu,76561198039309853,27.0,2987.030029296875,-1889.6199951171875,17.06999969482422,-14556.8994140625,5191.9000244140625,1.1999999731779099,-0.19999999552965164,-0.0,-2077.899932861328,255.0,0.0,,-0.01676977609290022,0.4092397296300618,-3.650906710563174e-05,True,255.0,False,2,2,False,,games5425898691,bf81d8692db,19.0,794.27001953125,3026.52001953125,17.010000228881836,-12288.699951171875,15036.99951171875,2.8999999165534973,-0.0,-0.0,-2003.9999389648438,255.0,0.0,-0.009601072608405863,0.9615168813663763,-1.2280172776824433e-05,True,False,10,,False,10,,
8,6061,158,False,1,4944.040020995816,-2385.929931640625,1442.3699951171875,197.1999969482422,11988.299560546875,14531.400146484375,6306.199951171875,2814.1000366210938,-4654.700012207031,-2532.5999450683594,1.0,0.5629496165448008,-1.6156698034957637,-1.4333188992403714,2535473491471165,HarvM77,8.0,-2509.3701171875,1356.3199462890625,87.62999725341797,9990.700073242188,18960.0,1871.300048828125,652.3000335693359,5458.699951171875,-162.00000762939453,1.0,0.0,False,-0.05440654185811808,1.7417801170484624,0.7459867387772033,True,21.0,False,6,9,14,,2533274960909038,Maxwell6873,9.0,-1805.1199951171875,1429.5400390625,17.010000228881836,-15254.3994140625,2752.5,2.7000001072883606,0.9000000357627869,-1.7000000178813934,-1110.8999633789062,0.0,0.0,,-0.009839523635259943,0.17603148235993565,-0.00025629486757178715,True,133.0,False,8,6,4,,enpitsu,76561198039309853,27.0,-1111.02001953125,2069.889892578125,85.91000366210938,1407.4000549316406,15219.200439453125,3066.9000244140625,-4076.199951171875,3509.89990234375,-1146.3999938964844,255.0,0.0,False,-0.33883784072087336,1.4997518207047538,0.2294211540017231,True,0.0,False,8,7,False,,games5425898691,bf81d8692db,19.0,-2979.3701171875,618.6799926757812,80.51000213623047,5902.0001220703125,22120.6005859375,2150.7000732421875,-5306.099853515625,1447.1000671386719,-4.000000059604645,255.0,128.0,-0.5354798064488917,1.8375254028778463,-0.0002516364815350477,True,4,15,84.0,False,18,,
9,7055,195,False,1,3091.4491210068036,-1686.6700439453125,3440.919921875,108.05999755859375,9239.89990234375,9889.000244140625,452.00000762939453,-2569.5001220703125,355.99998474121094,19.40000057220459,1.0,-1.0191844253251714,-1.2234429246606129,-0.10023436690451436,2533274960909038,Maxwell6873,8.0,-1833.68994140625,3339.31005859375,16.950000762939453,4272.699890136719,9234.099731445312,-75.99999904632568,630.9000015258789,-699.5999908447266,-2768.599853515625,255.0,0.0,,-0.0021908013502063128,2.0703921681145423,-0.002708474918894099,True,16.0,False,14,4,16,,2535473491471165,HarvM77,9.0,4.96999979019165,705.9500122070312,17.06999969482422,-5664.5001220703125,12572.5,1.0999999940395355,-0.0,-0.0,1771.199951171875,255.0,255.0,,-0.016730287557541634,1.123421172941875,0.00019899644506169087,True,255.0,False,24,10,12,,enpitsu,76561198039309853,27.0,-181.4499969482422,5151.81982421875,17.059999465942383,-0.0,-0.0,1.899999976158142,-0.0,0.5000000074505806,0.0,128.0,128.0,,-0.01683307667951634,-0.6953748115076039,2.3703518814513503e-05,True,255.0,False,16,16,False,,games5425898691,bf81d8692db,19.0,-1637.489990234375,4266.06982421875,125.16999816894531,7470.4998779296875,-13617.7001953125,2156.0000610351562,74.20000076293945,-362.79998779296875,-1419.9000549316406,255.0,29.0,0.24575937250810873,-1.8977134249326568,0.042453285309682426,True,4,26,229.9369461049316,True,30,,
