,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_dodge_active,opp_1_double_jump_active,opp_1_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
0,174,0.0,False,0,5183.132958182267,-0.5099999904632568,34.810001373291016,97.68000030517578,1058.0000305175781,23706.8994140625,2460.7000732421875,5852.0001220703125,264.89999771118164,1297.2000122070312,0.0,0.0040357494799453135,0.029610193664905932,0.13224122965990273,bf81d8692db,games5425898691,19.0,-17.56999969482422,-104.48999786376953,87.88999938964844,-408.69998931884766,21030.50048828125,79.00000095367432,-5050.199890136719,-252.19999313354492,-2163.5000610351562,255.0,128.0,,1.3173667939219627,1.860149951657276,0.16190269086550885,True,22.0,False,4,3,False,,76561198039309853,enpitsu,25.0,-42.470001220703125,-4997.81005859375,17.049999237060547,-99.70000267028809,4088.2000732421875,2.800000011920929,-0.7999999821186066,0.0,0.0,255.0,128.0,,0.016519077295960586,1.5952384733557312,3.450081003643232e-06,True,False,116.0,False,False,False,,JUGOŁINGDAŁN,76561198020823127,15,-80.79000091552734,1961.489990234375,17.010000228881836,3481.099853515625,-15143.499755859375,-0.29999999329447746,0.29999999329447746,-1.7000000178813934,271.8000030517578,255.0,128.0,,0.00956307581187064,-1.3166918332440327,-0.00020132355615139436,True,22.906288487936862,True,False,False,False,,PomiJAJONC,76561198018571494,17.0,1105.199951171875,3194.199951171875,17.010000228881836,2074.9000549316406,12748.599853515625,2.0999999344348907,0.0,-0.7999999821186066,-1.0999999940395355,255.0,128.0,,0.00953537674858152,1.409253834061409,7.011901042825232e-05,True,116.0,False,False,False,False,
1,555,13.0,True,1,2584.4435025288667,-1202.9200439453125,3632.06005859375,341.25,22120.0,18318.1005859375,-194.0999984741211,-2068.0999755859375,-1297.8999328613281,-5305.8001708984375,1.0,1.3464078740229408,-1.351022315648665,0.5981088736039029,76561198020823127,JUGOŁINGDAŁN,16.0,-1331.8599853515625,3516.1298828125,229.86000061035156,9095.0,14326.700439453125,1497.2000122070312,1388.3000183105469,3642.60009765625,3879.8001098632812,255.0,0.0,,0.27698145769365595,2.5772862792911093,0.9888437878894477,True,236.05907952913674,True,8,7,False,,76561198018571494,PomiJAJONC,17.0,-2888.02001953125,2321.52001953125,17.010000228881836,10080.2001953125,-9817.100219726562,2.199999988079071,0.5000000074505806,-0.29999999329447746,1.4000000059604645,255.0,,,-0.00954593054601132,-2.369630453446755,-5.326385714147735e-05,True,4,138.0,False,6,False,,enpitsu,76561198039309853,25,-771.280029296875,4348.35009765625,118.80999755859375,-12718.399658203125,-13317.39990234375,3808.800048828125,-0.0,-0.3999999910593033,37.59999990463257,255.0,255.0,,-0.01681730700833144,-0.824174502501338,9.083409675673708e-06,True,56.0,False,3,False,6,,games5425898691,bf81d8692db,20.0,-1477.5899658203125,4066.7099609375,146.92999267578125,19382.5,-8323.499755859375,1615.0,472.2999954223633,1535.8000183105469,667.0999908447266,255.0,93.0,,0.5255999492231809,-3.0173458211808493,-0.11516733065755877,True,159.05907952913674,True,8,7,False,
2,1278,31.0,True,0,2905.106311984575,1661.6199951171875,3762.239990234375,902.1500244140625,-15543.800048828125,10260.400390625,-2837.39990234375,-1917.1000671386719,-3361.0000610351562,4585.5999755859375,0.0,-0.6544472070308343,0.5297436330702511,2.930964486576024,bf81d8692db,games5425898691,20.0,1824.219970703125,3635.159912109375,897.7000122070312,-3719.2001342773438,15270.50048828125,5732.1002197265625,-2394.7999572753906,-3503.2998657226562,2051.0000610351562,255.0,233.0,,0.18863725040094068,2.634325407622657,-0.45656791896914894,True,123.41390113676742,True,4,False,False,,76561198039309853,enpitsu,25.0,2710.780029296875,3534.239990234375,17.049999237060547,-9830.800170898438,-1665.8000183105469,2.8999999165534973,-0.5999999865889549,-0.09999999776482582,-187.29999542236328,255.0,128.0,False,0.016677343264831064,-2.987146966034943,6.214600096716709e-05,True,2,144.0,False,2,False,,JUGOŁINGDAŁN,76561198020823127,15,1836.8199462890625,3804.3701171875,496.1099853515625,-8078.499755859375,978.4999847412109,4842.0001220703125,221.29999160766602,-2731.400146484375,150.39999961853027,255.0,128.0,,-1.4306973997728207,0.48120595470034366,2.604808373834277,True,53.46151413712453,True,8,4,10,,PomiJAJONC,76561198018571494,17.0,-593.9299926757812,5067.0,17.010000228881836,11858.1005859375,8727.39990234375,2.199999988079071,-1.8000000715255737,-1.0999999940395355,-282.1999931335449,255.0,0.0,,0.009553431628664392,0.6396147211242987,-6.974485059832607e-05,True,248.0,False,False,False,False,
3,1582,32.0,False,0,5148.611234224846,-0.9200000166893005,69.79000091552734,92.7699966430664,-538.6999893188477,32074.599609375,0.0,1407.4000549316406,1.4000000059604645,2.0999999344348907,0.0,5.8047344489753314e-05,7.12082597153491e-05,0.03665986601792094,bf81d8692db,games5425898691,20.0,5.28000020980835,-50.40999984741211,91.05999755859375,-24.40000057220459,19470.30029296875,-83.00000190734863,-5460.8001708984375,-158.59999656677246,635.4999923706055,128.0,128.0,,1.2703208757804165,-1.5363775012566283,3.1095432006872072,True,31.0,False,4,3,False,,76561198039309853,enpitsu,25.0,0.0,-5291.759765625,17.049999237060547,0.0,1017.5,2.8999999165534973,-1.899999976158142,0.0,0.0,255.0,,,0.016426330032201116,1.5707722025300332,-2.5730245444836685e-07,True,False,116.0,False,False,False,,JUGOŁINGDAŁN,76561198020823127,15,-74.18000030517578,1154.6199951171875,43.20000076293945,3506.9000244140625,-17798.299560546875,3281.7001342773438,305.5999946594238,59.60000038146973,0.0,255.0,128.0,,0.01476103827182118,-1.3762289649610646,-4.6592893430344115e-05,True,0.0,False,False,False,4,,PomiJAJONC,76561198018571494,17.0,12.34000015258789,5415.66015625,19.25,243.09999465942383,4029.8001098632812,141.8000030517578,124.60000038146973,3.100000023841858,0.3999999910593033,255.0,128.0,,0.05000325999465546,-1.6306537993467585,-0.002199733180879216,True,85.0,False,False,False,False,
4,1934,45.0,True,1,3143.6201891475407,-2237.320068359375,4885.72998046875,1254.6600341796875,14428.699951171875,1524.2999267578125,-6928.599853515625,-5023.500061035156,1069.000015258789,849.0000152587891,1.0,-0.842371184197111,-2.8525840233048942,2.7491852861154973,76561198020823127,JUGOŁINGDAŁN,15.0,-2410.60009765625,4843.14013671875,1338.760009765625,11076.8994140625,5299.0997314453125,-4327.60009765625,1027.3999786376953,2607.7999877929688,469.1999816894531,128.0,128.0,False,-0.17142814659837918,-2.792616057136542,0.5270050215335973,True,56.86835273619621,True,10,8,4,,76561198018571494,PomiJAJONC,17.0,-792.22998046875,2412.72998046875,17.0,8430.0,4527.9998779296875,3.700000047683716,1.0000000149011612,0.5999999865889549,1599.6000671386719,128.0,255.0,,-0.009590328515129193,2.6590840683493213,0.00019849493004454673,True,4,255.0,False,4,False,,enpitsu,76561198039309853,25,-1374.1199951171875,4898.91015625,17.049999237060547,3011.400146484375,173.09999465942383,2.800000011920929,-0.5000000074505806,-0.29999999329447746,0.0,128.0,128.0,False,-0.01688619060465794,3.084197621616393,4.756219075764785e-05,True,107.0,False,2,False,2,,games5425898691,bf81d8692db,20.0,272.1600036621094,4499.43994140625,17.010000228881836,-11229.000244140625,320.40000915527344,2.3000000417232513,0.7999999821186066,-0.0,427.90000915527344,255.0,128.0,,-0.009544409978497087,-0.009337638776309864,-0.0001874196390087916,True,92.0,False,10,8,False,
5,3818,104.0,True,0,2104.4736817420717,664.3699951171875,3727.889892578125,174.17999267578125,-12175.30029296875,22163.89892578125,-3899.1000366210938,262.99999237060547,-1341.7999267578125,5842.1002197265625,0.0,-0.5127247420906111,2.1039324850317462,-3.140927596287874,bf81d8692db,games5425898691,20.0,698.9299926757812,3525.760009765625,174.74000549316406,1779.1000366210938,15891.500244140625,1351.300048828125,-2932.7999877929688,-4366.199951171875,-1607.5999450683594,255.0,255.0,,-0.2946883948376334,1.0615925100967254,-0.6973816506143816,True,44.0,False,24,21,4,,76561198039309853,enpitsu,25.0,2170.929931640625,3667.14990234375,17.059999465942383,-11081.800537109375,-9010.499877929688,1.4000000059604645,-0.3999999910593033,-0.5000000074505806,9.800000190734863,255.0,128.0,,0.016771334535947483,-2.4576606432539165,-6.0175315041397916e-05,True,14,216.0,False,14,False,,JUGOŁINGDAŁN,76561198020823127,15,2460.860107421875,617.8400268554688,17.010000228881836,-8328.800048828125,14054.7998046875,-0.09999999776482582,0.09999999776482582,-0.7999999821186066,-8.00000011920929,255.0,128.0,,0.009549330579986593,2.1047457308793316,4.9057620880027046e-05,True,223.68289029726415,True,18,6,22,,PomiJAJONC,76561198018571494,17.0,1138.52001953125,4599.259765625,92.56999969482422,-4061.300048828125,-3041.6000366210938,-316.8000030517578,3462.0999145507812,-3431.400146484375,-287.5,128.0,0.0,,0.03777361834859327,-0.6926918718729631,-1.3329279470580473,True,246.0,False,6,6,False,
6,6175,181.0,False,1,3963.694054607405,-3025.27001953125,4561.6298828125,205.97000122070312,15447.19970703125,2846.099853515625,7558.4002685546875,820.9999847412109,-5377.60009765625,1105.4000091552734,1.0,0.8565647712999891,0.3256371743136755,-2.940325120328843,76561198020823127,JUGOŁINGDAŁN,15.0,-3121.360107421875,4566.83984375,57.2400016784668,15841.099853515625,6650.0,1057.6000213623047,-4801.600036621094,-11.799999475479126,2682.0999145507812,255.0,128.0,,-0.6738972926132413,2.5199883110456396,0.2570923819289128,True,57.0,False,34,29,6,,76561198018571494,PomiJAJONC,17.0,-1546.8599853515625,2762.159912109375,17.010000228881836,13708.299560546875,2188.3999633789062,2.0999999344348907,-0.9000000357627869,-0.0,-63.20000171661377,255.0,128.0,,-0.009531605504595012,2.9912302583466346,8.49697635171734e-05,True,12,255.0,False,16,4,,enpitsu,76561198039309853,25,-3146.719970703125,4888.27978515625,277.3999938964844,3071.199951171875,2571.0000610351562,-196.8000030517578,124.49999809265137,-15.099999904632568,-436.1000061035156,255.0,0.0,,0.04186350197030141,2.397152398164176,1.5577215894725145,True,95.04719987992318,True,12,False,14,,games5425898691,bf81d8692db,20.0,-3510.159912109375,4529.77001953125,292.0799865722656,7661.9000244140625,7659.000244140625,-2229.9000549316406,-73.89999866485596,72.10000038146973,0.5000000074505806,255.0,101.0,,-0.1713079641743557,2.346527668640816,1.5724513255094816,True,96.0,False,38,30,False,
7,6235,183.0,True,1,656.5523100849149,240.10000610351562,5169.259765625,272.7900085449219,-6051.199951171875,12480.30029296875,-10581.8994140625,-1105.0,-2523.699951171875,5330.0,1.0,1.1284980199812729,0.7618308171823549,-2.4107841884425567,76561198018571494,PomiJAJONC,17.0,351.6000061035156,5024.4501953125,310.4800109863281,4721.7999267578125,22509.3994140625,-167.80000686645508,-5274.0997314453125,-1253.0000305175781,-928.7999725341797,255.0,128.0,,-1.4007937704267246,2.848713123940938,-1.5120653590863553,True,179.0,False,18,13,4,,76561198020823127,JUGOŁINGDAŁN,15.0,508.05999755859375,5024.6201171875,54.209999084472656,19566.099853515625,-511.1000061035156,-1352.8999328613281,-2287.5,2482.5,-528.1000137329102,128.0,128.0,,0.7288109564004817,1.1859206791843777,-0.6077870286627854,True,30,57.0,False,34,6,,enpitsu,76561198039309853,25,313.3299865722656,5208.2001953125,129.55999755859375,21535.80078125,32.59999990463257,3204.5001220703125,4689.2999267578125,2859.2999267578125,-289.89999771118164,128.0,0.0,,-0.02366957893496519,2.6166910535517363,0.6611350639833753,True,0.0,False,13,False,16,,games5425898691,bf81d8692db,20.0,81.2699966430664,5162.6298828125,582.6799926757812,18901.99951171875,444.7999954223633,-713.6000061035156,412.5,-1221.1000061035156,5346.7999267578125,255.0,157.0,,-0.06508181965251322,0.561905724052882,1.2123645824711275,True,0.0,False,38,31,False,
8,6576,186.0,False,0,3919.8157716927594,320.5899963378906,1413.760009765625,95.52999877929688,-3470.7998657226562,19442.900390625,-43.69999885559082,-1146.9999694824219,1536.9999694824219,-324.0999984741211,0.0,0.3969985280486596,-2.5063135877406864,-0.2929051949502352,bf81d8692db,games5425898691,19.0,366.6000061035156,1168.2900390625,63.25,-2958.2998657226562,13455.10009765625,2810.5999755859375,-3378.900146484375,-556.5000152587891,-684.0000152587891,255.0,128.0,,0.03946196313701672,1.709862835059622,-0.004227464450592371,True,0.0,False,6,5,False,,76561198039309853,enpitsu,25.0,121.94999694824219,-254.3699951171875,17.049999237060547,-1324.4999694824219,5291.400146484375,2.8999999165534973,-0.09999999776482582,0.7999999821186066,0.0,255.0,0.0,,0.016867193303919507,1.8161049707263475,-7.321605446757964e-05,True,False,131.0,False,False,False,,JUGOŁINGDAŁN,76561198020823127,15,-7.010000228881836,1481.5699462890625,19.479999542236328,11423.499755859375,2971.9000244140625,2958.900146484375,-0.5000000074505806,-0.09999999776482582,-9.200000166893005,255.0,128.0,False,0.009515810334507574,0.2532376332408128,5.2992489351903146e-05,True,0.0,False,4,False,5,,PomiJAJONC,76561198018571494,17.0,620.719970703125,4420.509765625,17.010000228881836,-7671.199951171875,-5530.10009765625,2.199999988079071,0.7999999821186066,-0.19999999552965164,-32.40000009536743,128.0,128.0,False,0.009551404465188706,-2.521676974255705,5.1144648266358946e-05,True,116.0,False,False,False,False,
9,6813,195.0,True,0,1936.9015574366683,617.0999755859375,3930.820068359375,325.9599914550781,-4213.699951171875,33025.90087890625,-5229.6002197265625,-2460.0,-2504.9000549316406,4865.4998779296875,0.0,-0.6531654487998766,1.9309908937259355,-0.031933758943713114,bf81d8692db,games5425898691,20.0,642.1699829101562,3677.0400390625,327.4100036621094,2705.10009765625,19479.300537109375,1466.7999267578125,-4916.7999267578125,-2408.000030517578,524.7999954223633,255.0,226.0,,-0.04516079277146952,1.0925661494384054,-0.26530927304172097,True,85.44171157447244,True,10,9,False,,76561198039309853,enpitsu,25.0,209.49000549316406,4612.81005859375,17.030000686645508,-6127.0001220703125,-13139.69970703125,1.2999999523162842,3.4999999403953552,7.099999785423279,1255.0,255.0,128.0,False,0.016756987495566186,-1.955505337502247,-6.753379616083774e-06,True,2,72.0,False,2,False,,JUGOŁINGDAŁN,76561198020823127,15,1949.8800048828125,5073.43017578125,403.510009765625,-10612.2998046875,-3563.800048828125,-3732.9000854492188,121.49999618530273,-61.500000953674316,-395.8000183105469,255.0,128.0,False,0.2997814274625162,3.1226658450540703,-1.5765646158126598,True,,False,8,False,10,,PomiJAJONC,76561198018571494,17.0,322.05999755859375,1767.8399658203125,16.989999771118164,-1950.5000305175781,9406.799926757812,2.3000000417232513,0.0,-0.7999999821186066,-6.299999952316284,255.0,128.0,False,0.00950221958885579,1.7744112525857623,7.346507587790353e-05,True,115.37392671390249,True,4,False,4,
