,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_jump_active,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost,opp_1_boost_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect,shot_taker_handbrake
0,178,0.0,False,0,5172.922078859501,3.4800000190734863,45.880001068115234,93.13999938964844,1188.7999725341797,29788.5009765625,259.6999931335449,3428.5000610351562,-562.0000076293945,-1874.7000122070312,0.0,-0.008462806218393326,-0.031487390828066474,0.057285075981570246,bf81d8692db,games5425898691,19.0,12.130000114440918,-60.709999084472656,86.26000213623047,1350.5999755859375,19861.300048828125,-102.89999961853027,-5031.9000244140625,308.8999938964844,2198.5000610351562,128.0,128.0,1.419447905875833,-1.5947089765076103,3.0930773570261403,True,4,31.0,False,3,False,,76561198039309853,enpitsu,24.0,-2968.010009765625,-4053.02001953125,17.049999237060547,-11264.49951171875,6911.6998291015625,3.4999999403953552,-0.3999999910593033,0.29999999329447746,-2523.9999389648438,255.0,0.0,False,0.016753093126079862,2.4956961337033694,3.1088645514016397e-05,True,False,False,255.0,False,False,,mans na hot,76561198203018191,13.0,17.739999771118164,842.4600219726562,68.0199966430664,-880.1000213623047,-22405.6005859375,3939.2999267578125,0.7000000029802322,-10.499999523162842,-62.30000019073486,128.0,0.0,,0.009811000980436906,-1.6406473630453513,0.002000884914370457,True,False,4,False,24.726503144028367,True,,『LaFlame』,76561198095293222,14,3085.550048828125,4312.64013671875,17.010000228881836,-2730.8999633789062,11854.89990234375,0.5000000074505806,0.3999999910593033,-0.5000000074505806,3117.39990234375,255.0,255.0,False,0.009580293190340653,2.008994069763578,-2.4017222499021395e-05,True,233.1470019971171,True,False,False,False,,
1,298,4.0,True,0,1078.2626644824759,-661.9299926757812,4087.449951171875,99.30000305175781,11078.499755859375,21399.3994140625,6294.7998046875,1751.199951171875,-5074.89990234375,-2679.1000366210938,0.0,-0.18993619512358378,0.4381947380738272,-2.5280559349371954,76561198039309853,enpitsu,24.0,-789.4600219726562,3908.64990234375,17.049999237060547,3116.199951171875,22444.7998046875,3.0000001192092896,0.09999999776482582,1.0999999940395355,-1841.300048828125,128.0,128.0,0.016774005639876077,1.3753326391648082,-0.00014971467212970105,True,False,104.0,False,False,False,,bf81d8692db,games5425898691,19.0,-251.82000732421875,3134.530029296875,88.47000122070312,-16158.599853515625,4987.60009765625,2344.1000366210938,-1097.5,-5389.1998291015625,44.49999809265137,255.0,128.0,,0.8149158789679004,2.949194081333914,0.007876321413381175,True,8,7,,False,False,,mans na hot,76561198203018191,12.0,1599.8199462890625,-655.4299926757812,17.0,5535.5999755859375,9309.000244140625,3.400000035762787,-0.29999999329447746,0.3999999910593033,0.0,255.0,,,0.009498496851311232,1.0343137703331433,-1.5549317219556446e-05,True,4,4,False,,False,,『LaFlame』,76561198095293222,14,-361.7200012207031,592.5499877929688,17.010000228881836,-9756.400146484375,2275.0,2.5,0.0,0.0,-2427.4000549316406,255.0,0.0,False,0.009535281355440437,2.855166309359853,1.4916432263954507e-05,True,177.0,False,4,False,4,,
2,1889,53.0,True,1,1255.714259599172,-256.6600036621094,4641.81005859375,117.55999755859375,-958.7999725341797,5368.699951171875,4980.10009765625,3156.4999389648438,3134.2999267578125,4026.300048828125,1.0,-0.1429688004674676,1.6028096324070638,-0.9190336274737261,76561198095293222,『LaFlame』,14.0,-155.9600067138672,4525.43017578125,16.360000610351562,2173.5000610351562,5816.500244140625,-220.40000915527344,-109.20000076293945,1352.5999450683594,-3388.3999633789062,128.0,128.0,-0.026807635325467462,1.840261430027889,0.02695102196147569,True,12,133.0,False,8,False,,76561198203018191,mans na hot,12.0,-3245.47998046875,4526.8798828125,29.229999542236328,377.2999954223633,-1206.9000244140625,-1180.4000091552734,3604.5999145507812,-3593.900146484375,-995.8999633789062,128.0,128.0,,-0.17990353808577378,-2.3698231316575535,-0.1999067869606149,True,18,12,0.0,False,6,,enpitsu,76561198039309853,24.0,-3775.419921875,3601.679931640625,34.41999816894531,-1146.9000244140625,-3450.4000854492188,57.39999771118164,104.20000076293945,113.00000190734863,20.399999618530273,128.0,128.0,False,0.00021261678614801566,-0.8974878958115736,3.0993162058332846,True,14,18,False,225.0,False,,games5425898691,bf81d8692db,19,-1284.18994140625,4665.5400390625,17.0,19392.900390625,12365.799560546875,0.9000000357627869,-0.19999999552965164,-0.0,-258.29999923706055,255.0,90.0,,-0.0095722753478642,2.5767530110144703,-5.9119496538466716e-05,True,184.5716989630012,True,14,False,14,,False
3,2606,69.0,False,0,3773.2965761812698,2164.030029296875,2932.2900390625,188.9499969482422,-12085.0,19376.8994140625,1553.3999633789062,5673.2000732421875,-1338.2000732421875,1422.5999450683594,0.0,0.2336871817307884,3.00659748345057,1.9438636698574325,bf81d8692db,games5425898691,19.0,2293.090087890625,2710.340087890625,162.22999572753906,-6555.2001953125,20981.79931640625,1067.2000122070312,-4773.399963378906,-2730.4998779296875,90.10000228881836,255.0,161.0,0.7349894780645303,2.1052116983208076,0.010472245723012918,True,8,0.0,False,7,False,,76561198039309853,enpitsu,24.0,3554.18994140625,523.97998046875,17.049999237060547,-10044.89990234375,1698.699951171875,3.799999952316284,-6.3999998569488525,-7.900000214576721,-755.6999969482422,255.0,128.0,False,0.016242612384347644,2.937226253515651,0.00010784742056287368,True,6,6,181.59966462914662,True,False,,mans na hot,76561198203018191,12.0,2324.5,3000.090087890625,97.72000122070312,-22508.60107421875,4187.900085449219,2195.5999755859375,-108.10000419616699,-5496.9000244140625,146.09999656677246,255.0,128.0,False,0.738917701412256,-3.1370945632657397,0.023014335757750824,True,5,8,False,101.29433141728883,True,,『LaFlame』,76561198095293222,14,-1668.469970703125,4308.580078125,17.010000228881836,15969.000244140625,2178.800048828125,0.0,0.09999999776482582,0.0,214.0999984741211,255.0,128.0,,0.009593812976803335,0.1578827139848493,-0.00012317751086035283,True,23.742916212287003,True,False,False,False,,
4,3873,116.0,False,0,3306.1237216440336,2145.050048828125,3842.89990234375,425.6300048828125,-20465.50048828125,14531.400146484375,4942.799987792969,3695.8999633789062,-1585.0999450683594,2720.0,0.0,-0.5191375477952473,0.9467119094206945,1.9382510777759239,76561198039309853,enpitsu,24.0,2278.389892578125,3712.75,292.3800048828125,-9212.80029296875,17779.89990234375,2045.3999328613281,198.4000015258789,138.90000343322754,-148.100004196167,128.0,255.0,-0.5274090234770856,1.818471486218532,0.07452191836562057,True,22,196.0,False,20,False,,bf81d8692db,games5425898691,19.0,1769.239990234375,4173.52978515625,17.010000228881836,2636.300048828125,-12748.00048828125,2.3000000417232513,0.19999999552965164,-1.2999999523162842,-1938.0999755859375,255.0,0.0,,0.009568692417339207,-1.3900017420792523,-0.00025877744821708364,True,28,24,31.0,False,False,,mans na hot,76561198203018191,12.0,1835.77001953125,4024.409912109375,270.3500061035156,12678.199462890625,-5753.2000732421875,3364.1000366210938,403.8999938964844,663.7000274658203,54.29999828338623,255.0,128.0,False,-0.5733767613917837,-0.5906581809197109,-0.006778698823627963,True,14,18,False,36.28026672588883,True,,『LaFlame』,76561198095293222,16,2529.820068359375,3771.820068359375,177.9199981689453,-20681.69921875,1026.500015258789,177.29999542236328,-3180.8999633789062,-4388.2000732421875,935.1999664306641,255.0,0.0,False,0.6250222591621091,2.6391812263775556,0.25711388419108755,True,0.0,False,20,4,13,,False
5,4241,129.0,False,1,1698.6693334614054,2066.1201171875,3908.6201171875,97.61000061035156,-9448.499755859375,8083.0999755859375,1701.6999816894531,-4016.9000244140625,-1470.5999755859375,-1624.4999694824219,1.0,0.643467186832005,2.1330382453376115,0.9107996509850724,76561198203018191,mans na hot,12.0,2199.0400390625,3879.820068359375,16.959999084472656,-1417.8999328613281,-8051.400146484375,-15.499999523162842,-636.1000061035156,748.7999725341797,-2394.4000244140625,0.0,0.0,0.005652227599362632,-1.3207325460803383,-0.010831572648295621,True,22,126.0,False,20,False,,76561198095293222,『LaFlame』,14.0,2870.050048828125,3441.139892578125,16.989999771118164,10111.599731445312,12206.400146484375,4.4999998807907104,-0.19999999552965164,-0.3999999910593033,915.1999664306641,255.0,128.0,False,-0.009596357194824337,2.1461553921458147,-0.00015813868413332434,True,24,18,7.0,False,4,,enpitsu,76561198039309853,24.0,321.5799865722656,5307.85986328125,17.040000915527344,2996.199951171875,-2830.4998779296875,-28.69999885559082,-124.79999542236328,35.59999942779541,208.79999160766602,128.0,128.0,,-0.017263796274590387,-2.4007043267851573,0.00011858767032568028,True,22,24,False,106.0,False,,games5425898691,bf81d8692db,19,1542.3699951171875,4105.2099609375,17.010000228881836,13310.400390625,-838.4999847412109,0.09999999776482582,-0.0,0.09999999776482582,2306.4999389648438,255.0,255.0,,-0.009554252786365285,3.138264077285015,-1.1073162922613669e-05,True,131.4108130572945,True,32,False,28,,
6,4392,134.0,False,0,4377.885280503947,-2504.989990234375,1068.510009765625,214.47000122070312,14309.69970703125,24084.09912109375,4542.0001220703125,-740.9999847412109,590.9000015258789,1884.6000671386719,0.0,-0.520537500607345,3.019248811410248,-2.184719658119315,bf81d8692db,games5425898691,19.0,-2641.219970703125,854.0800170898438,132.89999389648438,10530.0,18361.500244140625,2211.9000244140625,947.2000122070312,-141.99999809265137,-537.0999908447266,255.0,134.0,0.010689500424076962,0.9822142411638742,0.004046709813970543,True,34,0.0,False,29,False,,76561198039309853,enpitsu,25.0,-763.0999755859375,-1154.6700439453125,17.040000915527344,1206.1000061035156,13366.8994140625,3.799999952316284,0.0,0.9000000357627869,60.19999980926514,255.0,128.0,,0.016741814246623687,1.4881205512994993,-9.69191959074071e-05,True,24,22,136.0,False,False,,mans na hot,76561198203018191,12.0,-2342.419921875,4717.580078125,17.010000228881836,11697.5,264.59999084472656,2.0999999344348907,-1.8000000715255737,0.09999999776482582,211.70000076293945,128.0,128.0,False,0.009632253763533528,0.04055597911883688,-2.5883666318315274e-05,True,22,24,False,217.0,False,,『LaFlame』,76561198095293222,14,-3996.280029296875,549.030029296875,75.5199966430664,6328.3001708984375,19413.599853515625,-5417.1002197265625,360.60001373291016,-3238.2000732421875,49.699997901916504,255.0,128.0,False,0.27564368363762887,1.262834121376343,0.6828893156384407,True,24.00958287075007,True,26,4,20,,
7,5756,184.0,True,0,3114.0311027083485,842.760009765625,2556.610107421875,183.08999633789062,-1636.300048828125,26046.298828125,5317.2998046875,-1773.800048828125,527.2999954223633,5707.39990234375,0.0,-0.022167438948129024,0.174625449263017,2.8237760160197682,76561198039309853,enpitsu,25.0,877.72998046875,2235.4599609375,121.69999694824219,4903.0999755859375,22214.09912109375,3371.6000366210938,-1.2999999523162842,-9.399999976158142,-614.3999862670898,128.0,255.0,0.01664145695504369,1.2486800726014633,-0.001714380961195879,True,42,160.0,False,36,False,,bf81d8692db,games5425898691,19.0,863.9099731445312,4269.97021484375,16.989999771118164,20243.599853515625,9336.699829101562,4.799999892711639,0.3999999910593033,0.19999999552965164,-1957.5999450683594,255.0,0.0,,0.009586305317614318,0.3570325394244256,-5.1904043899246905e-05,True,52,46,91.0,False,4,,mans na hot,76561198203018191,12.0,,,,,,,,,,,,,,,,True,,,,,,,『LaFlame』,76561198095293222,15,-1899.199951171875,4170.22021484375,17.010000228881836,18031.700439453125,10561.199951171875,-0.09999999776482582,-0.5999999865889549,-0.5999999865889549,-27.799999713897705,255.0,128.0,False,0.009610988237109907,0.5262643402010988,5.802285726258232e-05,True,102.79518275619834,True,10,4,8,,False
8,7372,224.0,True,1,3119.520698040351,2580.590087890625,2514.43994140625,350.8500061035156,-15225.30029296875,19679.100341796875,5398.4002685546875,3525.7000732421875,3154.5999145507812,3690.10009765625,1.0,0.8092529763793354,-2.0911408837498815,-2.3412003016443172,76561198095293222,『LaFlame』,14.0,2720.68994140625,2349.169921875,233.74000549316406,-9875.399780273438,20727.60009765625,1355.5999755859375,-493.1999969482422,-5252.9998779296875,-1553.0999755859375,255.0,255.0,-0.16234072624164722,1.074835489562102,-0.7278617612907705,True,20,160.908903209112,True,15,False,,76561198203018191,mans na hot,12.0,1897.1800537109375,3426.830078125,17.010000228881836,126.80000305175781,-374.59999084472656,1.8000000715255737,0.7000000029802322,1.1999999731779099,-541.3999938964844,255.0,0.0,,-0.009399421996997604,-2.320828788286847,-0.00015361280515437036,True,12,6,104.0,False,6,,enpitsu,76561198039309853,24.0,2631.1201171875,2666.75,255.35000610351562,1789.2999267578125,-19966.8994140625,2041.4999389648438,3392.39990234375,-3823.699951171875,2029.7999572753906,255.0,0.0,,0.02021017024570814,-1.6373728870698503,0.6504715424591118,True,5,8,2,196.0,False,,games5425898691,bf81d8692db,19,490.7900085449219,5162.81005859375,17.010000228881836,6346.5997314453125,-788.1999969482422,2.3999999463558197,-0.09999999776482582,-0.0,-2059.9000549316406,128.0,0.0,,-0.009648330594742698,-3.013414172804052,-1.9145645514125046e-05,True,123.0,False,16,4,12,,
9,8614,260.0,False,1,4173.794360655992,-2874.320068359375,3349.679931640625,320.989990234375,22157.2998046875,15270.400390625,-3029.5999145507812,4577.300109863281,3312.3001098632812,-2018.9999389648438,1.0,0.26341111112081855,0.004286406633769288,-2.3298207121695773,76561198203018191,mans na hot,12.0,-3087.610107421875,3288.8701171875,227.58999633789062,13600.799560546875,18365.999755859375,2589.1000366210938,-3877.0001220703125,464.3000030517578,-1731.300048828125,128.0,255.0,0.34798670438190427,-2.9192392216659107,0.12646009290184998,True,14,211.1922492519502,True,13,False,,76561198095293222,『LaFlame』,15.0,-55.689998626708984,2125.7900390625,17.010000228881836,6989.4000244140625,11415.899658203125,2.0999999344348907,0.3999999910593033,0.09999999776482582,0.0,255.0,128.0,,-0.009597601674284561,2.1201770286144166,-3.347905669893283e-05,True,20,20,42.0,False,False,,enpitsu,76561198039309853,24.0,-1086.52001953125,3230.77001953125,17.049999237060547,8356.400146484375,11358.599853515625,2.5999999046325684,-0.3999999910593033,-0.5000000074505806,-2.7000001072883606,255.0,128.0,,-0.01677034838974753,2.2054503351230172,5.733514929536727e-05,True,10,10,False,136.0,False,,games5425898691,bf81d8692db,19,-3716.27001953125,-654.0499877929688,96.08999633789062,4230.899963378906,22393.5009765625,1315.5000305175781,-5488.800048828125,25.69999933242798,-349.70001220703125,255.0,160.0,,-1.1162314425130047,1.8462977248501218,-0.28231278091762746,True,44.0,False,20,False,19,,
