,frame,time,goal,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_dodge_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_double_jump_active,team_mate_jump_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect
10,4536,112.0,False,0,5108.524474601215,2311.659912109375,1164.0799560546875,171.41000366210938,-9020.599975585938,18408.499755859375,3697.7999877929688,3193.599853515625,1535.0,1748.9999389648438,0.0,-0.005482660199135199,-0.7790403616935375,3.0891528338915606,76561198054434500,:(,10.0,2373.550048828125,1071.739990234375,47.400001525878906,-7754.6002197265625,17788.399658203125,2856.0000610351562,-2006.6000366210938,-2231.0000610351562,373.6000061035156,224.0,227.0,,0.07869753847249118,1.9929646793752422,-0.03196716970158362,False,183.37438280351702,True,6,8,13,,76561198156643344,TerraMW,3.0,600.6900024414062,-1646.8599853515625,101.83000183105469,-2453.5000610351562,20730.70068359375,-140.0,-5035.199890136719,-2191.4999389648438,305.5999946594238,255.0,128.0,,-1.2498624444368942,0.4081977500202319,1.5731729469596458,True,154.0,False,4,12,10,,enpitsu,76561198039309853,24,-1215.530029296875,4158.35986328125,17.049999237060547,9900.399780273438,13888.499755859375,2.7000001072883606,0.5000000074505806,-0.09999999776482582,0.0,255.0,128.0,,0.016824866988986494,0.951502654441931,-1.591507904347803e-05,True,255.0,False,12,False,12,,games5425898691,bf81d8692db,19.0,2140.919921875,1648.18994140625,107.94000244140625,5031.000061035156,-22026.298828125,2602.3001098632812,2777.5,1612.5,993.3000183105469,255.0,128.0,,-0.1474029408292131,-1.1126239902778532,-0.023371463251514887,True,236.20198711272212,True,6,5,False,
11,5553,149.0,False,1,6279.803287970838,-2445.25,-177.13999938964844,563.1699829101562,9005.30029296875,25981.99951171875,7008.800048828125,1208.8999938964844,-2659.2999267578125,2440.0,1.0,-0.38058152458617356,-3.047640720587706,2.03384613595312,76561198039309853,enpitsu,24.0,-2495.570068359375,-325.489990234375,388.5899963378906,7480.30029296875,21575.2001953125,2748.0999755859375,-2166.7999267578125,382.40001678466797,151.5999984741211,255.0,128.0,False,0.9039132937699271,1.8332318105104832,-0.06192577967969124,True,50.0,False,False,19,22,,bf81d8692db,games5425898691,19.0,-1389.469970703125,-1478.5999755859375,17.010000228881836,11634.3994140625,12403.199462890625,-0.09999999776482582,-0.29999999329447746,-0.7999999821186066,-17.899999618530273,255.0,128.0,,-0.00961819431851886,2.326708520594647,5.569811039656293e-05,True,117.88845580367631,True,False,22,22,,TerraMW,76561198156643344,3,96.58000183105469,-582.3300170898438,87.87000274658203,1431.199951171875,21748.40087890625,-979.0000152587891,-3281.7999267578125,1349.9000549316406,-400.8000183105469,255.0,128.0,False,0.8151429392923999,1.4783025722466294,-0.4918661756577551,True,80.0,False,32,8,26,,:(,76561198054434500,11.0,-3618.2900390625,3742.02001953125,17.010000228881836,7190.30029296875,10079.099731445312,2.0000000298023224,-0.5000000074505806,-0.5999999865889549,-106.89999580383301,206.0,119.0,False,-0.009565768279691671,2.19995761945876,8.065131033733908e-05,True,224.0,False,26,20,6,
12,6694,181.0,False,0,5101.577618837962,-2.4800000190734863,117.27999877929688,129.99000549316406,25.399999618530273,28391.79931640625,8382.7001953125,5834.1998291015625,1045.4000091552734,-931.6999816894531,0.0,0.051205088925261114,-0.034937225742674924,0.25811080422742916,76561198156643344,TerraMW,3.0,-19.510000228881836,-67.12000274658203,29.719999313354492,-2003.5000610351562,20593.9990234375,444.59999084472656,-1177.6000213623047,2118.8999938964844,-1473.2000732421875,255.0,255.0,,0.18877675278637437,1.6343849039036054,0.15179268204108484,True,11.0,False,False,4,6,,76561198054434500,:(,11.0,5.429999828338623,-4863.509765625,17.010000228881836,57.69999980926514,2281.9000244140625,2.0999999344348907,-0.7000000029802322,0.0,0.0,255.0,128.0,,0.009392612073296516,1.5453897309909186,2.756950337834644e-06,True,116.0,False,False,False,False,,enpitsu,76561198039309853,24,-19.600000381469727,319.55999755859375,112.01000213623047,4568.500061035156,-22454.7998046875,1872.2999572753906,3903.900146484375,3607.0999145507812,1413.2000732421875,255.0,255.0,,0.7106579310476145,-1.7141630817795521,-0.5142056550905723,True,31.0,False,2,False,1,,games5425898691,bf81d8692db,19.0,3164.02001953125,3995.6298828125,17.010000228881836,16136.199951171875,-5625.0,2.3000000417232513,0.29999999329447746,0.0,-1975.8000183105469,255.0,0.0,,0.009591862389874922,-0.40510933509139346,-3.678990416982659e-05,True,255.0,False,False,False,False,
13,7568,213.0,True,0,1970.1994726341243,597.1199951171875,3854.590087890625,165.05999755859375,2678.9999389648438,29120.90087890625,445.49999237060547,1360.8999633789062,441.3999938964844,3658.900146484375,0.0,1.0333483105172567,-1.8571218504820284,-1.7244507882832878,76561198054434500,:(,11.0,568.0499877929688,3546.25,140.67999267578125,4499.700012207031,20359.000244140625,1462.1000671386719,-4124.89990234375,2895.2999877929688,-1461.6000366210938,223.0,36.0,False,-0.0019179687887465036,1.4737722300753147,0.04656946665644213,True,8.0,False,4,9,12,,76561198156643344,TerraMW,3.0,2174.030029296875,5061.18994140625,64.94000244140625,7089.0997314453125,-4158.500061035156,-4712.300109863281,-4507.099914550781,1698.8999938964844,-1018.1999969482422,255.0,0.0,,0.5068309762488589,-0.6714787707244797,0.6563023099894565,True,31.0,False,4,10,6,,enpitsu,76561198039309853,24,4005.449951171875,2447.780029296875,81.43000030517578,10633.699951171875,832.0999908447266,8828.400268554688,-119.0999984741211,-5383.0999755859375,1121.1000061035156,255.0,255.0,False,-0.7511352345208,0.14844815910982206,-0.10910853211736116,True,143.0,False,18,False,18,,games5425898691,bf81d8692db,19.0,1617.75,4476.39013671875,17.010000228881836,-10729.49951171875,10332.2998046875,2.0000000298023224,0.0,0.19999999552965164,-463.49998474121094,255.0,128.0,,0.009602414297921193,2.3356205996810124,0.00016989388537915186,True,21.0,False,False,False,False,
14,7979,218.0,True,1,1899.9620070991853,15.729999542236328,3456.260009765625,487.4200134277344,-4582.5,31310.90087890625,-3829.5999145507812,-3335.0,1300.3999328613281,-4815.199890136719,1.0,-0.7841697363677547,-2.0989058142443446,2.5034649646089315,bf81d8692db,games5425898691,19.0,77.47000122070312,3147.35009765625,436.9700012207031,-5290.9002685546875,22105.90087890625,3511.9000244140625,-4200.7000732421875,1297.1000671386719,3304.7000122070312,255.0,80.0,,0.023175698020715983,1.3397652983105959,0.7421165467123504,True,142.8240000458174,True,False,3,4,,76561198039309853,enpitsu,24.0,2569.840087890625,3168.090087890625,17.049999237060547,-9703.900146484375,-10151.799926757812,3.0000001192092896,0.09999999776482582,-0.0,-1622.5,255.0,0.0,False,-0.016750410523558894,-0.7966631926721737,-0.0002614902223309108,True,255.0,False,False,4,4,,TerraMW,76561198156643344,4,2685.320068359375,2987.570068359375,17.010000228881836,-16517.2998046875,11590.799560546875,2.0000000298023224,-0.0,-0.0,-4.1999998688697815,255.0,128.0,,-0.009605690960051538,0.6124875198240711,1.2469772316194977e-05,True,208.0,False,False,False,False,,:(,76561198054434500,11.0,57.369998931884766,3386.10009765625,310.19000244140625,-852.0999908447266,9739.000244140625,-432.2999954223633,879.8999786376953,967.9000091552734,183.60000610351562,222.0,172.0,False,0.5982644584786021,0.7260859329442765,0.33801783341415603,True,0.6921293376594462,True,6,False,4,
15,8335,222.0,False,0,3468.648163853338,-2273.699951171875,1956.68994140625,263.9800109863281,18140.6005859375,18470.899658203125,7367.19970703125,5995.7000732421875,-211.8000030517578,79.60000038146973,0.0,1.1106939014602668,0.616243419724724,-1.385627715190394,76561198156643344,TerraMW,3.0,-2459.6298828125,1705.1800537109375,150.42999267578125,14285.799560546875,17903.00048828125,2096.6000366210938,-676.5000152587891,5409.6002197265625,726.2000274658203,255.0,128.0,False,0.22486628817578175,0.8694292965357804,0.4150895375822414,True,188.0,False,False,3,4,,76561198054434500,:(,10.0,-3050.239990234375,-389.6300048828125,17.010000228881836,12711.500244140625,7039.5001220703125,-0.19999999552965164,1.2999999523162842,0.9000000357627869,116.09999656677246,255.0,128.0,False,0.009574188523375807,0.5199302547337528,-0.0001273836048501834,True,211.14007724228728,True,False,6,6,,enpitsu,76561198039309853,24,-771.9099731445312,4167.830078125,17.049999237060547,4048.900146484375,10590.799560546875,2.5999999046325684,-0.7000000029802322,0.09999999776482582,0.0,128.0,128.0,,0.016797388399964284,1.2056312461353385,1.927456663123531e-06,True,146.0,False,False,False,False,,games5425898691,bf81d8692db,18.0,2896.4599609375,-238.8800048828125,48.40999984741211,17514.200439453125,7880.999755859375,-2353.300018310547,-800.1999664306641,1711.9000244140625,0.0,255.0,128.0,,-0.3032021470436429,0.4370946259795672,0.0007728675241708153,True,0.0,False,6,6,False,
16,8444,226.0,False,0,1453.3620958246747,-1150.4200439453125,3709.080078125,248.02999877929688,3911.300048828125,13697.099609375,-7633.3001708984375,-3998.5000610351562,220.59999465942383,-4467.9998779296875,0.0,0.36841539391533035,-2.605582355179279,2.51724447205825,76561198054434500,:(,10.0,-1261.8199462890625,3561.800048828125,281.80999755859375,-6224.1998291015625,13562.099609375,3430.1998901367188,3567.9000854492188,2667.6998901367188,3225.2999877929688,205.0,0.0,True,-0.6501388262566933,0.5818825532673481,2.6060150524946946,True,17.462348304769087,True,False,9,10,,76561198156643344,TerraMW,3.0,-1150.6500244140625,2728.35009765625,17.0,-18804.100341796875,3532.0999145507812,3.1999999284744263,-0.7000000029802322,-0.09999999776482582,132.89999961853027,255.0,150.0,,0.009568258238280494,2.9623018090425113,-3.1321138787542575e-05,True,175.0,False,False,4,4,,enpitsu,76561198039309853,24,-45.849998474121094,5164.490234375,17.049999237060547,-9038.200073242188,-3893.800048828125,2.7000001072883606,-6.499999761581421,-3.100000023841858,-1009.4000244140625,128.0,128.0,False,0.016677349851385512,-2.764995457448254,9.124792270322726e-06,True,65.0,False,2,False,2,,games5425898691,bf81d8692db,19.0,-188.13999938964844,4274.25,91.5199966430664,-22220.400390625,-5432.80029296875,2394.7000122070312,-739.1999816894531,2266.699981689453,-540.6000137329102,255.0,12.0,,-0.22908889527631382,-2.877417163831483,0.0027087923995694164,True,169.32650328964317,True,8,6,False,
17,9003,247.0,True,1,1151.3287993302345,583.510009765625,4031.889892578125,104.37000274658203,-1388.6000061035156,26647.900390625,11626.099853515625,1861.9999694824219,-4143.0999755859375,3920.0,1.0,0.19463496217324047,0.6371284449139311,-0.21913599302190795,bf81d8692db,games5425898691,19.0,520.7999877929688,3855.090087890625,19.479999542236328,13658.599853515625,13355.400390625,2958.800048828125,4.600000083446503,4.1999998688697815,420.60001373291016,255.0,220.0,,-0.009594685443569527,2.387277946141949,0.00013917541313549747,True,135.0,False,False,10,11,,76561198039309853,enpitsu,24.0,1439.6800537109375,3983.679931640625,17.049999237060547,332.00000762939453,-15594.100341796875,2.5,-0.0,-1.0999999940395355,104.30000305175781,255.0,128.0,,-0.016774077553035407,-1.6041562857666312,-0.0001246639937338332,True,142.0,False,False,8,4,,TerraMW,76561198156643344,3,505.1499938964844,4734.97998046875,17.010000228881836,-6290.3997802734375,-5802.80029296875,2.0999999344348907,0.3999999910593033,-0.7000000029802322,-138.90000343322754,128.0,148.0,,-0.009606506460928638,2.4036973238509347,-2.7889833525634297e-05,True,255.0,False,False,False,False,,:(,76561198054434500,11.0,-391.9200134277344,4329.35009765625,17.010000228881836,15428.199462890625,1636.9999694824219,-0.3999999910593033,-5.600000023841858,-0.5999999865889549,982.2000122070312,255.0,128.0,False,-0.009603002525170387,2.9808198255645157,-8.693754869505778e-05,True,20.0,False,8,4,4,
18,9642,261.0,True,1,3601.977557075148,-1525.6400146484375,2473.56005859375,490.45001220703125,8864.600219726562,26192.39990234375,2218.0999755859375,526.1000061035156,-2957.39990234375,-2849.89990234375,1.0,-0.10313582410404361,-1.2742903990516974,-1.8861242259050046,76561198039309853,enpitsu,24.0,-1532.9000244140625,2306.610107421875,368.989990234375,4142.9998779296875,18090.50048828125,-151.70000076293945,-2791.400146484375,3944.1000366210938,2626.9000244140625,128.0,0.0,False,0.4921895221602963,0.998698653539904,1.7300808390528815,True,166.0,False,False,9,10,,bf81d8692db,games5425898691,19.0,-2285.0400390625,-246.94000244140625,16.989999771118164,14012.5,2416.699981689453,4.799999892711639,0.09999999776482582,0.09999999776482582,2128.3999633789062,255.0,255.0,,-0.00958148496858377,2.904792749463793,-2.8285246223276554e-05,True,133.0,False,False,8,8,,TerraMW,76561198156643344,3,-2042.8299560546875,2751.02001953125,19.469999313354492,17968.299560546875,6355.30029296875,2956.099853515625,-0.5999999865889549,-0.0,1921.6000366210938,255.0,255.0,,-0.009608728825726711,2.7389172403169293,5.057593573752587e-05,True,89.9604215596312,True,9,False,8,,:(,76561198054434500,11.0,-231.3300018310547,4829.43017578125,17.0,-3930.0,-690.2999877929688,4.099999964237213,-0.0,-0.0,1906.1000061035156,128.0,255.0,False,-0.009620138986029808,-0.3001033902079003,-7.87215522105168e-05,True,92.0,False,10,8,4,
19,11062,300.0,True,0,1693.2201982660638,796.5399780273438,5187.990234375,154.5500030517578,-13145.799560546875,1244.1999816894531,-1727.8999328613281,492.5,-1893.8999938964844,-1363.5000610351562,0.0,-0.5861742213080741,-0.8470561410080847,1.3305055367532446,76561198054434500,:(,10.0,629.97998046875,5313.330078125,80.02999877929688,21564.89990234375,7149.000244140625,-1077.5,-2603.2998657226562,-685.5000305175781,1587.5,158.0,246.0,False,0.03614148303134478,0.16517039093544067,0.3929759447548661,False,0.0,False,8,12,20,,76561198156643344,TerraMW,3.0,447.70001220703125,4830.25,143.4600067138672,1797.1000671386719,10070.399780273438,107.5,-137.2000026702881,18.200000524520874,-48.89999866485596,128.0,128.0,,0.12383123659645162,1.3887375168504386,-0.002252836774101203,False,0.0,False,6,22,16,,enpitsu,76561198039309853,24,122.56999969482422,4755.169921875,17.049999237060547,6234.2999267578125,22136.0009765625,2.5,-0.09999999776482582,-0.5000000074505806,-14.600000381469727,255.0,128.0,,0.01678334694138349,1.2947091364433052,4.849105806845665e-05,True,31.0,False,16,False,14,,games5425898691,bf81d8692db,19.0,-142.08999633789062,4685.83984375,16.989999771118164,12922.80029296875,7441.099853515625,4.799999892711639,-0.19999999552965164,0.0,2056.300048828125,255.0,255.0,,0.009571352134825068,0.5897822356232529,2.6153704387778156e-05,True,118.0,False,16,16,False,
