Game ID                             	  ground	  low in air	  high in air	  defending half	  attacking half	  defending third	  neutral third	  attacking third	  behind ball	  in front of ball	  near wall	  in corner	  on wall	  full boost	  low boost	  no boost	  closest to ball	  close to ball	  furthest from ball	  slow speed	  boost speed	  supersonic	  carrying ball
f335ed82-7ffb-4a02-b175-fb745e60e592	 223.023	     84.2855	       2.3663	         194.664	         124.876	          127.704	        121.236	          70.5998	      205.901	           113.639	    57.5652	    3.38701	  57.5652	     46.7454	    104.955	   27.1198	          61.2127	        26.4291	             60.1918	     51.2931	       152.17	      27.602	        1.09009
8b14adce-efa2-4691-8f39-6579a8c16c73	 214.247	     68.1873	      1.45584	         242.262	         72.8066	          198.172	        72.7219	          44.1746	      241.197	           73.8714	    97.9581	   0.655696	  97.9581	     37.5358	    95.2123	   33.9124	          30.5541	         14.743	              129.74	     87.2594	      103.748	     17.2588	        2.07677
abd85456-085b-4efe-a267-4d5901748394	 220.961	     86.2108	     0.764925	          202.63	         118.408	          132.222	        119.379	          69.4382	      215.507	           105.532	    66.5945	   0.802171	  66.5945	     27.3866	    123.034	   44.2415	          68.1828	        24.3894	             97.0051	     52.4377	      154.139	     28.7939	        1.20275
4541a24d-dd83-49ae-9541-ed88b6e8095b	 113.173	     58.7328	      3.09556	         134.688	         47.7382	          107.636	          43.66	          31.1303	      139.162	           43.2643	    48.1372	    0.94724	  48.1372	      39.105	    46.5363	   19.5172	          40.3027	        12.7766	             49.5604	     29.6115	      84.6141	     19.6608	              0
7c284da5-5de1-4308-85de-dd4e3c61027f	 204.045	     94.0452	     0.254227	          215.46	         102.072	          163.314	        94.4701	          59.7473	      201.318	           116.213	    79.9741	    5.17194	  79.9741	     31.3592	    126.948	    65.515	          74.3251	        30.3176	              71.608	     46.4324	      151.523	     31.6332	              0
453595e9-31c4-4b68-a1ee-6efcd704945b	 225.399	     84.2722	      2.76521	           215.9	         102.176	           169.43	        87.5064	          61.1384	      240.564	           77.5115	    47.8736	    2.80103	  47.8736	     42.2376	    85.8275	   22.6116	          69.1944	        24.6866	             85.3204	      49.199	      153.734	     34.2662	              0
d21367d8-195b-4926-9484-999adc47fed1	 201.389	     94.1416	        2.075	         210.714	         100.621	          151.159	        100.148	          60.0276	      231.849	           79.4854	    74.1598	    5.71834	  74.1598	     43.2741	    96.4273	   48.1694	          68.7677	        28.3162	             106.572	      48.344	      148.995	      34.253	         2.6214
139304ee-cc4a-4586-a35d-01966128f66b	 268.239	     120.704	      1.23012	         239.942	         168.399	          185.033	        109.239	          114.069	       279.11	            129.23	    100.977	    6.37164	  100.977	     27.8931	    124.805	   48.0977	          84.7676	        30.0852	             133.816	      75.726	      195.064	     34.6366	              0
a4aa7a73-488b-4ac1-9b91-26de8bac023a	 211.596	     86.8045	      2.14863	         200.041	          112.67	          152.194	        90.6296	          69.8868	      211.738	           100.972	    75.7365	     4.5892	  75.7365	      40.694	    91.7297	   44.0144	           82.727	        31.5178	             67.8971	     47.4426	      163.653	     35.3584	              0
5382d62f-9e02-41dc-b3a5-5fe578066adc	 204.176	     90.3534	       4.8747	         180.124	             133	          111.049	        126.028	          76.0471	      230.851	           82.2732	    81.9203	    4.25712	  81.9203	      43.046	    62.0168	   25.8954	          78.4333	        38.2386	              82.259	     48.8102	      151.845	     34.1511	        1.34624
