Win %  	Results  	  GP	  W	  L	  Allan GS/G	  Sertalp GS/G	  GS/G	  GC/G	  GD/G	  Allan xG/G	  Sertalp xG/G	  xG/G	  xGC/G	  xGD/G	xWin %  	Luck %
20%    	W L L L L	   5	  1	  4	         0.4	           1.2	   1.6	   4.4	  -2.8	         1.3	           2.1	   3.3	      7	   -3.7	17%     	3%
