Game ID                             	  ground	  low in air	  high in air	  defending half	  attacking half	  defending third	  neutral third	  attacking third	  behind ball	  in front of ball	  near wall	  in corner	  on wall	  full boost	  low boost	  no boost	  closest to ball	  close to ball	  furthest from ball	  slow speed	  boost speed	  supersonic	  carrying ball
b97f429e-cfd7-442c-8468-e0515178421e	 209.393	     84.1531	      1.38404	         193.915	         117.299	          147.104	        95.8971	          68.2128	      232.282	           78.9318	    88.0526	    1.85553	  88.0526	     34.6228	    102.241	    34.083	          51.5122	         25.811	             110.845	     68.1964	      142.578	     27.0001	        1.85792
4b44be40-8392-4f0e-b35c-a1353cae3f52	 194.402	     109.697	      4.11604	         171.872	         144.946	          112.053	        112.282	          92.4826	      192.428	            124.39	    82.3383	    8.33733	  82.3383	      35.875	    114.633	   39.2959	          69.1726	        27.1092	             90.4481	     34.8164	       168.55	     44.3287	              0
7a304476-0ace-4a4b-957f-e06c3b9ef161	 213.111	     83.1777	            0	         208.538	         98.7751	          171.222	        79.4057	          56.6851	      209.629	           97.6846	    97.7489	    2.18786	  97.7489	      16.971	    129.641	   37.6569	          62.3239	        31.0835	             101.692	     65.6938	      135.187	     26.1298	        2.91317
ab02b6ba-ca7d-4c88-b664-a5cfcbff7321	 208.479	     95.7453	            0	         196.413	          123.54	          147.036	        84.6299	          88.2875	      230.922	           89.0314	     66.926	    4.15091	   66.926	     29.0935	    158.136	   58.3784	          79.7644	        22.9213	             73.9516	     45.3258	      155.234	     25.8727	              0
4e1080c9-f66d-4bf0-ad14-671a4daeef08	 225.378	     75.0614	            0	         201.828	         115.464	          167.637	        77.7868	          71.8679	       237.41	           79.8819	    79.1092	    2.40314	  79.1092	     36.8192	       80.9	   41.5769	          56.1313	        16.6879	             82.4816	     55.4305	      157.503	     41.0674	        1.12896
189281c5-6f93-49df-b2d6-f2fc1c2a4b4f	 214.504	      93.592	      4.73513	         175.691	           150.8	          113.353	        121.331	          91.8069	      241.248	           85.2425	    74.1806	    6.51743	  74.1806	       17.37	    115.714	   57.1698	          86.6798	        32.8463	              78.511	     48.7873	      166.246	     37.2521	              0
2fcbeb91-c147-4989-9d84-80a1289d4538	 213.409	     87.8423	     0.764237	         202.281	         115.944	          134.658	        112.478	          71.0896	      202.126	             116.1	    58.6107	    2.25465	  58.6107	      18.644	    100.225	   29.7555	           66.504	        29.4396	             66.4163	     46.4956	      146.196	      25.237	              0
795a3b9c-e155-41a9-a9f4-6f7f6617657f	 212.548	     89.2368	      1.78307	         188.552	         129.616	          129.707	        101.234	          87.2278	      209.531	           108.638	    79.2716	    2.98575	  79.2716	     46.3921	     73.943	   25.8484	          67.8709	        32.4024	             92.5697	     56.4406	      146.954	     34.6558	              0
7aa2ba2c-3f12-4098-a23f-08407a915cb4	 238.675	     85.5596	      2.47699	         220.861	         114.699	          163.651	        95.9199	          75.9885	      243.233	           92.3267	    93.2093	    2.03674	  93.2093	     54.0623	    58.7016	   23.2329	          71.6923	        23.7246	             96.2137	     63.9776	      160.123	     43.2423	        1.45648
d5950a7f-d63a-4fb6-8c9f-79ba3109fea6	 275.321	       127.2	      1.56519	         269.562	         157.356	          200.777	        132.544	          93.5963	      306.669	           120.249	    109.499	     7.7544	  109.499	     62.2661	     87.593	   32.2628	          108.362	        43.8602	              98.755	     77.4549	      205.476	     47.7256	        2.03234
62bb3c52-cd34-412f-92fe-046ed8f36e58	 214.428	     96.6619	      2.58566	         173.485	         153.189	          97.1547	        136.846	          92.6737	      219.726	           106.948	    67.6924	    4.11345	  67.6924	     45.8462	    153.706	   76.6199	          83.2456	        34.7032	             87.5777	     49.3789	      168.154	     38.6812	        2.62254
5605d1cc-2d9b-4fb9-aaf0-36245733e09e	 214.377	     86.6994	      1.16498	         187.433	         128.536	          137.205	        95.2679	          83.4964	      225.164	           90.8049	    68.8203	    3.23883	  68.8203	     27.8998	    97.2936	   33.1383	          72.0973	        32.6338	             89.1764	     45.3292	       165.18	     30.5874	        1.31082
324d0b5b-d338-413f-b5fb-7b43afc6c664	 210.365	     95.4725	            0	         161.317	         156.319	          93.7725	          118.7	          105.163	      209.011	           108.625	     72.899	    6.11495	   72.899	     48.3568	    97.6261	   36.8564	          67.0726	        29.6646	             101.375	      37.545	      151.911	     37.7171	        3.31578
4df2ac70-4507-4daa-870a-f15c9f3fc353	 212.423	     92.6674	      1.63849	         217.094	         101.546	          168.327	        92.4631	          57.8502	      212.028	           106.612	    74.1438	    6.51917	  74.1438	     31.7229	    107.161	   33.3838	          91.3429	        31.7694	             73.4117	     50.8779	       153.14	     27.2063	        1.93032
