Game ID                             	  Our GS	  Our GC	Result  	   P(Win)	    Luck %	  Allan Shots	  Sertalp Shots	  Our Shots	  Opponent Shots	  Allan Goals	  Sertalp Goals	  Allan Goals from Shots	  Sertalp Goals from Shots	  Our Goals from Shots	  Opponent Goals from Shots	  Allan Goals from Non-Shots	  Sertalp Goals from Non-Shots	  Our Goals from Non-Shots	  Opponent Goals from Non-Shots	  Allan Saves	  Sertalp Saves	  Our Saves	  Opponent Saves	  Allan Assists	  Sertalp Assists	  Our Assists	  Opponent Assists	   Allan xG	  Sertalp xG	  Our xG	  Opponent xG	  Allan Shot xG	  Sertalp Shot xG	  Our Shot xG	  Opponent Shot xG	  Allan Non-Shot xG	  Sertalp Non-Shot xG	  Our Non-Shot xG	  Opponent Non-Shot xG	  Allan MVP	  Sertalp MVP	  Opponent 1 MVP	  Opponent 2 MVP	  Allan Passes	  Sertalp Passes	  Our Passes	  Opponent Passes	  Allan Dribbles	  Sertalp Dribbles	  Our Dribbles	  Opponent Dribbles	  Allan Aerials	  Sertalp Aerials	  Our Aerials	  Opponent Aerials	  Allan Clears	  Sertalp Clears	  Our Clears	  Opponent Clears	  Allan Balls Won	  Sertalp Balls Won	  Our Balls Won	  Opponent Balls Won	  Allan Balls Lost	  Sertalp Balls Lost	  Our Balls Lost	  Opponent Balls Lost	  Allan Demos	  Sertalp Demos	  Our Demos	  Opponent Demos	  Allan Demoed	  Sertalp Demoed	  Our Demoed	  Opponent Demoed	  Allan Touches	  Sertalp Touches	  Our Touches	  Opponent Touches	  Allan Score	  Sertalp Score	  Our Score	  Opponent Score	  Allan Misses	  Sertalp Misses	  Our Misses	  Opponent Misses	  Allan Other Goals	  Sertalp Other Goals	  Our Other Goals	  Opponent Other Goals
2c6626f0-0887-4378-ac38-2df4d003b42b	       7	       3	W       	  72.0493	   27.9507	            3	              6	          9	               8	            3	              4	                       3	                         4	                     7	                          2	                           0	                             0	                         0	                              1	            1	              0	          1	               0	              3	                1	            4	                 1	    3.07505	      2.3511	 5.42616	      3.94713	       0.722526	          1.87527	      2.59779	           1.88455	            2.35253	             0.475834	          2.82836	               2.06258	          1	            0	               0	               0	             6	               6	          12	               13	              12	                 5	            17	                 18	              4	                2	            6	                 8	             6	               3	           9	                7	               10	                  5	             15	                  18	                12	                   6	              18	                   15	            2	              2	          4	               0	             0	               0	           0	                4	             51	               38	           89	                89	          816	            681	       1497	             772	             0	               2	           2	                6	                  0	                    0	                0	                     0
f05b78c3-2b01-4ead-a6d4-03c3bbfc9f79	       3	       4	L*      	  29.3943	  -29.3943	            4	              2	          6	               9	            2	              1	                       1	                         1	                     2	                          3	                           1	                             0	                         1	                              1	            3	              2	          5	               6	              1	                1	            2	                 0	    4.05554	     1.34791	 5.40346	      6.92562	        1.21151	          0.37936	      1.59087	           2.35678	            2.84403	              0.96855	          3.81259	               4.56884	          0	            0	               1	               0	             6	               9	          15	               14	               8	                10	            18	                 27	              4	                6	           10	                16	             4	               5	           9	               11	                9	                 13	             22	                  20	                 9	                  11	              20	                   22	            1	              1	          2	               1	             1	               0	           1	                2	             39	               41	           80	               104	          651	            489	       1140	            1407	             3	               1	           4	                6	                  0	                    0	                0	                     0
1ab1006e-f6f3-43bb-9f67-1d0de8b2f720	       4	       3	W       	  25.1318	   74.8682	            4	              2	          6	              13	            3	              1	                       3	                         1	                     4	                          3	                           0	                             0	                         0	                              0	            3	              4	          7	               1	              0	                2	            2	                 1	    1.66924	     3.43814	 5.10737	      6.83149	        1.12864	         0.569011	      1.69765	           4.75952	           0.540595	              2.86913	          3.40972	               2.07196	          1	            0	               0	               0	             7	              10	          17	               14	               6	                 7	            13	                 31	              5	                0	            5	                 6	             5	               5	          10	                6	                8	                 12	             20	                  18	                10	                   8	              18	                   20	            0	              0	          0	               2	             1	               1	           2	                0	             34	               34	           68	               103	          774	            687	       1461	             868	             1	               1	           2	               10	                  0	                    0	                0	                     0
a21320f2-e96c-48b0-96ca-36a8559e4dbf	       2	       0	W       	  68.0769	   31.9231	            3	              4	          7	               6	            0	              2	                       0	                         1	                     1	                          0	                           0	                             1	                         1	                              0	            4	              2	          6	               3	              0	                0	            0	                 0	    1.80561	     1.93757	 3.74318	      2.65578	       0.439145	          1.06171	      1.50085	          0.490146	            1.36646	             0.875864	          2.24233	               2.16563	          1	            0	               0	               0	             8	               5	          13	                6	               6	                11	            17	                 28	              7	                4	           11	                 4	             5	               3	           8	               14	               12	                  9	             21	                  19	                10	                   9	              19	                   21	            3	              1	          4	               0	             0	               0	           0	                4	             33	               43	           76	                90	          508	            500	       1008	             651	             3	               3	           6	                6	                  0	                    0	                0	                     0
365d9b56-ff6a-4282-a8e2-b7f61ccfa510	       1	       5	L       	  4.97732	  -4.97732	            0	              2	          2	               9	            1	              0	                       0	                         0	                     0	                          4	                           1	                             0	                         1	                              1	            2	              1	          3	               2	              0	                1	            1	                 4	    0.99149	    0.812028	 1.80352	      5.21836	              0	          0.28088	      0.28088	           2.58449	            0.99149	             0.531147	          1.52264	               2.63387	          0	            0	               0	               1	             4	               3	           7	               18	               5	                 5	            10	                 28	              4	                1	            5	                22	             5	               3	           8	                7	                7	                  6	             13	                  22	                 9	                  13	              22	                   13	            0	              1	          1	               1	             0	               1	           1	                1	             27	               29	           56	               104	          445	            212	        657	            1276	             0	               2	           2	                5	                  0	                    0	                0	                     0
e641ee95-d38b-4226-9ccc-6453b050640c	       3	       4	L       	  64.4859	  -64.4859	            1	              3	          4	               8	            1	              2	                       0	                         2	                     2	                          4	                           1	                             0	                         1	                              0	            0	              0	          0	               4	              2	                0	            2	                 1	    1.26173	     4.65387	  5.9156	      5.00104	      0.0173097	          1.71914	      1.73645	           3.14525	            1.24442	              2.93473	          4.17915	               1.85578	          0	            0	               0	               1	             9	               9	          18	                8	               7	                 5	            12	                 23	              8	                4	           12	                11	             3	               4	           7	                5	                9	                  9	             18	                  18	                 6	                  12	              18	                   18	            3	              2	          5	               0	             0	               0	           0	                5	             35	               43	           78	                89	          392	            430	        822	            1123	             1	               1	           2	                4	                  0	                    0	                0	                     0
4292427b-0bb4-48b0-828d-13d4521ee3dd	       2	       5	L       	   51.988	   -51.988	            1	              7	          8	               8	            0	              2	                       0	                         2	                     2	                          4	                           0	                             0	                         0	                              1	            2	              0	          2	               8	              1	                0	            1	                 2	    1.22475	     2.97745	 4.20219	      4.08667	       0.387617	          1.66569	       2.0533	           2.78451	           0.837129	              1.31176	          2.14889	               1.30217	          0	            0	               0	               1	             3	               2	           5	               10	               8	                11	            19	                 17	              8	                6	           14	                11	             4	               3	           7	               13	                9	                  7	             16	                  14	                 6	                   8	              14	                   16	            2	              0	          2	               1	             1	               0	           1	                2	             31	               39	           70	                81	          301	            510	        811	            1640	             1	               5	           6	                4	                  0	                    0	                0	                     0
16610695-f169-4ded-be4e-8e8a6ee3daf7	       3	       0	W       	  95.5169	   4.48312	            2	              2	          4	               0	            1	              2	                       1	                         2	                     3	                          0	                           0	                             0	                         0	                              0	            0	              0	          0	               1	              0	                0	            0	                 0	    1.26515	     1.10006	  2.3652	     0.176803	       0.704649	         0.543454	       1.2481	                 0	           0.560498	             0.556603	           1.1171	              0.176803	          0	            1	               0	               0	             0	               2	           2	                3	               4	                 2	             6	                  8	              2	                0	            2	                 1	             1	               1	           2	                1	                1	                  4	              5	                   4	                 3	                   1	               4	                    5	            0	              0	          0	               1	             1	               0	           1	                0	             15	               13	           28	                28	          192	            304	        496	             156	             1	               0	           1	                0	                  0	                    0	                0	                     0
0b362cfc-b338-4589-8519-ea85b24d6929	       5	       2	W       	  91.9623	   8.03775	            3	              1	          4	               6	            3	              2	                       3	                         1	                     4	                          2	                           0	                             1	                         1	                              0	            0	              1	          1	               2	              1	                2	            3	                 0	    3.04637	     2.81507	 5.86144	      2.75144	        1.48879	         0.879779	      2.36856	           1.32069	            1.55758	              1.93529	          3.49287	               1.43075	          0	            1	               0	               0	             8	               8	          16	                9	               4	                12	            16	                 10	              9	                3	           12	                10	             2	               4	           6	                7	                9	                  9	             18	                  11	                 5	                   6	              11	                   18	            0	              0	          0	               0	             0	               0	           0	                0	             28	               44	           72	                59	          533	            613	       1146	             641	             0	               0	           0	                4	                  0	                    0	                0	                     0
a1e3e96e-14b3-4362-a794-fc960969a453	       6	       5	W       	  57.1319	   42.8681	            5	              4	          9	              11	            4	              2	                       3	                         2	                     5	                          5	                           1	                             0	                         1	                              0	            3	              2	          5	               5	              2	                2	            4	                 3	    2.48977	     2.69323	   5.183	      4.74024	        1.24887	          1.02739	      2.27627	           3.62173	             1.2409	              1.66584	          2.90674	               1.11851	          1	            0	               0	               0	             4	               4	           8	               15	               8	                 7	            15	                 19	              7	                2	            9	                12	             4	               4	           8	                9	               11	                  7	             18	                  19	                 9	                  10	              19	                   18	            2	              0	          2	               1	             1	               0	           1	                2	             36	               31	           67	                85	          948	            562	       1510	            1478	             2	               2	           4	                6	                  0	                    0	                0	                     0
319caf2f-b412-4e0a-963c-c652ef92094e	       2	       6	L       	  17.9709	  -17.9709	            4	              3	          7	              10	            1	              1	                       1	                         1	                     2	                          5	                           0	                             0	                         0	                              1	            2	              2	          4	               4	              0	                1	            1	                 2	    2.27163	    0.990324	 3.26195	      5.38628	        1.49587	         0.377414	      1.87329	           3.20783	           0.775753	             0.612909	          1.38866	               2.17845	          0	            0	               0	               1	             7	               7	          14	               12	               5	                 5	            10	                 20	              5	                5	           10	                15	             6	               5	          11	                8	                9	                  7	             16	                  17	                13	                   4	              17	                   16	            1	              0	          1	               0	             0	               0	           0	                1	             37	               35	           72	                88	          398	            380	        778	            1384	             3	               2	           5	                5	                  0	                    0	                0	                     0
509dcf00-bbe9-4045-a3d5-46c5785e816d	       3	       1	W       	   79.592	    20.408	            8	              1	          9	               2	            3	              0	                       3	                         0	                     3	                          1	                           0	                             0	                         0	                              0	            0	              1	          1	               2	              0	                2	            2	                 0	    2.66013	     0.30121	 2.96134	      1.62043	         2.0936	         0.114768	      2.20837	          0.978674	           0.566524	             0.186442	         0.752966	              0.641761	          1	            0	               0	               0	             3	               4	           7	                2	               5	                 5	            10	                  6	              2	                1	            3	                 4	             2	               1	           3	                0	                5	                  3	              8	                   5	                 3	                   2	               5	                    8	            1	              1	          2	               1	             0	               1	           1	                2	             20	               19	           39	                27	          455	            277	        732	             407	             5	               1	           6	                1	                  0	                    0	                0	                     0
6d05c13e-920c-4b82-bd9f-9800a0a3a76e	       6	       5	W*      	  84.0344	   15.9656	            3	              3	          6	              10	            3	              3	                       2	                         3	                     5	                          4	                           1	                             0	                         1	                              1	            2	              1	          3	               2	              1	                1	            2	                 2	    2.77697	     3.06335	 5.84032	      3.49472	        1.19501	          2.38073	      3.57574	           1.93604	            1.58196	             0.682621	          2.26458	               1.55868	          0	            0	               0	               1	             3	               5	           8	               10	               8	                10	            18	                 19	              4	                3	            7	                 9	             6	               8	          14	                5	                7	                 13	             20	                  14	                 7	                   7	              14	                   20	            2	              0	          2	               1	             1	               0	           1	                2	             38	               40	           78	                91	          719	            673	       1392	            1126	             1	               0	           1	                6	                  0	                    0	                0	                     0
12abdb60-12d9-492c-8cf5-8c4773b30648	       3	       1	W       	  64.2655	   35.7345	            3	              5	          8	              14	            1	              2	                       1	                         2	                     3	                          1	                           0	                             0	                         0	                              0	            1	              1	          2	               5	              0	                0	            0	                 0	    1.16019	     3.34678	 4.50697	       3.6593	       0.224551	          2.51932	      2.74388	           2.31391	           0.935643	             0.827453	           1.7631	               1.34539	          0	            0	               1	               0	             5	               7	          12	                7	              11	                 7	            18	                 20	              5	                2	            7	                10	             2	               3	           5	                9	               11	                  8	             19	                  17	                10	                   7	              17	                   19	            1	              2	          3	               1	             0	               1	           1	                3	             48	               36	           84	                87	          407	            479	        886	             760	             2	               3	           5	               13	                  0	                    0	                0	                     0
06384ecc-dd9b-4dc4-9169-eccd76d66b72	       4	       2	W       	   60.488	    39.512	            4	              2	          6	               5	            3	              1	                       3	                         1	                     4	                          2	                           0	                             0	                         0	                              0	            1	              1	          2	               2	              1	                1	            2	                 2	    2.39551	     1.48085	 3.87636	      3.33935	        1.44099	         0.838822	      2.27982	           1.05218	           0.954518	             0.642026	          1.59654	               2.28717	          1	            0	               0	               0	             7	               6	          13	               16	               5	                 5	            10	                 20	              4	                3	            7	                20	             2	               5	           7	               11	               10	                  6	             16	                  19	                11	                   8	              19	                   16	            2	              1	          3	               2	             1	               1	           2	                3	             33	               31	           64	                85	          621	            402	       1023	             839	             1	               1	           2	                3	                  0	                    0	                0	                     0
edde65bb-c70f-4157-9288-dd5e3bb187e9	       3	       4	L*      	  22.8518	  -22.8518	            2	              1	          3	               7	            1	              2	                       1	                         1	                     2	                          3	                           0	                             1	                         1	                              1	            0	              3	          3	               4	              2	                0	            2	                 3	    1.84994	     1.08397	 2.93392	      4.54669	       0.367607	         0.719417	      1.08702	            2.1759	            1.48234	             0.364557	          1.84689	               2.37079	          0	            0	               1	               0	             0	               5	           5	                9	               3	                 3	             6	                 24	              4	                4	            8	                18	             4	               4	           8	                6	                2	                  8	             10	                  18	                 9	                   9	              18	                   10	            1	              1	          2	               0	             0	               0	           0	                2	             26	               31	           57	                96	          360	            613	        973	            1348	             1	               0	           1	                4	                  0	                    0	                0	                     0
1536e2e7-fff0-48d0-921a-4189b0737e0f	       2	       3	L       	  29.7535	  -29.7535	            1	              1	          2	               7	            1	              1	                       0	                         1	                     1	                          3	                           1	                             0	                         1	                              0	            2	              0	          2	               1	              0	                1	            1	                 2	    1.97965	    0.914489	 2.89414	      4.00593	     0.00410511	        0.0586892	    0.0627943	           1.45855	            1.97555	               0.8558	          2.83135	               2.54738	          0	            0	               0	               1	             4	               4	           8	               11	               4	                 4	             8	                 20	              9	                1	           10	                14	             3	               5	           8	                9	                5	                  6	             11	                  15	                 7	                   8	              15	                   11	            0	              0	          0	               1	             0	               1	           1	                0	             25	               27	           52	                73	          403	            294	        697	             966	             1	               0	           1	                4	                  0	                    0	                0	                     0
63a87f1c-94a0-4b5d-954b-dac69ddcb47d	       3	       6	L       	  38.8907	  -38.8907	            4	              2	          6	              11	            2	              1	                       2	                         1	                     3	                          5	                           0	                             0	                         0	                              1	            2	              0	          2	               2	              0	                0	            0	                 5	     2.7222	     1.34949	 4.07169	      4.68162	        1.64051	         0.212217	      1.85272	           2.34228	            1.08169	              1.13727	          2.21897	               2.33934	          0	            0	               0	               1	             4	               5	           9	               10	               9	                 4	            13	                 14	              9	                3	           12	                16	             5	               2	           7	               13	               11	                  6	             17	                  15	                10	                   5	              15	                   17	            0	              0	          0	               1	             0	               1	           1	                0	             38	               32	           70	                76	          562	            255	        817	            1510	             2	               1	           3	                6	                  0	                    0	                0	                     0
