Game ID                             	  Our GS	  Our GC	Result  	   P(Win)	    Luck %	  Allan Shots	  Sertalp Shots	  Our Shots	  Opponent Shots	  Allan Goals	  Sertalp Goals	  Allan Goals from Shots	  Sertalp Goals from Shots	  Our Goals from Shots	  Opponent Goals from Shots	  Allan Goals from Non-Shots	  Sertalp Goals from Non-Shots	  Our Goals from Non-Shots	  Opponent Goals from Non-Shots	  Allan Saves	  Sertalp Saves	  Our Saves	  Opponent Saves	  Allan Assists	  Sertalp Assists	  Our Assists	  Opponent Assists	   Allan xG	  Sertalp xG	  Our xG	  Opponent xG	  Allan Shot xG	  Sertalp Shot xG	  Our Shot xG	  Opponent Shot xG	  Allan Non-Shot xG	  Sertalp Non-Shot xG	  Our Non-Shot xG	  Opponent Non-Shot xG	  Allan MVP	  Sertalp MVP	  Opponent 1 MVP	  Opponent 2 MVP	  Allan Passes	  Sertalp Passes	  Our Passes	  Opponent Passes	  Allan Dribbles	  Sertalp Dribbles	  Our Dribbles	  Opponent Dribbles	  Allan Aerials	  Sertalp Aerials	  Our Aerials	  Opponent Aerials	  Allan Clears	  Sertalp Clears	  Our Clears	  Opponent Clears	  Allan Balls Won	  Sertalp Balls Won	  Our Balls Won	  Opponent Balls Won	  Allan Balls Lost	  Sertalp Balls Lost	  Our Balls Lost	  Opponent Balls Lost	  Allan Demos	  Sertalp Demos	  Our Demos	  Opponent Demos	  Allan Demoed	  Sertalp Demoed	  Our Demoed	  Opponent Demoed	  Allan Touches	  Sertalp Touches	  Our Touches	  Opponent Touches	  Allan Score	  Sertalp Score	  Our Score	  Opponent Score	  Allan Misses	  Sertalp Misses	  Our Misses	  Opponent Misses	  Allan Other Goals	  Sertalp Other Goals	  Our Other Goals	  Opponent Other Goals
be26e956-abcf-45d8-9b84-ef1796184e34	       4	       0	W       	  93.6183	    6.3817	            5	              5	         10	               2	            3	              1	                       3	                         0	                     3	                          0	                           0	                             1	                         1	                              0	            0	              3	          3	               2	              1	                3	            4	                 0	    3.13879	     4.25693	 7.39572	      3.46253	          2.507	          1.80531	       4.3123	          0.823217	           0.631797	              2.45162	          3.08342	               2.63931	          0	            1	               0	               0	             7	               6	          13	                6	               4	                15	            19	                 12	              5	                5	           10	                11	             3	               6	           9	                7	                7	                 12	             19	                  13	                 4	                   9	              13	                   19	            2	              1	          3	               1	             0	               1	           1	                3	             30	               50	           80	                64	          511	            721	       1232	             423	             2	               5	           7	                2	                  0	                    0	                0	                     0
c3a8c85e-08aa-4834-8d9f-24db3c0d78f3	       4	       3	W       	  70.5253	   29.4747	            4	              4	          8	               5	            2	              2	                       2	                         2	                     4	                          2	                           0	                             0	                         0	                              1	            0	              2	          2	               2	              1	                1	            2	                 1	    2.27259	     2.38709	 4.65968	      3.46633	        1.42452	           1.6784	      3.10292	           1.30418	           0.848072	             0.708684	          1.55676	               2.16216	          0	            0	               0	               1	             5	               4	           9	               22	               4	                 5	             9	                 18	              5	                4	            9	                11	             2	               5	           7	                9	                7	                  7	             14	                  18	                 9	                   9	              18	                   14	            3	              0	          3	               0	             0	               0	           0	                3	             29	               33	           62	                91	          412	            614	       1026	             932	             2	               2	           4	                3	                  0	                    0	                0	                     0
a49b0a74-b791-4626-9206-cadbfd204972	       4	       1	W       	   42.697	    57.303	            2	              4	          6	              13	            1	              3	                       1	                         3	                     4	                          1	                           0	                             0	                         0	                              0	            8	              2	         10	               4	              1	                1	            2	                 0	    1.92114	       2.599	 4.52014	      4.99546	        1.35731	          1.50941	      2.86672	           3.02748	           0.563834	              1.08959	          1.65342	               1.96799	          1	            0	               0	               0	             3	               3	           6	               17	               4	                11	            15	                 28	              5	                4	            9	                 8	             5	               0	           5	                9	                6	                 10	             16	                  20	                 9	                  11	              20	                   16	            0	              3	          3	               1	             0	               1	           1	                3	             29	               40	           69	               102	          796	            685	       1481	             725	             1	               1	           2	               12	                  0	                    0	                0	                     0
c233d5f2-804c-43bc-8cb2-e636af3be959	       1	       3	L       	  26.9146	  -26.9146	            2	              3	          5	               9	            0	              1	                       0	                         1	                     1	                          3	                           0	                             0	                         0	                              0	            4	              2	          6	               2	              1	                0	            1	                 2	    1.87939	     1.79118	 3.67057	      5.20118	       0.351196	          1.09867	      1.44986	           2.82047	            1.52819	             0.692512	          2.22071	               2.38071	          0	            0	               1	               0	             4	               4	           8	               17	               9	                 7	            16	                 26	              8	                4	           12	                25	             5	               1	           6	                7	                8	                  6	             14	                  21	                10	                  11	              21	                   14	            1	              0	          1	               1	             0	               1	           1	                1	             39	               34	           73	                96	          461	            408	        869	            1085	             2	               2	           4	                6	                  0	                    0	                0	                     0
8b9c2194-8220-43ea-9cee-c0ef93b12f90	       5	       1	W       	  74.9278	   25.0722	            6	              1	          7	               2	            5	              0	                       5	                         0	                     5	                          1	                           0	                             0	                         0	                              0	            1	              0	          1	               0	              0	                1	            1	                 1	    3.36205	     1.16979	 4.53184	      3.03582	        2.20688	         0.170071	      2.37695	           1.07017	            1.15518	             0.999716	          2.15489	               1.96564	          1	            0	               0	               0	             5	               3	           8	                7	               5	                 6	            11	                 12	              6	                0	            6	                17	             4	               2	           6	                6	                8	                  6	             14	                  10	                 4	                   6	              10	                   14	            1	              1	          2	               1	             0	               1	           1	                2	             35	               28	           63	                60	          860	            178	       1038	             412	             1	               1	           2	                1	                  0	                    0	                0	                     0
b6f91e7a-ab82-4156-ab34-3d80c787bb1f	       1	       2	L*      	  44.5216	  -44.5216	            1	              3	          4	               6	            0	              1	                       0	                         1	                     1	                          1	                           0	                             0	                         0	                              1	            2	              0	          2	               3	              0	                0	            0	                 1	    1.52769	     2.28407	 3.81176	      4.14344	       0.376449	          1.02822	      1.40467	           1.23167	            1.15124	              1.25585	          2.40709	               2.91177	          0	            0	               1	               0	             4	               5	           9	               10	               8	                14	            22	                 19	              6	                5	           11	                20	             6	               1	           7	               11	                8	                  8	             16	                  19	                12	                   7	              19	                   16	            2	              2	          4	               0	             0	               0	           0	                4	             44	               45	           89	                89	          338	            308	        646	             969	             1	               2	           3	                5	                  0	                    0	                0	                     0
77e20157-0d9b-4648-87fc-d6ccc9829139	       4	       6	L       	   64.884	   -64.884	            3	              7	         10	               9	            2	              2	                       2	                         2	                     4	                          6	                           0	                             0	                         0	                              0	            2	              1	          3	               4	              0	                2	            2	                 4	     1.2068	     2.73293	 3.93974	      3.09956	       0.488875	          2.33824	      2.82712	           1.90363	           0.717928	             0.394692	          1.11262	               1.19593	          0	            0	               0	               1	             8	               3	          11	                8	               8	                 9	            17	                 16	              9	                2	           11	                 9	             6	               3	           9	                8	               11	                  4	             15	                  15	                 4	                  11	              15	                   15	            1	              0	          1	               0	             0	               0	           0	                1	             39	               40	           79	                78	          520	            595	       1115	            1405	             1	               5	           6	                3	                  0	                    0	                0	                     0
8885359f-09dd-4f77-92b4-56578bf5c643	       4	       3	W       	  24.4272	   75.5728	            3	              4	          7	               6	            2	              2	                       1	                         2	                     3	                          3	                           1	                             0	                         1	                              0	            2	              0	          2	               2	              1	                0	            1	                 2	    1.49737	     2.00099	 3.49835	      5.20251	       0.640102	          1.38095	      2.02105	           1.64566	           0.857266	             0.620033	           1.4773	               3.55686	          0	            0	               1	               0	             7	               6	          13	               11	               8	                 6	            14	                 22	              3	                2	            5	                 6	             6	               5	          11	                8	               10	                  7	             17	                  21	                13	                   8	              21	                   17	            1	              0	          1	               0	             0	               0	           0	                1	             36	               35	           71	                78	          618	            378	        996	             916	             2	               2	           4	                3	                  0	                    0	                0	                     0
687411a3-fdec-4377-b1ab-d644e8fee26f	       1	       3	L       	  69.6995	  -69.6995	            2	              1	          3	               8	            1	              0	                       1	                         0	                     1	                          3	                           0	                             0	                         0	                              0	            3	              3	          6	               1	              0	                1	            1	                 3	    1.59861	     2.58812	 4.18674	      3.08719	       0.930373	         0.115958	      1.04633	           2.54061	            0.66824	              2.47217	          3.14041	              0.546581	          0	            0	               0	               1	             3	               3	           6	               11	               3	                 8	            11	                 18	              8	                5	           13	                12	             4	               3	           7	                8	                4	                  7	             11	                  18	                 9	                   9	              18	                   11	            1	              1	          2	               1	             0	               1	           1	                2	             25	               39	           64	                81	          506	            449	        955	            1024	             1	               1	           2	                5	                  0	                    0	                0	                     0
ead4f8ae-a924-4cfe-8622-94725d49e462	       3	       5	L       	  24.5002	  -24.5002	            2	              6	          8	               8	            1	              2	                       1	                         0	                     1	                          5	                           0	                             2	                         2	                              0	            2	              1	          3	               3	              0	                1	            1	                 2	    1.36114	     2.72187	 4.08301	      5.70123	       0.902914	          1.41871	      2.32162	           3.14114	           0.458226	              1.30316	          1.76138	               2.56008	          0	            0	               1	               0	             9	               4	          13	               10	               6	                 6	            12	                 18	              5	                5	           10	                10	             3	               4	           7	                5	               11	                  5	             16	                  18	                 6	                  12	              18	                   16	            1	              1	          2	               2	             2	               0	           2	                2	             30	               39	           69	                76	          387	            494	        881	            1208	             1	               6	           7	                3	                  0	                    0	                0	                     0
