Game ID                             	  ground	  low in air	  high in air	  defending half	  attacking half	  defending third	  neutral third	  attacking third	  behind ball	  in front of ball	  near wall	  in corner	  on wall	  full boost	  low boost	  no boost	  closest to ball	  close to ball	  furthest from ball	  slow speed	  boost speed	  supersonic	  carrying ball
be26e956-abcf-45d8-9b84-ef1796184e34	 185.149	     81.7567	      12.8543	          181.18	         110.665	          138.464	        80.5114	          72.8693	      194.502	           97.3434	    57.1175	    6.81041	  57.1175	     16.0258	    59.2581	    23.228	          61.9773	        23.0769	             96.3455	     11.3202	      183.136	     39.9818	        1.52942
c3a8c85e-08aa-4834-8d9f-24db3c0d78f3	 179.935	     126.011	     0.146025	         211.069	         114.725	          158.168	        104.537	          63.0903	      232.002	           93.7924	    88.0468	    9.13973	  88.0468	     33.9994	      66.78	   19.6641	          62.5215	        26.2828	              98.991	     25.0944	      202.142	     35.4644	              0
a49b0a74-b791-4626-9206-cadbfd204972	  182.41	     106.337	      1.31229	         217.604	         96.5988	          170.325	        86.9301	          56.9477	      220.544	           93.6589	    86.8162	    6.15216	  86.8162	     21.5942	    91.0433	   31.4263	          78.8625	        33.7836	             100.459	     32.4073	      194.366	     53.5587	        1.13032
c233d5f2-804c-43bc-8cb2-e636af3be959	 189.715	      93.933	      7.75684	         193.966	         119.326	          151.333	        80.1027	           81.856	      224.923	           88.3691	     79.749	    5.93529	   79.749	     24.5068	    119.149	   49.4495	          62.8092	        30.6672	             113.102	     37.7987	      188.896	     52.2049	        2.62135
8b9c2194-8220-43ea-9cee-c0ef93b12f90	 150.668	     87.9365	      6.88231	         171.892	         82.4788	          131.229	        76.3491	          46.7928	      195.058	            59.313	    64.0894	    7.35719	  64.0894	     16.5268	    81.1665	   30.5129	          69.2652	        26.4711	             68.6719	     20.7557	      150.383	     35.6511	              0
b6f91e7a-ab82-4156-ab34-3d80c787bb1f	 221.014	     102.865	      10.9612	         206.224	         149.619	          150.134	        113.123	          92.5861	      251.404	           104.439	    88.7749	    10.3782	  88.7749	     27.6122	    75.9161	   33.6474	          92.0007	        30.5448	             81.4669	      28.214	      223.909	      59.425	        1.45663
77e20157-0d9b-4648-87fc-d6ccc9829139	 188.582	     115.438	      7.20969	         202.345	         133.603	          145.868	        113.142	          76.9388	      239.677	           96.2718	    76.9712	    5.42291	  76.9712	     33.3459	    119.659	   47.2027	          96.3152	        29.6798	             93.0774	     22.1481	      218.189	     65.6978	        1.41994
8885359f-09dd-4f77-92b4-56578bf5c643	 218.871	     95.5086	      5.06179	         248.349	         83.8705	          203.354	         89.244	          39.6218	      257.118	           75.1019	     75.918	    6.26364	   75.918	     36.5592	    58.1472	   33.0234	           76.987	        29.2514	             73.7045	      35.872	       176.01	     46.6082	        2.51372
687411a3-fdec-4377-b1ab-d644e8fee26f	 198.241	      94.046	      0.83989	          174.75	         136.385	           134.15	        101.648	          75.3372	      232.128	            79.008	    73.4976	    6.33444	  73.4976	     15.7674	    95.3791	   27.0826	          56.9479	        21.6289	             86.0318	     30.4042	      179.423	     40.9614	        1.63865
ead4f8ae-a924-4cfe-8622-94725d49e462	 205.404	      93.667	      5.71666	         217.387	         100.252	          162.036	        93.0329	          62.5706	       242.33	            75.309	    60.2999	     4.9537	  60.2999	     32.4047	    86.5619	   27.7901	          63.7969	        20.1322	             83.3427	     37.0366	      176.839	     49.2683	        1.01931
