,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_double_jump_active,team_mate_jump_active,team_mate_boost,team_mate_boost_active,team_mate_dodge_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_dodge_active,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_handbrake,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_double_jump_active,opp_2_dodge_active,opp_2_boost_collect
0,173,0,False,False,1,5195.533227319438,-20.770000457763672,25.989999771118164,98.33999633789062,-17091.800537109375,18914.49951171875,4379.2999267578125,2977.5,920.8000183105469,5127.0001220703125,1.0,0.014992389228964113,-0.1003703205199652,-0.0588032373288265,5872256937533566216,D4rKw1NgS,8.0,112.56999969482422,-122.95999908447266,21.3799991607666,-868.6000061035156,22971.79931640625,-735.2999877929688,1617.4000549316406,-4581.700134277344,-172.90000915527344,255.0,255.0,True,0.036396380353779526,1.2771381704360891,0.1942612730715099,True,0.0,False,4,4,False,,2849588146808678061,Bini1901,9.0,66.27999877929688,-4911.7998046875,17.010000228881836,-806.5000152587891,3493.699951171875,2.0999999344348907,0.19999999552965164,-1.1999999731779099,236.90000534057617,255.0,128.0,,-0.009470936393051474,1.3464356487790623,-3.865437580003699e-05,True,False,False,116.0,False,False,,enpitsu,76561198039309853,27.0,-8.770000457763672,525.3200073242188,52.09000015258789,769.1999816894531,-19601.800537109375,3481.7999267578125,622.2000122070312,26.90000057220459,29.30000066757202,255.0,0.0,,-0.03496053650578797,-1.615205183490183,1.3302746559753808e-05,True,1,31.0,False,2,False,,games5425898691,bf81d8692db,24.0,-2520.760009765625,3996.530029296875,17.010000228881836,-18537.900390625,6905.3997802734375,2.3000000417232513,1.0000000149011612,-0.3999999910593033,1808.0999755859375,128.0,255.0,,-0.009631596112874088,0.3023621196218666,0.00014252309711093827,True,1.0,False,False,False,False,
1,288,4,False,False,1,4599.373739042115,-3624.699951171875,4292.93994140625,1088.6199951171875,13434.599609375,4495.400085449219,3252.0001220703125,-3623.0999755859375,671.6999816894531,-2741.199951171875,1.0,-0.4243937035123775,-0.25545234682161305,-2.0429963664593886,5872256937533566216,D4rKw1NgS,8.0,-3809.530029296875,4230.56982421875,998.280029296875,4951.400146484375,5071.300048828125,9466.799926757812,-1580.7000732421875,1524.7999572753906,-385.49999237060547,255.0,0.0,,0.8962064211644168,2.3327773778196996,1.5630728070526656,True,,False,4,4,False,,2849588146808678061,Bini1901,8.0,-2117.760009765625,-192.36000061035156,84.76000213623047,-761.2000274658203,16648.800048828125,-1923.0000305175781,-2286.999969482422,217.19999313354492,-281.200008392334,255.0,0.0,,0.5129215627218302,1.5964373068069693,-0.011828430007726806,True,False,6,207.0,False,6,,enpitsu,76561198039309853,27.0,-3591.580078125,-2454.39990234375,17.059999465942383,1625.8999633789062,22411.10107421875,-4.1999998688697815,-0.19999999552965164,-0.7000000029802322,-34.60000038146973,255.0,128.0,,-0.016776081872242277,1.6468316359091386,4.905646744885658e-05,True,2,195.55015047391254,True,2,False,,games5425898691,bf81d8692db,24.0,-1768.3499755859375,4887.2001953125,17.010000228881836,616.1999893188477,758.1999969482422,2.199999988079071,-0.0,-0.09999999776482582,-388.3000183105469,128.0,0.0,,-0.00965092921158411,2.136169891883142,-6.708711003780664e-06,True,220.0,False,False,False,False,
2,414,8,False,False,0,9593.860630800646,-983.6799926757812,-4453.4599609375,158.10000610351562,-13485.699462890625,18505.400390625,7650.10009765625,5552.9998779296875,-1521.6999816894531,1687.4000549316406,0.0,0.0035977867069921857,1.6907167815832083,-1.7519598552179825,76561198039309853,enpitsu,27.0,-884.989990234375,-4641.60986328125,77.7699966430664,-8702.60009765625,16714.3994140625,3188.5000610351562,-2963.900146484375,-353.80001068115234,-2692.3001098632812,255.0,0.0,,0.12932292251818683,2.103919236205721,-0.0008565044918410582,True,164.0,False,4,3,False,,bf81d8692db,games5425898691,24.0,2334.780029296875,-4370.06982421875,16.950000762939453,-490.6999969482422,-2021.9999694824219,18.899999856948853,9.599999785423279,2.3999999463558197,-1915.5000305175781,255.0,0.0,,0.008959074500034624,-1.7955719223719426,0.00026337432963252004,True,False,False,187.0,False,6,,D4rKw1NgS,5872256937533566216,8.0,-464.32000732421875,-4104.1298828125,17.010000228881836,-13112.900390625,4994.5001220703125,2.3000000417232513,-1.0000000149011612,0.29999999329447746,-1900.0999450683594,255.0,0.0,,0.009585355637137695,2.7444651540109097,-0.00019529313401124722,True,4,31.0,False,6,False,,Bini1901,2849588146808678061,8.0,-2026.2900390625,-5074.0,164.44000244140625,-15778.399658203125,-1704.1999816894531,-4212.300109863281,-3093.9999389648438,142.5,4312.900085449219,246.0,13.0,,-0.29950484074754224,3.0001109600451685,0.43921881344598035,True,177.0,False,8,False,8,
3,544,13,False,False,1,7493.063794437321,2343.050048828125,-2212.010009765625,99.68000030517578,-10518.299560546875,3479.5999145507812,42.89999961853027,-2481.6000366210938,-4768.599853515625,2664.7000122070312,1.0,0.515181718729858,1.8184465759210708,-2.228169133330849,5872256937533566216,D4rKw1NgS,8.0,2398.050048828125,-2338.909912109375,75.4000015258789,-7438.0999755859375,-132.2000026702881,2541.199951171875,-1398.9999389648438,-507.2999954223633,-3043.800048828125,128.0,0.0,,-0.010223189780081786,-0.3224763871976127,0.004925877651320732,True,218.0,False,8,5,False,,2849588146808678061,Bini1901,8.0,850.7899780273438,-2479.27001953125,17.010000228881836,10958.599853515625,-12270.999755859375,2.5999999046325684,-0.5000000074505806,0.19999999552965164,2842.9000854492188,149.0,255.0,False,-0.009633626961219685,-2.471381175026525,5.559730185603887e-05,True,False,12,244.0,False,12,,enpitsu,76561198039309853,27.0,1287.4200439453125,-1163.6600341796875,17.049999237060547,-1080.0,-15824.49951171875,3.0000001192092896,-1.5999999642372131,0.09999999776482582,1992.5999450683594,255.0,255.0,False,-0.01695286851724947,-1.5674227493253112,4.001066822231496e-05,True,4,42.0,False,4,False,,games5425898691,bf81d8692db,24.0,1219.6400146484375,-1210.5899658203125,16.989999771118164,1363.699951171875,-21407.80029296875,4.799999892711639,0.09999999776482582,0.3999999910593033,1977.4000549316406,255.0,255.0,,-0.009564812013868737,-1.709782668796727,3.863526952183043e-05,True,130.8401808892527,True,4,False,8,
4,558,14,False,False,1,7250.927224665277,1854.1700439453125,-2047.3399658203125,93.19999694824219,-9259.000244140625,3175.4998779296875,93.99999618530273,-2123.8999938964844,-5342.60009765625,1716.0000610351562,1.0,-1.228544294726914,2.26306702983846,0.9476802866501458,5872256937533566216,D4rKw1NgS,8.0,2042.739990234375,-2345.5,100.66000366210938,-7594.69970703125,-158.90000343322754,-156.30000114440918,-5365.4998779296875,-1049.1000366210938,-599.900016784668,255.0,128.0,,-0.11202872982131454,-0.19406113028320426,-2.8029389833796152,True,218.0,False,8,5,False,,2849588146808678061,Bini1901,8.0,1425.5799560546875,-2798.070068359375,17.010000228881836,9214.500122070312,-8159.4000244140625,2.3999999463558197,0.29999999329447746,-0.5000000074505806,-2304.9000549316406,255.0,0.0,,-0.009576030108981948,-2.357911674241132,-6.345772503900866e-05,True,False,12,244.0,False,12,,enpitsu,76561198039309853,27.0,1560.4300537109375,-1784.989990234375,19.520000457763672,10704.300537109375,-9465.700073242188,2959.4000244140625,6.1000001430511475,-5.0,958.0000305175781,255.0,255.0,,-0.016771127374051797,-2.451654214155355,-0.00015059821462621347,True,5,35.644989305926906,True,6,False,,games5425898691,bf81d8692db,24.0,1920.31005859375,-2263.3798828125,16.989999771118164,19385.2001953125,-12377.80029296875,2.3999999463558197,-0.29999999329447746,0.3999999910593033,1896.300048828125,255.0,255.0,,-0.009576884112225357,-2.641732590883941,6.641685463656628e-05,True,120.64498930592691,True,4,False,8,
5,560,14,False,False,0,3228.9221267199196,-1778.300048828125,2033.9599609375,97.0199966430664,-8549.400024414062,21830.80078125,4935.0,-616.5000152587891,3510.4000854492188,-4826.600036621094,0.0,0.8429679877155961,-2.9549825257000695,0.058640586135192505,76561198039309853,enpitsu,27.0,-1652.800048828125,1859.550048828125,46.25,-11186.8994140625,8840.599975585938,3470.4000854492188,-253.79999160766602,-327.5,1818.699951171875,255.0,128.0,,0.02536164737770796,2.5764726848158217,0.0014623094135066631,True,34.0,False,6,5,False,,bf81d8692db,games5425898691,24.0,-2044.5,2328.820068359375,18.100000381469727,-15271.500244140625,5738.699951171875,136.70000076293945,54.099998474121094,222.99999237060547,3260.7998657226562,255.0,255.0,,0.058366868131020946,2.96097953971241,-0.012553881454948724,True,False,4,113.73459791368055,True,8,,D4rKw1NgS,5872256937533566216,8.0,,,,,,,,,,,,,,,,True,,,,,,,Bini1901,2849588146808678061,8.0,-1494.9100341796875,2873.60009765625,17.010000228881836,-7530.7000732421875,9762.19970703125,2.3999999463558197,-0.29999999329447746,0.09999999776482582,-2330.500030517578,255.0,0.0,,0.009549185172314586,2.1644674749913952,-2.3176233179777346e-05,True,244.0,False,12,False,12,
6,672,18,False,False,1,8917.099054660186,1439.6700439453125,-3760.510009765625,954.780029296875,5047.200012207031,15162.900390625,-1559.2999267578125,1686.6000366210938,1694.4000244140625,57.199997901916504,1.0,0.2754525212116858,2.4033408813423307,-1.9525925170053129,2849588146808678061,Bini1901,8.0,1306.280029296875,-3935.25,930.7100219726562,-1747.2000122070312,12329.100341796875,-1307.7999877929688,3969.2001342773438,2093.6000061035156,-3179.8001098632812,128.0,128.0,False,0.2586716375356343,2.027414981490742,-2.7664618320769736,True,210.0,False,14,13,False,,5872256937533566216,D4rKw1NgS,8.0,2597.010009765625,-4456.89990234375,17.010000228881836,-4685.5999755859375,4098.599853515625,2.199999988079071,-0.0,-0.09999999776482582,2344.600067138672,255.0,255.0,,-0.009492541863593676,0.7322413736907712,2.93635141971479e-05,True,False,False,85.0,False,False,,enpitsu,76561198039309853,27.0,1749.6600341796875,-4387.83984375,17.059999465942383,-4509.89990234375,3273.3999633789062,1.8000000715255737,-0.7999999821186066,0.3999999910593033,-2130.7000732421875,255.0,128.0,False,-0.01664136966893729,0.5835866390529781,-0.00012600203651800415,True,6,255.0,False,6,False,,games5425898691,bf81d8692db,24.0,698.6799926757812,-1880.280029296875,17.010000228881836,-316.00000381469727,-9552.2998046875,2.3999999463558197,0.09999999776482582,-0.0,2448.0999755859375,255.0,255.0,,-0.009529342331322726,-1.5850815705520331,7.028636635180717e-06,True,124.85639559581716,True,4,False,8,
7,808,23,False,False,0,6985.869498855672,-3379.52001953125,-1389.510009765625,144.0800018310547,-17504.7998046875,12218.299560546875,6661.7999267578125,5904.0997314453125,1045.5000305175781,219.69999313354492,0.0,0.4196704368667353,1.599859267250266,-1.3719676910731977,76561198039309853,enpitsu,27.0,-3219.919921875,-1558.1800537109375,86.5999984741211,-12617.60009765625,17936.199951171875,2405.7000732421875,-5156.500244140625,-1903.5000610351562,-191.5999984741211,255.0,0.0,False,0.7079809628777064,1.8948257083771844,-0.026244496176057657,True,130.0,False,8,7,False,,bf81d8692db,games5425898691,24.0,-3324.64990234375,-4721.60009765625,289.0199890136719,-696.6000366210938,432.59998321533203,12240.30029296875,-2259.199981689453,-629.7999954223633,-105.79999923706055,255.0,0.0,,-1.4764887720411188,2.171697063358679,1.7402105109550177,True,False,6,255.0,False,10,,D4rKw1NgS,5872256937533566216,8.0,-3522.919921875,-320.1300048828125,17.010000228881836,-14840.400390625,354.90001678466797,3.3000001311302185,0.0,0.19999999552965164,-3605.8999633789062,255.0,0.0,False,0.009598581371805817,2.469358152200553,-2.1890056024963493e-05,True,False,51.0,False,False,False,,Bini1901,2849588146808678061,8.0,,,,,,,,,,,,,,,,True,,,,,,
8,855,24,False,False,1,5574.30214646092,2610.179931640625,-164.19000244140625,143.30999755859375,-14070.30029296875,4677.300109863281,3020.1998901367188,3235.4998779296875,-682.5,5006.499938964844,1.0,0.8113429680312909,0.7606054935765565,2.9953307060489403,5872256937533566216,D4rKw1NgS,8.0,2706.570068359375,-267.5299987792969,15.84000015258789,-7928.900146484375,5363.900146484375,-316.1000061035156,-910.5999755859375,-63.69999885559082,835.0,255.0,163.0,,-0.03667633918491461,0.6579825893709802,0.016036831749292844,True,255.0,False,False,False,False,,2849588146808678061,Bini1901,8.0,-2899.68994140625,-4188.14990234375,17.010000228881836,-5914.89990234375,6656.300048828125,2.3999999463558197,-2.0999999344348907,2.0999999344348907,-2139.4000244140625,254.0,0.0,,-0.00952348645361582,0.8389101657560118,-0.0003540742944244393,True,False,False,85.0,False,False,300.0,enpitsu,76561198039309853,27.0,3905.3701171875,-546.530029296875,25.18000030517578,-12030.50048828125,157.70000457763672,-3783.599853515625,688.1999969482422,5225.9002685546875,-1570.0999450683594,255.0,128.0,False,-0.2770621954033425,0.045244168995774665,-0.01657936170966058,True,8,111.20785368386136,True,8,False,,games5425898691,bf81d8692db,24.0,3484.9599609375,3015.25,16.850000381469727,-17414.000244140625,-15024.89990234375,42.800002098083496,-1.899999976158142,-98.69999885559082,1.0999999940395355,255.0,128.0,,-0.005459542326501304,-0.7127120878811573,-0.0032694035757871607,True,157.94719158962212,True,6,False,10,
9,885,25,False,False,1,4809.213564529992,1099.8800048828125,335.1099853515625,95.9800033569336,-21960.30029296875,6031.400146484375,1936.0000610351562,1350.5000305175781,-320.9000015258789,-588.6000061035156,1.0,0.770154324033146,0.47138436930012484,2.8264153076472485,5872256937533566216,D4rKw1NgS,8.0,1266.3800048828125,256.67999267578125,92.51000213623047,-18764.000244140625,1396.7999267578125,2829.1000366210938,1348.9999389648438,-4826.199951171875,-2266.6000366210938,255.0,183.0,,-0.6023490231452678,0.23343330718311917,-0.25979540295050696,True,224.0,False,4,3,False,,2849588146808678061,Bini1901,8.0,-2763.639892578125,-2851.02001953125,17.010000228881836,3854.89990234375,17389.3994140625,0.0,0.29999999329447746,0.9000000357627869,1310.2999877929688,255.0,244.0,,-0.009599098031041463,1.7732127246619034,0.0002061382731685604,True,False,False,179.9952689293892,True,False,,enpitsu,76561198039309853,27.0,2096.330078125,122.0199966430664,17.020000457763672,-22104.69970703125,6354.4000244140625,2.199999988079071,5.899999737739563,-1.2999999523162842,975.9999847412109,255.0,128.0,False,-0.016797082826149713,0.22928793527516392,4.525999723360753e-06,True,8,17.198984943410444,True,8,False,,games5425898691,bf81d8692db,24.0,1633.9100341796875,1361.97998046875,16.989999771118164,-19239.3994140625,-12028.499755859375,4.600000083446503,0.5000000074505806,0.19999999552965164,-145.39999961853027,255.0,111.0,,-0.009587024953738537,-0.5490730957072792,4.914273917861991e-05,True,142.0,False,6,False,10,
