,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
32,1376,44,False,False,0,5543.208095632692,-75.5199966430664,-342.1499938964844,222.1199951171875,5000.299987792969,14913.599853515625,4059.7000122070312,-4217.60009765625,-875.2999877929688,2450.5999755859375,0.0,1.030350652367355,-1.9563818477086516,1.922426695126077,b6beb4fd03b,supremejovanotti,12.0,-139.33999633789062,-452.32000732421875,76.20999908447266,3156.7001342773438,8786.900024414062,2996.4999389648438,-74.0999984741211,49.29999828338623,2145.5999755859375,,128.0,,0.02375836891580659,1.4991015960615999,0.004889265603861328,True,147.0,False,12,6,20,,4813354133817742819,TheLegend_ofLord,14.0,57.25,-864.969970703125,17.010000228881836,4711.7999267578125,12708.399658203125,2.5999999046325684,1.1999999731779099,1.8000000715255737,1331.9999694824219,255.0,242.0,,0.009569535880434707,1.2153083306904362,0.00019556490636687957,True,139.0,False,18,16,4,,enpitsu,76561198039309853,25,13.010000228881836,-1222.3699951171875,17.030000686645508,-2520.5999755859375,22861.39892578125,1.5000000596046448,0.0,0.19999999552965164,162.39999771118164,255.0,0.0,,0.01679266798027286,1.6950921158429353,-9.407898951862566e-05,True,99.72166875869998,True,18.0,False,18,,games5425898691,bf81d8692db,18.0,-548.0800170898438,-80.08000183105469,16.709999084472656,3901.9000244140625,22410.2001953125,63.09999942779541,23.19999933242798,11.399999856948853,-41.599998474121094,255.0,,0.010794414813585566,1.3933893643017516,-0.000837477061335537,True,47.0,False,12,8,False,,
33,1413,45,False,False,1,6907.003746887066,-570.2899780273438,-1609.5699462890625,188.0800018310547,3908.599853515625,-7749.0997314453125,3382.7999877929688,4360.10009765625,-3118.5000610351562,2695.10009765625,1.0,-0.7173095525269545,1.6716536696033057,2.026802401121241,76561198039309853,enpitsu,25.0,-638.5499877929688,-1638.8599853515625,73.7300033569336,3446.099853515625,-9644.400024414062,3051.400146484375,-4493.299865722656,1821.9999694824219,2596.0000610351562,128.0,128.0,,0.0992231617968288,-1.9214577672865594,-0.04491396808939276,True,0.0,False,19,False,20,,bf81d8692db,games5425898691,18.0,1265.550048828125,-2763.0,17.010000228881836,6074.2999267578125,-20071.400146484375,2.800000011920929,0.09999999776482582,-0.9000000357627869,-1824.1000366210938,255.0,0.0,,-0.009597003385082362,-1.8094269573901107,-0.0001250188851380046,True,47.0,False,12,8,False,,supremejovanotti,b6beb4fd03b,12,-150.14999389648438,-751.280029296875,17.059999465942383,4.4999998807907104,-10668.699951171875,2.0999999344348907,-0.29999999329447746,-1.4000000059604645,29.800000190734863,255.0,128.0,,-0.016724145106516458,-1.5748262400550497,-0.00011132443629314004,True,147.0,False,20.0,6,12,,TheLegend_ofLord,4813354133817742819,14.0,-689.8599853515625,-1390.4000244140625,17.010000228881836,1749.1000366210938,-22933.30078125,0.29999999329447746,-0.0,0.3999999910593033,1977.5999450683594,255.0,255.0,-0.009545640094453625,-1.720369723317599,3.429877495021352e-05,True,45.03695473363325,True,18,16,4,,
34,1443,46,True,True,0,2869.359810911751,154.02999877929688,2469.669921875,182.0500030517578,-1143.1999969482422,25302.19970703125,5086.700134277344,-1046.6999816894531,927.2000122070312,5487.0001220703125,0.0,0.5704793125586191,-1.5722618876959684,1.914727511073407,b6beb4fd03b,supremejovanotti,12.0,142.35000610351562,2186.330078125,55.970001220703125,-98.29999923706055,17357.60009765625,5954.1998291015625,-0.3999999910593033,0.19999999552965164,0.0,255.0,128.0,,0.016762140867118098,1.5764705990070451,-1.353939128616296e-05,True,134.18367291265918,True,12,7,22,,4813354133817742819,TheLegend_ofLord,14.0,-28.799999237060547,2273.169921875,17.010000228881836,-5388.4002685546875,2035.7000732421875,2.800000011920929,-1.5999999642372131,0.19999999552965164,-2162.7000427246094,255.0,0.0,,0.00946502614615475,2.8204867007189476,-0.00017202213663986132,False,38.0,False,18,16,4,,enpitsu,76561198039309853,25,,,,,,,,,,,,,,,,True,,,,,,,games5425898691,bf81d8692db,19.0,-315.4800109863281,4001.929931640625,17.010000228881836,13151.8994140625,-3016.7001342773438,2.800000011920929,-0.29999999329447746,0.09999999776482582,-2123.000030517578,128.0,0.0,0.00963918455975892,-0.29048230278872317,3.490512606687339e-05,True,47.0,False,12,8,False,,
35,1734,47,False,False,1,5200.783436000034,-81.52999877929688,31.90999984741211,98.83000183105469,-21139.49951171875,13529.300537109375,1044.5999908447266,941.5000152587891,1056.1000061035156,5830.7000732421875,1.0,0.061094721176225726,-0.20721531711862465,-0.15690044589532773,76561198039309853,enpitsu,25.0,30.18000030517578,-132.33999633789062,97.38999938964844,580.9999847412109,22931.201171875,147.70000457763672,-5497.9998779296875,147.7999973297119,-0.7999999821186066,255.0,128.0,,-1.3384557482213344,1.5985885278651986,-0.0008838732290428266,True,22.0,False,1,False,2,,bf81d8692db,games5425898691,18.0,-3402.530029296875,-3920.679931640625,17.010000228881836,-14281.400146484375,8850.800170898438,2.800000011920929,-0.29999999329447746,-0.0,-1991.6000366210938,255.0,0.0,,-0.009581741071519108,0.6245285660424916,-4.899999419194454e-05,True,255.0,False,False,False,False,,supremejovanotti,b6beb4fd03b,11,77.66000366210938,135.91000366210938,91.2699966430664,2611.199951171875,-6452.7001953125,3248.3999633789062,-3140.0,220.6999969482422,-4505.7000732421875,255.0,7.0,False,0.0036147389548855245,-1.1825008008790983,0.0040775353683735,True,41.0,False,6.0,False,4,,TheLegend_ofLord,4813354133817742819,13.0,3201.14990234375,3851.2900390625,17.010000228881836,7982.0001220703125,-7020.2001953125,2.800000011920929,-0.3999999910593033,-0.5000000074505806,-2338.2000732421875,255.0,0.0,-0.009558141037301102,-2.372855595689995,-7.862401996493709e-06,True,255.0,False,False,False,False,,
36,1835,51,False,True,1,4996.970870173618,-3816.64990234375,3478.47998046875,785.0499877929688,18655.10009765625,8885.499877929688,599.7000122070312,-437.2999954223633,-1770.7000732421875,-5715.999755859375,1.0,0.2700334102058736,2.531135324968215,0.21715047935154871,bf81d8692db,games5425898691,19.0,-4019.419921875,3429.22998046875,736.8800048828125,10160.800170898438,20561.59912109375,1725.5000305175781,-2750.4000854492188,3797.2000122070312,1958.2000732421875,255.0,0.0,,-0.1358681935323059,1.5107204525747184,1.621587027353922,True,215.0,False,3,False,4,,76561198039309853,enpitsu,25.0,-2660.239990234375,444.9800109863281,17.040000915527344,8791.099853515625,8441.500244140625,4.1999998688697815,-1.1999999731779099,-0.9000000357627869,-136.5999984741211,255.0,,,-0.016712541083632963,2.393522052665386,0.00016738625776800128,True,,False,2,2,False,,supremejovanotti,b6beb4fd03b,11,-1441.5999755859375,1447.6600341796875,16.700000762939453,-10546.600341796875,13484.69970703125,-17.899999618530273,31.30000114440918,65.99999904632568,-516.8999862670898,255.0,36.0,,-0.012435735029338063,0.9025798898692646,-0.0013688270027643092,True,26.0,False,8.0,False,8,,TheLegend_ofLord,4813354133817742819,14.0,-1907.2900390625,4822.330078125,17.010000228881836,2016.6000366210938,12913.900146484375,2.7000001072883606,2.5999999046325684,0.7000000029802322,-1970.5000305175781,255.0,72.0,-0.009696799466927582,1.7854909979584832,-2.435444572239418e-05,True,177.0,False,4,4,False,,
37,1882,52,False,False,0,10201.974934744789,763.97998046875,-4926.02001953125,158.7100067138672,-22899.19921875,7556.5997314453125,-5089.89990234375,5746.6998291015625,1654.6000671386719,-486.3999938964844,0.0,-1.277899620834394,-1.2370953868852883,2.0536480616201356,4813354133817742819,TheLegend_ofLord,14.0,903.469970703125,-5026.009765625,307.6300048828125,-15066.700439453125,-3064.5001220703125,-11104.69970703125,2558.699951171875,-853.7999725341797,4793.0999755859375,255.0,244.0,True,0.96325831445693,3.106485903005928,1.1260571326139655,True,120.64385354903435,True,5,False,6,,b6beb4fd03b,supremejovanotti,11.0,3007.97998046875,-4092.719970703125,17.049999237060547,6943.2000732421875,-16310.10009765625,3.4999999403953552,0.19999999552965164,-0.7999999821186066,-1916.1000061035156,255.0,0.0,,0.016789598005519355,-1.226415770737348,-9.249922074601731e-05,True,255.0,False,8,8,False,,enpitsu,76561198039309853,25,1102.47998046875,-2381.669921875,17.040000915527344,-12069.69970703125,-12769.599609375,4.099999964237213,0.3999999910593033,0.5000000074505806,-19.700000286102295,255.0,128.0,,0.016782970276826098,-2.330306099764814,6.22337562633818e-05,True,0.0,False,2.0,False,2,,games5425898691,bf81d8692db,19.0,1966.56005859375,-4899.91015625,13.920000076293945,-8961.199951171875,10096.300048828125,367.40001678466797,170.49999237060547,-224.69999313354492,1995.7000732421875,255.0,255.0,-0.0333112856395966,2.30674525396361,-0.053179157694899226,True,215.0,False,4,4,False,,
38,1956,55,False,False,1,3456.7361015927017,4000.300048828125,3619.360107421875,243.5500030517578,545.2000045776367,2480.0,13047.60009765625,-513.8999938964844,5902.19970703125,-948.3000183105469,1.0,-0.537969059040187,2.1591277597725895,-1.2428163710974096,76561198039309853,enpitsu,25.0,3997.929931640625,3488.5,72.95999908447266,13585.899658203125,2716.099853515625,10654.7998046875,447.20001220703125,-5336.400146484375,1254.000015258789,255.0,255.0,,0.680764606842846,2.962037954969341,-0.15570912124695707,True,31.0,False,4,False,4,,bf81d8692db,games5425898691,18.0,376.5400085449219,1265.9599609375,17.010000228881836,5330.2001953125,-18202.5,2.7000001072883606,-0.29999999329447746,1.1999999731779099,-1372.5999450683594,255.0,0.0,,-0.009596131369685255,-1.8391026924801477,-0.0001983988061471851,True,228.0,False,6,6,False,,supremejovanotti,b6beb4fd03b,12,-183.5500030517578,4951.97021484375,17.049999237060547,3063.5000610351562,592.9000091552734,3.1999999284744263,0.5999999865889549,-0.19999999552965164,6.299999952316284,128.0,128.0,,-0.01688853798041394,2.9489253724418196,-5.3632398429420774e-05,True,255.0,False,8.0,False,8,,TheLegend_ofLord,4813354133817742819,14.0,1084.3499755859375,4664.27001953125,17.010000228881836,6779.5001220703125,-9156.900024414062,3.4999999403953552,6.499999761581421,-6.800000071525574,-37.69999980926514,255.0,148.0,-0.009466829134438944,-2.199895414456273,-0.0004180158378303269,True,112.0,False,6,6,False,,False
39,1965,56,False,False,1,3404.527191756038,3982.06005859375,3702.280029296875,616.7999877929688,-3137.60009765625,6187.7001953125,13153.900146484375,1533.0000305175781,2632.7999877929688,2898.5000610351562,1.0,-0.5295165689580763,0.771854654896258,1.0331355526594843,76561198039309853,enpitsu,25.0,4077.169921875,3636.659912109375,484.9700012207031,-476.3999938964844,6973.3001708984375,11017.80029296875,-1534.6000671386719,-187.29999542236328,657.3000335693359,255.0,128.0,,0.9704352123520524,1.5143868183995275,-1.5734095701706896,True,31.0,False,4,False,4,,bf81d8692db,games5425898691,18.0,394.3299865722656,670.3400268554688,17.010000228881836,-4749.5001220703125,-17456.099853515625,2.800000011920929,0.19999999552965164,-0.0,-1974.2999267578125,255.0,0.0,,-0.009566385716465418,-1.2335808883317148,4.538091833501194e-06,True,228.0,False,6,6,False,,supremejovanotti,b6beb4fd03b,12,-113.11000061035156,4965.68017578125,17.049999237060547,1428.8999938964844,278.700008392334,3.1999999284744263,0.5999999865889549,-0.19999999552965164,0.09999999776482582,128.0,128.0,,-0.0168885449389423,2.9486434896291827,-5.125212847798385e-05,True,255.0,False,8.0,False,8,,TheLegend_ofLord,4813354133817742819,14.0,1359.68994140625,4394.990234375,17.010000228881836,9673.099975585938,-7732.1002197265625,2.5,2.7000001072883606,-2.0000000298023224,-350.49999237060547,254.0,128.0,-0.009535013939424745,-2.4693461147122395,-0.00017117820222245332,True,112.0,False,6,6,False,,False
40,1988,56,False,False,1,2962.3802470026803,3710.639892578125,4216.14990234375,1488.8699951171875,-4763.399963378906,2982.5,6600.5999755859375,171.10000610351562,3994.5999145507812,315.2000045776367,1.0,-0.07636837476031025,-2.3282530424800463,-0.6450638377525885,76561198039309853,enpitsu,25.0,3745.5400390625,4294.6201171875,1169.800048828125,-6488.3001708984375,6431.400146484375,6466.300048828125,-1711.7999267578125,-1723.0000305175781,-41.599998474121094,255.0,255.0,False,0.5875316847610152,0.8031501331204015,-1.5588252545382344,True,31.0,False,4,False,4,,bf81d8692db,games5425898691,18.0,-705.5599975585938,91.80999755859375,17.010000228881836,-14195.999755859375,5720.0,2.800000011920929,-0.09999999776482582,-0.0,-2046.9000244140625,255.0,0.0,,-0.009576054138592287,0.4513094873415271,-2.301017838507402e-05,True,228.0,False,6,6,False,,supremejovanotti,b6beb4fd03b,12,39.290000915527344,4973.22021484375,17.049999237060547,1083.0000305175781,-46.30000114440918,3.100000023841858,-0.5999999865889549,0.3999999910593033,-3.4999999403953552,128.0,128.0,,-0.01682117240531632,-3.097463767828071,5.508897401487629e-05,True,255.0,False,8.0,False,8,,TheLegend_ofLord,4813354133817742819,14.0,2295.929931640625,4513.60009765625,17.010000228881836,5469.4000244140625,11293.399658203125,2.7000001072883606,-0.0,-0.0,2353.699951171875,255.0,255.0,-0.00951769569463541,1.9564998217864247,1.481770145617137e-05,True,142.0,False,6,6,False,,False
41,2120,61,False,False,0,9748.04738131855,-1988.6199951171875,-4546.6201171875,559.4500122070312,-2151.4999389648438,4661.400146484375,2065.500030517578,-4841.600036621094,1322.5,-1850.2999877929688,0.0,-0.2515652673450404,0.47698794330693023,-1.6310996558584079,b6beb4fd03b,supremejovanotti,11.0,-1898.949951171875,-4607.02978515625,412.7799987792969,-1401.7999267578125,761.9999694824219,2866.6000366210938,-1134.1999816894531,1963.0999755859375,5010.899963378906,255.0,0.0,True,-1.1314902751087772,2.0273038800206318,-2.766680871261598,True,226.51261909546392,True,8,4,10,,4813354133817742819,TheLegend_ofLord,14.0,-4036.5400390625,-3753.830078125,143.41000366210938,6982.80029296875,-8879.89990234375,-12030.999755859375,314.3000030517578,-5213.800048828125,1722.2999572753906,255.0,128.0,,0.8040430708081633,-0.8037737888574025,-0.8543728879284558,True,56.0,False,8,8,False,,enpitsu,76561198039309853,25,-2070.260009765625,-4079.2900390625,303.3699951171875,852.0999908447266,-13431.099853515625,4649.200134277344,-1215.8999633789062,-113.59999656677246,-128.99999618530273,128.0,,,-1.3331584467830562,-1.9299115236988773,0.3455870361769988,True,184.0,False,6.0,False,4,,games5425898691,bf81d8692db,19.0,-3192.18994140625,-2003.219970703125,17.010000228881836,-2586.4999389648438,-11068.499755859375,2.8999999165534973,0.0,0.09999999776482582,2238.8999938964844,128.0,255.0,0.009648961043374333,-1.7396774425082477,1.787547249012231e-05,True,228.0,False,6,6,False,,
42,2159,63,False,False,1,2135.916856686641,2539.169921875,3775.39990234375,314.1499938964844,-17315.50048828125,17573.00048828125,2432.7999877929688,4198.299865722656,-451.89998626708984,4262.60009765625,1.0,-0.31637348005494387,-0.1478190100912671,-2.61863776928585,bf81d8692db,games5425898691,19.0,2645.31005859375,3683.719970703125,253.5,-2769.2001342773438,18940.899658203125,269.50000762939453,-4670.199890136719,2645.5999755859375,-1199.7000122070312,255.0,201.0,,-0.5711588210571078,1.9544688666412744,0.14350230056917693,True,171.6519825330345,True,7,False,8,,76561198039309853,enpitsu,25.0,2018.4599609375,5013.85986328125,370.9800109863281,-1823.8999938964844,-793.0999755859375,-3687.39990234375,962.0999908447266,1747.7999877929688,-4333.999938964844,128.0,128.0,,-0.1322881513956965,0.3290762516834644,-2.2822560431230485,True,184.0,False,6,4,False,,supremejovanotti,b6beb4fd03b,11,2069.070068359375,4642.5400390625,550.9600219726562,954.7000122070312,404.59999084472656,-2373.9999389648438,2084.499969482422,1004.7000122070312,-1391.6999816894531,255.0,255.0,False,0.08774466051005571,-0.5770816032354429,0.7368968433925749,True,203.0,False,10.0,4,8,,TheLegend_ofLord,4813354133817742819,14.0,2842.3701171875,3848.330078125,17.010000228881836,-1388.699951171875,-1938.3999633789062,2.7000001072883606,-1.0999999940395355,0.19999999552965164,-1119.000015258789,207.0,0.0,-0.009595050777125514,-1.0890027941716112,-0.0001495781293147411,False,56.0,False,8,8,False,,
43,2222,65,False,False,0,8851.396877010075,148.19000244140625,-3649.590087890625,104.16999816894531,20811.201171875,11841.099853515625,1375.0,-5597.0001220703125,-702.9000091552734,2044.1999816894531,0.0,0.1942003272567551,2.4419641200676376,-0.7407653323955437,4813354133817742819,TheLegend_ofLord,14.0,-119.0999984741211,-3734.3701171875,17.010000228881836,18559.69970703125,2359.7999572753906,2.5,3.100000023841858,0.19999999552965164,-738.1999969482422,255.0,128.0,,0.00955894631177582,0.07800310045413594,6.526473056819581e-05,False,0.0,False,8,False,8,,b6beb4fd03b,supremejovanotti,11.0,-566.0399780273438,-4371.27978515625,90.93000030517578,18854.300537109375,2593.2000732421875,-147.60000228881836,-3820.5999755859375,3951.300048828125,-199.20000076293945,255.0,148.0,False,-0.47855612043468204,-0.8483306695103482,1.6640418103298649,True,113.0,False,12,10,4,,enpitsu,76561198039309853,25,-2380.18994140625,-4014.31005859375,17.010000228881836,6169.5001220703125,15398.199462890625,3.8999998569488525,-0.3999999910593033,-1.1999999731779099,-311.299991607666,255.0,128.0,False,0.01678008027040297,1.15921079417225,0.00022270096727755142,True,68.17367749316718,True,6.0,False,4,,games5425898691,bf81d8692db,19.0,-2802.739990234375,-4100.89013671875,16.989999771118164,-5204.89990234375,15908.1005859375,2.7000001072883606,-0.19999999552965164,0.7000000029802322,255.9000015258789,255.0,128.0,0.009594087277640098,1.914801372946124,-0.00017632353324042551,True,81.08652917544048,True,8,8,False,,
44,2321,69,False,False,0,7461.091401826058,3943.330078125,-538.7999877929688,853.47998046875,-13700.699462890625,10523.199462890625,13191.99951171875,4005.1998901367188,-3637.39990234375,2593.599853515625,0.0,0.29822443623591743,2.609599653958521,2.3938943986432992,4813354133817742819,TheLegend_ofLord,14.0,4079.929931640625,-544.530029296875,705.760009765625,-28.499999046325684,16858.499755859375,13416.099853515625,1892.2000122070312,58.00000190734863,19.500000476837158,255.0,0.0,,-0.7753257439648588,1.5697042558239125,-1.5816375456056164,True,159.92519572729708,True,10,False,10,,b6beb4fd03b,supremejovanotti,11.0,1741.9599609375,-890.3699951171875,17.059999465942383,-1055.2999877929688,12875.799560546875,2.3999999463558197,0.5000000074505806,2.7000001072883606,1338.3999633789062,173.0,220.0,False,0.01681833409961617,1.6495094397254386,0.0002575247065136918,True,175.0,False,12,10,4,,enpitsu,76561198039309853,25,3593.030029296875,92.29000091552734,17.040000915527344,18039.7998046875,2880.4998779296875,4.799999892711639,0.09999999776482582,0.0,1582.7000427246094,255.0,255.0,False,0.016776376730003126,0.1824281378846921,0.00025058626490137933,True,255.0,False,8.0,False,6,,games5425898691,bf81d8692db,19.0,-2471.699951171875,3338.81005859375,16.989999771118164,9578.300170898438,20375.50048828125,5.199999809265137,0.7999999821186066,1.899999976158142,-395.9000015258789,255.0,128.0,0.009587372382932013,1.1053796366145532,2.5118614004769675e-05,True,229.0,False,8,8,False,,
45,2404,71,False,False,0,3102.264109487876,408.7200012207031,2325.43994140625,440.3900146484375,-21679.7998046875,4768.900146484375,-8997.60009765625,4100.899963378906,-3840.1998901367188,2105.7000732421875,0.0,0.9143824742355232,-1.6890572683411849,-2.013729055112914,b6beb4fd03b,supremejovanotti,11.0,601.5800170898438,2357.3798828125,399.5,-10673.299560546875,13350.400390625,1761.6999816894531,4813.2000732421875,-686.9000244140625,-2571.099853515625,255.0,255.0,True,-0.1122025412947734,2.9924322717070924,-1.9820752962053612,True,99.80807727383032,True,10,6,14,,4813354133817742819,TheLegend_ofLord,14.0,804.489990234375,343.489990234375,900.510009765625,-14075.999755859375,2644.5999145507812,-12087.19970703125,147.39999771118164,217.99999237060547,635.2999877929688,221.0,128.0,,0.07595141287892512,2.128863249609414,0.29444883947788747,True,155.0,False,10,10,False,,enpitsu,76561198039309853,25,1085.6500244140625,2926.199951171875,17.049999237060547,-14819.200439453125,13994.7998046875,1.0000000149011612,-0.19999999552965164,0.19999999552965164,-2046.3999938964844,255.0,128.0,,0.016782130618446127,2.3109722637463586,-3.603395092555339e-05,True,169.0,False,8.0,False,6,,games5425898691,bf81d8692db,19.0,222.6999969482422,2799.489990234375,263.5199890136719,8013.800048828125,-20493.5009765625,2752.39990234375,5306.5997314453125,-1051.9999694824219,990.9999847412109,255.0,128.0,-0.3482732306493214,-1.8330935465175398,0.4492121410939101,True,156.67617208470583,True,10,9,False,,
46,2482,74,False,False,1,8644.047097561159,3922.669921875,-2956.840087890625,293.1600036621094,-11092.19970703125,15555.999755859375,11453.599853515625,3565.4000854492188,1583.6000061035156,4558.399963378906,1.0,0.16449861698858126,-2.235693347637362,-2.2916003990315725,76561198039309853,enpitsu,25.0,4048.10009765625,-3094.7099609375,194.16000366210938,-5576.7999267578125,15163.299560546875,6231.300048828125,-376.5999984741211,-5321.7999267578125,-1336.199951171875,128.0,255.0,False,0.2737332884360013,1.621997204424068,-0.6929382841258289,True,215.0,False,7,False,10,,bf81d8692db,games5425898691,19.0,-2964.18994140625,192.5,17.010000228881836,131.70000076293945,-14585.6005859375,2.8999999165534973,-0.0,-0.0,2090.2999877929688,255.0,255.0,,-0.009581347823068638,-1.6467288678370366,1.2736486719121312e-05,True,167.0,False,10,10,False,,supremejovanotti,b6beb4fd03b,11,3710.429931640625,-3345.659912109375,63.9900016784668,3618.3999633789062,22587.900390625,2373.800048828125,-5424.000244140625,38.09999942779541,910.1000213623047,255.0,128.0,False,-0.16983065165251002,1.5525104819566264,0.002291638278016997,False,5.0,False,16.0,6,11,,TheLegend_ofLord,4813354133817742819,14.0,3392.239990234375,36.709999084472656,16.989999771118164,10082.2998046875,12003.800048828125,5.199999809265137,-0.9000000357627869,-1.1999999731779099,1895.2000427246094,221.0,255.0,-0.009567004361029542,2.2242780555316206,0.0001573351432053211,True,144.0,False,10,10,False,,
47,2569,78,False,False,0,6848.841680378846,-585.72998046875,-1701.81005859375,603.6900024414062,14137.80029296875,14088.199462890625,15286.199951171875,-79.6999979019165,5792.5,1561.9999694824219,0.0,-0.22135084469954583,2.290777680059493,-2.17609960712854,4813354133817742819,TheLegend_ofLord,14.0,-709.0,-1895.6099853515625,596.77001953125,13641.99951171875,5417.0001220703125,1879.9000549316406,-2114.1000366210938,-4921.7999267578125,-1247.300033569336,206.0,150.0,True,0.13578694508028882,1.6923900169008743,-0.11756985918144679,True,19.101221510159082,True,10,4,12,,b6beb4fd03b,supremejovanotti,11.0,-3655.050048828125,-3220.93994140625,16.889999389648438,7988.499755859375,-18846.8994140625,39.100000858306885,1.2999999523162842,-5.0,1776.9000244140625,255.0,255.0,False,0.01677489425955536,-1.121564199227761,-0.00022133053815948046,False,5.0,False,18,14,6,,enpitsu,76561198039309853,25,-673.3200073242188,-1614.81005859375,17.030000686645508,14588.599853515625,-11314.69970703125,5.5000001192092896,-0.5000000074505806,-0.19999999552965164,0.0,255.0,128.0,False,0.01690384027148418,-0.6596807203301418,2.3618324194028444e-05,True,140.0,False,10.0,False,8,,games5425898691,bf81d8692db,18.0,-583.9199829101562,-1691.27001953125,453.7699890136719,-15966.8994140625,-15030.30029296875,2959.89990234375,-2919.4000244140625,-1790.5000305175781,-3449.5999145507812,255.0,3.0,0.11681048184914432,2.0025591937186746,0.9938079718184061,True,66.62764745373879,True,12,10,False,,
48,2736,84,False,False,0,4651.49996985549,3491.7900390625,3596.06005859375,205.38999938964844,-5156.400146484375,16165.10009765625,676.8000030517578,1327.7000427246094,-5850.999755859375,-41.30000114440918,0.0,0.28972240614645783,1.5083965167476625,-3.078882607078999,b6beb4fd03b,supremejovanotti,12.0,3538.300048828125,3452.3798828125,105.75,5663.900146484375,11203.199462890625,1693.2000732421875,-4686.099853515625,-2221.0000610351562,1832.2000122070312,255.0,128.0,,0.258089095386725,1.1193433695629205,-0.0493476240645589,True,213.0,False,16,6,22,,4813354133817742819,TheLegend_ofLord,14.0,1544.3800048828125,-3951.320068359375,17.010000228881836,-9212.60009765625,16468.800048828125,0.0,0.19999999552965164,-0.9000000357627869,-39.700000286102295,255.0,128.0,,0.009555228128352721,2.076282204779326,7.234083426139716e-05,True,220.48292457416494,True,12,10,4,,enpitsu,76561198039309853,25,3370.239990234375,3831.699951171875,204.3800048828125,14453.299560546875,-12141.700439453125,551.3000106811523,4003.2000732421875,-3719.7000122070312,622.7000045776367,128.0,0.0,False,-0.12569092790132055,-0.7874778159785795,1.2708969199655336,True,237.0,False,12.0,False,9,,games5425898691,bf81d8692db,18.0,-1417.760009765625,4431.0400390625,17.010000228881836,18366.300048828125,12409.3994140625,2.5999999046325684,0.5000000074505806,0.29999999329447746,-483.49998474121094,255.0,128.0,0.009599237371271845,0.5500153435101371,0.00016922237893006196,True,255.0,False,12,10,False,,
