,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_dodge_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_boost,team_mate_boost_active,team_mate_jump_active,team_mate_dodge_active,team_mate_double_jump_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
0,168,0,False,True,0,5197.238929530576,-0.2199999988079071,20.540000915527344,94.16999816894531,-2991.7999267578125,27841.0009765625,2108.699951171875,2452.7000427246094,-247.39999771118164,3262.39990234375,0.0,-0.0023330694426880985,0.02717379866709945,0.02041143872002968,b6beb4fd03b,supremejovanotti,12.0,7.199999809265137,-186.77999877929688,69.91999816894531,6325.3997802734375,19648.00048828125,2954.89990234375,-3679.7000122070312,-3922.7999877929688,1149.000015258789,128.0,255.0,True,0.07250425373632731,1.0672191951067969,-0.25440760242293886,True,12.0,False,5,False,6,,4813354133817742819,TheLegend_ofLord,14.0,2762.010009765625,-4072.669921875,17.010000228881836,17860.699462890625,-3667.39990234375,2.5999999046325684,-0.9000000357627869,0.0,1874.6000671386719,255.0,255.0,,0.009587483597416761,-0.14760253798090983,9.716661196101741e-05,True,0.0,False,False,False,False,,enpitsu,76561198039309853,25,116.58000183105469,214.2899932861328,103.41999816894531,-12847.60009765625,-18976.300048828125,363.3000183105469,4715.899963378906,-2830.10009765625,14.09999966621399,255.0,128.0,,1.2909035754154616,-2.1023071451221607,0.00916408283500405,True,0.0,False,2.0,False,1,,games5425898691,bf81d8692db,18.0,-2593.31005859375,4150.7900390625,17.010000228881836,-17359.3994140625,3715.4998779296875,2.800000011920929,0.5000000074505806,-0.3999999910593033,1905.5999755859375,255.0,255.0,0.009575181336047678,2.9926376450126377,6.996644134262513e-05,True,0.0,False,False,False,False,,
1,169,0,False,False,1,5229.283001062153,91.63999938964844,-27.049999237060547,103.33999633789062,26520.80078125,12229.100341796875,1561.6000366210938,1196.8000030517578,-1454.1000366210938,-5696.6998291015625,1.0,-0.04009925632984623,0.11327436932948759,0.019555539392383133,76561198039309853,enpitsu,25.0,-116.58000183105469,-214.2899932861328,103.41999816894531,12847.60009765625,18976.300048828125,363.3000183105469,-4715.899963378906,2830.10009765625,14.09999966621399,255.0,128.0,,-1.2909035754154616,2.1023071451221607,0.00916408283500405,True,0.0,False,1,False,2,,bf81d8692db,games5425898691,18.0,2767.8798828125,-4170.18994140625,17.010000228881836,17444.7998046875,-411.19998931884766,2.800000011920929,-0.3999999910593033,0.09999999776482582,1946.9000244140625,255.0,255.0,,-0.009577155840037311,3.097313048628242,4.479101015973841e-05,True,0.0,False,False,False,False,,supremejovanotti,b6beb4fd03b,12,-7.199999809265137,186.77999877929688,69.91999816894531,-6325.3997802734375,-19648.00048828125,2954.89990234375,3679.7000122070312,3922.7999877929688,1149.000015258789,128.0,255.0,True,-0.07250425373632731,-1.0672191951067969,-0.25440760242293886,True,12.0,False,6.0,False,5,,TheLegend_ofLord,4813354133817742819,14.0,-2762.010009765625,4072.669921875,17.010000228881836,-17860.699462890625,3667.39990234375,2.5999999046325684,0.9000000357627869,-0.0,1874.6000671386719,255.0,255.0,-0.009587483597416761,0.14760253798090983,9.716661196101741e-05,True,0.0,False,False,False,False,,
2,280,4,False,False,1,3576.3826190808345,3950.909912109375,3280.419921875,1345.010009765625,-8221.599731445312,22715.90087890625,-2932.6998901367188,-4032.2000122070312,4442.799987792969,-44.40000057220459,1.0,-0.37576655242781426,-0.5866488545086926,-1.8780105530510383,bf81d8692db,games5425898691,18.0,4046.159912109375,3049.89990234375,1349.3599853515625,-3807.5,18591.099853515625,-1092.0999908447266,-1744.6000671386719,-1460.0999450683594,209.40000534057617,128.0,255.0,,-0.2393453618820697,1.5837327779053763,-1.6115557145501263,True,169.0,False,False,False,3,,76561198039309853,enpitsu,25.0,3483.429931640625,342.489990234375,17.059999465942383,-5676.9000244140625,7376.6998291015625,-3.1999999284744263,-0.7999999821186066,-0.09999999776482582,10.59999942779541,255.0,,,-0.016635770907275898,0.9134277028133607,-1.7349093213272183e-05,True,236.30387099840308,True,2,2,False,,supremejovanotti,b6beb4fd03b,11,-3736.81005859375,214.8800048828125,17.059999465942383,-7390.9002685546875,9252.39990234375,3.3000001311302185,-0.09999999776482582,0.7000000029802322,-3232.9000854492188,255.0,0.0,,-0.016748004440160977,1.1117283597800878,-1.995638930268366e-05,True,255.0,False,8.0,False,8,,TheLegend_ofLord,4813354133817742819,14.0,-858.0,4994.169921875,17.010000228881836,12444.000244140625,6580.4998779296875,2.5,-0.19999999552965164,-0.0,-295.6999969482422,255.0,128.0,-0.009543408530562361,2.6840920011920844,0.00014478516628572272,True,255.0,False,False,False,False,,
3,334,6,False,False,0,9884.20733488637,-1508.3599853515625,-4725.22021484375,139.27999877929688,-10078.099975585938,12685.6005859375,3306.199951171875,512.0000076293945,4882.9998779296875,-3448.599853515625,0.0,-0.23649777772070857,0.7503439718697542,2.5682816492484717,4813354133817742819,TheLegend_ofLord,14.0,-1322.1099853515625,-4846.9501953125,17.010000228881836,-10202.2998046875,6506.500244140625,0.5000000074505806,-0.29999999329447746,0.09999999776482582,-2353.000030517578,255.0,0.0,,0.009527145375026313,2.5204647448394537,-2.649484214863531e-05,True,210.7146924106023,True,False,False,False,,b6beb4fd03b,supremejovanotti,11.0,2272.97998046875,-2571.43994140625,16.729999542236328,-10535.799560546875,-12986.199951171875,68.20000171661377,-19.700000286102295,13.09999942779541,128.100004196167,255.0,128.0,False,0.018101209576117668,-2.241483584621437,-0.000200189577294072,True,255.0,False,10,10,False,,enpitsu,76561198039309853,25,-760.0900268554688,-2140.43994140625,17.059999465942383,15866.099853515625,10979.599609375,2.3000000417232513,-0.29999999329447746,-0.09999999776482582,2061.0000610351562,255.0,255.0,,0.016779396835935916,0.6812418112985384,2.318628122108451e-05,True,155.0,False,2.0,False,2,,games5425898691,bf81d8692db,18.0,-2540.27001953125,-5103.35009765625,329.3500061035156,9464.7998046875,-123.10000419616699,-6384.1998291015625,154.399995803833,2330.800018310547,386.3999938964844,255.0,255.0,0.6133028360834681,-0.017123529975921346,-1.569246160167128,True,169.0,False,4,False,False,,
4,366,7,False,False,0,8606.42610271279,-2650.610107421875,-3285.669921875,97.58000183105469,-8022.60009765625,10715.50048828125,2318.0999755859375,-3666.0000610351562,221.5999984741211,-3448.599853515625,0.0,0.12853121145272303,0.3333012823098774,2.753834572242145,4813354133817742819,TheLegend_ofLord,14.0,-2642.68994140625,-3524.5,16.989999771118164,-11158.699951171875,14427.19970703125,3.100000023841858,-0.7999999821186066,1.1999999731779099,-1770.0,255.0,0.0,,0.00957431139240794,2.187150922453298,-0.00017098202889679113,False,145.6021677037721,True,False,False,False,,b6beb4fd03b,supremejovanotti,11.0,628.6199951171875,-3252.2900390625,17.059999465942383,-14566.300048828125,5038.500061035156,1.899999976158142,1.0999999940395355,-0.19999999552965164,-195.49999237060547,255.0,125.0,False,0.016788381612486396,2.7931558514474086,0.0001182373580345848,True,255.0,False,10,10,False,,enpitsu,76561198039309853,25,-1178.3699951171875,-778.5999755859375,17.059999465942383,-18973.199462890625,-736.2000274658203,-2.3000000417232513,0.0,0.0,2031.1000061035156,255.0,128.0,False,0.01678668970100704,-3.0320353552094894,7.372301901677967e-06,True,86.10293342221168,True,2.0,False,2,,games5425898691,bf81d8692db,19.0,-2274.590087890625,-3868.2099609375,17.0,-6210.5999755859375,17259.69970703125,1.5000000596046448,-1.0000000149011612,3.0000001192092896,603.4999847412109,255.0,210.0,0.009603394558491182,1.924339423288945,-5.031018108115829e-06,True,93.83335893641235,True,4,False,False,,
5,390,8,False,False,0,7288.443783817368,-3069.6201171875,-1816.780029296875,169.97999572753906,7275.4998779296875,19334.3994140625,3398.900146484375,820.8000183105469,-5046.7999267578125,-3139.2999267578125,0.0,0.5193624170841967,-2.9600857761493087,-2.6875005348717944,4813354133817742819,TheLegend_ofLord,14.0,-3192.6201171875,-1916.1600341796875,66.36000061035156,5220.5999755859375,21376.0009765625,3312.2000122070312,-1351.0000610351562,4044.7000122070312,-2912.6998901367188,255.0,0.0,,0.051610253703651854,1.423748049250082,0.046320049698030816,False,116.19803878568835,True,3,False,4,,b6beb4fd03b,supremejovanotti,11.0,-388.7099914550781,-2574.419921875,17.059999465942383,-9508.699951171875,11468.1005859375,1.899999976158142,0.5000000074505806,-0.5000000074505806,-14.800000190734863,255.0,128.0,False,0.01678311368438053,2.2611900027857317,6.773925536192576e-05,True,255.0,False,10,10,False,,enpitsu,76561198039309853,25,-3040.929931640625,-1611.280029296875,137.49000549316406,-18873.699951171875,-12583.00048828125,3126.4999389648438,-148.90000343322754,208.29999923706055,1711.7999267578125,128.0,255.0,False,-0.07966020761958477,-1.9222862004679486,-0.025321081001915356,True,77.0,False,4.0,False,3,,games5425898691,bf81d8692db,19.0,-3035.1201171875,-2024.530029296875,17.0,-8019.2999267578125,21556.59912109375,1.7000000178813934,0.5999999865889549,-1.2999999523162842,1765.3999328613281,255.0,255.0,0.009603406925242686,1.980816106444005,0.0001733780758263077,True,18.601986908143573,True,4,False,False,,
6,391,8,False,False,1,3933.879151636658,3047.60009765625,1846.6700439453125,185.36000061035156,-7555.10009765625,18400.6005859375,4866.199951171875,334.3000030517578,1546.300048828125,5787.60009765625,1.0,-0.6150545115985055,2.746909409430482,-2.653266194897302,76561198039309853,enpitsu,25.0,3040.929931640625,1611.280029296875,137.49000549316406,18873.699951171875,12583.00048828125,3126.4999389648438,148.90000343322754,-208.29999923706055,1711.7999267578125,128.0,255.0,False,0.07966020761958477,1.9222862004679486,-0.025321081001915356,True,77.0,False,3,False,4,,bf81d8692db,games5425898691,19.0,3035.1201171875,2024.530029296875,17.0,8019.2999267578125,-21556.59912109375,1.7000000178813934,-0.5999999865889549,1.2999999523162842,1765.3999328613281,255.0,255.0,,-0.009603406925242686,-1.980816106444005,0.0001733780758263077,True,15.342872868302054,True,4,False,False,,supremejovanotti,b6beb4fd03b,11,475.7300109863281,2469.179931640625,17.059999465942383,9484.600219726562,-11487.2998046875,1.899999976158142,-0.5000000074505806,0.5000000074505806,-3.700000047683716,255.0,128.0,False,-0.016783135899510318,-2.26049810668285,6.193319264032774e-05,True,255.0,False,10.0,False,10,,TheLegend_ofLord,4813354133817742819,14.0,3192.6201171875,1916.1600341796875,66.36000061035156,-5220.5999755859375,-21376.0009765625,3312.2000122070312,1351.0000610351562,-4044.7000122070312,-2912.6998901367188,255.0,0.0,-0.051610253703651854,-1.423748049250082,0.046320049698030816,False,112.93892474584683,True,4,3,False,,
7,489,11,False,False,0,9322.612595757973,-1173.2099609375,-4178.490234375,642.1199951171875,-11220.999755859375,2302.5999450683594,8485.399780273438,-2987.5,3713.800048828125,-3644.4000244140625,0.0,1.4159837945228977,2.599818527891011,-1.8105218459893484,b6beb4fd03b,supremejovanotti,12.0,-1059.0799560546875,-4137.02978515625,464.80999755859375,-6785.8001708984375,-10858.399658203125,4652.200012207031,-767.7999877929688,-660.1999664306641,1141.3999938964844,255.0,128.0,False,-1.251097907531308,-2.587410601461525,2.2881823309494442,True,155.0,False,10,4,12,,4813354133817742819,TheLegend_ofLord,14.0,560.9099731445312,-1302.97998046875,34.40999984741211,9802.100219726562,-19661.400146484375,-3028.900146484375,1345.3999328613281,-1229.4999694824219,34.50000047683716,255.0,71.0,,-0.20604024030481316,-1.6671957210413964,-0.19103720848349492,True,57.0,False,6,6,False,,enpitsu,76561198039309853,25,-1997.8199462890625,-4014.489990234375,17.040000915527344,9493.400268554688,3390.4000854492188,4.399999976158142,-1.0000000149011612,-3.1999999284744263,524.0999984741211,255.0,128.0,False,0.01702075707972887,0.37970538799995673,-0.0001516684522496396,True,243.0,False,4.0,False,4,,games5425898691,bf81d8692db,19.0,-1751.219970703125,3863.429931640625,17.0,16900.10009765625,-5800.7000732421875,3.8999998569488525,2.8999999165534973,-1.0000000149011612,-582.7999877929688,255.0,128.0,0.0095918014208825,-0.37250269331701663,6.457489977940479e-05,True,31.0,False,4,False,False,,
8,578,14,False,False,0,9101.30871756987,-3636.68994140625,-3538.85009765625,122.08999633789062,5749.000244140625,1231.1000061035156,6083.3001708984375,-1251.2999725341797,5841.7999267578125,553.8999938964844,0.0,-0.04457390874937648,1.793584768197437,-1.515456788671855,b6beb4fd03b,supremejovanotti,12.0,-3531.8798828125,-3738.780029296875,73.70999908447266,-7586.500244140625,11073.199462890625,3048.3999633789062,-181.8000030517578,278.799991607666,1338.6000061035156,255.0,0.0,True,0.014441458624060911,2.438044478958866,0.0029115776591708163,True,155.0,False,10,4,14,,4813354133817742819,TheLegend_ofLord,14.0,3515.570068359375,-3700.39990234375,17.010000228881836,7636.5997314453125,10468.399658203125,3.799999952316284,0.29999999329447746,-0.3999999910593033,3418.599853515625,255.0,255.0,False,0.009540088648777707,1.806572039875033,1.590136354653381e-05,True,255.0,False,6,6,False,,enpitsu,76561198039309853,25,-3497.06005859375,-3190.610107421875,183.13999938964844,-10737.80029296875,-14318.900146484375,2435.2999877929688,3721.0000610351562,1919.1999816894531,1762.5999450683594,128.0,255.0,,0.09921562054150866,-2.454924118885024,-0.049397089355986946,True,210.0,False,6.0,False,5,,games5425898691,bf81d8692db,18.0,-2965.929931640625,450.9800109863281,17.0,-12126.300048828125,-8992.100219726562,3.8999998569488525,0.19999999552965164,0.0,241.5999984741211,255.0,128.0,0.009592474849833289,-2.480069617051641,-0.00011146411332906911,True,92.0,False,4,False,False,,
9,580,15,False,False,1,3161.978807017458,3610.090087890625,3517.7099609375,159.2899932861328,-3035.2999877929688,19850.400390625,-1060.5999755859375,286.5999984741211,490.99998474121094,5972.8997802734375,1.0,0.10733833232657461,-1.8467859852058164,-1.166521896614839,76561198039309853,enpitsu,25.0,3586.56005859375,3309.909912109375,200.94000244140625,10737.80029296875,14318.900146484375,1893.3000183105469,-4116.300048828125,-3516.400146484375,969.4999694824219,128.0,255.0,,-0.14030093513040798,2.397868574229699,-0.6493282196628991,True,210.0,False,5,False,6,,bf81d8692db,games5425898691,18.0,3065.72998046875,-374.4200134277344,17.0,11886.700439453125,9295.599975585938,3.8999998569488525,0.29999999329447746,0.19999999552965164,60.10000228881836,255.0,128.0,,-0.009596469916273824,2.469998613588537,-7.334673417688693e-05,True,92.0,False,4,False,False,,supremejovanotti,b6beb4fd03b,12,3531.8798828125,3738.780029296875,73.70999908447266,7586.500244140625,-11073.199462890625,3048.3999633789062,181.8000030517578,-278.799991607666,1338.6000061035156,255.0,0.0,True,-0.014441458624060911,-2.438044478958866,0.0029115776591708163,True,155.0,False,14.0,4,10,,TheLegend_ofLord,4813354133817742819,14.0,-3558.070068359375,3619.909912109375,17.010000228881836,-3110.4000854492188,-8846.199951171875,3.799999952316284,-0.5000000074505806,0.19999999552965164,3146.7999267578125,255.0,255.0,-0.009528367496513068,-2.0795618025167437,-2.142120072551857e-05,True,255.0,False,6,6,False,,False
