,frame,time,goal,shot,is_orange,distanceToGoal,ball_pos_x,ball_pos_y,ball_pos_z,ball_vel_x,ball_vel_y,ball_vel_z,ball_ang_vel_x,ball_ang_vel_y,ball_ang_vel_z,ball_hit_team_no,ball_rot_x,ball_rot_y,ball_rot_z,shot_taker_id,shot_taker_name,shot_taker_ping,shot_taker_pos_x,shot_taker_pos_y,shot_taker_pos_z,shot_taker_vel_x,shot_taker_vel_y,shot_taker_vel_z,shot_taker_ang_vel_x,shot_taker_ang_vel_y,shot_taker_ang_vel_z,shot_taker_throttle,shot_taker_steer,shot_taker_handbrake,shot_taker_rot_x,shot_taker_rot_y,shot_taker_rot_z,shot_taker_ball_cam,shot_taker_boost,shot_taker_boost_active,shot_taker_double_jump_active,shot_taker_jump_active,shot_taker_dodge_active,shot_taker_boost_collect,team_mate_id,team_mate_name,team_mate_ping,team_mate_pos_x,team_mate_pos_y,team_mate_pos_z,team_mate_vel_x,team_mate_vel_y,team_mate_vel_z,team_mate_ang_vel_x,team_mate_ang_vel_y,team_mate_ang_vel_z,team_mate_throttle,team_mate_steer,team_mate_handbrake,team_mate_rot_x,team_mate_rot_y,team_mate_rot_z,team_mate_ball_cam,team_mate_jump_active,team_mate_double_jump_active,team_mate_dodge_active,team_mate_boost,team_mate_boost_active,team_mate_boost_collect,opp_1_name,opp_1_id,opp_1_ping,opp_1_pos_x,opp_1_pos_y,opp_1_pos_z,opp_1_vel_x,opp_1_vel_y,opp_1_vel_z,opp_1_ang_vel_x,opp_1_ang_vel_y,opp_1_ang_vel_z,opp_1_throttle,opp_1_steer,opp_1_handbrake,opp_1_rot_x,opp_1_rot_y,opp_1_rot_z,opp_1_ball_cam,opp_1_boost,opp_1_boost_active,opp_1_jump_active,opp_1_double_jump_active,opp_1_dodge_active,opp_1_boost_collect,opp_2_name,opp_2_id,opp_2_ping,opp_2_pos_x,opp_2_pos_y,opp_2_pos_z,opp_2_vel_x,opp_2_vel_y,opp_2_vel_z,opp_2_ang_vel_x,opp_2_ang_vel_y,opp_2_ang_vel_z,opp_2_throttle,opp_2_steer,opp_2_rot_x,opp_2_rot_y,opp_2_rot_z,opp_2_ball_cam,opp_2_boost,opp_2_boost_active,opp_2_jump_active,opp_2_dodge_active,opp_2_double_jump_active,opp_2_boost_collect,opp_2_handbrake
10,1061,32,False,False,1,6390.684139341902,3190.659912109375,-824.510009765625,95.0,-11017.60009765625,13849.3994140625,676.1000061035156,-1240.2999877929688,-2000.2000427246094,-1579.9000549316406,1.0,0.2659578320818924,-1.6840796520503627,2.882607207158754,9008577481387032148,max_stetsun,9.0,3346.010009765625,-927.9400024414062,17.0,-10766.099853515625,13183.699951171875,3.799999952316284,6.200000047683716,4.900000095367432,6.700000166893005,238.0,128.0,False,-0.010055347210503631,0.8859077695936423,1.2646891736479148e-05,True,0.0,False,4,16,14,,764997303082394243,chickenlegpeice_,12.0,2749.239990234375,-1708.0999755859375,17.010000228881836,-9011.699829101562,7956.400146484375,2.0999999344348907,-0.9000000357627869,0.7999999821186066,100.9000015258789,255.0,128.0,False,-0.009564668528785535,0.7093310300013655,-0.00013058879801710577,True,16,False,10,47.0,False,,enpitsu,76561198039309853,25.0,3576.080078125,537.9099731445312,111.94999694824219,-7235.4998779296875,21232.900390625,-95.10000228881836,-2272.4000549316406,-4938.699951171875,833.6000061035156,128.0,128.0,,-0.8833913360170053,1.9981008638245525,-1.5662056158090467,True,0.0,False,10,False,7,,games5425898691,bf81d8692db,24.0,2928.530029296875,801.8699951171875,46.72999954223633,1451.7999267578125,22823.30078125,-2194.1000366210938,-2019.4000244140625,-148.80000114440918,104.89999771118164,255.0,128.0,0.3717866745645178,1.5643159925329537,0.07337200523353765,False,0.0,False,20,18,False,,
11,1077,33,False,False,1,5459.667068627503,2576.68994140625,-54.540000915527344,93.16000366210938,-10206.599731445312,12750.6005859375,-23.19999933242798,-3601.9000244140625,-3704.89990234375,-1579.9000549316406,1.0,0.004626078723358788,-0.06464210392746388,-1.4569266014666342,9008577481387032148,max_stetsun,9.0,2713.820068359375,-181.3699951171875,17.0,-11477.2998046875,12552.39990234375,3.400000035762787,-0.5999999865889549,0.29999999329447746,411.5999984741211,242.0,165.0,False,-0.009579576161386988,0.827074396187889,6.735978996957358e-05,True,0.0,False,4,16,14,,764997303082394243,chickenlegpeice_,12.0,2139.139892578125,-1175.7099609375,17.010000228881836,-10286.300048828125,9040.900268554688,2.0999999344348907,-0.09999999776482582,0.19999999552965164,0.0,255.0,128.0,False,-0.009580448283636502,0.7210447726679201,-1.993972352349804e-05,True,16,False,10,47.0,False,,enpitsu,76561198039309853,25.0,3162.93994140625,1761.02001953125,96.81999969482422,-7179.1998291015625,21278.40087890625,-1020.2999877929688,-1460.5000305175781,-2799.2999267578125,881.6999816894531,128.0,128.0,,0.40967041153111305,1.51132425618337,0.8600522940283871,False,0.0,False,10,False,8,,games5425898691,bf81d8692db,24.0,3041.409912109375,2165.6298828125,17.010000228881836,2349.499969482422,22677.7001953125,2.0999999344348907,-0.0,0.9000000357627869,77.8000020980835,255.0,151.0,-0.009578560341122507,1.674429751353419,-3.0754207450727065e-05,False,0.0,False,20,18,False,,
12,1082,33,False,False,1,5222.2086961473005,2417.330078125,144.3000030517578,93.13999938964844,-9941.599731445312,12390.699462890625,0.0,-4169.4000244140625,-4049.89990234375,-1487.5,1.0,-0.6229271717299749,-0.02677527556225025,-0.7761336452076342,9008577481387032148,max_stetsun,9.0,2505.9599609375,31.34000015258789,17.0,-12180.699462890625,11844.49951171875,3.400000035762787,-0.0,-0.0,95.60000419616699,243.0,128.0,False,-0.00959214767946158,0.7618981432422587,-3.5302488611844454e-05,True,0.0,False,4,16,14,,764997303082394243,chickenlegpeice_,12.0,1956.9599609375,-1015.5800170898438,17.010000228881836,-10516.800537109375,9243.400268554688,2.0999999344348907,-0.09999999776482582,0.09999999776482582,0.0,255.0,128.0,False,-0.009580448283636502,0.7210447726679201,-1.993972352349804e-05,True,16,False,10,78.0,False,,enpitsu,76561198039309853,25.0,3049.320068359375,2097.889892578125,72.06999969482422,-7179.1998291015625,21278.40087890625,-2048.2000732421875,-978.7999725341797,-1425.3999328613281,661.9999694824219,128.0,128.0,,0.17221163997324862,1.3006336719020755,0.5668892092758196,False,0.0,False,10,False,8,,games5425898691,bf81d8692db,24.0,3071.47998046875,2525.219970703125,17.010000228881836,1436.0000610351562,22740.2001953125,2.0999999344348907,-0.0,-0.5000000074505806,143.80000114440918,255.0,128.0,-0.009592502274528687,1.6225699721960538,-3.4679457343749146e-05,False,0.0,False,20,18,False,,
13,1091,33,False,False,1,4675.454403427489,2041.489990234375,607.0399780273438,93.1500015258789,-11158.399658203125,13724.000244140625,20.0,-3075.8999633789062,-1918.0999755859375,-1970.5999755859375,1.0,-0.9041908052014844,-0.7779323272175088,1.0119181049159747,9008577481387032148,max_stetsun,9.0,2098.489990234375,434.5199890136719,16.84000015258789,-11637.80029296875,12012.80029296875,-24.500000476837158,-33.19999933242798,-24.700000286102295,-221.90000534057617,242.0,114.0,False,-0.012412960610562244,0.8038554835797439,0.00022805806312104418,True,0.0,False,4,16,14,,764997303082394243,chickenlegpeice_,12.0,1575.5899658203125,-715.6699829101562,17.010000228881836,-12643.900146484375,8150.999755859375,-0.09999999776482582,-0.19999999552965164,0.09999999776482582,156.00000381469727,255.0,128.0,False,-0.009588282894785305,0.5561053135383222,-0.00011693909269240615,True,16,False,10,68.60186679645253,True,,enpitsu,76561198039309853,25.0,2787.669921875,2812.510009765625,16.389999389648438,-7779.69970703125,20647.7001953125,91.00000381469727,9.100000262260437,26.19999885559082,-32.30000019073486,255.0,255.0,,-0.017181454738728175,1.2170927066278512,-0.001641617857746348,True,0.0,False,10,False,8,,games5425898691,bf81d8692db,24.0,3107.280029296875,3302.800048828125,17.010000228881836,568.8999938964844,22757.099609375,2.0999999344348907,-0.0,3.6000001430511475,870.0,255.0,255.0,-0.009591712452752725,1.5912529707318865,0.00010026535472569874,True,0.0,False,20,18,False,,
14,1105,34,False,False,1,3909.705331234279,1497.93994140625,1276.9100341796875,93.1500015258789,-10240.799560546875,12645.799560546875,0.0,-4659.89990234375,-3395.7998657226562,-1659.1999816894531,1.0,0.1444926393819608,-0.7956050315218662,-2.5858400374069626,9008577481387032148,max_stetsun,9.0,1503.8599853515625,1061.3699951171875,17.0,-11489.69970703125,12150.0,3.400000035762787,0.5000000074505806,0.29999999329447746,0.0,255.0,,,-0.009643841402162937,0.8133211991523076,1.1276754195729964e-05,True,,False,4,16,14,,764997303082394243,chickenlegpeice_,12.0,807.3800048828125,-247.80999755859375,17.010000228881836,-16310.30029296875,8996.900024414062,2.199999988079071,-1.5000000596046448,1.0000000149011612,1328.2000732421875,255.0,255.0,,-0.009602626658490293,0.49018852830818394,0.00017291321320682558,True,16,False,10,38.0,False,,enpitsu,76561198039309853,25.0,2088.840087890625,3847.719970703125,17.049999237060547,-17350.899658203125,12253.599853515625,3.0000001192092896,0.5000000074505806,-0.5999999865889549,1963.8999938964844,255.0,255.0,,-0.016761407328023368,0.5477852669529436,8.20220573681604e-05,True,,False,10,False,8,,games5425898691,bf81d8692db,24.0,2723.139892578125,4320.60009765625,17.010000228881836,-16457.5,14717.099609375,0.0,-0.29999999329447746,-0.0,2000.8000183105469,255.0,255.0,-0.009584207622761444,0.6514817639012136,-3.142061562789783e-05,True,245.60024080737944,True,20,18,False,,
15,1122,34,False,False,1,3114.6715668197776,892.9199829101562,2025.3299560546875,93.1500015258789,-9141.199951171875,11323.299560546875,0.0,-4682.799987792969,-3646.199951171875,-880.8000183105469,1.0,-0.5551155710157337,-0.871488314411033,1.251435340381328,9008577481387032148,max_stetsun,9.0,835.72998046875,1809.010009765625,17.0,-10852.099609375,12706.099853515625,3.400000035762787,0.3999999910593033,-0.3999999910593033,-98.4000015258789,252.0,114.0,,-0.00960476525586652,0.8633597844330501,5.857932994349976e-07,True,,False,4,16,14,,764997303082394243,chickenlegpeice_,12.0,-222.57000732421875,34.20000076293945,17.010000228881836,-17966.400146484375,3625.4998779296875,2.0999999344348907,-0.5999999865889549,-0.0,0.9000000357627869,255.0,128.0,,-0.00958572508434737,0.19896231382262541,-5.13467149144197e-05,False,16,False,10,38.0,False,,enpitsu,76561198039309853,25.0,987.6300048828125,3882.1298828125,17.049999237060547,-15879.3994140625,-10260.999755859375,3.0000001192092896,0.29999999329447746,0.09999999776482582,2053.8999938964844,255.0,255.0,,-0.016776845744348918,-0.6485487691708323,2.18703362725739e-05,True,,False,10,False,8,,games5425898691,bf81d8692db,24.0,1454.6800537109375,4480.1298828125,17.010000228881836,-19445.799560546875,-8969.199829101562,2.0000000298023224,5.099999904632568,2.7000001072883606,-16.90000057220459,255.0,0.0,-0.00958738748510941,-0.49338073592728554,-0.0002727558706394388,True,229.0,False,20,18,False,,
16,1129,34,False,False,1,2822.3748409941163,648.25,2328.52001953125,93.1500015258789,-8667.899780273438,10746.099853515625,0.0,-4681.400146484375,-3693.699951171875,-663.6000061035156,1.0,0.0915628230437529,-1.0820425389911101,2.854062723356861,9008577481387032148,max_stetsun,9.0,591.5499877929688,2144.550048828125,17.0,-7663.2000732421875,14580.0,3.4999999403953552,-0.3999999910593033,0.7999999821186066,-1883.800048828125,247.0,1.0,,-0.009599061301328338,1.13899828371749,-0.00010520499496804082,True,,False,4,16,14,,764997303082394243,chickenlegpeice_,12.0,-674.719970703125,125.4000015258789,17.010000228881836,-18695.50048828125,3768.9999389648438,0.0,-0.5999999865889549,-0.0,0.0,255.0,128.0,,-0.0095867971089199,0.19894056265316465,-4.050607364720679e-05,False,16,False,10,28.60677873191013,True,,enpitsu,76561198039309853,25.0,682.7100219726562,3543.860107421875,17.049999237060547,-8358.200073242188,-15910.30029296875,3.0000001192092896,0.09999999776482582,-0.0,2029.6000671386719,255.0,128.0,,-0.016760391612947068,-1.1590928096629887,1.5381410411633766e-05,True,,False,12,False,8,,games5425898691,bf81d8692db,24.0,1011.3400268554688,4307.35986328125,17.010000228881836,-14695.0,-3139.7000122070312,2.3000000417232513,-0.7999999821186066,-0.5999999865889549,-1568.5000610351562,0.0,19.0,-0.009909642146180031,-0.15365146869593246,-3.256770914097342e-05,True,229.0,False,20,18,False,,
17,1138,35,False,False,1,2387.731857749248,509.9700012207031,2783.679931640625,134.02000427246094,10292.19970703125,-10148.300170898438,15703.1005859375,-4929.2999267578125,-478.49998474121094,3387.0999145507812,1.0,-0.1674507713281799,-0.8265862978800581,-1.7961273349997202,9008577481387032148,max_stetsun,9.0,483.6000061035156,2657.469970703125,15.420000076293945,1616.199951171875,11455.999755859375,-388.1999969482422,1529.4999694824219,1233.7999725341797,-3529.7000122070312,246.0,4.0,,0.038910286747147464,1.7838683478779402,0.044024863105340775,True,,False,4,16,14,,764997303082394243,chickenlegpeice_,12.0,-1300.3800048828125,234.32000732421875,17.010000228881836,-21917.2998046875,1536.0000610351562,0.0,1.5999999642372131,-0.09999999776482582,1762.2000122070312,255.0,251.0,,-0.009578139668294931,0.020753634648860913,0.000175757663295726,False,16,False,10,0.36502387190378194,True,,enpitsu,76561198039309853,25.0,455.2300109863281,2955.02001953125,115.1500015258789,-7315.30029296875,-21632.60009765625,2497.4000549316406,5471.199951171875,-544.1999816894531,137.7999973297119,255.0,255.0,,-0.8418881523430736,-1.499554193873095,0.02874598204320318,True,,False,12,False,9,,games5425898691,bf81d8692db,24.0,638.0499877929688,4289.64990234375,17.010000228881836,-10154.600219726562,-720.9999847412109,2.3999999463558197,0.5999999865889549,0.5999999865889549,1914.4000244140625,255.0,255.0,-0.009572601870970419,-0.07427889806880215,0.0002639115855698886,True,229.0,False,20,18,False,,
18,1270,40,False,False,0,4360.133328405169,-3355.419921875,1539.719970703125,307.6400146484375,11991.500244140625,21241.4990234375,442.00000762939453,2695.8999633789062,-822.6999664306641,5296.5997314453125,0.0,-0.6931115829773985,-0.5859454330702297,2.1846864614336967,bf81d8692db,games5425898691,24.0,-3455.6201171875,1339.8900146484375,194.41000366210938,9399.000244140625,17171.199951171875,543.1000137329102,1331.1000061035156,4934.200134277344,2032.5,255.0,0.0,,0.04356361936064871,1.0851303134850074,1.1984481917569025,True,133.0,False,False,22,19,,76561198039309853,enpitsu,25.0,1970.989990234375,-1129.47998046875,17.049999237060547,-11818.699951171875,1045.8999633789062,3.400000035762787,-0.19999999552965164,0.0,-2379.499969482422,255.0,0.0,False,0.01670973739086275,2.9934452054690435,-1.2021153972279326e-05,True,12,False,10,31.0,False,,max_stetsun,9008577481387032148,9.0,-3243.429931640625,3603.550048828125,17.010000228881836,4867.300109863281,22066.69921875,2.0999999344348907,-0.19999999552965164,-2.0000000298023224,-969.8000335693359,241.0,35.0,False,0.009596930705089792,1.3447519851715024,-0.00014486437969360598,True,241.0,False,18,4,16,,chickenlegpeice_,764997303082394243,18.0,1497.02001953125,4814.9599609375,12.0,-12893.00048828125,9454.199829101562,551.3999938964844,-621.3000106811523,465.9000015258789,565.8000183105469,191.0,128.0,0.01839275940980636,2.7468272493148627,-0.04051550530286888,True,225.0,False,18,12,False,,False
19,1304,41,False,False,1,9222.377678483517,1922.3399658203125,-4025.090087890625,177.80999755859375,-5775.30029296875,14903.1005859375,8122.5,-1761.1000061035156,-2541.699981689453,4473.299865722656,1.0,-0.10428593965851628,-1.4436253032650088,0.6122581153641584,9008577481387032148,max_stetsun,9.0,1920.760009765625,-4221.08984375,103.97000122070312,-9574.099731445312,9960.700073242188,6225.10009765625,13.799999952316284,-22.100000381469727,-3936.7999267578125,217.0,27.0,False,-0.008894992322374892,1.3914570963061423,-0.0024022237695776796,True,220.617230182053,True,5,20,16,,764997303082394243,chickenlegpeice_,18.0,765.9400024414062,-4875.990234375,29.65999984741211,20268.699951171875,10299.000244140625,3115.7000732421875,-8.100000023841858,-4.399999976158142,758.3000183105469,230.0,128.0,False,-0.00960802396162801,2.6085669433951084,-0.0003911636791891337,True,19,False,12,153.0,False,,enpitsu,76561198039309853,25.0,-923.7899780273438,19.15999984741211,17.049999237060547,12235.2001953125,-3524.5999145507812,3.4999999403953552,-0.9000000357627869,-0.0,2625.4998779296875,255.0,255.0,False,-0.016753165230580458,-2.962037671343633,-7.692542683373588e-06,True,61.0,False,12,False,10,,games5425898691,bf81d8692db,24.0,2247.25,-3428.610107421875,16.690000534057617,-15044.89990234375,-13642.19970703125,-643.4999847412109,-466.89998626708984,-1694.1000366210938,384.3000030517578,255.0,0.0,0.0002098919214871717,-0.7418677810409982,-0.010518302782994317,True,98.61723018205295,True,22,20,False,,
20,1371,43,False,False,0,4475.511390891859,-575.2100219726562,676.0,274.8399963378906,5892.0001220703125,18300.799560546875,7979.7998046875,4111.600036621094,3304.2001342773438,-2859.4000244140625,0.0,-0.526724471274169,1.6504012402121038,0.9762689518413618,76561198039309853,enpitsu,25.0,-630.6099853515625,563.47998046875,164.5399932861328,-5122.39990234375,14869.100341796875,988.7999725341797,-5242.19970703125,-1663.2000732421875,47.89999961853027,255.0,128.0,False,0.8559211193483087,2.1086549928567817,0.1979661567865694,True,34.0,False,False,14,11,,bf81d8692db,games5425898691,24.0,162.6199951171875,641.6300048828125,16.989999771118164,12768.900146484375,-14882.39990234375,4.799999892711639,0.19999999552965164,0.0,2007.5999450683594,255.0,255.0,,0.00957255341117463,-0.7851170248828289,-2.2202222762328252e-05,True,22,False,20,41.0,False,,max_stetsun,9008577481387032148,9.0,285.70001220703125,2435.360107421875,17.020000457763672,10489.000244140625,-2340.8999633789062,0.7999999821186066,-9.399999976158142,1.1999999731779099,2898.0999755859375,255.0,255.0,False,0.009573812583254467,-0.0842418920531676,0.0005198400136092888,True,238.7943309865972,True,20,6,16,,chickenlegpeice_,764997303082394243,14.0,-2350.340087890625,3066.8701171875,17.010000228881836,10698.299560546875,6459.89990234375,2.0000000298023224,0.3999999910593033,1.0999999940395355,50.0,128.0,128.0,0.00959690585156799,0.5508100475481321,-9.669671776166165e-05,True,140.0,False,20,12,False,,False
21,1427,45,False,False,1,9546.407079892677,-589.25,-4290.16015625,531.0599975585938,-8562.19970703125,-26289.599609375,438.3000183105469,-2261.1000061035156,-166.00000381469727,-1165.999984741211,1.0,0.19371008470727658,-1.9229351092106703,0.7765510214696038,764997303082394243,chickenlegpeice_,14.0,-514.72998046875,-4163.509765625,377.6000061035156,-21162.60009765625,-9003.300170898438,287.7000045776367,3280.5999755859375,-368.3000183105469,-4398.999938964844,230.0,255.0,,0.9064863071726437,0.0573395946669741,-2.1463515989899173,True,43.81786653559695,True,False,22,13,,9008577481387032148,max_stetsun,9.0,-166.5800018310547,-3947.52001953125,467.30999755859375,5679.5001220703125,-7518.2000732421875,3205.4000854492188,-2430.7000732421875,-3466.199951171875,1640.0,128.0,128.0,False,0.6460906703301078,0.035101176617663765,-0.7335149993395625,True,22,8,16,173.0,False,,enpitsu,76561198039309853,25.0,2112.139892578125,-2851.77001953125,17.049999237060547,13498.699951171875,3200.7000732421875,2.5,1.0999999940395355,-0.0,407.5,255.0,128.0,,-0.016770002116674457,2.8689453233822815,-0.00026436420319993464,True,34.0,False,14,False,12,,games5425898691,bf81d8692db,24.0,-3253.949951171875,971.6400146484375,19.459999084472656,257.09999084472656,19433.00048828125,2961.300048828125,-0.0,-0.5999999865889549,-176.8000030517578,255.0,128.0,-0.009593995900958495,1.6049079537338877,0.00014157344240459626,False,0.0,False,23,20,False,,
22,1496,48,False,False,0,1928.6146687330408,-1548.5899658203125,3325.14990234375,138.07000732421875,1815.2999877929688,16357.7001953125,3921.7001342773438,-243.50000381469727,-3923.699951171875,4532.60009765625,0.0,-0.022961893352074637,2.493417885568841,-0.8097497347104885,76561198039309853,enpitsu,25.0,-1584.699951171875,3137.580078125,77.3499984741211,11960.699462890625,5123.800048828125,1441.6000366210938,-4825.400085449219,1126.500015258789,2386.6000366210938,255.0,255.0,False,0.2638178970572174,0.6356424361695665,-0.10143024209736339,True,34.0,False,False,16,13,,bf81d8692db,games5425898691,24.0,1068.6600341796875,-4720.1201171875,17.030000686645508,-18065.30029296875,13033.599853515625,6.3999998569488525,-27.40000009536743,11.299999952316284,-1903.6000061035156,255.0,0.0,,0.009254150015594544,2.4484435917496694,-0.0014550613907878456,True,24,False,22,191.0,False,,max_stetsun,9008577481387032148,9.0,-560.5499877929688,5225.85009765625,17.0,6623.4002685546875,-4046.099853515625,3.400000035762787,6.299999952316284,-0.09999999776482582,998.3000183105469,0.0,102.0,False,0.009849039876370624,2.691313437463118,0.00020720114579231917,True,173.0,False,22,8,16,,chickenlegpeice_,764997303082394243,12.0,2940.97998046875,4165.77001953125,16.989999771118164,-13369.100341796875,2279.2999267578125,2.199999988079071,-0.7999999821186066,-0.7000000029802322,-541.3999938964844,255.0,128.0,0.009506715825603841,2.9236899509703997,0.00023545828069342585,True,230.01488174161608,True,22,14,False,,False
23,1537,49,False,False,1,9782.287724516298,1286.260009765625,-4634.5,123.30999755859375,8635.900268554688,12823.399658203125,4774.800109863281,-1028.0000305175781,-5371.9000244140625,2466.7999267578125,1.0,-0.4993963594995868,-2.614465961570364,-2.8059261070730743,9008577481387032148,max_stetsun,9.0,1098.5999755859375,-4760.2099609375,17.0,9347.000122070312,7512.7001953125,1.4000000059604645,1.8000000715255737,1.4000000059604645,1432.7999877929688,255.0,232.0,False,-0.009544073842890716,2.4749547089673793,0.0002844398367439434,True,117.49850321841495,True,8,22,16,,764997303082394243,chickenlegpeice_,12.0,-864.5800170898438,-4756.60009765625,16.989999771118164,12908.499755859375,-1184.800033569336,4.600000083446503,0.5999999865889549,-0.0,2.0000000298023224,255.0,128.0,False,-0.009550971116979388,-3.050414352308425,-5.229254676238126e-05,True,22,False,14,191.0,False,,enpitsu,76561198039309853,25.0,20.56999969482422,-3977.929931640625,16.989999771118164,-9223.300170898438,-8197.899780273438,19.600000381469727,-3.0000001192092896,-6.000000238418579,-1921.4999389648438,255.0,0.0,False,-0.016585126853153765,-0.711770842608878,-0.0005978348540057631,True,64.0,False,16,False,14,,games5425898691,bf81d8692db,24.0,307.3800048828125,2389.1298828125,17.030000686645508,18790.50048828125,-3404.1000366210938,-0.5000000074505806,1.4000000059604645,-0.0,255.20000457763672,255.0,128.0,-0.009588054752374738,-2.9912189273296397,-0.00019747889117567713,True,178.0,False,24,22,False,,
24,1587,51,False,False,1,7781.313247469312,2741.239990234375,-2419.360107421875,156.44000244140625,-7654.89990234375,22235.10009765625,6365.5999755859375,2024.7000122070312,5632.0001220703125,424.50000762939453,1.0,0.01790571628467343,0.513889465577406,2.9798040298835518,9008577481387032148,max_stetsun,9.0,2874.6298828125,-2668.409912109375,49.959999084472656,-6067.80029296875,20817.7001953125,2865.2999877929688,120.10000228881836,-2157.2000122070312,2473.800048828125,209.0,255.0,False,-0.008444575386020668,1.5087483082253799,-0.01777527334661262,True,59.70383661024034,True,8,24,17,,764997303082394243,chickenlegpeice_,11.0,183.72000122070312,-2963.52001953125,16.989999771118164,1185.8999633789062,14050.10009765625,4.4999998807907104,-0.0,0.7999999821186066,0.0,255.0,128.0,False,-0.009580570385698626,1.655010492352953,-6.765648306631669e-05,True,22,False,14,221.0,False,,enpitsu,76561198039309853,25.0,-1830.1500244140625,-2099.260009765625,85.91999816894531,-11192.39990234375,19929.300537109375,-157.60000228881836,-4795.299987792969,-2693.3999633789062,0.0,128.0,128.0,False,-0.01756696519597139,-2.08260693989142,-3.141578349050938,False,47.0,False,18,False,15,,games5425898691,bf81d8692db,24.0,3699.14990234375,2823.239990234375,17.030000686645508,11859.000244140625,13143.1005859375,0.0,-0.19999999552965164,-0.0,1965.3999328613281,255.0,255.0,-0.009585862673886284,2.2343142429480185,-1.8450918064406581e-06,True,208.0,False,24,22,False,,
25,1652,53,False,True,1,2481.4565767593413,925.5999755859375,2658.719970703125,93.20999908447266,-9805.900268554688,21843.60107421875,761.5000152587891,-5670.30029296875,1022.5,-429.3000030517578,1.0,-0.17197916334412797,0.15323195943837808,-1.8324770102141459,9008577481387032148,max_stetsun,9.0,1161.3900146484375,2557.3701171875,163.58999633789062,-5944.4000244140625,21686.4990234375,-367.90000915527344,-4151.9000244140625,2128.2000732421875,958.3999633789062,157.0,215.0,,0.6821026355784218,0.6717380504119859,-1.3806910597638224,True,,False,8,26,20,,764997303082394243,chickenlegpeice_,11.0,-195.77999877929688,119.11000061035156,16.989999771118164,-3177.9000854492188,14205.899658203125,4.399999976158142,-3.1999999284744263,-0.5999999865889549,0.0,108.0,,,-0.009716892152700704,1.3506906193715829,6.765206454950016e-06,True,22,False,14,211.0,False,,enpitsu,76561198039309853,25.0,-3642.090087890625,2433.2099609375,17.049999237060547,5743.499755859375,22269.49951171875,2.7000001072883606,-1.2999999523162842,4.1999998688697815,0.0,255.0,,,-0.01665112469109576,1.8231620318663164,-0.00023574206424067194,True,218.0,False,18,False,16,10.0,games5425898691,bf81d8692db,24.0,1424.9000244140625,4769.91015625,17.010000228881836,-16090.699462890625,-5770.4998779296875,2.3000000417232513,0.5000000074505806,0.09999999776482582,1946.199951171875,255.0,255.0,-0.009602323174502034,-0.4095164119914863,6.011997496123047e-05,True,175.0,False,24,22,False,,
26,1669,54,False,False,0,9150.135296387709,-311.3800048828125,-3991.43994140625,100.54000091552734,30496.4990234375,2595.0,9392.19970703125,4505.4998779296875,-775.6999969482422,-3885.5999755859375,0.0,0.1571544822809677,-0.02873861310426355,2.0265387245947104,bf81d8692db,games5425898691,24.0,-526.739990234375,-4133.68994140625,17.010000228881836,18455.899658203125,11160.0,0.0,-0.5999999865889549,-0.09999999776482582,-1343.0000305175781,255.0,10.0,,0.009571993671926154,0.50584218387244,-6.136397489202486e-05,True,124.84994396086665,True,False,24,22,,76561198039309853,enpitsu,25.0,3304.530029296875,-3731.659912109375,17.049999237060547,-6468.3001708984375,-22030.6005859375,2.800000011920929,0.29999999329447746,1.0999999940395355,-1193.6000061035156,255.0,0.0,,0.016768940579460368,-1.8689648224176312,-0.0002812508925579027,True,18,False,16,218.0,False,,max_stetsun,9008577481387032148,9.0,-800.97998046875,-3859.06005859375,28.260000228881836,5856.5997314453125,-20620.10009765625,-2961.9000244140625,3523.2998657226562,-2616.4999389648438,3315.0,130.0,255.0,,0.19602929727657112,0.017891487638056917,-0.2825172795934047,True,31.0,False,26,8,20,,chickenlegpeice_,764997303082394243,11.0,501.1600036621094,-744.97998046875,16.989999771118164,9990.0,-7545.8001708984375,4.600000083446503,-0.19999999552965164,0.09999999776482582,1101.2000274658203,255.0,157.0,0.009560408948163325,-0.593031222223093,-0.00015119639452904193,True,211.0,False,22,14,False,,
